x_cm,y_cm,z_cm,temperature_C,stress_MPa,strain,pO2_atm,current_density_A_cm2,damage_index
0.0,3.111,0.0,698.34,61.104,0.000306,0.20625,0.4093,0.0
0.0,3.111,0.263,700.97,57.374,0.000287,0.20943,0.3902,0.00022
0.0,3.111,0.526,709.28,56.442,0.000282,0.19298,0.4122,0.0
0.0,3.111,0.789,714.42,58.099,0.00029,0.19589,0.3983,0.0
0.0,3.111,1.053,718.86,56.162,0.000281,0.18588,0.4221,5e-05
0.0,3.111,1.316,721.82,58.576,0.000293,0.18525,0.4183,0.00047
0.0,3.111,1.579,723.82,54.984,0.000275,0.17856,0.4406,0.00121
0.0,3.111,1.842,730.16,53.764,0.000269,0.17612,0.4376,0.00132
0.0,3.111,2.105,734.34,54.765,0.000274,0.16901,0.4384,0.00299
0.0,3.111,2.368,737.67,49.339,0.000247,0.16333,0.4438,0.00399
0.0,3.111,2.632,741.12,50.609,0.000253,0.16767,0.4307,0.00266
0.0,3.111,2.895,743.97,46.807,0.000234,0.16348,0.4667,0.00269
0.0,3.111,3.158,750.85,49.26,0.000246,0.16266,0.4769,0.00524
0.0,3.111,3.421,755.13,49.58,0.000248,0.14943,0.4762,0.00442
0.0,3.111,3.684,755.93,45.749,0.000229,0.1449,0.4687,0.00479
0.0,3.111,3.947,766.96,40.941,0.000205,0.14205,0.4703,0.00704
0.0,3.111,4.211,764.42,45.289,0.000226,0.1346,0.4675,0.00711
0.0,3.111,4.474,770.14,45.236,0.000226,0.12828,0.4856,0.00885
0.0,3.111,4.737,776.2,39.675,0.000198,0.12827,0.4716,0.00827
0.0,3.111,5.0,780.68,38.773,0.000194,0.1239,0.4786,0.00972
0.444,3.111,0.0,701.69,62.07,0.00031,0.21302,0.4097,0.00084
0.444,3.111,0.263,705.66,57.212,0.000286,0.20867,0.4213,0.0
0.444,3.111,0.526,711.54,55.777,0.000279,0.18967,0.4043,0.0
0.444,3.111,0.789,715.9,55.154,0.000276,0.19031,0.4205,0.00126
0.444,3.111,1.053,723.03,55.006,0.000275,0.1912,0.4161,0.00019
0.444,3.111,1.316,722.22,56.344,0.000282,0.18506,0.4381,0.00176
0.444,3.111,1.579,728.73,54.115,0.000271,0.17852,0.4339,0.00026
0.444,3.111,1.842,732.48,54.656,0.000273,0.17372,0.443,0.0016
0.444,3.111,2.105,737.77,52.84,0.000264,0.17206,0.4239,0.00148
0.444,3.111,2.368,740.67,53.344,0.000267,0.16794,0.4464,0.00061
0.444,3.111,2.632,747.54,51.689,0.000258,0.15511,0.4474,0.00244
0.444,3.111,2.895,750.99,46.321,0.000232,0.1485,0.4716,0.00289
0.444,3.111,3.158,756.47,46.792,0.000234,0.15293,0.4577,0.00335
0.444,3.111,3.421,758.31,48.989,0.000245,0.15302,0.4659,0.0038
0.444,3.111,3.684,762.25,46.191,0.000231,0.14328,0.4551,0.00683
0.444,3.111,3.947,765.69,43.276,0.000216,0.15261,0.4805,0.00555
0.444,3.111,4.211,767.72,42.524,0.000213,0.14218,0.4852,0.00742
0.444,3.111,4.474,775.66,43.958,0.00022,0.13212,0.4866,0.00788
0.444,3.111,4.737,780.01,40.43,0.000202,0.12232,0.5075,0.00981
0.444,3.111,5.0,784.44,42.381,0.000212,0.13124,0.5002,0.01173
0.889,3.111,0.0,705.54,59.693,0.000298,0.20601,0.3937,0.00155
0.889,3.111,0.263,708.22,62.025,0.00031,0.20187,0.3973,0.0
0.889,3.111,0.526,713.13,60.327,0.000302,0.19559,0.418,0.00067
0.889,3.111,0.789,719.41,55.792,0.000279,0.18788,0.3996,0.00143
0.889,3.111,1.053,725.39,57.421,0.000287,0.18655,0.4144,0.00015
0.889,3.111,1.316,724.22,52.068,0.00026,0.18158,0.425,0.0017
0.889,3.111,1.579,734.83,53.869,0.000269,0.17526,0.4275,0.00103
0.889,3.111,1.842,731.59,52.654,0.000263,0.17163,0.4361,8e-05
0.889,3.111,2.105,743.69,48.227,0.000241,0.17918,0.4534,0.00376
0.889,3.111,2.368,742.15,47.033,0.000235,0.16941,0.4447,0.00052
0.889,3.111,2.632,751.36,51.897,0.000259,0.16076,0.4427,0.0014
0.889,3.111,2.895,751.76,48.367,0.000242,0.14871,0.4733,0.00288
0.889,3.111,3.158,759.69,47.695,0.000238,0.15585,0.4604,0.00491
0.889,3.111,3.421,756.45,45.741,0.000229,0.15833,0.4727,0.00527
0.889,3.111,3.684,766.46,47.798,0.000239,0.15394,0.4885,0.00732
0.889,3.111,3.947,771.55,41.217,0.000206,0.14084,0.4717,0.00724
0.889,3.111,4.211,774.33,44.851,0.000224,0.13957,0.502,0.00726
0.889,3.111,4.474,779.11,46.064,0.00023,0.12872,0.5073,0.00922
0.889,3.111,4.737,784.24,39.448,0.000197,0.13209,0.4874,0.00869
0.889,3.111,5.0,786.75,38.067,0.00019,0.1308,0.4943,0.01012
1.333,3.111,0.0,707.69,60.777,0.000304,0.21253,0.4074,0.0
1.333,3.111,0.263,710.19,60.251,0.000301,0.21042,0.4198,0.0011
1.333,3.111,0.526,718.9,55.332,0.000277,0.20253,0.4188,0.0
1.333,3.111,0.789,723.44,56.13,0.000281,0.18589,0.4154,0.0
1.333,3.111,1.053,726.85,58.828,0.000294,0.18711,0.4264,0.0
1.333,3.111,1.316,731.21,58.567,0.000293,0.18909,0.4334,0.0
1.333,3.111,1.579,734.39,53.36,0.000267,0.17117,0.4347,0.00147
1.333,3.111,1.842,737.2,52.897,0.000264,0.17501,0.4323,0.00119
1.333,3.111,2.105,744.6,52.22,0.000261,0.16801,0.4503,0.00179
1.333,3.111,2.368,745.56,44.961,0.000225,0.15952,0.4448,0.00263
1.333,3.111,2.632,750.98,47.969,0.00024,0.16611,0.4337,0.00327
1.333,3.111,2.895,756.05,48.322,0.000242,0.15329,0.4443,0.00302
1.333,3.111,3.158,761.94,52.059,0.00026,0.16372,0.4761,0.00388
1.333,3.111,3.421,757.54,47.166,0.000236,0.14809,0.4578,0.00422
1.333,3.111,3.684,769.34,48.183,0.000241,0.15066,0.4748,0.00579
1.333,3.111,3.947,770.91,43.832,0.000219,0.1499,0.4918,0.00612
1.333,3.111,4.211,777.02,44.058,0.00022,0.13948,0.486,0.0062
1.333,3.111,4.474,776.46,40.185,0.000201,0.13468,0.5125,0.00809
1.333,3.111,4.737,782.94,38.092,0.00019,0.13461,0.4938,0.00964
1.333,3.111,5.0,790.99,37.733,0.000189,0.13565,0.4918,0.01176
1.778,3.111,0.0,712.18,59.104,0.000296,0.21163,0.3856,0.0
1.778,3.111,0.263,713.66,58.74,0.000294,0.20105,0.3868,0.0
1.778,3.111,0.526,721.66,56.597,0.000283,0.19203,0.426,0.0
1.778,3.111,0.789,722.46,52.104,0.000261,0.19578,0.4047,0.0
1.778,3.111,1.053,727.33,57.083,0.000285,0.18398,0.405,0.00025
1.778,3.111,1.316,729.22,52.918,0.000265,0.18874,0.4228,0.00023
1.778,3.111,1.579,734.18,53.585,0.000268,0.18564,0.4258,0.0
1.778,3.111,1.842,740.13,50.98,0.000255,0.17759,0.4302,0.00279
1.778,3.111,2.105,738.87,53.4,0.000267,0.16984,0.4551,0.0
1.778,3.111,2.368,747.93,46.825,0.000234,0.1688,0.4496,0.00401
1.778,3.111,2.632,752.82,51.079,0.000255,0.16155,0.4614,0.00333
1.778,3.111,2.895,756.16,47.295,0.000236,0.15591,0.4809,0.00478
1.778,3.111,3.158,763.24,46.466,0.000232,0.15095,0.4552,0.00299
1.778,3.111,3.421,763.61,46.144,0.000231,0.14974,0.4708,0.00432
1.778,3.111,3.684,768.31,44.864,0.000224,0.14538,0.4598,0.00522
1.778,3.111,3.947,772.19,46.741,0.000234,0.14773,0.4944,0.00578
1.778,3.111,4.211,776.6,44.193,0.000221,0.14071,0.4822,0.00733
1.778,3.111,4.474,781.09,44.507,0.000223,0.12764,0.4587,0.00826
1.778,3.111,4.737,784.5,41.781,0.000209,0.13328,0.4814,0.00808
1.778,3.111,5.0,792.08,39.459,0.000197,0.12786,0.5149,0.01189
2.222,3.111,0.0,712.62,59.492,0.000297,0.21143,0.3818,0.0
2.222,3.111,0.263,716.34,55.478,0.000277,0.20333,0.4043,0.00052
2.222,3.111,0.526,719.68,61.42,0.000307,0.19944,0.4155,0.00036
2.222,3.111,0.789,720.52,56.305,0.000282,0.20231,0.4214,0.00053
2.222,3.111,1.053,726.52,51.954,0.00026,0.18721,0.4467,0.0
2.222,3.111,1.316,735.06,52.402,0.000262,0.18095,0.4255,0.00051
2.222,3.111,1.579,734.67,50.261,0.000251,0.17585,0.4219,0.00082
2.222,3.111,1.842,740.09,50.906,0.000255,0.16935,0.4281,0.00173
2.222,3.111,2.105,740.52,52.409,0.000262,0.17316,0.4538,0.00044
2.222,3.111,2.368,748.81,46.115,0.000231,0.17161,0.4228,0.00257
2.222,3.111,2.632,750.59,51.828,0.000259,0.15846,0.455,0.00359
2.222,3.111,2.895,755.62,46.878,0.000234,0.15989,0.4743,0.00402
2.222,3.111,3.158,754.85,46.651,0.000233,0.15833,0.4641,0.00403
2.222,3.111,3.421,764.47,45.882,0.000229,0.1503,0.4816,0.00587
2.222,3.111,3.684,770.58,42.78,0.000214,0.14539,0.4523,0.00633
2.222,3.111,3.947,774.87,45.358,0.000227,0.13823,0.4917,0.00554
2.222,3.111,4.211,776.42,40.055,0.0002,0.14095,0.4863,0.00729
2.222,3.111,4.474,782.95,44.901,0.000225,0.13308,0.4841,0.009
2.222,3.111,4.737,787.55,38.645,0.000193,0.13378,0.4895,0.01062
2.222,3.111,5.0,788.3,39.639,0.000198,0.12481,0.5174,0.00939
2.667,3.111,0.0,710.59,58.343,0.000292,0.21163,0.3917,0.0
2.667,3.111,0.263,712.19,60.848,0.000304,0.21,0.3975,0.0
2.667,3.111,0.526,714.42,55.336,0.000277,0.20165,0.4267,0.0
2.667,3.111,0.789,719.89,59.364,0.000297,0.19088,0.4188,0.00028
2.667,3.111,1.053,725.93,59.802,0.000299,0.18354,0.426,0.0
2.667,3.111,1.316,726.69,51.675,0.000258,0.18447,0.416,0.00129
2.667,3.111,1.579,729.79,49.619,0.000248,0.18627,0.4211,0.00041
2.667,3.111,1.842,738.91,51.804,0.000259,0.17863,0.4544,0.00024
2.667,3.111,2.105,743.04,51.591,0.000258,0.18002,0.4454,0.00274
2.667,3.111,2.368,746.0,49.799,0.000249,0.17942,0.4471,0.00221
2.667,3.111,2.632,750.93,48.637,0.000243,0.16091,0.4493,0.00363
2.667,3.111,2.895,756.27,49.524,0.000248,0.16039,0.4563,0.00286
2.667,3.111,3.158,755.75,47.809,0.000239,0.15312,0.4552,0.00574
2.667,3.111,3.421,758.0,42.85,0.000214,0.14644,0.4723,0.00505
2.667,3.111,3.684,769.21,43.541,0.000218,0.1475,0.4669,0.00433
2.667,3.111,3.947,772.54,46.605,0.000233,0.14279,0.4747,0.0046
2.667,3.111,4.211,777.06,43.221,0.000216,0.1376,0.4888,0.0074
2.667,3.111,4.474,778.55,41.771,0.000209,0.1325,0.5035,0.00845
2.667,3.111,4.737,784.8,38.268,0.000191,0.13145,0.507,0.0097
2.667,3.111,5.0,790.75,41.249,0.000206,0.12554,0.4934,0.00822
3.111,3.111,0.0,706.81,59.75,0.000299,0.20932,0.3977,0.0
3.111,3.111,0.263,709.57,58.695,0.000293,0.19903,0.3882,0.0
3.111,3.111,0.526,715.26,59.635,0.000298,0.19518,0.4166,0.0
3.111,3.111,0.789,721.71,54.521,0.000273,0.19137,0.423,0.00086
3.111,3.111,1.053,723.56,57.922,0.00029,0.19002,0.4209,0.00047
3.111,3.111,1.316,725.19,55.128,0.000276,0.18451,0.4388,0.0
3.111,3.111,1.579,735.1,55.786,0.000279,0.17638,0.4254,0.0
3.111,3.111,1.842,735.26,51.851,0.000259,0.17217,0.4375,0.0017
3.111,3.111,2.105,738.69,53.933,0.00027,0.17118,0.4302,0.00292
3.111,3.111,2.368,743.04,44.667,0.000223,0.16333,0.4457,0.00276
3.111,3.111,2.632,749.5,46.507,0.000233,0.15664,0.4476,0.00433
3.111,3.111,2.895,751.49,46.361,0.000232,0.16063,0.4637,0.00376
3.111,3.111,3.158,753.64,45.641,0.000228,0.14632,0.4591,0.00553
3.111,3.111,3.421,762.03,48.303,0.000242,0.14396,0.4801,0.00711
3.111,3.111,3.684,765.77,41.159,0.000206,0.15089,0.4564,0.00523
3.111,3.111,3.947,769.74,45.786,0.000229,0.13573,0.4844,0.00695
3.111,3.111,4.211,771.7,42.909,0.000215,0.14531,0.4564,0.00494
3.111,3.111,4.474,777.15,39.638,0.000198,0.12846,0.4881,0.00874
3.111,3.111,4.737,783.07,44.348,0.000222,0.12595,0.5063,0.00792
3.111,3.111,5.0,786.6,37.083,0.000185,0.12212,0.4987,0.01062
3.556,3.111,0.0,704.02,61.587,0.000308,0.20345,0.4119,0.0
3.556,3.111,0.263,710.65,61.369,0.000307,0.21154,0.395,0.00048
3.556,3.111,0.526,712.33,53.94,0.00027,0.20524,0.4121,0.0
3.556,3.111,0.789,717.01,54.544,0.000273,0.1871,0.4073,0.0
3.556,3.111,1.053,718.37,58.28,0.000291,0.19689,0.4356,0.0012
3.556,3.111,1.316,722.16,54.875,0.000274,0.17799,0.4176,0.00106
3.556,3.111,1.579,730.0,54.812,0.000274,0.19415,0.4215,0.0
3.556,3.111,1.842,731.92,52.576,0.000263,0.17394,0.4493,0.00122
3.556,3.111,2.105,733.57,52.936,0.000265,0.16714,0.4293,0.00115
3.556,3.111,2.368,742.26,47.912,0.00024,0.16822,0.4388,0.00125
3.556,3.111,2.632,747.57,50.766,0.000254,0.15703,0.4579,0.00206
3.556,3.111,2.895,747.59,47.895,0.000239,0.15016,0.4599,0.00413
3.556,3.111,3.158,750.48,46.754,0.000234,0.15097,0.4559,0.00556
3.556,3.111,3.421,761.0,43.403,0.000217,0.14958,0.467,0.0053
3.556,3.111,3.684,764.95,41.964,0.00021,0.13448,0.4913,0.0048
3.556,3.111,3.947,768.6,43.735,0.000219,0.13704,0.4685,0.00628
3.556,3.111,4.211,769.12,45.422,0.000227,0.14761,0.4839,0.00714
3.556,3.111,4.474,774.4,42.315,0.000212,0.13422,0.4863,0.00892
3.556,3.111,4.737,780.0,38.914,0.000195,0.11879,0.5045,0.009
3.556,3.111,5.0,785.2,39.459,0.000197,0.12739,0.4874,0.01062
4.0,3.111,0.0,699.73,59.255,0.000296,0.2118,0.3929,7e-05
4.0,3.111,0.263,709.51,57.109,0.000286,0.20447,0.4016,0.00056
4.0,3.111,0.526,709.62,58.541,0.000293,0.20317,0.4034,0.00101
4.0,3.111,0.789,712.89,54.717,0.000274,0.19262,0.4198,0.0
4.0,3.111,1.053,716.54,54.233,0.000271,0.19411,0.4277,0.00029
4.0,3.111,1.316,721.52,52.362,0.000262,0.18405,0.4302,0.00044
4.0,3.111,1.579,726.04,51.983,0.00026,0.17991,0.4136,0.00177
4.0,3.111,1.842,727.23,55.517,0.000278,0.17641,0.4332,0.00134
4.0,3.111,2.105,731.29,49.985,0.00025,0.17362,0.4393,0.00103
4.0,3.111,2.368,736.41,49.386,0.000247,0.1675,0.4356,0.00182
4.0,3.111,2.632,741.47,50.893,0.000254,0.1577,0.4435,0.00291
4.0,3.111,2.895,746.65,50.323,0.000252,0.16523,0.4753,0.00395
4.0,3.111,3.158,749.64,46.18,0.000231,0.14922,0.4709,0.00329
4.0,3.111,3.421,754.69,48.652,0.000243,0.14482,0.456,0.00412
4.0,3.111,3.684,756.1,43.124,0.000216,0.13556,0.4799,0.00483
4.0,3.111,3.947,765.58,45.399,0.000227,0.14024,0.4844,0.00567
4.0,3.111,4.211,764.6,42.839,0.000214,0.13534,0.4761,0.00667
4.0,3.111,4.474,772.19,42.801,0.000214,0.13459,0.4941,0.00839
4.0,3.111,4.737,773.75,42.093,0.00021,0.12662,0.4898,0.00991
4.0,3.111,5.0,780.8,39.699,0.000198,0.13562,0.4815,0.00942
0.0,3.556,0.0,703.12,60.882,0.000304,0.20707,0.3952,0.0
0.0,3.556,0.263,705.85,60.35,0.000302,0.20161,0.3942,0.00031
0.0,3.556,0.526,706.65,54.49,0.000272,0.19888,0.4041,0.0
0.0,3.556,0.789,713.1,54.928,0.000275,0.19593,0.4206,0.00158
0.0,3.556,1.053,716.12,57.456,0.000287,0.19507,0.4259,0.00036
0.0,3.556,1.316,718.42,50.734,0.000254,0.18674,0.4299,0.00089
0.0,3.556,1.579,727.25,51.26,0.000256,0.18187,0.4345,0.00202
0.0,3.556,1.842,734.14,55.561,0.000278,0.17527,0.426,0.00109
0.0,3.556,2.105,736.27,50.68,0.000253,0.16604,0.434,0.00215
0.0,3.556,2.368,735.46,50.772,0.000254,0.16263,0.4589,0.00263
0.0,3.556,2.632,746.26,50.14,0.000251,0.15032,0.4704,0.00446
0.0,3.556,2.895,745.08,49.178,0.000246,0.15565,0.4577,0.0054
0.0,3.556,3.158,749.71,46.201,0.000231,0.15633,0.4661,0.00393
0.0,3.556,3.421,753.25,45.464,0.000227,0.14786,0.4896,0.00618
0.0,3.556,3.684,759.27,49.42,0.000247,0.14745,0.4694,0.00333
0.0,3.556,3.947,759.06,41.419,0.000207,0.15101,0.4806,0.00597
0.0,3.556,4.211,765.42,41.63,0.000208,0.13837,0.4776,0.00772
0.0,3.556,4.474,773.92,39.638,0.000198,0.13713,0.4682,0.00658
0.0,3.556,4.737,780.97,40.513,0.000203,0.13135,0.4888,0.01113
0.0,3.556,5.0,775.57,38.004,0.00019,0.12328,0.5037,0.01148
0.444,3.556,0.0,705.53,62.392,0.000312,0.20893,0.3842,0.0
0.444,3.556,0.263,705.22,61.976,0.00031,0.1991,0.4102,0.00218
0.444,3.556,0.526,710.92,57.674,0.000288,0.20347,0.3975,0.0009
0.444,3.556,0.789,713.52,54.655,0.000273,0.1987,0.4096,0.00049
0.444,3.556,1.053,722.27,59.288,0.000296,0.18856,0.4191,0.00089
0.444,3.556,1.316,725.62,53.068,0.000265,0.19296,0.417,0.0
0.444,3.556,1.579,728.93,53.974,0.00027,0.1782,0.4318,0.00116
0.444,3.556,1.842,734.45,53.214,0.000266,0.17903,0.4357,0.00054
0.444,3.556,2.105,738.36,49.461,0.000247,0.1689,0.4428,0.00177
0.444,3.556,2.368,739.05,49.53,0.000248,0.16795,0.462,0.00235
0.444,3.556,2.632,746.19,53.024,0.000265,0.15444,0.4444,0.00299
0.444,3.556,2.895,748.47,48.813,0.000244,0.15474,0.4626,0.00334
0.444,3.556,3.158,752.43,48.197,0.000241,0.15347,0.4556,0.00634
0.444,3.556,3.421,759.18,47.79,0.000239,0.15341,0.4685,0.00307
0.444,3.556,3.684,765.03,45.964,0.00023,0.14552,0.4833,0.00363
0.444,3.556,3.947,766.43,46.073,0.00023,0.14834,0.4888,0.00536
0.444,3.556,4.211,774.1,44.089,0.00022,0.13602,0.4796,0.00707
0.444,3.556,4.474,774.35,41.686,0.000208,0.12963,0.4986,0.00761
0.444,3.556,4.737,775.83,47.221,0.000236,0.14012,0.4976,0.00756
0.444,3.556,5.0,780.73,38.674,0.000193,0.11979,0.5012,0.01191
0.889,3.556,0.0,703.27,59.088,0.000295,0.20633,0.4028,0.00054
0.889,3.556,0.263,711.46,61.582,0.000308,0.2045,0.405,0.0
0.889,3.556,0.526,718.71,59.339,0.000297,0.19777,0.4018,0.0
0.889,3.556,0.789,721.4,55.894,0.000279,0.19469,0.4144,0.0
0.889,3.556,1.053,725.1,54.691,0.000273,0.18951,0.4354,0.0
0.889,3.556,1.316,730.77,54.614,0.000273,0.19509,0.4201,0.00108
0.889,3.556,1.579,733.06,54.195,0.000271,0.17813,0.464,0.0
0.889,3.556,1.842,738.2,52.523,0.000263,0.17647,0.4293,0.00057
0.889,3.556,2.105,740.33,50.431,0.000252,0.17039,0.4508,0.00263
0.889,3.556,2.368,742.56,51.774,0.000259,0.15356,0.4328,0.00164
0.889,3.556,2.632,746.06,49.498,0.000247,0.15541,0.4568,0.0034
0.889,3.556,2.895,751.97,50.083,0.00025,0.14615,0.4413,0.00328
0.889,3.556,3.158,753.48,47.57,0.000238,0.14754,0.4721,0.00372
0.889,3.556,3.421,760.47,43.196,0.000216,0.14816,0.4687,0.00397
0.889,3.556,3.684,764.73,46.156,0.000231,0.14944,0.4836,0.0055
0.889,3.556,3.947,771.36,46.082,0.00023,0.14807,0.4669,0.00602
0.889,3.556,4.211,773.5,43.873,0.000219,0.15026,0.4862,0.00469
0.889,3.556,4.474,780.56,38.865,0.000194,0.13454,0.4956,0.00912
0.889,3.556,4.737,781.31,41.564,0.000208,0.13077,0.5008,0.0093
0.889,3.556,5.0,784.42,39.001,0.000195,0.11997,0.4911,0.00857
1.333,3.556,0.0,712.27,60.063,0.0003,0.20483,0.4015,0.0
1.333,3.556,0.263,715.21,59.884,0.000299,0.20842,0.4002,0.0
1.333,3.556,0.526,717.37,57.356,0.000287,0.20873,0.4125,0.0
1.333,3.556,0.789,720.12,58.057,0.00029,0.20087,0.3991,0.0009
1.333,3.556,1.053,730.09,56.703,0.000284,0.18578,0.4359,0.00185
1.333,3.556,1.316,729.8,55.398,0.000277,0.17816,0.4203,0.00024
1.333,3.556,1.579,735.7,52.921,0.000265,0.17008,0.4364,0.00057
1.333,3.556,1.842,741.17,54.582,0.000273,0.1741,0.4252,0.00041
1.333,3.556,2.105,743.26,54.481,0.000272,0.17973,0.4255,0.0
1.333,3.556,2.368,744.26,50.465,0.000252,0.16298,0.4541,0.00266
1.333,3.556,2.632,750.42,48.483,0.000242,0.15806,0.4591,0.00467
1.333,3.556,2.895,753.98,47.59,0.000238,0.15577,0.4664,0.00319
1.333,3.556,3.158,759.16,48.935,0.000245,0.15156,0.4667,0.00381
1.333,3.556,3.421,764.07,46.5,0.000233,0.14937,0.4802,0.00461
1.333,3.556,3.684,766.85,44.773,0.000224,0.1325,0.4771,0.00492
1.333,3.556,3.947,771.11,42.72,0.000214,0.13638,0.4697,0.00509
1.333,3.556,4.211,776.35,43.931,0.00022,0.13569,0.5083,0.00965
1.333,3.556,4.474,777.24,43.322,0.000217,0.13541,0.4811,0.00847
1.333,3.556,4.737,783.8,40.895,0.000204,0.12772,0.5032,0.00957
1.333,3.556,5.0,789.23,40.538,0.000203,0.12823,0.505,0.01226
1.778,3.556,0.0,710.22,60.984,0.000305,0.20667,0.4106,0.0002
1.778,3.556,0.263,712.56,60.78,0.000304,0.20856,0.4043,0.0
1.778,3.556,0.526,717.27,56.13,0.000281,0.20065,0.4139,0.0
1.778,3.556,0.789,719.47,55.403,0.000277,0.19482,0.4095,0.00217
1.778,3.556,1.053,725.14,54.973,0.000275,0.1929,0.4269,0.00124
1.778,3.556,1.316,727.16,54.783,0.000274,0.18685,0.4135,0.00059
1.778,3.556,1.579,734.63,52.744,0.000264,0.17633,0.4443,0.00045
1.778,3.556,1.842,740.23,52.057,0.00026,0.17048,0.4604,0.00107
1.778,3.556,2.105,742.07,53.005,0.000265,0.17673,0.4531,0.00217
1.778,3.556,2.368,743.21,47.618,0.000238,0.17533,0.4266,0.00407
1.778,3.556,2.632,753.67,47.878,0.000239,0.16717,0.4473,0.0027
1.778,3.556,2.895,756.58,47.04,0.000235,0.16285,0.4677,0.00249
1.778,3.556,3.158,758.63,49.853,0.000249,0.14794,0.452,0.00271
1.778,3.556,3.421,762.75,46.455,0.000232,0.14829,0.455,0.00531
1.778,3.556,3.684,770.59,45.699,0.000228,0.14377,0.4751,0.00651
1.778,3.556,3.947,773.88,42.521,0.000213,0.13982,0.4742,0.00807
1.778,3.556,4.211,778.62,42.157,0.000211,0.13376,0.4789,0.00978
1.778,3.556,4.474,778.4,36.943,0.000185,0.13593,0.4755,0.0065
1.778,3.556,4.737,786.72,41.141,0.000206,0.13251,0.5117,0.00901
1.778,3.556,5.0,787.74,38.628,0.000193,0.12277,0.4902,0.00961
2.222,3.556,0.0,707.01,56.736,0.000284,0.20627,0.3957,0.0
2.222,3.556,0.263,714.0,59.52,0.000298,0.20551,0.4095,0.0
2.222,3.556,0.526,719.23,55.994,0.00028,0.19905,0.4082,0.00045
2.222,3.556,0.789,722.55,56.999,0.000285,0.19102,0.411,0.0
2.222,3.556,1.053,726.85,56.321,0.000282,0.18798,0.4304,0.00093
2.222,3.556,1.316,728.57,60.247,0.000301,0.17752,0.43,0.00186
2.222,3.556,1.579,731.16,52.861,0.000264,0.18264,0.4348,0.00049
2.222,3.556,1.842,740.22,52.973,0.000265,0.17267,0.4326,0.00249
2.222,3.556,2.105,744.01,51.441,0.000257,0.16796,0.429,0.00191
2.222,3.556,2.368,746.76,48.957,0.000245,0.16809,0.4588,0.00319
2.222,3.556,2.632,751.05,49.838,0.000249,0.16663,0.4454,0.00308
2.222,3.556,2.895,756.35,49.92,0.00025,0.15723,0.4442,0.00243
2.222,3.556,3.158,759.53,48.416,0.000242,0.15,0.4595,0.00397
2.222,3.556,3.421,765.99,47.657,0.000238,0.15115,0.4677,0.00424
2.222,3.556,3.684,770.29,43.632,0.000218,0.14557,0.4595,0.00627
2.222,3.556,3.947,772.83,44.318,0.000222,0.14307,0.4744,0.006
2.222,3.556,4.211,776.76,39.932,0.0002,0.14188,0.484,0.00815
2.222,3.556,4.474,781.96,38.611,0.000193,0.13337,0.4765,0.00852
2.222,3.556,4.737,779.87,44.409,0.000222,0.13588,0.5058,0.00918
2.222,3.556,5.0,789.72,40.184,0.000201,0.12448,0.487,0.01025
2.667,3.556,0.0,705.44,61.219,0.000306,0.20657,0.4065,0.00098
2.667,3.556,0.263,713.71,60.174,0.000301,0.20902,0.4068,0.00069
2.667,3.556,0.526,718.89,57.795,0.000289,0.20144,0.4359,0.00107
2.667,3.556,0.789,716.2,59.468,0.000297,0.19326,0.4164,0.0
2.667,3.556,1.053,726.85,55.472,0.000277,0.18894,0.407,0.0
2.667,3.556,1.316,729.5,50.385,0.000252,0.18262,0.4136,0.0007
2.667,3.556,1.579,734.92,53.994,0.00027,0.17832,0.4284,0.00073
2.667,3.556,1.842,740.12,54.465,0.000272,0.16851,0.4119,0.00042
2.667,3.556,2.105,742.79,48.717,0.000244,0.16626,0.4286,0.00303
2.667,3.556,2.368,746.83,49.922,0.00025,0.16494,0.4536,0.0011
2.667,3.556,2.632,748.44,51.653,0.000258,0.15357,0.4743,0.00375
2.667,3.556,2.895,753.23,50.156,0.000251,0.14642,0.4569,0.00513
2.667,3.556,3.158,763.19,47.066,0.000235,0.14507,0.4525,0.00348
2.667,3.556,3.421,765.39,44.733,0.000224,0.15504,0.4787,0.00247
2.667,3.556,3.684,768.53,45.207,0.000226,0.15487,0.4867,0.00495
2.667,3.556,3.947,769.9,44.653,0.000223,0.14289,0.4744,0.00546
2.667,3.556,4.211,776.74,44.596,0.000223,0.13695,0.4905,0.00568
2.667,3.556,4.474,779.37,41.773,0.000209,0.13999,0.5025,0.00842
2.667,3.556,4.737,788.9,44.116,0.000221,0.12528,0.498,0.00942
2.667,3.556,5.0,791.43,40.419,0.000202,0.12889,0.4931,0.01046
3.111,3.556,0.0,704.76,59.249,0.000296,0.21155,0.3948,0.0
3.111,3.556,0.263,709.17,57.792,0.000289,0.20327,0.3929,0.00111
3.111,3.556,0.526,714.4,56.135,0.000281,0.18995,0.4027,0.0
3.111,3.556,0.789,721.64,58.839,0.000294,0.19961,0.422,0.0
3.111,3.556,1.053,725.47,55.341,0.000277,0.18615,0.4188,0.0
3.111,3.556,1.316,723.12,48.977,0.000245,0.18059,0.4111,0.0
3.111,3.556,1.579,732.53,52.857,0.000264,0.17177,0.435,0.00111
3.111,3.556,1.842,738.23,55.043,0.000275,0.17762,0.4479,0.00031
3.111,3.556,2.105,739.69,50.608,0.000253,0.17197,0.4403,0.00096
3.111,3.556,2.368,745.43,47.78,0.000239,0.16842,0.4465,0.00383
3.111,3.556,2.632,752.33,48.471,0.000242,0.15911,0.4673,0.00213
