material,category,temperature_C,stress_MPa,time_h,creep_strain
NMC811,battery_active,-20.0,100.0,3.0,1e-08
NMC811,battery_active,-20.0,100.0,10.0,1e-08
NMC811,battery_active,-20.0,100.0,30.0,1e-08
NMC811,battery_active,-20.0,100.0,100.0,1e-08
NMC811,battery_active,-20.0,100.0,300.0,1e-08
NMC811,battery_active,-20.0,100.0,1000.0,1e-08
NMC811,battery_active,20.0,10.0,0.01,1e-08
NMC811,battery_active,20.0,10.0,0.03,1e-08
NMC811,battery_active,20.0,10.0,0.1,1e-08
NMC811,battery_active,20.0,10.0,0.3,1e-08
NMC811,battery_active,20.0,10.0,1.0,1e-08
NMC811,battery_active,20.0,10.0,3.0,1e-08
NMC811,battery_active,20.0,10.0,10.0,1e-08
NMC811,battery_active,20.0,10.0,30.0,1e-08
NMC811,battery_active,20.0,10.0,100.0,1e-08
NMC811,battery_active,20.0,10.0,300.0,1e-08
NMC811,battery_active,20.0,10.0,1000.0,1e-08
NMC811,battery_active,20.0,50.0,0.01,1e-08
NMC811,battery_active,20.0,50.0,0.03,1e-08
NMC811,battery_active,20.0,50.0,0.1,1e-08
NMC811,battery_active,20.0,50.0,0.3,1e-08
NMC811,battery_active,20.0,50.0,1.0,1e-08
NMC811,battery_active,20.0,50.0,3.0,1e-08
NMC811,battery_active,20.0,50.0,10.0,1e-08
NMC811,battery_active,20.0,50.0,30.0,1e-08
NMC811,battery_active,20.0,50.0,100.0,1e-08
NMC811,battery_active,20.0,50.0,300.0,1e-08
NMC811,battery_active,20.0,50.0,1000.0,1e-08
NMC811,battery_active,20.0,100.0,0.01,1e-08
NMC811,battery_active,20.0,100.0,0.03,1e-08
NMC811,battery_active,20.0,100.0,0.1,1e-08
NMC811,battery_active,20.0,100.0,0.3,1e-08
NMC811,battery_active,20.0,100.0,1.0,1e-08
NMC811,battery_active,20.0,100.0,3.0,1e-08
NMC811,battery_active,20.0,100.0,10.0,1e-08
NMC811,battery_active,20.0,100.0,30.0,1e-08
NMC811,battery_active,20.0,100.0,100.0,1e-08
NMC811,battery_active,20.0,100.0,300.0,1e-08
NMC811,battery_active,20.0,100.0,1000.0,1e-08
NMC811,battery_active,60.0,10.0,0.01,1e-08
NMC811,battery_active,60.0,10.0,0.03,1e-08
NMC811,battery_active,60.0,10.0,0.1,1e-08
NMC811,battery_active,60.0,10.0,0.3,1e-08
NMC811,battery_active,60.0,10.0,1.0,1e-08
NMC811,battery_active,60.0,10.0,3.0,1e-08
NMC811,battery_active,60.0,10.0,10.0,1e-08
NMC811,battery_active,60.0,10.0,30.0,1e-08
NMC811,battery_active,60.0,10.0,100.0,1e-08
NMC811,battery_active,60.0,10.0,300.0,1e-08
NMC811,battery_active,60.0,10.0,1000.0,1e-08
NMC811,battery_active,60.0,50.0,0.01,1e-08
NMC811,battery_active,60.0,50.0,0.03,1e-08
NMC811,battery_active,60.0,50.0,0.1,1e-08
NMC811,battery_active,60.0,50.0,0.3,1e-08
NMC811,battery_active,60.0,50.0,1.0,1e-08
NMC811,battery_active,60.0,50.0,3.0,1e-08
NMC811,battery_active,60.0,50.0,10.0,1e-08
NMC811,battery_active,60.0,50.0,30.0,1e-08
NMC811,battery_active,60.0,50.0,100.0,1e-08
NMC811,battery_active,60.0,50.0,300.0,1e-08
NMC811,battery_active,60.0,50.0,1000.0,1e-08
NMC811,battery_active,60.0,100.0,0.01,1e-08
NMC811,battery_active,60.0,100.0,0.03,1e-08
NMC811,battery_active,60.0,100.0,0.1,1e-08
NMC811,battery_active,60.0,100.0,0.3,1e-08
NMC811,battery_active,60.0,100.0,1.0,1e-08
NMC811,battery_active,60.0,100.0,3.0,1e-08
NMC811,battery_active,60.0,100.0,10.0,1e-08
NMC811,battery_active,60.0,100.0,30.0,1e-08
NMC811,battery_active,60.0,100.0,100.0,1e-08
NMC811,battery_active,60.0,100.0,300.0,1e-08
NMC811,battery_active,60.0,100.0,1000.0,1e-08
NMC811,battery_active,100.0,10.0,0.01,1e-08
NMC811,battery_active,100.0,10.0,0.03,1e-08
NMC811,battery_active,100.0,10.0,0.1,1e-08
NMC811,battery_active,100.0,10.0,0.3,1e-08
NMC811,battery_active,100.0,10.0,1.0,1e-08
NMC811,battery_active,100.0,10.0,3.0,1e-08
NMC811,battery_active,100.0,10.0,10.0,1e-08
NMC811,battery_active,100.0,10.0,30.0,1e-08
NMC811,battery_active,100.0,10.0,100.0,1e-08
NMC811,battery_active,100.0,10.0,300.0,1e-08
NMC811,battery_active,100.0,10.0,1000.0,1e-08
NMC811,battery_active,100.0,50.0,0.01,1e-08
NMC811,battery_active,100.0,50.0,0.03,1e-08
NMC811,battery_active,100.0,50.0,0.1,1e-08
NMC811,battery_active,100.0,50.0,0.3,1e-08
NMC811,battery_active,100.0,50.0,1.0,1e-08
NMC811,battery_active,100.0,50.0,3.0,1e-08
NMC811,battery_active,100.0,50.0,10.0,1e-08
NMC811,battery_active,100.0,50.0,30.0,1e-08
NMC811,battery_active,100.0,50.0,100.0,1e-08
NMC811,battery_active,100.0,50.0,300.0,1e-08
NMC811,battery_active,100.0,50.0,1000.0,1e-08
NMC811,battery_active,100.0,100.0,0.01,1e-08
NMC811,battery_active,100.0,100.0,0.03,1e-08
NMC811,battery_active,100.0,100.0,0.1,1e-08
NMC811,battery_active,100.0,100.0,0.3,1e-08
NMC811,battery_active,100.0,100.0,1.0,1e-08
NMC811,battery_active,100.0,100.0,3.0,1e-08
NMC811,battery_active,100.0,100.0,10.0,1e-08
NMC811,battery_active,100.0,100.0,30.0,1e-08
NMC811,battery_active,100.0,100.0,100.0,1e-08
NMC811,battery_active,100.0,100.0,300.0,1e-08
NMC811,battery_active,100.0,100.0,1000.0,1e-08
NMC811,battery_active,140.0,10.0,0.01,1e-08
NMC811,battery_active,140.0,10.0,0.03,1e-08
NMC811,battery_active,140.0,10.0,0.1,1e-08
NMC811,battery_active,140.0,10.0,0.3,1e-08
NMC811,battery_active,140.0,10.0,1.0,1e-08
NMC811,battery_active,140.0,10.0,3.0,1e-08
NMC811,battery_active,140.0,10.0,10.0,1e-08
NMC811,battery_active,140.0,10.0,30.0,1e-08
NMC811,battery_active,140.0,10.0,100.0,1e-08
NMC811,battery_active,140.0,10.0,300.0,1e-08
NMC811,battery_active,140.0,10.0,1000.0,1e-08
NMC811,battery_active,140.0,50.0,0.01,1e-08
NMC811,battery_active,140.0,50.0,0.03,1e-08
NMC811,battery_active,140.0,50.0,0.1,1e-08
NMC811,battery_active,140.0,50.0,0.3,1e-08
NMC811,battery_active,140.0,50.0,1.0,1e-08
NMC811,battery_active,140.0,50.0,3.0,1e-08
NMC811,battery_active,140.0,50.0,10.0,1e-08
NMC811,battery_active,140.0,50.0,30.0,1e-08
NMC811,battery_active,140.0,50.0,100.0,1e-08
NMC811,battery_active,140.0,50.0,300.0,1e-08
NMC811,battery_active,140.0,50.0,1000.0,1e-08
NMC811,battery_active,140.0,100.0,0.01,1e-08
NMC811,battery_active,140.0,100.0,0.03,1e-08
NMC811,battery_active,140.0,100.0,0.1,1e-08
NMC811,battery_active,140.0,100.0,0.3,1e-08
NMC811,battery_active,140.0,100.0,1.0,1e-08
NMC811,battery_active,140.0,100.0,3.0,1e-08
NMC811,battery_active,140.0,100.0,10.0,1e-08
NMC811,battery_active,140.0,100.0,30.0,1e-08
NMC811,battery_active,140.0,100.0,100.0,1e-08
NMC811,battery_active,140.0,100.0,300.0,1e-08
NMC811,battery_active,140.0,100.0,1000.0,1e-08
NMC811,battery_active,180.0,10.0,0.01,1e-08
NMC811,battery_active,180.0,10.0,0.03,1e-08
NMC811,battery_active,180.0,10.0,0.1,1e-08
NMC811,battery_active,180.0,10.0,0.3,1e-08
NMC811,battery_active,180.0,10.0,1.0,1e-08
NMC811,battery_active,180.0,10.0,3.0,1e-08
NMC811,battery_active,180.0,10.0,10.0,1e-08
NMC811,battery_active,180.0,10.0,30.0,1e-08
NMC811,battery_active,180.0,10.0,100.0,1e-08
NMC811,battery_active,180.0,10.0,300.0,1e-08
NMC811,battery_active,180.0,10.0,1000.0,1e-08
NMC811,battery_active,180.0,50.0,0.01,1e-08
NMC811,battery_active,180.0,50.0,0.03,1e-08
NMC811,battery_active,180.0,50.0,0.1,1e-08
NMC811,battery_active,180.0,50.0,0.3,1e-08
NMC811,battery_active,180.0,50.0,1.0,1e-08
NMC811,battery_active,180.0,50.0,3.0,1e-08
NMC811,battery_active,180.0,50.0,10.0,1e-08
NMC811,battery_active,180.0,50.0,30.0,1e-08
NMC811,battery_active,180.0,50.0,100.0,1e-08
NMC811,battery_active,180.0,50.0,300.0,1e-08
NMC811,battery_active,180.0,50.0,1000.0,1e-08
NMC811,battery_active,180.0,100.0,0.01,1e-08
NMC811,battery_active,180.0,100.0,0.03,1e-08
NMC811,battery_active,180.0,100.0,0.1,1e-08
NMC811,battery_active,180.0,100.0,0.3,1e-08
NMC811,battery_active,180.0,100.0,1.0,1e-08
NMC811,battery_active,180.0,100.0,3.0,1e-08
NMC811,battery_active,180.0,100.0,10.0,1e-08
NMC811,battery_active,180.0,100.0,30.0,1e-08
NMC811,battery_active,180.0,100.0,100.0,1e-08
NMC811,battery_active,180.0,100.0,300.0,1e-08
NMC811,battery_active,180.0,100.0,1000.0,1e-08
LLZO,solid_electrolyte,-20.0,5.0,0.01,1e-08
LLZO,solid_electrolyte,-20.0,5.0,0.03,1e-08
LLZO,solid_electrolyte,-20.0,5.0,0.1,1e-08
LLZO,solid_electrolyte,-20.0,5.0,0.3,1e-08
LLZO,solid_electrolyte,-20.0,5.0,1.0,1e-08
LLZO,solid_electrolyte,-20.0,5.0,3.0,1e-08
LLZO,solid_electrolyte,-20.0,5.0,10.0,1e-08
LLZO,solid_electrolyte,-20.0,5.0,30.0,1e-08
LLZO,solid_electrolyte,-20.0,5.0,100.0,1e-08
LLZO,solid_electrolyte,-20.0,5.0,300.0,1e-08
LLZO,solid_electrolyte,-20.0,5.0,1000.0,1e-08
LLZO,solid_electrolyte,-20.0,20.0,0.01,1e-08
LLZO,solid_electrolyte,-20.0,20.0,0.03,1e-08
LLZO,solid_electrolyte,-20.0,20.0,0.1,1e-08
LLZO,solid_electrolyte,-20.0,20.0,0.3,1e-08
LLZO,solid_electrolyte,-20.0,20.0,1.0,1e-08
LLZO,solid_electrolyte,-20.0,20.0,3.0,1e-08
LLZO,solid_electrolyte,-20.0,20.0,10.0,1e-08
LLZO,solid_electrolyte,-20.0,20.0,30.0,1e-08
LLZO,solid_electrolyte,-20.0,20.0,100.0,1e-08
LLZO,solid_electrolyte,-20.0,20.0,300.0,1e-08
LLZO,solid_electrolyte,-20.0,20.0,1000.0,1e-08
LLZO,solid_electrolyte,-20.0,50.0,0.01,1e-08
LLZO,solid_electrolyte,-20.0,50.0,0.03,1e-08
LLZO,solid_electrolyte,-20.0,50.0,0.1,1e-08
LLZO,solid_electrolyte,-20.0,50.0,0.3,1e-08
LLZO,solid_electrolyte,-20.0,50.0,1.0,1e-08
LLZO,solid_electrolyte,-20.0,50.0,3.0,1e-08
LLZO,solid_electrolyte,-20.0,50.0,10.0,1e-08
LLZO,solid_electrolyte,-20.0,50.0,30.0,1e-08
LLZO,solid_electrolyte,-20.0,50.0,100.0,1e-08
LLZO,solid_electrolyte,-20.0,50.0,300.0,1e-08
LLZO,solid_electrolyte,-20.0,50.0,1000.0,1e-08
LLZO,solid_electrolyte,20.0,5.0,0.01,1e-08
LLZO,solid_electrolyte,20.0,5.0,0.03,1e-08
LLZO,solid_electrolyte,20.0,5.0,0.1,1e-08
LLZO,solid_electrolyte,20.0,5.0,0.3,1e-08
LLZO,solid_electrolyte,20.0,5.0,1.0,1e-08
LLZO,solid_electrolyte,20.0,5.0,3.0,1e-08
LLZO,solid_electrolyte,20.0,5.0,10.0,1e-08
LLZO,solid_electrolyte,20.0,5.0,30.0,1e-08
LLZO,solid_electrolyte,20.0,5.0,100.0,1e-08
LLZO,solid_electrolyte,20.0,5.0,300.0,1e-08
LLZO,solid_electrolyte,20.0,5.0,1000.0,1e-08
LLZO,solid_electrolyte,20.0,20.0,0.01,1e-08
LLZO,solid_electrolyte,20.0,20.0,0.03,1e-08
LLZO,solid_electrolyte,20.0,20.0,0.1,1e-08
LLZO,solid_electrolyte,20.0,20.0,0.3,1e-08
LLZO,solid_electrolyte,20.0,20.0,1.0,1e-08
LLZO,solid_electrolyte,20.0,20.0,3.0,1e-08
LLZO,solid_electrolyte,20.0,20.0,10.0,1e-08
LLZO,solid_electrolyte,20.0,20.0,30.0,1e-08
LLZO,solid_electrolyte,20.0,20.0,100.0,1e-08
LLZO,solid_electrolyte,20.0,20.0,300.0,1e-08
LLZO,solid_electrolyte,20.0,20.0,1000.0,1e-08
LLZO,solid_electrolyte,20.0,50.0,0.01,1e-08
LLZO,solid_electrolyte,20.0,50.0,0.03,1e-08
LLZO,solid_electrolyte,20.0,50.0,0.1,1e-08
LLZO,solid_electrolyte,20.0,50.0,0.3,1e-08
LLZO,solid_electrolyte,20.0,50.0,1.0,1e-08
LLZO,solid_electrolyte,20.0,50.0,3.0,1e-08
LLZO,solid_electrolyte,20.0,50.0,10.0,1e-08
LLZO,solid_electrolyte,20.0,50.0,30.0,1e-08
LLZO,solid_electrolyte,20.0,50.0,100.0,1e-08
LLZO,solid_electrolyte,20.0,50.0,300.0,1e-08
LLZO,solid_electrolyte,20.0,50.0,1000.0,1e-08
LLZO,solid_electrolyte,60.0,5.0,0.01,1e-08
LLZO,solid_electrolyte,60.0,5.0,0.03,1e-08
LLZO,solid_electrolyte,60.0,5.0,0.1,1e-08
LLZO,solid_electrolyte,60.0,5.0,0.3,1e-08
LLZO,solid_electrolyte,60.0,5.0,1.0,1e-08
LLZO,solid_electrolyte,60.0,5.0,3.0,1e-08
LLZO,solid_electrolyte,60.0,5.0,10.0,1e-08
LLZO,solid_electrolyte,60.0,5.0,30.0,1e-08
LLZO,solid_electrolyte,60.0,5.0,100.0,1e-08
LLZO,solid_electrolyte,60.0,5.0,300.0,1e-08
LLZO,solid_electrolyte,60.0,5.0,1000.0,1e-08
LLZO,solid_electrolyte,60.0,20.0,0.01,1e-08
LLZO,solid_electrolyte,60.0,20.0,0.03,1e-08
LLZO,solid_electrolyte,60.0,20.0,0.1,1e-08
LLZO,solid_electrolyte,60.0,20.0,0.3,1e-08
LLZO,solid_electrolyte,60.0,20.0,1.0,1e-08
LLZO,solid_electrolyte,60.0,20.0,3.0,1e-08
LLZO,solid_electrolyte,60.0,20.0,10.0,1e-08
LLZO,solid_electrolyte,60.0,20.0,30.0,1e-08
LLZO,solid_electrolyte,60.0,20.0,100.0,1e-08
LLZO,solid_electrolyte,60.0,20.0,300.0,1e-08
LLZO,solid_electrolyte,60.0,20.0,1000.0,1e-08
LLZO,solid_electrolyte,60.0,50.0,0.01,1e-08
LLZO,solid_electrolyte,60.0,50.0,0.03,1e-08
LLZO,solid_electrolyte,60.0,50.0,0.1,1e-08
LLZO,solid_electrolyte,60.0,50.0,0.3,1e-08
LLZO,solid_electrolyte,60.0,50.0,1.0,1e-08
LLZO,solid_electrolyte,60.0,50.0,3.0,1e-08
LLZO,solid_electrolyte,60.0,50.0,10.0,1e-08
LLZO,solid_electrolyte,60.0,50.0,30.0,1e-08
LLZO,solid_electrolyte,60.0,50.0,100.0,1e-08
LLZO,solid_electrolyte,60.0,50.0,300.0,1e-08
LLZO,solid_electrolyte,60.0,50.0,1000.0,1e-08
LLZO,solid_electrolyte,100.0,5.0,0.01,1e-08
LLZO,solid_electrolyte,100.0,5.0,0.03,1e-08
LLZO,solid_electrolyte,100.0,5.0,0.1,1e-08
LLZO,solid_electrolyte,100.0,5.0,0.3,1e-08
LLZO,solid_electrolyte,100.0,5.0,1.0,1e-08
LLZO,solid_electrolyte,100.0,5.0,3.0,1e-08
LLZO,solid_electrolyte,100.0,5.0,10.0,1e-08
LLZO,solid_electrolyte,100.0,5.0,30.0,1e-08
LLZO,solid_electrolyte,100.0,5.0,100.0,1e-08
LLZO,solid_electrolyte,100.0,5.0,300.0,1e-08
LLZO,solid_electrolyte,100.0,5.0,1000.0,1e-08
LLZO,solid_electrolyte,100.0,20.0,0.01,1e-08
LLZO,solid_electrolyte,100.0,20.0,0.03,1e-08
LLZO,solid_electrolyte,100.0,20.0,0.1,1e-08
LLZO,solid_electrolyte,100.0,20.0,0.3,1e-08
LLZO,solid_electrolyte,100.0,20.0,1.0,1e-08
LLZO,solid_electrolyte,100.0,20.0,3.0,1e-08
LLZO,solid_electrolyte,100.0,20.0,10.0,1e-08
LLZO,solid_electrolyte,100.0,20.0,30.0,1e-08
LLZO,solid_electrolyte,100.0,20.0,100.0,1e-08
LLZO,solid_electrolyte,100.0,20.0,300.0,1e-08
LLZO,solid_electrolyte,100.0,20.0,1000.0,1e-08
LLZO,solid_electrolyte,100.0,50.0,0.01,1e-08
LLZO,solid_electrolyte,100.0,50.0,0.03,1e-08
LLZO,solid_electrolyte,100.0,50.0,0.1,1e-08
LLZO,solid_electrolyte,100.0,50.0,0.3,1e-08
LLZO,solid_electrolyte,100.0,50.0,1.0,1e-08
LLZO,solid_electrolyte,100.0,50.0,3.0,1e-08
LLZO,solid_electrolyte,100.0,50.0,10.0,1e-08
LLZO,solid_electrolyte,100.0,50.0,30.0,1e-08
LLZO,solid_electrolyte,100.0,50.0,100.0,1e-08
LLZO,solid_electrolyte,100.0,50.0,300.0,1e-08
LLZO,solid_electrolyte,100.0,50.0,1000.0,1e-08
LLZO,solid_electrolyte,140.0,5.0,0.01,1e-08
LLZO,solid_electrolyte,140.0,5.0,0.03,1e-08
LLZO,solid_electrolyte,140.0,5.0,0.1,1e-08
LLZO,solid_electrolyte,140.0,5.0,0.3,1e-08
LLZO,solid_electrolyte,140.0,5.0,1.0,1e-08
LLZO,solid_electrolyte,140.0,5.0,3.0,1e-08
LLZO,solid_electrolyte,140.0,5.0,10.0,1e-08
LLZO,solid_electrolyte,140.0,5.0,30.0,1e-08
LLZO,solid_electrolyte,140.0,5.0,100.0,1e-08
LLZO,solid_electrolyte,140.0,5.0,300.0,1e-08
LLZO,solid_electrolyte,140.0,5.0,1000.0,1e-08
LLZO,solid_electrolyte,140.0,20.0,0.01,1e-08
LLZO,solid_electrolyte,140.0,20.0,0.03,1e-08
LLZO,solid_electrolyte,140.0,20.0,0.1,1e-08
LLZO,solid_electrolyte,140.0,20.0,0.3,1e-08
LLZO,solid_electrolyte,140.0,20.0,1.0,1e-08
LLZO,solid_electrolyte,140.0,20.0,3.0,1e-08
LLZO,solid_electrolyte,140.0,20.0,10.0,1e-08
LLZO,solid_electrolyte,140.0,20.0,30.0,1e-08
LLZO,solid_electrolyte,140.0,20.0,100.0,1e-08
LLZO,solid_electrolyte,140.0,20.0,300.0,1e-08
LLZO,solid_electrolyte,140.0,20.0,1000.0,1e-08
LLZO,solid_electrolyte,140.0,50.0,0.01,1e-08
LLZO,solid_electrolyte,140.0,50.0,0.03,1e-08
LLZO,solid_electrolyte,140.0,50.0,0.1,1e-08
LLZO,solid_electrolyte,140.0,50.0,0.3,1e-08
LLZO,solid_electrolyte,140.0,50.0,1.0,1e-08
LLZO,solid_electrolyte,140.0,50.0,3.0,1e-08
LLZO,solid_electrolyte,140.0,50.0,10.0,1e-08
LLZO,solid_electrolyte,140.0,50.0,30.0,1e-08
LLZO,solid_electrolyte,140.0,50.0,100.0,1e-08
LLZO,solid_electrolyte,140.0,50.0,300.0,1e-08
LLZO,solid_electrolyte,140.0,50.0,1000.0,1e-08
LLZO,solid_electrolyte,180.0,5.0,0.01,1e-08
LLZO,solid_electrolyte,180.0,5.0,0.03,1e-08
LLZO,solid_electrolyte,180.0,5.0,0.1,1e-08
LLZO,solid_electrolyte,180.0,5.0,0.3,1e-08
LLZO,solid_electrolyte,180.0,5.0,1.0,1e-08
LLZO,solid_electrolyte,180.0,5.0,3.0,1e-08
LLZO,solid_electrolyte,180.0,5.0,10.0,1e-08
LLZO,solid_electrolyte,180.0,5.0,30.0,1e-08
LLZO,solid_electrolyte,180.0,5.0,100.0,1e-08
LLZO,solid_electrolyte,180.0,5.0,300.0,1e-08
LLZO,solid_electrolyte,180.0,5.0,1000.0,1e-08
LLZO,solid_electrolyte,180.0,20.0,0.01,1e-08
LLZO,solid_electrolyte,180.0,20.0,0.03,1e-08
LLZO,solid_electrolyte,180.0,20.0,0.1,1e-08
LLZO,solid_electrolyte,180.0,20.0,0.3,1e-08
LLZO,solid_electrolyte,180.0,20.0,1.0,1e-08
LLZO,solid_electrolyte,180.0,20.0,3.0,1e-08
LLZO,solid_electrolyte,180.0,20.0,10.0,1e-08
LLZO,solid_electrolyte,180.0,20.0,30.0,1e-08
LLZO,solid_electrolyte,180.0,20.0,100.0,1e-08
LLZO,solid_electrolyte,180.0,20.0,300.0,1e-08
LLZO,solid_electrolyte,180.0,20.0,1000.0,1e-08
LLZO,solid_electrolyte,180.0,50.0,0.01,1e-08
LLZO,solid_electrolyte,180.0,50.0,0.03,1e-08
LLZO,solid_electrolyte,180.0,50.0,0.1,1e-08
LLZO,solid_electrolyte,180.0,50.0,0.3,1e-08
LLZO,solid_electrolyte,180.0,50.0,1.0,1e-08
LLZO,solid_electrolyte,180.0,50.0,3.0,1e-08
LLZO,solid_electrolyte,180.0,50.0,10.0,1e-08
LLZO,solid_electrolyte,180.0,50.0,30.0,1e-08
LLZO,solid_electrolyte,180.0,50.0,100.0,1e-08
LLZO,solid_electrolyte,180.0,50.0,300.0,1e-08
LLZO,solid_electrolyte,180.0,50.0,1000.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.1,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.1,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.1,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.1,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.1,1.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.1,3.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.1,10.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.1,30.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.1,100.0,2.79201e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.2,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.2,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.2,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.2,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.2,1.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.2,3.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.2,10.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.2,30.0,3.33219e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,-20.0,0.2,100.0,1.07817e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.1,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.1,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.1,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.1,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.1,1.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.1,3.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.1,10.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.1,30.0,3.08985e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.1,100.0,8.74783e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.2,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.2,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.2,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.2,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.2,1.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.2,3.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.2,10.0,2.13642e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.2,30.0,5.98461e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,0.0,0.2,100.0,3.02059e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.1,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.1,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.1,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.1,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.1,1.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.1,3.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.1,10.0,1.37335e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.1,30.0,4.62172e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.1,100.0,1.55177e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.2,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.2,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.2,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.2,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.2,1.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.2,3.0,1.40346e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.2,10.0,3.72541e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.2,30.0,1.51162e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,20.0,0.2,100.0,5.22344e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.1,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.1,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.1,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.1,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.1,1.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.1,3.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.1,10.0,2.7243e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.1,30.0,9.48215e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.1,100.0,4.34454e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.2,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.2,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.2,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.2,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.2,1.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.2,3.0,1.95314e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.2,10.0,4.94976e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.2,30.0,2.80357e-07
