material,defect_type,crystal_structure,formation_energy_eV,temperature_K,defect_concentration,supercell_size,k_points,exchange_correlation,cutoff_energy_eV,convergence_threshold
Cu,dislocation,hcp,1.4552489525984749,942.9134478619842,0.000556731150806405,216,11x10x8,LDA,547.3241528346927,3.7038719452242065e-05
Ni,vacancy,fcc,2.0271059558114892,988.1568606122565,0.0016798640628242865,64,11x5x7,PBEsol,429.66364230961227,8.925393344133019e-05
Fe,vacancy,bcc,2.428392638547421,626.0658893306115,0.0031867251084552618,216,7x7x7,HSE06,615.5277468998677,4.5165316405393584e-05
Cu,interstitial,bcc,3.7120695504765826,425.26902248218835,3.487509197840872e-05,216,10x11x4,HSE06,691.0838073628951,8.281497418651642e-06
Zn,substitutional,hcp,0.6730804069637661,810.7372900052367,0.009507176787223627,64,10x11x9,PBE,575.7792893171681,3.0486887487642162e-05
Mg,vacancy,fcc,0.9646496608751339,952.8709108736734,0.0006844153661104991,512,11x7x10,LDA,453.3408027014454,1.4166860120389281e-05
Ni,interstitial,hcp,4.166309452857844,863.8174697286503,0.005381257349197669,216,10x6x4,PBEsol,454.5008056225528,8.989045439868371e-05
Mg,vacancy,hcp,1.0120938226908556,596.1696752010288,0.0009496122560391226,216,11x4x10,PBE,653.6003069663952,3.705112909135595e-05
Ti,interstitial,hcp,4.039383912878285,488.93864850613596,0.007761742489192124,64,8x9x6,LDA,417.790875521264,7.546016098661411e-05
Ti,substitutional,bcc,1.774591372797323,683.7994251428729,0.00606232918070398,64,4x9x5,PBE,513.3245341495394,5.0364717137587616e-05
Ti,vacancy,bcc,2.318585783138048,934.5310700369995,0.00226947829279861,64,8x4x9,PBEsol,489.9251598040738,9.996392691711894e-05
Mg,grain_boundary,fcc,0.8404570970480026,1025.7197527142307,0.0016423132578494617,108,11x8x6,PBE,682.7061127446525,7.252090887921889e-05
Cu,interstitial,bcc,3.4862312422521464,1076.5096911042515,0.005091323983592827,512,6x4x8,PBEsol,536.3506158335746,4.144025149934506e-05
Zn,dislocation,bcc,1.2913513462695387,669.7283361369073,0.005257334873139142,216,5x10x7,HSE06,548.9602664141424,7.786274549661989e-05
Cu,dislocation,fcc,1.5560344725802264,530.5357966563739,0.002546838683623764,216,8x8x11,LDA,571.8981524302667,4.99102438266376e-05
Cu,substitutional,bcc,1.0325700263276363,756.4835430910366,0.003430811749529466,64,10x10x9,PBEsol,660.3515349983109,4.804940613213285e-05
Cu,vacancy,bcc,1.8156724204221686,387.448213769369,0.0013241732306447937,216,9x10x5,PBE,549.9858196298117,6.29599813099416e-05
Ti,grain_boundary,hcp,1.9757698679364017,759.7128274489955,0.00556813043025501,512,4x11x4,PBEsol,434.32430868377554,9.698312580907667e-05
Fe,interstitial,fcc,4.947379978111689,724.9780547563578,0.007269811733462268,216,6x8x7,HSE06,440.09275127051444,9.32840102021496e-05
Fe,interstitial,fcc,3.601355943972548,489.521271454449,0.005930291899336317,64,5x8x9,PBEsol,742.194381878383,1.009771311563352e-05
Mg,substitutional,bcc,0.7878491211105765,572.4728134241093,0.004946685533085213,108,10x7x7,LDA,643.5033300518212,4.176642072109169e-05
Ni,grain_boundary,fcc,1.4321827604208657,690.2454300685815,0.00806918657984897,216,7x7x5,PBEsol,598.0686368986665,6.131304361416611e-05
Mg,interstitial,bcc,1.8923665355615698,396.0424739943918,0.009232165149886028,512,8x7x10,HSE06,483.55555708593727,7.773946169513088e-05
Ti,interstitial,fcc,4.991142175756154,732.6668211687504,3.0624242883407746e-05,216,5x6x4,PBEsol,672.0634187035514,6.75524531165603e-06
Fe,interstitial,hcp,4.409232305818267,468.436973339037,0.0003272095898423958,108,7x5x5,PBE,609.4689599995941,4.905186474925049e-05
Zn,substitutional,bcc,0.5085547429647328,1121.5549723745776,0.0009264619031644217,64,9x6x6,PBE,667.3442808469576,7.42747899760615e-05
Cu,substitutional,bcc,1.122006488954441,832.9711623862964,0.008787097140676933,512,11x7x10,HSE06,628.5455878676628,2.6119190746254632e-05
Mg,grain_boundary,hcp,0.9817326982555193,732.2402330990647,0.008704237874754444,216,8x6x10,PBEsol,635.2420792967991,9.183427888640749e-05
Al,interstitial,hcp,3.06828956881082,1153.7905419359083,0.006415262200273815,64,6x7x5,PBE,750.8634417064557,4.013015587712285e-05
Zn,interstitial,fcc,2.47565860410411,1138.139964661204,0.003979387996186208,216,7x7x4,LDA,682.4851943860263,4.363160811962138e-06
Ni,vacancy,hcp,2.2074349317246513,313.9342132237638,0.002729898686083389,512,9x9x9,LDA,611.9642434243797,7.829743517609381e-06
Mg,substitutional,bcc,0.6692606785347737,941.1546256256295,0.003684376701339756,512,4x5x8,PBE,615.739281936352,8.67183865862086e-05
Zn,interstitial,bcc,1.8607144431689142,527.3049641425729,0.003723424288442271,512,9x8x9,HSE06,413.36120263097376,1.0017357073125097e-05
Al,grain_boundary,fcc,0.9960582433176646,796.829138255865,0.0035744066580761765,108,7x6x4,HSE06,452.529299905727,8.209728550952674e-05
Ni,substitutional,fcc,1.183220446814112,642.7966098978916,0.004400297696656758,216,7x10x11,PBE,781.1215392996693,7.966067714774885e-05
Ti,substitutional,hcp,2.0103186030400013,1043.642234876323,0.007313719606757531,64,10x9x6,HSE06,563.9536523501083,6.377362905964799e-05
Ni,interstitial,bcc,4.3564010897494505,488.53760044763976,0.0003049437507004499,64,11x7x4,LDA,774.2182158047065,9.503999939926732e-05
Ni,grain_boundary,hcp,1.6471782213468267,331.27507356064143,0.008888953856564243,512,5x9x9,PBE,710.2618541304134,2.9526799414304127e-05
Fe,interstitial,bcc,4.404772092226793,702.2876611272761,0.002560593552953994,216,5x9x10,LDA,486.47542954819016,7.737700260687565e-05
Ti,vacancy,bcc,2.409086314119154,445.8201747279957,0.007395504818237978,512,10x8x6,HSE06,471.85353054885627,6.66095199134496e-05
Al,dislocation,hcp,1.5951840230463186,985.6247294594572,0.003291629707267281,64,6x11x10,LDA,566.739695797361,6.262606833191674e-05
Zn,dislocation,bcc,1.3178795239867187,635.0833269968387,0.0028012520029599484,108,6x10x4,LDA,718.2320999177307,5.879949398991684e-05
Fe,interstitial,bcc,4.970679456217114,1050.940077290767,0.0035169980984051503,512,9x10x7,PBE,530.8366024006555,4.931795547069663e-05
Zn,interstitial,fcc,2.3460567886620756,1189.1777888796332,8.18386806235788e-05,64,10x7x11,PBEsol,456.6195403951293,7.132837709639151e-05
Cu,grain_boundary,hcp,1.180041937318205,347.2429655577269,0.0042748006008919955,64,5x5x5,HSE06,766.0705348746392,4.1936216569273805e-05
Mg,interstitial,fcc,2.2320243963698125,568.5424622053222,0.006576280728606528,216,10x8x10,LDA,750.4813448899939,4.678693312723138e-05
Fe,substitutional,bcc,1.4500497785690736,683.2817047948294,0.001872543976154543,64,6x9x9,PBEsol,638.2722543292462,9.712655765614596e-05
Al,grain_boundary,fcc,0.9635438445129568,1157.2061368317468,0.0002497339442640399,64,9x6x11,PBE,618.3437604079049,3.4476210284195425e-05
Mg,dislocation,hcp,1.277477768936926,872.8772784725852,0.008815562959608914,512,7x10x11,HSE06,455.5103536450523,3.070301757895417e-05
Zn,substitutional,hcp,0.4866855118481341,362.2200022357404,0.0014744966571469571,64,11x11x5,PBEsol,778.9137292359071,3.488842119792445e-05
Zn,dislocation,bcc,1.1741245111577974,727.5834016386257,0.002240160394663647,216,4x4x4,HSE06,665.7377165858858,2.2191193166515987e-05
Ni,dislocation,bcc,2.202911051559265,554.1294607968514,0.0029566956507238004,512,10x8x11,LDA,780.6321237759478,9.4538709849053e-05
Cu,substitutional,fcc,1.0075867606772644,875.9376187054722,0.007721751162599663,216,6x4x9,PBEsol,411.05273314237223,8.356508544781056e-05
Mg,grain_boundary,fcc,0.8305071001795312,716.8062305554054,0.0015769558792796184,512,5x5x11,LDA,553.2262704343115,8.729006778655617e-05
Ni,substitutional,fcc,1.2070706112929244,1058.2302343814085,0.005966817412531957,512,11x10x6,HSE06,719.7063863839871,1.4205473092232697e-05
Zn,substitutional,hcp,0.43356123727715024,315.7213172511024,0.0019245385495324288,64,8x4x5,LDA,773.1850194268318,2.494344175940987e-05
Cu,grain_boundary,bcc,1.2411652693423976,471.67889676893753,0.00882987202280914,108,5x6x4,PBEsol,642.0285940723068,6.917429970015379e-05
Ti,vacancy,fcc,2.2309671334172045,309.867287818389,0.0016987566028699229,108,10x7x10,HSE06,693.2096859454632,2.7651795729686583e-05
Ti,grain_boundary,fcc,1.9249207715343812,1051.3224011590498,0.0005344365965040577,216,9x4x10,PBE,559.4565340785537,1.2843413512090965e-05
Ni,vacancy,fcc,1.8238983412059027,1132.989893276001,0.0037576823479973254,216,8x5x4,PBEsol,578.5049007239595,6.978411086127969e-05
Ti,vacancy,fcc,2.111865793450616,864.637953991826,0.009794219311505384,108,11x10x10,PBEsol,532.9116281567987,9.017185520227437e-05
Fe,substitutional,fcc,1.4770563168156994,735.7917591838116,0.00831656876165314,216,10x8x5,PBE,506.9180328306018,2.8477119270504404e-05
Al,grain_boundary,bcc,1.0772304319320696,576.434955170957,0.009050976145759254,512,11x4x11,PBE,511.7272516253125,9.320962245151293e-05
Ti,grain_boundary,hcp,2.16626888272838,661.4671874994917,0.008299745134052667,512,8x5x7,LDA,643.947493994215,7.288450076857243e-05
Mg,grain_boundary,fcc,0.7933600365707612,801.8781540088428,0.005768031713511808,512,6x5x9,PBE,777.2937133387875,7.25685902393706e-05
Ti,vacancy,bcc,2.2620639990456,612.8715782785812,0.009651441866676123,108,11x8x4,PBE,753.7986139175454,6.794713976900727e-05
Ni,interstitial,bcc,4.0522362826376455,752.5053396947745,0.006212380245897218,108,7x6x10,HSE06,456.4239197969188,7.122306142482076e-05
Al,interstitial,hcp,3.0888368332729343,980.8299109563711,0.0011066812914995257,64,4x7x5,LDA,447.76025683052546,7.852676894876485e-05
Ti,substitutional,bcc,1.951147384077354,792.1084123454553,0.007436150475805739,216,5x5x10,LDA,580.2493700432676,4.296607544770283e-05
Ti,substitutional,bcc,1.890671350192826,940.8490803221044,0.00841987921495425,64,10x8x5,HSE06,728.6586388658,1.3106583396879355e-05
Zn,grain_boundary,fcc,0.5412685904670839,376.1783464910262,0.00046591390087335214,64,7x10x10,HSE06,701.7503822099638,2.8331438470871628e-05
Zn,vacancy,hcp,0.9573517718786022,436.4291207120875,0.0064719484517084475,108,6x7x5,PBEsol,409.31483177703274,3.619052533652973e-05
Ti,substitutional,bcc,1.6305930341796542,340.1009684558879,0.00784463097916522,64,9x11x10,PBE,724.6854390883336,7.613231263981594e-05
Fe,interstitial,bcc,4.371109507512278,890.605191367926,0.0038510273371662766,216,4x8x6,PBEsol,451.4015914004839,9.685658799007193e-06
Fe,dislocation,bcc,2.323865453157236,1126.0222861886252,0.0013972836597656265,512,11x10x5,HSE06,629.1974576454371,4.637932687472741e-05
Cu,vacancy,bcc,1.5029377392947278,430.5805019752244,0.006992075137184268,108,4x4x11,LDA,728.4494504470897,4.406303959091648e-05
Fe,interstitial,hcp,4.639930114174538,910.5240808046118,0.002862576280594656,64,10x11x5,PBE,755.8774901310239,6.126006526039729e-05
Zn,vacancy,bcc,0.988821373537463,642.6259821096096,0.005385428010799853,64,6x6x8,PBEsol,534.6822675590134,1.530309396286593e-05
Al,vacancy,fcc,0.7482032694997462,455.08065356770464,0.0011593556788207873,64,5x5x5,HSE06,601.0118506806623,2.7846600785409144e-05
Ti,substitutional,fcc,1.7667636392523072,388.30698651046123,0.004469710962781577,64,7x11x5,LDA,504.45085777323084,3.415083814889914e-05
Zn,substitutional,hcp,0.48499187003949945,395.95734552488113,0.0034564631526136265,512,7x5x11,HSE06,502.35315441791005,2.0484363196570406e-05
Fe,vacancy,bcc,1.978282291670773,541.8547225183117,0.006520946700070254,64,7x7x5,PBEsol,745.8636455559567,4.985098364899112e-05
Cu,dislocation,bcc,1.7123547245638047,538.0249417832972,0.001300574395751507,64,8x5x8,HSE06,683.4316500259997,6.271974755089274e-05
Ti,vacancy,fcc,2.068429201405245,694.1979731059987,0.0030753142681622277,64,11x7x8,PBE,633.2401138523198,9.365125790448134e-05
Cu,interstitial,fcc,3.231969156501944,1034.9180520233517,0.008685196200383227,216,4x5x7,HSE06,404.093542563503,3.193794018907633e-06
Ti,interstitial,bcc,4.511178871154009,338.23088996862083,0.0016018012804367883,64,4x4x7,LDA,691.2417969470969,6.69873070744712e-05
Ni,vacancy,bcc,2.190121375694348,305.0868943570662,0.009919978093139496,512,11x10x6,PBEsol,669.2642931121056,9.972324627721724e-05
Al,vacancy,bcc,1.0494858118535024,1106.2688313076774,0.0057799194587375815,512,7x6x7,PBEsol,786.1942628031736,9.414549124157505e-05
Zn,dislocation,hcp,1.4163660905166118,499.4340873955026,0.007566471258111363,108,6x7x11,HSE06,475.39521997545546,8.07893438693708e-05
Zn,interstitial,hcp,2.487839007917088,479.1159228134884,0.007869820309127105,216,10x8x4,PBEsol,437.33124810793055,1.809308270866139e-05
Cu,vacancy,bcc,1.6219225327662272,625.2443504089883,0.006260969254896849,64,5x7x10,PBEsol,448.0010998467552,5.366520171515333e-05
Ni,substitutional,bcc,1.3058954828199012,1045.140892366671,0.007074840462537282,512,11x6x7,LDA,408.33809592308035,6.324577735697903e-05
Mg,interstitial,hcp,1.8112207649748617,329.9291464913473,0.0024114122379929027,512,5x4x7,LDA,467.8893758991492,1.0156167132276162e-06
Fe,vacancy,hcp,2.8692160599170324,839.7337228596701,0.003501038974958144,64,4x8x7,PBE,426.8112316150091,8.967619830005215e-05
Ni,interstitial,hcp,3.8760118327191257,931.5579366802064,0.007563561533015111,64,11x9x9,LDA,742.6287609437343,7.246455974960505e-05
Ti,interstitial,bcc,4.81274732684805,507.84632329866037,0.0009852770524609068,512,5x6x4,PBE,726.2332560941154,6.892124238684924e-05
Ti,substitutional,fcc,1.660991375542626,384.08868015824936,0.0048439446798189765,512,7x10x4,LDA,439.3541970027877,3.34040056941391e-05
Ti,interstitial,fcc,4.803311096658163,596.3191308872192,0.0008804421306789213,512,6x8x8,HSE06,523.9034253034482,2.0425349465859234e-05
Ti,dislocation,hcp,2.9798226735178917,699.4314668820728,0.0024617451266405834,64,7x6x6,PBE,744.2417961398838,4.530668131116115e-05
Ti,dislocation,fcc,2.605172292404188,436.2248562527492,0.0010338313820588787,64,7x10x9,HSE06,470.0897169464461,7.769744063832483e-05
Ni,grain_boundary,hcp,1.5147761714871937,585.2507597720269,0.006543408909019026,216,5x6x11,PBE,450.9395105503541,9.053330653243828e-05
Ni,grain_boundary,hcp,1.5638431394906875,1062.8502367940844,0.002107593292878301,216,8x5x5,PBEsol,531.5983098751875,7.083798432436057e-05
Zn,grain_boundary,fcc,0.6272193893630165,900.9065559074581,0.0002635419312802506,108,10x4x9,LDA,702.8047470989441,5.4845475952771465e-05
Fe,substitutional,hcp,1.3759393725096716,477.11112023261944,0.006426156578129604,108,6x9x11,HSE06,558.4097385209385,9.834090221076748e-05
Al,interstitial,fcc,3.2291823486201916,770.8647607663944,0.008991553739161719,108,6x7x4,LDA,449.5522261182248,5.6879742323727514e-05
Cu,grain_boundary,hcp,1.5319537272491597,1137.5058243320154,0.00428399960155517,108,8x10x9,HSE06,498.3591734105924,4.81944812538246e-05
Zn,dislocation,bcc,1.1828310452864548,987.7984354580777,0.005809558068564538,108,11x5x6,PBE,421.5448457820386,7.89761357793519e-06
Ti,interstitial,fcc,3.9411143717174073,520.0567476099827,0.0013714597756822762,216,8x4x6,PBEsol,759.9805615625705,5.929235065583205e-06
Ti,interstitial,bcc,5.134817088669933,983.0387537532133,0.0029715084182301062,512,9x10x7,HSE06,682.8384304644446,8.966273580912696e-05
Cu,grain_boundary,bcc,1.4294072685976564,1010.0558068871102,0.007600211586151355,108,4x6x10,LDA,607.1859804485556,2.3417932448285325e-05
Fe,grain_boundary,hcp,1.7145959100996155,852.0513852572444,0.0027260391592330282,216,9x6x6,PBEsol,414.2420906066035,8.064872697856927e-05
Cu,substitutional,fcc,0.9952601576307062,903.1669206700868,0.001752573462178106,108,11x4x11,PBE,694.6889706005586,6.93304598370594e-05
Ti,substitutional,fcc,1.862309301533617,1004.3895099500216,0.008385510541629712,216,6x9x7,PBEsol,537.5289965035009,6.178908864641642e-05
Mg,grain_boundary,fcc,0.782048174456316,367.64270880427637,0.0034762357147887085,216,8x7x6,PBEsol,642.2117099565089,4.899302794895425e-05
Zn,dislocation,fcc,1.1249745443528907,672.0749176565179,0.0007277488762522687,64,10x7x4,HSE06,762.4447005786631,1.9703581617073335e-05
Mg,vacancy,bcc,0.946071431519531,704.7118657966415,0.008057042203980047,108,6x11x11,PBE,470.2499125315353,6.620362838734635e-05
Ti,vacancy,hcp,2.4285166995204572,946.4455489456445,0.002648406970273799,512,4x5x8,PBEsol,596.4563876538648,6.856542755744933e-05
Al,vacancy,bcc,0.962750863493365,1006.2968890465104,0.00485547341576756,64,4x9x4,LDA,491.8349235570065,1.8405178457648433e-05
Ti,vacancy,fcc,2.3676017139382095,857.232422444271,0.005296352438180259,64,10x11x9,PBE,441.80302505708966,2.173256186322781e-05
Zn,vacancy,hcp,1.0047767290224392,781.5663748012931,0.007975092288152458,108,7x10x10,LDA,796.0951536349273,6.364011021474908e-05
Zn,interstitial,hcp,2.253451914939605,634.2752207939088,0.00039486223873397703,512,9x9x5,PBEsol,735.1029781401357,9.611327084903876e-05
Zn,substitutional,bcc,0.598766712832935,841.3239907930866,0.006716757571627998,216,6x7x7,PBEsol,794.2978808040118,2.2175677901104385e-05
Cu,vacancy,bcc,1.3468660503419945,1189.5508907758767,0.004698550954901099,64,6x5x6,HSE06,781.7458462206018,2.1366757925436972e-05
Fe,substitutional,bcc,1.4849999994793963,754.605046623607,0.009586947848463642,512,9x5x10,PBEsol,742.8801337298137,3.813038430166808e-05
Zn,grain_boundary,hcp,0.7733371601546994,1116.276863761631,0.008939982749898717,216,11x10x5,PBEsol,477.85185888128984,6.168475681734668e-05
Ni,interstitial,bcc,3.9399045496781437,395.018077997517,0.0018842803860212116,216,8x4x11,PBE,738.3467624819341,9.459127089030932e-05
Zn,substitutional,bcc,0.48768714641106226,1010.9534427903346,0.0006432882453261513,64,6x9x4,PBEsol,782.0113049063705,5.0173906839979494e-05
Cu,substitutional,bcc,0.9554927150013616,717.4467586349689,0.00774850283877956,216,4x11x7,HSE06,459.2443699556092,8.134315362713855e-05
Al,grain_boundary,hcp,0.9867850882232658,556.3203368245958,0.009117631565682769,512,10x10x5,PBEsol,436.6140469931223,2.671534267415501e-05
Cu,vacancy,fcc,1.6042367674210658,913.6856491470902,0.005411137518709567,512,8x7x10,LDA,462.5045359245422,5.401706238686435e-05
Cu,grain_boundary,fcc,1.050746728012555,541.9173865502798,0.009986986119931027,216,7x5x4,HSE06,400.5258533722506,8.546202918693172e-05
Al,vacancy,bcc,0.9160159965088623,690.9781243064965,0.0015053350591813896,64,5x8x7,PBE,607.04419096513,8.601875323761803e-05
Zn,interstitial,fcc,2.395098120635683,526.88879360607,0.00954894221038257,108,9x9x8,PBEsol,451.7523724270165,5.1589874732578665e-05
Ti,vacancy,hcp,2.367984568127026,925.468741936775,0.0030846375250594958,108,7x8x5,LDA,623.9033971717163,3.6471641938438655e-05
Al,interstitial,bcc,2.9188721580418004,986.0077106779523,0.009901107727565436,108,5x9x4,HSE06,530.6836859921531,7.591248555432735e-05
Zn,vacancy,bcc,0.8276659264601248,597.2799048571619,0.006815463839887937,216,9x11x11,HSE06,718.1819642488327,3.941066152943691e-05
Cu,interstitial,hcp,3.1374882368638155,357.7217270136449,0.0022634695779995937,512,9x5x5,PBEsol,648.4296353881734,9.174600191581993e-05
Al,dislocation,fcc,1.7519978707949326,1056.0694437189518,0.00806734096567923,216,9x10x6,PBE,500.20538926555656,8.929123927144295e-06
Cu,substitutional,bcc,0.9523976781827442,624.3706257161502,0.009888387490168155,64,9x8x10,PBEsol,659.2672195918174,4.099799018341854e-05
Zn,grain_boundary,bcc,0.7062540801749939,597.7802073411553,0.009546543310091363,108,8x7x8,PBE,664.7060618909584,7.239244950630531e-05
Zn,dislocation,fcc,1.156968380638045,1151.2599681564434,0.0021780726134359996,64,8x4x8,LDA,407.85290855506133,7.362227694061516e-05
Ni,vacancy,fcc,2.2923832015161234,851.8097763674039,0.005310500294299882,216,6x9x6,PBEsol,553.0006922742937,4.170493561878856e-05
Al,substitutional,hcp,0.7643011230179859,952.3103710758918,0.000596202442521353,64,6x4x11,LDA,524.3648115448714,5.0869541785515184e-05
Ti,vacancy,hcp,2.263360808438332,649.0605897172622,0.0010116638472250548,216,6x11x8,LDA,673.7541698368293,5.3843224300770394e-05
Ti,substitutional,fcc,1.848859629506943,648.8939105029192,0.004258190387688122,216,11x7x4,LDA,587.0991333600655,5.799921428118096e-05
Ni,dislocation,bcc,2.219142876360162,838.9506131855256,0.009358073959570154,216,11x9x11,PBEsol,511.48293824828346,9.102667234577184e-05
Ti,vacancy,fcc,2.4298808377585814,961.8726229563027,0.008596579461743395,64,9x4x8,PBE,431.5396122282502,2.9403451342298123e-05
Cu,substitutional,fcc,0.8590052583536445,448.3710668518951,0.001740304068240328,64,4x4x5,PBEsol,671.340251782008,7.663570788263477e-05
Ti,vacancy,fcc,2.080849818790959,483.66575256162616,0.006934256630981179,64,10x11x8,PBE,776.7500200589011,8.513727142754442e-05
Ni,substitutional,fcc,1.2183670929804897,1014.3901263267785,0.002663016634888365,512,6x8x9,LDA,442.9994548437716,8.636762248043827e-05
Ti,interstitial,fcc,5.009221447265315,802.7160795374394,0.0038006936350432783,216,9x11x9,LDA,698.1868152828222,2.533688613068842e-05
Ti,substitutional,hcp,1.6155835044202682,769.1437262026823,0.009214054482413964,108,10x7x7,HSE06,491.044231456709,9.874408423885545e-05
Ni,vacancy,fcc,2.1706242443777026,435.7135342491164,0.008359655160004772,512,4x5x9,PBEsol,716.7859967858412,7.45348874696816e-05
Fe,substitutional,hcp,1.3011755229096027,584.8753351781728,0.006404465957628516,108,4x6x6,PBE,697.5069389494176,7.147632643769963e-05
Cu,dislocation,fcc,1.3982948967757347,318.6672085255807,0.0003167785404520598,108,5x4x7,PBEsol,522.4236792864704,2.256211239652574e-05
Fe,interstitial,fcc,4.360574574152958,509.745088672154,0.005886848053490901,512,10x9x9,PBE,705.1333701210137,3.7340420123758426e-05
Mg,interstitial,bcc,2.4872003371465974,458.05398089804976,0.0037195880994122196,512,9x5x8,LDA,605.6171158712816,3.69713761130196e-05
Ni,substitutional,fcc,1.379246715740802,985.5074148547652,0.005457484457313452,64,10x5x6,HSE06,634.6357602217957,6.169088639076618e-05
Mg,substitutional,fcc,0.7132052448787225,1131.987082605836,0.007623425298178065,216,8x7x10,LDA,407.3277370414175,3.956576042698343e-05
Al,substitutional,hcp,0.7360604684313319,623.3080265595506,0.002927951653959879,64,10x4x8,HSE06,699.9961728566814,2.8275293973267532e-05
Fe,dislocation,hcp,2.3056397755139293,726.0112928348565,0.007442472506420266,216,11x8x9,HSE06,592.5241514233173,6.0069627786315666e-05
Ti,interstitial,hcp,4.438953217332872,302.27479484871805,0.0010124094281263676,108,11x10x11,PBE,516.5756333208511,8.560010367179369e-05
Zn,dislocation,bcc,0.9907131252443913,617.2278974361295,0.0017361956594691963,512,7x6x7,HSE06,675.2441597002606,9.601224922420063e-05
Ti,dislocation,bcc,2.5634615394226032,709.5099290762615,0.001497217578367758,64,10x8x10,PBEsol,615.0422826905652,4.96997255554853e-05
Fe,dislocation,fcc,1.9754198715164728,487.09951869449736,0.008003448269205486,216,5x9x8,LDA,789.0313670637904,7.833056777469239e-05
Fe,dislocation,fcc,2.470590569731786,1045.7455202839053,0.004255631822664047,64,5x7x7,HSE06,574.00477097499,6.270249345764001e-05
Ni,vacancy,hcp,1.8941292960161824,751.4207849158106,0.008666215681062659,64,10x5x11,PBEsol,713.4490969773719,6.633250523064694e-05
Cu,interstitial,hcp,3.367540063842048,682.8011363464075,0.004255578987020963,512,5x8x8,HSE06,508.59368699994343,4.8582640328738844e-06
Al,dislocation,hcp,1.7603849832852712,1031.8082453592774,0.007863309217550088,512,4x5x11,PBEsol,705.8650220916979,2.5149323817211407e-05
Fe,dislocation,hcp,2.2647532595004436,755.8150068903719,0.00870903480969664,108,9x10x7,LDA,560.1575417534609,2.1736740278141485e-06
Zn,substitutional,fcc,0.6390047138464847,780.3485952168726,0.003385466623169409,216,8x9x7,PBEsol,612.0774218001893,9.024499303832602e-05
Al,dislocation,fcc,1.3693495568509642,399.4354380594168,0.008295077239376085,512,6x8x7,PBEsol,739.7689077819559,6.196854554770235e-05
Ni,vacancy,hcp,2.166601615484862,780.3677826998985,0.0045248925166803825,108,10x10x9,HSE06,692.2265081733619,6.280921712856934e-05
Zn,vacancy,fcc,0.9039787745014456,948.070344610202,0.0016093741279947092,64,9x10x5,HSE06,604.5947076835334,1.0232751897902343e-05
Mg,vacancy,hcp,1.0129843682434325,322.1904501362036,0.009087018970262756,216,4x7x4,PBEsol,462.1252080586825,4.353670976268255e-06
Ni,grain_boundary,bcc,1.55878973923123,873.574343785492,0.0073944397187449915,512,9x10x7,LDA,625.44663423932,8.135670606658223e-05
Cu,substitutional,hcp,0.7962314924658227,303.1597658195856,0.00040115638774932094,64,10x5x8,PBE,590.2309638873866,3.064186524441664e-05
Al,vacancy,hcp,0.8654952419497228,870.9959470515171,0.008276966392628201,512,9x11x11,PBE,764.7167761466409,1.8309089642241753e-05
Al,interstitial,bcc,3.1181309345614485,1134.8744692711325,0.004073941870112104,216,7x10x6,LDA,630.9637793175269,4.236436343087484e-05
Cu,grain_boundary,fcc,1.4247700119492315,848.9833435330244,0.005605174348252845,64,11x4x4,LDA,777.7751849419974,1.0955138482931898e-05
Ti,interstitial,bcc,5.224418545860867,1150.0390918607193,0.002729944353599836,216,9x11x8,HSE06,543.2966600147936,1.0802922866620674e-05
Ni,vacancy,hcp,1.8076085716635335,452.8554899711231,0.001063951907308201,512,5x5x7,PBEsol,706.4891272016184,3.812422234971237e-05
Ti,interstitial,fcc,5.09816164574435,1172.579287381518,0.0017372194869414946,216,9x11x4,LDA,691.4842740359115,5.712302426814996e-05
Mg,dislocation,bcc,1.1604152409160582,359.77476403329143,0.005518730414011627,216,7x10x8,PBEsol,550.6559407188784,5.7817516585679987e-05
Cu,interstitial,fcc,3.1157011144387603,401.0454824960186,0.007267678911727968,216,11x4x11,HSE06,726.5856237567355,3.0738590592037145e-05
Al,interstitial,bcc,3.1076188288474555,833.7953596009481,0.00543535108762863,64,10x5x5,HSE06,423.40049314985436,5.9243070703655714e-05
Cu,substitutional,fcc,1.0647576966630916,497.431258558743,0.00734244917694916,64,8x7x9,PBEsol,540.5113489804567,5.7702768095200627e-05
Cu,grain_boundary,fcc,1.2168447813282681,679.4577281299667,0.0039440470881918375,216,4x9x11,HSE06,627.527492706598,5.6309462949786144e-05
Al,dislocation,hcp,0.9541624650817129,467.3115404006403,4.899344834888998e-05,64,10x5x10,HSE06,616.7479772212608,2.275617209220892e-05
Fe,grain_boundary,bcc,1.7742610916394619,868.3981368977618,0.0007880104625085098,64,6x9x5,HSE06,544.1512486226278,4.3263306644960884e-05
Cu,interstitial,bcc,3.300913154815548,510.6685835857037,0.004119222790399131,216,7x9x8,PBEsol,458.27301093174736,7.292068280608732e-05
Fe,interstitial,bcc,4.918320191648781,906.8129054653791,0.003361447799034639,216,10x7x11,LDA,796.4341352541437,4.371171523671134e-05
Cu,dislocation,hcp,1.6329545316590786,332.91283112666235,0.0018649520578161017,512,5x4x7,HSE06,499.36224209874194,6.879474481286516e-05
Fe,grain_boundary,bcc,1.6808764336316218,455.2066558888189,0.006013482329783227,108,5x7x7,PBE,760.5886335790619,1.8270210052903317e-05
Ti,grain_boundary,fcc,1.821452507882395,801.7664382005478,0.00956892753788703,216,4x9x5,PBEsol,777.9744181461585,8.255724166615476e-05
