FirmID,Firm_Name,Subsector,Location_Zone,Year_Established,Firm_Age,Firm_Size,Employees,Total_Assets_USD,Ownership_Type,FDI_Presence,FDI_Type,FDI_Origin_Country,FDI_Ownership_Percentage,Years_With_FDI,Knowledge_Absorption,Task_Performance,Innovation_Score,Firm_Resources_Score,Skilled_Labor_Ratio,Employee_Training_Hours,IoT_Adoption,RD_Spend_Ratio,Automation_Level,Liquidity_Ratio,Debt_Equity_Ratio,ROI_Percentage,ROA_Percentage,Revenue_USD,Revenue_Growth_Rate,Export_Intensity,Market_Share_Percentage,Operational_Efficiency,Employee_Productivity_USD,Tax_Incentives_Score,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Bureaucratic_Efficiency,Trade_Policy_Support,Govt_Policy_Score,Policy_Effectiveness_Index,EEG_Beneficiary,Pioneer_Tax_Status,Power_Access_Hours_Daily,Generator_Reliance,Port_Distance_KM,ISO_Certified,NAFDAC_Compliant,Halal_Certified,FDI_Inflow_Lagos_BillionUSD,Corruption_Perception_Index,Ease_Doing_Business_Rank,Avg_Power_Reliability_Hours,Logistics_Quality_Index,FDI_Policy_Interaction,Innovation_Policy_Interaction
FIRM_233,DairyProducts_FIRM_233,Dairy Products,Badagry,2023,1,Large,763,93400280.43,Public Listed,1,Greenfield,UK,51.91,1,3.83,4.24,2.25,5.0,0.378,100.4,0,0.1183,4,1.25,1.05,24.36,14.15,251100272.94,14.8,0.297,8.98,8.8,329096.03,4.42,4.12,1.0,6.43,5.02,4.64,3.46,49.45,0,0,20.7,0.138,22.9,0,1,0,1.2,24,131,3.2,2.8,3.46,7.8
FIRM_234,AnimalFeeds_FIRM_234,Animal Feeds,Epe,1986,38,Large,619,21175568.03,Joint Venture,1,Joint Venture,South Africa,40.19,9,2.89,3.6,4.08,4.57,0.599,69.0,0,0.0253,1,2.48,1.06,22.89,16.8,217137964.23,14.48,0.359,5.84,8.02,350788.31,2.99,2.4,4.23,4.57,2.39,3.23,3.11,44.46,0,0,17.0,0.291,2.3,1,1,1,1.2,24,131,3.2,2.8,3.11,12.7
FIRM_235,Beverages_FIRM_235,Beverages,Badagry,2015,9,Large,458,68834669.16,Family Business,0,None,None,0.0,0,3.43,4.11,2.74,3.39,0.57,100.5,0,0.0091,2,2.6,2.32,9.49,9.77,123283239.63,-2.69,0.238,5.11,9.24,269177.38,3.8,4.59,5.02,2.29,4.43,5.03,4.76,68.03,0,0,16.3,0.319,28.0,1,1,1,1.2,24,131,3.2,2.8,0.0,13.06
FIRM_236,Sugar&Confectionery_FIRM_236,Sugar & Confectionery,Badagry,2021,3,Large,333,93153749.12,Public Listed,0,None,None,0.0,0,2.67,3.16,2.78,2.99,0.633,73.6,0,0.0838,4,1.98,2.3,11.42,0.51,51401309.42,6.73,0.0,4.96,6.85,154358.29,3.13,2.32,2.13,6.45,2.64,3.38,2.52,36.07,0,0,15.3,0.364,31.4,0,1,0,1.2,24,131,3.2,2.8,0.0,7.03
FIRM_237,Sugar&Confectionery_FIRM_237,Sugar & Confectionery,Epe,2019,5,Large,1401,79700571.58,Public Listed,0,None,None,0.0,0,2.36,2.85,3.59,3.46,0.307,24.6,0,0.1172,1,0.57,0.29,19.32,11.84,156196505.55,-0.93,0.155,12.39,8.86,111489.3,3.58,7.0,4.29,7.0,5.31,4.29,4.25,60.66,0,0,12.2,0.49,30.7,0,1,0,1.2,24,131,3.2,2.8,0.0,15.24
FIRM_238,MeatProcessing_FIRM_238,Meat Processing,Lagos Island,2022,2,Large,345,77732457.73,Public Listed,0,None,None,0.0,0,3.18,2.97,2.09,2.51,0.646,79.9,0,0.012,1,3.34,0.95,9.15,14.47,107133505.75,9.24,0.0,14.84,5.25,310531.9,2.69,1.68,3.3,6.18,3.05,2.85,2.56,36.63,0,0,17.4,0.273,42.3,1,1,0,1.2,24,131,3.2,2.8,0.0,5.35
FIRM_239,BakeryProducts_FIRM_239,Bakery Products,Ikorodu,1998,26,Large,1410,77365557.11,Joint Venture,1,Greenfield,France,61.36,1,3.22,3.08,4.64,2.67,0.31,166.2,1,0.0846,1,3.01,0.49,21.47,18.15,141372833.66,11.99,0.206,3.31,9.72,100264.42,1.81,5.74,3.41,5.56,5.28,3.24,3.66,52.22,1,0,9.2,0.616,16.3,0,1,0,1.2,24,131,3.2,2.8,3.66,16.95
FIRM_240,Seasoning&Condiments_FIRM_240,Seasoning & Condiments,Apapa,1997,27,Large,1080,6127777.93,Local,0,None,None,0.0,0,3.34,3.6,3.85,3.33,0.387,23.4,0,0.0864,1,2.68,1.01,21.57,8.9,16093715.22,-3.95,0.0,10.46,7.52,14901.59,3.08,3.08,1.06,4.51,1.67,4.19,2.76,39.47,0,0,18.7,0.219,45.7,1,1,1,1.2,24,131,3.2,2.8,0.0,10.63
FIRM_241,FishProcessing_FIRM_241,Fish Processing,Apapa,1994,30,Large,1276,78162472.73,Local,1,Greenfield,UK,53.98,5,4.11,3.26,4.38,5.0,0.192,61.9,0,0.0425,1,1.37,0.81,25.31,11.68,73448739.82,4.3,0.157,7.4,6.21,57561.71,5.74,3.04,1.0,3.89,3.97,4.41,3.71,53.02,0,0,21.9,0.086,40.5,1,1,1,1.2,24,131,3.2,2.8,3.71,16.27
FIRM_242,MeatProcessing_FIRM_242,Meat Processing,Badagry,1998,26,Large,1210,47427180.61,Family Business,0,None,None,0.0,0,2.82,3.21,3.43,2.68,0.633,178.0,1,0.1102,5,3.44,2.21,5.5,10.22,34270752.31,13.85,0.003,4.72,8.57,28322.94,4.53,4.93,2.8,4.17,2.72,4.0,3.8,54.31,0,0,18.4,0.235,28.9,0,1,0,1.2,24,131,3.2,2.8,0.0,13.02
FIRM_243,OtherFoodProducts_FIRM_243,Other Food Products,Badagry,2006,18,Large,654,63483135.43,Public Listed,0,None,None,0.0,0,3.02,3.39,2.34,3.08,0.821,37.0,0,0.0987,5,1.07,1.23,17.54,19.62,92078540.35,5.82,0.198,14.12,4.36,140792.88,4.49,5.17,3.05,4.88,4.27,3.68,3.96,56.6,0,0,20.4,0.15,4.0,0,1,0,1.2,24,131,3.2,2.8,0.0,9.27
FIRM_244,BakeryProducts_FIRM_244,Bakery Products,Lagos Island,2006,18,Large,624,79721647.31,Foreign-Owned,1,M&A,USA,43.49,7,4.49,3.88,3.34,4.73,0.729,30.3,1,0.0837,5,3.15,2.11,27.07,9.72,188439183.04,10.37,0.324,10.79,8.35,301985.87,4.15,5.52,4.34,4.64,2.97,3.42,3.96,56.57,0,0,19.4,0.191,11.1,1,1,0,1.2,24,131,3.2,2.8,3.96,13.22
FIRM_245,Fruits&VegetablesProcessing_FIRM_245,Fruits & Vegetables Processing,Lagos Island,1983,41,Large,1737,57023138.49,Local,1,M&A,India,23.04,10,3.49,4.14,2.49,3.23,0.704,106.9,1,0.0887,1,2.62,0.47,19.48,18.37,206968182.51,6.69,0.242,5.7,5.57,119152.67,3.61,3.66,4.91,3.72,1.0,2.75,3.37,48.12,0,0,14.8,0.385,18.2,0,0,0,1.2,24,131,3.2,2.8,3.37,8.37
FIRM_246,Seasoning&Condiments_FIRM_246,Seasoning & Condiments,Lagos Island,2010,14,Large,1689,36377946.67,Public Listed,1,Greenfield,China,29.85,4,4.41,3.36,3.45,3.52,0.615,64.4,1,0.1124,5,2.31,2.03,21.3,12.8,182152295.56,12.09,0.334,1.86,6.21,107846.24,5.75,3.38,4.84,7.0,3.46,4.74,3.86,55.16,0,0,14.0,0.418,54.3,0,0,1,1.2,24,131,3.2,2.8,3.86,13.3
FIRM_247,DairyProducts_FIRM_247,Dairy Products,Apapa,2021,3,Large,1346,29225346.99,Public Listed,1,Greenfield,Netherlands,35.96,3,3.73,3.59,2.4,4.72,0.554,107.9,0,0.0779,5,1.77,0.44,32.69,16.72,133687220.39,11.48,0.428,1.58,6.66,99321.86,4.91,1.66,2.38,5.47,2.51,5.32,3.22,45.95,0,0,16.4,0.318,8.6,1,1,1,1.2,24,131,3.2,2.8,3.22,7.73
FIRM_248,Seasoning&Condiments_FIRM_248,Seasoning & Condiments,Ikorodu,2013,11,Large,877,72985377.3,Joint Venture,0,None,None,0.0,0,2.55,3.47,2.8,2.31,0.303,133.1,0,0.0176,2,2.0,0.62,15.16,8.44,144796070.95,7.05,0.0,11.67,8.96,165103.84,3.37,4.39,2.36,4.47,3.24,5.98,3.81,54.44,0,0,17.7,0.264,41.8,1,1,0,1.2,24,131,3.2,2.8,0.0,10.68
FIRM_249,GrainMilling_FIRM_249,Grain Milling,Ikeja,2012,12,Large,1857,45392991.44,Local,0,None,None,0.0,0,2.32,3.64,3.51,3.39,0.365,16.8,0,0.0414,4,1.52,1.97,17.51,12.51,61181105.71,17.15,0.131,0.53,6.93,32946.21,5.85,2.65,5.18,4.12,4.67,5.58,4.63,66.21,0,0,18.9,0.212,32.9,0,1,1,1.2,24,131,3.2,2.8,0.0,16.27
FIRM_250,GrainMilling_FIRM_250,Grain Milling,Epe,2007,17,Large,1781,63463071.7,Foreign-Owned,0,None,None,0.0,0,2.94,3.16,2.42,3.75,0.173,10.2,1,0.0916,2,0.61,1.27,22.14,14.53,188862639.54,5.47,0.11,5.25,5.8,106043.03,1.73,3.34,1.0,4.33,4.25,2.19,2.7,38.54,1,0,18.6,0.226,3.9,1,1,0,1.2,24,131,3.2,2.8,0.0,6.53
FIRM_251,AnimalFeeds_FIRM_251,Animal Feeds,Badagry,2021,3,Large,1344,61622865.29,Foreign-Owned,1,Joint Venture,France,33.35,3,4.28,4.47,3.68,3.05,0.704,100.4,1,0.0925,2,1.73,2.25,18.32,16.99,198365654.43,20.21,0.301,14.88,8.55,147593.49,2.88,3.48,1.79,4.64,4.82,4.13,3.41,48.71,0,0,8.9,0.63,35.3,0,1,1,1.2,24,131,3.2,2.8,3.41,12.55
FIRM_252,OtherFoodProducts_FIRM_252,Other Food Products,Lagos Island,2018,6,Large,705,36917179.2,Foreign-Owned,1,Greenfield,Netherlands,41.15,6,5.0,4.32,4.63,3.77,0.352,156.0,1,0.0855,2,1.28,1.29,19.53,20.99,201054481.22,22.14,0.188,8.83,8.53,285183.66,3.08,5.79,1.96,4.41,1.61,4.32,3.39,48.44,0,0,20.8,0.132,45.4,0,0,0,1.2,24,131,3.2,2.8,3.39,15.7
FIRM_253,FishProcessing_FIRM_253,Fish Processing,Badagry,1988,36,Large,1813,86909915.87,Public Listed,1,M&A,China,50.25,12,4.29,3.96,4.46,3.7,0.15,42.0,1,0.0394,1,0.88,1.91,13.46,14.52,79039100.97,15.0,0.228,13.66,8.7,43595.75,1.77,3.83,2.59,3.57,4.35,6.21,3.87,55.22,0,0,13.0,0.459,34.9,0,0,0,1.2,24,131,3.2,2.8,3.87,17.24
FIRM_254,Fruits&VegetablesProcessing_FIRM_254,Fruits & Vegetables Processing,Epe,1994,30,Large,1744,15317703.22,Local,0,None,None,0.0,0,3.59,2.68,3.23,2.36,0.79,99.4,0,0.1114,3,1.66,0.7,15.31,10.66,162889174.8,15.99,0.0,11.47,5.02,93399.76,6.18,6.46,7.0,4.02,7.0,3.57,5.7,81.44,0,0,20.0,0.167,9.9,1,0,0,1.2,24,131,3.2,2.8,0.0,18.39
FIRM_255,OtherFoodProducts_FIRM_255,Other Food Products,Epe,2017,7,Large,1504,76258779.22,Foreign-Owned,1,Greenfield,Netherlands,51.25,5,4.75,3.17,3.85,3.3,0.616,93.4,0,0.073,3,1.47,0.8,10.13,13.05,133348722.25,1.18,0.222,12.94,8.36,88662.71,3.57,1.72,1.51,5.57,1.97,5.34,2.76,39.38,1,0,20.2,0.158,46.1,0,1,0,1.2,24,131,3.2,2.8,2.76,10.61
FIRM_256,DairyProducts_FIRM_256,Dairy Products,Lagos Island,1993,31,Large,1204,8055700.68,Joint Venture,1,M&A,USA,10.59,6,3.76,4.14,3.65,4.77,0.805,122.4,1,0.0041,1,1.34,1.49,23.84,13.45,149917191.76,13.73,0.123,14.65,9.46,124515.94,5.58,2.76,3.29,6.43,4.68,2.22,3.35,47.86,0,0,13.9,0.421,3.5,0,0,0,1.2,24,131,3.2,2.8,3.35,12.23
FIRM_257,MeatProcessing_FIRM_257,Meat Processing,Epe,1987,37,Large,428,90857889.83,Foreign-Owned,1,Joint Venture,South Africa,21.64,10,4.7,3.76,2.32,4.07,0.331,17.2,1,0.0276,5,2.46,1.73,18.97,21.1,227502995.37,4.54,0.038,14.75,9.21,531549.05,3.35,2.87,3.07,5.17,3.92,6.37,3.73,53.35,0,1,17.8,0.258,43.5,1,1,1,1.2,24,131,3.2,2.8,3.73,8.66
FIRM_258,GrainMilling_FIRM_258,Grain Milling,Epe,1992,32,Large,1569,34686390.98,Family Business,1,Greenfield,France,82.0,14,4.23,3.86,4.03,3.36,0.338,111.1,0,0.0587,1,1.13,1.26,14.02,17.03,180419516.15,-0.91,0.0,9.68,10.0,114990.13,2.42,4.77,4.97,6.07,4.9,5.65,4.11,58.68,1,0,10.3,0.57,50.6,1,1,0,1.2,24,131,3.2,2.8,4.11,16.53
FIRM_259,Sugar&Confectionery_FIRM_259,Sugar & Confectionery,Epe,1983,41,Large,971,27071876.86,Joint Venture,1,Joint Venture,Netherlands,20.48,12,4.32,4.86,3.36,3.93,0.479,185.7,1,0.075,4,3.16,2.15,19.26,19.94,58437493.01,-1.53,0.127,7.6,2.93,60182.79,4.55,2.44,1.0,4.94,2.09,4.56,2.95,42.13,0,0,8.5,0.644,41.1,1,1,0,1.2,24,131,3.2,2.8,2.95,9.91
FIRM_260,Fruits&VegetablesProcessing_FIRM_260,Fruits & Vegetables Processing,Badagry,2015,9,Large,274,54294505.51,Local,1,M&A,India,30.61,3,4.06,4.86,2.93,4.45,0.479,83.7,1,0.0768,4,0.94,0.33,25.45,14.97,61129999.47,13.61,0.214,0.81,10.0,223102.19,4.1,2.61,1.44,6.02,4.42,5.89,3.4,48.62,0,0,14.8,0.382,57.8,0,1,0,1.2,24,131,3.2,2.8,3.4,9.96
FIRM_261,Oils&Fats_FIRM_261,Oils & Fats,Ikorodu,2001,23,Large,502,64788719.55,Family Business,0,None,None,0.0,0,3.4,3.35,2.82,4.15,0.266,144.0,0,0.034,5,3.4,0.72,16.19,10.76,151866839.81,-6.57,0.0,4.3,7.46,302523.59,4.4,3.68,4.9,5.53,5.23,3.16,3.98,56.8,0,0,16.7,0.303,14.4,0,1,1,1.2,24,131,3.2,2.8,0.0,11.19
FIRM_262,Oils&Fats_FIRM_262,Oils & Fats,Apapa,2014,10,Large,1432,17327412.18,Local,0,None,None,0.0,0,3.68,2.67,3.39,2.94,0.805,12.2,0,0.0602,3,1.14,0.75,14.33,13.39,161500445.51,6.38,0.0,13.93,8.59,112779.64,5.92,4.54,3.16,7.0,3.62,3.38,3.6,51.49,1,0,20.8,0.133,35.9,0,1,0,1.2,24,131,3.2,2.8,0.0,12.23
FIRM_263,Oils&Fats_FIRM_263,Oils & Fats,Lagos Island,1999,25,Large,1682,15354999.04,Family Business,0,None,None,0.0,0,2.73,3.29,3.36,3.2,0.554,77.3,0,0.0939,1,1.58,0.21,15.38,13.21,215388594.09,12.43,0.182,13.67,5.34,128055.05,3.96,3.94,2.88,2.93,6.92,4.87,4.61,65.84,0,0,12.1,0.498,57.4,1,1,1,1.2,24,131,3.2,2.8,0.0,15.49
FIRM_264,Fruits&VegetablesProcessing_FIRM_264,Fruits & Vegetables Processing,Lagos Island,2009,15,Large,595,82183336.85,Foreign-Owned,0,None,None,0.0,0,2.41,3.61,1.74,2.19,0.177,37.9,0,0.1198,4,1.55,2.16,8.36,11.58,34699598.01,16.18,0.0,10.72,5.71,58318.65,5.23,3.77,1.0,7.0,5.77,4.87,3.61,51.51,1,0,15.0,0.376,6.2,0,1,1,1.2,24,131,3.2,2.8,0.0,6.28
FIRM_265,Beverages_FIRM_265,Beverages,Ikeja,2005,19,Large,1024,88612478.58,Public Listed,0,None,None,0.0,0,3.7,2.98,3.68,2.0,0.574,79.4,0,0.0604,4,3.49,1.28,16.26,6.89,172925691.98,14.83,0.152,10.77,7.58,168872.75,3.67,3.7,3.34,5.23,4.8,4.77,3.84,54.87,1,0,16.1,0.33,39.6,0,1,1,1.2,24,131,3.2,2.8,0.0,14.15
FIRM_266,Oils&Fats_FIRM_266,Oils & Fats,Ikorodu,1990,34,Large,293,62825000.96,Foreign-Owned,1,M&A,USA,79.51,12,5.0,4.77,4.7,4.14,0.7,55.1,1,0.1126,4,2.16,1.02,18.45,17.73,158361466.45,11.31,0.099,4.48,10.0,540482.82,3.34,2.49,5.07,4.16,3.02,5.25,3.83,54.78,0,0,24.0,0.0,40.9,0,1,0,1.2,24,131,3.2,2.8,3.83,18.01
FIRM_267,Beverages_FIRM_267,Beverages,Ikeja,1981,43,Large,1716,52569816.08,Public Listed,1,Greenfield,France,79.93,10,4.15,4.12,3.17,4.82,0.624,100.4,0,0.0875,3,3.0,2.27,19.38,20.95,79832241.69,39.14,0.227,8.1,8.24,46522.29,5.08,3.23,1.62,2.84,2.17,4.14,3.56,50.91,0,0,20.9,0.129,9.7,0,1,1,1.2,24,131,3.2,2.8,3.56,11.31
FIRM_268,Seasoning&Condiments_FIRM_268,Seasoning & Condiments,Badagry,2005,19,Large,405,52379384.68,Public Listed,0,None,None,0.0,0,3.86,2.94,1.74,3.11,0.223,168.8,0,0.064,2,1.24,0.12,11.14,9.17,122173776.49,15.69,0.0,2.91,9.84,301663.65,3.08,5.39,2.72,6.75,4.55,1.0,3.0,42.83,0,0,9.9,0.586,34.3,1,1,0,1.2,24,131,3.2,2.8,0.0,5.2
FIRM_269,BakeryProducts_FIRM_269,Bakery Products,Ikorodu,2015,9,Large,1850,35618259.97,Public Listed,1,M&A,USA,72.88,9,3.88,4.21,3.78,3.82,0.755,94.6,0,0.1041,5,2.22,2.15,12.31,12.35,221551145.76,7.97,0.265,12.38,9.07,119757.38,3.02,5.39,1.27,4.98,6.57,3.38,3.78,53.94,0,0,10.0,0.582,39.7,1,1,0,1.2,24,131,3.2,2.8,3.78,14.28
FIRM_270,Fruits&VegetablesProcessing_FIRM_270,Fruits & Vegetables Processing,Ikeja,1992,32,Large,1050,34427635.4,Family Business,1,Joint Venture,France,10.75,10,3.04,3.92,4.19,3.9,0.531,84.5,1,0.0302,2,3.04,0.81,20.77,18.38,246184571.24,21.77,0.211,14.66,7.74,234461.5,4.18,4.16,5.3,7.0,2.82,3.73,3.53,50.47,0,0,10.2,0.574,47.1,0,1,1,1.2,24,131,3.2,2.8,3.53,14.81
FIRM_271,FishProcessing_FIRM_271,Fish Processing,Ikorodu,1996,28,Large,1286,71517884.63,Joint Venture,1,Greenfield,China,67.81,10,2.97,3.84,4.13,3.23,0.788,86.7,1,0.0778,5,3.17,0.72,21.02,18.38,222268332.85,12.09,0.052,13.71,7.59,172836.96,5.19,3.27,3.29,3.18,2.41,3.75,3.79,54.09,0,0,17.9,0.255,25.5,1,1,0,1.2,24,131,3.2,2.8,3.79,15.64
FIRM_272,Fruits&VegetablesProcessing_FIRM_272,Fruits & Vegetables Processing,Ikeja,1997,27,Large,1522,47174771.23,Family Business,0,None,None,0.0,0,3.06,2.88,3.15,2.71,0.329,110.4,0,0.0825,4,3.04,2.48,2.36,13.64,170426502.23,19.03,0.077,12.74,3.49,111975.36,4.06,4.79,1.0,7.0,2.0,7.0,3.31,47.25,1,0,15.1,0.37,36.2,1,1,1,1.2,24,131,3.2,2.8,0.0,10.43
FIRM_273,MeatProcessing_FIRM_273,Meat Processing,Apapa,2017,7,Large,258,44279960.09,Public Listed,0,None,None,0.0,0,2.62,2.89,3.11,3.19,0.58,45.8,0,0.0571,3,1.56,0.44,9.62,10.25,183554825.9,5.43,0.147,13.24,5.87,711452.81,4.71,3.55,2.31,4.51,4.73,3.44,3.71,52.96,0,0,20.0,0.167,9.9,0,1,0,1.2,24,131,3.2,2.8,0.0,11.54
FIRM_274,Sugar&Confectionery_FIRM_274,Sugar & Confectionery,Ikeja,2009,15,Large,1042,23565145.73,Public Listed,1,Joint Venture,UK,67.7,1,3.96,4.25,3.38,4.21,0.517,196.4,1,0.003,2,2.77,1.57,16.09,10.43,210767206.46,7.16,0.165,7.55,7.14,202271.79,4.82,2.99,3.43,3.24,6.38,2.38,4.13,58.97,0,0,15.2,0.366,2.9,1,1,0,1.2,24,131,3.2,2.8,4.13,13.95
FIRM_275,FishProcessing_FIRM_275,Fish Processing,Ikeja,2007,17,Large,1942,32062764.65,Family Business,0,None,None,0.0,0,3.34,2.84,3.69,2.42,0.184,87.5,0,0.0272,3,1.28,1.65,23.23,11.64,11151399.27,6.06,0.001,10.19,7.19,5742.22,4.74,3.36,1.0,4.87,1.0,2.72,2.66,37.97,0,0,11.7,0.512,54.1,0,1,0,1.2,24,131,3.2,2.8,0.0,9.8
FIRM_276,BakeryProducts_FIRM_276,Bakery Products,Badagry,2013,11,Large,825,82836706.47,Local,0,None,None,0.0,0,2.16,3.49,2.07,3.59,0.438,109.9,0,0.0714,2,0.69,0.5,22.51,13.44,162112005.4,3.73,0.0,5.16,4.53,196499.4,2.87,4.36,4.65,6.26,2.39,4.47,3.41,48.76,0,0,21.1,0.122,40.0,0,1,1,1.2,24,131,3.2,2.8,0.0,7.06
FIRM_277,GrainMilling_FIRM_277,Grain Milling,Lagos Island,2010,14,Large,1823,54804503.15,Family Business,1,Greenfield,India,15.09,5,3.83,3.05,3.75,4.18,0.773,133.7,1,0.1026,1,2.9,1.35,15.98,16.26,49599545.58,11.78,0.426,14.7,10.0,27207.65,6.61,1.32,2.57,5.4,3.01,7.0,3.85,55.02,0,0,9.9,0.589,41.0,1,1,1,1.2,24,131,3.2,2.8,3.85,14.45
FIRM_278,Sugar&Confectionery_FIRM_278,Sugar & Confectionery,Lagos Island,2010,14,Large,1675,76582870.61,Public Listed,0,None,None,0.0,0,3.33,4.08,2.65,3.52,0.323,168.4,0,0.1154,5,1.62,0.29,20.13,17.8,111129314.91,8.28,0.0,10.57,6.35,66345.86,3.63,5.27,1.6,5.51,3.0,3.09,3.18,45.4,0,0,20.6,0.14,40.1,0,1,0,1.2,24,131,3.2,2.8,0.0,8.42
FIRM_279,Fruits&VegetablesProcessing_FIRM_279,Fruits & Vegetables Processing,Apapa,2013,11,Large,609,93295445.78,Family Business,1,M&A,Netherlands,46.86,11,3.93,3.82,3.69,3.31,0.576,62.2,0,0.0714,2,0.53,1.25,15.1,14.33,245577631.21,-1.39,0.16,4.21,9.08,403247.34,6.5,5.29,3.61,4.93,3.49,3.07,4.17,59.59,0,0,23.2,0.034,49.9,1,0,0,1.2,24,131,3.2,2.8,4.17,15.4
FIRM_280,GrainMilling_FIRM_280,Grain Milling,Apapa,1996,28,Large,1816,21294655.91,Family Business,1,M&A,South Africa,25.91,9,3.12,4.71,3.16,4.59,0.371,109.5,1,0.0425,2,3.24,0.32,20.54,12.29,111486945.92,17.62,0.315,6.47,7.53,61391.49,2.86,4.99,3.75,6.96,2.46,2.07,2.86,40.89,0,0,10.1,0.58,35.1,1,1,1,1.2,24,131,3.2,2.8,2.86,9.05
FIRM_281,AnimalFeeds_FIRM_281,Animal Feeds,Lagos Island,1988,36,Large,257,85675818.75,Public Listed,0,None,None,0.0,0,3.3,3.53,2.88,3.99,0.774,121.7,0,0.0656,3,1.44,0.23,17.72,14.87,198529358.24,12.31,0.0,7.93,9.06,772487.78,4.31,4.57,2.66,5.37,4.22,3.81,3.7,52.87,0,0,8.7,0.639,54.6,0,1,0,1.2,24,131,3.2,2.8,0.0,10.66
FIRM_282,GrainMilling_FIRM_282,Grain Milling,Ikorodu,1991,33,Large,442,49264675.34,Local,0,None,None,0.0,0,3.41,3.62,3.25,3.08,0.328,185.6,0,0.0689,4,1.28,0.39,18.7,11.82,72148486.06,13.88,0.153,7.61,5.63,163231.87,5.19,4.95,4.85,5.24,3.84,2.78,4.06,58.03,0,0,12.0,0.498,23.6,1,1,1,1.2,24,131,3.2,2.8,0.0,13.22
FIRM_283,Beverages_FIRM_283,Beverages,Epe,1987,37,Large,374,82244979.48,Foreign-Owned,0,None,None,0.0,0,2.4,2.84,1.36,3.45,0.826,193.1,0,0.0954,2,1.72,0.76,17.09,11.29,210114762.97,4.02,0.0,9.46,4.31,561804.18,6.18,3.98,4.53,7.0,2.6,3.88,3.69,52.78,0,0,19.2,0.2,49.9,0,0,1,1.2,24,131,3.2,2.8,0.0,5.04
FIRM_284,Sugar&Confectionery_FIRM_284,Sugar & Confectionery,Ikorodu,1993,31,Large,1681,77829153.19,Local,0,None,None,0.0,0,2.84,3.28,2.64,1.9,0.609,131.9,1,0.0036,5,1.77,0.51,16.92,10.28,189967060.24,-0.6,0.235,14.27,8.55,113008.36,5.96,5.67,3.23,6.22,4.84,3.7,4.2,59.97,0,0,23.0,0.04,24.2,1,1,0,1.2,24,131,3.2,2.8,0.0,11.09
FIRM_285,OtherFoodProducts_FIRM_285,Other Food Products,Epe,2018,6,Large,259,79679561.43,Foreign-Owned,0,None,None,0.0,0,3.41,2.84,1.32,2.75,0.754,172.3,1,0.0731,4,1.8,0.68,9.81,13.56,156357109.64,9.76,0.07,13.58,5.32,603695.4,3.8,5.17,1.0,3.65,5.87,2.49,3.78,54.01,0,0,17.5,0.271,23.6,1,1,1,1.2,24,131,3.2,2.8,0.0,4.99
FIRM_286,AnimalFeeds_FIRM_286,Animal Feeds,Apapa,2015,9,Large,1607,73761263.78,Family Business,0,None,None,0.0,0,3.32,2.22,3.61,2.32,0.525,184.6,0,0.0893,4,1.55,0.25,12.25,7.49,124454583.18,17.97,0.12,11.22,5.56,77445.29,7.0,4.14,4.03,5.91,1.41,3.51,3.7,52.81,1,0,24.0,0.001,12.5,1,1,0,1.2,24,131,3.2,2.8,0.0,13.34
FIRM_287,Fruits&VegetablesProcessing_FIRM_287,Fruits & Vegetables Processing,Ikorodu,2007,17,Large,614,28630610.3,Foreign-Owned,1,M&A,South Africa,46.33,14,3.37,3.85,4.69,3.58,0.791,88.6,1,0.0843,3,0.53,1.63,12.87,12.67,189767524.18,-4.24,0.282,0.95,10.0,309067.63,1.4,6.57,3.96,5.1,2.98,1.89,3.28,46.9,0,0,13.1,0.455,57.8,1,1,0,1.2,24,131,3.2,2.8,3.28,15.4
FIRM_288,FishProcessing_FIRM_288,Fish Processing,Badagry,2007,17,Large,1988,73197445.86,Public Listed,0,None,None,0.0,0,3.6,3.37,2.71,2.96,0.777,62.2,0,0.0363,4,1.51,0.7,15.07,7.19,77679987.16,18.43,0.114,9.73,6.89,39074.44,5.22,4.88,1.42,6.02,3.26,5.28,3.67,52.47,1,0,20.2,0.156,6.0,1,1,0,1.2,24,131,3.2,2.8,0.0,9.95
FIRM_289,BakeryProducts_FIRM_289,Bakery Products,Epe,1998,26,Large,950,88573450.64,Joint Venture,1,M&A,China,62.29,2,4.86,3.65,2.5,4.4,0.538,148.8,1,0.0013,1,3.0,0.84,10.74,10.88,42981471.88,23.02,0.049,4.79,9.35,45243.65,4.04,2.55,4.77,5.7,4.46,2.99,3.52,50.23,0,0,21.8,0.093,2.8,0,1,0,1.2,24,131,3.2,2.8,3.52,8.79
FIRM_290,Beverages_FIRM_290,Beverages,Badagry,2021,3,Large,1516,47045957.22,Joint Venture,0,None,None,0.0,0,3.22,3.64,2.03,2.87,0.502,98.0,1,0.0708,3,1.71,1.06,18.39,10.17,177234831.85,7.32,0.0,5.77,5.97,116909.52,3.81,5.22,5.14,5.61,3.68,4.28,4.09,58.37,0,0,14.9,0.381,46.0,1,1,0,1.2,24,131,3.2,2.8,0.0,8.28
