firm_code,firm_size,survey_date,industrial_zone,response_time_minutes,years_operation,employees_category,revenue_category,ownership_type,has_fdi,fdi_equity,fdi_joint_venture,fdi_tech_transfer,fdi_mgmt_contract,years_fdi_partnership,ka_technical_manuals,ka_staff_training,ka_tech_adaptation,ka_knowledge_commercialization,ka_average,tp_production_efficiency,tp_quality_control,tp_order_fulfillment,tp_employee_productivity,tp_average,rd_spending_percent,new_products_3years,process_inn_iot,process_inn_automation,process_inn_quality,process_inn_other,innovation_score,hr_skilled_workforce_percent,hr_training_hours,tech_modern_equipment,tech_machinery_age,fin_access_credit,fin_reinvestment_rate,firm_resources_score,gp_tax_incentives,gp_regulatory_stability,gp_infrastructure_support,gp_ease_permits,gp_average,perf_roi,perf_roa,perf_export_intensity,perf_capacity_utilization,perf_market_share,performance_composite
LRG054,Large,2025-06-09,Lagos Island,22.02420027823341,18.0,3.0,3.0,1.0,1,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,3.0,2.75,4.0,4.0,3.0,4.0,3.75,0.8,3.0,0.0,0.0,1.0,1.0,1.2166666666666666,100.0,69.0,1.0,12.0,1.0,5.7,1.7554868593880826,7.0,5.0,4.0,6.0,5.5,19.8,14.6,44.7,95.0,49.3,57.4
LRG055,Large,2025-08-12,Oshodi,27.006424243902117,21.0,4.0,3.0,2.0,1,1.0,1.0,1.0,0.0,2.0,3.0,4.0,3.0,4.0,3.5,2.0,4.0,4.0,4.0,3.5,1.9,6.0,1.0,1.0,1.0,1.0,2.4833333333333334,71.0,88.0,1.0,7.0,2.0,57.4,2.2470482011912867,4.0,6.0,3.0,6.0,4.75,24.9,17.7,43.5,95.0,21.6,56.3
LRG056,Large,2025-04-29,Ikeja,20.9000983639932,15.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,,2.5,3.0,3.0,3.0,3.0,3.0,0.2,6.0,1.0,0.0,1.0,0.0,1.366666666666667,80.6,38.0,1.0,2.0,2.0,27.8,2.385024167761236,4.0,3.0,3.0,3.0,3.25,9.4,4.6,,95.0,12.2,29.2
LRG057,Large,2025-09-16,Lagos Island,18.000348838147012,26.0,4.0,4.0,3.0,1,1.0,1.0,0.0,0.0,2.0,5.0,3.0,3.0,3.0,3.5,3.0,4.0,4.0,5.0,4.0,2.8,5.0,0.0,0.0,1.0,0.0,1.3,100.0,103.0,1.0,6.0,1.0,46.3,2.711616927830134,7.0,5.0,4.0,4.0,5.0,27.3,17.7,16.2,95.0,22.4,52.1
LRG058,Large,2025-08-18,Oshodi,27.450837475617604,21.0,3.0,4.0,3.0,1,1.0,0.0,1.0,1.0,5.0,3.0,2.0,4.0,5.0,3.5,3.0,4.0,4.0,4.0,3.75,3.0,3.0,1.0,0.0,1.0,0.0,1.5833333333333333,100.0,59.0,1.0,9.0,1.0,45.1,2.3098885840631005,6.0,6.0,4.0,4.0,5.0,18.4,12.5,10.7,95.0,29.7,44.6
LRG059,Large,2025-04-18,Victoria Island,23.64261946050716,12.0,4.0,4.0,3.0,1,0.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,5.0,3.75,4.0,3.0,3.0,4.0,3.5,2.1,5.0,1.0,0.0,1.0,1.0,2.0166666666666666,99.4,52.0,1.0,4.0,1.0,18.0,2.4600470611690626,3.0,5.0,5.0,4.0,4.25,19.6,16.4,35.1,95.0,53.7,57.5
LRG060,Large,2025-10-01,Mushin,24.718416754274134,25.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.25,4.0,3.0,3.0,3.0,3.25,0.3,4.0,0.0,0.0,1.0,0.0,0.8,67.1,28.0,0.0,9.0,2.0,25.4,1.315555622673478,6.0,7.0,4.0,4.0,5.25,17.7,11.9,0.0,95.0,6.7,37.1
LRG061,Large,2025-09-12,Victoria Island,18.38171816116564,22.0,4.0,4.0,3.0,1,1.0,0.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,3.25,5.0,5.0,4.0,5.0,4.75,2.2,4.0,1.0,1.0,1.0,0.0,1.9499999999999997,54.1,41.0,1.0,4.0,2.0,22.1,1.941834801445962,6.0,4.0,4.0,4.0,4.5,24.8,19.6,14.7,95.0,21.9,51.8
LRG062,Large,2025-09-09,Victoria Island,18.958287601021087,24.0,3.0,3.0,3.0,1,0.0,0.0,1.0,0.0,5.0,3.0,4.0,,5.0,3.75,2.0,5.0,4.0,4.0,3.75,1.2,5.0,0.0,0.0,1.0,0.0,1.0333333333333332,77.5,54.0,1.0,9.0,1.0,62.7,2.2793799052111643,7.0,3.0,6.0,,5.0,16.7,17.3,25.9,95.0,18.9,47.8
LRG063,Large,2025-04-26,Ikorodu,24.563107961048264,14.0,4.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,2.5,4.0,4.0,4.0,3.0,3.75,0.8,4.0,0.0,0.0,0.0,0.0,0.4666666666666667,52.2,30.0,1.0,7.0,3.0,48.9,1.7290209957251061,3.0,4.0,5.0,5.0,4.25,19.8,13.9,0.0,95.0,11.9,40.5
LRG064,Large,2025-06-22,Lagos Island,25.088700771468254,16.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,3.25,4.0,4.0,3.0,4.0,3.75,0.7,6.0,0.0,0.0,1.0,0.0,1.0333333333333332,79.1,42.0,1.0,6.0,2.0,13.3,1.9160398428482084,5.0,6.0,3.0,3.0,4.25,17.5,17.2,0.0,95.0,5.8,40.3
LRG065,Large,2025-05-26,Victoria Island,20.516506078555068,24.0,3.0,4.0,3.0,1,0.0,0.0,1.0,0.0,1.0,4.0,3.0,,4.0,3.75,4.0,4.0,4.0,4.0,4.0,2.1,5.0,0.0,1.0,1.0,1.0,2.0166666666666666,100.0,91.0,1.0,4.0,1.0,26.4,2.663918373834259,2.0,7.0,4.0,6.0,4.75,20.2,15.1,19.4,95.0,40.2,51.1
LRG066,Large,2025-09-03,Victoria Island,22.226165407703046,21.0,4.0,3.0,2.0,1,1.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,5.0,3.25,4.0,5.0,4.0,4.0,4.25,4.1,5.0,1.0,1.0,1.0,0.0,2.3499999999999996,84.9,,1.0,7.0,2.0,12.5,2.0717322693643285,3.0,7.0,5.0,6.0,5.25,20.0,14.0,45.9,95.0,11.7,49.8
LRG067,Large,2025-06-20,Agege,24.593754375255312,31.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,2.5,3.0,4.0,2.0,3.0,3.0,1.8,3.0,0.0,0.0,1.0,0.0,0.9666666666666667,66.2,56.0,1.0,,3.0,13.5,1.5996539951785342,4.0,4.0,3.0,3.0,3.5,18.0,9.7,0.0,92.6,20.2,38.0
LRG068,Large,2025-08-11,Agege,28.592451163163744,28.0,3.0,4.0,3.0,1,0.0,1.0,1.0,0.0,3.0,4.0,5.0,5.0,4.0,4.5,5.0,3.0,,4.0,3.75,1.7,4.0,1.0,0.0,1.0,0.0,1.45,100.0,76.0,1.0,3.0,2.0,52.5,2.735729761622371,4.0,4.0,6.0,5.0,4.75,26.3,21.5,55.9,95.0,23.0,62.2
LRG069,Large,2025-06-02,Victoria Island,20.390328148566415,20.0,4.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.75,3.0,3.0,3.0,3.0,3.0,0.4,4.0,1.0,1.0,0.0,,1.6500000000000001,76.9,29.0,0.0,19.0,2.0,12.8,0.40174446315601564,4.0,1.0,4.0,4.0,3.25,13.3,8.1,0.0,89.0,21.8,34.2
LRG070,Large,2025-05-06,Mushin,21.681373924843,,3.0,4.0,2.0,1,1.0,0.0,1.0,0.0,3.0,4.0,4.0,3.0,4.0,3.75,5.0,4.0,4.0,4.0,4.25,,4.0,1.0,1.0,0.0,0.0,1.366666666666667,64.7,71.0,1.0,9.0,2.0,54.9,1.981176792440478,3.0,5.0,5.0,5.0,4.5,29.2,19.7,21.9,95.0,11.8,53.5
LRG071,Large,2025-08-04,Victoria Island,24.542247139450296,16.0,3.0,3.0,2.0,1,1.0,0.0,1.0,0.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,1.8,2.0,1.0,,1.0,1.0,1.7166666666666666,78.5,66.0,1.0,12.0,2.0,60.4,1.8879398185433776,3.0,5.0,4.0,3.0,3.75,22.4,16.1,64.1,95.0,28.5,59.4
LRG072,Large,2025-09-24,Agege,16.972132087402457,20.0,,4.0,3.0,1,1.0,0.0,1.0,0.0,1.0,4.0,4.0,3.0,3.0,3.5,5.0,5.0,4.0,4.0,4.5,2.3,4.0,0.0,1.0,1.0,0.0,1.55,85.7,51.0,1.0,,2.0,16.5,2.1930237215300115,5.0,5.0,5.0,6.0,5.25,26.6,20.6,26.9,95.0,33.2,58.0
LRG073,Large,2025-08-14,Agege,22.05792258767839,12.0,4.0,4.0,3.0,1,0.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,3.25,4.0,3.0,4.0,3.0,3.5,1.1,5.0,0.0,0.0,1.0,0.0,1.0166666666666666,88.6,41.0,1.0,6.0,1.0,22.7,2.242025459558084,4.0,4.0,7.0,7.0,5.5,30.3,20.8,27.8,95.0,32.0,59.9
LRG074,Large,2025-07-20,Ikorodu,25.696851488532495,24.0,4.0,3.0,2.0,1,1.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,5.0,4.25,4.0,3.0,4.0,4.0,3.75,0.9,1.0,1.0,1.0,1.0,0.0,1.4833333333333334,100.0,46.0,0.0,18.0,2.0,34.6,0.9140729677516193,2.0,4.0,1.0,5.0,3.0,25.4,15.2,8.9,95.0,28.7,49.3
LRG075,Large,2025-05-28,Apapa,20.100893798314956,27.0,3.0,3.0,3.0,1,1.0,0.0,1.0,0.0,2.0,4.0,4.0,4.0,5.0,4.25,5.0,5.0,3.0,4.0,4.25,1.2,5.0,1.0,1.0,1.0,1.0,2.2833333333333337,92.7,61.0,1.0,5.0,2.0,49.5,2.4813314520581087,4.0,,6.0,5.0,4.75,22.5,12.5,8.0,95.0,28.7,45.9
LRG076,Large,2025-09-08,Oshodi,23.303620291762872,11.0,4.0,4.0,2.0,1,0.0,1.0,0.0,1.0,1.0,3.0,4.0,3.0,3.0,3.25,5.0,4.0,4.0,2.0,3.75,,6.0,1.0,1.0,1.0,1.0,2.6666666666666665,93.1,64.0,1.0,10.0,2.0,51.5,2.051245336315079,6.0,4.0,3.0,4.0,4.25,16.7,10.7,17.4,95.0,46.4,47.2
LRG077,Large,2025-08-15,Lagos Island,21.391228130397316,18.0,3.0,4.0,1.0,1,1.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,5.0,3.75,4.0,,4.0,4.0,4.0,0.8,4.0,1.0,1.0,1.0,0.0,1.7166666666666666,93.7,49.0,1.0,7.0,1.0,14.6,2.154608573450389,5.0,4.0,4.0,5.0,4.5,27.5,19.7,12.7,95.0,1.4,48.7
LRG078,Large,2025-04-19,Oshodi,23.13209309840574,17.0,3.0,4.0,2.0,1,1.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,3.75,5.0,4.0,5.0,5.0,4.75,3.7,8.0,1.0,1.0,1.0,1.0,2.9499999999999997,76.9,64.0,1.0,6.0,1.0,22.5,2.1743664150958977,6.0,4.0,4.0,5.0,4.75,20.0,13.1,27.6,95.0,17.7,46.8
LRG079,Large,2025-04-16,Mushin,25.14427818654453,23.0,4.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.5,0.5,4.0,0.0,1.0,1.0,0.0,1.25,52.6,57.0,0.0,13.0,1.0,28.3,1.1353255152036155,1.0,6.0,3.0,6.0,4.0,11.9,6.1,0.0,78.7,20.6,29.9
LRG080,Large,2025-09-27,Lagos Island,23.642608657845983,19.0,3.0,4.0,2.0,1,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,3.5,4.0,5.0,3.0,4.0,4.0,3.7,5.0,1.0,0.0,1.0,0.0,1.8666666666666667,90.3,61.0,1.0,4.0,1.0,32.8,2.6021995992820854,7.0,5.0,5.0,4.0,5.25,23.7,13.0,28.3,95.0,44.2,54.0
LRG081,Large,2025-07-01,Ikorodu,18.968228190524215,15.0,3.0,4.0,2.0,1,1.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,3.0,3.75,4.0,5.0,3.0,3.0,3.75,0.8,4.0,1.0,1.0,0.0,0.0,1.3,79.9,140.0,1.0,4.0,1.0,59.3,2.950556632066906,2.0,6.0,5.0,4.0,4.25,22.0,14.8,10.8,95.0,27.3,47.5
LRG082,Large,2025-05-28,Victoria Island,25.35289732481187,,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.75,0.1,2.0,1.0,0.0,0.0,0.0,0.6,70.8,56.0,1.0,5.0,3.0,19.7,1.8229264494565147,2.0,4.0,3.0,5.0,3.5,19.1,12.6,0.0,95.0,2.0,37.4
LRG083,Large,2025-06-29,Ikeja,20.485853614494545,23.0,3.0,4.0,1.0,0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,4.0,2.5,2.0,3.0,3.0,3.0,2.75,0.4,1.0,0.0,1.0,1.0,1.0,1.4,70.2,51.0,1.0,3.0,2.0,6.0,2.0479995654049383,5.0,,4.0,3.0,4.25,13.2,10.0,0.0,95.0,27.4,37.8
LRG084,Large,2025-08-22,Lagos Island,24.903436632413605,13.0,3.0,3.0,2.0,1,1.0,0.0,1.0,0.0,1.0,4.0,4.0,2.0,4.0,3.5,5.0,5.0,3.0,4.0,4.25,2.4,4.0,0.0,0.0,1.0,0.0,1.15,92.8,42.0,0.0,29.0,3.0,28.2,-0.2654723255986939,5.0,4.0,7.0,5.0,5.25,27.8,18.3,46.1,95.0,24.0,59.1
LRG085,Large,2025-07-06,Ikeja,25.43464487109442,12.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.25,0.8,2.0,1.0,0.0,0.0,0.0,0.7166666666666667,50.9,50.0,1.0,5.0,2.0,29.6,1.946150538619662,4.0,4.0,6.0,5.0,4.75,14.3,11.2,0.0,95.0,3.2,34.3
LRG086,Large,2025-05-19,Lagos Island,23.02353888701007,24.0,4.0,4.0,2.0,1,1.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,3.0,3.75,3.0,5.0,4.0,5.0,4.25,1.4,7.0,1.0,1.0,1.0,1.0,2.4833333333333334,81.8,49.0,1.0,10.0,2.0,36.1,1.8484009009301576,,5.0,4.0,5.0,4.75,28.1,20.4,32.0,95.0,39.4,60.9
LRG087,Large,2025-06-13,Ikeja,24.212584190399614,20.0,4.0,4.0,3.0,1,0.0,1.0,1.0,0.0,2.0,3.0,5.0,3.0,2.0,3.25,3.0,3.0,3.0,3.0,3.0,1.9,2.0,1.0,0.0,0.0,0.0,0.9000000000000001,69.8,45.0,1.0,7.0,1.0,10.0,1.876870479997491,5.0,5.0,5.0,5.0,5.0,12.8,11.5,46.3,95.0,45.8,51.5
LRG088,Large,2025-07-15,Agege,14.148660647706368,22.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,2.75,3.0,3.0,4.0,4.0,3.5,0.8,3.0,,1.0,0.0,0.0,0.8,66.6,64.0,1.0,7.0,1.0,15.1,1.9400659983776656,4.0,4.0,5.0,6.0,,12.3,10.2,0.0,95.0,11.7,34.3
LRG089,Large,2025-07-06,Lagos Island,20.033372392567177,22.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,,3.5,3.0,5.0,4.0,4.0,4.0,2.4,2.0,1.0,1.0,1.0,1.0,2.233333333333333,72.1,32.0,0.0,21.0,2.0,46.5,0.5509981929331785,4.0,2.0,5.0,5.0,4.0,14.2,11.4,0.0,95.0,6.1,34.9
LRG090,Large,2025-05-29,Mushin,21.066162148361393,14.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.75,0.1,3.0,0.0,0.0,1.0,0.0,0.6833333333333335,73.9,43.0,1.0,7.0,2.0,31.0,1.9353651428216914,3.0,5.0,5.0,4.0,4.25,11.6,8.0,0.0,89.1,12.2,31.4
LRG091,Large,2025-06-11,Mushin,21.495581061852498,19.0,3.0,3.0,2.0,1,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.5,4.8,6.0,1.0,1.0,0.0,0.0,2.1333333333333333,85.0,81.0,1.0,3.0,2.0,5.7,2.3119250905562834,4.0,3.0,7.0,6.0,5.0,30.4,21.0,16.0,95.0,15.0,54.3
LRG092,Large,2025-08-05,Lagos Island,20.234915307079664,12.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.25,4.0,4.0,3.0,4.0,3.75,0.6,6.0,0.0,0.0,1.0,0.0,1.0166666666666666,76.3,82.0,1.0,6.0,2.0,3.3,1.969586419673205,3.0,4.0,,4.0,4.25,19.0,15.6,0.0,92.0,20.2,42.3
LRG093,Large,2025-06-11,Ikeja,23.698172376496203,16.0,4.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.25,2.0,2.0,4.0,4.0,3.0,0.1,4.0,0.0,1.0,0.0,0.0,0.7666666666666667,79.2,,1.0,6.0,3.0,14.8,1.739791256773179,3.0,4.0,5.0,5.0,4.25,15.1,8.6,0.0,95.0,39.7,40.2
LRG094,Large,2025-07-06,Ikorodu,20.018855888393382,17.0,4.0,4.0,,1,0.0,1.0,1.0,0.0,5.0,4.0,4.0,2.0,5.0,3.75,4.0,3.0,4.0,,4.0,6.0,4.0,1.0,0.0,1.0,0.0,2.166666666666667,82.8,104.0,1.0,2.0,3.0,42.6,2.537394178052485,4.0,4.0,3.0,4.0,3.75,18.5,14.1,27.3,95.0,47.8,52.6
LRG095,Large,2025-04-25,Lagos Island,16.048713371640865,15.0,3.0,3.0,3.0,1,0.0,1.0,1.0,1.0,10.0,4.0,4.0,5.0,5.0,4.5,4.0,4.0,5.0,3.0,4.0,1.5,6.0,1.0,0.0,1.0,1.0,1.9999999999999998,75.0,46.0,1.0,5.0,2.0,16.3,1.9853820336675156,4.0,5.0,5.0,5.0,4.75,26.8,17.0,35.9,95.0,11.2,53.2
LRG096,Large,2025-09-01,Victoria Island,22.466738407691917,13.0,3.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.25,4.0,2.0,4.0,4.0,3.5,0.4,3.0,1.0,0.0,0.0,1.0,1.15,82.3,42.0,1.0,11.0,1.0,10.3,1.6923609672956417,7.0,4.0,4.0,4.0,4.75,24.9,19.6,0.0,95.0,3.2,45.2
LRG097,Large,2025-09-11,Ikeja,18.7724022235331,28.0,4.0,4.0,3.0,1,1.0,1.0,1.0,0.0,,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,2.5,3.0,0.0,1.0,0.0,0.0,1.0833333333333335,100.0,28.0,1.0,12.0,1.0,13.1,1.7303122601177818,4.0,5.0,3.0,3.0,3.75,26.5,18.3,17.6,95.0,19.7,51.9
LRG098,Large,2025-07-05,Ikeja,22.54333686666829,18.0,4.0,3.0,2.0,1,0.0,,1.0,0.0,4.0,4.0,3.0,4.0,3.0,3.5,3.0,4.0,4.0,4.0,3.75,1.0,1.0,0.0,0.0,1.0,1.0,1.0833333333333335,100.0,92.0,1.0,9.0,1.0,33.2,2.3359436097871393,4.0,4.0,6.0,5.0,4.75,23.8,14.8,32.7,95.0,28.2,52.9
LRG099,Large,2025-09-22,Lagos Island,27.176558213693497,24.0,4.0,4.0,2.0,1,1.0,0.0,1.0,0.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.4,8.0,1.0,1.0,1.0,1.0,2.5666666666666664,92.0,64.0,1.0,10.0,2.0,36.7,1.9292918756929565,4.0,2.0,5.0,3.0,3.5,17.5,13.4,45.0,95.0,18.7,49.4
LRG100,Large,2025-09-09,Victoria Island,18.298546594677916,22.0,4.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.75,3.0,4.0,4.0,2.0,3.25,0.4,4.0,0.0,1.0,1.0,0.0,1.2333333333333334,87.5,45.0,1.0,16.0,3.0,10.5,1.0074566830490177,3.0,2.0,4.0,6.0,3.75,15.3,10.1,0.0,95.0,17.4,36.8
