firm_id,survey_date,subsector,ownership_type,firm_age,num_employees,firm_size,total_assets_mn,export_intensity,knowledge_acquisition,knowledge_assimilation,knowledge_transformation,knowledge_exploitation,knowledge_absorption_avg,task_quality,task_efficiency,task_innovation,task_performance_avg,product_innovation,process_innovation,marketing_innovation,organizational_innovation,innovation_avg,fdi_ownership_pct,roi_pct,roa_pct,revenue_growth_pct,market_share_pct,operational_efficiency,productivity_index,skilled_labor_ratio,training_hours_per_emp,management_quality,iot_adoption,rd_spend_pct,tech_sophistication,erp_adoption,liquidity_ratio,access_to_credit,investment_capacity_mn,tax_incentives_eff,regulatory_stability,infrastructure_support,trade_facilitation,investment_protection,bureaucratic_burden,corruption_experience,policy_consistency,govt_support_utilized,policy_effectiveness_index,fdi_composite,performance_composite,fdi_x_policy,performance_adjusted,fdi_x_policy_x_size
FIRM_0222,2024-09-05,Fish Processing,Fully Nigerian,26.0,29,Small,215.17,16.9,4.0,3.0,3.0,1.0,2.75,3.0,4.0,3.0,3.33,3.0,2.0,3.0,3.0,2.75,0.0,38.02,26.54,43.22,3.25,3.0,150.0,21.2,44.8,4.0,1,2.63,2.0,1,0.76,2.0,63.73,5.0,5.0,5.0,5.0,6.0,2.0,3.0,5.0,0,5.25,0.385,0.8114,2.02125,0.8030513794737734,0.6670125000000001
FIRM_0223,2024-09-03,Dairy Processing,Fully Nigerian,13.0,33,Small,261.25,12.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.67,4.0,3.0,5.0,4.0,4.0,0.0,46.73,25.56,39.7,0.91,4.0,150.0,37.6,66.6,4.0,1,5.11,4.0,0,0.5,2.0,42.0,5.0,6.0,7.0,6.0,,3.0,2.0,7.0,1,6.0,0.49,0.880725,2.94,0.9407438713970225,0.9702000000000001
FIRM_0224,2024-04-19,Beverages,Joint Venture,7.0,81,Medium,627.69,42.8,4.0,4.0,3.0,4.0,3.75,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,42.9,42.14,26.19,51.75,16.56,4.0,150.0,62.6,62.9,4.0,1,4.07,4.0,0,0.79,3.0,73.73,6.0,5.0,6.0,6.0,6.0,2.0,3.0,5.0,0,5.62,0.6711999999999999,0.870825,3.7721439999999995,1.0162207205842815,2.5273364799999998
FIRM_0225,2024-07-24,Grain Milling,Joint Venture,21.0,45,Small,177.22,28.1,3.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,51.0,40.16,26.23,57.81,1.15,4.0,150.0,59.1,64.5,4.0,1,3.49,5.0,0,1.7,4.0,74.56,6.0,6.0,4.0,5.0,5.0,3.0,3.0,5.0,1,5.12,0.643,0.8659749999999999,3.29216,0.9606080479412457,1.0864128
FIRM_0226,2024-01-31,Grain Milling,Foreign Subsidiary,17.0,86,Medium,683.3,3.8,4.0,5.0,5.0,4.0,4.5,5.0,4.0,5.0,4.67,4.0,5.0,3.0,4.0,4.0,91.4,44.85,35.02,55.68,12.06,5.0,150.0,44.0,67.6,5.0,1,3.58,4.0,1,1.33,2.0,35.24,4.0,5.0,6.0,5.0,6.0,3.0,3.0,6.0,1,5.25,0.8692,0.949675,4.5633,1.151379267265689,3.057411
FIRM_0227,2024-03-25,Other Food,Fully Nigerian,25.0,117,Medium,609.75,57.6,2.0,3.0,3.0,3.0,2.75,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,0.0,36.12,22.84,32.75,6.16,4.0,150.0,38.5,39.0,4.0,0,3.36,3.0,0,1.86,2.0,243.9,6.0,2.0,3.0,5.0,5.0,2.0,4.0,7.0,0,4.75,0.4725,0.8474,2.244375,0.8633638612222673,1.50373125
FIRM_0228,2024-07-13,Beverages,Joint Venture,20.0,234,Medium,1241.46,24.7,4.0,4.0,3.0,3.0,3.5,3.0,3.0,4.0,3.33,3.0,3.0,3.0,4.0,3.25,52.2,42.6,30.36,27.84,8.08,4.0,150.0,39.0,49.2,3.0,1,2.69,4.0,0,0.71,3.0,125.59,4.0,4.0,5.0,7.0,6.0,3.0,3.0,4.0,1,5.0,0.6291,0.8824000000000001,3.1455,0.9944864289891664,2.107485
FIRM_0229,2024-01-02,Confectionery,Fully Nigerian,28.0,60,Medium,403.39,12.7,4.0,3.0,3.0,3.0,3.25,3.0,4.0,4.0,3.67,4.0,3.0,4.0,3.0,3.5,0.0,33.19,23.91,33.14,10.92,4.0,150.0,24.2,53.5,5.0,1,3.13,4.0,1,0.5,5.0,0.0,5.0,7.0,3.0,3.0,5.0,1.0,3.0,6.0,1,5.12,0.4724999999999999,0.84275,2.4191999999999996,0.8291006535300378,1.6208639999999999
FIRM_0230,2024-07-18,Fruits & Vegetables,Fully Nigerian,8.0,277,Large,2117.12,7.7,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.33,4.0,5.0,4.0,3.0,4.0,0.0,39.67,31.66,29.57,21.08,4.0,150.0,25.4,43.7,3.0,1,3.51,4.0,1,0.69,4.0,249.1,3.0,6.0,4.0,4.0,6.0,4.0,2.0,5.0,1,4.75,0.49,0.878325,2.3275,0.8558854282537007,
FIRM_0231,2024-05-15,Bakery Products,Fully Nigerian,35.0,15,Small,102.67,13.2,3.0,4.0,3.0,4.0,3.5,3.0,3.0,4.0,3.33,4.0,4.0,4.0,3.0,3.75,0.0,30.67,25.26,41.29,1.74,4.0,150.0,37.1,,3.0,1,3.37,4.0,0,1.02,2.0,44.28,6.0,1.0,6.0,5.0,5.0,2.0,3.0,5.0,1,4.88,0.5075,0.839825,2.4766,0.8702061627548259,0.8172780000000001
FIRM_0232,2024-08-20,Meat Processing,Foreign Subsidiary,14.0,117,Medium,642.14,51.4,4.0,4.0,3.0,4.0,3.75,3.0,3.0,,3.33,5.0,5.0,3.0,4.0,4.25,99.3,40.43,28.13,30.61,7.41,4.0,150.0,69.4,69.5,3.0,0,4.93,3.0,1,1.92,4.0,136.11,5.0,3.0,6.0,7.0,5.0,2.0,3.0,4.0,1,5.12,0.8579,0.8714,4.392448,1.0913783920679059,2.94294016
FIRM_0233,2024-05-26,Fish Processing,Joint Venture,60.0,24,Small,192.44,44.2,4.0,4.0,2.0,3.0,3.25,3.0,4.0,4.0,3.67,3.0,5.0,4.0,4.0,4.0,43.9,37.29,24.68,35.21,2.05,3.0,150.0,42.2,47.1,4.0,1,3.66,3.0,0,1.51,4.0,46.96,5.0,6.0,5.0,7.0,6.0,1.0,3.0,7.0,1,6.0,0.6392,0.804925,3.8352,0.9621114370510772,1.265616
FIRM_0234,2024-08-04,Meat Processing,Foreign Majority,7.0,15,Small,144.17,34.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.75,,46.86,30.81,48.87,4.69,4.0,150.0,53.2,61.4,3.0,1,3.47,5.0,0,0.5,2.0,12.68,6.0,5.0,5.0,4.0,7.0,1.0,3.0,6.0,1,5.62,0.7827999999999999,0.8941749999999999,4.399336,1.1449507240865642,1.45178088
FIRM_0235,2024-09-06,Grain Milling,Foreign Majority,49.0,134,Medium,844.17,100.0,4.0,3.0,3.0,4.0,3.5,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,51.9,47.32,32.4,44.24,13.99,4.0,150.0,50.2,58.0,4.0,1,3.27,5.0,0,1.0,4.0,125.23,4.0,2.0,4.0,7.0,5.0,4.0,3.0,6.0,1,4.62,0.6806999999999999,0.8993,3.1448339999999995,0.9645727602131606,2.10703878
FIRM_0236,2024-03-20,Bakery Products,Foreign Subsidiary,14.0,128,Medium,419.53,31.2,3.0,3.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.5,93.8,38.66,25.76,33.54,9.08,5.0,150.0,63.8,49.1,4.0,1,5.63,4.0,1,1.69,4.0,187.55,6.0,6.0,5.0,6.0,6.0,3.0,3.0,4.0,1,5.38,0.7714,0.91105,4.150132,1.1021284587000237,2.7805884400000003
FIRM_0237,2024-04-07,Beverages,Foreign Majority,7.0,1368,Large,5254.88,39.1,3.0,4.0,4.0,3.0,3.5,4.0,3.0,4.0,3.67,5.0,3.0,5.0,3.0,4.0,55.2,42.72,31.56,54.73,15.04,4.0,150.0,58.3,69.5,4.0,1,3.94,4.0,1,2.01,4.0,1583.34,6.0,6.0,6.0,7.0,7.0,2.0,2.0,5.0,1,6.12,0.6905999999999999,0.8856999999999999,4.226471999999999,1.050170983377915,4.226471999999999
FIRM_0238,2024-05-31,Dairy Processing,Foreign Subsidiary,8.0,474,Large,2016.94,16.4,4.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,4.25,93.5,50.0,36.26,31.47,35.9,4.0,150.0,45.2,48.8,4.0,1,4.45,5.0,1,1.78,4.0,532.03,6.0,5.0,5.0,5.0,7.0,2.0,3.0,6.0,1,5.62,0.858,0.9156500000000001,4.82196,1.1512037925461098,4.82196
FIRM_0239,2024-04-21,Fruits & Vegetables,Foreign Majority,9.0,43,Small,366.03,37.6,,3.0,4.0,3.0,3.75,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,57.6,48.12,35.46,41.46,1.47,4.0,150.0,47.5,60.1,4.0,1,3.47,5.0,0,0.51,3.0,0.0,6.0,7.0,5.0,5.0,7.0,2.0,3.0,5.0,1,5.75,0.7152999999999999,0.90895,4.112975,1.083827954392935,1.3572817499999998
FIRM_0240,2024-01-30,Grain Milling,Foreign Majority,17.0,1373,Large,5085.74,69.2,4.0,3.0,3.0,4.0,3.5,4.0,3.0,4.0,3.67,3.0,4.0,5.0,4.0,4.0,65.2,48.72,37.88,40.6,14.72,4.0,150.0,38.9,57.5,3.0,1,3.55,4.0,1,0.53,5.0,363.07,6.0,4.0,4.0,7.0,6.0,3.0,3.0,6.0,1,5.38,0.7205999999999999,0.9165,3.8768279999999993,1.1224480751492445,3.8768279999999993
FIRM_0241,2024-02-01,Oil & Fats,Foreign Majority,19.0,963,Large,3204.75,93.4,4.0,4.0,5.0,5.0,4.5,4.0,5.0,5.0,4.67,3.0,5.0,4.0,3.0,3.75,66.9,50.0,40.0,44.2,20.34,4.0,150.0,49.6,64.5,4.0,1,3.37,4.0,1,2.6,5.0,1269.45,6.0,5.0,5.0,7.0,4.0,2.0,3.0,7.0,1,5.62,0.7782,0.925,4.373484,1.1731900203932104,4.373484
FIRM_0242,2024-06-09,Oil & Fats,Fully Nigerian,8.0,155,Medium,1230.03,39.8,3.0,2.0,2.0,3.0,2.5,3.0,4.0,3.0,3.33,2.0,3.0,2.0,3.0,2.5,0.0,37.1,26.34,40.23,14.13,4.0,150.0,27.7,32.0,4.0,1,2.11,3.0,1,0.62,2.0,90.9,6.0,4.0,3.0,6.0,6.0,3.0,3.0,6.0,0,5.12,0.35,0.8586,1.7919999999999998,0.8113091799530298,1.20064
FIRM_0243,2024-01-30,Oil & Fats,Joint Venture,12.0,63,Medium,178.88,5.9,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.67,4.0,3.0,4.0,3.0,3.5,46.0,35.19,27.93,42.91,4.74,5.0,150.0,43.3,58.7,4.0,0,3.38,3.0,1,2.34,2.0,53.39,7.0,3.0,4.0,6.0,6.0,2.0,3.0,5.0,0,5.25,0.593,0.9078,3.11325,0.9365495242185878,2.0858775
FIRM_0244,2024-01-26,Beverages,Foreign Majority,60.0,70,Medium,605.6,15.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,3.67,5.0,4.0,3.0,4.0,4.0,76.0,30.61,20.37,33.88,4.43,4.0,150.0,44.8,57.4,4.0,0,4.37,4.0,1,0.5,3.0,55.33,5.0,5.0,4.0,5.0,7.0,2.0,3.0,4.0,1,5.12,0.718,0.82745,3.67616,0.9703369290329978,2.4630272
FIRM_0245,2024-09-01,Dairy Processing,Fully Nigerian,49.0,54,Medium,381.8,5.9,2.0,3.0,4.0,4.0,3.25,4.0,4.0,3.0,3.67,5.0,3.0,3.0,4.0,3.75,0.0,40.08,31.61,38.49,9.57,3.0,150.0,15.1,45.7,3.0,0,3.09,4.0,1,0.79,4.0,48.43,6.0,6.0,3.0,6.0,5.0,3.0,3.0,5.0,1,5.12,0.48999999999999994,0.829225,2.5088,0.8620356744019783,1.680896
FIRM_0246,2024-09-14,Oil & Fats,Foreign Subsidiary,17.0,822,Large,5772.62,21.1,5.0,3.0,4.0,3.0,3.75,4.0,4.0,5.0,4.33,4.0,4.0,3.0,4.0,3.75,99.2,42.65,33.04,35.39,16.43,4.0,150.0,38.8,,5.0,1,3.05,5.0,1,0.5,4.0,439.69,5.0,5.0,7.0,7.0,7.0,2.0,2.0,5.0,1,6.0,0.8225999999999999,0.8892249999999999,4.935599999999999,1.1260583083011273,4.935599999999999
FIRM_0247,2024-09-28,Beverages,Foreign Majority,13.0,2136,Large,8095.21,27.2,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.67,3.0,4.0,5.0,3.0,3.75,66.2,42.38,32.69,31.73,25.0,4.0,150.0,48.5,53.7,4.0,0,3.67,4.0,1,0.75,3.0,,6.0,6.0,3.0,5.0,6.0,2.0,2.0,5.0,1,5.38,0.6710999999999999,0.887675,3.6105179999999995,1.044361885239779,3.6105179999999995
FIRM_0248,2024-03-21,Other Food,Foreign Majority,13.0,945,Large,2037.69,18.1,4.0,5.0,4.0,4.0,4.25,4.0,5.0,4.0,4.33,5.0,5.0,4.0,4.0,4.5,58.3,46.72,32.99,50.15,23.12,4.0,150.0,43.2,49.7,5.0,1,3.76,4.0,1,0.5,4.0,184.06,6.0,3.0,5.0,5.0,6.0,2.0,2.0,6.0,1,5.38,0.7873999999999999,0.899275,4.236211999999999,1.0730838564888148,4.236211999999999
FIRM_0249,2024-01-30,Other Food,Nigerian Majority JV,20.0,31,Small,240.51,38.0,2.0,4.0,3.0,4.0,3.25,4.0,5.0,5.0,4.67,3.0,4.0,2.0,3.0,3.0,20.6,38.97,25.27,35.4,2.53,5.0,150.0,29.4,44.0,5.0,0,2.89,2.0,0,1.34,3.0,180.39,5.0,6.0,5.0,6.0,5.0,3.0,3.0,6.0,0,5.38,0.49929999999999997,0.9106,2.686234,0.9767309731029697,0.8864572199999999
FIRM_0250,2024-09-17,Confectionery,Joint Venture,5.0,15,Small,122.94,11.6,4.0,3.0,4.0,4.0,3.75,4.0,4.0,5.0,4.33,5.0,3.0,5.0,3.0,4.0,57.1,33.71,19.41,44.88,1.21,5.0,150.0,60.4,68.9,4.0,1,3.79,4.0,0,1.33,3.0,85.99,6.0,5.0,4.0,4.0,6.0,3.0,3.0,5.0,1,5.0,0.7138,0.8828,3.569,1.0213599666005957,1.17777
FIRM_0251,2024-02-11,Beverages,Fully Nigerian,10.0,95,Medium,697.06,34.4,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.67,3.0,3.0,4.0,4.0,3.5,0.0,43.63,30.42,39.85,4.94,4.0,150.0,21.4,53.1,4.0,1,2.99,5.0,0,1.17,3.0,104.22,6.0,4.0,5.0,5.0,5.0,3.0,2.0,6.0,1,5.25,0.45499999999999996,0.8851249999999999,2.38875,0.8592732004860577,1.6004625000000001
FIRM_0252,2024-04-05,Beverages,Nigerian Majority JV,3.0,11,Small,109.06,42.4,3.0,3.0,2.0,3.0,2.75,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.5,32.3,41.42,33.59,38.08,4.14,4.0,150.0,53.9,41.9,3.0,0,3.64,3.0,0,0.5,3.0,68.95,6.0,6.0,4.0,,6.0,3.0,3.0,6.0,1,5.38,0.5344,0.8875250000000001,2.875072,0.9391385457809546,0.94877376
FIRM_0253,2024-02-05,Confectionery,Joint Venture,17.0,77,Medium,526.24,22.3,3.0,4.0,3.0,3.0,3.25,3.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,3.25,49.1,35.43,23.87,41.51,13.87,5.0,150.0,61.0,43.9,5.0,0,3.0,3.0,0,1.87,3.0,94.92,5.0,4.0,5.0,4.0,,1.0,3.0,7.0,1,5.25,0.6023,0.89825,3.1620749999999997,0.9936462085610361,2.11859025
FIRM_0254,2024-02-04,Beverages,Fully Nigerian,20.0,69,Medium,520.13,49.7,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.67,3.0,3.0,4.0,3.0,3.25,,37.7,28.75,36.9,6.32,5.0,150.0,10.5,44.8,4.0,0,3.62,3.0,1,0.89,5.0,41.12,6.0,6.0,4.0,7.0,5.0,5.0,3.0,4.0,1,5.0,0.4375,0.916125,2.1875,0.9172581386601764,1.4656250000000002
FIRM_0255,2024-04-30,Grain Milling,Fully Nigerian,8.0,32,Small,230.38,36.7,2.0,4.0,4.0,3.0,3.25,5.0,4.0,5.0,4.67,4.0,4.0,4.0,4.0,4.0,0.0,30.32,23.76,42.48,1.21,5.0,150.0,30.9,48.1,5.0,1,3.92,4.0,0,1.41,3.0,84.07,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,1,4.75,0.5075,0.8852,2.4106249999999996,0.9290756903804803,0.7955062499999999
FIRM_0256,2024-07-25,Fish Processing,Joint Venture,43.0,9,Micro,114.64,17.7,3.0,3.0,3.0,4.0,3.25,4.0,4.0,3.0,3.67,3.0,4.0,2.0,4.0,3.25,43.0,47.46,32.37,47.41,0.25,4.0,150.0,38.9,44.0,3.0,0,3.61,3.0,0,1.79,1.0,64.57,7.0,6.0,7.0,6.0,7.0,2.0,3.0,4.0,1,6.0,0.584,0.899575,3.5039999999999996,1.0539436796401394,0.0
FIRM_0257,2024-03-02,Oil & Fats,Joint Venture,5.0,144,Medium,1074.76,25.8,4.0,2.0,3.0,4.0,3.25,5.0,4.0,4.0,4.33,3.0,4.0,5.0,4.0,4.0,49.0,42.12,33.43,35.44,10.9,5.0,150.0,15.6,35.1,5.0,1,3.21,5.0,1,0.96,4.0,184.84,5.0,5.0,4.0,6.0,6.0,2.0,3.0,5.0,1,5.25,0.6544999999999999,0.938875,3.436124999999999,1.0568282191491014,2.3022037499999994
FIRM_0258,2024-05-06,Fruits & Vegetables,Foreign Majority,4.0,78,Medium,488.48,28.4,4.0,4.0,3.0,4.0,3.75,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,4.25,61.6,33.12,14.46,46.72,12.55,4.0,150.0,34.0,68.9,5.0,1,3.54,5.0,0,0.5,4.0,7.12,6.0,6.0,5.0,5.0,6.0,2.0,3.0,4.0,1,5.38,0.7447999999999999,0.8189500000000001,4.0070239999999995,0.9933061763993197,2.6847060799999998
FIRM_0259,2024-01-21,Fish Processing,Foreign Subsidiary,15.0,36,Small,125.46,62.3,4.0,5.0,5.0,4.0,4.5,4.0,3.0,5.0,4.0,4.0,4.0,5.0,2.0,3.75,99.4,40.59,24.74,41.5,2.2,4.0,150.0,67.6,74.7,4.0,1,3.05,4.0,0,1.04,4.0,0.0,5.0,7.0,7.0,7.0,6.0,1.0,3.0,5.0,0,6.12,0.8756999999999999,0.863325,5.359284,1.1983941931903224,1.76856372
FIRM_0260,2024-02-11,Dairy Processing,Joint Venture,28.0,5,Micro,60.82,37.4,3.0,5.0,3.0,4.0,3.75,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.75,,42.83,27.23,51.72,1.16,4.0,150.0,67.5,44.8,4.0,0,4.09,5.0,0,0.75,2.0,13.4,6.0,7.0,5.0,5.0,6.0,3.0,2.0,4.0,1,5.5,0.7681,0.8751500000000001,4.22455,1.040522219378253,0.0
FIRM_0261,2024-08-02,Fish Processing,Fully Nigerian,47.0,52,Medium,159.9,31.6,4.0,2.0,4.0,3.0,3.25,3.0,4.0,4.0,3.67,3.0,3.0,3.0,3.0,3.0,0.0,39.57,25.24,47.47,12.16,4.0,150.0,39.0,53.9,4.0,0,3.5,3.0,1,0.5,3.0,0.0,6.0,4.0,5.0,6.0,6.0,2.0,2.0,4.0,0,5.38,0.4375,0.862025,2.35375,0.8553123936778458,1.5770125
FIRM_0262,2024-09-24,Other Food,Fully Nigerian,8.0,383,Large,1735.9,8.4,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.33,3.0,4.0,4.0,3.0,3.5,0.0,50.0,36.01,42.27,36.88,4.0,150.0,33.2,41.0,3.0,1,3.12,4.0,1,2.17,3.0,609.44,5.0,6.0,4.0,5.0,7.0,2.0,3.0,6.0,1,5.5,0.45499999999999996,0.915025,2.5025,0.8942665673312742,2.5025
FIRM_0263,2024-06-10,Dairy Processing,Fully Nigerian,29.0,509,Large,2309.96,17.0,2.0,3.0,3.0,3.0,2.75,3.0,4.0,4.0,3.67,3.0,4.0,3.0,3.0,3.25,0.0,42.56,30.66,27.75,9.63,4.0,150.0,29.8,44.9,4.0,1,3.55,5.0,1,0.69,5.0,225.21,7.0,7.0,6.0,7.0,6.0,1.0,3.0,6.0,1,6.38,0.42,0.88305,2.6795999999999998,0.9071632232686911,2.6795999999999998
FIRM_0264,2024-05-13,Meat Processing,Joint Venture,12.0,33,Small,114.75,14.8,4.0,4.0,2.0,3.0,3.25,4.0,3.0,4.0,3.67,4.0,3.0,2.0,5.0,3.5,41.7,29.43,21.78,56.41,1.5,3.0,150.0,59.3,49.1,4.0,0,3.0,3.0,1,1.28,2.0,6.69,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,0,4.38,0.5976,0.7780250000000001,2.617488,0.8177060024302583,0.8637710399999999
FIRM_0265,2024-04-14,Confectionery,Fully Nigerian,11.0,28,Small,178.24,4.0,3.0,2.0,4.0,4.0,3.25,4.0,3.0,4.0,3.67,5.0,4.0,3.0,4.0,4.0,0.0,44.03,32.61,32.42,1.1,4.0,150.0,51.5,48.2,4.0,1,3.41,,1,1.49,2.0,0.0,6.0,7.0,6.0,6.0,5.0,1.0,3.0,3.0,1,5.62,0.5075,0.8916,2.85215,0.8936333306871366,0.9412095
FIRM_0266,2024-06-09,Bakery Products,Joint Venture,25.0,91,Medium,322.35,10.3,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.33,4.0,4.0,4.0,4.0,4.0,50.3,39.8,25.01,46.88,14.05,4.0,150.0,39.2,70.0,4.0,1,4.33,4.0,0,1.04,3.0,94.05,4.0,5.0,6.0,5.0,5.0,2.0,2.0,5.0,1,5.25,0.6409,0.862025,3.364725,0.9808504911890273,2.2543657500000003
FIRM_0267,2024-05-02,Fruits & Vegetables,Joint Venture,21.0,18,Small,161.69,10.5,2.0,3.0,3.0,2.0,2.5,4.0,3.0,3.0,3.33,3.0,4.0,3.0,4.0,3.5,44.5,38.08,23.0,45.77,4.02,5.0,150.0,23.4,40.6,4.0,0,3.08,4.0,0,0.64,3.0,31.64,5.0,4.0,3.0,6.0,5.0,3.0,3.0,6.0,1,4.88,0.5535,0.9027000000000001,2.7010799999999997,0.9362582700806555,0.8913563999999999
FIRM_0268,2024-05-15,Fruits & Vegetables,Foreign Subsidiary,3.0,213,Medium,1691.93,34.2,2.0,4.0,4.0,4.0,3.5,4.0,4.0,3.0,3.67,5.0,4.0,4.0,4.0,4.25,94.1,41.56,30.28,30.03,10.38,4.0,150.0,37.2,46.9,4.0,1,4.18,5.0,0,0.5,5.0,12.59,7.0,4.0,4.0,7.0,7.0,2.0,3.0,6.0,1,5.75,0.8248,0.8795999999999999,4.7425999999999995,1.1199203550406276,3.177542
FIRM_0269,2024-07-21,Beverages,Fully Nigerian,40.0,190,Medium,522.43,40.4,3.0,3.0,2.0,3.0,2.75,4.0,3.0,3.0,3.33,3.0,3.0,4.0,3.0,3.25,0.0,27.94,17.67,35.55,4.07,3.0,150.0,43.2,39.9,3.0,1,2.74,5.0,1,1.16,4.0,113.15,5.0,3.0,3.0,4.0,6.0,2.0,4.0,4.0,1,4.38,0.42,0.764025,1.8396,0.7017116540805823,1.232532
FIRM_0270,2024-03-08,Beverages,Foreign Subsidiary,37.0,970,Large,7558.21,27.8,4.0,4.0,3.0,4.0,3.75,4.0,5.0,5.0,4.67,5.0,5.0,4.0,5.0,4.75,98.8,50.0,30.29,45.67,17.67,4.0,150.0,59.2,67.9,5.0,1,5.29,5.0,1,0.7,5.0,773.55,6.0,5.0,6.0,6.0,7.0,2.0,3.0,5.0,1,5.75,0.8914,0.900725,5.12555,1.1839898535145068,5.12555
FIRM_0271,2024-06-02,Bakery Products,Fully Nigerian,7.0,48,Small,298.02,23.6,2.0,4.0,4.0,4.0,3.5,4.0,5.0,4.0,4.33,5.0,5.0,3.0,3.0,4.0,0.0,32.3,25.52,47.47,1.91,4.0,,31.8,38.5,5.0,0,3.63,3.0,1,2.56,3.0,153.24,7.0,5.0,3.0,5.0,5.0,2.0,3.0,4.0,1,5.0,0.5249999999999999,0.8445499999999999,2.6249999999999996,0.9226566298106783,0.8662499999999999
FIRM_0272,2024-08-22,Bakery Products,Foreign Subsidiary,17.0,116,Medium,505.35,35.4,3.0,4.0,5.0,5.0,4.25,4.0,4.0,5.0,4.33,3.0,4.0,5.0,4.0,4.0,95.3,33.91,27.92,33.9,10.23,4.0,150.0,40.7,54.9,4.0,0,3.91,5.0,1,0.52,3.0,34.16,5.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,1,5.12,0.8634,0.8545750000000001,4.420608,1.0539937588949366,2.96180736
FIRM_0273,2024-06-10,Confectionery,Fully Nigerian,18.0,20,Small,108.87,25.6,5.0,4.0,3.0,3.0,3.75,4.0,5.0,4.0,4.33,3.0,3.0,4.0,3.0,3.25,0.0,42.54,34.45,42.64,1.9,5.0,150.0,22.5,72.0,4.0,1,2.65,3.0,0,0.5,2.0,0.0,,7.0,6.0,7.0,6.0,1.0,2.0,5.0,1,6.25,0.48999999999999994,0.942475,3.0624999999999996,0.9628403006262369,1.0106249999999999
FIRM_0274,2024-02-07,Oil & Fats,Foreign Majority,15.0,82,Medium,435.55,41.6,,4.0,4.0,3.0,3.75,4.0,3.0,4.0,3.67,5.0,4.0,2.0,4.0,3.75,63.7,39.12,27.95,18.65,3.98,4.0,150.0,46.2,59.9,5.0,1,3.34,3.0,0,0.5,5.0,119.12,6.0,5.0,5.0,5.0,7.0,3.0,2.0,5.0,1,5.5,0.7161,0.867675,3.9385499999999998,1.0619973459397585,2.6388285
FIRM_0275,2024-01-05,Meat Processing,Joint Venture,8.0,42,Small,351.6,49.3,4.0,2.0,3.0,2.0,2.75,4.0,4.0,3.0,3.67,4.0,4.0,4.0,4.0,4.0,44.2,34.9,26.31,47.78,3.45,5.0,150.0,45.3,49.4,4.0,1,4.36,4.0,1,1.78,3.0,172.48,4.0,5.0,6.0,5.0,5.0,2.0,3.0,5.0,1,5.12,0.6051,0.903025,3.098112,1.003803700438422,1.0223769600000001
FIRM_0276,2024-08-22,Meat Processing,Fully Nigerian,7.0,81,Medium,573.39,22.5,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.33,4.0,4.0,5.0,5.0,4.5,0.0,42.95,34.17,40.44,7.61,4.0,150.0,26.0,81.3,4.0,1,4.65,5.0,1,1.52,4.0,121.45,,5.0,2.0,5.0,7.0,1.0,3.0,6.0,1,5.25,0.595,0.8928,3.12375,0.982400322113993,2.0929125
FIRM_0277,2024-02-21,Bakery Products,Fully Nigerian,12.0,149,Medium,377.64,49.8,2.0,3.0,2.0,4.0,2.75,3.0,4.0,3.0,3.33,3.0,4.0,3.0,2.0,3.0,0.0,31.11,19.85,35.98,8.28,4.0,132.2,19.6,50.0,4.0,1,2.42,4.0,0,2.16,4.0,140.99,5.0,3.0,5.0,7.0,5.0,4.0,4.0,4.0,1,4.62,0.40249999999999997,0.7977333333333332,1.8595499999999998,0.7756369693381914,1.2458985
