sample_id,temperature,cooling_rate,porosity,material,tec_mismatch,stress,strain,stress_hotspot_density,crack_risk,delamination_probability,material_E,material_nu,material_alpha,material_density,stress_strain_ratio,thermal_gradient,porosity_stress_factor
107,1426.6653415629146,5.607119091426616,0.12599719718510577,alumina,2.3e-06,2154427.6816673805,5.822777518019947e-06,0.11,7.290084812225867e-05,0.03511686928807857,370000000000.0,0.22,8.1e-06,3950,369993645753.3435,0.5607119091426616,1.2519943943702114
108,1268.6394496474868,3.876563129572641,0.10128921475593887,silica,2.3e-06,16346.95295602921,2.3352789937184585e-07,0.09,2.8083561447380226e-06,0.0009159716333148084,70000000000.0,0.17,5e-07,2200,69970037825.02509,0.3876563129572641,1.2025784295118778
109,1223.0939729486379,2.50859407456526,0.07417793645090767,alumina,2.3e-06,963879.0309579595,2.605078462048539e-06,0.09,2.9915571512634683e-05,0.07750293579583682,370000000000.0,0.22,8.1e-06,3950,369985797518.0822,0.250859407456526,1.1483558729018153
110,1286.9254358741305,3.3659263179039343,0.14061384589989098,titanium,2.3e-06,482449.4388995641,4.385903989996037e-06,0.08,5.619341645558077e-05,0.025454273160935008,110000000000.0,0.34,8.6e-06,4500,109997492022.34538,0.33659263179039345,1.281227691799782
111,1248.3663861762013,1.3217355501927819,0.12630451766087783,titanium,2.3e-06,189448.7621942988,1.7222614744936254e-06,0.08,2.1573202841372847e-05,0.01408060386688036,110000000000.0,0.34,8.6e-06,4500,109993613419.62015,0.1321735550192782,1.2526090353217556
112,1478.909295702772,7.3398125932973795,0.07990412073137428,zirconia,2.3e-06,2233856.0066557243,1.1169280033278622e-05,0.1,0.0001295422303380187,0.03126327506917347,200000000000.0,0.31,1.05e-05,6100,199998209390.32062,0.733981259329738,1.1598082414627486
113,1442.436113869325,5.429049913772754,0.10826226962360355,silica,2.3e-06,22893.58397374053,3.270511996248647e-07,0.11,3.978658099338849e-06,0.00035286140777819066,70000000000.0,0.17,5e-07,2200,69978603165.72879,0.5429049913772754,1.216524539247207
114,1390.0211269531271,1.8481875976407305,0.08937019330515583,zirconia,2.3e-06,562491.877542831,2.812459387714155e-06,0.12,3.315159465999983e-05,0.008992444152157114,200000000000.0,0.31,1.05e-05,6100,199992889039.04135,0.18481875976407305,1.1787403866103117
115,1461.4381770563155,2.545245938156421,0.09231191337435703,titanium,2.3e-06,364818.58446908713,3.3165325860826105e-06,0.1,3.9288435236619905e-05,0.005332040923034168,110000000000.0,0.34,8.6e-06,4500,109996683383.00536,0.25452459381564213,1.1846238267487141
116,1441.1016230697344,1.9228108430137962,0.056336649721245975,silica,2.3e-06,8108.238494636491,1.1583197849480702e-07,0.12,1.288831496927687e-06,0.00010392193454279785,70000000000.0,0.17,5e-07,2200,69939619765.9103,0.19228108430137963,1.112673299442492
117,1255.9710176658107,6.5133352744828885,0.07469184464748553,silica,2.3e-06,27465.871639385678,3.9236959484836683e-07,0.11,4.509832124939889e-06,0.0015926453532290566,70000000000.0,0.17,5e-07,2200,69982164223.44078,0.6513335274482889,1.1493836892949711
118,1467.7676995469933,1.8478932725124442,0.02093700031056419,zirconia,2.3e-06,562402.3003298744,2.812011501649372e-06,0.09,2.929761673016058e-05,0.006212773860132173,200000000000.0,0.31,1.05e-05,6100,199992887906.4759,0.18478932725124442,1.0418740006211284
119,1361.8026725746952,7.788540997316945,0.060028816833042946,zirconia,2.3e-06,2370425.5209225486,1.1852127604612743e-05,0.11,0.00013275065998731044,0.045155087039385894,200000000000.0,0.31,1.05e-05,6100,199998312553.49902,0.7788540997316945,1.120057633666086
120,1442.2320465492187,1.1845982738835206,0.10741599215070126,silica,2.3e-06,4995.293926014847,7.13613418002121e-08,0.08,8.669204046156228e-07,7.67816619175113e-05,70000000000.0,0.17,5e-07,2200,69902044940.33194,0.11845982738835206,1.2148319843014026
121,1468.827389977048,3.244382091963029,0.14345024427086608,silica,2.3e-06,13681.12930345856,1.9544470433512228e-07,0.1,2.5151788549176325e-06,0.0002349393600587073,70000000000.0,0.17,5e-07,2200,69964202559.08334,0.32443820919630295,1.2869004885417321
122,1295.401042491559,9.016000083027164,0.14482897578682283,silica,2.3e-06,38019.277458548284,5.431325351221183e-07,0.06,7.004551926785923e-06,0.0018657141964433862,70000000000.0,0.17,5e-07,2200,69987114173.86217,0.9016000083027165,1.2896579515736457
123,1233.015577358303,7.4667818631002145,0.08780120167748481,zirconia,2.3e-06,2272498.8279000656,1.1362494139500328e-05,0.06,0.00013357775418503342,0.173688237563705,200000000000.0,0.31,1.05e-05,6100,199998239838.56552,0.7466781863100215,1.1756024033549697
124,1268.3805487625825,1.6567149963311896,0.09492711525334148,alumina,2.3e-06,636560.8774364841,1.7204348038823894e-06,0.08,2.0470666297103966e-05,0.0350058530037116,370000000000.0,0.22,8.1e-06,3950,369978495058.678,0.16567149963311897,1.189854230506683
125,1328.1323365878768,8.390134940366618,0.03600096597013545,titanium,2.3e-06,1202586.0081192155,1.093260007381105e-05,0.11,0.00011719768400255795,0.029115029064141255,110000000000.0,0.34,8.6e-06,4500,109998993844.1624,0.8390134940366618,1.072001931940271
126,1445.404429776748,5.437316093861843,0.10734313513309429,titanium,2.3e-06,779348.6401201977,7.084987637456342e-06,0.1,8.606037208223899e-05,0.01197637272081276,110000000000.0,0.34,8.6e-06,4500,109998447443.33975,0.5437316093861843,1.2146862702661885
127,1458.219174976903,8.621047244519463,0.019892230974414074,zirconia,2.3e-06,2623796.9874624456,1.3118984937312228e-05,0.13,0.00013640916694357974,0.028847628659853193,200000000000.0,0.31,1.05e-05,6100,199998475503.4291,0.8621047244519464,1.0397844619488281
128,1202.0856391593572,6.406657970053541,0.049855996011922234,silica,2.3e-06,27016.027584563126,3.8594325120804465e-07,0.09,4.244264215941578e-06,0.002442375413726006,70000000000.0,0.17,5e-07,2200,69981867316.73694,0.6406657970053541,1.0997119920238445
129,1353.2241907732698,7.136497288295729,0.1035708686199619,titanium,2.3e-06,1022897.9446557214,9.299072224142921e-06,0.09,0.0001122529819937141,0.02478604089629727,110000000000.0,0.34,8.6e-06,4500,109998817099.01324,0.7136497288295729,1.2071417372399238
130,1325.2233009446336,9.941514043561373,0.053443418416088496,titanium,2.3e-06,1424950.3462437973,1.2954094056761794e-05,0.09,0.00014338716194515566,0.03814185676917505,110000000000.0,0.34,8.6e-06,4500,109999150854.15952,0.9941514043561374,1.106886836832177
131,1266.632343141219,3.0910199133161633,0.016978562376023604,titanium,2.3e-06,443046.18757531693,4.027692614321063e-06,0.06,4.164461474888462e-05,0.018240813789818473,110000000000.0,0.34,8.6e-06,4500,109997268975.57712,0.30910199133161637,1.0339571247520472
132,1235.9596102001049,6.615510172852495,0.12646185730913492,titanium,2.3e-06,948223.1247755247,8.620210225232042e-06,0.07,0.00010800465816188123,0.07982360818820763,110000000000.0,0.34,8.6e-06,4500,109998723943.83583,0.6615510172852496,1.25292371461827
133,1301.2845514210883,5.142892510516585,0.05344620099883882,silica,2.3e-06,21686.8961286844,3.0981280183834857e-07,0.1,3.4292943639648014e-06,0.0007375117357699215,70000000000.0,0.17,5e-07,2200,69977413001.46855,0.5142892510516586,1.1068924019976776
134,1482.8729111737557,1.355067576304223,0.01883473148021498,zirconia,2.3e-06,412411.8710491114,2.062059355245557e-06,0.05,2.1397360237501875e-05,0.004512502053014267,200000000000.0,0.31,1.05e-05,6100,199990301428.47638,0.1355067576304223,1.03766946296043
135,1296.9608796062266,1.1302357735257853,0.020470343030401125,silica,2.3e-06,4766.054466674998,6.80864923810714e-08,0.11,7.087400009062605e-07,0.00014722189291551242,70000000000.0,0.17,5e-07,2200,69897340371.15623,0.11302357735257854,1.0409406860608021
136,1355.6371865230099,2.073057200360728,0.045246231830425504,silica,2.3e-06,8741.807471400662,1.2488296387715232e-07,0.09,1.361839309476649e-06,0.000167047059766998,70000000000.0,0.17,5e-07,2200,69943992366.77663,0.2073057200360728,1.090492463660851
137,1410.9056876685534,6.841825664846933,0.034922232611013675,titanium,2.3e-06,980661.6786280607,8.915106169346006e-06,0.09,9.537776992141576e-05,0.01151896154896842,110000000000.0,0.34,8.6e-06,4500,109998766153.04335,0.6841825664846933,1.0698444652220274
138,1309.0888807137883,6.10446779122053,0.1184020164892211,titanium,2.3e-06,874973.7167416096,7.954306515832815e-06,0.06,9.837918378328727e-05,0.034575048329556754,110000000000.0,0.34,8.6e-06,4500,109998617118.70293,0.610446779122053,1.2368040329784422
139,1491.5346248162882,5.980866050473547,0.055035766533384815,silica,2.3e-06,25220.519489948692,3.602931355706956e-07,0.09,3.999511533563955e-06,0.0003216067260244618,70000000000.0,0.17,5e-07,2200,69980576766.56656,0.5980866050473547,1.1100715330667696
140,1488.7341884826333,1.2867108627543407,0.12265740990557654,silica,2.3e-06,5425.8891802893895,7.75127025755627e-08,0.07,9.652771724096235e-07,8.753516746734332e-05,70000000000.0,0.17,5e-07,2200,69909808578.13599,0.12867108627543408,1.245314819811153
141,1275.5346887476092,5.223726967240063,0.03433843969524139,silica,2.3e-06,22027.764319687016,3.1468234742410024e-07,0.08,3.3629374904445918e-06,0.0008960452420967378,70000000000.0,0.17,5e-07,2200,69977762412.48189,0.5223726967240063,1.0686768793904828
142,1349.1745517677157,9.321605360582756,0.07900308513617171,alumina,2.3e-06,3581647.5981623745,9.680128643682092e-06,0.12,0.00011209648698413915,0.08306039267996133,370000000000.0,0.22,8.1e-06,3950,369996177776.2322,0.9321605360582756,1.1580061702723434
143,1290.263492945031,4.57832682379582,0.10632519869743802,titanium,2.3e-06,656226.8447440676,5.965698588582433e-06,0.09,7.234306764182539e-05,0.030115239086527003,110000000000.0,0.34,8.6e-06,4500,109998156156.32396,0.45783268237958197,1.2126503973948761
144,1285.4521483132403,6.6243022280961075,0.10127871954121967,zirconia,2.3e-06,2016091.9824640332,1.0080459912320165e-05,0.1,0.00012122332056932932,0.09548250467098733,200000000000.0,0.31,1.05e-05,6100,199998015983.22177,0.6624302228096108,1.2025574390824394
145,1211.0660842063598,8.018368080608292,0.0941581173902376,zirconia,2.3e-06,2440372.894098176,1.220186447049088e-05,0.09,0.0001449967364487538,0.23743055351948533,200000000000.0,0.31,1.05e-05,6100,199998360919.666,0.8018368080608292,1.1883162347804752
146,1382.8693001939691,8.055327512276989,0.13947502427036376,zirconia,2.3e-06,2451621.4167799535,1.2258107083899768e-05,0.1,0.00015677506649971044,0.04938885102720017,200000000000.0,0.31,1.05e-05,6100,199998368440.02853,0.805532751227699,1.2789500485407275
147,1350.8037069686584,5.673520741557442,0.04199352067894421,alumina,2.3e-06,2179941.23877534,5.891733077771189e-06,0.11,6.386562307443597e-05,0.043139520686642965,370000000000.0,0.22,8.1e-06,3950,369993720120.79913,0.5673520741557442,1.0839870413578885
148,1215.4436253749968,8.721567508621026,0.07912068862469473,alumina,2.3e-06,3351094.59273554,9.057012412798757e-06,0.08,0.00010490206530764847,0.2961194064849887,370000000000.0,0.22,8.1e-06,3950,369995914812.76666,0.8721567508621026,1.1582413772493894
149,1283.5939392709834,4.522402840273722,0.1337589570101372,zirconia,2.3e-06,1376383.4731267851,6.881917365633926e-06,0.06,8.722953543748215e-05,0.07356775130702443,200000000000.0,0.31,1.05e-05,6100,199997093875.39474,0.45224028402737226,1.2675179140202744
150,1472.4797657899962,8.998238933063185,0.020905127183321985,zirconia,2.3e-06,2738594.4578887955,1.3692972289443978e-05,0.09,0.00014265478943901037,0.030248477851173256,200000000000.0,0.31,1.05e-05,6100,199998539407.40417,0.8998238933063185,1.0418102543666439
151,1271.8685672000918,3.162044497559908,0.017824357555430534,zirconia,2.3e-06,962361.3688225808,4.811806844112904e-06,0.08,4.983341575467177e-05,0.0377469937820365,200000000000.0,0.31,1.05e-05,6100,199995843643.56006,0.3162044497559908,1.035648715110861
152,1243.4684616273669,3.5219476629151396,0.042662320258160795,silica,2.3e-06,14851.586530365046,2.121655218623578e-07,0.09,2.3026846874522123e-06,0.0008620908461882311,70000000000.0,0.17,5e-07,2200,69967022435.20953,0.35219476629151397,1.0853246405163215
153,1346.835828083269,1.47808561779101,0.09862297073532257,titanium,2.3e-06,211858.93855004484,1.925990350454953e-06,0.09,2.305884130393818e-05,0.005383058170745903,110000000000.0,0.34,8.6e-06,4500,109994288949.11531,0.147808561779101,1.1972459414706451
154,1495.6951362331802,8.160236528880546,0.046383147702972964,alumina,2.3e-06,3135413.9585967944,8.474091779991336e-06,0.08,9.26020188135111e-05,0.03862565802354586,370000000000.0,0.22,8.1e-06,3950,369995633801.90576,0.8160236528880547,1.0927662954059458
155,1272.6165814534502,4.75349712609435,0.036633583733231855,alumina,2.3e-06,1826439.857295483,4.93632393863644e-06,0.09,5.29799441131723e-05,0.0772450962913138,370000000000.0,0.22,8.1e-06,3950,369992504695.61365,0.47534971260943504,1.0732671674664638
156,1401.6406642217635,3.062049525202591,0.07423232415016089,silica,2.3e-06,12912.25703398683,1.8446081477124043e-07,0.07,2.1184672476144347e-06,0.00017704791282272358,70000000000.0,0.17,5e-07,2200,69962072122.35883,0.30620495252025914,1.1484646483003218
157,1428.4858845986153,3.086112498549217,0.0959037296277176,alumina,2.3e-06,1185779.3792502568,3.204809133108802e-06,0.09,3.819515430329016e-05,0.017543827041789542,370000000000.0,0.22,8.1e-06,3950,369988455210.90826,0.3086112498549217,1.1918074592554353
158,1271.29126319772,9.112599471063099,0.044798078982343656,zirconia,2.3e-06,2773399.8390192045,1.3866999195096023e-05,0.1,0.00015109429045476037,0.12296044817090425,200000000000.0,0.31,1.05e-05,6100,199998557737.29468,0.91125994710631,1.0895961579646873
159,1418.4649045835579,8.505249404149332,0.052096766141323886,alumina,2.3e-06,3267978.521055839,8.832374381231997e-06,0.1,9.752650666455324e-05,0.041192340848874166,370000000000.0,0.22,8.1e-06,3950,369995810913.4085,0.8505249404149332,1.1041935322826477
160,1310.334939815776,5.98177796821465,0.09589830267361193,silica,2.3e-06,25224.36492620636,3.6034807037437655e-07,0.09,4.294616070156045e-06,0.0009148357501118896,70000000000.0,0.17,5e-07,2200,69980579726.80301,0.598177796821465,1.191796605347224
161,1389.691749178074,6.54499720374149,0.14240337907852338,titanium,2.3e-06,938116.2658696139,8.528329689723762e-06,0.08,0.0001095725562114848,0.017804626884498524,110000000000.0,0.34,8.6e-06,4500,109998710196.31981,0.654499720374149,1.2848067581570468
162,1390.0589132282685,5.268930134952619,0.10446384184133234,zirconia,2.3e-06,1603587.4323768844,8.017937161884421e-06,0.11,9.693106201030094e-05,0.026963232882155568,200000000000.0,0.31,1.05e-05,6100,199997505623.93314,0.526893013495262,1.2089276836826648
163,1360.7324052224276,4.52499888590928,0.11960658010183838,alumina,2.3e-06,1738643.8027012965,4.6990373045980985e-06,0.06,5.8231088681459764e-05,0.041146540867179865,370000000000.0,0.22,8.1e-06,3950,369992126214.32367,0.45249988859092805,1.2392131602036767
164,1227.0869310163225,9.239291930964983,0.06135341326576563,zirconia,2.3e-06,2811958.413771952,1.405979206885976e-05,0.11,0.0001578502453532273,0.2070899347876755,200000000000.0,0.31,1.05e-05,6100,199998577513.97363,0.9239291930964983,1.1227068265315312
165,1450.5907486767715,2.1305143316827184,0.04811561031382525,titanium,2.3e-06,305373.72087452305,2.776124735222937e-06,0.1,3.0432746071080528e-05,0.0037883993564292997,110000000000.0,0.34,8.6e-06,4500,109996037784.74399,0.21305143316827185,1.0962312206276505
166,1296.2340194915207,4.7660211074460515,0.07359748404836715,alumina,2.3e-06,1831251.956284079,4.949329611578592e-06,0.11,5.677846025855126e-05,0.07070988530506338,370000000000.0,0.22,8.1e-06,3950,369992524391.1109,0.4766021107446052,1.1471949680967344
167,1255.9555531199562,4.1010571718908775,0.1229985960196343,zirconia,2.3e-06,1248147.834923311,6.240739174616555e-06,0.1,7.775943487821689e-05,0.08511649879531445,200000000000.0,0.31,1.05e-05,6100,199996795302.77252,0.4101057171890878,1.2459971920392685
168,1212.232542466429,5.483356482260335,0.07388194985067781,silica,2.3e-06,23122.5875757966,3.303226796542371e-07,0.11,3.791324469597488e-06,0.0020703013021899732,70000000000.0,0.17,5e-07,2200,69978815013.52351,0.5483356482260335,1.1477638997013555
169,1377.2678829564725,5.118686870906576,0.12854155723058053,silica,2.3e-06,21584.82415442532,3.083546307775046e-07,0.06,3.876273996163069e-06,0.00044507495899123804,70000000000.0,0.17,5e-07,2200,69977306224.96295,0.5118686870906576,1.2570831144611612
170,1403.2693085526848,5.6700057848597325,0.14842807729731777,titanium,2.3e-06,812700.8291632285,7.38818935602935e-06,0.08,9.58141883767724e-05,0.014158389366163983,110000000000.0,0.34,8.6e-06,4500,109998511157.39111,0.5670005784859733,1.2968561545946355
171,1204.9763486783568,2.259270795042947,0.020083733202247087,titanium,2.3e-06,323828.8139561558,2.9438983086923254e-06,0.08,3.0621472451049715e-05,0.02505246095103069,110000000000.0,0.34,8.6e-06,4500,109996263584.80998,0.2259270795042947,1.0401674664044942
172,1353.6279174897843,5.618273513619494,0.016357421851718516,titanium,2.3e-06,805285.8702854611,7.320780638958737e-06,0.09,7.56027883334942e-05,0.013851068480062277,110000000000.0,0.34,8.6e-06,4500,109998497448.52533,0.5618273513619494,1.032714843703437
173,1267.9487325593814,3.1817693249848977,0.030942558407870656,alumina,2.3e-06,1222533.6752538125,3.3041450682535473e-06,0.07,3.508622471778574e-05,0.05287205316758062,370000000000.0,0.22,8.1e-06,3950,369988802283.355,0.3181769324984898,1.0618851168157413
174,1393.551837122835,2.6589821408937215,0.06381175460280847,titanium,2.3e-06,381120.77352810017,3.4647343048009107e-06,0.09,3.906915855244687e-05,0.005362049063932766,110000000000.0,0.34,8.6e-06,4500,109996825245.00963,0.26589821408937214,1.127623509205617
175,1252.3099287014975,1.583507969075721,0.028345909280360536,alumina,2.3e-06,608432.4850410174,1.6444121217324795e-06,0.1,1.7376368353767875e-05,0.03042183900576483,370000000000.0,0.22,8.1e-06,3950,369977500925.95184,0.15835079690757212,1.056691818560721
176,1407.2813214307398,7.863873028805268,0.13189302686662582,zirconia,2.3e-06,2393352.660940734,1.1966763304703671e-05,0.09,0.00015123428572811338,0.03971685294994567,200000000000.0,0.31,1.05e-05,6100,199998328718.27054,0.7863873028805268,1.2637860537332517
