FirmID,Size,Employees,FirmAge,Subsector,OwnershipType,FDI_Presence,FDI_Percentage,FDI_Origin,FDI_Type,FDI_Years,Knowledge_Absorption,Task_Performance,Innovation_Score,Firm_Resources_Score,Skilled_Labor_Ratio,IoT_Adoption,RD_Spend_Percentage,Liquidity_Ratio,ROI,ROA,Market_Share,Export_Intensity,Operational_Efficiency,Revenue_Million_NGN,Assets_Million_NGN,Export_Value_Million_NGN,Tax_Incentives_Perception,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Policy_Effectiveness_Index,ISO_Certification,Export_Destination_Count,Local_Content_Percentage,Capacity_Utilization,NAFDAC_Compliance_Score,Quality_Certification,Training_Hours_Per_Employee,Female_Employment_Ratio,Youth_Employment_Ratio,ERP_System,Ecommerce_Adoption,Automation_Level,Local_Suppliers_Percentage,Supplier_Reliability_Score,Inventory_Turnover_Ratio,Survey_Year,Survey_Quarter,FDI_Inflow_Lagos_Million_USD,National_Corruption_Index,Regulatory_Quality_Index,Power_Supply_Hours,Logistics_Quality_Index,GDP_Growth_Rate,Inflation_Rate,Exchange_Rate,Interest_Rate,Ease_Doing_Business_Rank,Food_Sector_GDP_Billion_NGN,Manufacturing_Capacity_Utilization,Infrastructure_Index,Institutional_Quality_Index,Policy_Support_Received,Tax_Incentive_Beneficiary,Export_Grant_Recipient
FIRM_206,Large,1055,10,Meat Processing,Joint Venture,1,12.400710426399971,UK,Greenfield,10,5.0,3.36,4.09,3.54,0.295,0,0.59,2.05,30.76,16.72,10.3,2.33,74.3,775.47,1625.98,18.07,5.5,2.6,3.4,6.7,4.55,1,9,86.0,80.3,96.6,None,60.7,0.483,0.28,1,0,60.7,42.3,4.2,4.79,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_207,Large,1760,11,Other Food Products,Private Nigerian,1,22.987297689037526,Germany,Greenfield,11,2.52,4.55,3.18,3.37,0.636,0,3.76,1.99,14.59,5.84,6.68,43.25,74.9,592.15,818.39,256.1,5.0,5.0,1.0,4.9,3.98,0,3,60.0,68.9,82.7,None,58.1,0.195,0.259,1,1,62.4,36.1,4.03,10.9,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_208,Large,542,25,Oils and Fats,Private Nigerian,1,33.15081123341016,Netherlands,Joint Venture,11,2.55,2.98,3.6,2.81,0.516,0,0.9,2.32,16.62,10.01,10.81,20.28,84.2,7924.47,19098.37,1607.08,4.0,4.6,1.4,5.0,3.75,1,6,82.5,84.4,79.4,ISO 9001,49.3,0.236,0.336,1,1,61.0,82.5,4.5,10.2,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_209,Large,362,21,Oils and Fats,Joint Venture,1,12.60325993917952,China,M&A,15,3.23,3.18,4.48,2.15,0.347,0,3.4,1.37,26.13,16.55,14.61,28.78,81.7,8270.86,16243.99,2380.35,4.3,3.0,2.6,3.3,3.3,1,11,92.3,80.6,64.0,HACCP,49.4,0.169,0.216,1,0,42.9,59.3,4.42,7.22,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_210,Large,1218,5,Fish Processing,Joint Venture,1,27.87304543906465,UK,Greenfield,5,3.6,3.17,4.32,4.4,0.326,0,4.08,0.99,20.37,5.87,19.73,26.4,69.0,1688.24,2116.97,445.7,5.9,2.8,2.4,3.2,3.58,1,1,45.9,83.1,85.5,ISO 22000,24.8,0.208,0.327,0,1,32.8,51.8,3.46,8.57,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_211,Large,605,26,Grain Mill Products,Mixed Ownership,1,14.35216306590002,Netherlands,Greenfield,15,3.0,2.88,3.53,3.72,0.386,1,2.59,1.23,19.63,4.49,3.62,46.1,69.4,5412.93,9099.13,2495.36,6.3,5.1,4.5,5.0,5.22,1,6,81.0,80.8,94.3,ISO 22000,40.9,0.443,0.45,0,0,38.2,31.9,3.14,4.82,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_212,Large,1667,24,Fruit and Vegetable Processing,Private Foreign,1,36.00433149918244,UK,Joint Venture,4,3.59,4.23,2.78,2.74,0.708,0,2.45,1.64,13.41,17.63,18.21,12.42,76.4,5843.87,10067.65,725.81,4.0,4.9,6.4,2.9,4.55,1,6,89.2,62.7,70.5,None,39.1,0.39,0.484,0,1,42.1,44.8,4.84,10.21,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_213,Large,346,43,Other Food Products,Private Foreign,1,42.38943379790993,South Africa,M&A,10,3.51,3.64,2.73,4.33,0.363,1,2.34,1.73,20.63,13.59,3.68,25.8,74.3,9360.13,18593.29,2414.91,4.4,2.6,5.9,4.2,4.28,0,7,52.0,67.3,92.3,ISO 9001,47.4,0.289,0.253,1,0,60.6,60.0,4.82,8.72,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_214,Large,681,8,Bakery Products,Private Foreign,1,20.255074250008917,China,M&A,8,4.18,3.86,3.55,3.64,0.206,0,4.82,1.95,21.33,22.34,10.38,31.16,84.1,1222.8,2263.96,381.02,4.5,5.3,4.4,5.1,4.82,0,12,40.2,73.4,86.7,ISO 22000,32.3,0.331,0.299,1,0,4.9,46.0,4.07,10.58,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_215,Large,1252,19,Meat Processing,Private Foreign,1,20.83063962187468,UK,Greenfield,16,3.76,2.67,2.53,3.18,0.399,1,4.28,1.67,10.12,8.52,10.49,9.82,78.1,8409.79,14484.95,825.84,2.4,4.8,4.0,4.7,3.97,0,5,49.3,79.9,79.3,ISO 9001,41.8,0.353,0.475,1,0,39.4,45.4,3.43,5.17,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_216,Large,1799,26,Fruit and Vegetable Processing,Private Foreign,1,44.299046225063265,India,Joint Venture,4,3.75,2.21,3.71,3.33,0.583,1,4.31,2.04,22.38,19.9,9.54,11.52,95.0,5614.1,10861.02,646.74,5.4,4.3,3.9,3.7,4.32,0,7,43.5,53.1,67.6,None,44.5,0.502,0.359,1,1,46.8,79.7,4.9,8.82,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_217,Large,484,17,Fruit and Vegetable Processing,Joint Venture,1,18.176775962356317,Netherlands,M&A,5,2.61,3.13,2.71,2.73,0.636,0,3.95,1.55,25.13,11.44,5.34,32.9,95.0,5644.31,12961.91,1856.98,4.0,4.5,4.8,5.1,4.6,1,11,78.8,68.1,81.6,ISO 22000,22.6,0.444,0.275,1,0,37.6,33.8,3.56,10.42,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_218,Large,1339,14,Beverages,Joint Venture,1,40.45063385125358,USA,Greenfield,13,3.47,4.22,4.75,3.88,0.704,1,0.63,1.1,32.15,17.84,14.12,2.45,77.0,6815.6,11183.51,166.98,4.7,4.2,2.5,3.1,3.62,1,6,40.4,45.4,87.7,HACCP,44.2,0.159,0.475,1,0,27.0,52.4,3.09,5.86,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_219,Large,1582,23,Meat Processing,Private Nigerian,0,0.0,None,None,0,3.44,2.61,3.7,3.29,0.107,0,0.02,1.16,17.32,8.63,22.16,0.46,56.8,3096.62,7438.27,14.24,4.6,5.8,1.8,6.4,4.65,1,5,79.3,52.7,91.7,ISO 9001,13.3,0.302,0.39,1,0,10.5,47.5,4.45,7.59,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_220,Large,1441,22,Meat Processing,Private Foreign,1,16.52923116879867,USA,Greenfield,17,3.06,4.49,1.8,2.07,0.305,0,3.75,1.28,28.22,10.08,16.52,6.29,68.9,6141.8,12524.14,386.32,3.4,3.1,3.3,6.0,3.95,1,11,73.8,81.2,75.1,None,53.7,0.152,0.275,1,1,31.0,49.2,3.5,5.43,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_221,Large,1268,5,Dairy Products,Private Foreign,1,96.04177394379103,India,M&A,5,3.94,3.34,3.28,3.1,0.187,0,1.14,1.32,27.89,8.17,6.03,33.4,64.2,2914.69,5356.74,973.51,3.6,2.9,1.6,4.4,3.12,1,8,92.2,48.5,84.7,None,35.4,0.488,0.367,1,0,21.2,49.0,3.8,6.78,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_222,Large,1957,18,Beverages,Private Nigerian,1,28.33971432782142,UK,Greenfield,3,2.61,2.65,2.13,3.91,0.454,0,4.47,2.23,21.64,8.75,15.13,36.92,74.7,8510.99,15630.13,3142.26,4.2,5.0,3.0,3.2,3.85,1,5,58.5,77.3,80.2,ISO 22000,13.6,0.238,0.31,1,1,32.3,52.4,3.89,6.84,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_223,Large,1825,10,Grain Mill Products,Private Nigerian,0,0.0,None,None,0,1.96,2.41,2.67,1.49,0.187,1,1.0,0.83,20.45,5.56,1.7,9.81,72.7,5188.34,7611.18,508.98,5.2,5.2,5.0,4.4,4.95,1,0,86.8,76.8,82.7,ISO 9001,10.8,0.519,0.369,1,0,22.0,60.9,4.09,10.42,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_224,Large,1961,22,Dairy Products,Private Nigerian,1,16.171388930795246,India,M&A,2,2.63,3.88,3.16,3.2,0.163,1,2.75,1.35,9.94,11.24,15.37,40.68,95.0,2405.86,3785.69,978.7,5.5,3.4,2.6,4.0,3.88,1,9,89.6,86.3,69.6,None,28.9,0.31,0.548,1,0,64.1,51.6,2.07,8.62,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_225,Large,703,19,Other Food Products,Private Foreign,1,22.67005060110088,South Africa,Greenfield,7,2.08,3.14,2.91,3.51,0.699,1,4.83,1.59,17.23,8.9,0.97,14.29,78.7,3531.21,7759.24,504.61,3.6,4.2,3.4,2.3,3.38,1,14,82.9,54.7,85.6,ISO 22000,66.0,0.288,0.269,1,0,51.2,40.3,1.89,10.88,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_226,Large,889,40,Other Food Products,Private Foreign,1,29.357670590658355,South Africa,Greenfield,11,3.23,3.49,4.42,3.46,0.306,1,2.02,1.74,21.46,6.45,10.7,13.95,69.3,8467.69,14878.87,1181.24,5.6,4.1,6.0,1.7,4.35,0,5,41.8,83.3,100.0,ISO 22000,28.6,0.425,0.517,1,1,37.1,35.9,3.94,7.93,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_227,Large,1829,3,Sugar and Confectionery,Mixed Ownership,1,13.106577796304592,China,Greenfield,3,4.38,3.81,4.07,3.11,0.177,0,1.7,1.61,27.89,9.19,4.78,35.43,90.4,2939.31,3660.45,1041.4,7.0,2.8,3.2,2.9,3.98,1,8,44.9,54.5,84.1,HACCP,11.4,0.251,0.407,1,1,80.7,80.9,3.92,9.16,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_228,Large,312,35,Sugar and Confectionery,Private Nigerian,0,0.0,None,None,0,2.98,3.08,2.19,1.84,0.172,1,1.48,0.83,10.19,12.92,1.45,1.25,73.1,7766.42,9543.4,97.08,4.1,1.7,3.5,5.8,3.78,0,5,50.9,67.2,93.8,None,21.6,0.365,0.508,1,0,37.3,74.6,2.77,10.87,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_229,Large,1971,42,Beverages,Joint Venture,1,41.793048725060345,China,Greenfield,19,3.54,3.85,3.78,3.7,0.72,0,2.67,1.37,10.52,11.71,8.72,29.1,85.0,3683.38,4585.27,1071.86,6.1,5.3,2.4,4.8,4.65,1,5,73.0,49.0,75.8,ISO 9001,36.1,0.438,0.422,1,0,48.7,33.0,3.36,9.39,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_230,Large,723,31,Sugar and Confectionery,Private Nigerian,1,18.40330787721924,South Africa,Greenfield,18,3.94,3.76,2.05,3.62,0.667,0,2.36,1.61,17.19,22.03,8.22,50.1,77.8,6008.31,10100.67,3010.16,5.4,3.8,5.8,3.1,4.53,0,11,41.6,64.5,78.2,ISO 9001,70.9,0.392,0.446,1,1,30.2,56.0,3.24,9.42,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_231,Large,1312,14,Dairy Products,Private Nigerian,1,42.64386309528489,India,Greenfield,14,2.75,3.17,3.15,3.92,0.491,0,2.89,1.4,27.23,12.54,7.68,37.61,82.0,9787.91,21755.26,3681.23,5.2,4.7,4.1,4.7,4.68,1,13,47.5,48.0,100.0,None,77.0,0.174,0.377,1,0,18.8,63.2,4.54,6.5,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_232,Large,1184,17,Bakery Products,Joint Venture,1,28.689434039907134,Germany,Greenfield,14,3.61,2.84,3.18,3.8,0.694,0,1.16,2.0,17.82,8.78,15.69,38.62,79.9,4000.92,5081.81,1545.16,4.3,5.0,4.9,3.4,4.4,1,14,40.8,45.3,100.0,ISO 9001,17.1,0.254,0.271,1,0,44.5,67.0,4.11,4.04,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_233,Large,1002,27,Grain Mill Products,Government-owned,1,23.446690217526925,UK,Greenfield,13,3.23,3.0,4.43,3.6,0.522,1,0.5,2.09,32.12,19.69,10.76,47.0,83.3,5032.73,8967.88,2365.38,1.5,4.2,5.6,2.1,3.35,1,4,73.5,76.6,76.5,HACCP,27.0,0.501,0.497,0,0,36.2,37.1,2.99,8.19,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_234,Large,1947,27,Fish Processing,Private Nigerian,0,0.0,None,None,0,3.95,4.06,2.67,4.2,0.063,0,1.79,1.51,20.15,6.41,5.56,2.42,77.4,8365.16,14201.29,202.44,4.0,6.1,4.4,2.8,4.32,0,1,66.9,63.4,79.9,ISO 9001,21.9,0.286,0.417,1,0,60.3,45.7,2.24,4.19,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_235,Large,1906,14,Grain Mill Products,Private Nigerian,1,33.89111952275918,India,Joint Venture,2,3.82,3.12,2.91,3.51,0.643,1,4.31,1.82,24.23,23.27,5.8,32.45,68.3,637.47,863.77,206.86,4.4,5.1,6.2,3.1,4.7,1,6,87.7,61.7,85.6,ISO 9001,72.6,0.505,0.542,0,0,38.6,57.2,2.45,7.92,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_236,Large,277,21,Meat Processing,Private Nigerian,0,0.0,None,None,0,3.14,3.54,2.29,4.3,0.207,0,0.31,1.51,11.89,10.47,10.7,7.78,65.5,2802.98,4035.26,218.07,3.1,6.5,2.0,5.2,4.2,1,11,53.8,85.1,96.6,HACCP,10.2,0.189,0.205,1,1,25.3,67.4,3.17,4.69,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_237,Large,1828,21,Bakery Products,Private Nigerian,0,0.0,None,None,0,2.07,3.07,2.51,3.58,0.435,0,1.61,2.04,14.56,10.58,19.26,10.21,49.7,7201.12,11370.94,735.23,4.5,2.8,2.4,3.1,3.2,1,1,50.7,56.8,100.0,HACCP,16.6,0.494,0.39,1,0,14.5,75.7,4.41,6.2,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_238,Large,677,42,Sugar and Confectionery,Joint Venture,1,15.06072710635431,USA,Joint Venture,13,3.87,3.17,2.27,3.84,0.687,1,1.46,1.26,14.41,13.93,16.27,48.16,88.5,6309.98,13962.86,3038.89,3.9,4.0,6.0,3.9,4.45,1,4,59.8,64.4,79.8,HACCP,36.2,0.52,0.532,1,1,26.7,64.1,3.37,5.15,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_239,Large,516,31,Meat Processing,Government-owned,1,23.80676588324844,India,Joint Venture,4,2.67,3.39,3.87,2.87,0.634,1,2.16,0.93,25.05,3.97,1.76,0.23,62.6,3326.69,7939.18,7.65,6.7,3.4,1.8,3.6,3.88,1,4,78.8,53.6,91.7,ISO 22000,27.7,0.532,0.211,1,1,18.3,57.0,3.13,10.98,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_240,Large,727,13,Fruit and Vegetable Processing,Private Nigerian,1,15.731455830248649,China,Greenfield,6,3.0,3.87,4.4,3.03,0.731,1,4.23,2.46,29.21,8.33,0.92,25.59,58.0,3204.41,7032.72,820.01,4.7,1.4,3.1,6.1,3.82,0,5,74.9,84.6,97.1,None,77.0,0.497,0.201,1,0,58.9,63.3,2.17,6.92,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_241,Large,858,6,Oils and Fats,Private Nigerian,1,33.06887175326432,UK,Greenfield,4,3.89,3.68,3.75,3.97,0.303,0,4.52,1.13,9.89,22.92,19.64,46.45,76.3,6640.82,12677.14,3084.66,5.7,6.9,3.6,1.0,4.3,1,11,73.5,63.0,97.4,ISO 22000,37.7,0.477,0.427,1,1,42.8,82.3,4.36,4.58,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_242,Large,1085,24,Sugar and Confectionery,Joint Venture,1,13.20709563891342,Germany,M&A,6,3.35,2.5,1.88,3.98,0.619,0,1.96,2.23,9.19,20.24,4.07,4.31,69.8,9124.96,15258.26,393.29,7.0,4.0,1.0,1.0,3.25,1,5,74.3,60.5,79.2,ISO 9001,28.6,0.252,0.445,0,1,49.5,48.0,3.21,6.32,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_243,Large,1767,13,Meat Processing,Private Nigerian,1,30.43573353112202,India,M&A,5,3.21,2.67,1.7,2.78,0.629,1,3.07,2.25,27.45,6.48,16.28,22.64,72.7,5128.87,8524.53,1161.18,4.4,5.1,2.0,2.7,3.55,1,10,45.7,82.6,92.9,None,47.4,0.206,0.21,1,0,24.8,58.0,4.37,9.98,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_244,Large,1423,40,Fish Processing,Private Nigerian,1,11.027545955562786,China,M&A,15,3.28,4.12,3.85,1.63,0.578,1,1.05,1.75,15.0,12.53,14.82,25.69,84.7,7528.07,15942.33,1933.96,7.0,6.6,4.0,3.5,5.28,1,1,87.6,65.0,95.3,ISO 22000,70.7,0.167,0.43,0,1,54.6,48.5,2.98,4.03,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_245,Large,1419,37,Meat Processing,Joint Venture,1,16.66354777607213,China,Joint Venture,3,4.32,4.21,2.01,3.38,0.379,1,2.61,1.02,23.39,5.32,8.98,36.92,75.6,3677.95,4455.77,1357.9,4.1,4.2,3.5,7.0,4.7,1,5,72.5,73.4,99.9,None,30.8,0.292,0.562,0,0,34.9,84.5,4.47,7.78,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_246,Large,1162,37,Other Food Products,Private Nigerian,1,18.77305171120432,Germany,Greenfield,6,4.92,4.12,3.14,4.75,0.161,1,1.33,1.96,7.97,14.89,5.33,49.34,60.0,9272.15,16157.21,4574.88,3.1,5.4,1.8,3.3,3.4,0,4,61.4,68.0,89.9,None,71.2,0.204,0.269,1,1,52.1,82.9,3.68,9.23,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_247,Large,761,22,Meat Processing,Private Nigerian,1,32.58545652514861,Germany,Joint Venture,5,4.26,2.61,3.57,3.9,0.709,0,3.94,1.09,17.41,13.36,6.32,27.48,87.2,4967.74,8924.29,1365.13,3.1,3.9,3.8,1.7,3.12,0,11,61.0,87.1,74.3,HACCP,47.7,0.328,0.426,1,1,37.8,62.4,4.31,5.11,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_248,Large,1961,10,Fruit and Vegetable Processing,Private Nigerian,1,28.00934807543911,China,Greenfield,10,3.81,3.49,2.24,3.66,0.321,1,4.79,1.22,25.52,12.47,7.23,23.71,84.8,1149.31,2806.19,272.5,3.4,4.3,3.3,6.4,4.35,1,9,41.2,47.2,83.3,ISO 9001,14.6,0.298,0.533,1,0,44.0,47.4,2.95,10.0,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_249,Large,619,25,Other Food Products,Private Nigerian,1,47.05704772190362,South Africa,Greenfield,18,2.73,3.74,4.01,3.41,0.566,1,2.18,1.57,11.1,16.26,8.67,44.32,82.2,3959.92,5832.61,1755.04,6.2,3.9,5.7,2.8,4.65,1,3,42.4,78.8,79.1,ISO 9001,56.0,0.157,0.533,1,0,53.4,47.7,2.74,9.8,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_250,Large,713,1,Dairy Products,Joint Venture,1,39.27043524717321,India,Greenfield,1,3.42,2.97,2.41,3.84,0.627,0,3.14,1.4,19.04,15.55,11.03,36.31,58.5,2532.37,3057.95,919.5,4.1,5.4,2.3,2.9,3.68,0,12,90.4,76.8,90.9,ISO 22000,16.0,0.238,0.204,1,1,30.5,75.1,4.4,5.05,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_251,Large,1379,1,Other Food Products,Private Foreign,1,78.72823292708979,China,M&A,1,3.96,3.32,4.57,4.02,0.188,1,1.85,1.72,26.69,10.16,8.5,13.32,62.7,7361.36,15743.21,980.53,5.0,2.9,4.0,2.5,3.6,0,9,67.8,46.2,82.9,None,69.6,0.36,0.292,1,1,40.7,83.2,2.15,8.6,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_252,Large,1671,6,Beverages,Joint Venture,1,25.66593217390296,USA,M&A,5,4.15,3.43,1.32,3.41,0.526,0,1.76,1.75,24.93,6.52,18.46,31.52,73.3,1527.39,2838.58,481.43,5.0,1.1,4.1,4.1,3.58,1,11,80.9,78.3,78.8,ISO 9001,68.3,0.312,0.585,1,0,8.2,41.6,4.5,8.74,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_253,Large,1836,19,Fruit and Vegetable Processing,Private Nigerian,0,0.0,None,None,0,3.89,1.85,2.37,2.71,0.175,0,1.47,2.14,18.12,12.13,9.71,7.11,78.8,2685.0,3241.97,190.9,4.2,2.5,4.3,7.0,4.5,1,1,72.7,59.6,83.9,ISO 9001,31.3,0.236,0.534,1,0,6.5,72.6,3.07,7.46,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_254,Large,768,2,Beverages,Private Foreign,1,53.26668211687503,India,M&A,2,3.58,3.27,2.82,4.03,0.694,0,2.08,1.24,20.72,7.55,1.46,49.18,89.2,6779.5,11614.8,3334.16,4.1,4.6,3.9,3.5,4.03,1,1,71.7,74.6,91.7,ISO 9001,37.4,0.529,0.299,1,0,50.6,70.5,3.43,7.66,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,1
FIRM_255,Large,1203,36,Meat Processing,Joint Venture,1,21.708792715658674,USA,Greenfield,8,2.4,3.57,2.46,3.72,0.508,0,3.9,2.08,19.96,21.27,13.54,47.71,79.7,2612.35,4984.95,1246.35,7.0,3.7,3.1,3.4,4.3,1,4,90.8,75.2,94.5,None,37.9,0.531,0.481,1,0,0.0,61.2,2.58,5.2,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_256,Large,1330,33,Meat Processing,Joint Venture,1,17.447005496142275,UK,M&A,12,4.04,2.47,2.59,3.43,0.731,0,1.67,1.01,31.0,12.89,7.52,25.5,67.8,7791.21,16940.28,1986.76,5.1,5.4,3.7,4.2,4.6,1,0,91.5,52.5,74.9,ISO 22000,62.8,0.186,0.544,0,1,41.8,59.3,1.82,6.14,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
