longitude,latitude,factor_of_safety,landslide_hazard_level
-122.41500000000008,37.22000000000001,3.0,Low
-122.41000000000008,37.22000000000001,3.0,Low
-122.40500000000009,37.22000000000001,3.0,Low
-122.40000000000009,37.22000000000001,3.0,Low
-122.3950000000001,37.22000000000001,3.0,Low
-122.3900000000001,37.22000000000001,0.6099508444358503,Very High
-122.3850000000001,37.22000000000001,0.7226440246909179,Very High
-122.38000000000011,37.22000000000001,3.0,Low
-122.37500000000011,37.22000000000001,1.4457995125150955,High
-122.37000000000012,37.22000000000001,0.9076590240646497,Very High
-122.36500000000012,37.22000000000001,0.8515413746986306,Very High
-122.36000000000013,37.22000000000001,1.0797002647461809,Very High
-122.35500000000013,37.22000000000001,1.0233034447349345,Very High
-122.35000000000014,37.22000000000001,4.6086688871307215,Low
-122.34500000000014,37.22000000000001,0.7718327496130084,Very High
-122.34000000000015,37.22000000000001,1.360819292000065,High
-122.33500000000015,37.22000000000001,5.0,Low
-122.33000000000015,37.22000000000001,1.1489627313508688,Very High
-122.32500000000016,37.22000000000001,5.0,Low
-122.32000000000016,37.22000000000001,5.0,Low
-122.31500000000017,37.22000000000001,5.0,Low
-122.31000000000017,37.22000000000001,1.75205097266264,Moderate
-122.30500000000018,37.22000000000001,5.0,Low
-122.30000000000018,37.22000000000001,1.7412650139349664,Moderate
-122.29500000000019,37.22000000000001,5.0,Low
-122.29000000000019,37.22000000000001,5.0,Low
-122.2850000000002,37.22000000000001,3.7722738870099732,Low
-122.2800000000002,37.22000000000001,5.0,Low
-122.2750000000002,37.22000000000001,3.0,Low
-122.27000000000021,37.22000000000001,5.0,Low
-122.26500000000021,37.22000000000001,5.0,Low
-122.26000000000022,37.22000000000001,3.0,Low
-122.25500000000022,37.22000000000001,3.0,Low
-122.25000000000023,37.22000000000001,3.0,Low
-122.24500000000023,37.22000000000001,3.0,Low
-122.24000000000024,37.22000000000001,3.0,Low
-122.23500000000024,37.22000000000001,3.0,Low
-122.23000000000025,37.22000000000001,3.0,Low
-122.22500000000025,37.22000000000001,3.0,Low
-122.22000000000025,37.22000000000001,3.0,Low
-122.21500000000026,37.22000000000001,3.0,Low
-122.21000000000026,37.22000000000001,3.0,Low
-122.20500000000027,37.22000000000001,3.0,Low
-122.20000000000027,37.22000000000001,3.0,Low
-122.19500000000028,37.22000000000001,3.0,Low
-122.19000000000028,37.22000000000001,3.0,Low
-122.18500000000029,37.22000000000001,3.0,Low
-122.18000000000029,37.22000000000001,3.0,Low
-122.1750000000003,37.22000000000001,3.0,Low
-122.1700000000003,37.22000000000001,5.0,Low
-122.1650000000003,37.22000000000001,3.0,Low
-122.16000000000031,37.22000000000001,3.0,Low
-122.15500000000031,37.22000000000001,3.0,Low
-122.15000000000032,37.22000000000001,5.0,Low
-122.14500000000032,37.22000000000001,5.0,Low
-122.14000000000033,37.22000000000001,5.0,Low
-122.13500000000033,37.22000000000001,5.0,Low
-122.13000000000034,37.22000000000001,5.0,Low
-122.12500000000034,37.22000000000001,5.0,Low
-122.12000000000035,37.22000000000001,5.0,Low
-122.11500000000035,37.22000000000001,3.0,Low
-122.11000000000035,37.22000000000001,5.0,Low
-122.10500000000036,37.22000000000001,5.0,Low
-122.10000000000036,37.22000000000001,5.0,Low
-122.09500000000037,37.22000000000001,5.0,Low
-122.09000000000037,37.22000000000001,5.0,Low
-122.08500000000038,37.22000000000001,5.0,Low
-122.08000000000038,37.22000000000001,5.0,Low
-122.07500000000039,37.22000000000001,3.0,Low
-122.07000000000039,37.22000000000001,3.0,Low
-122.0650000000004,37.22000000000001,3.0,Low
-122.0600000000004,37.22000000000001,5.0,Low
-122.0550000000004,37.22000000000001,5.0,Low
-122.05000000000041,37.22000000000001,3.0,Low
-122.04500000000041,37.22000000000001,3.0,Low
-122.04000000000042,37.22000000000001,3.0,Low
-122.03500000000042,37.22000000000001,3.0,Low
-122.03000000000043,37.22000000000001,3.0,Low
-122.02500000000043,37.22000000000001,3.0,Low
-122.02000000000044,37.22000000000001,3.0,Low
-122.01500000000044,37.22000000000001,3.0,Low
-122.01000000000045,37.22000000000001,3.0,Low
-122.00500000000045,37.22000000000001,3.0,Low
-122.00000000000045,37.22000000000001,3.0,Low
-121.99500000000046,37.22000000000001,3.0,Low
-121.99000000000046,37.22000000000001,3.0,Low
-121.98500000000047,37.22000000000001,3.0,Low
-121.98000000000047,37.22000000000001,3.0,Low
-121.97500000000048,37.22000000000001,3.0,Low
-121.97000000000048,37.22000000000001,3.0,Low
-121.96500000000049,37.22000000000001,3.0,Low
-121.96000000000049,37.22000000000001,3.0,Low
-121.9550000000005,37.22000000000001,3.0,Low
-121.9500000000005,37.22000000000001,3.0,Low
-121.9450000000005,37.22000000000001,3.0,Low
-121.94000000000051,37.22000000000001,3.0,Low
-121.93500000000051,37.22000000000001,3.0,Low
-121.93000000000052,37.22000000000001,3.0,Low
-121.92500000000052,37.22000000000001,3.0,Low
-121.92000000000053,37.22000000000001,3.0,Low
-121.91500000000053,37.22000000000001,5.0,Low
-121.91000000000054,37.22000000000001,3.0,Low
-121.90500000000054,37.22000000000001,3.0,Low
-121.90000000000055,37.22000000000001,5.0,Low
-121.89500000000055,37.22000000000001,3.0,Low
-121.89000000000055,37.22000000000001,5.0,Low
-121.88500000000056,37.22000000000001,5.0,Low
-121.88000000000056,37.22000000000001,5.0,Low
-121.87500000000057,37.22000000000001,5.0,Low
-121.87000000000057,37.22000000000001,5.0,Low
-121.86500000000058,37.22000000000001,5.0,Low
-121.86000000000058,37.22000000000001,4.755078652896436,Low
-121.85500000000059,37.22000000000001,5.0,Low
-121.85000000000059,37.22000000000001,5.0,Low
-121.8450000000006,37.22000000000001,5.0,Low
-121.8400000000006,37.22000000000001,5.0,Low
-121.8350000000006,37.22000000000001,5.0,Low
-121.83000000000061,37.22000000000001,1.3840346314626648,High
-121.82500000000061,37.22000000000001,5.0,Low
-121.82000000000062,37.22000000000001,2.3513866913488015,Low
-121.81500000000062,37.22000000000001,4.622229521341831,Low
-121.81000000000063,37.22000000000001,1.738312000403153,Moderate
-121.80500000000063,37.22000000000001,1.7630769970351132,Moderate
-121.80000000000064,37.22000000000001,2.048373303383179,Low
-122.5,37.225000000000016,0.8411131475744322,Very High
-122.495,37.225000000000016,0.7030902936157488,Very High
-122.49000000000001,37.225000000000016,3.0,Low
-122.48500000000001,37.225000000000016,0.6401586477360671,Very High
-122.48000000000002,37.225000000000016,3.0,Low
-122.47500000000002,37.225000000000016,3.0,Low
-122.47000000000003,37.225000000000016,3.0,Low
-122.46500000000003,37.225000000000016,3.0,Low
-122.46000000000004,37.225000000000016,3.0,Low
-122.45500000000004,37.225000000000016,3.0,Low
-122.45000000000005,37.225000000000016,3.0,Low
-122.44500000000005,37.225000000000016,3.0,Low
-122.44000000000005,37.225000000000016,3.0,Low
-122.43500000000006,37.225000000000016,3.0,Low
-122.43000000000006,37.225000000000016,3.0,Low
-122.42500000000007,37.225000000000016,3.0,Low
-122.42000000000007,37.225000000000016,3.0,Low
-122.41500000000008,37.225000000000016,0.8256700350706152,Very High
-122.41000000000008,37.225000000000016,3.0,Low
-122.40500000000009,37.225000000000016,3.0,Low
-122.40000000000009,37.225000000000016,3.0,Low
-122.3950000000001,37.225000000000016,3.0,Low
-122.3900000000001,37.225000000000016,3.0,Low
-122.3850000000001,37.225000000000016,0.9055239417658343,Very High
-122.38000000000011,37.225000000000016,0.9259987207499705,Very High
-122.37500000000011,37.225000000000016,0.7267190073950621,Very High
-122.37000000000012,37.225000000000016,0.9253694211704752,Very High
-122.36500000000012,37.225000000000016,0.7762069095179189,Very High
-122.36000000000013,37.225000000000016,5.0,Low
-122.35500000000013,37.225000000000016,1.1297991975350434,Very High
-122.35000000000014,37.225000000000016,5.0,Low
-122.34500000000014,37.225000000000016,1.685389251548865,Moderate
-122.34000000000015,37.225000000000016,1.0646267256471553,Very High
-122.33500000000015,37.225000000000016,1.0560307871341514,Very High
-122.33000000000015,37.225000000000016,1.0473341341057916,Very High
-122.32500000000016,37.225000000000016,1.6996991832722241,Moderate
-122.32000000000016,37.225000000000016,3.347861784244763,Low
-122.31500000000017,37.225000000000016,1.0670979186821636,Very High
-122.31000000000017,37.225000000000016,5.0,Low
-122.30500000000018,37.225000000000016,1.5249156911876902,Moderate
-122.30000000000018,37.225000000000016,1.2246864046642496,High
-122.29500000000019,37.225000000000016,3.5777103333464333,Low
-122.29000000000019,37.225000000000016,5.0,Low
-122.2850000000002,37.225000000000016,5.0,Low
-122.2800000000002,37.225000000000016,1.5432826672768933,Moderate
-122.2750000000002,37.225000000000016,5.0,Low
-122.27000000000021,37.225000000000016,1.6241090071025384,Moderate
-122.26500000000021,37.225000000000016,2.3651528098020536,Low
-122.26000000000022,37.225000000000016,3.0,Low
-122.25500000000022,37.225000000000016,1.738034068790112,Moderate
-122.25000000000023,37.225000000000016,3.0,Low
-122.24500000000023,37.225000000000016,3.0,Low
-122.24000000000024,37.225000000000016,3.0,Low
-122.23500000000024,37.225000000000016,3.0,Low
-122.23000000000025,37.225000000000016,3.0,Low
-122.22500000000025,37.225000000000016,3.0,Low
-122.22000000000025,37.225000000000016,3.0,Low
-122.21500000000026,37.225000000000016,3.0,Low
-122.21000000000026,37.225000000000016,3.0,Low
-122.20500000000027,37.225000000000016,3.0,Low
-122.20000000000027,37.225000000000016,3.0,Low
-122.19500000000028,37.225000000000016,3.0,Low
-122.19000000000028,37.225000000000016,3.0,Low
-122.18500000000029,37.225000000000016,3.0,Low
-122.18000000000029,37.225000000000016,3.0,Low
-122.1750000000003,37.225000000000016,3.0,Low
-122.1700000000003,37.225000000000016,3.0,Low
-122.1650000000003,37.225000000000016,3.0,Low
-122.16000000000031,37.225000000000016,3.0,Low
-122.15500000000031,37.225000000000016,3.0,Low
-122.15000000000032,37.225000000000016,5.0,Low
-122.14500000000032,37.225000000000016,5.0,Low
-122.14000000000033,37.225000000000016,5.0,Low
-122.13500000000033,37.225000000000016,5.0,Low
-122.13000000000034,37.225000000000016,3.0,Low
-122.12500000000034,37.225000000000016,5.0,Low
-122.12000000000035,37.225000000000016,5.0,Low
-122.11500000000035,37.225000000000016,5.0,Low
-122.11000000000035,37.225000000000016,5.0,Low
-122.10500000000036,37.225000000000016,5.0,Low
-122.10000000000036,37.225000000000016,5.0,Low
-122.09500000000037,37.225000000000016,5.0,Low
-122.09000000000037,37.225000000000016,5.0,Low
-122.08500000000038,37.225000000000016,5.0,Low
-122.08000000000038,37.225000000000016,5.0,Low
-122.07500000000039,37.225000000000016,5.0,Low
-122.07000000000039,37.225000000000016,5.0,Low
-122.0650000000004,37.225000000000016,5.0,Low
-122.0600000000004,37.225000000000016,5.0,Low
-122.0550000000004,37.225000000000016,5.0,Low
-122.05000000000041,37.225000000000016,5.0,Low
-122.04500000000041,37.225000000000016,5.0,Low
-122.04000000000042,37.225000000000016,3.0,Low
-122.03500000000042,37.225000000000016,3.0,Low
-122.03000000000043,37.225000000000016,3.0,Low
-122.02500000000043,37.225000000000016,3.0,Low
-122.02000000000044,37.225000000000016,3.0,Low
-122.01500000000044,37.225000000000016,3.0,Low
-122.01000000000045,37.225000000000016,3.0,Low
-122.00500000000045,37.225000000000016,3.0,Low
-122.00000000000045,37.225000000000016,3.0,Low
-121.99500000000046,37.225000000000016,3.0,Low
-121.99000000000046,37.225000000000016,3.0,Low
-121.98500000000047,37.225000000000016,3.0,Low
-121.98000000000047,37.225000000000016,3.0,Low
-121.97500000000048,37.225000000000016,3.0,Low
-121.97000000000048,37.225000000000016,3.0,Low
-121.96500000000049,37.225000000000016,3.0,Low
-121.96000000000049,37.225000000000016,3.0,Low
-121.9550000000005,37.225000000000016,3.0,Low
-121.9500000000005,37.225000000000016,3.0,Low
-121.9450000000005,37.225000000000016,3.0,Low
-121.94000000000051,37.225000000000016,3.0,Low
-121.93500000000051,37.225000000000016,3.0,Low
-121.93000000000052,37.225000000000016,3.0,Low
-121.92500000000052,37.225000000000016,3.0,Low
-121.92000000000053,37.225000000000016,3.0,Low
-121.91500000000053,37.225000000000016,3.0,Low
-121.91000000000054,37.225000000000016,3.0,Low
-121.90500000000054,37.225000000000016,5.0,Low
-121.90000000000055,37.225000000000016,3.0,Low
-121.89500000000055,37.225000000000016,3.0,Low
-121.89000000000055,37.225000000000016,1.2262961622257424,High
-121.88500000000056,37.225000000000016,5.0,Low
-121.88000000000056,37.225000000000016,5.0,Low
-121.87500000000057,37.225000000000016,5.0,Low
-121.87000000000057,37.225000000000016,5.0,Low
-121.86500000000058,37.225000000000016,5.0,Low
-121.86000000000058,37.225000000000016,4.656190468136433,Low
-121.85500000000059,37.225000000000016,4.951378527710424,Low
-121.85000000000059,37.225000000000016,5.0,Low
-121.8450000000006,37.225000000000016,5.0,Low
-121.8400000000006,37.225000000000016,1.8997027348538322,Moderate
-121.8350000000006,37.225000000000016,2.3326885279487874,Low
-121.83000000000061,37.225000000000016,5.0,Low
-121.82500000000061,37.225000000000016,1.5905246468042624,Moderate
-121.82000000000062,37.225000000000016,0.9396437539801041,Very High
-121.81500000000062,37.225000000000016,2.9146006176999486,Low
-121.81000000000063,37.225000000000016,5.0,Low
-121.80500000000063,37.225000000000016,3.0,Low
-121.80000000000064,37.225000000000016,3.0,Low
-122.5,37.23000000000002,0.7450158597200783,Very High
-122.495,37.23000000000002,3.0,Low
-122.49000000000001,37.23000000000002,1.1997065375772973,Very High
-122.48500000000001,37.23000000000002,0.7495198009487062,Very High
-122.48000000000002,37.23000000000002,0.7107769402266184,Very High
-122.47500000000002,37.23000000000002,3.0,Low
-122.47000000000003,37.23000000000002,3.0,Low
-122.46500000000003,37.23000000000002,3.0,Low
-122.46000000000004,37.23000000000002,3.0,Low
-122.45500000000004,37.23000000000002,3.0,Low
-122.45000000000005,37.23000000000002,3.0,Low
-122.44500000000005,37.23000000000002,3.0,Low
-122.44000000000005,37.23000000000002,3.0,Low
-122.43500000000006,37.23000000000002,3.0,Low
-122.43000000000006,37.23000000000002,3.0,Low
-122.42500000000007,37.23000000000002,0.7534005639787231,Very High
-122.42000000000007,37.23000000000002,3.0,Low
-122.41500000000008,37.23000000000002,3.0,Low
-122.41000000000008,37.23000000000002,3.0,Low
-122.40500000000009,37.23000000000002,3.0,Low
-122.40000000000009,37.23000000000002,3.0,Low
-122.3950000000001,37.23000000000002,3.0,Low
-122.3900000000001,37.23000000000002,3.0,Low
-122.3850000000001,37.23000000000002,3.0,Low
-122.38000000000011,37.23000000000002,0.5066010758430873,Very High
-122.37500000000011,37.23000000000002,0.8638092528210503,Very High
-122.37000000000012,37.23000000000002,0.9593561880740533,Very High
-122.36500000000012,37.23000000000002,0.9134531935614096,Very High
-122.36000000000013,37.23000000000002,5.0,Low
-122.35500000000013,37.23000000000002,1.0057520171459937,Very High
-122.35000000000014,37.23000000000002,5.0,Low
-122.34500000000014,37.23000000000002,1.1121026664737037,Very High
-122.34000000000015,37.23000000000002,5.0,Low
-122.33500000000015,37.23000000000002,3.987083007531963,Low
-122.33000000000015,37.23000000000002,2.732316237712049,Low
-122.32500000000016,37.23000000000002,1.5988460693681532,Moderate
-122.32000000000016,37.23000000000002,1.5106129932962629,Moderate
-122.31500000000017,37.23000000000002,2.2910954463863296,Low
-122.31000000000017,37.23000000000002,1.0716180040971313,Very High
-122.30500000000018,37.23000000000002,2.456979763002582,Low
-122.30000000000018,37.23000000000002,1.070079340613799,Very High
-122.29500000000019,37.23000000000002,2.0036809633795984,Low
-122.29000000000019,37.23000000000002,5.0,Low
-122.2850000000002,37.23000000000002,5.0,Low
-122.2800000000002,37.23000000000002,1.454376130972331,High
-122.2750000000002,37.23000000000002,3.222824722323516,Low
-122.27000000000021,37.23000000000002,3.0,Low
-122.26500000000021,37.23000000000002,3.0,Low
-122.26000000000022,37.23000000000002,3.0,Low
-122.25500000000022,37.23000000000002,3.0,Low
-122.25000000000023,37.23000000000002,3.0,Low
-122.24500000000023,37.23000000000002,3.0,Low
-122.24000000000024,37.23000000000002,3.0,Low
-122.23500000000024,37.23000000000002,3.0,Low
-122.23000000000025,37.23000000000002,3.0,Low
-122.22500000000025,37.23000000000002,3.0,Low
-122.22000000000025,37.23000000000002,3.0,Low
-122.21500000000026,37.23000000000002,3.0,Low
-122.21000000000026,37.23000000000002,3.0,Low
-122.20500000000027,37.23000000000002,3.0,Low
-122.20000000000027,37.23000000000002,3.0,Low
-122.19500000000028,37.23000000000002,3.0,Low
-122.19000000000028,37.23000000000002,3.0,Low
-122.18500000000029,37.23000000000002,3.0,Low
-122.18000000000029,37.23000000000002,3.0,Low
-122.1750000000003,37.23000000000002,3.0,Low
-122.1700000000003,37.23000000000002,3.0,Low
-122.1650000000003,37.23000000000002,3.0,Low
-122.16000000000031,37.23000000000002,3.0,Low
-122.15500000000031,37.23000000000002,3.0,Low
-122.15000000000032,37.23000000000002,3.0,Low
-122.14500000000032,37.23000000000002,5.0,Low
-122.14000000000033,37.23000000000002,5.0,Low
-122.13500000000033,37.23000000000002,5.0,Low
-122.13000000000034,37.23000000000002,3.0,Low
-122.12500000000034,37.23000000000002,5.0,Low
-122.12000000000035,37.23000000000002,5.0,Low
-122.11500000000035,37.23000000000002,5.0,Low
-122.11000000000035,37.23000000000002,5.0,Low
-122.10500000000036,37.23000000000002,5.0,Low
-122.10000000000036,37.23000000000002,5.0,Low
-122.09500000000037,37.23000000000002,5.0,Low
-122.09000000000037,37.23000000000002,5.0,Low
-122.08500000000038,37.23000000000002,5.0,Low
-122.08000000000038,37.23000000000002,5.0,Low
-122.07500000000039,37.23000000000002,3.0,Low
-122.07000000000039,37.23000000000002,5.0,Low
-122.0650000000004,37.23000000000002,5.0,Low
-122.0600000000004,37.23000000000002,5.0,Low
-122.0550000000004,37.23000000000002,5.0,Low
-122.05000000000041,37.23000000000002,5.0,Low
-122.04500000000041,37.23000000000002,3.0,Low
-122.04000000000042,37.23000000000002,3.0,Low
-122.03500000000042,37.23000000000002,3.0,Low
-122.03000000000043,37.23000000000002,3.0,Low
-122.02500000000043,37.23000000000002,3.0,Low
-122.02000000000044,37.23000000000002,3.0,Low
