time_s,phase,current_density_A_cm2,voltage_V,temperature_C,degradation_factor
15780,OCV,0.0,0.9677,769.96,0.99842
15810,OCV,0.0,0.9676,769.84,0.99842
15840,OCV,0.0,0.9704,769.73,0.99842
15870,OCV,0.0,0.9709,769.61,0.99841
15900,OCV,0.0,0.9705,769.49,0.99841
15930,OCV,0.0,0.9681,769.37,0.99841
15960,OCV,0.0,0.9641,769.25,0.9984
15990,OCV,0.0,0.9681,769.13,0.9984
16020,OCV,0.0,0.967,769.01,0.9984
16050,OCV,0.0,0.9682,768.89,0.9984
16080,OCV,0.0,0.9672,768.77,0.99839
16110,OCV,0.0,0.9685,768.65,0.99839
16140,OCV,0.0,0.9665,768.53,0.99839
16170,OCV,0.0,0.9661,768.41,0.99838
16200,SOEC,-0.5,2.282,768.28,0.99838
16230,SOEC,-0.5,2.2777,768.16,0.99838
16260,SOEC,-0.5,2.2796,768.04,0.99837
16290,SOEC,-0.5,2.2815,767.91,0.99837
16320,SOEC,-0.5,2.2814,767.79,0.99837
16350,SOEC,-0.5,2.2812,767.66,0.99836
16380,SOEC,-0.5,2.2802,767.53,0.99836
16410,SOEC,-0.5,2.281,767.41,0.99836
16440,SOEC,-0.5,2.2823,767.28,0.99836
16470,SOEC,-0.5,2.2804,767.15,0.99835
16500,SOEC,-0.5,2.2759,767.02,0.99835
16530,SOEC,-0.5,2.2785,766.89,0.99835
16560,SOEC,-0.5,2.281,766.77,0.99834
16590,SOEC,-0.5,2.2783,766.64,0.99834
16620,SOEC,-0.5,2.2828,766.5,0.99834
16650,SOEC,-0.5,2.2795,766.37,0.99833
16680,SOEC,-0.5,2.2798,766.24,0.99833
16710,SOEC,-0.5,2.2818,766.11,0.99833
16740,SOEC,-0.5,2.2792,765.98,0.99833
16770,SOEC,-0.5,2.28,765.84,0.99832
16800,SOEC,-0.5,2.2814,765.71,0.99832
16830,SOEC,-0.5,2.2767,765.58,0.99832
16860,SOEC,-0.5,2.279,765.44,0.99831
16890,SOEC,-0.5,2.2813,765.31,0.99831
16920,SOEC,-0.5,2.2797,765.17,0.99831
16950,SOEC,-0.5,2.2826,765.04,0.9983
16980,SOEC,-0.5,2.2765,764.9,0.9983
17010,SOEC,-0.5,2.2762,764.76,0.9983
17040,SOEC,-0.5,2.2812,764.63,0.9983
17070,SOEC,-0.5,2.2814,764.49,0.99829
17100,SOEC,-0.5,2.2793,764.35,0.99829
17130,SOEC,-0.5,2.2804,764.21,0.99829
17160,SOEC,-0.5,2.2811,764.07,0.99828
17190,SOEC,-0.5,2.278,763.93,0.99828
17220,SOEC,-0.5,2.2782,763.79,0.99828
17250,SOEC,-0.5,2.28,763.65,0.99828
17280,SOEC,-0.5,2.2815,763.51,0.99827
17310,SOEC,-0.5,2.2773,763.37,0.99827
17340,SOEC,-0.5,2.2793,763.23,0.99827
17370,SOEC,-0.5,2.2792,763.09,0.99826
17400,SOEC,-0.5,2.2805,762.94,0.99826
17430,SOEC,-0.5,2.2797,762.8,0.99826
17460,SOEC,-0.5,2.2786,762.66,0.99825
17490,SOEC,-0.5,2.2822,762.51,0.99825
17520,SOEC,-0.5,2.2786,762.37,0.99825
17550,SOEC,-0.5,2.2791,762.22,0.99825
17580,SOEC,-0.5,2.2766,762.08,0.99824
17610,SOEC,-0.5,2.2783,761.93,0.99824
17640,SOEC,-0.5,2.2808,761.79,0.99824
17670,SOEC,-0.5,2.2804,761.64,0.99823
17700,SOEC,-0.5,2.281,761.49,0.99823
17730,SOEC,-0.5,2.2809,761.34,0.99823
17760,SOEC,-0.5,2.284,761.2,0.99822
17790,SOEC,-0.5,2.2783,761.05,0.99822
17820,SOEC,-0.5,2.2766,760.9,0.99822
17850,SOEC,-0.5,2.2777,760.75,0.99821
17880,SOEC,-0.5,2.2784,760.6,0.99821
17910,SOEC,-0.5,2.2779,760.45,0.99821
17940,SOEC,-0.5,2.28,760.3,0.99821
17970,SOEC,-0.5,2.2824,760.15,0.9982
18000,SOFC,0.5,-0.3008,760.0,0.9982
18030,SOFC,0.5,-0.3028,759.85,0.9982
18060,SOFC,0.5,-0.2995,759.7,0.99819
18090,SOFC,0.5,-0.3044,759.54,0.99819
18120,SOFC,0.5,-0.3069,759.39,0.99819
18150,SOFC,0.5,-0.3015,759.24,0.99818
18180,SOFC,0.5,-0.3072,759.09,0.99818
18210,SOFC,0.5,-0.305,758.93,0.99818
18240,SOFC,0.5,-0.3024,758.78,0.99818
18270,SOFC,0.5,-0.3036,758.62,0.99817
18300,SOFC,0.5,-0.3037,758.47,0.99817
18330,SOFC,0.5,-0.3056,758.31,0.99817
18360,SOFC,0.5,-0.3033,758.16,0.99816
18390,SOFC,0.5,-0.3012,758.0,0.99816
18420,SOFC,0.5,-0.3031,757.85,0.99816
18450,SOFC,0.5,-0.3047,757.69,0.99816
18480,SOFC,0.5,-0.3055,757.53,0.99815
18510,SOFC,0.5,-0.3046,757.38,0.99815
18540,SOFC,0.5,-0.3021,757.22,0.99815
18570,SOFC,0.5,-0.3022,757.06,0.99814
18600,SOFC,0.5,-0.3044,756.9,0.99814
18630,SOFC,0.5,-0.3072,756.75,0.99814
18660,SOFC,0.5,-0.3018,756.59,0.99813
18690,SOFC,0.5,-0.3044,756.43,0.99813
18720,SOFC,0.5,-0.3012,756.27,0.99813
18750,SOFC,0.5,-0.304,756.11,0.99813
18780,SOFC,0.5,-0.3044,755.95,0.99812
18810,SOFC,0.5,-0.3021,755.79,0.99812
18840,SOFC,0.5,-0.2976,755.63,0.99812
18870,SOFC,0.5,-0.3008,755.47,0.99811
18900,SOFC,0.5,-0.302,755.31,0.99811
18930,SOFC,0.5,-0.3015,755.15,0.99811
18960,SOFC,0.5,-0.3056,754.98,0.9981
18990,SOFC,0.5,-0.3043,754.82,0.9981
19020,SOFC,0.5,-0.3071,754.66,0.9981
19050,SOFC,0.5,-0.2985,754.5,0.99809
19080,SOFC,0.5,-0.2989,754.33,0.99809
19110,SOFC,0.5,-0.3011,754.17,0.99809
19140,SOFC,0.5,-0.3016,754.01,0.99809
19170,SOFC,0.5,-0.3049,753.84,0.99808
19200,SOFC,0.5,-0.3022,753.68,0.99808
19230,SOFC,0.5,-0.2981,753.52,0.99808
19260,SOFC,0.5,-0.3014,753.35,0.99807
19290,SOFC,0.5,-0.3027,753.19,0.99807
19320,SOFC,0.5,-0.305,753.02,0.99807
19350,SOFC,0.5,-0.2987,752.86,0.99806
19380,SOFC,0.5,-0.3016,752.69,0.99806
19410,SOFC,0.5,-0.3049,752.53,0.99806
19440,SOFC,0.5,-0.3032,752.36,0.99806
19470,SOFC,0.5,-0.3038,752.19,0.99805
19500,SOFC,0.5,-0.3015,752.03,0.99805
19530,SOFC,0.5,-0.3008,751.86,0.99805
19560,SOFC,0.5,-0.3021,751.69,0.99804
19590,SOFC,0.5,-0.2995,751.53,0.99804
19620,SOFC,0.5,-0.3009,751.36,0.99804
19650,SOFC,0.5,-0.2989,751.19,0.99804
19680,SOFC,0.5,-0.3017,751.03,0.99803
19710,SOFC,0.5,-0.2948,750.86,0.99803
19740,SOFC,0.5,-0.302,750.69,0.99803
19770,SOFC,0.5,-0.3026,750.52,0.99802
19800,OCV,0.0,0.9709,750.35,0.99802
19830,OCV,0.0,0.9726,750.18,0.99802
19860,OCV,0.0,0.9696,750.02,0.99801
19890,OCV,0.0,0.9737,749.85,0.99801
19920,OCV,0.0,0.9693,749.68,0.99801
19950,OCV,0.0,0.9735,749.51,0.99801
19980,OCV,0.0,0.9705,749.34,0.998
20010,OCV,0.0,0.9725,749.17,0.998
20040,OCV,0.0,0.9745,749.0,0.998
20070,OCV,0.0,0.978,748.83,0.99799
20100,OCV,0.0,0.9712,748.66,0.99799
20130,OCV,0.0,0.9731,748.49,0.99799
20160,OCV,0.0,0.972,748.32,0.99798
20190,OCV,0.0,0.9718,748.15,0.99798
20220,OCV,0.0,0.9721,747.97,0.99798
20250,OCV,0.0,0.9753,747.8,0.99797
20280,OCV,0.0,0.9727,747.63,0.99797
20310,OCV,0.0,0.9782,747.46,0.99797
20340,OCV,0.0,0.9746,747.29,0.99797
20370,OCV,0.0,0.9718,747.12,0.99796
20400,OCV,0.0,0.9731,746.95,0.99796
20430,OCV,0.0,0.9723,746.77,0.99796
20460,OCV,0.0,0.9755,746.6,0.99795
20490,OCV,0.0,0.9707,746.43,0.99795
20520,OCV,0.0,0.9713,746.26,0.99795
20550,OCV,0.0,0.9728,746.08,0.99794
20580,OCV,0.0,0.9754,745.91,0.99794
20610,OCV,0.0,0.9766,745.74,0.99794
20640,OCV,0.0,0.9769,745.57,0.99794
20670,OCV,0.0,0.9753,745.39,0.99793
20700,SOEC,-0.5,2.282,745.22,0.99793
20730,SOEC,-0.5,2.2837,745.05,0.99793
20760,SOEC,-0.5,2.2799,744.87,0.99792
20790,SOEC,-0.5,2.2785,744.7,0.99792
20820,SOEC,-0.5,2.2832,744.53,0.99792
20850,SOEC,-0.5,2.2803,744.35,0.99791
20880,SOEC,-0.5,2.2822,744.18,0.99791
20910,SOEC,-0.5,2.2826,744.01,0.99791
20940,SOEC,-0.5,2.2829,743.83,0.99791
20970,SOEC,-0.5,2.2844,743.66,0.9979
21000,SOEC,-0.5,2.2842,743.49,0.9979
21030,SOEC,-0.5,2.283,743.31,0.9979
21060,SOEC,-0.5,2.2817,743.14,0.99789
21090,SOEC,-0.5,2.2829,742.96,0.99789
21120,SOEC,-0.5,2.2815,742.79,0.99789
21150,SOEC,-0.5,2.2824,742.62,0.99789
21180,SOEC,-0.5,2.288,742.44,0.99788
21210,SOEC,-0.5,2.2832,742.27,0.99788
21240,SOEC,-0.5,2.2838,742.09,0.99788
21270,SOEC,-0.5,2.2815,741.92,0.99787
21300,SOEC,-0.5,2.285,741.74,0.99787
21330,SOEC,-0.5,2.2846,741.57,0.99787
21360,SOEC,-0.5,2.2846,741.4,0.99786
21390,SOEC,-0.5,2.2836,741.22,0.99786
21420,SOEC,-0.5,2.2853,741.05,0.99786
21450,SOEC,-0.5,2.2858,740.87,0.99786
21480,SOEC,-0.5,2.2838,740.7,0.99785
21510,SOEC,-0.5,2.2831,740.52,0.99785
21540,SOEC,-0.5,2.2852,740.35,0.99785
21570,SOEC,-0.5,2.2816,740.17,0.99784
21600,SOEC,-0.5,2.282,740.0,0.99784
21630,SOEC,-0.5,2.2834,739.83,0.99784
21660,SOEC,-0.5,2.2801,739.65,0.99783
21690,SOEC,-0.5,2.2853,739.48,0.99783
21720,SOEC,-0.5,2.2818,739.3,0.99783
21750,SOEC,-0.5,2.2828,739.13,0.99782
21780,SOEC,-0.5,2.2834,738.95,0.99782
21810,SOEC,-0.5,2.2839,738.78,0.99782
21840,SOEC,-0.5,2.2832,738.6,0.99782
21870,SOEC,-0.5,2.2838,738.43,0.99781
21900,SOEC,-0.5,2.2839,738.26,0.99781
21930,SOEC,-0.5,2.2832,738.08,0.99781
21960,SOEC,-0.5,2.2826,737.91,0.9978
21990,SOEC,-0.5,2.2863,737.73,0.9978
22020,SOEC,-0.5,2.28,737.56,0.9978
22050,SOEC,-0.5,2.2839,737.38,0.99779
22080,SOEC,-0.5,2.2834,737.21,0.99779
22110,SOEC,-0.5,2.2852,737.04,0.99779
22140,SOEC,-0.5,2.2815,736.86,0.99779
22170,SOEC,-0.5,2.2835,736.69,0.99778
22200,SOEC,-0.5,2.2844,736.51,0.99778
22230,SOEC,-0.5,2.2868,736.34,0.99778
22260,SOEC,-0.5,2.2854,736.17,0.99777
22290,SOEC,-0.5,2.2824,735.99,0.99777
22320,SOEC,-0.5,2.2838,735.82,0.99777
22350,SOEC,-0.5,2.2866,735.65,0.99777
22380,SOEC,-0.5,2.2825,735.47,0.99776
22410,SOEC,-0.5,2.2848,735.3,0.99776
22440,SOEC,-0.5,2.285,735.13,0.99776
22470,SOEC,-0.5,2.2843,734.95,0.99775
22500,SOFC,0.5,-0.2924,734.78,0.99775
22530,SOFC,0.5,-0.2986,734.61,0.99775
22560,SOFC,0.5,-0.2968,734.43,0.99774
22590,SOFC,0.5,-0.2992,734.26,0.99774
22620,SOFC,0.5,-0.2966,734.09,0.99774
22650,SOFC,0.5,-0.2959,733.92,0.99774
22680,SOFC,0.5,-0.2988,733.74,0.99773
22710,SOFC,0.5,-0.2978,733.57,0.99773
22740,SOFC,0.5,-0.2994,733.4,0.99773
22770,SOFC,0.5,-0.2999,733.23,0.99772
22800,SOFC,0.5,-0.2955,733.05,0.99772
22830,SOFC,0.5,-0.2987,732.88,0.99772
22860,SOFC,0.5,-0.3024,732.71,0.99771
22890,SOFC,0.5,-0.294,732.54,0.99771
22920,SOFC,0.5,-0.2992,732.37,0.99771
22950,SOFC,0.5,-0.298,732.2,0.9977
22980,SOFC,0.5,-0.2943,732.03,0.9977
23010,SOFC,0.5,-0.2978,731.85,0.9977
23040,SOFC,0.5,-0.2978,731.68,0.9977
23070,SOFC,0.5,-0.3,731.51,0.99769
23100,SOFC,0.5,-0.3008,731.34,0.99769
23130,SOFC,0.5,-0.2978,731.17,0.99769
23160,SOFC,0.5,-0.2968,731.0,0.99768
23190,SOFC,0.5,-0.2969,730.83,0.99768
23220,SOFC,0.5,-0.2984,730.66,0.99768
23250,SOFC,0.5,-0.2974,730.49,0.99767
23280,SOFC,0.5,-0.3011,730.32,0.99767
23310,SOFC,0.5,-0.2965,730.15,0.99767
23340,SOFC,0.5,-0.2971,729.98,0.99767
23370,SOFC,0.5,-0.2935,729.82,0.99766
23400,SOFC,0.5,-0.2974,729.65,0.99766
23430,SOFC,0.5,-0.2993,729.48,0.99766
23460,SOFC,0.5,-0.2975,729.31,0.99765
23490,SOFC,0.5,-0.2981,729.14,0.99765
23520,SOFC,0.5,-0.2965,728.97,0.99765
23550,SOFC,0.5,-0.2973,728.81,0.99765
23580,SOFC,0.5,-0.2999,728.64,0.99764
23610,SOFC,0.5,-0.3007,728.47,0.99764
23640,SOFC,0.5,-0.2969,728.31,0.99764
23670,SOFC,0.5,-0.2946,728.14,0.99763
23700,SOFC,0.5,-0.2972,727.97,0.99763
23730,SOFC,0.5,-0.2958,727.81,0.99763
23760,SOFC,0.5,-0.2954,727.64,0.99762
23790,SOFC,0.5,-0.2969,727.47,0.99762
23820,SOFC,0.5,-0.299,727.31,0.99762
23850,SOFC,0.5,-0.297,727.14,0.99762
23880,SOFC,0.5,-0.295,726.98,0.99761
23910,SOFC,0.5,-0.2963,726.81,0.99761
23940,SOFC,0.5,-0.2959,726.65,0.99761
23970,SOFC,0.5,-0.2983,726.48,0.9976
24000,SOFC,0.5,-0.2978,726.32,0.9976
24030,SOFC,0.5,-0.2976,726.16,0.9976
24060,SOFC,0.5,-0.2975,725.99,0.99759
24090,SOFC,0.5,-0.2951,725.83,0.99759
24120,SOFC,0.5,-0.3021,725.67,0.99759
24150,SOFC,0.5,-0.2973,725.5,0.99759
24180,SOFC,0.5,-0.2976,725.34,0.99758
24210,SOFC,0.5,-0.3002,725.18,0.99758
24240,SOFC,0.5,-0.2961,725.02,0.99758
24270,SOFC,0.5,-0.2989,724.85,0.99757
24300,OCV,0.0,0.9785,724.69,0.99757
24330,OCV,0.0,0.983,724.53,0.99757
24360,OCV,0.0,0.9813,724.37,0.99756
24390,OCV,0.0,0.9805,724.21,0.99756
24420,OCV,0.0,0.9802,724.05,0.99756
24450,OCV,0.0,0.9791,723.89,0.99755
24480,OCV,0.0,0.9835,723.73,0.99755
24510,OCV,0.0,0.9811,723.57,0.99755
24540,OCV,0.0,0.9781,723.41,0.99755
24570,OCV,0.0,0.9768,723.25,0.99754
24600,OCV,0.0,0.9808,723.1,0.99754
24630,OCV,0.0,0.9796,722.94,0.99754
24660,OCV,0.0,0.9769,722.78,0.99753
24690,OCV,0.0,0.9806,722.62,0.99753
24720,OCV,0.0,0.9793,722.47,0.99753
24750,OCV,0.0,0.9809,722.31,0.99752
24780,OCV,0.0,0.9807,722.15,0.99752
24810,OCV,0.0,0.9787,722.0,0.99752
24840,OCV,0.0,0.9812,721.84,0.99752
24870,OCV,0.0,0.979,721.69,0.99751
24900,OCV,0.0,0.9791,721.53,0.99751
24930,OCV,0.0,0.979,721.38,0.99751
24960,OCV,0.0,0.9824,721.22,0.9975
24990,OCV,0.0,0.9796,721.07,0.9975
25020,OCV,0.0,0.9829,720.91,0.9975
25050,OCV,0.0,0.9838,720.76,0.9975
25080,OCV,0.0,0.9788,720.61,0.99749
25110,OCV,0.0,0.9744,720.46,0.99749
25140,OCV,0.0,0.9824,720.3,0.99749
25170,OCV,0.0,0.9797,720.15,0.99748
25200,SOEC,-0.5,2.2901,720.0,0.99748
25230,SOEC,-0.5,2.2907,719.85,0.99748
25260,SOEC,-0.5,2.2912,719.7,0.99747
25290,SOEC,-0.5,2.2947,719.55,0.99747
25320,SOEC,-0.5,2.2925,719.4,0.99747
25350,SOEC,-0.5,2.2948,719.25,0.99747
25380,SOEC,-0.5,2.2933,719.1,0.99746
25410,SOEC,-0.5,2.2918,718.95,0.99746
25440,SOEC,-0.5,2.2917,718.8,0.99746
25470,SOEC,-0.5,2.2937,718.66,0.99745
25500,SOEC,-0.5,2.2943,718.51,0.99745
25530,SOEC,-0.5,2.2948,718.36,0.99745
25560,SOEC,-0.5,2.2923,718.21,0.99744
25590,SOEC,-0.5,2.2933,718.07,0.99744
25620,SOEC,-0.5,2.2942,717.92,0.99744
25650,SOEC,-0.5,2.2923,717.78,0.99743
25680,SOEC,-0.5,2.2909,717.63,0.99743
25710,SOEC,-0.5,2.2917,717.49,0.99743
25740,SOEC,-0.5,2.2929,717.34,0.99743
25770,SOEC,-0.5,2.2948,717.2,0.99742
25800,SOEC,-0.5,2.296,717.06,0.99742
25830,SOEC,-0.5,2.2909,716.91,0.99742
25860,SOEC,-0.5,2.2925,716.77,0.99741
25890,SOEC,-0.5,2.2931,716.63,0.99741
25920,SOEC,-0.5,2.2954,716.49,0.99741
25950,SOEC,-0.5,2.2929,716.35,0.9974
25980,SOEC,-0.5,2.2932,716.21,0.9974
26010,SOEC,-0.5,2.2913,716.07,0.9974
26040,SOEC,-0.5,2.2952,715.93,0.9974
26070,SOEC,-0.5,2.294,715.79,0.99739
26100,SOEC,-0.5,2.2931,715.65,0.99739
26130,SOEC,-0.5,2.2939,715.51,0.99739
26160,SOEC,-0.5,2.2968,715.37,0.99738
26190,SOEC,-0.5,2.2926,715.24,0.99738
26220,SOEC,-0.5,2.293,715.1,0.99738
26250,SOEC,-0.5,2.2973,714.96,0.99738
26280,SOEC,-0.5,2.295,714.83,0.99737
26310,SOEC,-0.5,2.2963,714.69,0.99737
26340,SOEC,-0.5,2.2959,714.56,0.99737
26370,SOEC,-0.5,2.2951,714.42,0.99736
26400,SOEC,-0.5,2.2945,714.29,0.99736
26430,SOEC,-0.5,2.297,714.16,0.99736
26460,SOEC,-0.5,2.2977,714.02,0.99735
26490,SOEC,-0.5,2.2976,713.89,0.99735
26520,SOEC,-0.5,2.2932,713.76,0.99735
26550,SOEC,-0.5,2.2982,713.63,0.99735
26580,SOEC,-0.5,2.295,713.5,0.99734
26610,SOEC,-0.5,2.2943,713.36,0.99734
26640,SOEC,-0.5,2.2956,713.23,0.99734
26670,SOEC,-0.5,2.2976,713.11,0.99733
26700,SOEC,-0.5,2.2971,712.98,0.99733
26730,SOEC,-0.5,2.2956,712.85,0.99733
26760,SOEC,-0.5,2.2979,712.72,0.99732
26790,SOEC,-0.5,2.2966,712.59,0.99732
26820,SOEC,-0.5,2.2952,712.47,0.99732
26850,SOEC,-0.5,2.2951,712.34,0.99731
26880,SOEC,-0.5,2.2974,712.21,0.99731
26910,SOEC,-0.5,2.2965,712.09,0.99731
26940,SOEC,-0.5,2.294,711.96,0.99731
26970,SOEC,-0.5,2.2985,711.84,0.9973
27000,SOFC,0.5,-0.3001,711.72,0.9973
27030,SOFC,0.5,-0.296,711.59,0.9973
27060,SOFC,0.5,-0.302,711.47,0.99729
27090,SOFC,0.5,-0.2996,711.35,0.99729
27120,SOFC,0.5,-0.3006,711.23,0.99729
27150,SOFC,0.5,-0.3012,711.11,0.99728
27180,SOFC,0.5,-0.3003,710.99,0.99728
27210,SOFC,0.5,-0.2958,710.87,0.99728
27240,SOFC,0.5,-0.2991,710.75,0.99728
27270,SOFC,0.5,-0.301,710.63,0.99727
27300,SOFC,0.5,-0.3031,710.51,0.99727
27330,SOFC,0.5,-0.3029,710.39,0.99727
27360,SOFC,0.5,-0.3005,710.27,0.99726
27390,SOFC,0.5,-0.3008,710.16,0.99726
27420,SOFC,0.5,-0.3,710.04,0.99726
27450,SOFC,0.5,-0.3041,709.93,0.99726
27480,SOFC,0.5,-0.2998,709.81,0.99725
27510,SOFC,0.5,-0.2976,709.7,0.99725
27540,SOFC,0.5,-0.2964,709.58,0.99725
27570,SOFC,0.5,-0.3035,709.47,0.99724
27600,SOFC,0.5,-0.3013,709.36,0.99724
27630,SOFC,0.5,-0.3014,709.25,0.99724
27660,SOFC,0.5,-0.2995,709.14,0.99723
27690,SOFC,0.5,-0.3022,709.02,0.99723
27720,SOFC,0.5,-0.2965,708.91,0.99723
27750,SOFC,0.5,-0.2998,708.8,0.99723
27780,SOFC,0.5,-0.3001,708.7,0.99722
27810,SOFC,0.5,-0.2967,708.59,0.99722
27840,SOFC,0.5,-0.3,708.48,0.99722
27870,SOFC,0.5,-0.2992,708.37,0.99721
27900,SOFC,0.5,-0.3015,708.27,0.99721
27930,SOFC,0.5,-0.3028,708.16,0.99721
27960,SOFC,0.5,-0.3013,708.05,0.9972
27990,SOFC,0.5,-0.2957,707.95,0.9972
28020,SOFC,0.5,-0.2989,707.85,0.9972
28050,SOFC,0.5,-0.2996,707.74,0.9972
28080,SOFC,0.5,-0.3021,707.64,0.99719
28110,SOFC,0.5,-0.2984,707.54,0.99719
28140,SOFC,0.5,-0.303,707.44,0.99719
28170,SOFC,0.5,-0.3034,707.33,0.99718
28200,SOFC,0.5,-0.3014,707.23,0.99718
28230,SOFC,0.5,-0.2964,707.13,0.99718
28260,SOFC,0.5,-0.2966,707.03,0.99717
28290,SOFC,0.5,-0.3013,706.94,0.99717
28320,SOFC,0.5,-0.3018,706.84,0.99717
28350,SOFC,0.5,-0.3037,706.74,0.99716
28380,SOFC,0.5,-0.3003,706.64,0.99716
28410,SOFC,0.5,-0.3002,706.55,0.99716
28440,SOFC,0.5,-0.299,706.45,0.99716
28470,SOFC,0.5,-0.2988,706.36,0.99715
28500,SOFC,0.5,-0.301,706.26,0.99715
28530,SOFC,0.5,-0.2995,706.17,0.99715
28560,SOFC,0.5,-0.3021,706.08,0.99714
28590,SOFC,0.5,-0.2996,705.99,0.99714
28620,SOFC,0.5,-0.3018,705.89,0.99714
28650,SOFC,0.5,-0.2999,705.8,0.99713
28680,SOFC,0.5,-0.3,705.71,0.99713
28710,SOFC,0.5,-0.3007,705.62,0.99713
28740,SOFC,0.5,-0.2993,705.53,0.99713
28770,SOFC,0.5,-0.304,705.45,0.99712
28800,OCV,0.0,0.9817,705.36,0.99712
28830,OCV,0.0,0.9833,705.27,0.99712
28860,OCV,0.0,0.981,705.19,0.99711
28890,OCV,0.0,0.9831,705.1,0.99711
28920,OCV,0.0,0.9832,705.02,0.99711
28950,OCV,0.0,0.9866,704.93,0.99711
28980,OCV,0.0,0.9843,704.85,0.9971
29010,OCV,0.0,0.986,704.76,0.9971
29040,OCV,0.0,0.9846,704.68,0.9971
29070,OCV,0.0,0.983,704.6,0.99709
29100,OCV,0.0,0.9843,704.52,0.99709
29130,OCV,0.0,0.9855,704.44,0.99709
29160,OCV,0.0,0.9865,704.36,0.99708
29190,OCV,0.0,0.9838,704.28,0.99708
29220,OCV,0.0,0.9808,704.2,0.99708
29250,OCV,0.0,0.9807,704.13,0.99708
29280,OCV,0.0,0.9835,704.05,0.99707
29310,OCV,0.0,0.9795,703.97,0.99707
29340,OCV,0.0,0.9878,703.9,0.99707
29370,OCV,0.0,0.9854,703.82,0.99706
29400,OCV,0.0,0.9829,703.75,0.99706
29430,OCV,0.0,0.982,703.67,0.99706
29460,OCV,0.0,0.9863,703.6,0.99705
29490,OCV,0.0,0.982,703.53,0.99705
29520,OCV,0.0,0.9822,703.46,0.99705
29550,OCV,0.0,0.9828,703.39,0.99704
29580,OCV,0.0,0.9845,703.32,0.99704
29610,OCV,0.0,0.9856,703.25,0.99704
29640,OCV,0.0,0.9867,703.18,0.99704
29670,OCV,0.0,0.9864,703.11,0.99703
29700,SOEC,-0.5,2.3032,703.04,0.99703
29730,SOEC,-0.5,2.3053,702.98,0.99703
29760,SOEC,-0.5,2.302,702.91,0.99702
29790,SOEC,-0.5,2.2997,702.85,0.99702
29820,SOEC,-0.5,2.3021,702.78,0.99702
29850,SOEC,-0.5,2.3019,702.72,0.99701
29880,SOEC,-0.5,2.3022,702.66,0.99701
29910,SOEC,-0.5,2.3016,702.59,0.99701
29940,SOEC,-0.5,2.3027,702.53,0.99701
29970,SOEC,-0.5,2.3049,702.47,0.997
30000,SOEC,-0.5,2.3071,702.41,0.997
30030,SOEC,-0.5,2.3003,702.35,0.997
30060,SOEC,-0.5,2.3012,702.29,0.99699
30090,SOEC,-0.5,2.3023,702.24,0.99699
30120,SOEC,-0.5,2.3054,702.18,0.99699
30150,SOEC,-0.5,2.3035,702.12,0.99699
30180,SOEC,-0.5,2.3025,702.07,0.99698
30210,SOEC,-0.5,2.3054,702.01,0.99698
30240,SOEC,-0.5,2.306,701.96,0.99698
30270,SOEC,-0.5,2.3041,701.9,0.99697
30300,SOEC,-0.5,2.3025,701.85,0.99697
30330,SOEC,-0.5,2.3047,701.8,0.99697
30360,SOEC,-0.5,2.3037,701.75,0.99696
30390,SOEC,-0.5,2.3038,701.7,0.99696
30420,SOEC,-0.5,2.3033,701.65,0.99696
30450,SOEC,-0.5,2.3062,701.6,0.99696
30480,SOEC,-0.5,2.3049,701.55,0.99695
30510,SOEC,-0.5,2.3065,701.5,0.99695
30540,SOEC,-0.5,2.3071,701.45,0.99695
30570,SOEC,-0.5,2.3054,701.41,0.99694
30600,SOEC,-0.5,2.3035,701.36,0.99694
30630,SOEC,-0.5,2.3066,701.32,0.99694
30660,SOEC,-0.5,2.3055,701.27,0.99693
30690,SOEC,-0.5,2.3098,701.23,0.99693
30720,SOEC,-0.5,2.3053,701.19,0.99693
30750,SOEC,-0.5,2.3061,701.15,0.99692
30780,SOEC,-0.5,2.3053,701.11,0.99692
30810,SOEC,-0.5,2.3045,701.06,0.99692
30840,SOEC,-0.5,2.3042,701.03,0.99692
30870,SOEC,-0.5,2.3054,700.99,0.99691
30900,SOEC,-0.5,2.3059,700.95,0.99691
30930,SOEC,-0.5,2.3072,700.91,0.99691
30960,SOEC,-0.5,2.3055,700.87,0.9969
30990,SOEC,-0.5,2.304,700.84,0.9969
31020,SOEC,-0.5,2.3043,700.8,0.9969
31050,SOEC,-0.5,2.3023,700.77,0.99689
31080,SOEC,-0.5,2.3083,700.73,0.99689
31110,SOEC,-0.5,2.3039,700.7,0.99689
31140,SOEC,-0.5,2.307,700.67,0.99689
31170,SOEC,-0.5,2.3056,700.64,0.99688
31200,SOEC,-0.5,2.3057,700.61,0.99688
31230,SOEC,-0.5,2.3048,700.58,0.99688
31260,SOEC,-0.5,2.3035,700.55,0.99687
31290,SOEC,-0.5,2.3032,700.52,0.99687
31320,SOEC,-0.5,2.3086,700.49,0.99687
31350,SOEC,-0.5,2.3054,700.47,0.99687
31380,SOEC,-0.5,2.3074,700.44,0.99686
31410,SOEC,-0.5,2.308,700.41,0.99686
31440,SOEC,-0.5,2.3044,700.39,0.99686
31470,SOEC,-0.5,2.3061,700.37,0.99685
31500,SOFC,0.5,-0.3027,700.34,0.99685
31530,SOFC,0.5,-0.3051,700.32,0.99685
31560,SOFC,0.5,-0.3032,700.3,0.99684
