sample_id,sand_content_percent,fines_content_percent,d10_mm,d30_mm,d50_mm,d60_mm,d90_mm,cu,cc,relative_density_percent,void_ratio,porosity,friction_angle_deg,dilation_angle_deg,critical_state_phi_deg,mean_effective_stress_kpa,cyclic_stress_ratio,n1_60,qc1n,b_pt,ru_peak,liquefaction_triggered,k0,material,dataset,liquid_limit,plastic_limit,plasticity_index,preconsolidation_stress_kpa,vertical_effective_stress_kpa,ocr,natural_water_content_percent,su_kpa,sensitivity,pore_pressure_ratio,clay_mineral,log10_k_m_per_s,case_id,case_type,magnitude_mw,peak_ground_acc_g,groundwater_depth_m,pore_pressure_ratio_peak,uplift_displacement_m,structural_damage_index,notes,groundwater_level_m,rainfall_event_mm,slope_angle_deg,depth_to_slip_surface_m,factor_of_safety,slip_surface_formed
SAND_00096,84.66,13.94,0.1611,0.2703,0.25,0.2771,0.3325,1.72,1.637,48.6,0.693,0.409,32.62,0.94,31.68,43.8,0.227,16.6,85.6,0.602,0.64,0,0.461,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00097,87.09,12.95,0.1943,0.5175,0.4725,0.6895,0.6077,3.549,1.999,40.7,0.739,0.425,32.44,0.98,31.47,134.2,0.249,20.1,89.2,0.698,0.76,0,0.464,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00098,91.69,8.01,0.196,0.4158,0.4938,0.7677,0.6211,3.917,1.149,93.4,0.629,0.386,39.21,4.29,34.92,187.1,0.269,42.8,173.5,0.457,0.525,0,0.368,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00099,93.57,6.63,0.0741,0.1701,0.2018,0.2261,0.3236,3.052,1.728,63.6,0.734,0.423,36.91,5.6,31.32,223.9,0.326,24.5,95.6,0.749,0.7,0,0.399,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00100,84.32,18.52,0.342,0.5711,0.6339,0.84,1.2197,2.456,1.135,50.7,0.796,0.443,33.6,2.8,30.8,216.8,0.211,19.6,74.8,0.675,0.523,0,0.447,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00101,99.82,0.0,0.492,0.5642,0.6941,1.0155,0.8701,2.064,0.637,69.7,0.684,0.406,38.06,4.81,33.25,102.5,0.232,15.9,105.5,0.349,0.553,0,0.384,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00102,86.67,13.03,0.1044,0.2077,0.2195,0.2619,0.4588,2.508,1.577,51.2,0.782,0.439,34.28,1.65,32.63,208.6,0.152,20.2,76.6,0.627,0.455,0,0.437,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00103,89.83,11.28,0.249,0.4287,0.4705,0.5883,0.994,2.362,1.254,62.1,0.663,0.399,34.56,1.9,32.66,109.3,0.197,25.0,130.5,0.696,0.454,0,0.433,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00104,93.27,8.12,0.2327,0.3247,0.3498,0.4973,0.4644,2.137,0.911,100.0,0.581,0.368,39.58,6.97,32.61,128.7,0.344,40.4,177.5,0.353,0.684,0,0.363,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00105,100.0,0.0,0.1352,0.2476,0.2845,0.3292,0.342,2.435,1.377,47.1,0.789,0.441,34.76,0.36,34.41,94.2,0.366,17.4,97.8,0.526,0.871,1,0.43,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00106,98.88,0.0,0.1078,0.2467,0.2652,0.3135,0.522,2.909,1.802,65.3,0.759,0.432,35.06,1.86,33.2,175.4,0.256,24.7,117.8,0.688,0.585,0,0.426,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00107,93.19,3.51,0.1261,0.2907,0.3007,0.4007,0.578,3.178,1.672,72.4,0.69,0.408,36.45,4.32,32.13,77.2,0.301,29.2,152.3,0.618,0.663,0,0.406,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00108,95.14,3.14,0.2609,0.3221,0.3662,0.5068,0.7999,1.943,0.784,35.5,0.827,0.453,35.52,3.2,32.31,68.0,0.215,16.4,77.4,0.491,0.634,0,0.419,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00109,82.84,17.41,0.1574,0.3596,0.3284,0.4077,0.5247,2.59,2.015,58.2,0.819,0.45,33.4,0.86,32.54,74.2,0.202,27.2,121.7,0.722,0.597,0,0.449,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00110,99.49,1.67,0.1652,0.3263,0.3813,0.4788,0.5674,2.899,1.347,52.8,0.791,0.442,30.65,0.0,32.79,147.0,0.21,26.2,102.6,0.563,0.58,0,0.49,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00111,88.55,11.21,0.3,0.4646,0.4762,0.6823,0.6184,2.274,1.054,86.6,0.622,0.384,36.7,4.17,32.54,69.2,0.247,38.5,159.3,0.613,0.542,0,0.402,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00112,88.19,12.36,0.0851,0.1664,0.205,0.2698,0.3194,3.171,1.207,86.2,0.622,0.384,38.8,5.47,33.34,116.2,0.303,37.2,179.8,0.509,0.556,0,0.373,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00113,87.45,10.52,0.1124,0.1703,0.1724,0.2314,0.2923,2.06,1.116,71.0,0.637,0.389,33.51,2.58,30.93,66.9,0.311,28.2,107.1,0.535,0.645,0,0.448,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00114,92.01,7.08,0.2029,0.2337,0.2874,0.3203,0.4888,1.579,0.841,63.3,0.747,0.428,34.89,0.19,34.7,154.1,0.315,23.7,90.7,0.569,0.669,0,0.428,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00115,100.0,0.47,0.1409,0.361,0.4002,0.54,0.688,3.832,1.713,69.2,0.689,0.408,37.43,4.15,33.29,94.2,0.167,26.3,111.2,0.467,0.478,0,0.392,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00116,93.79,5.63,0.0893,0.144,0.1741,0.2201,0.2602,2.464,1.056,52.5,0.781,0.438,35.27,2.27,33.0,223.5,0.234,22.7,96.8,0.634,0.634,0,0.423,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00117,94.66,2.78,0.1566,0.2655,0.2651,0.306,0.5553,1.953,1.47,68.6,0.678,0.404,36.37,4.66,31.72,107.3,0.287,30.5,140.5,0.817,0.635,0,0.407,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00118,88.95,13.14,0.0863,0.1825,0.1951,0.2692,0.2879,3.121,1.435,72.0,0.747,0.427,37.14,3.61,33.53,67.9,0.264,24.1,92.2,0.564,0.578,0,0.396,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00119,88.79,12.49,0.2923,0.3365,0.39,0.5784,0.7949,1.979,0.67,53.0,0.77,0.435,35.17,1.51,33.66,191.4,0.077,20.8,99.5,0.581,0.258,0,0.424,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00120,86.62,14.01,0.2054,0.3848,0.4039,0.4891,0.6192,2.381,1.474,65.8,0.695,0.41,34.81,2.16,32.66,171.2,0.433,28.9,131.5,0.677,0.921,0,0.429,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00121,93.98,4.48,0.2694,0.3196,0.3686,0.4151,0.7977,1.541,0.913,68.1,0.673,0.402,36.79,5.57,31.22,58.4,0.096,27.3,98.6,0.701,0.333,0,0.401,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00122,88.8,11.23,0.2326,0.5475,0.5998,0.8825,1.2556,3.794,1.46,39.2,0.743,0.426,29.29,0.0,31.58,201.5,0.195,15.6,101.7,0.599,0.598,0,0.511,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00123,87.08,13.16,0.2412,0.3642,0.3617,0.4948,0.6968,2.051,1.111,40.7,0.764,0.433,32.12,0.0,33.75,30.0,0.24,15.9,61.6,0.673,0.753,0,0.468,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00124,92.41,6.39,0.1764,0.3768,0.4578,0.6074,0.7722,3.443,1.325,58.7,0.746,0.427,36.35,4.0,32.35,110.9,0.304,19.8,59.7,0.585,0.684,0,0.407,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00125,97.51,2.65,0.1249,0.2251,0.2374,0.3636,0.4977,2.912,1.115,30.7,0.853,0.46,32.47,0.0,33.02,147.4,0.12,9.8,50.0,0.637,0.513,0,0.463,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00126,85.2,13.66,0.0993,0.1948,0.2365,0.377,0.4999,3.796,1.014,20.9,0.848,0.459,30.37,0.0,34.48,135.5,0.224,5.1,50.0,0.555,0.812,1,0.494,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00127,89.21,12.82,0.2002,0.4162,0.3794,0.4832,0.6092,2.414,1.79,69.2,0.663,0.399,36.76,4.27,32.49,188.1,0.32,28.9,146.5,0.505,0.64,0,0.401,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00128,81.58,13.97,0.1414,0.2804,0.2965,0.3879,0.4859,2.744,1.434,83.8,0.739,0.425,39.06,5.82,33.24,147.2,0.179,37.1,159.1,0.697,0.35,0,0.37,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00129,89.56,9.63,0.2728,0.4045,0.457,0.5391,0.7972,1.976,1.112,83.0,0.629,0.386,36.16,3.36,32.8,127.0,0.289,34.1,135.4,0.48,0.621,0,0.41,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00130,93.73,7.94,0.2728,0.365,0.4258,0.6311,0.5314,2.314,0.774,65.4,0.738,0.425,37.31,4.25,33.05,80.9,0.204,20.8,100.9,0.44,0.449,0,0.394,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00131,84.15,17.49,0.318,0.4342,0.4846,0.5965,1.0643,1.876,0.994,73.1,0.726,0.421,33.55,1.56,31.99,142.5,0.135,26.9,115.7,0.5,0.439,0,0.447,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00132,85.95,12.67,0.169,0.3113,0.2874,0.4502,0.4626,2.664,1.273,34.3,0.82,0.451,32.33,0.0,32.64,179.7,0.202,12.1,65.4,0.616,0.711,0,0.465,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00133,98.75,1.4,0.2764,0.3734,0.3728,0.502,0.4667,1.816,1.005,70.7,0.755,0.43,36.51,2.26,34.24,53.5,0.281,24.4,111.3,0.77,0.704,0,0.405,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00134,99.23,1.27,0.1407,0.2998,0.348,0.4469,0.4359,3.177,1.43,83.6,0.651,0.394,38.22,4.25,33.97,168.0,0.229,27.3,113.9,0.449,0.506,0,0.381,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00135,85.5,15.21,0.1194,0.2383,0.232,0.2613,0.4958,2.189,1.82,74.7,0.698,0.411,37.0,5.15,31.85,104.3,0.16,26.7,121.5,0.539,0.419,0,0.398,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00136,99.22,2.5,0.1366,0.3359,0.322,0.418,0.5991,3.06,1.976,63.7,0.738,0.425,34.27,0.0,35.24,231.3,0.283,23.9,112.4,0.431,0.698,0,0.437,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00137,88.22,12.56,0.2313,0.3142,0.3264,0.5147,0.5739,2.225,0.829,60.2,0.797,0.444,34.69,1.88,32.81,229.4,0.24,24.7,126.7,0.599,0.6,0,0.431,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00138,93.35,8.6,0.1706,0.3707,0.4023,0.4432,0.8378,2.598,1.818,72.6,0.685,0.406,37.53,6.23,31.3,161.4,0.186,28.1,115.5,0.441,0.461,0,0.391,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00139,95.39,9.84,0.1111,0.2455,0.293,0.4686,0.4539,4.217,1.157,84.3,0.679,0.404,37.83,7.35,30.48,161.1,0.118,31.9,133.1,0.646,0.182,0,0.387,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00140,81.18,18.18,0.192,0.3816,0.3471,0.4846,0.451,2.523,1.565,93.2,0.685,0.407,39.1,7.08,32.02,236.7,0.307,30.6,141.2,0.655,0.553,0,0.369,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00141,87.34,12.59,0.1238,0.359,0.345,0.4582,0.6286,3.701,2.273,20.0,0.886,0.47,30.81,0.0,30.92,135.5,0.138,9.2,50.0,0.531,0.545,0,0.488,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00142,90.78,5.73,0.2872,0.5745,0.6544,0.9935,1.2786,3.459,1.157,87.3,0.667,0.4,36.26,3.39,32.87,179.4,0.11,31.4,142.5,0.393,0.31,0,0.409,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00143,89.14,10.9,0.1595,0.3005,0.3353,0.4075,0.5671,2.555,1.389,62.0,0.662,0.398,36.42,3.98,32.45,120.1,0.195,26.9,125.9,0.459,0.628,0,0.406,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00144,95.21,4.2,0.2108,0.562,0.5962,0.7525,0.9546,3.569,1.991,37.4,0.789,0.441,32.6,0.33,32.27,170.0,0.213,13.7,83.0,0.39,0.599,0,0.461,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00145,89.5,6.87,0.1061,0.2705,0.2904,0.3722,0.6219,3.507,1.852,83.8,0.676,0.403,37.62,5.83,31.79,135.4,0.293,29.9,131.0,0.912,0.518,0,0.39,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00146,100.0,0.0,0.1632,0.2691,0.259,0.2892,0.563,1.772,1.534,39.6,0.831,0.454,29.43,0.0,32.13,124.6,0.291,14.3,52.0,0.486,0.734,0,0.509,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00147,87.67,11.56,0.2174,0.2972,0.31,0.3433,0.3906,1.579,1.184,79.0,0.678,0.404,37.8,5.41,32.39,151.8,0.116,30.2,137.4,0.721,0.299,0,0.387,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00148,94.7,5.53,0.1506,0.279,0.2587,0.3237,0.4453,2.15,1.597,56.4,0.771,0.435,34.38,1.29,33.09,108.0,0.197,21.5,89.6,0.671,0.523,0,0.435,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00149,85.38,17.17,0.0978,0.2077,0.2209,0.3374,0.4225,3.449,1.307,92.8,0.542,0.351,37.0,4.94,32.07,200.1,0.237,39.4,146.5,0.562,0.35,0,0.398,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00150,91.93,8.37,0.2673,0.5133,0.4813,0.5899,1.011,2.207,1.671,64.2,0.805,0.446,35.53,1.5,34.04,133.3,0.281,28.9,115.1,0.748,0.584,0,0.419,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00151,86.99,10.2,0.1546,0.3867,0.4035,0.5428,0.8484,3.511,1.782,100.0,0.662,0.398,40.3,7.86,32.44,301.8,0.161,37.8,181.0,0.311,0.307,0,0.353,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00152,80.65,25.0,0.2848,0.4269,0.4352,0.5778,0.8783,2.029,1.108,84.1,0.67,0.401,37.81,6.51,31.3,200.1,0.241,31.2,133.6,0.482,0.478,0,0.387,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00153,83.91,14.65,0.2873,0.3982,0.3845,0.4806,0.5326,1.673,1.149,46.9,0.751,0.429,33.81,0.89,32.92,98.9,0.152,16.8,80.1,0.541,0.484,0,0.444,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00154,86.58,12.54,0.1899,0.5266,0.4794,0.5427,0.6404,2.857,2.69,63.4,0.792,0.442,35.16,2.04,33.12,202.3,0.062,23.0,106.3,0.859,0.277,0,0.424,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00155,100.0,0.0,0.0878,0.177,0.1762,0.2129,0.2993,2.425,1.677,52.3,0.79,0.441,35.6,2.41,33.19,287.3,0.152,14.6,62.9,0.353,0.46,0,0.418,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00156,91.0,12.05,0.2308,0.3799,0.4534,0.5365,0.8011,2.324,1.166,44.3,0.768,0.434,34.13,1.43,32.7,188.0,0.162,14.9,52.2,0.572,0.532,0,0.439,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00157,87.98,12.51,0.2051,0.2305,0.2823,0.336,0.3499,1.638,0.771,72.6,0.658,0.397,35.93,3.56,32.38,30.0,0.313,25.2,115.3,0.474,0.736,0,0.413,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00158,85.86,16.16,0.189,0.3287,0.3387,0.4273,0.6351,2.261,1.337,60.0,0.75,0.429,34.75,1.63,33.12,242.1,0.226,21.5,90.4,0.304,0.544,0,0.43,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00159,97.11,2.65,0.1548,0.2514,0.2746,0.3055,0.4007,1.974,1.337,63.3,0.718,0.418,36.37,2.62,33.75,132.5,0.124,21.4,80.2,0.429,0.432,0,0.407,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00160,83.34,16.42,0.2085,0.4231,0.4576,0.5934,0.9401,2.847,1.447,81.7,0.602,0.376,37.99,5.47,32.52,182.2,0.207,33.7,158.0,0.297,0.39,0,0.384,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00161,79.71,20.76,0.3041,0.4421,0.4321,0.4758,0.8224,1.564,1.351,100.0,0.621,0.383,38.22,3.45,34.77,189.3,0.321,36.1,165.3,0.569,0.627,0,0.381,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00162,92.77,6.8,0.1899,0.3702,0.4331,0.6054,0.7682,3.188,1.192,72.8,0.679,0.404,37.32,3.02,34.29,81.9,0.323,25.6,115.1,0.588,0.609,0,0.394,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00163,93.89,8.88,0.4944,0.6987,0.7424,0.9104,0.9554,1.841,1.085,79.8,0.704,0.413,37.38,5.27,32.11,212.7,0.14,33.4,137.1,0.548,0.242,0,0.393,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00164,85.51,17.34,0.4232,1.0703,1.0827,1.6416,2.1078,3.879,1.649,49.4,0.779,0.438,33.11,0.2,32.91,50.7,0.091,15.3,61.4,0.733,0.388,0,0.454,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00165,82.09,21.43,0.1846,0.4598,0.5118,0.7693,0.7887,4.167,1.489,72.9,0.675,0.403,34.96,2.71,32.24,176.3,0.244,31.8,166.1,0.583,0.608,0,0.427,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00166,92.18,8.18,0.229,0.3605,0.3454,0.3948,0.4538,1.724,1.438,67.4,0.799,0.444,34.98,3.08,31.91,236.8,0.143,28.4,121.6,0.252,0.341,0,0.427,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00167,92.31,5.48,0.2556,0.3564,0.4369,0.5023,0.9415,1.965,0.989,68.5,0.677,0.404,37.66,3.35,34.3,157.4,0.113,22.0,91.1,0.497,0.323,0,0.389,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00168,85.34,17.73,0.0913,0.142,0.1771,0.2511,0.31,2.749,0.879,62.3,0.784,0.44,33.97,2.55,31.41,174.7,0.117,22.9,86.0,0.52,0.348,0,0.441,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00169,82.3,18.55,0.1761,0.3322,0.3218,0.4757,0.5135,2.702,1.318,55.7,0.722,0.419,33.54,2.18,31.37,145.2,0.245,17.4,78.3,0.459,0.65,0,0.447,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00170,90.14,9.67,0.1471,0.1904,0.202,0.3154,0.4291,2.145,0.781,95.7,0.583,0.368,37.19,4.8,32.39,110.3,0.205,34.6,145.7,0.514,0.355,0,0.396,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00171,84.51,15.21,0.1425,0.3046,0.2878,0.3847,0.5814,2.7,1.692,44.2,0.758,0.431,30.16,0.76,29.4,59.4,0.15,20.2,89.0,0.926,0.451,0,0.498,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00172,79.73,19.51,0.3567,0.4957,0.504,0.6155,1.1077,1.725,1.119,79.7,0.649,0.394,36.19,1.3,34.89,154.5,0.05,32.5,141.7,0.747,0.15,0,0.409,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00173,87.17,16.87,0.1502,0.2955,0.2911,0.3567,0.5194,2.376,1.63,50.6,0.751,0.429,31.76,0.0,32.29,124.9,0.152,21.7,132.4,0.592,0.425,0,0.474,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00174,88.2,8.17,0.166,0.1998,0.226,0.3363,0.4388,2.026,0.715,38.9,0.898,0.473,31.38,0.0,33.17,150.4,0.122,16.0,60.9,0.786,0.441,0,0.479,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00175,91.52,10.03,0.2555,0.3098,0.3726,0.4459,0.693,1.745,0.843,100.0,0.672,0.402,39.1,6.71,32.39,248.5,0.301,39.9,171.4,0.383,0.573,0,0.369,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00176,87.57,12.79,0.1149,0.1611,0.1985,0.3151,0.2678,2.743,0.716,57.1,0.741,0.426,34.34,0.29,34.05,122.1,0.225,23.7,134.8,0.527,0.604,0,0.436,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00177,94.95,8.36,0.3029,0.4211,0.4464,0.5997,0.7595,1.98,0.976,56.4,0.81,0.447,34.8,1.43,33.38,153.9,0.321,18.3,76.6,0.501,0.838,0,0.429,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00178,91.21,10.04,0.157,0.2092,0.239,0.3289,0.3208,2.095,0.847,100.0,0.568,0.362,39.38,6.5,32.88,163.9,0.222,34.7,141.7,0.579,0.457,0,0.366,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00179,92.61,5.93,0.3998,0.9516,0.9934,1.4187,2.1718,3.549,1.597,33.7,0.832,0.454,32.08,0.31,31.76,114.9,0.295,19.3,70.3,0.424,0.854,0,0.469,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00180,91.13,5.9,0.2983,0.5195,0.6107,0.8511,1.2668,2.853,1.063,51.1,0.723,0.42,34.58,0.0,34.62,141.7,0.276,15.0,56.4,0.398,0.693,0,0.432,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00181,86.36,16.48,0.1686,0.3402,0.327,0.4737,0.4179,2.809,1.449,52.0,0.724,0.42,33.73,0.47,33.26,178.2,0.05,18.8,90.8,0.697,0.201,0,0.445,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00182,97.2,3.11,0.1719,0.2843,0.2941,0.3484,0.4293,2.027,1.35,80.5,0.634,0.388,38.11,7.25,30.86,236.0,0.09,31.7,139.6,0.309,0.264,0,0.383,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00183,88.87,7.84,0.2698,0.5118,0.4857,0.5757,0.6311,2.133,1.686,80.6,0.585,0.369,37.5,4.93,32.57,209.6,0.369,36.7,158.0,0.65,0.807,0,0.391,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00184,89.25,9.71,0.2345,0.4375,0.445,0.5947,0.7788,2.536,1.373,80.9,0.601,0.375,36.94,4.14,32.79,99.8,0.189,33.4,155.7,0.458,0.46,0,0.399,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00185,81.0,15.59,0.1814,0.3273,0.3058,0.4524,0.4494,2.494,1.306,65.7,0.761,0.432,34.72,2.11,32.61,115.9,0.246,24.2,114.5,0.539,0.652,0,0.43,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00186,86.13,13.72,0.1125,0.206,0.2488,0.3527,0.4018,3.134,1.069,65.0,0.769,0.435,36.89,4.61,32.28,255.4,0.262,21.9,78.0,0.646,0.619,0,0.4,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00187,81.92,17.48,0.1385,0.3291,0.387,0.5969,0.518,4.308,1.31,87.2,0.732,0.423,36.69,5.54,31.15,232.0,0.284,30.4,146.0,0.655,0.57,0,0.403,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00188,82.12,16.77,0.2082,0.4152,0.4072,0.5516,0.489,2.65,1.501,32.7,0.91,0.476,29.61,0.0,33.63,69.6,0.305,8.4,50.0,0.697,0.874,1,0.506,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00189,100.0,0.0,0.125,0.3723,0.3422,0.4147,0.5455,3.317,2.673,77.9,0.65,0.394,35.29,1.94,33.35,127.6,0.163,30.6,150.3,0.297,0.363,0,0.422,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00190,96.26,2.29,0.138,0.3453,0.3764,0.5267,0.5186,3.817,1.641,79.4,0.592,0.372,38.34,6.37,31.97,188.7,0.328,31.1,154.6,0.664,0.648,0,0.38,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00191,89.66,12.72,0.2185,0.4158,0.5101,0.6083,0.8711,2.784,1.3,74.5,0.758,0.431,36.37,4.61,31.76,78.9,0.231,29.7,132.9,0.369,0.59,0,0.407,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00192,88.09,10.54,0.113,0.1763,0.1715,0.272,0.3221,2.406,1.011,70.3,0.758,0.431,35.85,3.44,32.41,193.6,0.137,25.0,121.3,0.433,0.321,0,0.414,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_00193,83.87,16.37,0.1295,0.1515,0.1817,0.2103,0.2188,1.623,0.842,61.7,0.76,0.432,35.61,3.78,31.83,126.9,0.345,23.5,96.8,0.612,0.721,0,0.418,sand,sandy_soils,,,,,,,,,,,,,,,,,,,,,,,,,,,
