sample_id,sand_content_percent,fines_content_percent,d10_mm,d30_mm,d50_mm,d60_mm,d90_mm,cu,cc,relative_density_percent,void_ratio,porosity,friction_angle_deg,dilation_angle_deg,critical_state_phi_deg,mean_effective_stress_kpa,cyclic_stress_ratio,n1_60,qc1n,b_pt,ru_peak,liquefaction_triggered,k0,material,dataset
SAND_00495,88.89,10.93,0.1213,0.1507,0.1809,0.2035,0.2979,1.678,0.921,52.4,0.702,0.413,31.71,0.0,32.73,102.0,0.271,18.3,76.8,0.596,0.685,0,0.474,sand,sandy_soils
SAND_00496,86.83,14.84,0.2316,0.3647,0.3704,0.5647,0.6929,2.439,1.017,47.3,0.746,0.427,31.52,0.0,32.88,251.4,0.263,17.4,80.9,0.95,0.72,0,0.477,sand,sandy_soils
SAND_00497,87.25,17.58,0.1761,0.3387,0.3668,0.5152,0.5496,2.926,1.264,37.2,0.743,0.426,30.44,0.0,31.86,146.3,0.275,16.4,73.0,0.366,0.839,1,0.493,sand,sandy_soils
SAND_00498,86.59,15.4,0.231,0.4793,0.5085,0.7702,0.8137,3.334,1.292,55.4,0.723,0.42,33.7,1.38,32.32,180.0,0.205,24.5,117.1,0.749,0.639,0,0.445,sand,sandy_soils
SAND_00499,85.97,12.12,0.1687,0.2529,0.2364,0.2632,0.3218,1.561,1.441,20.0,0.887,0.47,30.57,0.0,33.09,166.5,0.155,9.8,50.0,0.635,0.659,0,0.491,sand,sandy_soils
SAND_00500,88.44,11.33,0.1192,0.3072,0.3161,0.4716,0.6463,3.958,1.679,89.5,0.637,0.389,37.39,4.45,32.95,96.0,0.21,38.2,169.8,0.524,0.389,0,0.393,sand,sandy_soils
SAND_00501,87.27,11.31,0.2469,0.3523,0.4117,0.5306,0.8562,2.15,0.948,45.9,0.774,0.436,30.87,0.0,31.37,102.8,0.11,19.6,104.2,0.436,0.497,0,0.487,sand,sandy_soils
SAND_00502,87.98,13.06,0.1295,0.3369,0.3469,0.517,0.7093,3.993,1.696,65.7,0.716,0.417,36.64,3.99,32.65,183.0,0.319,24.3,130.2,0.524,0.777,0,0.403,sand,sandy_soils
SAND_00503,95.99,6.83,0.1313,0.3018,0.3055,0.4328,0.5568,3.296,1.603,70.6,0.713,0.416,35.63,3.43,32.2,91.7,0.215,27.6,125.7,0.696,0.506,0,0.417,sand,sandy_soils
SAND_00504,91.38,7.35,0.0643,0.1727,0.1798,0.286,0.3913,4.448,1.621,47.3,0.786,0.44,32.46,0.0,32.67,198.2,0.224,23.0,87.6,0.389,0.69,0,0.463,sand,sandy_soils
SAND_00505,99.74,0.0,0.0928,0.1735,0.1685,0.2544,0.3629,2.741,1.276,48.7,0.884,0.469,32.73,0.0,34.24,226.9,0.253,21.4,95.3,0.615,0.615,0,0.459,sand,sandy_soils
SAND_00506,78.98,20.15,0.2168,0.2441,0.3034,0.3657,0.4515,1.687,0.751,48.7,0.745,0.427,35.11,3.27,31.84,74.2,0.24,19.3,86.9,0.636,0.613,0,0.425,sand,sandy_soils
SAND_00507,85.66,15.26,0.2725,0.3669,0.4003,0.5683,0.7701,2.085,0.869,81.6,0.73,0.422,35.42,2.99,32.44,151.9,0.207,31.6,145.4,0.574,0.469,0,0.42,sand,sandy_soils
SAND_00508,93.34,6.54,0.2028,0.2724,0.2715,0.2995,0.3832,1.477,1.221,64.5,0.717,0.417,37.16,3.53,33.63,236.0,0.05,26.3,105.4,0.604,0.2,0,0.396,sand,sandy_soils
SAND_00509,90.98,5.33,0.1744,0.2067,0.245,0.2768,0.3364,1.587,0.885,63.3,0.777,0.437,35.6,4.39,31.21,143.1,0.167,24.0,123.1,0.642,0.357,0,0.418,sand,sandy_soils
SAND_00510,86.91,14.68,0.1898,0.3942,0.3958,0.5528,0.7328,2.913,1.481,75.9,0.665,0.4,38.15,6.18,31.97,198.6,0.133,31.0,133.4,0.383,0.333,0,0.382,sand,sandy_soils
SAND_00511,83.03,16.96,0.1079,0.2011,0.2025,0.2658,0.2663,2.463,1.41,59.6,0.652,0.395,35.03,4.05,30.98,309.2,0.234,25.4,108.6,0.432,0.56,0,0.426,sand,sandy_soils
SAND_00512,87.06,11.86,0.1599,0.1778,0.2183,0.3432,0.2743,2.147,0.576,43.8,0.745,0.427,31.94,0.0,33.51,204.2,0.195,15.9,94.0,0.721,0.643,0,0.471,sand,sandy_soils
SAND_00513,87.26,8.5,0.255,0.5118,0.4673,0.547,0.6339,2.145,1.878,66.9,0.664,0.399,35.47,1.68,33.79,138.8,0.321,21.4,85.5,0.702,0.645,0,0.42,sand,sandy_soils
SAND_00514,85.98,9.61,0.1796,0.2957,0.2841,0.3168,0.5645,1.764,1.536,64.6,0.771,0.435,36.59,4.59,32.0,99.0,0.127,25.1,128.4,0.8,0.363,0,0.404,sand,sandy_soils
SAND_00515,84.44,15.14,0.1231,0.2663,0.2908,0.4634,0.4428,3.763,1.243,54.9,0.684,0.406,34.79,2.09,32.7,133.4,0.226,22.2,95.3,0.535,0.607,0,0.429,sand,sandy_soils
SAND_00516,93.65,4.71,0.1376,0.1999,0.2277,0.3285,0.3258,2.388,0.884,50.9,0.745,0.427,34.29,0.45,33.84,86.3,0.121,23.7,95.6,0.68,0.392,0,0.437,sand,sandy_soils
SAND_00517,95.97,1.47,0.1754,0.3333,0.3505,0.5071,0.5655,2.892,1.249,38.7,0.796,0.443,32.78,1.55,31.23,101.7,0.223,15.6,61.7,0.894,0.677,0,0.459,sand,sandy_soils
SAND_00518,85.61,15.27,0.161,0.2004,0.246,0.2929,0.3623,1.819,0.852,38.7,0.854,0.461,33.54,1.46,32.08,222.5,0.383,13.9,78.1,0.757,0.856,1,0.448,sand,sandy_soils
SAND_00519,87.84,11.75,0.3316,0.7109,0.8023,1.15,1.19,3.468,1.325,39.7,0.804,0.446,30.14,0.0,31.15,75.6,0.341,13.8,80.2,0.514,0.803,1,0.498,sand,sandy_soils
SAND_00520,82.51,20.96,0.167,0.2919,0.2902,0.3238,0.4432,1.939,1.577,97.5,0.546,0.353,38.11,5.95,32.16,126.7,0.263,40.9,184.8,0.752,0.552,0,0.383,sand,sandy_soils
SAND_00521,91.11,10.97,0.2428,0.4402,0.5054,0.6007,1.1039,2.474,1.329,70.1,0.694,0.41,35.33,3.81,31.52,210.1,0.258,28.9,133.6,0.682,0.618,0,0.422,sand,sandy_soils
SAND_00522,87.27,15.68,0.1605,0.243,0.2726,0.3195,0.5371,1.991,1.152,83.8,0.646,0.392,37.73,4.29,33.44,83.4,0.322,31.1,153.4,0.434,0.651,0,0.388,sand,sandy_soils
SAND_00523,85.25,16.01,0.1424,0.2107,0.2242,0.3309,0.3584,2.323,0.942,83.9,0.672,0.402,36.14,3.23,32.91,132.4,0.175,29.2,138.2,0.386,0.327,0,0.41,sand,sandy_soils
SAND_00524,96.25,1.51,0.1273,0.3123,0.3508,0.4894,0.6434,3.844,1.566,49.1,0.903,0.474,33.53,0.0,35.15,138.6,0.204,23.6,131.1,0.596,0.568,0,0.448,sand,sandy_soils
SAND_00525,100.0,0.0,0.0947,0.2633,0.2586,0.3588,0.4321,3.789,2.04,69.6,0.71,0.415,35.57,3.19,32.37,145.6,0.294,29.8,124.3,0.285,0.714,0,0.418,sand,sandy_soils
SAND_00526,89.9,13.01,0.2294,0.446,0.4181,0.5181,0.7412,2.259,1.674,90.1,0.695,0.41,37.92,7.04,30.88,129.3,0.354,32.8,147.2,0.617,0.645,0,0.385,sand,sandy_soils
SAND_00527,85.12,16.06,0.1777,0.5282,0.4858,0.7583,0.7611,4.266,2.07,63.3,0.703,0.413,34.69,1.86,32.83,104.4,0.262,26.6,97.0,0.2,0.577,0,0.431,sand,sandy_soils
SAND_00528,81.19,17.55,0.4051,0.6317,0.7653,0.9216,1.1237,2.275,1.069,50.7,0.741,0.426,32.74,0.13,32.62,153.1,0.304,16.2,50.0,0.552,0.699,0,0.459,sand,sandy_soils
SAND_00529,92.71,7.57,0.1738,0.4419,0.4611,0.6107,0.5998,3.514,1.84,66.4,0.597,0.374,37.49,6.3,31.19,175.5,0.213,23.1,102.6,0.551,0.591,0,0.391,sand,sandy_soils
SAND_00530,90.68,9.21,0.2799,0.5716,0.53,0.8469,0.894,3.025,1.378,92.5,0.722,0.419,38.29,5.35,32.93,74.6,0.136,38.1,176.6,0.411,0.355,0,0.38,sand,sandy_soils
SAND_00531,90.25,10.59,0.1135,0.1976,0.1987,0.2616,0.4156,2.305,1.314,20.0,0.854,0.461,28.94,0.0,33.66,195.2,0.176,9.9,50.0,0.564,0.649,0,0.516,sand,sandy_soils
SAND_00532,78.72,18.26,0.1456,0.2602,0.2975,0.3612,0.4835,2.48,1.287,74.2,0.685,0.407,37.36,4.86,32.5,227.4,0.184,26.0,130.9,0.311,0.449,0,0.393,sand,sandy_soils
SAND_00533,91.9,9.27,0.2569,0.4692,0.5132,0.6339,0.6932,2.467,1.352,69.6,0.649,0.393,35.26,1.03,34.23,153.6,0.302,25.7,108.9,0.473,0.64,0,0.423,sand,sandy_soils
SAND_00534,94.72,4.62,0.2495,0.4007,0.3932,0.4428,0.6095,1.775,1.454,100.0,0.594,0.373,38.35,6.87,31.48,299.2,0.101,38.1,170.6,0.852,0.134,0,0.38,sand,sandy_soils
SAND_00535,95.92,3.3,0.2226,0.4565,0.4353,0.5942,0.5745,2.669,1.575,52.1,0.803,0.446,34.76,1.25,33.51,80.3,0.099,15.5,87.3,0.468,0.421,0,0.43,sand,sandy_soils
SAND_00536,77.63,25.0,0.2692,0.4556,0.4404,0.6323,0.7253,2.349,1.219,54.8,0.662,0.398,33.22,1.26,31.96,218.2,0.191,21.5,91.5,0.594,0.522,0,0.452,sand,sandy_soils
SAND_00537,87.41,13.65,0.1746,0.3734,0.3739,0.4442,0.7605,2.544,1.799,51.6,0.803,0.445,32.72,0.73,31.99,254.9,0.197,19.0,92.2,0.63,0.593,0,0.459,sand,sandy_soils
SAND_00538,100.0,1.9,0.226,0.4421,0.4323,0.621,0.7379,2.747,1.392,66.1,0.723,0.42,36.33,2.26,34.07,101.5,0.176,25.8,131.1,0.646,0.462,0,0.408,sand,sandy_soils
SAND_00539,89.63,11.63,0.2243,0.4104,0.4661,0.6803,0.8387,3.033,1.104,63.2,0.74,0.425,34.62,2.69,31.93,55.3,0.115,19.5,82.1,0.665,0.399,0,0.432,sand,sandy_soils
SAND_00540,93.29,6.23,0.1158,0.3033,0.315,0.4312,0.6704,3.723,1.842,20.0,0.952,0.488,29.64,0.0,33.5,185.5,0.315,2.0,50.0,0.484,0.88,1,0.506,sand,sandy_soils
SAND_00541,93.49,1.23,0.2939,0.5963,0.5694,0.6625,0.9872,2.254,1.826,58.3,0.736,0.424,35.06,2.26,32.8,153.8,0.268,22.8,102.0,0.641,0.65,0,0.426,sand,sandy_soils
SAND_00542,93.8,7.04,0.2019,0.2379,0.2926,0.4064,0.4065,2.012,0.69,84.1,0.684,0.406,37.81,5.89,31.92,155.3,0.139,34.4,138.0,0.528,0.326,0,0.387,sand,sandy_soils
SAND_00543,87.88,15.34,0.2366,0.3063,0.3222,0.3931,0.3989,1.662,1.009,49.2,0.803,0.445,32.96,0.0,33.97,73.0,0.277,16.2,99.9,0.481,0.694,0,0.456,sand,sandy_soils
SAND_00544,87.71,12.51,0.2027,0.3956,0.4425,0.5674,0.5428,2.8,1.361,55.4,0.732,0.423,33.28,0.33,32.94,57.7,0.161,18.7,115.7,0.408,0.416,0,0.451,sand,sandy_soils
SAND_00545,90.86,5.0,0.223,0.3194,0.3427,0.5445,0.5953,2.442,0.84,78.5,0.697,0.411,39.11,5.54,33.57,224.3,0.187,26.2,127.0,0.596,0.485,0,0.369,sand,sandy_soils
SAND_00546,97.5,0.7,0.3488,0.7204,0.7491,0.8958,1.5393,2.568,1.661,44.9,0.735,0.424,34.05,1.54,32.51,43.0,0.416,13.8,50.0,0.544,0.98,1,0.44,sand,sandy_soils
SAND_00547,93.61,4.9,0.1431,0.236,0.2706,0.4262,0.4046,2.979,0.914,55.0,0.722,0.419,34.21,1.16,33.05,73.5,0.05,25.9,96.4,0.583,0.24,0,0.438,sand,sandy_soils
SAND_00548,94.42,7.75,0.1908,0.266,0.306,0.3516,0.5028,1.843,1.055,85.9,0.722,0.419,36.47,3.1,33.37,46.4,0.256,32.6,147.2,0.665,0.544,0,0.406,sand,sandy_soils
SAND_00549,100.0,0.03,0.1699,0.2904,0.2744,0.387,0.3827,2.278,1.283,56.7,0.804,0.446,34.98,2.36,32.61,156.1,0.334,21.4,93.6,0.669,0.786,0,0.427,sand,sandy_soils
SAND_00550,88.32,13.01,0.0944,0.2578,0.2407,0.3057,0.4864,3.239,2.303,70.7,0.7,0.412,35.44,3.29,32.16,203.6,0.182,27.0,129.8,0.652,0.48,0,0.42,sand,sandy_soils
SAND_00551,83.05,20.12,0.2806,0.4184,0.4253,0.6773,0.9346,2.414,0.921,49.8,0.727,0.421,31.86,0.0,33.09,193.3,0.153,22.9,91.3,0.797,0.487,0,0.472,sand,sandy_soils
SAND_00552,88.45,11.05,0.0996,0.2721,0.2581,0.3501,0.4923,3.514,2.122,65.6,0.704,0.413,34.0,1.21,32.79,177.3,0.122,23.9,125.5,0.674,0.423,0,0.441,sand,sandy_soils
SAND_00553,91.7,6.36,0.2603,0.6193,0.6043,0.7339,0.8442,2.819,2.007,43.4,0.763,0.433,34.61,2.25,32.35,239.5,0.23,20.7,104.1,0.762,0.721,0,0.432,sand,sandy_soils
SAND_00554,90.88,8.23,0.0875,0.2568,0.2497,0.3713,0.4609,4.242,2.03,61.1,0.718,0.418,35.19,2.98,32.21,154.5,0.262,23.5,109.3,0.538,0.593,0,0.424,sand,sandy_soils
SAND_00555,79.34,20.57,0.4357,0.6297,0.6781,0.9813,0.9131,2.252,0.927,49.8,0.757,0.431,30.56,0.0,31.62,82.9,0.33,19.1,84.9,0.357,0.84,0,0.492,sand,sandy_soils
SAND_00556,84.54,16.41,0.1358,0.2103,0.1952,0.2613,0.4059,1.924,1.246,43.8,0.842,0.457,32.59,0.0,33.46,159.1,0.236,15.9,63.5,0.48,0.667,0,0.461,sand,sandy_soils
SAND_00557,86.35,13.58,0.1796,0.3037,0.33,0.4386,0.4647,2.442,1.171,89.8,0.625,0.384,39.05,5.51,33.53,201.6,0.202,35.7,151.2,0.825,0.4,0,0.37,sand,sandy_soils
SAND_00558,73.61,25.0,0.2056,0.3557,0.3623,0.5681,0.7836,2.763,1.083,81.4,0.647,0.393,35.8,3.6,32.2,123.5,0.068,28.4,130.0,0.468,0.212,0,0.415,sand,sandy_soils
SAND_00559,98.15,0.0,0.2417,0.6002,0.6159,0.8248,1.1714,3.412,1.807,84.9,0.654,0.395,36.97,4.63,32.34,140.4,0.21,35.8,151.1,0.628,0.405,0,0.399,sand,sandy_soils
SAND_00560,93.93,9.16,0.2097,0.3943,0.4214,0.5021,0.5422,2.394,1.477,46.1,0.81,0.448,32.97,0.88,32.09,253.9,0.316,19.3,95.9,0.727,0.814,0,0.456,sand,sandy_soils
SAND_00561,98.72,2.65,0.0581,0.1144,0.1358,0.1917,0.1853,3.301,1.176,86.5,0.751,0.429,39.23,4.78,34.45,113.6,0.297,27.6,122.9,0.638,0.604,0,0.368,sand,sandy_soils
SAND_00562,95.37,3.38,0.0972,0.249,0.2344,0.2897,0.3391,2.98,2.202,57.9,0.729,0.422,33.36,3.92,29.44,122.3,0.152,16.6,72.4,0.327,0.47,0,0.45,sand,sandy_soils
SAND_00563,89.07,12.79,0.1241,0.2443,0.2993,0.4563,0.5866,3.678,1.054,67.2,0.687,0.407,35.75,3.03,32.73,149.0,0.208,20.7,118.3,0.559,0.56,0,0.416,sand,sandy_soils
SAND_00564,89.86,7.35,0.1081,0.2133,0.2281,0.2829,0.4739,2.618,1.488,92.8,0.726,0.421,39.94,5.98,33.96,30.0,0.135,34.8,136.2,0.509,0.355,0,0.358,sand,sandy_soils
SAND_00565,85.77,13.85,0.1462,0.2484,0.2297,0.2645,0.3728,1.81,1.596,77.9,0.723,0.42,36.97,5.15,31.82,113.3,0.408,26.8,110.7,0.459,0.906,0,0.399,sand,sandy_soils
SAND_00566,93.75,7.41,0.1605,0.3361,0.3425,0.4813,0.4507,2.999,1.462,82.6,0.679,0.404,37.42,2.87,34.55,118.6,0.191,35.3,183.7,0.62,0.496,0,0.392,sand,sandy_soils
SAND_00567,96.35,6.61,0.3616,0.5895,0.7251,0.8612,1.066,2.381,1.116,21.9,0.858,0.462,30.23,0.0,33.79,170.7,0.326,7.5,50.0,0.698,0.922,1,0.497,sand,sandy_soils
SAND_00568,100.0,1.13,0.1171,0.2157,0.2294,0.3489,0.2952,2.979,1.139,75.2,0.736,0.424,38.68,5.13,33.55,155.2,0.313,28.9,135.8,0.544,0.601,0,0.375,sand,sandy_soils
SAND_00569,81.04,20.91,0.1095,0.2155,0.2339,0.2994,0.3933,2.735,1.418,76.7,0.682,0.406,34.94,3.39,31.55,131.1,0.14,28.2,127.0,0.465,0.396,0,0.427,sand,sandy_soils
SAND_00570,95.2,4.79,0.1371,0.204,0.2502,0.3091,0.3573,2.254,0.982,44.1,0.782,0.439,31.63,0.76,30.87,146.8,0.157,11.2,58.4,0.634,0.519,0,0.476,sand,sandy_soils
SAND_00571,99.96,0.0,0.233,0.4355,0.4157,0.5409,0.8797,2.322,1.505,73.4,0.699,0.412,36.59,5.53,31.06,105.7,0.263,32.3,144.0,0.29,0.607,0,0.404,sand,sandy_soils
SAND_00572,89.47,12.16,0.1914,0.2999,0.3077,0.4373,0.572,2.284,1.074,89.3,0.668,0.4,36.25,3.74,32.51,198.1,0.226,35.0,162.9,0.547,0.481,0,0.409,sand,sandy_soils
SAND_00573,89.39,12.44,0.1763,0.2934,0.3548,0.4915,0.4286,2.788,0.993,21.1,0.925,0.481,28.0,0.0,31.88,148.9,0.251,6.2,50.0,0.503,0.779,0,0.531,sand,sandy_soils
SAND_00574,93.0,5.49,0.0917,0.1664,0.1856,0.2955,0.3455,3.221,1.021,45.5,0.739,0.425,31.82,0.0,35.79,110.6,0.05,16.7,59.3,0.544,0.298,0,0.473,sand,sandy_soils
SAND_00575,79.4,20.03,0.3449,0.5228,0.4991,0.7438,1.008,2.156,1.065,67.8,0.683,0.406,34.36,1.1,33.26,168.4,0.207,30.1,141.8,0.373,0.463,0,0.436,sand,sandy_soils
SAND_00576,93.89,7.9,0.2279,0.4284,0.5068,0.6344,1.0714,2.784,1.269,84.5,0.636,0.389,38.96,6.36,32.6,152.8,0.245,34.6,167.9,0.635,0.527,0,0.371,sand,sandy_soils
SAND_00577,89.8,8.95,0.1128,0.2705,0.2462,0.3131,0.5066,2.777,2.071,63.9,0.708,0.414,37.14,5.39,31.75,181.9,0.17,24.1,81.3,0.838,0.387,0,0.396,sand,sandy_soils
SAND_00578,100.0,1.22,0.1289,0.3731,0.3598,0.4643,0.4541,3.6,2.326,80.6,0.696,0.411,38.38,4.89,33.48,59.5,0.099,29.3,138.7,0.284,0.223,0,0.379,sand,sandy_soils
SAND_00579,85.25,17.85,0.2203,0.3939,0.3833,0.4866,0.4927,2.209,1.447,78.4,0.609,0.378,35.78,3.87,31.92,76.0,0.209,26.1,83.0,0.512,0.491,0,0.415,sand,sandy_soils
SAND_00580,78.03,20.58,0.3722,0.4087,0.5011,0.7949,0.8946,2.136,0.565,64.9,0.722,0.419,33.64,1.84,31.8,144.2,0.289,31.1,126.9,0.382,0.694,0,0.446,sand,sandy_soils
SAND_00581,85.78,15.08,0.1448,0.2318,0.2857,0.3517,0.4962,2.429,1.056,40.9,0.803,0.445,32.01,2.04,29.98,125.6,0.258,11.0,51.4,0.482,0.742,0,0.47,sand,sandy_soils
SAND_00582,80.65,19.3,0.0935,0.1939,0.1873,0.2485,0.3793,2.657,1.617,80.3,0.699,0.412,37.15,6.4,30.75,170.7,0.208,33.5,123.7,0.55,0.438,0,0.396,sand,sandy_soils
SAND_00583,98.23,2.75,0.4127,0.5803,0.6371,0.8552,1.226,2.072,0.954,67.7,0.736,0.424,35.56,2.16,33.4,156.7,0.188,22.8,122.5,0.444,0.44,0,0.418,sand,sandy_soils
SAND_00584,96.15,2.88,0.166,0.3082,0.3198,0.4414,0.5003,2.658,1.296,66.4,0.742,0.426,33.47,0.0,34.32,179.1,0.164,27.3,121.9,0.582,0.451,0,0.448,sand,sandy_soils
SAND_00585,94.01,6.66,0.2037,0.4792,0.4776,0.5361,1.0179,2.632,2.103,39.1,0.83,0.454,31.52,0.0,31.77,143.9,0.296,14.6,70.9,0.648,0.818,1,0.477,sand,sandy_soils
SAND_00586,87.26,20.1,0.1756,0.3239,0.3111,0.4449,0.6198,2.534,1.343,60.6,0.76,0.432,34.98,1.78,33.2,174.7,0.187,21.9,77.1,0.296,0.442,0,0.427,sand,sandy_soils
SAND_00587,94.27,6.28,0.1576,0.2575,0.2379,0.276,0.4925,1.751,1.525,62.0,0.753,0.43,35.0,2.31,32.69,132.5,0.368,21.2,84.7,0.403,0.82,0,0.426,sand,sandy_soils
SAND_00588,85.09,16.05,0.2027,0.4789,0.4768,0.6816,0.7225,3.362,1.66,53.6,0.761,0.432,34.71,1.92,32.8,179.8,0.258,21.9,77.8,0.729,0.671,0,0.431,sand,sandy_soils
SAND_00589,87.38,13.52,0.2141,0.3106,0.3166,0.4111,0.3819,1.92,1.096,97.9,0.63,0.387,40.2,9.01,31.19,62.2,0.269,38.3,155.2,0.554,0.5,0,0.355,sand,sandy_soils
SAND_00590,78.83,21.67,0.3869,0.648,0.6112,0.6766,1.1343,1.749,1.604,51.9,0.739,0.425,33.52,0.0,33.75,30.0,0.285,20.2,77.8,0.95,0.872,0,0.448,sand,sandy_soils
SAND_00591,82.05,16.04,0.1653,0.317,0.3127,0.3826,0.4681,2.314,1.589,66.8,0.827,0.453,34.75,2.04,32.71,189.3,0.063,22.8,96.1,0.283,0.265,0,0.43,sand,sandy_soils
SAND_00592,91.53,6.89,0.1422,0.3016,0.2855,0.4352,0.4564,3.061,1.47,81.7,0.649,0.394,38.01,5.67,32.34,192.7,0.245,33.7,153.2,0.503,0.604,0,0.384,sand,sandy_soils
SAND_00593,91.99,6.86,0.2056,0.3651,0.3611,0.5108,0.5937,2.484,1.269,100.0,0.552,0.356,42.06,11.21,30.86,103.4,0.249,41.2,201.9,0.52,0.429,0,0.35,sand,sandy_soils
SAND_00594,95.59,5.94,0.1959,0.248,0.2971,0.3823,0.6132,1.951,0.821,82.3,0.738,0.425,36.43,2.9,33.53,96.2,0.211,34.0,146.2,0.518,0.401,0,0.406,sand,sandy_soils
SAND_00595,83.46,21.36,0.1718,0.4057,0.3829,0.545,0.5968,3.172,1.758,65.4,0.721,0.419,34.79,2.02,32.77,263.3,0.257,30.9,122.0,0.473,0.604,0,0.429,sand,sandy_soils
SAND_00596,79.28,22.7,0.2302,0.4275,0.4667,0.5998,0.7296,2.605,1.323,64.6,0.652,0.395,36.0,3.49,32.51,118.8,0.079,23.8,99.8,0.401,0.254,0,0.412,sand,sandy_soils
SAND_00597,85.84,13.81,0.2797,0.4289,0.4749,0.6236,0.696,2.229,1.054,67.7,0.658,0.397,34.74,3.66,31.08,139.8,0.108,24.4,108.7,0.639,0.316,0,0.43,sand,sandy_soils
SAND_00598,89.8,8.11,0.1031,0.193,0.2129,0.3092,0.3305,2.999,1.169,93.5,0.754,0.43,39.93,5.99,33.94,151.9,0.222,33.8,158.7,0.551,0.4,0,0.358,sand,sandy_soils
SAND_00599,80.55,21.09,0.2505,0.2881,0.3429,0.4624,0.4972,1.846,0.717,41.6,0.93,0.482,32.25,0.17,32.08,162.9,0.132,15.9,77.1,0.437,0.404,0,0.466,sand,sandy_soils
SAND_00600,92.97,10.98,0.0721,0.1714,0.163,0.192,0.3418,2.663,2.12,64.3,0.659,0.397,35.26,2.29,32.96,173.8,0.263,27.5,153.4,0.49,0.626,0,0.423,sand,sandy_soils
