as_of,country,firm,vertical,revenue_usd,revenue_growth_pct,net_income_usd,burn_rate_usd,funding_stage,funding_total_usd,active_users,tx_volume_usd,tx_count,agents,cac_usd,churn_rate_pct,regulatory_sanction,distress_label
2020-06-01,Nigeria,OPay,Insurtech,323681.36,-17.67,-1276027.61,1276027.61,Growth,867802628.94,222538,16200779.82,119797,1100,0.5,0.36,0,0
2020-07-01,Nigeria,OPay,Insurtech,256127.73,-20.87,-1169639.06,1169639.06,Growth,867802628.94,232545,16067967.71,123249,1081,0.5,0.414,0,0
2020-08-01,Nigeria,OPay,Insurtech,209708.25,-18.12,-1065858.11,1065858.11,Growth,867802628.94,238345,15449288.07,127090,1081,0.5,0.2,0,0
2020-09-01,Nigeria,OPay,Insurtech,205633.74,-1.94,-371291.46,371291.46,Growth,867802628.94,237988,14208863.74,124358,1075,0.5,0.2,0,0
2020-10-01,Nigeria,OPay,Insurtech,245330.66,19.3,-945626.35,945626.35,Growth,867802628.94,233705,13163312.58,121455,1069,0.5,0.2,0,0
2020-11-01,Nigeria,OPay,Insurtech,281749.36,14.84,-388153.9,388153.9,Growth,867802628.94,244627,13154482.9,125556,1080,0.5,0.353,0,0
2020-12-01,Nigeria,OPay,Insurtech,281153.99,-0.21,-1431960.35,1431960.35,Growth,867802628.94,239472,13195415.37,125164,1086,0.5,0.2,0,0
2021-01-01,Nigeria,OPay,Insurtech,283486.35,0.83,-445936.83,445936.83,Growth,867802628.94,240794,13552892.57,122837,1090,0.5,0.339,0,0
2021-02-01,Nigeria,OPay,Insurtech,333770.51,17.74,-1227196.96,1227196.96,Growth,867802628.94,245642,14148608.48,123617,1110,0.5,0.357,0,0
2021-03-01,Nigeria,OPay,Insurtech,387501.14,16.1,-416735.77,416735.77,Growth,867802628.94,241909,15078093.87,120530,1102,0.5,0.2,0,0
2021-04-01,Nigeria,OPay,Insurtech,335404.39,-13.44,-566293.39,566293.39,Growth,867802628.94,244438,15910327.97,120010,1098,0.5,0.251,0,0
2021-05-01,Nigeria,OPay,Insurtech,300905.8,-10.29,-1245072.9,1245072.9,Growth,867802628.94,250644,17741885.02,125797,1115,0.5,0.2,0,0
2021-06-01,Nigeria,OPay,Insurtech,262360.39,-12.81,-1569778.25,1569778.25,Growth,867802628.94,262627,18390603.19,128493,1132,0.5,0.2,0,0
2021-07-01,Nigeria,OPay,Insurtech,242412.65,-7.6,-108642.66,108642.66,Growth,867802628.94,269256,18133515.32,125565,1136,0.5,0.216,0,0
2021-08-01,Nigeria,OPay,Insurtech,272952.77,12.6,-1236430.21,1236430.21,Growth,867802628.94,286997,17462481.22,131978,1145,0.5,0.224,0,0
2021-09-01,Nigeria,OPay,Insurtech,237035.86,-13.16,-870162.97,870162.97,Growth,867802628.94,284921,16001890.72,130126,1131,0.5,0.253,0,0
2021-10-01,Nigeria,OPay,Insurtech,291349.4,22.91,-1629091.32,1629091.32,Growth,867802628.94,296373,16200016.59,134639,1130,0.5,0.2,0,0
2021-11-01,Nigeria,OPay,Insurtech,257595.49,-11.59,-449715.04,449715.04,Growth,867802628.94,287062,15595786.74,133134,1129,0.5,0.206,0,0
2021-12-01,Nigeria,OPay,Insurtech,262267.03,1.81,-100158.5,100158.5,Growth,867802628.94,299014,16667012.29,137643,1120,0.5,0.392,0,0
2022-01-01,Nigeria,OPay,Insurtech,285279.42,8.77,-1164457.68,1164457.68,Growth,867802628.94,304909,17841781.78,135565,1121,0.5,0.359,0,0
2022-02-01,Nigeria,OPay,Insurtech,374681.05,31.34,38083.9,-0.0,Growth,867802628.94,310674,19638899.21,135478,1094,0.5,0.307,0,0
2022-03-01,Nigeria,OPay,Insurtech,389077.53,3.84,-118795.87,118795.87,Growth,867802628.94,309777,21151515.33,134973,1105,0.5,0.38,0,0
2022-04-01,Nigeria,OPay,Insurtech,499161.18,28.29,-1559580.12,1559580.12,Growth,867802628.94,317691,23324777.37,134974,1085,0.5,0.375,0,0
2022-05-01,Nigeria,OPay,Insurtech,447942.59,-10.26,-1373440.8,1373440.8,Growth,867802628.94,311504,23472110.1,133382,1076,0.5,0.367,0,1
2022-06-01,Nigeria,OPay,Insurtech,592242.74,32.21,-798957.48,798957.48,Growth,867802628.94,296425,22483648.7,126762,1079,0.5,0.478,0,1
2022-07-01,Nigeria,OPay,Insurtech,553245.74,-6.58,47239.84,-0.0,Growth,867802628.94,305100,23098527.92,129072,1100,0.5,0.457,0,0
2022-08-01,Nigeria,OPay,Insurtech,502298.04,-9.21,-86359.78,86359.78,Growth,867802628.94,335095,23047250.52,137894,1114,0.5,0.229,0,0
2022-09-01,Nigeria,OPay,Insurtech,514176.47,2.36,-528864.09,528864.09,Growth,867802628.94,345146,21925731.02,137029,1119,0.5,0.457,0,1
2022-10-01,Nigeria,OPay,Insurtech,437003.5,-15.01,-902839.72,902839.72,Growth,880193219.46,349305,20768278.16,135657,1126,0.5,0.2,0,0
2022-11-01,Nigeria,OPay,Insurtech,424833.94,-2.78,-449361.2,449361.2,Growth,880193219.46,352549,19603252.95,134769,1144,0.5,0.272,0,0
2022-12-01,Nigeria,OPay,Insurtech,454117.63,6.89,-110471.64,110471.64,Growth,880193219.46,352227,19576239.16,133463,1137,0.5,0.2,0,0
2023-01-01,Nigeria,OPay,Insurtech,443134.92,-2.42,-138426.48,138426.48,Growth,880193219.46,339300,20555789.7,127068,1156,0.5,0.281,0,0
2023-02-01,Nigeria,OPay,Insurtech,551882.88,24.54,-1431726.92,1431726.92,Growth,880193219.46,359167,22281047.26,132478,1156,0.5,0.364,0,0
2023-03-01,Nigeria,OPay,Insurtech,501653.66,-9.1,-83845.71,83845.71,Growth,880193219.46,357997,25226798.94,134747,1164,0.5,0.379,0,0
2023-04-01,Nigeria,OPay,Insurtech,593688.15,18.35,-1618681.58,1618681.58,Growth,880193219.46,366275,28181633.25,139554,1183,0.5,0.305,0,0
2023-05-01,Nigeria,OPay,Insurtech,520807.3,-12.28,-750011.02,750011.02,Growth,880193219.46,400438,30460976.76,150320,1201,0.5,0.335,0,0
2023-06-01,Nigeria,OPay,Insurtech,591430.91,13.56,-550970.98,550970.98,Growth,880193219.46,432157,33051516.38,160663,1182,0.5,0.2,0,0
2023-07-01,Nigeria,OPay,Insurtech,612767.41,3.61,-890822.86,890822.86,Private/Strategic,908756657.9,438778,32988266.01,162295,1226,0.5,0.336,0,0
2023-08-01,Nigeria,OPay,Insurtech,654022.1,6.73,-1224134.72,1224134.72,Private/Strategic,908756657.9,447604,31826114.43,163299,1237,0.5,0.23,0,0
2023-09-01,Nigeria,OPay,Insurtech,525809.78,-19.6,-464369.57,464369.57,Private/Strategic,908756657.9,433074,27115136.93,150996,1227,0.5,0.2,0,0
2023-10-01,Nigeria,OPay,Insurtech,553677.49,5.3,156191.63,-0.0,Private/Strategic,908756657.9,462681,27504016.6,157550,1234,0.5,0.2,0,0
2023-11-01,Nigeria,OPay,Insurtech,538331.23,-2.77,-96138.92,96138.92,Private/Strategic,908756657.9,485448,26450958.44,158432,1229,0.5,0.228,0,0
2023-12-01,Nigeria,OPay,Insurtech,598203.48,11.12,-1151944.77,1151944.77,Private/Strategic,908756657.9,501130,28547900.74,164874,1219,0.5,0.2,0,0
2024-01-01,Nigeria,OPay,Insurtech,709268.9,18.57,-800110.37,800110.37,Private/Strategic,908756657.9,503427,29153073.25,159957,1239,0.5,0.2,0,0
2024-02-01,Nigeria,OPay,Insurtech,737485.02,3.98,-927618.41,927618.41,Private/Strategic,908756657.9,513469,30800314.13,160354,1243,0.5,0.471,0,0
2024-03-01,Nigeria,OPay,Insurtech,787293.32,6.75,-457927.22,457927.22,Private/Strategic,908756657.9,476714,31843764.48,149714,1238,0.5,0.358,1,0
2024-04-01,Nigeria,OPay,Insurtech,757813.47,-3.74,117710.53,-0.0,Private/Strategic,908756657.9,483710,33564816.25,148165,1245,0.5,0.2,0,0
2024-05-01,Nigeria,OPay,Insurtech,694559.58,-8.35,-838253.03,838253.03,Private/Strategic,908756657.9,537421,39019640.87,160463,1264,0.5,0.264,0,0
2024-06-01,Nigeria,OPay,Insurtech,874924.48,25.97,154904.8,-0.0,Private/Strategic,908756657.9,588054,43211983.04,172113,1281,0.5,0.3,0,0
2024-07-01,Nigeria,OPay,Insurtech,968071.76,10.65,-370698.12,370698.12,Private/Strategic,908756657.9,589963,42842721.89,169559,1277,0.5,0.2,0,0
2024-08-01,Nigeria,OPay,Insurtech,738804.02,-23.68,126956.45,-0.0,Private/Strategic,908756657.9,575184,39735169.48,165830,1292,0.5,0.2,0,0
2024-09-01,Nigeria,OPay,Insurtech,833880.33,12.87,-152480.75,152480.75,Private/Strategic,908756657.9,588299,38678311.37,168965,1289,0.5,0.366,0,0
2024-10-01,Nigeria,OPay,Insurtech,826876.67,-0.84,-22911.09,22911.09,Private/Strategic,908756657.9,611109,35731389.85,172711,1265,0.5,0.296,0,0
2024-11-01,Nigeria,OPay,Insurtech,882764.65,6.76,-611703.86,611703.86,Private/Strategic,908756657.9,628314,36259874.59,179565,1294,0.5,0.2,0,0
2024-12-01,Nigeria,OPay,Insurtech,729352.47,-17.38,-1138725.2,1138725.2,Private/Strategic,908756657.9,627546,36137921.76,181503,1271,0.5,0.303,0,0
2019-01-01,Nigeria,Paga,Remittances,2186050.51,57.73,760765.82,-0.0,Private/Strategic,318380114.43,191724,143551640.9,768998,3,0.5,0.2,0,0
2019-02-01,Nigeria,Paga,Remittances,2554483.73,16.85,428486.8,-0.0,Private/Strategic,318380114.43,205534,159774553.95,800765,3,0.5,0.2,0,0
2019-03-01,Nigeria,Paga,Remittances,3355370.7,31.35,789689.71,-0.0,Private/Strategic,318380114.43,202232,177672232.91,806591,3,0.5,0.2,0,0
2019-04-01,Nigeria,Paga,Remittances,3976979.84,18.53,980320.33,-0.0,Private/Strategic,318380114.43,209967,199624453.84,816641,3,0.5,0.2,0,0
2019-05-01,Nigeria,Paga,Remittances,5300297.75,33.27,2333313.67,-0.0,Private/Strategic,318380114.43,221157,215350134.28,859219,2,0.5,0.2,0,0
2019-06-01,Nigeria,Paga,Remittances,4932429.99,-6.94,1785743.34,-0.0,Private/Strategic,318380114.43,230882,223213291.37,873947,2,0.5,0.2,0,0
2019-07-01,Nigeria,Paga,Remittances,3859949.78,-21.74,1075896.94,-0.0,Private/Strategic,318380114.43,236110,214741289.37,857039,2,0.5,0.2,0,0
2019-08-01,Nigeria,Paga,Remittances,2883725.88,-25.29,494259.14,-0.0,Private/Strategic,318380114.43,238640,206258250.14,843593,1,0.5,0.2,0,1
2019-09-01,Nigeria,Paga,Remittances,2741984.46,-4.92,1850906.8,-0.0,Private/Strategic,318380114.43,236616,193753823.01,813854,0,0.5,0.2,0,0
2019-10-01,Nigeria,Paga,Remittances,2486051.39,-9.33,1534625.37,-0.0,Private/Strategic,318380114.43,257067,194870370.37,858624,0,0.5,0.2,0,0
2019-11-01,Nigeria,Paga,Remittances,2678958.92,7.76,1518982.48,-0.0,Private/Strategic,318380114.43,257182,189684250.69,876842,0,0.5,0.2,0,0
2019-12-01,Nigeria,Paga,Remittances,2865658.79,6.97,338066.0,-0.0,Private/Strategic,318380114.43,249784,193925312.7,861578,0,0.5,0.2,0,0
2020-01-01,Nigeria,Paga,Remittances,3074798.42,7.3,797080.28,-0.0,Private/Strategic,318380114.43,242428,198035178.08,818589,0,0.5,0.2,0,0
2020-02-01,Nigeria,Paga,Remittances,4493268.28,46.13,2657465.43,-0.0,Private/Strategic,318380114.43,237811,214391099.44,816052,0,0.5,0.2,0,0
2020-03-01,Nigeria,Paga,Remittances,5360082.45,19.29,2971188.32,-0.0,Private/Strategic,318380114.43,241779,242291464.8,826814,0,0.5,0.2,0,0
2020-04-01,Nigeria,Paga,Remittances,5416444.36,1.05,2511437.32,-0.0,Private/Strategic,318380114.43,257195,280501128.15,849162,0,0.5,0.2,0,0
2020-05-01,Nigeria,Paga,Remittances,6364277.33,17.5,3224095.64,-0.0,Private/Strategic,342831605.87,269049,311297913.29,869241,0,0.5,0.2,0,0
2020-06-01,Nigeria,Paga,Remittances,5716140.59,-10.18,3144887.6,-0.0,Private/Strategic,342831605.87,263979,299329500.65,852045,0,0.5,0.2,0,0
2020-07-01,Nigeria,Paga,Remittances,5689928.57,-0.46,4155933.88,-0.0,Private/Strategic,342831605.87,273747,298394665.87,881853,0,0.5,0.2,0,0
2020-08-01,Nigeria,Paga,Remittances,4651938.55,-18.24,2381364.82,-0.0,Private/Strategic,342831605.87,274561,289857162.2,912698,0,0.5,0.2,0,0
2020-09-01,Nigeria,Paga,Remittances,4499298.79,-3.28,3158502.88,-0.0,Private/Strategic,342831605.87,277280,269324287.93,914157,0,0.5,0.2,0,0
2020-10-01,Nigeria,Paga,Remittances,4309881.96,-4.21,2321772.39,-0.0,Private/Strategic,342831605.87,278214,252943136.84,919170,0,0.5,0.2,0,0
2020-11-01,Nigeria,Paga,Remittances,5092356.58,18.16,2695452.56,-0.0,Private/Strategic,342831605.87,286974,259604550.1,940512,0,0.5,0.2,0,0
2020-12-01,Nigeria,Paga,Remittances,6140941.67,20.59,4423757.06,-0.0,Private/Strategic,342831605.87,290358,267199133.28,951334,0,0.5,0.2,0,0
2021-01-01,Nigeria,Paga,Remittances,5053594.89,-17.71,3219766.57,-0.0,Private/Strategic,342831605.87,296437,281225448.44,933244,0,0.5,0.2,0,0
2021-02-01,Nigeria,Paga,Remittances,7114757.88,40.79,5379415.78,-0.0,Private/Strategic,342831605.87,320966,308876361.95,982654,0,0.5,0.2,0,0
2021-03-01,Nigeria,Paga,Remittances,5977929.83,-15.98,3674943.16,-0.0,Private/Strategic,342831605.87,329435,346957379.28,1024360,0,0.5,0.2,0,0
2021-04-01,Nigeria,Paga,Remittances,7752429.52,29.68,4014397.87,-0.0,Private/Strategic,342831605.87,325388,377869554.72,1027515,0,0.5,0.2,0,0
2021-05-01,Nigeria,Paga,Remittances,7928047.75,2.27,4543045.2,-0.0,Private/Strategic,342831605.87,322256,393167647.5,984241,0,0.5,0.2,0,0
2021-06-01,Nigeria,Paga,Remittances,9127785.25,15.13,6421601.12,-0.0,Private/Strategic,342831605.87,333938,422286131.51,1037628,0,0.5,0.2,0,0
2021-07-01,Nigeria,Paga,Remittances,7683634.82,-15.82,3785095.62,-0.0,Private/Strategic,342831605.87,350196,432504923.86,1070766,0,0.5,0.2,0,0
2021-08-01,Nigeria,Paga,Remittances,7241529.39,-5.75,2917740.29,-0.0,Private/Strategic,342831605.87,372178,410769375.06,1107306,0,0.5,0.2,0,0
2021-09-01,Nigeria,Paga,Remittances,6346387.33,-12.36,3511003.93,-0.0,Private/Strategic,342831605.87,405230,401850004.8,1149675,0,0.5,0.2,0,0
2021-10-01,Nigeria,Paga,Remittances,4134573.1,-34.85,1431023.34,-0.0,Private/Strategic,342831605.87,400903,363467939.46,1112237,0,0.5,0.2,0,1
2021-11-01,Nigeria,Paga,Remittances,4886007.07,18.17,2661722.02,-0.0,Private/Strategic,342831605.87,398895,355679618.58,1115279,0,0.5,0.2,0,0
2021-12-01,Nigeria,Paga,Remittances,5276399.26,7.99,2201180.97,-0.0,Private/Strategic,342831605.87,416487,369861114.93,1181467,0,0.5,0.2,0,0
2022-01-01,Nigeria,Paga,Remittances,5544238.74,5.08,2291883.55,-0.0,Private/Strategic,352377204.23,444580,414461067.86,1221137,0,0.5,0.2,0,0
2022-02-01,Nigeria,Paga,Remittances,6167453.47,11.24,2277013.36,-0.0,Private/Strategic,352377204.23,476756,482320988.35,1286419,0,0.5,0.2,0,0
2022-03-01,Nigeria,Paga,Remittances,9399163.47,52.4,6950361.44,-0.0,Private/Strategic,352377204.23,479433,525957427.29,1291738,0,0.5,0.2,0,0
2022-04-01,Nigeria,Paga,Remittances,10581350.42,12.58,7176417.73,-0.0,Private/Strategic,352377204.23,498660,589843707.49,1322388,0,0.5,0.2,0,0
2022-05-01,Nigeria,Paga,Remittances,11652228.91,10.12,8905824.11,-0.0,Private/Strategic,352377204.23,485376,600432213.51,1285614,0,0.5,0.2,0,0
2022-06-01,Nigeria,Paga,Remittances,11115876.47,-4.6,9095567.94,-0.0,Private/Strategic,352377204.23,497536,618964525.29,1321415,0,0.5,0.2,0,0
2022-07-01,Nigeria,Paga,Remittances,7960838.41,-28.38,5126009.65,-0.0,Private/Strategic,352377204.23,502075,632374905.72,1334559,0,0.5,0.2,0,1
2022-08-01,Nigeria,Paga,Remittances,5676972.92,-28.69,2369085.97,-0.0,Private/Strategic,352377204.23,510321,585618357.53,1350342,0,0.5,0.2,0,1
2022-09-01,Nigeria,Paga,Remittances,7582540.42,33.57,4818694.33,-0.0,Private/Strategic,352377204.23,518666,550451087.12,1340286,0,0.5,0.2,0,0
2022-10-01,Nigeria,Paga,Remittances,8121100.54,7.1,5495056.0,-0.0,Private/Strategic,352377204.23,513951,514111870.51,1286944,0,0.5,0.2,0,0
2022-11-01,Nigeria,Paga,Remittances,9253263.03,13.94,5254829.75,-0.0,Private/Strategic,352377204.23,511971,506057764.57,1278599,0,0.5,0.2,0,0
2022-12-01,Nigeria,Paga,Remittances,8756668.77,-5.37,4194223.44,-0.0,Private/Strategic,352377204.23,497787,485592219.71,1259210,0,0.5,0.2,0,0
2023-01-01,Nigeria,Paga,Remittances,10984191.55,25.44,4791864.91,-0.0,Private/Strategic,352377204.23,491175,496231233.94,1264204,0,0.5,0.2,0,0
2023-02-01,Nigeria,Paga,Remittances,11031951.36,0.43,5921932.78,-0.0,Private/Strategic,352377204.23,496796,532247808.25,1248092,0,0.5,0.2,0,0
2023-03-01,Nigeria,Paga,Remittances,11722393.99,6.26,9113770.86,-0.0,Private/Strategic,352377204.23,488167,548953548.83,1206198,0,0.5,0.2,0,0
2023-04-01,Nigeria,Paga,Remittances,9312780.09,-20.56,6736735.63,-0.0,Private/Strategic,352377204.23,469005,551491059.05,1149105,0,0.5,0.2,0,0
2023-05-01,Nigeria,Paga,Remittances,9317487.15,0.05,4528296.07,-0.0,Private/Strategic,352377204.23,492644,610816202.87,1220607,0,0.5,0.2,0,0
2023-06-01,Nigeria,Paga,Remittances,10741044.27,15.28,7459987.03,-0.0,Private/Strategic,352377204.23,509368,634926884.8,1246829,0,0.5,0.2,0,0
2023-07-01,Nigeria,Paga,Remittances,12228385.69,13.85,9234056.45,-0.0,Private/Strategic,352377204.23,541839,641925284.51,1290965,0,0.5,0.2,0,0
2023-08-01,Nigeria,Paga,Remittances,10859590.59,-11.19,7997112.53,-0.0,Private/Strategic,352377204.23,573660,670626883.72,1375310,0,0.5,0.2,0,0
2023-09-01,Nigeria,Paga,Remittances,9156473.64,-15.68,6805089.23,-0.0,Private/Strategic,352377204.23,564815,630435980.19,1349860,0,0.5,0.2,0,0
2023-10-01,Nigeria,Paga,Remittances,9275342.8,1.3,5462893.95,-0.0,Private/Strategic,352377204.23,567604,586890318.65,1355312,0,0.5,0.2,0,0
2023-11-01,Nigeria,Paga,Remittances,11793768.22,27.15,8132485.33,-0.0,Private/Strategic,352377204.23,598144,579228534.05,1416620,0,0.5,0.2,0,0
2023-12-01,Nigeria,Paga,Remittances,9836136.39,-16.6,6631083.1,-0.0,Private/Strategic,352377204.23,503218,480059347.4,1189430,0,0.5,0.2,1,1
2024-01-01,Nigeria,Paga,Remittances,9722982.27,-1.15,6689206.1,-0.0,Private/Strategic,352377204.23,505594,507439665.41,1173219,0,0.5,0.2,0,0
2024-02-01,Nigeria,Paga,Remittances,12091637.43,24.36,8064037.39,-0.0,Private/Strategic,352377204.23,507855,570478224.08,1194540,0,0.5,0.2,0,0
2024-03-01,Nigeria,Paga,Remittances,11316307.83,-6.41,7572207.96,-0.0,Private/Strategic,352377204.23,496530,625308849.09,1185671,0,0.5,0.2,0,0
2024-04-01,Nigeria,Paga,Remittances,15826822.33,39.86,10946388.11,-0.0,Private/Strategic,352377204.23,505457,708154686.69,1203853,0,0.5,0.2,0,0
2024-05-01,Nigeria,Paga,Remittances,15205208.09,-3.93,10439930.98,-0.0,Private/Strategic,352377204.23,503383,763149081.4,1198184,0,0.5,0.2,0,0
2024-06-01,Nigeria,Paga,Remittances,11282673.87,-25.8,6450118.17,-0.0,Private/Strategic,352377204.23,491528,746486383.51,1179200,0,0.5,0.2,0,1
2024-07-01,Nigeria,Paga,Remittances,12918682.92,14.5,8602491.88,-0.0,Private/Strategic,352377204.23,495359,700032487.76,1186307,0,0.5,0.2,0,0
2024-08-01,Nigeria,Paga,Remittances,10634976.5,-17.68,7921021.72,-0.0,Private/Strategic,352377204.23,521567,677115281.34,1208813,0,0.5,0.2,0,0
2024-09-01,Nigeria,Paga,Remittances,12213253.27,14.84,8276511.23,-0.0,Private/Strategic,352377204.23,536585,630215895.39,1214272,0,0.5,0.2,0,0
2024-10-01,Nigeria,Paga,Remittances,13801671.44,13.01,9052422.22,-0.0,Private/Strategic,352377204.23,538625,566119129.03,1173197,0,0.5,0.2,0,0
2024-11-01,Nigeria,Paga,Remittances,15071140.55,9.2,8404584.1,-0.0,Private/Strategic,352377204.23,557342,558063925.31,1216212,0,0.5,0.2,0,0
2024-12-01,Nigeria,Paga,Remittances,14290898.55,-5.18,10068191.51,-0.0,Private/Strategic,352377204.23,563758,576955234.3,1200676,0,0.5,0.2,0,0
2019-01-01,Nigeria,Moniepoint,Remittances,3308375.55,18.81,-18448.16,18448.16,Series B,159020970.18,182560,137231654.54,836004,5,2.34,0.2,0,0
2019-02-01,Nigeria,Moniepoint,Remittances,2958982.57,-10.56,383404.93,-0.0,Series B,159020970.18,186066,157460125.9,866637,4,1.46,0.318,0,0
2019-03-01,Nigeria,Moniepoint,Remittances,3702258.32,25.12,876999.98,-0.0,Series B,159020970.18,206557,190209301.33,922279,4,2.79,0.471,0,0
2019-04-01,Nigeria,Moniepoint,Remittances,3939511.5,6.41,158526.63,-0.0,Series B,159020970.18,213773,209075983.53,921695,4,3.56,0.728,0,0
2019-05-01,Nigeria,Moniepoint,Remittances,3519674.59,-10.66,447039.11,-0.0,Series B,159020970.18,218621,218539564.82,940877,4,2.68,1.28,0,0
2019-06-01,Nigeria,Moniepoint,Remittances,3768043.8,7.06,-228726.41,228726.41,Series B,159020970.18,220068,219549283.25,927573,4,2.01,2.036,0,0
2019-07-01,Nigeria,Moniepoint,Remittances,4767434.83,26.52,219780.1,-0.0,Series B,159020970.18,223077,212052244.76,934893,3,1.87,0.621,0,0
2019-08-01,Nigeria,Moniepoint,Remittances,4262968.3,-10.58,-40653.53,40653.53,Series B,159020970.18,227456,201297802.28,981278,3,1.94,1.124,0,0
2019-09-01,Nigeria,Moniepoint,Remittances,4112114.33,-3.54,591509.43,-0.0,Series B,159020970.18,218492,182015607.2,929708,3,1.76,0.539,0,0
2019-10-01,Nigeria,Moniepoint,Remittances,4073801.16,-0.93,-183363.19,183363.19,Series B,159020970.18,218508,168921912.34,935613,3,1.9,1.553,0,0
2019-11-01,Nigeria,Moniepoint,Remittances,4059999.55,-0.34,-841920.34,841920.34,Series B,159020970.18,235723,168617569.44,976535,3,2.31,0.996,0,0
2019-12-01,Nigeria,Moniepoint,Remittances,4306785.7,6.08,-915964.8,915964.8,Series B,159020970.18,249636,182482109.58,1008556,3,2.18,1.782,0,0
2020-01-01,Nigeria,Moniepoint,Remittances,4139318.23,-3.89,-585692.67,585692.67,Series B,159020970.18,247893,190449549.57,1021766,3,1.69,0.494,0,0
2020-02-01,Nigeria,Moniepoint,Remittances,4607620.14,11.31,-683565.03,683565.03,Series B,159020970.18,249781,209761243.15,1014960,2,2.51,1.306,0,0
2020-03-01,Nigeria,Moniepoint,Remittances,5217352.7,13.23,293553.33,-0.0,Series B,159020970.18,265129,245964179.34,1084694,2,1.59,1.381,0,0
2020-04-01,Nigeria,Moniepoint,Remittances,4162503.79,-20.22,357172.89,-0.0,Series B,159020970.18,270138,270487464.4,1095879,2,1.31,0.99,0,0
2020-05-01,Nigeria,Moniepoint,Remittances,5051504.5,21.36,865352.18,-0.0,Series B,159020970.18,280300,286414793.44,1124906,1,1.98,0.96,0,0
2020-06-01,Nigeria,Moniepoint,Remittances,6626290.39,31.17,384782.75,-0.0,Series B,159020970.18,284877,296966367.86,1144827,0,2.48,0.552,0,0
2020-07-01,Nigeria,Moniepoint,Remittances,6752445.64,1.9,-380895.51,380895.51,Series B,159020970.18,299848,312861780.78,1227330,0,2.51,1.918,0,0
2020-08-01,Nigeria,Moniepoint,Remittances,5909601.12,-12.48,693313.78,-0.0,Series B,159020970.18,311357,313091273.19,1259294,0,3.55,1.61,0,0
2020-09-01,Nigeria,Moniepoint,Remittances,5459789.65,-7.61,707018.62,-0.0,Series B,159020970.18,309152,283097401.51,1262286,0,3.57,1.654,0,0
2020-10-01,Nigeria,Moniepoint,Remittances,5704959.79,4.49,1305332.02,-0.0,Series B,159020970.18,313468,261962122.97,1258000,0,1.3,1.723,0,0
2020-11-01,Nigeria,Moniepoint,Remittances,5214525.13,-8.6,-222434.2,222434.2,Series B,159020970.18,325606,262897205.36,1291144,0,2.21,1.248,0,0
2020-12-01,Nigeria,Moniepoint,Remittances,4744564.34,-9.01,228683.61,-0.0,Series B,159020970.18,320367,257759165.25,1269660,0,0.89,1.304,0,0
