Mix_ID,Temperature_C,Data_Type,Property_Type,Thermal_Conductivity_W_mK,Thermal_Conductivity_Std,Specific_Heat_J_kgK,Specific_Heat_Std,Density_kg_m3,Density_Std,Compressive_Strength_MPa,Compressive_Strength_Std,Tensile_Strength_MPa,Tensile_Strength_Std,Elastic_Modulus_MPa,Elastic_Modulus_Std,Poisson_Ratio,Poisson_Ratio_Std,Fracture_Energy_N_m,Fracture_Energy_Std,Gas_Permeability_m2,Gas_Permeability_Std,Moisture_Diffusivity_m2_s,Moisture_Diffusivity_Std,Porosity,Porosity_Std,Thermal_Strain,Thermal_Strain_Std,Creep_Coefficient,Creep_Coefficient_Std,Shrinkage_Strain,Shrinkage_Strain_Std
R10S,140,Validation,Thermal,2.069,0.1655,1286.15,128.61,2385.31,71.56,,,,,,,,,,,,,,,,,,,,,,
R10S,160,Validation,Thermal,2.0417,0.1633,1059.63,105.96,2380.51,71.42,,,,,,,,,,,,,,,,,,,,,,
R10S,180,Validation,Thermal,2.0119,0.161,1039.32,103.93,2376.31,71.29,,,,,,,,,,,,,,,,,,,,,,
R10S,200,Validation,Thermal,1.9794,0.1584,1044.52,104.45,2372.63,71.18,,,,,,,,,,,,,,,,,,,,,,
R10S,220,Validation,Thermal,1.9444,0.1556,1050.66,105.07,2369.41,71.08,,,,,,,,,,,,,,,,,,,,,,
R10S,240,Validation,Thermal,1.9067,0.1525,1056.88,105.69,2366.6,71.0,,,,,,,,,,,,,,,,,,,,,,
R10S,260,Validation,Thermal,1.8666,0.1493,1064.14,106.41,2364.13,70.92,,,,,,,,,,,,,,,,,,,,,,
R10S,280,Validation,Thermal,1.824,0.1459,1075.01,107.5,2361.98,70.86,,,,,,,,,,,,,,,,,,,,,,
R10S,300,Validation,Thermal,1.7792,0.1423,1094.9,109.49,2360.09,70.8,,,,,,,,,,,,,,,,,,,,,,
R10S,320,Validation,Thermal,1.7325,0.1386,1133.23,113.32,2358.44,70.75,,,,,,,,,,,,,,,,,,,,,,
R10S,340,Validation,Thermal,1.6841,0.1347,1202.65,120.27,2356.99,70.71,,,,,,,,,,,,,,,,,,,,,,
R10S,360,Validation,Thermal,1.6344,0.1308,1314.2,131.42,2355.72,70.67,,,,,,,,,,,,,,,,,,,,,,
R10S,380,Validation,Thermal,1.5838,0.1267,1468.27,146.83,2354.62,70.64,,,,,,,,,,,,,,,,,,,,,,
R10S,400,Validation,Thermal,1.5328,0.1226,1645.59,164.56,2353.65,70.61,,,,,,,,,,,,,,,,,,,,,,
R10S,420,Validation,Thermal,1.4818,0.1185,1806.44,180.64,2352.8,70.58,,,,,,,,,,,,,,,,,,,,,,
R10S,440,Validation,Thermal,1.4312,0.1145,1903.59,190.36,2352.06,70.56,,,,,,,,,,,,,,,,,,,,,,
R10S,460,Validation,Thermal,1.3815,0.1105,1904.62,190.46,2351.41,70.54,,,,,,,,,,,,,,,,,,,,,,
R10S,480,Validation,Thermal,1.3331,0.1067,1809.54,180.95,2350.84,70.53,,,,,,,,,,,,,,,,,,,,,,
R10S,500,Validation,Thermal,1.2864,0.1029,1650.76,165.08,2350.34,70.51,,,,,,,,,,,,,,,,,,,,,,
R10S,520,Validation,Thermal,1.2416,0.0993,1475.51,147.55,2349.91,70.5,,,,,,,,,,,,,,,,,,,,,,
R10S,540,Validation,Thermal,1.199,0.0959,1323.51,132.35,2349.53,70.49,,,,,,,,,,,,,,,,,,,,,,
R10S,560,Validation,Thermal,1.1589,0.0927,1214.03,121.4,2349.19,70.48,,,,,,,,,,,,,,,,,,,,,,
R10S,580,Validation,Thermal,1.1212,0.0897,1146.68,114.67,2348.9,70.47,,,,,,,,,,,,,,,,,,,,,,
R10S,600,Validation,Thermal,1.0862,0.0869,1110.41,111.04,2348.65,70.46,,,,,,,,,,,,,,,,,,,,,,
R10S,620,Validation,Thermal,1.0537,0.0843,1092.59,109.26,2348.42,70.45,,,,,,,,,,,,,,,,,,,,,,
R10S,640,Validation,Thermal,1.0239,0.0819,1083.79,108.38,2348.23,70.45,,,,,,,,,,,,,,,,,,,,,,
R10S,660,Validation,Thermal,0.9966,0.0797,1078.59,107.86,2348.05,70.44,,,,,,,,,,,,,,,,,,,,,,
R10S,680,Validation,Thermal,0.9717,0.0777,1074.45,107.44,2347.9,70.44,,,,,,,,,,,,,,,,,,,,,,
R10S,700,Validation,Thermal,0.9491,0.0759,1070.35,107.04,2347.77,70.43,,,,,,,,,,,,,,,,,,,,,,
R10S,720,Validation,Thermal,0.9287,0.0743,1065.97,106.6,2347.66,70.43,,,,,,,,,,,,,,,,,,,,,,
R10S,740,Validation,Thermal,0.9104,0.0728,1061.21,106.12,2347.56,70.43,,,,,,,,,,,,,,,,,,,,,,
R10S,760,Validation,Thermal,0.8939,0.0715,1056.03,105.6,2347.47,70.42,,,,,,,,,,,,,,,,,,,,,,
R10S,780,Validation,Thermal,0.8791,0.0703,1050.45,105.05,2347.39,70.42,,,,,,,,,,,,,,,,,,,,,,
R10S,800,Validation,Thermal,0.866,0.0693,1044.45,104.45,2347.33,70.42,,,,,,,,,,,,,,,,,,,,,,
R15S,20,Calibration,Thermal,2.0327,0.1626,956.02,95.6,2334.29,70.03,,,,,,,,,,,,,,,,,,,,,,
R15S,40,Calibration,Thermal,2.019,0.1615,991.67,99.17,2324.03,69.72,,,,,,,,,,,,,,,,,,,,,,
R15S,60,Calibration,Thermal,2.0037,0.1603,1226.72,122.67,2315.06,69.45,,,,,,,,,,,,,,,,,,,,,,
R15S,80,Calibration,Thermal,1.9866,0.1589,1943.57,194.36,2307.21,69.22,,,,,,,,,,,,,,,,,,,,,,
R15S,100,Calibration,Thermal,1.9677,0.1574,2490.0,249.0,2300.34,69.01,,,,,,,,,,,,,,,,,,,,,,
R15S,120,Calibration,Thermal,1.9467,0.1557,1959.57,195.96,2294.33,68.83,,,,,,,,,,,,,,,,,,,,,,
R15S,140,Calibration,Thermal,1.9236,0.1539,1258.72,125.87,2289.06,68.67,,,,,,,,,,,,,,,,,,,,,,
R15S,160,Calibration,Thermal,1.8982,0.1519,1039.68,103.97,2284.46,68.53,,,,,,,,,,,,,,,,,,,,,,
R15S,180,Calibration,Thermal,1.8704,0.1496,1020.03,102.0,2280.42,68.41,,,,,,,,,,,,,,,,,,,,,,
R15S,200,Calibration,Thermal,1.8403,0.1472,1025.07,102.51,2276.9,68.31,,,,,,,,,,,,,,,,,,,,,,
R15S,220,Calibration,Thermal,1.8077,0.1446,1031.01,103.1,2273.81,68.21,,,,,,,,,,,,,,,,,,,,,,
R15S,240,Calibration,Thermal,1.7727,0.1418,1037.01,103.7,2271.11,68.13,,,,,,,,,,,,,,,,,,,,,,
R15S,260,Calibration,Thermal,1.7353,0.1388,1044.04,104.4,2268.74,68.06,,,,,,,,,,,,,,,,,,,,,,
R15S,280,Calibration,Thermal,1.6958,0.1357,1054.55,105.45,2266.67,68.0,,,,,,,,,,,,,,,,,,,,,,
R15S,300,Calibration,Thermal,1.6541,0.1323,1073.78,107.38,2264.86,67.95,,,,,,,,,,,,,,,,,,,,,,
R15S,320,Calibration,Thermal,1.6107,0.1289,1110.85,111.09,2263.27,67.9,,,,,,,,,,,,,,,,,,,,,,
R15S,340,Calibration,Thermal,1.5657,0.1253,1177.98,117.8,2261.89,67.86,,,,,,,,,,,,,,,,,,,,,,
R15S,360,Calibration,Thermal,1.5195,0.1216,1285.85,128.59,2260.67,67.82,,,,,,,,,,,,,,,,,,,,,,
R15S,380,Calibration,Thermal,1.4725,0.1178,1434.83,143.48,2259.61,67.79,,,,,,,,,,,,,,,,,,,,,,
R15S,400,Calibration,Thermal,1.425,0.114,1606.31,160.63,2258.68,67.76,,,,,,,,,,,,,,,,,,,,,,
R15S,420,Calibration,Thermal,1.3776,0.1102,1761.85,176.19,2257.87,67.74,,,,,,,,,,,,,,,,,,,,,,
R15S,440,Calibration,Thermal,1.3306,0.1064,1855.8,185.58,2257.15,67.71,,,,,,,,,,,,,,,,,,,,,,
R15S,460,Calibration,Thermal,1.2844,0.1028,1856.8,185.68,2256.53,67.7,,,,,,,,,,,,,,,,,,,,,,
R15S,480,Calibration,Thermal,1.2394,0.0992,1764.85,176.49,2255.99,67.68,,,,,,,,,,,,,,,,,,,,,,
R15S,500,Calibration,Thermal,1.196,0.0957,1611.31,161.13,2255.51,67.67,,,,,,,,,,,,,,,,,,,,,,
R15S,520,Calibration,Thermal,1.1543,0.0923,1441.83,144.18,2255.09,67.65,,,,,,,,,,,,,,,,,,,,,,
R15S,540,Calibration,Thermal,1.1147,0.0892,1294.85,129.49,2254.72,67.64,,,,,,,,,,,,,,,,,,,,,,
R15S,560,Calibration,Thermal,1.0774,0.0862,1188.98,118.9,2254.4,67.63,,,,,,,,,,,,,,,,,,,,,,
R15S,580,Calibration,Thermal,1.0424,0.0834,1123.85,112.39,2254.12,67.62,,,,,,,,,,,,,,,,,,,,,,
R15S,600,Calibration,Thermal,1.0098,0.0808,1088.78,108.88,2253.88,67.62,,,,,,,,,,,,,,,,,,,,,,
R15S,620,Calibration,Thermal,0.9796,0.0784,1071.55,107.15,2253.66,67.61,,,,,,,,,,,,,,,,,,,,,,
R15S,640,Calibration,Thermal,0.9519,0.0762,1063.04,106.3,2253.48,67.6,,,,,,,,,,,,,,,,,,,,,,
R15S,660,Calibration,Thermal,0.9265,0.0741,1058.01,105.8,2253.31,67.6,,,,,,,,,,,,,,,,,,,,,,
R15S,680,Calibration,Thermal,0.9034,0.0723,1054.01,105.4,2253.17,67.6,,,,,,,,,,,,,,,,,,,,,,
R15S,700,Calibration,Thermal,0.8824,0.0706,1050.05,105.0,2253.04,67.59,,,,,,,,,,,,,,,,,,,,,,
R15S,720,Calibration,Thermal,0.8634,0.0691,1045.81,104.58,2252.93,67.59,,,,,,,,,,,,,,,,,,,,,,
R15S,740,Calibration,Thermal,0.8464,0.0677,1041.2,104.12,2252.84,67.59,,,,,,,,,,,,,,,,,,,,,,
R15S,760,Calibration,Thermal,0.831,0.0665,1036.2,103.62,2252.75,67.58,,,,,,,,,,,,,,,,,,,,,,
R15S,780,Calibration,Thermal,0.8173,0.0654,1030.8,103.08,2252.68,67.58,,,,,,,,,,,,,,,,,,,,,,
R15S,800,Calibration,Thermal,0.8051,0.0644,1025.0,102.5,2252.61,67.58,,,,,,,,,,,,,,,,,,,,,,
R15S,20,Validation,Thermal,1.9543,0.1563,919.12,91.91,2244.18,67.33,,,,,,,,,,,,,,,,,,,,,,
R15S,40,Validation,Thermal,1.9411,0.1553,953.39,95.34,2234.32,67.03,,,,,,,,,,,,,,,,,,,,,,
R15S,60,Validation,Thermal,1.9264,0.1541,1179.37,117.94,2225.7,66.77,,,,,,,,,,,,,,,,,,,,,,
R15S,80,Validation,Thermal,1.91,0.1528,1868.55,186.85,2218.15,66.54,,,,,,,,,,,,,,,,,,,,,,
R15S,100,Validation,Thermal,1.8917,0.1513,2393.88,239.39,2211.54,66.35,,,,,,,,,,,,,,,,,,,,,,
R15S,120,Validation,Thermal,1.8716,0.1497,1883.93,188.39,2205.76,66.17,,,,,,,,,,,,,,,,,,,,,,
R15S,140,Validation,Thermal,1.8493,0.1479,1210.13,121.01,2200.7,66.02,,,,,,,,,,,,,,,,,,,,,,
R15S,160,Validation,Thermal,1.8249,0.146,999.54,99.95,2196.27,65.89,,,,,,,,,,,,,,,,,,,,,,
R15S,180,Validation,Thermal,1.7982,0.1439,980.66,98.07,2192.4,65.77,,,,,,,,,,,,,,,,,,,,,,
R15S,200,Validation,Thermal,1.7692,0.1415,985.5,98.55,2189.01,65.67,,,,,,,,,,,,,,,,,,,,,,
R15S,220,Validation,Thermal,1.7379,0.139,991.21,99.12,2186.04,65.58,,,,,,,,,,,,,,,,,,,,,,
R15S,240,Validation,Thermal,1.7043,0.1363,996.98,99.7,2183.44,65.5,,,,,,,,,,,,,,,,,,,,,,
R15S,260,Validation,Thermal,1.6684,0.1335,1003.74,100.37,2181.17,65.43,,,,,,,,,,,,,,,,,,,,,,
R15S,280,Validation,Thermal,1.6303,0.1304,1013.84,101.38,2179.18,65.38,,,,,,,,,,,,,,,,,,,,,,
R15S,300,Validation,Thermal,1.5903,0.1272,1032.33,103.23,2177.43,65.32,,,,,,,,,,,,,,,,,,,,,,
R15S,320,Validation,Thermal,1.5485,0.1239,1067.97,106.8,2175.91,65.28,,,,,,,,,,,,,,,,,,,,,,
R15S,340,Validation,Thermal,1.5052,0.1204,1132.51,113.25,2174.58,65.24,,,,,,,,,,,,,,,,,,,,,,
R15S,360,Validation,Thermal,1.4608,0.1169,1236.22,123.62,2173.41,65.2,,,,,,,,,,,,,,,,,,,,,,
R15S,380,Validation,Thermal,1.4156,0.1133,1379.45,137.94,2172.39,65.17,,,,,,,,,,,,,,,,,,,,,,
R15S,400,Validation,Thermal,1.37,0.1096,1544.3,154.43,2171.49,65.14,,,,,,,,,,,,,,,,,,,,,,
R15S,420,Validation,Thermal,1.3244,0.106,1693.84,169.38,2170.71,65.12,,,,,,,,,,,,,,,,,,,,,,
R15S,440,Validation,Thermal,1.2792,0.1023,1784.16,178.42,2170.03,65.1,,,,,,,,,,,,,,,,,,,,,,
R15S,460,Validation,Thermal,1.2348,0.0988,1785.12,178.51,2169.43,65.08,,,,,,,,,,,,,,,,,,,,,,
R15S,480,Validation,Thermal,1.1916,0.0953,1696.73,169.67,2168.9,65.07,,,,,,,,,,,,,,,,,,,,,,
R15S,500,Validation,Thermal,1.1498,0.092,1549.11,154.91,2168.44,65.05,,,,,,,,,,,,,,,,,,,,,,
R15S,520,Validation,Thermal,1.1098,0.0888,1386.18,138.62,2168.04,65.04,,,,,,,,,,,,,,,,,,,,,,
R15S,540,Validation,Thermal,1.0717,0.0857,1244.87,124.49,2167.69,65.03,,,,,,,,,,,,,,,,,,,,,,
R15S,560,Validation,Thermal,1.0358,0.0829,1143.09,114.31,2167.38,65.02,,,,,,,,,,,,,,,,,,,,,,
R15S,580,Validation,Thermal,1.0021,0.0802,1080.47,108.05,2167.11,65.01,,,,,,,,,,,,,,,,,,,,,,
R15S,600,Validation,Thermal,0.9708,0.0777,1046.76,104.68,2166.88,65.01,,,,,,,,,,,,,,,,,,,,,,
R15S,620,Validation,Thermal,0.9418,0.0753,1030.19,103.02,2166.67,65.0,,,,,,,,,,,,,,,,,,,,,,
R15S,640,Validation,Thermal,0.9152,0.0732,1022.01,102.2,2166.49,64.99,,,,,,,,,,,,,,,,,,,,,,
R15S,660,Validation,Thermal,0.8907,0.0713,1017.17,101.72,2166.33,64.99,,,,,,,,,,,,,,,,,,,,,,
R15S,680,Validation,Thermal,0.8685,0.0695,1013.32,101.33,2166.19,64.99,,,,,,,,,,,,,,,,,,,,,,
R15S,700,Validation,Thermal,0.8483,0.0679,1009.51,100.95,2166.07,64.98,,,,,,,,,,,,,,,,,,,,,,
R15S,720,Validation,Thermal,0.8301,0.0664,1005.44,100.54,2165.97,64.98,,,,,,,,,,,,,,,,,,,,,,
R15S,740,Validation,Thermal,0.8137,0.0651,1001.01,100.1,2165.87,64.98,,,,,,,,,,,,,,,,,,,,,,
R15S,760,Validation,Thermal,0.799,0.0639,996.2,99.62,2165.79,64.97,,,,,,,,,,,,,,,,,,,,,,
R15S,780,Validation,Thermal,0.7858,0.0629,991.01,99.1,2165.72,64.97,,,,,,,,,,,,,,,,,,,,,,
R15S,800,Validation,Thermal,0.774,0.0619,985.43,98.54,2165.66,64.97,,,,,,,,,,,,,,,,,,,,,,
R20S,20,Calibration,Thermal,1.9527,0.1562,971.02,97.1,2316.38,69.49,,,,,,,,,,,,,,,,,,,,,,
R20S,40,Calibration,Thermal,1.9396,0.1552,1006.67,100.67,2306.2,69.19,,,,,,,,,,,,,,,,,,,,,,
R20S,60,Calibration,Thermal,1.9249,0.154,1241.72,124.17,2297.3,68.92,,,,,,,,,,,,,,,,,,,,,,
R20S,80,Calibration,Thermal,1.9085,0.1527,1958.57,195.86,2289.51,68.69,,,,,,,,,,,,,,,,,,,,,,
R20S,100,Calibration,Thermal,1.8903,0.1512,2505.0,250.5,2282.69,68.48,,,,,,,,,,,,,,,,,,,,,,
R20S,120,Calibration,Thermal,1.8701,0.1496,1974.57,197.46,2276.72,68.3,,,,,,,,,,,,,,,,,,,,,,
R20S,140,Calibration,Thermal,1.8479,0.1478,1273.72,127.37,2271.5,68.14,,,,,,,,,,,,,,,,,,,,,,
R20S,160,Calibration,Thermal,1.8235,0.1459,1054.68,105.47,2266.93,68.01,,,,,,,,,,,,,,,,,,,,,,
R20S,180,Calibration,Thermal,1.7968,0.1437,1035.03,103.5,2262.93,67.89,,,,,,,,,,,,,,,,,,,,,,
R20S,200,Calibration,Thermal,1.7679,0.1414,1040.07,104.01,2259.43,67.78,,,,,,,,,,,,,,,,,,,,,,
R20S,220,Calibration,Thermal,1.7366,0.1389,1046.01,104.6,2256.36,67.69,,,,,,,,,,,,,,,,,,,,,,
R20S,240,Calibration,Thermal,1.7029,0.1362,1052.01,105.2,2253.68,67.61,,,,,,,,,,,,,,,,,,,,,,
R20S,260,Calibration,Thermal,1.6671,0.1334,1059.04,105.9,2251.33,67.54,,,,,,,,,,,,,,,,,,,,,,
R20S,280,Calibration,Thermal,1.629,0.1303,1069.55,106.95,2249.28,67.48,,,,,,,,,,,,,,,,,,,,,,
R20S,300,Calibration,Thermal,1.589,0.1271,1088.78,108.88,2247.48,67.42,,,,,,,,,,,,,,,,,,,,,,
R20S,320,Calibration,Thermal,1.5473,0.1238,1125.85,112.59,2245.91,67.38,,,,,,,,,,,,,,,,,,,,,,
R20S,340,Calibration,Thermal,1.5041,0.1203,1192.98,119.3,2244.53,67.34,,,,,,,,,,,,,,,,,,,,,,
R20S,360,Calibration,Thermal,1.4597,0.1168,1300.85,130.09,2243.33,67.3,,,,,,,,,,,,,,,,,,,,,,
R20S,380,Calibration,Thermal,1.4145,0.1132,1449.83,144.98,2242.27,67.27,,,,,,,,,,,,,,,,,,,,,,
R20S,400,Calibration,Thermal,1.369,0.1095,1621.31,162.13,2241.35,67.24,,,,,,,,,,,,,,,,,,,,,,
R20S,420,Calibration,Thermal,1.3234,0.1059,1776.85,177.69,2240.54,67.22,,,,,,,,,,,,,,,,,,,,,,
R20S,440,Calibration,Thermal,1.2782,0.1023,1870.8,187.08,2239.84,67.2,,,,,,,,,,,,,,,,,,,,,,
R20S,460,Calibration,Thermal,1.2339,0.0987,1871.8,187.18,2239.22,67.18,,,,,,,,,,,,,,,,,,,,,,
R20S,480,Calibration,Thermal,1.1906,0.0953,1779.85,177.99,2238.68,67.16,,,,,,,,,,,,,,,,,,,,,,
R20S,500,Calibration,Thermal,1.1489,0.0919,1626.31,162.63,2238.2,67.15,,,,,,,,,,,,,,,,,,,,,,
R20S,520,Calibration,Thermal,1.1089,0.0887,1456.83,145.68,2237.79,67.13,,,,,,,,,,,,,,,,,,,,,,
R20S,540,Calibration,Thermal,1.0709,0.0857,1309.85,130.99,2237.42,67.12,,,,,,,,,,,,,,,,,,,,,,
R20S,560,Calibration,Thermal,1.035,0.0828,1203.98,120.4,2237.11,67.11,,,,,,,,,,,,,,,,,,,,,,
R20S,580,Calibration,Thermal,1.0014,0.0801,1138.85,113.89,2236.83,67.1,,,,,,,,,,,,,,,,,,,,,,
R20S,600,Calibration,Thermal,0.9701,0.0776,1103.78,110.38,2236.59,67.1,,,,,,,,,,,,,,,,,,,,,,
R20S,620,Calibration,Thermal,0.9411,0.0753,1086.55,108.65,2236.37,67.09,,,,,,,,,,,,,,,,,,,,,,
R20S,640,Calibration,Thermal,0.9144,0.0732,1078.04,107.8,2236.19,67.09,,,,,,,,,,,,,,,,,,,,,,
R20S,660,Calibration,Thermal,0.89,0.0712,1073.01,107.3,2236.02,67.08,,,,,,,,,,,,,,,,,,,,,,
R20S,680,Calibration,Thermal,0.8678,0.0694,1069.01,106.9,2235.88,67.08,,,,,,,,,,,,,,,,,,,,,,
R20S,700,Calibration,Thermal,0.8477,0.0678,1065.05,106.5,2235.76,67.07,,,,,,,,,,,,,,,,,,,,,,
R20S,720,Calibration,Thermal,0.8295,0.0664,1060.81,106.08,2235.65,67.07,,,,,,,,,,,,,,,,,,,,,,
R20S,740,Calibration,Thermal,0.8131,0.065,1056.2,105.62,2235.55,67.07,,,,,,,,,,,,,,,,,,,,,,
R20S,760,Calibration,Thermal,0.7983,0.0639,1051.2,105.12,2235.47,67.06,,,,,,,,,,,,,,,,,,,,,,
R20S,780,Calibration,Thermal,0.7852,0.0628,1045.8,104.58,2235.39,67.06,,,,,,,,,,,,,,,,,,,,,,
R20S,800,Calibration,Thermal,0.7734,0.0619,1040.0,104.0,2235.33,67.06,,,,,,,,,,,,,,,,,,,,,,
R20S,20,Validation,Thermal,1.7065,0.1365,848.59,84.86,2024.3,60.73,,,,,,,,,,,,,,,,,,,,,,
R20S,40,Validation,Thermal,1.695,0.1356,879.74,87.97,2015.41,60.46,,,,,,,,,,,,,,,,,,,,,,
R20S,60,Validation,Thermal,1.6822,0.1346,1085.15,108.51,2007.63,60.23,,,,,,,,,,,,,,,,,,,,,,
R20S,80,Validation,Thermal,1.6678,0.1334,1711.61,171.16,2000.82,60.02,,,,,,,,,,,,,,,,,,,,,,
R20S,100,Validation,Thermal,1.6519,0.1322,2189.14,218.91,1994.86,59.85,,,,,,,,,,,,,,,,,,,,,,
R20S,120,Validation,Thermal,1.6343,0.1307,1725.59,172.56,1989.64,59.69,,,,,,,,,,,,,,,,,,,,,,
R20S,140,Validation,Thermal,1.6149,0.1292,1113.11,111.31,1985.08,59.55,,,,,,,,,,,,,,,,,,,,,,
R20S,160,Validation,Thermal,1.5936,0.1275,921.69,92.17,1981.09,59.43,,,,,,,,,,,,,,,,,,,,,,
R20S,180,Validation,Thermal,1.5703,0.1256,904.52,90.45,1977.59,59.33,,,,,,,,,,,,,,,,,,,,,,
R20S,200,Validation,Thermal,1.5449,0.1236,908.92,90.89,1974.53,59.24,,,,,,,,,,,,,,,,,,,,,,
R20S,220,Validation,Thermal,1.5176,0.1214,914.11,91.41,1971.85,59.16,,,,,,,,,,,,,,,,,,,,,,
R20S,240,Validation,Thermal,1.4882,0.1191,919.36,91.94,1969.51,59.09,,,,,,,,,,,,,,,,,,,,,,
R20S,260,Validation,Thermal,1.4568,0.1165,925.5,92.55,1967.46,59.02,,,,,,,,,,,,,,,,,,,,,,
R20S,280,Validation,Thermal,1.4236,0.1139,934.69,93.47,1965.66,58.97,,,,,,,,,,,,,,,,,,,,,,
R20S,300,Validation,Thermal,1.3887,0.1111,951.5,95.15,1964.09,58.92,,,,,,,,,,,,,,,,,,,,,,
R20S,320,Validation,Thermal,1.3522,0.1082,983.89,98.39,1962.72,58.88,,,,,,,,,,,,,,,,,,,,,,
R20S,340,Validation,Thermal,1.3144,0.1052,1042.56,104.26,1961.51,58.85,,,,,,,,,,,,,,,,,,,,,,
R20S,360,Validation,Thermal,1.2756,0.1021,1136.82,113.68,1960.46,58.81,,,,,,,,,,,,,,,,,,,,,,
R20S,380,Validation,Thermal,1.2362,0.0989,1267.02,126.7,1959.54,58.79,,,,,,,,,,,,,,,,,,,,,,
R20S,400,Validation,Thermal,1.1963,0.0957,1416.87,141.69,1958.73,58.76,,,,,,,,,,,,,,,,,,,,,,
R20S,420,Validation,Thermal,1.1565,0.0925,1552.8,155.28,1958.03,58.74,,,,,,,,,,,,,,,,,,,,,,
R20S,440,Validation,Thermal,1.1171,0.0894,1634.9,163.49,1957.41,58.72,,,,,,,,,,,,,,,,,,,,,,
R20S,460,Validation,Thermal,1.0783,0.0863,1635.78,163.58,1956.87,58.71,,,,,,,,,,,,,,,,,,,,,,
R20S,480,Validation,Thermal,1.0405,0.0832,1555.43,155.54,1956.4,58.69,,,,,,,,,,,,,,,,,,,,,,
R20S,500,Validation,Thermal,1.004,0.0803,1421.24,142.12,1955.98,58.68,,,,,,,,,,,,,,,,,,,,,,
R20S,520,Validation,Thermal,0.9691,0.0775,1273.14,127.31,1955.62,58.67,,,,,,,,,,,,,,,,,,,,,,
R20S,540,Validation,Thermal,0.9358,0.0749,1144.69,114.47,1955.3,58.66,,,,,,,,,,,,,,,,,,,,,,
R20S,560,Validation,Thermal,0.9045,0.0724,1052.17,105.22,1955.02,58.65,,,,,,,,,,,,,,,,,,,,,,
R20S,580,Validation,Thermal,0.8751,0.07,995.25,99.53,1954.78,58.64,,,,,,,,,,,,,,,,,,,,,,
R20S,600,Validation,Thermal,0.8477,0.0678,964.6,96.46,1954.57,58.64,,,,,,,,,,,,,,,,,,,,,,
R20S,620,Validation,Thermal,0.8224,0.0658,949.54,94.95,1954.38,58.63,,,,,,,,,,,,,,,,,,,,,,
R20S,640,Validation,Thermal,0.7991,0.0639,942.11,94.21,1954.22,58.63,,,,,,,,,,,,,,,,,,,,,,
R20S,660,Validation,Thermal,0.7778,0.0622,937.72,93.77,1954.08,58.62,,,,,,,,,,,,,,,,,,,,,,
R20S,680,Validation,Thermal,0.7584,0.0607,934.21,93.42,1953.95,58.62,,,,,,,,,,,,,,,,,,,,,,
R20S,700,Validation,Thermal,0.7408,0.0593,930.75,93.08,1953.84,58.62,,,,,,,,,,,,,,,,,,,,,,
R20S,720,Validation,Thermal,0.7249,0.058,927.05,92.7,1953.75,58.61,,,,,,,,,,,,,,,,,,,,,,
R20S,740,Validation,Thermal,0.7105,0.0568,923.02,92.3,1953.66,58.61,,,,,,,,,,,,,,,,,,,,,,
R20S,760,Validation,Thermal,0.6977,0.0558,918.65,91.87,1953.59,58.61,,,,,,,,,,,,,,,,,,,,,,
R20S,780,Validation,Thermal,0.6862,0.0549,913.93,91.39,1953.53,58.61,,,,,,,,,,,,,,,,,,,,,,
R20S,800,Validation,Thermal,0.6759,0.0541,908.86,90.89,1953.47,58.6,,,,,,,,,,,,,,,,,,,,,,
R10L,20,Calibration,Thermal,2.1143,0.1691,941.02,94.1,2352.2,70.57,,,,,,,,,,,,,,,,,,,,,,
R10L,40,Calibration,Thermal,2.1001,0.168,976.67,97.67,2341.87,70.26,,,,,,,,,,,,,,,,,,,,,,
R10L,60,Calibration,Thermal,2.0841,0.1667,1211.72,121.17,2332.83,69.98,,,,,,,,,,,,,,,,,,,,,,
R10L,80,Calibration,Thermal,2.0664,0.1653,1928.57,192.86,2324.91,69.75,,,,,,,,,,,,,,,,,,,,,,
R10L,100,Calibration,Thermal,2.0467,0.1637,2475.0,247.5,2317.99,69.54,,,,,,,,,,,,,,,,,,,,,,
R10L,120,Calibration,Thermal,2.0248,0.162,1944.57,194.46,2311.93,69.36,,,,,,,,,,,,,,,,,,,,,,
R10L,140,Calibration,Thermal,2.0008,0.1601,1243.72,124.37,2306.62,69.2,,,,,,,,,,,,,,,,,,,,,,
R10L,160,Calibration,Thermal,1.9744,0.1579,1024.68,102.47,2301.98,69.06,,,,,,,,,,,,,,,,,,,,,,
R10L,180,Calibration,Thermal,1.9455,0.1556,1005.03,100.5,2297.92,68.94,,,,,,,,,,,,,,,,,,,,,,
R10L,200,Calibration,Thermal,1.9142,0.1531,1010.07,101.01,2294.37,68.83,,,,,,,,,,,,,,,,,,,,,,
R10L,220,Calibration,Thermal,1.8803,0.1504,1016.01,101.6,2291.25,68.74,,,,,,,,,,,,,,,,,,,,,,
R10L,240,Calibration,Thermal,1.8439,0.1475,1022.01,102.2,2288.53,68.66,,,,,,,,,,,,,,,,,,,,,,
R10L,260,Calibration,Thermal,1.805,0.1444,1029.04,102.9,2286.15,68.58,,,,,,,,,,,,,,,,,,,,,,
R10L,280,Calibration,Thermal,1.7638,0.1411,1039.55,103.95,2284.06,68.52,,,,,,,,,,,,,,,,,,,,,,
R10L,300,Calibration,Thermal,1.7205,0.1376,1058.78,105.88,2282.24,68.47,,,,,,,,,,,,,,,,,,,,,,
