measure_id,building_type,climate_zone,applicability_score
ME_LT_CONTROLS,Residential,4A,0.9
ME_LT_CONTROLS,Residential,4B,0.86
ME_LT_CONTROLS,Residential,4C,0.95
ME_LT_CONTROLS,Residential,5A,0.9
ME_LT_CONTROLS,Residential,5B,0.93
ME_LT_CONTROLS,Residential,5C,0.94
ME_LT_CONTROLS,Residential,6A,0.89
ME_LT_CONTROLS,Residential,6B,0.89
ME_LT_CONTROLS,Residential,6C,0.91
ME_LT_CONTROLS,Residential,7A,0.87
ME_LT_CONTROLS,Residential,7B,0.86
ME_LT_CONTROLS,Residential,7C,0.88
ME_LT_CONTROLS,Hospital,1A,0.94
ME_LT_CONTROLS,Hospital,1B,0.91
ME_LT_CONTROLS,Hospital,1C,0.89
ME_LT_CONTROLS,Hospital,2A,0.87
ME_LT_CONTROLS,Hospital,2B,0.88
ME_LT_CONTROLS,Hospital,2C,0.89
ME_LT_CONTROLS,Hospital,3A,0.93
ME_LT_CONTROLS,Hospital,3B,0.9
ME_LT_CONTROLS,Hospital,3C,0.92
ME_LT_CONTROLS,Hospital,4A,0.92
ME_LT_CONTROLS,Hospital,4B,0.88
ME_LT_CONTROLS,Hospital,4C,0.93
ME_LT_CONTROLS,Hospital,5A,0.95
ME_LT_CONTROLS,Hospital,5B,0.91
ME_LT_CONTROLS,Hospital,5C,0.9
ME_LT_CONTROLS,Hospital,6A,0.87
ME_LT_CONTROLS,Hospital,6B,0.93
ME_LT_CONTROLS,Hospital,6C,0.87
ME_LT_CONTROLS,Hospital,7A,0.92
ME_LT_CONTROLS,Hospital,7B,0.9
ME_LT_CONTROLS,Hospital,7C,0.94
ME_LT_CONTROLS,Retail,1A,0.9
ME_LT_CONTROLS,Retail,1B,0.91
ME_LT_CONTROLS,Retail,1C,0.86
ME_LT_CONTROLS,Retail,2A,0.85
ME_LT_CONTROLS,Retail,2B,0.93
ME_LT_CONTROLS,Retail,2C,0.94
ME_LT_CONTROLS,Retail,3A,0.92
ME_LT_CONTROLS,Retail,3B,0.93
ME_LT_CONTROLS,Retail,3C,0.89
ME_LT_CONTROLS,Retail,4A,0.93
ME_LT_CONTROLS,Retail,4B,0.87
ME_LT_CONTROLS,Retail,4C,0.92
ME_LT_CONTROLS,Retail,5A,0.85
ME_LT_CONTROLS,Retail,5B,0.9
ME_LT_CONTROLS,Retail,5C,0.89
ME_LT_CONTROLS,Retail,6A,0.91
ME_LT_CONTROLS,Retail,6B,0.92
ME_LT_CONTROLS,Retail,6C,0.91
ME_LT_CONTROLS,Retail,7A,0.9
ME_LT_CONTROLS,Retail,7B,0.9
ME_LT_CONTROLS,Retail,7C,0.85
ME_LT_CONTROLS,Warehouse,1A,0.91
ME_LT_CONTROLS,Warehouse,1B,0.85
ME_LT_CONTROLS,Warehouse,1C,0.9
ME_LT_CONTROLS,Warehouse,2A,0.88
ME_LT_CONTROLS,Warehouse,2B,0.95
ME_LT_CONTROLS,Warehouse,2C,0.85
ME_LT_CONTROLS,Warehouse,3A,0.93
ME_LT_CONTROLS,Warehouse,3B,0.92
ME_LT_CONTROLS,Warehouse,3C,0.93
ME_LT_CONTROLS,Warehouse,4A,0.94
ME_LT_CONTROLS,Warehouse,4B,0.86
ME_LT_CONTROLS,Warehouse,4C,0.86
ME_LT_CONTROLS,Warehouse,5A,0.86
ME_LT_CONTROLS,Warehouse,5B,0.87
ME_LT_CONTROLS,Warehouse,5C,0.9
ME_LT_CONTROLS,Warehouse,6A,0.93
ME_LT_CONTROLS,Warehouse,6B,0.88
ME_LT_CONTROLS,Warehouse,6C,0.89
ME_LT_CONTROLS,Warehouse,7A,0.89
ME_LT_CONTROLS,Warehouse,7B,0.89
ME_LT_CONTROLS,Warehouse,7C,0.91
ME_RE_PV_10KW,Office,1A,0.95
ME_RE_PV_10KW,Office,1B,0.87
ME_RE_PV_10KW,Office,1C,0.92
ME_RE_PV_10KW,Office,2A,0.93
ME_RE_PV_10KW,Office,2B,0.92
ME_RE_PV_10KW,Office,2C,0.94
ME_RE_PV_10KW,Office,3A,0.93
ME_RE_PV_10KW,Office,3B,0.86
ME_RE_PV_10KW,Office,3C,0.89
ME_RE_PV_10KW,Office,4A,0.91
ME_RE_PV_10KW,Office,4B,0.86
ME_RE_PV_10KW,Office,4C,0.85
ME_RE_PV_10KW,Office,5A,0.87
ME_RE_PV_10KW,Office,5B,0.9
ME_RE_PV_10KW,Office,5C,0.89
ME_RE_PV_10KW,Office,6A,0.93
ME_RE_PV_10KW,Office,6B,0.91
ME_RE_PV_10KW,Office,6C,0.94
ME_RE_PV_10KW,Office,7A,0.71
ME_RE_PV_10KW,Office,7B,0.75
ME_RE_PV_10KW,Office,7C,0.7
ME_RE_PV_10KW,School,1A,0.87
ME_RE_PV_10KW,School,1B,0.94
ME_RE_PV_10KW,School,1C,0.94
ME_RE_PV_10KW,School,2A,0.9
ME_RE_PV_10KW,School,2B,0.85
ME_RE_PV_10KW,School,2C,0.86
ME_RE_PV_10KW,School,3A,0.94
ME_RE_PV_10KW,School,3B,0.94
ME_RE_PV_10KW,School,3C,0.91
ME_RE_PV_10KW,School,4A,0.85
ME_RE_PV_10KW,School,4B,0.94
ME_RE_PV_10KW,School,4C,0.88
ME_RE_PV_10KW,School,5A,0.95
ME_RE_PV_10KW,School,5B,0.91
ME_RE_PV_10KW,School,5C,0.93
ME_RE_PV_10KW,School,6A,0.92
ME_RE_PV_10KW,School,6B,0.89
ME_RE_PV_10KW,School,6C,0.86
ME_RE_PV_10KW,School,7A,0.72
ME_RE_PV_10KW,School,7B,0.72
ME_RE_PV_10KW,School,7C,0.78
ME_RE_PV_10KW,Residential,1A,0.89
ME_RE_PV_10KW,Residential,1B,0.94
ME_RE_PV_10KW,Residential,1C,0.88
ME_RE_PV_10KW,Residential,2A,0.93
ME_RE_PV_10KW,Residential,2B,0.86
ME_RE_PV_10KW,Residential,2C,0.95
ME_RE_PV_10KW,Residential,3A,0.92
ME_RE_PV_10KW,Residential,3B,0.9
ME_RE_PV_10KW,Residential,3C,0.95
ME_RE_PV_10KW,Residential,4A,0.86
ME_RE_PV_10KW,Residential,4B,0.89
ME_RE_PV_10KW,Residential,4C,0.93
ME_RE_PV_10KW,Residential,5A,0.88
ME_RE_PV_10KW,Residential,5B,0.93
ME_RE_PV_10KW,Residential,5C,0.95
ME_RE_PV_10KW,Residential,6A,0.89
ME_RE_PV_10KW,Residential,6B,0.93
ME_RE_PV_10KW,Residential,6C,0.85
ME_RE_PV_10KW,Residential,7A,0.73
ME_RE_PV_10KW,Residential,7B,0.8
ME_RE_PV_10KW,Residential,7C,0.75
ME_RE_PV_10KW,Hospital,1A,0.89
ME_RE_PV_10KW,Hospital,1B,0.94
ME_RE_PV_10KW,Hospital,1C,0.89
ME_RE_PV_10KW,Hospital,2A,0.92
ME_RE_PV_10KW,Hospital,2B,0.92
ME_RE_PV_10KW,Hospital,2C,0.86
ME_RE_PV_10KW,Hospital,3A,0.91
ME_RE_PV_10KW,Hospital,3B,0.93
ME_RE_PV_10KW,Hospital,3C,0.92
ME_RE_PV_10KW,Hospital,4A,0.86
ME_RE_PV_10KW,Hospital,4B,0.87
ME_RE_PV_10KW,Hospital,4C,0.92
ME_RE_PV_10KW,Hospital,5A,0.91
ME_RE_PV_10KW,Hospital,5B,0.92
ME_RE_PV_10KW,Hospital,5C,0.88
ME_RE_PV_10KW,Hospital,6A,0.86
ME_RE_PV_10KW,Hospital,6B,0.85
ME_RE_PV_10KW,Hospital,6C,0.88
ME_RE_PV_10KW,Hospital,7A,0.74
ME_RE_PV_10KW,Hospital,7B,0.73
ME_RE_PV_10KW,Hospital,7C,0.71
ME_RE_PV_10KW,Retail,1A,0.87
ME_RE_PV_10KW,Retail,1B,0.89
ME_RE_PV_10KW,Retail,1C,0.91
ME_RE_PV_10KW,Retail,2A,0.89
ME_RE_PV_10KW,Retail,2B,0.85
ME_RE_PV_10KW,Retail,2C,0.89
ME_RE_PV_10KW,Retail,3A,0.86
ME_RE_PV_10KW,Retail,3B,0.91
ME_RE_PV_10KW,Retail,3C,0.88
ME_RE_PV_10KW,Retail,4A,0.89
ME_RE_PV_10KW,Retail,4B,0.88
ME_RE_PV_10KW,Retail,4C,0.89
ME_RE_PV_10KW,Retail,5A,0.86
ME_RE_PV_10KW,Retail,5B,0.94
ME_RE_PV_10KW,Retail,5C,0.94
ME_RE_PV_10KW,Retail,6A,0.95
ME_RE_PV_10KW,Retail,6B,0.91
ME_RE_PV_10KW,Retail,6C,0.87
ME_RE_PV_10KW,Retail,7A,0.74
ME_RE_PV_10KW,Retail,7B,0.71
ME_RE_PV_10KW,Retail,7C,0.73
ME_RE_PV_10KW,Warehouse,1A,0.9
ME_RE_PV_10KW,Warehouse,1B,0.86
ME_RE_PV_10KW,Warehouse,1C,0.89
ME_RE_PV_10KW,Warehouse,2A,0.89
ME_RE_PV_10KW,Warehouse,2B,0.9
ME_RE_PV_10KW,Warehouse,2C,0.86
ME_RE_PV_10KW,Warehouse,3A,0.88
ME_RE_PV_10KW,Warehouse,3B,0.87
ME_RE_PV_10KW,Warehouse,3C,0.91
ME_RE_PV_10KW,Warehouse,4A,0.91
ME_RE_PV_10KW,Warehouse,4B,0.87
ME_RE_PV_10KW,Warehouse,4C,0.86
ME_RE_PV_10KW,Warehouse,5A,0.88
ME_RE_PV_10KW,Warehouse,5B,0.94
ME_RE_PV_10KW,Warehouse,5C,0.88
ME_RE_PV_10KW,Warehouse,6A,0.91
ME_RE_PV_10KW,Warehouse,6B,0.93
ME_RE_PV_10KW,Warehouse,6C,0.88
ME_RE_PV_10KW,Warehouse,7A,0.73
ME_RE_PV_10KW,Warehouse,7B,0.78
ME_RE_PV_10KW,Warehouse,7C,0.79
ME_RE_PV_50KW,Office,1A,0.95
ME_RE_PV_50KW,Office,1B,0.86
ME_RE_PV_50KW,Office,1C,0.88
ME_RE_PV_50KW,Office,2A,0.94
ME_RE_PV_50KW,Office,2B,0.87
ME_RE_PV_50KW,Office,2C,0.88
ME_RE_PV_50KW,Office,3A,0.95
ME_RE_PV_50KW,Office,3B,0.95
ME_RE_PV_50KW,Office,3C,0.88
ME_RE_PV_50KW,Office,4A,0.92
ME_RE_PV_50KW,Office,4B,0.9
ME_RE_PV_50KW,Office,4C,0.91
ME_RE_PV_50KW,Office,5A,0.87
ME_RE_PV_50KW,Office,5B,0.89
ME_RE_PV_50KW,Office,5C,0.93
ME_RE_PV_50KW,Office,6A,0.89
ME_RE_PV_50KW,Office,6B,0.86
ME_RE_PV_50KW,Office,6C,0.91
ME_RE_PV_50KW,Office,7A,0.76
ME_RE_PV_50KW,Office,7B,0.75
ME_RE_PV_50KW,Office,7C,0.77
ME_RE_PV_50KW,School,1A,0.91
ME_RE_PV_50KW,School,1B,0.95
ME_RE_PV_50KW,School,1C,0.9
ME_RE_PV_50KW,School,2A,0.92
ME_RE_PV_50KW,School,2B,0.89
ME_RE_PV_50KW,School,2C,0.88
ME_RE_PV_50KW,School,3A,0.92
ME_RE_PV_50KW,School,3B,0.93
ME_RE_PV_50KW,School,3C,0.93
ME_RE_PV_50KW,School,4A,0.89
ME_RE_PV_50KW,School,4B,0.9
ME_RE_PV_50KW,School,4C,0.91
ME_RE_PV_50KW,School,5A,0.87
ME_RE_PV_50KW,School,5B,0.92
ME_RE_PV_50KW,School,5C,0.92
ME_RE_PV_50KW,School,6A,0.93
ME_RE_PV_50KW,School,6B,0.86
ME_RE_PV_50KW,School,6C,0.95
ME_RE_PV_50KW,School,7A,0.75
ME_RE_PV_50KW,School,7B,0.74
ME_RE_PV_50KW,School,7C,0.75
ME_RE_PV_50KW,Residential,1A,0.94
ME_RE_PV_50KW,Residential,1B,0.92
ME_RE_PV_50KW,Residential,1C,0.9
ME_RE_PV_50KW,Residential,2A,0.93
ME_RE_PV_50KW,Residential,2B,0.89
ME_RE_PV_50KW,Residential,2C,0.94
ME_RE_PV_50KW,Residential,3A,0.9
ME_RE_PV_50KW,Residential,3B,0.91
ME_RE_PV_50KW,Residential,3C,0.86
ME_RE_PV_50KW,Residential,4A,0.93
ME_RE_PV_50KW,Residential,4B,0.92
ME_RE_PV_50KW,Residential,4C,0.89
ME_RE_PV_50KW,Residential,5A,0.91
ME_RE_PV_50KW,Residential,5B,0.85
ME_RE_PV_50KW,Residential,5C,0.95
ME_RE_PV_50KW,Residential,6A,0.92
ME_RE_PV_50KW,Residential,6B,0.89
ME_RE_PV_50KW,Residential,6C,0.93
ME_RE_PV_50KW,Residential,7A,0.8
ME_RE_PV_50KW,Residential,7B,0.74
ME_RE_PV_50KW,Residential,7C,0.7
ME_RE_PV_50KW,Hospital,1A,0.88
ME_RE_PV_50KW,Hospital,1B,0.9
ME_RE_PV_50KW,Hospital,1C,0.9
ME_RE_PV_50KW,Hospital,2A,0.91
ME_RE_PV_50KW,Hospital,2B,0.91
ME_RE_PV_50KW,Hospital,2C,0.89
ME_RE_PV_50KW,Hospital,3A,0.89
ME_RE_PV_50KW,Hospital,3B,0.93
ME_RE_PV_50KW,Hospital,3C,0.91
ME_RE_PV_50KW,Hospital,4A,0.9
ME_RE_PV_50KW,Hospital,4B,0.88
ME_RE_PV_50KW,Hospital,4C,0.85
ME_RE_PV_50KW,Hospital,5A,0.86
ME_RE_PV_50KW,Hospital,5B,0.89
ME_RE_PV_50KW,Hospital,5C,0.95
ME_RE_PV_50KW,Hospital,6A,0.86
ME_RE_PV_50KW,Hospital,6B,0.94
ME_RE_PV_50KW,Hospital,6C,0.86
ME_RE_PV_50KW,Hospital,7A,0.73
ME_RE_PV_50KW,Hospital,7B,0.75
ME_RE_PV_50KW,Hospital,7C,0.72
ME_RE_PV_50KW,Retail,1A,0.9
ME_RE_PV_50KW,Retail,1B,0.9
ME_RE_PV_50KW,Retail,1C,0.89
ME_RE_PV_50KW,Retail,2A,0.92
ME_RE_PV_50KW,Retail,2B,0.88
ME_RE_PV_50KW,Retail,2C,0.88
ME_RE_PV_50KW,Retail,3A,0.93
ME_RE_PV_50KW,Retail,3B,0.86
ME_RE_PV_50KW,Retail,3C,0.93
ME_RE_PV_50KW,Retail,4A,0.91
ME_RE_PV_50KW,Retail,4B,0.92
ME_RE_PV_50KW,Retail,4C,0.87
ME_RE_PV_50KW,Retail,5A,0.95
ME_RE_PV_50KW,Retail,5B,0.87
ME_RE_PV_50KW,Retail,5C,0.87
ME_RE_PV_50KW,Retail,6A,0.87
ME_RE_PV_50KW,Retail,6B,0.91
ME_RE_PV_50KW,Retail,6C,0.95
ME_RE_PV_50KW,Retail,7A,0.72
ME_RE_PV_50KW,Retail,7B,0.74
ME_RE_PV_50KW,Retail,7C,0.72
ME_RE_PV_50KW,Warehouse,1A,0.91
ME_RE_PV_50KW,Warehouse,1B,0.89
ME_RE_PV_50KW,Warehouse,1C,0.85
ME_RE_PV_50KW,Warehouse,2A,0.91
ME_RE_PV_50KW,Warehouse,2B,0.87
ME_RE_PV_50KW,Warehouse,2C,0.91
ME_RE_PV_50KW,Warehouse,3A,0.89
ME_RE_PV_50KW,Warehouse,3B,0.92
ME_RE_PV_50KW,Warehouse,3C,0.87
ME_RE_PV_50KW,Warehouse,4A,0.93
ME_RE_PV_50KW,Warehouse,4B,0.93
ME_RE_PV_50KW,Warehouse,4C,0.86
ME_RE_PV_50KW,Warehouse,5A,0.86
ME_RE_PV_50KW,Warehouse,5B,0.94
ME_RE_PV_50KW,Warehouse,5C,0.87
ME_RE_PV_50KW,Warehouse,6A,0.88
ME_RE_PV_50KW,Warehouse,6B,0.9
ME_RE_PV_50KW,Warehouse,6C,0.88
ME_RE_PV_50KW,Warehouse,7A,0.79
ME_RE_PV_50KW,Warehouse,7B,0.75
ME_RE_PV_50KW,Warehouse,7C,0.76
ME_RE_PV_100KW,Office,1A,0.91
ME_RE_PV_100KW,Office,1B,0.91
ME_RE_PV_100KW,Office,1C,0.91
ME_RE_PV_100KW,Office,2A,0.88
ME_RE_PV_100KW,Office,2B,0.93
ME_RE_PV_100KW,Office,2C,0.91
ME_RE_PV_100KW,Office,3A,0.93
ME_RE_PV_100KW,Office,3B,0.92
ME_RE_PV_100KW,Office,3C,0.88
ME_RE_PV_100KW,Office,4A,0.91
ME_RE_PV_100KW,Office,4B,0.86
ME_RE_PV_100KW,Office,4C,0.86
ME_RE_PV_100KW,Office,5A,0.86
ME_RE_PV_100KW,Office,5B,0.88
ME_RE_PV_100KW,Office,5C,0.87
ME_RE_PV_100KW,Office,6A,0.92
ME_RE_PV_100KW,Office,6B,0.9
ME_RE_PV_100KW,Office,6C,0.89
ME_RE_PV_100KW,Office,7A,0.71
ME_RE_PV_100KW,Office,7B,0.74
ME_RE_PV_100KW,Office,7C,0.72
ME_RE_PV_100KW,School,1A,0.91
ME_RE_PV_100KW,School,1B,0.92
ME_RE_PV_100KW,School,1C,0.91
ME_RE_PV_100KW,School,2A,0.95
ME_RE_PV_100KW,School,2B,0.91
ME_RE_PV_100KW,School,2C,0.9
ME_RE_PV_100KW,School,3A,0.86
ME_RE_PV_100KW,School,3B,0.88
ME_RE_PV_100KW,School,3C,0.9
ME_RE_PV_100KW,School,4A,0.86
ME_RE_PV_100KW,School,4B,0.89
ME_RE_PV_100KW,School,4C,0.85
ME_RE_PV_100KW,School,5A,0.86
ME_RE_PV_100KW,School,5B,0.93
ME_RE_PV_100KW,School,5C,0.95
ME_RE_PV_100KW,School,6A,0.9
ME_RE_PV_100KW,School,6B,0.9
ME_RE_PV_100KW,School,6C,0.92
ME_RE_PV_100KW,School,7A,0.74
ME_RE_PV_100KW,School,7B,0.78
ME_RE_PV_100KW,School,7C,0.75
ME_RE_PV_100KW,Residential,1A,0.86
ME_RE_PV_100KW,Residential,1B,0.85
ME_RE_PV_100KW,Residential,1C,0.93
ME_RE_PV_100KW,Residential,2A,0.88
ME_RE_PV_100KW,Residential,2B,0.88
ME_RE_PV_100KW,Residential,2C,0.9
ME_RE_PV_100KW,Residential,3A,0.87
ME_RE_PV_100KW,Residential,3B,0.9
ME_RE_PV_100KW,Residential,3C,0.92
ME_RE_PV_100KW,Residential,4A,0.93
ME_RE_PV_100KW,Residential,4B,0.9
ME_RE_PV_100KW,Residential,4C,0.86
ME_RE_PV_100KW,Residential,5A,0.86
ME_RE_PV_100KW,Residential,5B,0.93
ME_RE_PV_100KW,Residential,5C,0.93
ME_RE_PV_100KW,Residential,6A,0.89
ME_RE_PV_100KW,Residential,6B,0.93
ME_RE_PV_100KW,Residential,6C,0.85
ME_RE_PV_100KW,Residential,7A,0.77
ME_RE_PV_100KW,Residential,7B,0.75
ME_RE_PV_100KW,Residential,7C,0.8
ME_RE_PV_100KW,Hospital,1A,0.86
ME_RE_PV_100KW,Hospital,1B,0.93
ME_RE_PV_100KW,Hospital,1C,0.93
ME_RE_PV_100KW,Hospital,2A,0.88
ME_RE_PV_100KW,Hospital,2B,0.95
ME_RE_PV_100KW,Hospital,2C,0.89
ME_RE_PV_100KW,Hospital,3A,0.88
ME_RE_PV_100KW,Hospital,3B,0.93
ME_RE_PV_100KW,Hospital,3C,0.89
ME_RE_PV_100KW,Hospital,4A,0.95
ME_RE_PV_100KW,Hospital,4B,0.93
ME_RE_PV_100KW,Hospital,4C,0.87
ME_RE_PV_100KW,Hospital,5A,0.93
ME_RE_PV_100KW,Hospital,5B,0.91
ME_RE_PV_100KW,Hospital,5C,0.89
ME_RE_PV_100KW,Hospital,6A,0.92
ME_RE_PV_100KW,Hospital,6B,0.91
ME_RE_PV_100KW,Hospital,6C,0.87
ME_RE_PV_100KW,Hospital,7A,0.71
ME_RE_PV_100KW,Hospital,7B,0.72
ME_RE_PV_100KW,Hospital,7C,0.72
ME_RE_PV_100KW,Retail,1A,0.86
ME_RE_PV_100KW,Retail,1B,0.89
ME_RE_PV_100KW,Retail,1C,0.88
ME_RE_PV_100KW,Retail,2A,0.9
ME_RE_PV_100KW,Retail,2B,0.88
ME_RE_PV_100KW,Retail,2C,0.92
ME_RE_PV_100KW,Retail,3A,0.88
ME_RE_PV_100KW,Retail,3B,0.88
ME_RE_PV_100KW,Retail,3C,0.94
ME_RE_PV_100KW,Retail,4A,0.95
ME_RE_PV_100KW,Retail,4B,0.92
ME_RE_PV_100KW,Retail,4C,0.86
ME_RE_PV_100KW,Retail,5A,0.95
ME_RE_PV_100KW,Retail,5B,0.93
ME_RE_PV_100KW,Retail,5C,0.94
ME_RE_PV_100KW,Retail,6A,0.95
ME_RE_PV_100KW,Retail,6B,0.94
ME_RE_PV_100KW,Retail,6C,0.86
ME_RE_PV_100KW,Retail,7A,0.79
ME_RE_PV_100KW,Retail,7B,0.72
ME_RE_PV_100KW,Retail,7C,0.77
ME_RE_PV_100KW,Warehouse,1A,0.93
ME_RE_PV_100KW,Warehouse,1B,0.93
ME_RE_PV_100KW,Warehouse,1C,0.92
ME_RE_PV_100KW,Warehouse,2A,0.9
ME_RE_PV_100KW,Warehouse,2B,0.91
ME_RE_PV_100KW,Warehouse,2C,0.88
ME_RE_PV_100KW,Warehouse,3A,0.89
ME_RE_PV_100KW,Warehouse,3B,0.9
ME_RE_PV_100KW,Warehouse,3C,0.91
ME_RE_PV_100KW,Warehouse,4A,0.94
ME_RE_PV_100KW,Warehouse,4B,0.86
ME_RE_PV_100KW,Warehouse,4C,0.9
ME_RE_PV_100KW,Warehouse,5A,0.88
ME_RE_PV_100KW,Warehouse,5B,0.94
ME_RE_PV_100KW,Warehouse,5C,0.89
ME_RE_PV_100KW,Warehouse,6A,0.95
ME_RE_PV_100KW,Warehouse,6B,0.88
ME_RE_PV_100KW,Warehouse,6C,0.85
ME_RE_PV_100KW,Warehouse,7A,0.78
ME_RE_PV_100KW,Warehouse,7B,0.77
ME_RE_PV_100KW,Warehouse,7C,0.77
ME_RE_BAT_50KWH,Office,1A,0.9
ME_RE_BAT_50KWH,Office,1B,0.92
ME_RE_BAT_50KWH,Office,1C,0.89
ME_RE_BAT_50KWH,Office,2A,0.86
ME_RE_BAT_50KWH,Office,2B,0.9
ME_RE_BAT_50KWH,Office,2C,0.87
ME_RE_BAT_50KWH,Office,3A,0.89
ME_RE_BAT_50KWH,Office,3B,0.87
ME_RE_BAT_50KWH,Office,3C,0.88
ME_RE_BAT_50KWH,Office,4A,0.93
ME_RE_BAT_50KWH,Office,4B,0.88
ME_RE_BAT_50KWH,Office,4C,0.91
ME_RE_BAT_50KWH,Office,5A,0.91
ME_RE_BAT_50KWH,Office,5B,0.9
ME_RE_BAT_50KWH,Office,5C,0.88
ME_RE_BAT_50KWH,Office,6A,0.92
ME_RE_BAT_50KWH,Office,6B,0.85
ME_RE_BAT_50KWH,Office,6C,0.86
ME_RE_BAT_50KWH,Office,7A,0.78
ME_RE_BAT_50KWH,Office,7B,0.75
ME_RE_BAT_50KWH,Office,7C,0.71
ME_RE_BAT_50KWH,School,1A,0.94
ME_RE_BAT_50KWH,School,1B,0.89
ME_RE_BAT_50KWH,School,1C,0.85
ME_RE_BAT_50KWH,School,2A,0.95
ME_RE_BAT_50KWH,School,2B,0.87
ME_RE_BAT_50KWH,School,2C,0.92
ME_RE_BAT_50KWH,School,3A,0.86
ME_RE_BAT_50KWH,School,3B,0.91
ME_RE_BAT_50KWH,School,3C,0.87
ME_RE_BAT_50KWH,School,4A,0.94
ME_RE_BAT_50KWH,School,4B,0.88
ME_RE_BAT_50KWH,School,4C,0.92
ME_RE_BAT_50KWH,School,5A,0.88
ME_RE_BAT_50KWH,School,5B,0.89
ME_RE_BAT_50KWH,School,5C,0.94
ME_RE_BAT_50KWH,School,6A,0.87
ME_RE_BAT_50KWH,School,6B,0.89
ME_RE_BAT_50KWH,School,6C,0.88
ME_RE_BAT_50KWH,School,7A,0.77
ME_RE_BAT_50KWH,School,7B,0.72
ME_RE_BAT_50KWH,School,7C,0.77
ME_RE_BAT_50KWH,Residential,1A,0.92
ME_RE_BAT_50KWH,Residential,1B,0.85
ME_RE_BAT_50KWH,Residential,1C,0.9
ME_RE_BAT_50KWH,Residential,2A,0.86
ME_RE_BAT_50KWH,Residential,2B,0.87
ME_RE_BAT_50KWH,Residential,2C,0.92
ME_RE_BAT_50KWH,Residential,3A,0.85
ME_RE_BAT_50KWH,Residential,3B,0.92
ME_RE_BAT_50KWH,Residential,3C,0.93
ME_RE_BAT_50KWH,Residential,4A,0.95
ME_RE_BAT_50KWH,Residential,4B,0.89
ME_RE_BAT_50KWH,Residential,4C,0.86
ME_RE_BAT_50KWH,Residential,5A,0.86
ME_RE_BAT_50KWH,Residential,5B,0.89
ME_RE_BAT_50KWH,Residential,5C,0.92
ME_RE_BAT_50KWH,Residential,6A,0.86
ME_RE_BAT_50KWH,Residential,6B,0.88
ME_RE_BAT_50KWH,Residential,6C,0.94
ME_RE_BAT_50KWH,Residential,7A,0.71
ME_RE_BAT_50KWH,Residential,7B,0.78
ME_RE_BAT_50KWH,Residential,7C,0.78
ME_RE_BAT_50KWH,Hospital,1A,0.86
ME_RE_BAT_50KWH,Hospital,1B,0.95
ME_RE_BAT_50KWH,Hospital,1C,0.86
ME_RE_BAT_50KWH,Hospital,2A,0.9
ME_RE_BAT_50KWH,Hospital,2B,0.85
ME_RE_BAT_50KWH,Hospital,2C,0.92
ME_RE_BAT_50KWH,Hospital,3A,0.89
ME_RE_BAT_50KWH,Hospital,3B,0.92
ME_RE_BAT_50KWH,Hospital,3C,0.91
ME_RE_BAT_50KWH,Hospital,4A,0.87
ME_RE_BAT_50KWH,Hospital,4B,0.89
ME_RE_BAT_50KWH,Hospital,4C,0.92
ME_RE_BAT_50KWH,Hospital,5A,0.94
ME_RE_BAT_50KWH,Hospital,5B,0.86
ME_RE_BAT_50KWH,Hospital,5C,0.86
ME_RE_BAT_50KWH,Hospital,6A,0.93
ME_RE_BAT_50KWH,Hospital,6B,0.91
ME_RE_BAT_50KWH,Hospital,6C,0.89
ME_RE_BAT_50KWH,Hospital,7A,0.8
ME_RE_BAT_50KWH,Hospital,7B,0.73
ME_RE_BAT_50KWH,Hospital,7C,0.71
ME_RE_BAT_50KWH,Retail,1A,0.88
ME_RE_BAT_50KWH,Retail,1B,0.86
ME_RE_BAT_50KWH,Retail,1C,0.91
ME_RE_BAT_50KWH,Retail,2A,0.91
ME_RE_BAT_50KWH,Retail,2B,0.91
ME_RE_BAT_50KWH,Retail,2C,0.93
ME_RE_BAT_50KWH,Retail,3A,0.92
ME_RE_BAT_50KWH,Retail,3B,0.93
ME_RE_BAT_50KWH,Retail,3C,0.92
ME_RE_BAT_50KWH,Retail,4A,0.88
ME_RE_BAT_50KWH,Retail,4B,0.9
ME_RE_BAT_50KWH,Retail,4C,0.9
ME_RE_BAT_50KWH,Retail,5A,0.92
ME_RE_BAT_50KWH,Retail,5B,0.88
ME_RE_BAT_50KWH,Retail,5C,0.86
ME_RE_BAT_50KWH,Retail,6A,0.94
ME_RE_BAT_50KWH,Retail,6B,0.95
ME_RE_BAT_50KWH,Retail,6C,0.9
ME_RE_BAT_50KWH,Retail,7A,0.71
ME_RE_BAT_50KWH,Retail,7B,0.75
ME_RE_BAT_50KWH,Retail,7C,0.76
ME_RE_BAT_50KWH,Warehouse,1A,0.9
ME_RE_BAT_50KWH,Warehouse,1B,0.95
ME_RE_BAT_50KWH,Warehouse,1C,0.95
ME_RE_BAT_50KWH,Warehouse,2A,0.94
ME_RE_BAT_50KWH,Warehouse,2B,0.86
ME_RE_BAT_50KWH,Warehouse,2C,0.94
ME_RE_BAT_50KWH,Warehouse,3A,0.91
ME_RE_BAT_50KWH,Warehouse,3B,0.89
ME_RE_BAT_50KWH,Warehouse,3C,0.92
ME_RE_BAT_50KWH,Warehouse,4A,0.93
ME_RE_BAT_50KWH,Warehouse,4B,0.95
ME_RE_BAT_50KWH,Warehouse,4C,0.93
