x_cm,y_cm,z_cm,t_hours,j_density_A_cm2,pH2O_pH2_ratio,T_inlet_C,T_field_C,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_xz_MPa,sigma_yz_MPa,damage_index_D
1.2387,1.32,0.26885,6119.83,0.887,0.211,637.7,673.41,34.363,24.909,-3.007,0.289,0.021,0.631,0.04729
0.708,3.6351,0.15771,1118.61,0.453,0.568,742.1,759.93,30.098,24.847,-4.098,-0.715,0.041,-0.128,0.00131
1.0721,3.4858,0.11426,7631.99,0.393,0.582,839.5,851.71,40.747,29.092,-4.437,-2.159,-0.497,-0.003,0.01169
3.4094,2.7945,0.04566,5238.58,0.092,0.152,766.4,775.53,27.846,20.578,-4.987,-0.416,-0.217,0.04,0.00011
3.9763,2.813,0.29555,5615.6,0.1,0.505,647.8,679.6,22.553,20.813,-5.394,0.164,-0.262,-0.16,0.00127
1.4827,1.6093,0.05447,6840.13,0.78,0.533,816.7,829.08,42.185,32.666,-3.253,0.211,-0.713,0.106,0.04239
1.847,2.3515,0.2084,955.89,0.57,0.776,672.0,698.8,26.072,24.411,-4.07,-0.581,0.067,0.09,0.00199
1.34,0.3537,0.1916,1673.53,0.848,0.213,661.5,688.49,32.062,28.427,-2.245,1.463,-0.115,-0.057,0.01153
1.4618,2.4152,0.12021,250.56,0.239,0.212,792.2,805.13,30.145,29.747,-3.71,-1.239,0.271,-0.019,0.0
2.7487,2.9422,0.29188,7681.97,0.723,0.715,837.3,872.84,41.445,38.231,-4.562,-1.141,0.675,0.349,0.04077
2.9413,2.6078,0.20319,5320.28,0.008,0.809,795.9,812.05,27.825,23.371,-4.752,-0.608,-0.416,-0.247,5e-05
1.2682,1.3544,0.05174,839.36,0.746,0.264,676.6,689.99,28.34,26.308,-3.782,0.813,-0.279,-0.071,0.00573
0.5801,1.365,0.17313,435.66,0.048,0.796,637.3,655.62,15.747,18.338,-6.291,0.609,0.01,-0.577,0.0
2.8301,1.6954,0.20194,4761.98,0.686,0.493,829.7,859.33,39.24,34.195,-4.419,0.465,0.204,-0.169,0.02254
1.7576,3.822,0.23601,6698.76,0.79,0.12,796.6,831.88,42.796,33.217,-4.643,-2.489,0.673,-0.108,0.04351
3.6652,0.512,0.14558,6740.12,0.589,0.755,840.5,861.53,38.628,32.903,-5.463,1.281,-0.126,-0.024,0.02382
1.6373,2.4394,0.0905,1356.49,0.342,0.758,746.5,760.0,29.45,25.312,-2.329,-0.396,0.118,-0.062,0.0
0.1109,2.614,0.1792,6838.7,0.624,0.452,630.9,654.44,26.088,21.379,-3.518,-0.487,0.229,-0.053,0.02545
2.9046,2.7528,0.14785,25.59,0.367,0.761,660.2,676.58,22.66,19.734,-4.713,-0.999,0.05,0.042,0.00017
3.9431,2.6427,0.25734,7979.51,0.92,0.149,802.6,841.71,42.318,37.667,-6.004,-1.039,0.265,-0.106,0.06781
1.8654,3.4304,0.0696,2092.5,0.185,0.256,825.0,834.12,32.549,24.814,-4.173,-1.941,-0.022,-0.089,0.00027
3.8106,2.5337,0.00053,7279.76,0.941,0.265,726.1,737.98,38.284,28.501,-2.018,1.258,-0.454,-0.291,0.06617
0.6504,3.059,0.19391,6488.93,0.988,0.895,655.0,688.06,31.171,29.978,-3.356,-1.449,0.327,-0.084,0.06307
0.8514,0.3525,0.21645,3045.4,0.224,0.312,761.9,784.37,27.449,22.055,-4.315,0.624,0.168,0.085,0.00249
1.366,2.7847,0.14869,4110.95,0.037,0.153,723.8,737.01,23.664,21.741,-4.601,-1.058,0.405,-0.06,0.0013
1.6238,1.378,0.29253,7519.38,0.978,0.151,633.7,672.64,29.346,32.17,-7.207,0.872,0.644,0.917,0.07278
3.5978,1.5519,0.27161,3357.64,0.526,0.1,605.4,637.1,23.085,24.068,-5.556,0.67,0.139,-0.006,0.01024
3.89,1.6867,0.16391,7295.2,0.499,0.471,623.6,641.71,23.115,22.954,-4.613,0.532,-0.038,0.091,0.01813
2.0408,2.098,0.08387,271.96,0.04,0.423,726.7,734.56,25.818,19.661,-4.474,0.547,0.502,0.227,0.0
2.787,2.857,0.29461,7477.08,0.89,0.39,770.2,812.0,43.193,33.344,-4.929,-0.945,1.073,0.36,0.05998
2.5105,1.5913,0.00334,6575.94,0.766,0.343,823.2,829.1,40.675,36.37,-2.728,0.626,-0.413,-0.509,0.03957
3.4421,2.3776,0.09649,7543.17,0.074,0.689,645.2,659.3,13.864,19.722,-3.646,-0.629,-0.212,0.018,0.0
0.4311,2.7864,0.23156,3028.27,0.425,0.693,656.3,683.03,24.272,21.216,-4.683,-0.096,-0.414,0.591,0.00533
2.2467,2.8436,0.0371,7997.99,0.18,0.473,770.3,772.35,28.354,23.171,-5.096,-0.548,-0.351,-0.101,0.00326
3.2333,1.7269,0.24953,156.29,0.284,0.717,840.2,867.33,35.211,31.094,-4.499,0.754,0.312,-0.415,0.0013
3.0969,1.7271,0.11408,823.66,0.498,0.526,774.4,790.42,33.214,29.361,-4.018,1.033,-0.114,0.182,0.00174
3.0698,1.4214,0.23936,3900.02,0.68,0.202,760.4,788.37,35.842,30.296,-3.189,0.153,0.448,-0.402,0.0169
3.9248,2.4931,0.02844,2164.24,0.46,0.727,828.1,832.58,36.631,31.922,-5.047,-0.678,-0.355,-0.463,0.00476
0.1132,3.4608,0.03051,4746.56,0.897,0.773,664.8,680.36,33.331,25.913,-2.458,-0.053,-0.699,-0.401,0.03871
0.4244,0.5141,0.21095,3498.14,0.147,0.233,808.2,831.47,31.915,29.398,-4.461,1.018,0.814,-0.44,0.00086
0.6133,0.9376,0.24673,952.17,0.639,0.616,623.3,657.95,26.603,25.133,-4.514,1.486,0.196,-0.222,0.00275
2.3235,3.0685,0.24499,1864.73,0.52,0.713,659.5,687.89,30.2,22.947,-3.292,-1.486,0.332,-0.101,0.00468
1.7233,0.9074,0.09875,5633.77,0.168,0.572,741.8,752.44,27.448,23.449,-5.69,1.459,-0.512,-0.002,0.00156
0.2565,0.7956,0.17676,6652.12,0.339,0.492,803.5,820.63,35.529,21.798,-4.876,0.42,-0.327,0.226,0.00712
1.1167,1.025,0.03188,572.05,0.762,0.508,619.9,631.01,27.716,22.816,-1.639,0.023,-0.471,-0.183,0.00178
1.563,3.4799,0.2388,2422.53,0.617,0.623,828.7,858.91,40.071,30.233,-4.909,-1.003,0.514,-0.49,0.01225
2.0235,2.4441,0.06511,3533.56,0.966,0.237,626.6,646.01,27.205,25.821,-3.04,-0.822,-0.734,-0.359,0.0344
3.023,1.0032,0.07596,7144.24,0.964,0.173,741.2,764.23,41.987,30.202,-2.772,1.596,-0.537,0.411,0.06763
1.9561,3.3987,0.08651,1623.66,0.709,0.844,813.9,832.16,39.086,32.523,-3.914,-1.171,0.26,-0.663,0.00834
3.3029,2.9337,0.1624,883.33,0.387,0.636,727.3,747.06,30.419,22.614,-5.201,-0.978,-0.384,0.255,0.00165
2.1619,0.9054,0.29266,4019.32,0.657,0.156,674.8,709.76,33.467,24.47,-4.495,1.901,0.531,0.046,0.01826
1.4287,2.2891,0.10186,5581.29,0.547,0.806,612.8,628.93,23.773,20.895,-5.298,-0.529,0.026,-0.688,0.01578
3.2239,0.0979,0.22264,5141.72,0.738,0.522,800.3,831.26,39.398,32.611,-3.494,0.813,0.24,0.03,0.0262
0.7455,1.8022,0.07432,1213.63,0.856,0.428,637.1,655.57,31.777,27.707,-2.564,0.385,0.154,0.028,0.01012
3.5572,3.8398,0.17029,4576.38,0.11,0.135,774.8,791.54,26.266,24.247,-4.851,0.365,0.07,0.328,0.0
2.6937,3.1815,0.0174,4055.2,0.811,0.719,740.8,753.33,33.991,32.69,-1.705,-0.913,-0.31,-0.25,0.02644
3.8135,0.3215,0.14362,7082.29,0.19,0.872,605.5,619.09,18.276,14.643,-4.805,0.062,-0.211,0.114,0.00263
0.8394,3.4917,0.00724,7252.25,0.432,0.719,657.5,661.55,24.65,21.139,-3.875,-1.313,-0.139,-0.314,0.01169
0.931,0.2667,0.04675,4355.7,0.278,0.562,696.9,700.99,24.381,23.127,-5.038,0.358,-0.09,0.089,0.00123
1.8262,2.4878,0.12352,767.59,0.968,0.504,816.9,841.92,44.267,40.48,-4.58,-0.449,-0.128,-0.517,0.00788
0.595,0.8453,0.14675,6335.18,0.219,0.501,743.5,758.22,26.947,25.295,-6.365,1.775,0.31,0.09,0.00405
0.1589,3.9224,0.18407,3246.17,0.797,0.627,724.7,751.14,34.434,30.556,-4.069,-0.046,0.139,0.13,0.02016
1.4076,3.3543,0.20484,3669.16,0.242,0.295,807.4,827.96,29.364,28.926,-4.346,-0.848,-0.092,0.066,0.00145
3.0043,3.6908,0.29218,7017.15,0.46,0.848,826.6,853.91,39.421,29.495,-4.265,-1.529,0.103,0.41,0.01514
3.5559,1.0055,0.23514,1957.3,0.891,0.887,724.1,756.88,37.817,32.369,-6.312,0.49,1.01,-0.032,0.01457
0.9333,2.1128,0.26988,2018.25,0.119,0.674,725.2,751.3,24.485,24.551,-5.058,-0.881,-0.204,0.132,0.00065
3.7772,3.7844,0.2964,905.43,0.221,0.301,627.1,660.29,24.65,18.366,-2.429,0.926,-0.143,0.191,0.00024
0.317,2.3401,0.00295,341.41,0.369,0.868,638.0,638.46,22.004,24.222,-5.272,-0.385,-0.557,-0.686,0.0
0.3132,2.9862,0.00224,4382.11,0.008,0.466,656.1,654.77,18.582,17.56,-6.359,-0.893,0.131,-0.262,0.00129
2.8215,0.2889,0.16963,5767.99,0.498,0.578,670.3,690.64,27.997,18.891,-4.291,0.611,-0.138,0.43,0.01459
0.2712,0.4168,0.20559,3026.01,0.463,0.857,693.9,716.67,24.459,25.158,-6.091,0.846,0.378,0.113,0.00794
3.8826,0.6757,0.16143,3074.02,0.248,0.816,719.8,737.93,26.07,23.045,-5.353,0.689,-0.234,-0.219,0.00339
1.0968,0.5386,0.15451,540.11,0.247,0.647,822.2,836.5,34.49,23.904,-4.528,1.271,0.281,0.375,0.0014
0.5149,3.509,0.05645,4961.33,0.156,0.733,749.2,754.56,28.044,21.382,-7.279,-0.42,-0.05,-0.431,0.00301
3.0738,2.032,0.25434,6783.97,0.067,0.26,672.6,699.0,20.992,15.767,-6.029,-0.187,0.192,-0.375,0.0
1.6898,0.4291,0.2674,1817.27,0.078,0.805,733.9,760.02,26.097,21.09,-3.956,1.582,-0.076,-0.032,0.0017
3.6003,0.579,0.19634,4774.53,0.235,0.447,739.0,758.74,30.982,21.641,-2.058,0.126,0.191,0.217,0.00325
1.9698,3.3856,0.15649,5048.24,0.503,0.649,830.7,851.06,35.555,36.605,-5.089,-1.465,-0.308,0.181,0.01512
0.0319,3.0821,0.00925,2563.83,0.118,0.166,686.2,688.1,19.308,20.208,-5.416,0.19,-0.049,0.419,0.00019
0.6534,3.7311,0.0555,3290.63,0.531,0.788,738.2,744.69,30.675,27.344,-6.492,-0.916,0.101,0.143,0.00953
0.3975,0.7935,0.03733,1727.12,0.861,0.261,816.7,834.8,39.202,36.24,-1.863,0.936,-0.351,-0.507,0.01354
0.7254,0.0938,0.1392,514.64,0.428,0.376,766.8,785.39,32.762,28.619,-3.871,1.566,-0.334,0.397,0.00067
1.0823,1.0486,0.03312,2549.73,0.805,0.382,823.7,838.09,38.224,34.264,-3.151,0.903,-0.893,-0.617,0.01738
0.3015,0.3608,0.00395,5784.52,0.089,0.554,748.0,749.5,25.742,20.072,-5.932,0.198,-0.058,0.493,0.0
3.5157,2.4907,0.1097,3320.23,0.306,0.887,740.6,752.31,30.022,27.815,-3.165,-1.312,-0.02,-0.103,0.00377
2.6932,3.7695,0.02646,4436.6,0.26,0.254,804.1,808.5,32.009,26.929,-4.463,-2.427,-1.022,0.096,0.00383
1.7759,3.3606,0.1531,3716.59,0.381,0.158,621.6,641.36,18.391,20.478,-4.29,-2.08,-0.241,0.139,0.00479
3.5949,3.41,0.04436,3122.82,0.344,0.476,811.7,814.28,35.618,29.589,-3.289,-1.12,-0.488,-0.079,0.00358
2.4467,0.2208,0.05393,3895.89,0.665,0.303,777.4,787.29,36.227,30.339,-3.382,2.422,0.129,0.171,0.01748
2.7269,0.3973,0.07772,913.96,0.781,0.855,708.7,726.27,33.763,25.822,-3.759,1.669,-0.358,-0.073,0.00633
2.8506,3.0539,0.07503,3520.71,0.346,0.743,805.3,817.2,33.802,25.606,-4.551,-1.267,-0.055,-0.015,0.00421
1.7579,0.8788,0.22757,5663.58,0.911,0.641,827.1,862.54,44.569,35.741,-6.384,1.108,0.309,-0.73,0.04754
1.1727,2.5968,0.07225,1540.05,0.118,0.614,745.4,751.68,23.794,20.688,-6.321,-0.675,0.116,-0.076,0.0012
3.547,2.0451,0.23121,4123.68,0.187,0.522,762.6,784.06,29.891,28.472,-4.51,-0.277,0.282,0.385,0.00349
1.4763,1.4749,0.13655,3075.91,0.58,0.258,776.0,796.59,35.51,31.559,-4.209,0.449,-0.135,0.045,0.01164
1.7472,1.2658,0.0768,4439.53,0.012,0.295,749.2,758.03,24.752,21.009,-6.088,0.283,-0.256,0.411,0.0
1.1051,0.2514,0.17284,7060.91,0.137,0.598,711.5,728.68,26.112,22.717,-4.77,1.279,0.142,-0.064,0.00133
2.2146,1.9794,0.22083,4275.28,0.552,0.655,775.3,797.11,32.994,30.546,-4.396,0.715,0.072,-0.181,0.01363
2.1526,1.4411,0.29767,7821.9,1.0,0.696,715.7,761.56,35.725,32.905,-5.21,1.563,1.185,1.201,0.07978
1.7269,0.1841,0.12074,5204.4,0.894,0.697,729.8,754.81,37.163,32.578,-2.324,1.411,-0.217,0.164,0.04136
1.4131,1.4277,0.29543,7962.4,0.837,0.63,617.0,658.54,29.015,27.762,-5.434,0.258,0.332,0.236,0.05512
2.167,3.752,0.20085,2509.36,0.58,0.63,717.8,740.63,34.325,26.044,-3.61,-1.484,0.275,-0.041,0.00686
1.5282,0.0571,0.02748,1011.58,0.056,0.72,669.9,670.26,22.702,13.868,-5.045,2.645,0.313,0.305,0.0
3.1164,1.2256,0.11539,2712.81,0.079,0.427,707.3,718.57,26.212,19.368,-4.591,1.415,-0.107,-0.131,0.00053
0.6136,1.819,0.10117,5090.49,0.502,0.174,779.3,793.97,36.146,25.831,-5.247,0.593,0.136,0.122,0.01452
2.8818,3.8379,0.14001,521.93,0.448,0.295,679.2,694.57,20.122,23.344,-4.854,-2.291,0.051,-0.618,0.00128
0.8347,1.2313,0.11905,2012.44,0.317,0.112,694.2,706.54,26.404,26.624,-4.463,0.144,-0.134,-0.629,0.00281
3.7281,3.4286,0.03425,5630.44,0.74,0.248,763.5,773.79,35.3,29.126,-3.465,-1.688,-0.625,0.111,0.03123
1.54,2.1072,0.03059,104.03,0.615,0.111,684.7,691.83,31.229,24.685,-3.629,-0.546,-0.53,-0.563,0.00102
1.2951,2.4075,0.02881,753.04,0.125,0.307,642.3,647.4,20.133,19.933,-3.417,-0.428,-0.63,0.797,0.0011
3.6039,3.1801,0.06154,2844.42,0.763,0.418,728.3,744.63,34.35,30.067,-2.86,-0.358,0.535,-0.274,0.01752
0.1895,0.435,0.21042,718.57,0.308,0.843,651.2,671.12,25.433,18.948,-3.482,0.744,0.386,0.094,0.0
3.9105,3.7888,0.27229,5717.63,0.984,0.345,805.5,846.47,41.464,39.915,-2.536,-0.852,0.466,-0.083,0.05529
3.7147,1.0081,0.08234,6935.16,0.208,0.409,761.6,767.76,27.279,27.184,-6.448,0.338,-0.067,-0.308,0.00408
2.6585,0.2902,0.22005,5287.07,0.097,0.574,785.7,812.41,27.963,26.456,-4.905,1.925,-0.226,-0.051,0.00131
2.2784,3.6048,0.06607,2730.6,0.399,0.363,612.6,620.93,23.075,17.75,-5.113,-2.211,-0.071,-0.045,0.00311
2.0974,2.5271,0.22167,4076.4,0.831,0.782,746.6,782.7,39.949,31.042,-4.171,-1.229,0.096,-0.033,0.02849
0.3337,2.1147,0.26136,3037.93,0.812,0.794,689.9,725.34,33.512,28.981,-3.605,0.433,0.474,0.018,0.0205
0.3631,1.0518,0.15676,5159.18,0.06,0.791,751.3,770.02,24.073,22.288,-5.811,0.308,0.483,-0.217,0.00092
2.7626,1.0432,0.07353,6983.31,0.359,0.325,690.4,695.94,25.524,19.718,-3.429,1.781,-0.037,0.389,0.00961
3.8319,0.4422,0.20984,4493.65,0.604,0.266,840.2,865.54,40.568,35.934,-5.701,0.724,0.264,-0.365,0.01698
2.041,0.3196,0.00754,5454.19,0.322,0.254,696.4,699.04,26.661,22.617,-3.261,2.369,-0.762,-0.431,0.00426
0.0041,2.7182,0.25101,1039.53,0.111,0.511,844.7,869.6,31.411,27.132,-5.391,0.06,-0.112,0.132,0.00094
3.3154,0.9366,0.1591,3339.48,0.593,0.614,606.6,627.62,27.103,21.607,-4.57,0.514,0.149,0.185,0.0092
3.3221,3.7613,0.09857,6023.64,0.943,0.35,616.6,636.76,27.024,23.906,-3.547,-1.063,0.093,0.163,0.05333
1.346,1.8647,0.28964,3308.53,0.409,0.562,618.6,648.24,21.89,22.482,-4.738,0.122,0.173,0.734,0.00629
2.7193,2.297,0.12362,665.09,0.64,0.418,800.6,822.14,39.047,35.254,-3.565,-0.681,0.046,0.346,0.00175
0.5663,3.0961,0.08668,7766.85,0.069,0.148,624.8,633.33,19.606,15.861,-5.319,-0.491,-0.517,-0.049,0.0
0.653,1.8161,0.14532,7464.16,0.573,0.898,831.4,852.42,36.882,34.921,-5.55,0.333,-0.469,0.482,0.02659
2.8457,1.8386,0.23873,5794.19,0.921,0.392,722.3,761.77,35.072,30.354,-3.778,0.419,0.292,0.059,0.04826
2.0397,2.8182,0.10907,5002.06,0.306,0.801,724.7,734.21,30.176,21.73,-5.25,-0.367,0.428,0.307,0.0039
2.3557,1.8905,0.08148,3837.19,0.541,0.149,705.9,715.61,28.69,27.439,-5.826,0.387,-0.506,-0.081,0.01264
2.0948,0.0636,0.29661,1556.96,0.335,0.65,629.6,658.12,21.594,17.299,-6.341,2.682,-0.304,0.024,0.00339
3.7619,1.9958,0.15658,1766.89,0.981,0.445,711.4,747.52,38.93,34.632,-2.242,-0.346,0.313,0.347,0.01757
3.1548,1.9354,0.28228,1388.51,0.666,0.696,624.7,663.6,24.473,20.281,-5.137,0.07,0.069,0.311,0.00547
3.5965,0.5599,0.19155,922.34,0.93,0.111,827.9,858.8,45.743,39.55,-2.921,1.178,0.111,0.429,0.00852
1.1665,0.1565,0.08676,2519.78,0.642,0.591,688.9,701.49,27.482,26.585,-3.922,1.481,-0.129,0.038,0.00852
3.9184,1.7094,0.0839,2179.46,0.044,0.436,610.7,617.61,15.11,14.936,-3.612,-0.09,0.066,0.026,0.00101
3.2751,3.4662,0.07344,3602.6,0.589,0.202,753.6,766.79,34.455,27.523,-4.736,-1.895,-0.28,-0.82,0.01331
0.3983,2.194,0.02987,3640.66,0.204,0.627,841.6,842.53,29.281,33.157,-5.327,0.287,0.236,-0.178,0.00309
0.3484,1.7818,0.09867,2901.71,0.851,0.816,707.3,729.42,33.739,33.451,-1.302,-0.848,-0.35,-0.005,0.01935
0.7661,1.7056,0.01711,4670.72,0.739,0.265,750.7,760.02,35.155,26.859,-3.779,0.406,-0.919,-0.447,0.02513
1.3455,2.7817,0.01833,1987.43,0.195,0.286,762.8,767.01,28.424,22.695,-5.071,-1.606,0.379,0.267,0.00195
0.8778,0.4058,0.20937,6413.63,0.872,0.423,831.6,865.2,43.532,35.208,-3.626,1.681,0.138,-0.006,0.04943
0.2074,2.8637,0.28418,2142.22,0.777,0.61,665.2,704.08,31.937,28.089,-5.904,-0.897,0.695,0.511,0.01121
1.7801,0.0766,0.25407,5041.19,0.493,0.357,739.8,768.28,31.563,28.74,-5.398,2.443,0.403,0.315,0.01185
1.05,2.8311,0.16597,3992.95,0.946,0.702,678.8,705.13,36.461,29.953,-2.326,-1.677,0.438,0.564,0.0365
1.8507,0.4462,0.0883,1694.64,0.334,0.766,680.4,690.29,25.293,19.856,-5.951,1.354,-0.715,-0.098,0.00253
3.1339,3.8035,0.2412,4054.48,0.227,0.677,638.9,661.63,19.379,17.864,-4.053,-1.648,0.338,-0.138,0.0014
1.2871,3.9405,0.27595,5157.21,0.97,0.237,676.1,714.7,36.972,30.892,-6.468,-1.638,0.528,0.355,0.04919
0.1612,1.3711,0.19977,2281.23,0.343,0.577,848.8,869.66,37.312,30.345,-7.321,-0.408,0.067,0.497,0.00306
3.3382,0.9367,0.24516,2648.54,0.816,0.457,787.6,822.6,44.874,34.317,-2.265,0.367,0.28,0.289,0.01835
1.9613,1.5974,0.05153,5335.97,0.578,0.183,823.3,837.67,37.098,31.471,-3.316,1.293,-0.377,-0.529,0.01874
0.9766,1.6614,0.1485,5724.39,0.747,0.391,745.6,768.09,34.945,28.829,-4.267,0.12,0.26,0.224,0.03262
3.713,2.1209,0.07091,1549.23,0.501,0.446,600.9,611.13,19.296,20.613,-2.974,0.121,0.139,-0.043,0.00481
2.9408,2.7796,0.01072,2964.19,0.36,0.29,699.3,701.61,25.363,21.135,-4.611,-1.006,-0.29,-0.213,0.00568
1.6868,1.7123,0.11945,3022.6,0.449,0.345,650.0,665.67,21.116,21.992,-3.948,1.174,-0.495,-0.212,0.00711
1.3885,1.0306,0.10033,3409.13,0.871,0.117,655.9,675.38,33.185,32.036,-2.284,0.585,-0.497,0.595,0.02655
0.2842,1.1127,0.12341,814.66,0.177,0.111,759.5,769.71,28.586,24.244,-4.285,1.152,-0.245,-0.118,0.0
1.1426,0.1842,0.00621,3339.94,0.658,0.478,637.9,640.86,23.658,23.546,-3.717,2.347,-0.474,0.633,0.01381
2.8633,3.323,0.08757,1948.34,0.667,0.579,708.8,725.98,29.99,27.582,-4.319,-0.683,-0.101,-0.123,0.00814
0.3025,1.9664,0.01107,7410.83,0.848,0.569,782.5,798.82,42.949,31.83,-0.492,-0.595,-0.681,0.083,0.05265
1.5059,3.9285,0.06402,3131.01,0.991,0.681,716.7,734.93,35.932,34.387,-1.322,-1.537,-0.321,-0.053,0.03246
2.3663,0.7946,0.23936,1364.35,0.675,0.805,831.8,858.36,43.323,35.85,-4.21,2.473,0.289,0.102,0.00824
2.9598,0.3686,0.26744,3626.03,0.059,0.207,709.1,738.37,23.347,20.846,-3.43,0.033,0.175,-0.267,0.0
2.9713,0.7571,0.2056,1708.78,0.901,0.759,831.6,864.37,40.568,40.659,-3.044,0.671,-0.307,0.193,0.0136
1.1704,0.2313,0.2403,2328.63,0.285,0.342,812.9,840.29,32.217,28.175,-6.085,2.24,0.485,0.181,0.00347
1.317,3.8416,0.09915,3908.19,0.551,0.783,652.0,664.18,28.899,21.169,-3.398,-0.64,-0.592,-0.166,0.01074
0.6294,1.0308,0.27765,2934.09,0.751,0.301,618.1,654.02,25.492,22.385,-5.283,-0.089,0.243,0.447,0.0168
2.9172,3.8531,0.2141,6456.88,0.756,0.29,743.2,771.48,33.697,32.829,-4.94,-1.971,0.265,0.198,0.03538
1.0619,3.6341,0.27243,3262.16,0.097,0.861,744.6,769.28,24.908,25.23,-5.103,-0.401,0.178,0.169,0.0
1.9217,0.2276,0.15096,7580.93,0.587,0.152,768.3,786.27,32.257,30.286,-4.199,1.655,0.193,-0.202,0.02705
3.5989,0.183,0.24594,4234.0,0.42,0.613,686.7,713.81,26.926,22.707,-3.418,1.706,0.568,-0.234,0.00857
0.0257,1.8892,0.17868,505.74,0.918,0.746,802.8,835.28,41.149,36.011,-5.303,0.442,-0.694,0.044,0.00474
3.4268,1.8869,0.08921,4461.44,0.953,0.777,609.0,629.71,26.991,26.787,-4.625,0.475,-0.079,-0.246,0.04049
2.9594,3.0303,0.10539,7590.47,0.856,0.105,680.2,695.7,30.595,29.339,-3.042,-1.355,-0.222,0.266,0.05485
2.5806,0.9147,0.20707,437.98,0.939,0.382,768.6,801.66,39.788,33.824,-3.729,1.32,-0.023,0.108,0.00406
1.6283,2.1321,0.15267,4961.87,0.961,0.112,610.0,638.08,27.869,24.943,-3.509,0.389,0.181,-0.432,0.04669
2.4961,3.8415,0.01994,7784.13,0.716,0.428,703.5,713.15,31.123,30.164,-2.876,-2.263,-0.521,-0.198,0.03852
3.7944,2.4354,0.20958,657.95,0.914,0.504,715.1,749.32,39.579,32.419,-4.217,-0.23,0.333,0.337,0.00503
0.3811,3.4876,0.21819,706.31,0.153,0.537,671.4,696.67,24.287,22.026,-3.868,-0.979,0.262,-0.992,0.0
0.2711,2.6961,0.08155,2106.79,0.887,0.707,797.1,819.63,41.805,34.29,-5.114,-1.231,-0.6,-0.337,0.01582
1.362,3.807,0.15125,5825.25,0.767,0.148,694.1,718.71,31.517,29.384,-6.299,-2.22,0.149,0.132,0.03381
0.4122,2.8393,0.04093,6685.86,0.931,0.765,648.4,666.93,29.251,25.711,-3.065,-0.925,-0.413,-0.729,0.05664
3.671,0.3008,0.26661,5635.27,0.014,0.685,668.3,694.68,17.748,19.555,-3.295,-0.576,0.009,0.254,0.0
3.1495,0.7464,0.00353,7623.39,0.705,0.356,602.5,609.32,25.194,20.492,-2.91,1.083,-0.464,-0.43,0.03766
0.6337,2.5549,0.19465,6228.63,0.046,0.146,786.0,803.79,27.974,25.316,-5.171,-0.926,-0.054,-0.03,0.00108
1.4945,2.976,0.19834,1474.68,0.823,0.56,628.7,659.22,31.59,24.786,-2.941,-1.258,0.509,0.084,0.00894
1.6616,2.9678,0.15833,3706.39,0.405,0.446,733.1,751.02,30.899,26.821,-6.782,-1.219,-0.107,0.265,0.00639
3.8177,0.6426,0.04413,3856.1,0.375,0.526,802.5,811.3,34.261,31.413,-3.149,0.46,-0.165,-0.408,0.00671
1.3169,1.8769,0.15217,3025.15,0.698,0.35,714.7,736.73,32.256,26.474,-4.239,-0.21,0.059,0.53,0.01532
1.9208,1.191,0.0676,7221.15,0.908,0.398,823.4,843.69,43.574,35.551,-3.67,0.766,-0.364,0.025,0.061
2.1158,3.6285,0.05926,1240.54,0.402,0.818,711.1,719.83,31.026,23.639,-5.425,-1.585,0.047,0.051,0.00222
3.1272,0.9583,0.01686,2578.76,0.189,0.531,799.7,802.69,27.309,24.775,-3.788,1.922,0.157,-0.144,0.0
3.4722,1.7427,0.28448,5052.89,0.312,0.759,753.9,779.64,28.058,25.997,-4.226,-0.393,-0.014,-0.211,0.00524
2.6831,0.7295,0.0171,2993.75,0.135,0.362,634.4,638.27,16.759,18.929,-5.785,2.314,-0.392,-0.048,0.00084
1.4533,3.0556,0.19629,4705.14,0.988,0.375,837.0,871.4,48.255,38.678,-5.009,-1.649,0.124,0.205,0.04661
0.9162,3.4192,0.15138,1073.52,0.449,0.567,643.1,662.02,25.107,20.492,-5.296,-1.218,0.298,0.575,0.00203
1.5923,2.4849,0.15704,4482.89,0.758,0.351,632.6,659.32,28.059,23.109,-3.813,-0.875,-0.457,0.122,0.0239
2.3034,3.6364,0.24648,7574.83,0.636,0.868,779.3,809.62,35.8,31.718,-7.288,-1.352,0.488,-0.005,0.03118
3.0677,3.1858,0.05791,190.06,0.604,0.872,779.3,788.51,33.731,27.327,-2.985,-0.908,-0.377,-0.419,0.00169
3.838,3.6613,0.24724,7592.91,0.93,0.599,655.9,694.43,35.569,26.799,-2.853,-1.124,0.691,-0.308,0.065
3.4936,2.6913,0.26025,5693.32,0.306,0.851,739.4,763.59,24.441,24.431,-3.865,-0.44,0.2,0.416,0.00711
3.1511,3.6778,0.05679,3248.91,0.405,0.207,698.2,706.03,27.963,24.139,-2.244,-1.774,-0.144,0.318,0.00581
3.6026,0.1985,0.23884,1431.2,0.168,0.872,633.4,657.59,18.442,19.925,-6.4,0.585,0.682,0.174,0.00038
2.7842,1.5511,0.29654,4703.09,0.796,0.843,753.3,794.37,35.446,30.662,-5.547,0.384,0.671,0.599,0.03047
3.782,1.2847,0.19881,1324.09,0.971,0.818,722.0,756.8,37.794,29.461,-3.464,-0.192,0.564,0.339,0.0107
