Tunnel_ID,Soil_Type,Tunnel_Depth_m,Tunnel_Diameter_m,H_D_Ratio,Lining_Thickness_m,Undrained_Shear_Strength_kPa,Friction_Angle_deg,K0,Groundwater_Level_m,Volume_Loss_pct,Surface_Settlement_mm,Lateral_Displacement_mm,Pore_Water_Pressure_kPa,Crown_Convergence_mm,Risk_Score,Failure_Label
TUN-0756,Mixed_Clay_Sand,24.1,5.48,4.39,0.128,40.2,31.2,0.697,6.3,1.954,181.86,99.13,56.7,1.24,0.6364,1
TUN-0757,Sand,33.5,5.05,6.64,0.185,0.2,33.9,0.446,19.3,8.0,459.05,232.57,184.7,1.54,0.873,1
TUN-0758,Clay,26.0,3.5,7.42,0.096,40.3,21.8,1.755,17.0,2.27,80.59,30.97,164.8,1.3,0.6659,1
TUN-0759,Clay,6.1,5.66,1.09,0.293,170.5,23.7,0.909,3.4,0.828,325.59,181.7,31.4,0.32,0.3371,0
TUN-0760,Mixed_Clay_Sand,32.0,9.36,3.41,0.388,64.4,28.7,0.725,10.5,1.323,267.91,109.79,123.0,1.06,0.6177,1
TUN-0761,Sand,29.2,8.31,3.51,0.418,1.4,29.7,0.395,15.3,8.0,1415.19,714.48,171.7,0.04,0.8439,1
TUN-0762,Clay,34.2,8.11,4.22,0.353,126.6,22.0,1.975,26.9,0.79,112.52,62.12,270.6,0.91,0.5266,0
TUN-0763,Sand,6.2,11.14,0.55,0.651,7.3,30.7,0.433,3.6,1.757,2645.64,1042.94,25.9,0.24,0.5253,0
TUN-0764,Clay,17.5,4.9,3.58,0.221,178.2,26.3,1.62,11.9,0.387,39.59,16.9,129.1,0.55,0.3425,0
TUN-0765,Clay,28.4,3.2,8.86,0.173,147.2,26.3,0.828,22.3,1.073,31.6,13.48,223.7,0.0,0.4037,0
TUN-0766,Clay,21.3,4.29,4.96,0.183,121.9,22.4,0.988,11.0,0.546,35.22,11.87,118.1,1.19,0.3912,0
TUN-0767,Clay,12.1,7.45,1.62,0.258,74.6,22.5,1.148,5.7,1.272,437.91,240.47,71.7,0.26,0.4735,0
TUN-0768,Sand,30.6,8.03,3.81,0.242,4.4,28.6,0.559,11.7,8.0,1263.87,534.94,120.6,2.16,0.878,1
TUN-0769,Mixed_Clay_Sand,27.9,7.92,3.53,0.442,35.1,28.4,0.955,11.7,2.224,373.07,169.51,112.2,0.33,0.6673,1
TUN-0770,Clay,25.7,4.25,6.04,0.251,142.6,21.9,1.512,7.8,0.769,39.54,9.05,83.7,0.05,0.4154,0
TUN-0771,Sand,30.3,9.98,3.04,0.334,6.9,33.4,0.475,12.3,8.0,1972.57,850.11,113.9,0.73,0.8541,1
TUN-0772,Clay,19.3,9.19,2.1,0.39,46.4,21.5,0.877,12.9,1.576,522.12,196.07,136.8,1.38,0.5818,1
TUN-0773,Sand,32.6,7.87,4.14,0.18,7.6,30.1,0.546,11.8,8.0,1139.88,254.86,133.2,2.14,0.8745,1
TUN-0774,Sand,34.2,8.46,4.04,0.266,0.3,39.0,0.572,13.9,8.0,1257.32,372.35,135.9,1.18,0.8674,1
TUN-0775,Clay,25.7,4.7,5.46,0.157,89.2,24.4,0.879,12.1,0.313,18.09,4.82,126.1,0.92,0.3517,0
TUN-0776,Clay,15.5,11.55,1.34,0.517,119.4,24.5,1.355,5.9,0.949,613.35,339.54,49.8,0.36,0.4369,0
TUN-0777,Mixed_Clay_Sand,12.7,6.51,1.95,0.225,12.3,28.6,0.646,3.4,1.84,462.25,256.8,40.7,0.22,0.5677,1
TUN-0778,Clay,15.6,4.12,3.79,0.19,136.1,19.6,1.546,4.9,0.603,45.68,27.38,42.5,0.26,0.3804,0
TUN-0779,Sand,21.0,9.54,2.2,0.318,0.6,33.8,0.486,7.9,8.0,2595.67,1132.03,70.6,0.52,0.7973,1
TUN-0780,Clay,26.4,6.28,4.2,0.233,114.3,27.7,1.57,9.2,0.3,32.06,15.9,72.5,1.7,0.4123,0
TUN-0781,Mixed_Clay_Sand,8.1,9.89,0.82,0.493,67.4,34.4,0.717,3.4,0.539,484.97,160.98,21.3,0.4,0.4198,0
TUN-0782,Mixed_Clay_Sand,25.9,3.42,7.58,0.13,22.9,34.8,1.199,5.8,2.289,79.47,26.22,62.9,0.21,0.6674,1
TUN-0783,Clay,32.8,8.78,3.73,0.463,107.6,19.5,1.252,24.3,1.279,224.15,53.67,229.2,0.51,0.564,1
TUN-0784,Mixed_Clay_Sand,15.7,7.12,2.2,0.274,59.9,31.5,0.948,9.2,1.083,262.88,107.68,87.5,0.57,0.5072,0
TUN-0785,Sand,19.2,4.07,4.71,0.152,6.1,33.7,0.472,11.2,5.409,350.4,101.39,102.8,1.35,0.7919,1
TUN-0786,Sand,20.2,10.33,1.95,0.489,6.6,41.0,0.528,6.0,5.563,2205.84,791.13,50.2,0.71,0.7886,1
TUN-0787,Sand,17.0,4.01,4.23,0.127,0.9,39.5,0.477,3.8,8.0,569.12,285.03,33.5,0.17,0.765,1
TUN-0788,Mixed_Clay_Sand,22.1,5.99,3.68,0.214,18.7,28.4,1.027,8.9,2.942,358.47,200.83,98.7,0.48,0.6827,1
TUN-0789,Clay,29.0,6.21,4.67,0.171,159.1,27.8,1.77,19.2,0.899,87.88,18.26,205.7,0.79,0.5001,0
TUN-0790,Sand,19.1,3.24,5.88,0.147,6.3,30.2,0.573,3.6,6.183,257.1,83.7,10.3,1.33,0.7906,1
TUN-0791,Sand,32.7,10.76,3.04,0.639,4.8,33.6,0.41,7.3,8.0,2126.88,981.97,64.0,0.86,0.8581,1
TUN-0792,Sand,7.1,3.55,1.99,0.091,1.7,40.4,0.545,1.4,5.66,759.31,416.57,0.8,0.41,0.7016,1
TUN-0793,Mixed_Clay_Sand,28.1,11.02,2.55,0.343,58.4,23.5,0.931,9.9,0.855,275.52,128.46,101.4,1.28,0.591,1
TUN-0794,Sand,20.7,10.06,2.06,0.316,5.4,38.1,0.448,12.3,7.076,2593.81,833.62,118.3,0.52,0.7902,1
TUN-0795,Clay,18.2,10.0,1.82,0.227,112.3,18.4,1.862,13.8,0.607,253.76,110.94,135.3,0.2,0.4423,0
TUN-0796,Mixed_Clay_Sand,17.9,11.28,1.59,0.666,24.7,29.3,0.876,11.3,1.665,889.56,419.52,127.2,0.53,0.5858,1
TUN-0797,Clay,5.9,6.74,0.87,0.176,109.4,18.1,1.352,2.6,0.574,332.22,180.0,11.9,0.0,0.3584,0
TUN-0798,Sand,33.0,6.95,4.74,0.27,7.5,29.9,0.534,8.2,8.0,882.25,502.16,72.7,1.12,0.8592,1
TUN-0799,Sand,8.4,6.07,1.39,0.364,5.0,32.8,0.506,2.6,3.28,1075.45,442.25,32.1,0.36,0.6205,1
TUN-0800,Clay,15.9,6.97,2.28,0.235,109.7,23.1,1.025,10.7,1.334,305.91,153.72,93.2,0.17,0.4656,0
TUN-0801,Mixed_Clay_Sand,26.4,6.46,4.09,0.361,19.9,26.7,0.988,16.8,3.554,422.49,86.5,146.2,0.0,0.7338,1
TUN-0802,Mixed_Clay_Sand,7.2,3.56,2.03,0.134,38.5,24.1,0.684,5.0,0.529,67.81,14.91,48.9,0.13,0.4381,0
TUN-0803,Mixed_Clay_Sand,30.0,6.31,4.75,0.322,62.7,28.3,0.783,8.7,1.3,127.71,67.06,72.9,0.0,0.6023,1
TUN-0804,Clay,19.9,9.0,2.21,0.475,148.6,26.2,1.337,14.6,0.84,253.75,91.08,141.0,0.0,0.4261,0
TUN-0805,Sand,24.7,5.02,4.92,0.164,4.8,29.2,0.522,4.7,8.0,612.36,176.56,56.8,1.07,0.826,1
TUN-0806,Clay,29.8,7.08,4.21,0.185,148.4,19.3,1.962,15.5,1.482,186.16,51.2,169.4,0.74,0.5356,0
TUN-0807,Sand,12.7,5.17,2.46,0.198,6.5,36.6,0.366,5.9,4.175,661.63,225.9,70.3,0.0,0.687,1
TUN-0808,Clay,30.3,9.1,3.33,0.426,55.0,24.6,1.078,19.5,1.855,378.09,212.68,187.0,0.78,0.6493,1
TUN-0809,Clay,25.5,3.99,6.4,0.161,54.1,26.7,1.282,7.9,1.311,59.62,32.43,97.9,0.0,0.5817,1
TUN-0810,Sand,30.8,8.28,3.72,0.387,5.8,41.1,0.559,17.4,8.0,1333.9,375.3,164.0,0.77,0.8558,1
TUN-0811,Sand,6.9,5.86,1.17,0.289,2.0,36.7,0.486,1.6,5.181,1938.57,1081.56,16.8,0.0,0.6939,1
TUN-0812,Mixed_Clay_Sand,28.7,10.48,2.74,0.477,59.8,33.8,0.589,6.9,1.472,419.2,107.6,70.6,1.29,0.6247,1
TUN-0813,Mixed_Clay_Sand,30.5,9.92,3.08,0.223,60.4,28.7,1.008,13.5,1.426,342.61,192.58,132.0,1.96,0.6403,1
TUN-0814,Clay,16.1,10.84,1.48,0.308,56.9,20.6,1.49,9.0,0.504,277.48,156.22,79.2,0.87,0.4884,0
TUN-0815,Sand,14.9,8.56,1.74,0.243,6.7,28.3,0.492,3.9,4.062,1501.56,782.31,48.2,0.41,0.7017,1
TUN-0816,Mixed_Clay_Sand,26.8,3.97,6.74,0.096,67.2,28.1,0.847,17.3,1.457,66.05,34.87,167.0,0.84,0.5968,1
TUN-0817,Sand,22.5,4.5,4.99,0.23,2.5,36.7,0.44,3.2,8.0,538.3,123.02,33.8,0.68,0.8074,1
TUN-0818,Clay,7.6,11.5,0.66,0.279,83.3,19.3,1.927,4.1,0.313,407.9,208.97,36.5,0.46,0.3901,0
TUN-0819,Clay,21.5,6.46,3.33,0.322,116.6,25.3,1.017,11.2,1.038,151.49,31.46,108.9,0.31,0.4834,0
TUN-0820,Sand,25.4,8.65,2.93,0.441,1.9,36.9,0.51,10.8,8.0,1768.33,1000.38,110.9,1.28,0.8364,1
TUN-0821,Clay,15.9,11.79,1.35,0.494,111.9,27.5,1.864,9.3,0.3,195.38,106.57,87.7,0.37,0.4147,0
TUN-0822,Clay,23.2,6.31,3.68,0.166,167.5,20.4,1.653,11.9,1.026,133.03,33.16,125.8,0.06,0.4567,0
TUN-0823,Sand,21.3,6.06,3.52,0.201,0.9,31.0,0.528,8.6,8.0,1035.11,407.59,80.4,0.96,0.8057,1
TUN-0824,Mixed_Clay_Sand,30.5,9.11,3.35,0.455,64.4,24.2,0.71,7.7,1.629,333.86,193.25,69.1,0.98,0.6318,1
TUN-0825,Clay,30.4,6.05,5.02,0.337,148.7,27.8,1.793,15.2,1.006,93.12,33.04,150.9,0.17,0.5041,0
TUN-0826,Sand,17.6,8.07,2.18,0.42,2.0,33.8,0.532,9.8,8.0,2222.88,1290.35,81.8,0.73,0.7761,1
TUN-0827,Mixed_Clay_Sand,32.9,9.83,3.35,0.414,16.8,24.9,0.679,7.1,4.289,943.99,223.06,64.0,1.4,0.8187,1
TUN-0828,Mixed_Clay_Sand,32.1,9.71,3.31,0.289,59.2,31.8,0.88,19.4,1.472,324.14,127.05,183.3,0.93,0.6284,1
TUN-0829,Clay,21.8,11.52,1.89,0.269,140.2,20.1,0.927,10.8,0.883,406.49,184.5,109.3,0.01,0.4492,0
TUN-0830,Clay,28.1,4.03,6.98,0.104,136.6,27.6,0.944,17.0,0.887,38.44,8.06,179.6,1.13,0.4544,0
TUN-0831,Sand,17.7,4.66,3.8,0.18,2.3,32.2,0.511,2.6,8.0,739.17,357.72,3.3,0.88,0.779,1
TUN-0832,Mixed_Clay_Sand,33.1,9.88,3.35,0.469,12.5,28.9,0.965,13.5,5.502,1217.11,684.81,109.8,0.38,0.8433,1
TUN-0833,Sand,10.6,10.51,1.01,0.49,2.8,38.1,0.42,5.2,5.595,4383.8,1335.55,43.2,0.51,0.7254,1
TUN-0834,Mixed_Clay_Sand,24.5,10.16,2.42,0.381,57.5,22.4,1.117,13.3,1.555,490.89,154.41,135.5,1.08,0.6001,1
TUN-0835,Clay,8.3,3.14,2.65,0.1,40.4,26.0,1.381,3.5,0.709,61.42,30.12,36.4,0.15,0.4527,0
TUN-0836,Clay,27.5,4.69,5.86,0.274,164.0,25.8,0.894,13.1,0.834,48.55,29.12,124.5,0.25,0.4716,0
TUN-0837,Mixed_Clay_Sand,9.3,7.23,1.29,0.427,27.3,31.1,0.556,4.7,0.906,382.58,142.76,35.5,0.37,0.4857,0
TUN-0838,Clay,29.4,9.76,3.02,0.408,81.9,27.2,1.561,13.0,0.66,161.03,40.39,139.3,1.19,0.5651,1
TUN-0839,Clay,21.7,5.08,4.27,0.13,144.9,26.1,1.658,6.6,0.422,35.86,17.08,51.3,1.18,0.3679,0
TUN-0840,Mixed_Clay_Sand,17.8,7.88,2.26,0.178,39.9,27.6,0.928,6.9,1.773,461.35,116.97,60.3,1.24,0.5861,1
TUN-0841,Sand,20.9,6.31,3.32,0.32,7.4,34.2,0.452,3.8,5.942,848.51,505.03,56.4,0.0,0.7822,1
TUN-0842,Sand,34.5,9.51,3.63,0.239,2.7,32.2,0.564,14.0,8.0,1570.06,884.28,142.0,1.29,0.8667,1
TUN-0843,Clay,10.5,11.66,0.9,0.27,47.5,27.2,1.652,5.3,0.765,736.97,253.74,51.2,1.95,0.4902,0
TUN-0844,Mixed_Clay_Sand,28.2,9.9,2.84,0.487,63.0,30.8,1.108,13.5,1.472,388.37,103.46,134.2,0.99,0.6131,1
TUN-0845,Clay,28.0,8.04,3.48,0.377,47.2,26.1,1.107,18.0,1.2,211.28,46.5,186.8,1.0,0.6143,1
TUN-0846,Sand,17.3,6.08,2.84,0.347,6.0,37.8,0.581,4.7,5.602,903.36,540.65,56.7,0.0,0.7591,1
TUN-0847,Clay,8.0,7.61,1.05,0.204,36.3,27.6,1.942,3.7,0.508,278.08,107.31,39.0,0.07,0.4432,0
TUN-0848,Clay,28.9,6.46,4.48,0.308,108.5,21.9,0.949,13.5,0.927,101.13,21.37,136.6,0.81,0.5427,0
TUN-0849,Clay,24.3,8.06,3.01,0.372,33.3,27.3,0.825,7.4,1.744,350.96,181.4,76.8,0.77,0.6274,1
TUN-0850,Clay,15.3,7.17,2.13,0.163,114.9,23.6,1.991,9.3,0.665,170.7,57.01,86.8,0.33,0.4251,0
TUN-0851,Clay,20.8,9.32,2.24,0.223,148.6,27.0,1.137,14.2,0.794,248.32,128.89,126.3,0.71,0.4408,0
TUN-0852,Sand,30.3,3.97,7.63,0.084,6.5,31.7,0.441,4.4,8.0,312.91,131.7,34.6,1.23,0.8619,1
TUN-0853,Clay,25.9,10.76,2.4,0.544,25.7,19.0,1.315,18.8,1.897,638.01,155.68,180.9,0.44,0.6482,1
TUN-0854,Clay,9.4,8.69,1.09,0.509,127.0,21.5,1.654,3.5,0.3,178.26,61.32,59.2,0.0,0.3509,0
TUN-0855,Sand,30.6,4.82,6.36,0.147,5.3,38.8,0.421,8.6,8.0,452.42,211.05,94.0,0.85,0.8575,1
TUN-0856,Sand,18.8,3.17,5.92,0.115,2.3,29.4,0.352,2.3,8.0,319.78,67.38,24.0,1.59,0.7968,1
TUN-0857,Clay,16.0,3.81,4.19,0.131,98.1,21.4,1.491,9.4,0.674,43.93,16.54,76.7,1.13,0.4286,0
TUN-0858,Clay,30.7,5.98,5.13,0.293,162.0,26.9,1.343,13.2,0.685,57.47,29.67,133.1,1.09,0.5006,0
TUN-0859,Sand,21.7,3.92,5.54,0.186,3.9,35.1,0.562,10.6,8.0,421.14,159.43,108.8,0.0,0.7909,1
TUN-0860,Sand,25.7,11.74,2.19,0.449,8.0,30.6,0.514,15.4,6.111,2452.45,995.94,171.8,1.43,0.8352,1
TUN-0861,Mixed_Clay_Sand,13.5,7.44,1.81,0.445,34.7,30.1,0.96,3.7,1.176,361.82,144.77,49.5,0.0,0.5138,0
TUN-0862,Clay,21.4,6.12,3.49,0.229,41.8,26.4,1.294,7.3,2.03,269.82,74.6,79.5,0.02,0.6026,1
TUN-0863,Sand,18.7,5.44,3.44,0.121,6.3,40.4,0.401,2.5,5.276,625.24,199.91,14.5,0.8,0.7806,1
TUN-0864,Clay,7.0,8.92,0.79,0.383,153.1,21.0,0.963,3.4,0.357,302.92,91.48,40.7,0.2,0.3176,0
TUN-0865,Clay,28.0,8.26,3.39,0.413,158.4,21.2,1.896,21.0,0.917,171.28,62.42,210.6,0.88,0.4957,0
TUN-0866,Clay,14.7,8.86,1.66,0.517,56.2,21.9,1.767,5.3,1.619,647.38,355.11,48.0,0.0,0.5226,0
TUN-0867,Clay,7.1,9.66,0.73,0.355,61.3,23.2,0.85,3.0,0.823,815.72,327.25,11.6,0.0,0.427,0
TUN-0868,Clay,7.4,4.74,1.57,0.186,61.6,22.3,0.835,4.6,1.011,227.64,71.68,34.2,0.31,0.4433,0
TUN-0869,Mixed_Clay_Sand,18.2,10.91,1.67,0.575,71.2,22.5,0.957,8.8,1.151,565.02,292.9,117.2,0.32,0.5126,0
TUN-0870,Sand,17.5,6.24,2.8,0.348,7.2,37.6,0.559,4.9,5.067,850.32,305.45,45.4,0.26,0.763,1
TUN-0871,Clay,9.6,6.1,1.58,0.35,158.1,22.5,1.652,3.6,0.514,148.48,72.61,51.9,0.0,0.34,0
TUN-0872,Mixed_Clay_Sand,22.2,10.06,2.2,0.239,53.1,25.8,1.103,15.0,1.521,520.71,125.59,145.5,0.62,0.5801,1
TUN-0873,Sand,13.8,8.36,1.65,0.359,3.2,35.6,0.38,7.4,6.804,2592.48,1056.42,70.3,0.0,0.7386,1
TUN-0874,Clay,19.7,5.41,3.65,0.2,93.2,20.7,1.15,15.5,1.12,126.85,27.69,155.3,0.54,0.5023,0
TUN-0875,Mixed_Clay_Sand,23.3,8.57,2.72,0.219,78.5,28.9,0.572,9.5,1.053,248.42,120.39,85.9,0.32,0.5345,0
TUN-0876,Sand,20.0,7.2,2.77,0.293,0.4,34.6,0.598,9.6,8.0,1562.57,518.71,82.6,0.78,0.7944,1
TUN-0877,Clay,30.8,6.42,4.79,0.323,65.2,24.5,1.055,9.6,1.232,124.59,68.8,96.8,0.36,0.6018,1
TUN-0878,Sand,17.2,6.96,2.48,0.375,3.3,32.2,0.383,7.5,8.0,1688.92,472.28,84.8,0.87,0.7746,1
TUN-0879,Sand,18.7,10.83,1.72,0.228,6.4,34.3,0.466,4.9,5.773,2724.52,720.09,57.9,0.24,0.7716,1
TUN-0880,Mixed_Clay_Sand,21.4,6.87,3.11,0.283,44.3,34.2,0.718,4.7,2.172,361.75,204.02,62.3,0.55,0.6149,1
TUN-0881,Clay,18.7,10.19,1.83,0.554,154.2,23.5,1.561,10.8,0.432,182.13,51.67,107.0,1.37,0.4166,0
TUN-0882,Mixed_Clay_Sand,27.9,4.06,6.87,0.117,73.8,26.6,0.502,8.4,0.902,42.89,19.67,89.3,0.41,0.5276,0
TUN-0883,Mixed_Clay_Sand,24.9,3.21,7.75,0.09,30.0,26.8,0.904,9.5,1.516,46.9,18.8,106.6,0.0,0.5962,1
TUN-0884,Sand,11.9,9.21,1.29,0.379,0.8,28.3,0.392,5.7,8.0,4279.74,1715.16,51.4,0.63,0.7378,1
TUN-0885,Mixed_Clay_Sand,31.3,3.89,8.04,0.172,56.6,30.2,0.898,10.8,1.314,50.08,21.55,115.2,0.0,0.6091,1
TUN-0886,Sand,8.8,3.65,2.42,0.187,5.4,37.1,0.582,2.6,3.256,365.58,141.16,7.7,0.94,0.6304,1
TUN-0887,Clay,18.0,7.55,2.39,0.202,133.8,18.6,1.503,7.2,0.789,189.43,68.79,68.0,0.46,0.4327,0
TUN-0888,Clay,15.8,8.25,1.91,0.206,107.5,23.8,1.593,9.1,0.678,220.19,125.47,99.8,0.35,0.437,0
TUN-0889,Clay,5.3,3.81,1.39,0.105,58.5,25.4,1.263,2.5,1.21,248.38,110.57,17.6,0.2,0.4403,0
TUN-0890,Clay,7.0,5.44,1.28,0.139,144.4,19.1,0.993,4.4,0.913,292.0,98.48,49.3,0.19,0.3505,0
TUN-0891,Clay,8.8,4.09,2.16,0.191,61.0,24.8,1.458,6.6,0.651,91.41,40.59,68.8,0.64,0.4399,0
TUN-0892,Sand,9.2,5.33,1.73,0.242,7.3,40.5,0.44,4.8,2.838,648.59,220.75,56.3,0.66,0.606,1
TUN-0893,Clay,27.9,6.41,4.35,0.278,85.8,19.2,0.993,17.5,1.638,180.98,59.77,185.5,1.15,0.5992,1
TUN-0894,Sand,5.0,9.94,0.51,0.255,5.4,32.8,0.495,2.6,1.564,2309.64,497.32,20.6,0.75,0.5175,0
TUN-0895,Sand,26.0,6.16,4.22,0.287,3.4,35.9,0.487,4.8,8.0,875.47,337.89,33.5,0.36,0.825,1
TUN-0896,Mixed_Clay_Sand,30.9,4.28,7.21,0.239,69.6,29.0,0.692,9.4,1.387,65.96,30.39,60.1,0.27,0.6038,1
TUN-0897,Clay,13.1,8.53,1.53,0.285,50.8,26.5,1.982,4.0,1.004,419.39,140.53,30.6,0.71,0.4971,0
TUN-0898,Clay,21.3,6.03,3.54,0.353,98.7,27.3,0.836,7.5,1.278,164.99,68.94,71.0,0.09,0.5089,0
TUN-0899,Clay,12.4,8.81,1.41,0.483,95.5,19.9,1.565,4.9,1.006,470.71,246.86,50.0,0.32,0.4421,0
TUN-0900,Clay,13.4,4.24,3.16,0.174,40.8,26.7,1.82,5.1,1.556,159.01,57.04,60.5,0.0,0.5264,0
TUN-0901,Sand,31.0,8.34,3.72,0.492,5.2,32.4,0.563,7.9,8.0,1346.54,782.74,82.4,0.07,0.8459,1
TUN-0902,Sand,25.1,9.19,2.73,0.49,1.2,28.7,0.357,3.8,8.0,2024.69,691.01,36.4,1.14,0.8329,1
TUN-0903,Mixed_Clay_Sand,34.1,10.44,3.27,0.419,26.1,29.8,0.638,7.8,2.963,709.17,286.01,84.7,0.37,0.7276,1
TUN-0904,Sand,32.5,10.35,3.14,0.295,2.3,37.2,0.493,15.7,8.0,1981.89,1094.18,164.0,0.76,0.859,1
TUN-0905,Mixed_Clay_Sand,15.1,11.2,1.35,0.593,15.2,32.0,0.85,10.4,2.598,1620.38,514.07,101.1,1.25,0.6339,1
TUN-0906,Clay,20.5,7.35,2.78,0.393,71.9,22.5,1.266,12.6,0.622,124.23,47.96,132.9,0.0,0.4956,0
TUN-0907,Clay,14.6,6.99,2.09,0.263,139.3,27.4,1.267,5.0,1.037,260.26,121.73,44.4,0.57,0.4183,0
TUN-0908,Mixed_Clay_Sand,30.7,9.36,3.29,0.218,34.4,34.6,0.635,13.1,1.873,397.9,131.07,122.6,1.44,0.6808,1
TUN-0909,Clay,23.7,11.48,2.06,0.667,118.1,20.7,1.097,16.0,0.84,349.69,111.65,159.4,0.0,0.482,0
TUN-0910,Sand,17.5,4.97,3.52,0.205,0.2,38.4,0.481,10.0,8.0,847.39,271.49,93.5,0.0,0.7666,1
TUN-0911,Clay,17.9,3.19,5.62,0.172,161.7,18.4,1.731,6.0,0.349,15.76,5.08,71.3,0.4,0.2218,0
TUN-0912,Sand,19.3,9.96,1.93,0.217,2.8,35.8,0.497,3.6,8.0,3084.15,1317.31,26.0,0.0,0.7757,1
TUN-0913,Mixed_Clay_Sand,23.6,8.81,2.68,0.311,64.4,24.0,0.781,5.3,0.913,228.52,74.29,46.5,1.01,0.554,1
TUN-0914,Clay,14.4,8.59,1.67,0.471,141.9,22.5,1.662,8.2,0.436,169.24,99.91,86.7,0.11,0.3774,0
TUN-0915,Clay,23.9,8.98,2.67,0.253,90.3,24.0,1.591,8.4,0.801,201.24,96.19,63.6,0.6,0.5183,0
TUN-0916,Mixed_Clay_Sand,31.3,4.91,6.37,0.211,24.3,29.2,0.756,11.9,2.775,157.74,57.05,124.3,0.78,0.7261,1
TUN-0917,Clay,11.9,8.93,1.33,0.467,158.4,23.6,1.42,7.9,0.695,349.9,80.33,74.2,0.98,0.3788,0
TUN-0918,Clay,6.1,9.46,0.64,0.198,52.8,23.4,1.928,2.0,1.241,1369.93,640.81,28.1,0.99,0.4645,0
TUN-0919,Mixed_Clay_Sand,29.1,5.94,4.9,0.312,31.9,33.3,0.679,14.1,2.442,220.71,113.27,156.3,0.6,0.6932,1
TUN-0920,Sand,15.2,10.07,1.51,0.534,2.7,37.6,0.511,4.1,8.0,3991.74,1788.76,42.7,0.2,0.752,1
TUN-0921,Mixed_Clay_Sand,18.3,8.3,2.2,0.479,20.3,33.2,0.765,6.7,2.138,606.19,205.75,68.6,1.05,0.6242,1
TUN-0922,Sand,33.1,11.45,2.89,0.386,3.7,39.1,0.561,10.2,8.0,2375.01,833.03,95.4,0.47,0.8534,1
TUN-0923,Sand,14.8,8.32,1.78,0.315,6.0,31.9,0.393,6.7,4.655,1634.2,942.0,45.3,0.0,0.7254,1
TUN-0924,Sand,19.4,9.89,1.96,0.275,2.8,28.7,0.525,9.1,8.0,3038.26,1518.9,67.7,1.04,0.7919,1
TUN-0925,Mixed_Clay_Sand,24.7,3.7,6.68,0.117,46.3,22.9,0.974,13.0,1.098,45.66,21.77,138.6,0.24,0.5554,1
TUN-0926,Sand,9.2,4.93,1.87,0.256,4.6,28.4,0.562,3.8,3.04,600.29,252.98,30.1,0.85,0.6217,1
TUN-0927,Clay,21.5,8.24,2.61,0.349,36.3,22.1,1.207,17.1,1.732,406.11,159.79,154.8,0.6,0.6026,1
TUN-0928,Clay,32.4,11.37,2.85,0.348,86.0,27.7,1.449,16.7,1.463,437.06,197.77,151.6,1.23,0.6057,1
TUN-0929,Clay,24.8,4.07,6.11,0.178,92.5,22.1,1.828,9.5,0.936,49.14,23.86,97.1,0.7,0.526,0
TUN-0930,Clay,19.0,9.91,1.91,0.27,130.2,19.4,1.764,11.1,1.06,412.54,117.73,91.1,1.05,0.465,0
TUN-0931,Clay,6.2,9.49,0.65,0.552,153.9,23.5,1.31,4.7,0.368,404.81,223.43,61.0,0.28,0.3137,0
TUN-0932,Mixed_Clay_Sand,21.5,11.31,1.9,0.381,59.1,24.2,1.127,7.0,1.239,550.28,279.72,72.9,1.08,0.5626,1
TUN-0933,Sand,28.0,4.08,6.87,0.097,6.8,31.2,0.567,4.8,7.682,343.6,184.13,45.1,1.14,0.8472,1
TUN-0934,Mixed_Clay_Sand,5.4,3.97,1.37,0.182,17.3,27.8,0.855,3.4,0.897,194.51,78.61,39.6,0.0,0.4638,0
TUN-0935,Mixed_Clay_Sand,5.0,3.02,1.67,0.136,33.9,27.2,0.655,2.0,0.973,132.93,31.62,28.7,0.12,0.4501,0
TUN-0936,Sand,24.9,10.78,2.31,0.273,4.8,38.7,0.584,3.8,8.0,2793.37,1162.88,24.2,1.51,0.834,1
TUN-0937,Mixed_Clay_Sand,7.1,9.3,0.76,0.228,72.9,23.8,1.194,2.9,0.612,561.65,200.93,10.9,0.61,0.4142,0
TUN-0938,Sand,33.4,6.68,4.99,0.322,6.7,39.6,0.359,9.3,8.0,803.13,438.54,88.1,0.94,0.8574,1
TUN-0939,Clay,6.4,4.55,1.4,0.213,45.7,19.3,1.224,2.2,0.922,224.36,46.66,21.6,0.47,0.4499,0
TUN-0940,Clay,34.5,10.75,3.21,0.596,45.2,26.7,1.93,24.5,1.963,496.8,101.84,230.4,0.64,0.6626,1
TUN-0941,Clay,21.8,9.44,2.31,0.292,70.1,22.7,1.604,14.3,1.306,397.43,156.92,128.2,1.75,0.567,1
TUN-0942,Sand,16.2,5.67,2.85,0.183,5.2,34.1,0.384,1.7,5.924,887.81,507.49,10.9,0.43,0.7591,1
TUN-0943,Sand,30.2,11.94,2.53,0.579,5.1,40.9,0.559,16.1,8.0,2829.73,1451.91,156.6,0.91,0.8585,1
TUN-0944,Clay,22.3,10.66,2.09,0.397,139.6,23.3,1.577,12.4,0.601,232.85,55.21,121.0,0.12,0.4406,0
TUN-0945,Sand,33.9,3.51,9.65,0.13,6.4,33.2,0.48,5.3,8.0,219.91,116.87,41.8,1.43,0.865,1
TUN-0946,Sand,29.3,11.85,2.47,0.276,3.8,30.7,0.466,10.3,8.0,2870.95,947.08,121.0,1.16,0.8589,1
