Longitude,Latitude,Soil_Type,Shrink_Swell_Potential,Compressibility_Index,Collapse_Potential,Overall_Susceptibility,Risk_Category,Groundwater_Depth_m,Asset_Proximity_m,Pipe_Material,Pipe_Age_years
-0.5074,52.3835,Swelling_Clay,0.794,0.279,0.073,0.434,Moderate,13.1,5.8,PVC,43
-0.66947,51.90573,Compressible_Ground,0.374,0.901,0.515,0.594,High,4.6,42.7,Steel,49
-0.42444,51.91263,Firm_Clay,0.443,0.117,0.076,0.237,Low,2.1,155.6,Steel,109
-1.94032,53.19854,Swelling_Clay,0.874,0.207,0.146,0.458,Moderate,5.0,28.3,Steel,98
-0.44743,51.09811,Firm_Clay,0.594,0.149,0.143,0.326,Moderate,10.5,151.2,Cast_Iron,119
-1.53032,53.46996,Firm_Clay,0.588,0.278,0.037,0.342,Moderate,5.0,13.9,Cast_Iron,69
-1.76267,52.66094,Dense_Sand,0.042,0.164,0.282,0.145,Low,5.9,7.5,Cast_Iron,109
-2.24066,52.70284,Dense_Sand,0.04,0.072,0.156,0.08,Low,6.7,3.7,PVC,94
0.55061,51.09499,Compressible_Ground,0.245,0.933,0.357,0.514,High,13.0,6.1,PVC,35
-0.79023,52.51382,Running_Sand,0.064,0.355,0.847,0.362,Moderate,9.1,124.9,Steel,107
0.00657,52.21195,Swelling_Clay,0.814,0.325,0.187,0.486,Moderate,12.5,9.1,PVC,81
0.41037,51.26445,Compressible_Ground,0.469,0.878,0.589,0.642,High,3.9,22.9,PVC,83
0.21727,51.69481,Swelling_Clay,0.67,0.318,0.131,0.412,Moderate,3.3,14.8,Steel,36
-0.618,53.22579,Compressible_Ground,0.414,0.727,0.366,0.511,High,7.9,3.5,Cast_Iron,43
-0.94841,52.37497,Dense_Sand,0.022,0.183,0.224,0.129,Low,12.8,14.2,Cast_Iron,68
-0.99616,52.03354,Compressible_Ground,0.455,0.675,0.524,0.549,High,5.5,69.0,Concrete,55
0.0602,51.18171,Running_Sand,0.098,0.208,0.647,0.274,Low,14.7,98.9,PVC,14
-0.52082,52.7853,Compressible_Ground,0.372,0.663,0.598,0.531,High,2.5,41.0,Cast_Iron,111
0.89653,52.75713,Running_Sand,0.094,0.354,0.598,0.311,Moderate,8.8,153.5,PVC,80
0.99881,52.53511,Dense_Sand,0.038,0.163,0.181,0.117,Low,11.1,13.3,Concrete,55
-1.81776,52.27566,Compressible_Ground,0.467,0.607,0.424,0.505,High,4.4,11.1,Cast_Iron,65
-1.95507,52.08446,Firm_Clay,0.509,0.123,0.084,0.268,Low,7.3,7.7,PVC,39
0.0216,52.48318,Compressible_Ground,0.31,0.867,0.358,0.517,High,5.1,5.0,Cast_Iron,61
-1.2951,51.58349,Swelling_Clay,0.865,0.233,0.064,0.444,Moderate,14.1,51.9,Cast_Iron,89
-2.42572,53.35315,Running_Sand,0.097,0.144,0.807,0.291,Low,1.0,49.0,Steel,14
1.05457,52.47199,Firm_Clay,0.362,0.229,0.1,0.25,Low,12.1,104.3,Concrete,62
-1.5924,51.77798,Swelling_Clay,0.747,0.386,0.159,0.474,Moderate,5.7,35.1,Steel,32
1.21712,52.1242,Swelling_Clay,0.897,0.376,0.084,0.511,High,9.0,85.6,Steel,8
0.36974,53.01421,Swelling_Clay,0.84,0.466,0.1,0.524,High,7.9,75.6,Steel,117
0.55061,51.40404,Firm_Clay,0.411,0.266,0.12,0.288,Low,14.6,275.7,Concrete,104
-1.69415,51.73209,Firm_Clay,0.57,0.119,0.112,0.298,Low,3.7,17.9,Cast_Iron,109
-1.56322,52.69877,Running_Sand,0.034,0.302,0.571,0.262,Low,1.9,20.7,Cast_Iron,41
-0.41493,51.78872,Running_Sand,0.088,0.152,0.508,0.215,Low,10.0,2.7,Steel,99
-1.8116,52.98125,Dense_Sand,0.034,0.121,0.207,0.108,Low,8.8,4.7,Cast_Iron,93
-1.27827,51.32613,Firm_Clay,0.488,0.137,0.093,0.266,Low,2.4,0.9,Concrete,22
-1.21415,52.90672,Firm_Clay,0.495,0.217,0.044,0.285,Low,9.2,2.9,PVC,26
-1.86148,51.17088,Firm_Clay,0.466,0.231,0.136,0.301,Moderate,12.8,197.3,Cast_Iron,106
-1.67927,51.03148,Firm_Clay,0.532,0.291,0.133,0.348,Moderate,11.0,3.9,PVC,8
0.65421,53.24556,Running_Sand,0.085,0.247,0.826,0.327,Moderate,5.0,25.3,Cast_Iron,25
-1.83122,52.45335,Dense_Sand,0.047,0.063,0.315,0.12,Low,12.0,19.0,Steel,8
-2.38617,51.87957,Dense_Sand,0.012,0.052,0.219,0.078,Low,1.9,10.8,PVC,109
0.01742,51.58149,Swelling_Clay,0.771,0.39,0.078,0.465,Moderate,12.5,101.2,Steel,110
1.40393,52.54221,Swelling_Clay,0.874,0.453,0.16,0.548,High,11.1,5.6,PVC,53
-1.17514,52.27251,Dense_Sand,0.013,0.051,0.14,0.058,Low,13.3,13.7,PVC,36
-2.02538,53.47899,Compressible_Ground,0.379,0.683,0.449,0.503,High,3.7,206.7,PVC,105
-0.21845,53.45804,Dense_Sand,0.011,0.192,0.28,0.142,Low,1.7,55.5,Concrete,116
1.12542,52.58756,Compressible_Ground,0.266,0.865,0.326,0.491,Moderate,7.6,0.5,Cast_Iron,35
0.63625,52.10718,Swelling_Clay,0.825,0.248,0.101,0.442,Moderate,2.8,72.8,PVC,118
-0.00994,52.22785,Swelling_Clay,0.852,0.483,0.151,0.548,High,3.6,22.3,Steel,64
-1.23977,52.7062,Swelling_Clay,0.781,0.401,0.133,0.486,Moderate,5.6,110.8,Concrete,17
-0.33248,51.25394,Swelling_Clay,0.68,0.361,0.175,0.442,Moderate,4.5,48.5,PVC,29
-2.13502,51.82088,Running_Sand,0.036,0.253,0.567,0.245,Low,9.8,6.1,Cast_Iron,109
0.21578,51.18818,Firm_Clay,0.353,0.3,0.127,0.278,Low,5.5,27.8,Steel,46
0.40038,51.1834,Dense_Sand,0.041,0.107,0.289,0.126,Low,0.8,7.3,Concrete,15
1.36013,51.4896,Compressible_Ground,0.38,0.618,0.558,0.508,High,11.5,12.2,Concrete,49
-1.45841,52.21313,Running_Sand,0.051,0.317,0.661,0.297,Low,1.0,16.0,Concrete,66
-2.42617,52.96194,Running_Sand,0.098,0.364,0.573,0.31,Moderate,11.0,138.1,Concrete,71
-0.31757,52.21374,Running_Sand,0.075,0.238,0.772,0.306,Moderate,9.3,208.9,Cast_Iron,9
0.32716,51.83869,Running_Sand,0.081,0.17,0.674,0.26,Low,14.6,72.7,Steel,72
0.66163,51.20588,Swelling_Clay,0.786,0.215,0.09,0.412,Moderate,10.9,42.2,PVC,92
-1.72504,52.37574,Swelling_Clay,0.807,0.32,0.054,0.448,Moderate,6.9,116.2,Steel,10
-1.45299,51.67817,Swelling_Clay,0.723,0.207,0.145,0.398,Moderate,11.2,17.4,Cast_Iron,68
-0.44964,52.53734,Swelling_Clay,0.898,0.373,0.103,0.515,High,9.6,9.9,Cast_Iron,85
-1.1776,53.44297,Firm_Clay,0.577,0.148,0.06,0.298,Low,8.4,115.0,Cast_Iron,61
0.94205,51.27829,Swelling_Clay,0.613,0.408,0.126,0.419,Moderate,7.4,58.8,Concrete,35
-0.60496,51.53031,Dense_Sand,0.049,0.147,0.191,0.119,Low,9.2,12.2,PVC,25
0.69831,52.18274,Dense_Sand,0.011,0.101,0.287,0.112,Low,12.2,14.6,Cast_Iron,27
-0.17752,53.42153,Dense_Sand,0.031,0.113,0.157,0.091,Low,10.7,14.5,Concrete,5
0.59236,52.92952,Dense_Sand,0.031,0.181,0.173,0.119,Low,12.2,6.0,Concrete,23
-1.16931,53.24557,Compressible_Ground,0.316,0.764,0.35,0.482,Moderate,0.8,54.9,PVC,68
0.82567,51.83429,Running_Sand,0.066,0.177,0.596,0.237,Low,12.5,71.6,Cast_Iron,52
-1.40171,53.4801,Swelling_Clay,0.791,0.448,0.183,0.519,High,0.6,84.0,PVC,80
-0.3156,51.25708,Firm_Clay,0.516,0.174,0.099,0.292,Low,9.9,26.0,Concrete,66
-1.64397,51.13243,Dense_Sand,0.039,0.121,0.103,0.084,Low,0.7,54.1,Concrete,33
-0.59789,53.13901,Dense_Sand,0.041,0.097,0.218,0.105,Low,3.9,226.2,Concrete,85
-1.2273,53.31816,Compressible_Ground,0.325,0.838,0.563,0.564,High,1.2,17.9,PVC,87
-1.43319,51.22646,Firm_Clay,0.485,0.114,0.106,0.261,Low,8.2,87.9,Concrete,106
1.36794,51.28357,Swelling_Clay,0.659,0.438,0.156,0.456,Moderate,12.0,76.1,Steel,113
-1.8597,51.08294,Swelling_Clay,0.684,0.278,0.19,0.418,Moderate,7.6,5.9,Steel,8
0.6493,51.26127,Firm_Clay,0.562,0.269,0.137,0.353,Moderate,6.1,51.3,Concrete,38
1.43666,51.52355,Compressible_Ground,0.254,0.608,0.367,0.406,Moderate,9.3,117.3,Steel,10
-2.42039,53.42519,Dense_Sand,0.047,0.102,0.207,0.106,Low,5.8,26.3,Steel,110
0.29611,52.66965,Swelling_Clay,0.81,0.427,0.173,0.517,High,5.4,72.3,Cast_Iron,104
-1.48835,52.94638,Dense_Sand,0.048,0.114,0.348,0.146,Low,11.2,74.9,Steel,36
-2.33805,52.94035,Running_Sand,0.055,0.259,0.516,0.241,Low,5.0,155.8,Steel,107
-0.88844,52.33768,Firm_Clay,0.356,0.203,0.024,0.219,Low,8.0,45.1,Concrete,24
1.24087,52.99372,Firm_Clay,0.529,0.127,0.134,0.29,Low,14.4,0.1,Cast_Iron,45
-2.45294,52.48952,Dense_Sand,0.03,0.119,0.16,0.094,Low,7.0,150.2,Concrete,22
-0.14846,51.78637,Compressible_Ground,0.254,0.685,0.466,0.458,Moderate,14.0,42.7,Steel,113
-0.49441,52.40278,Dense_Sand,0.028,0.109,0.112,0.077,Low,7.9,6.7,Cast_Iron,24
0.99354,52.33377,Swelling_Clay,0.765,0.453,0.193,0.513,High,14.2,5.3,Concrete,53
-2.16399,53.05863,Swelling_Clay,0.839,0.433,0.064,0.503,High,3.1,184.8,Concrete,15
0.2261,53.45432,Compressible_Ground,0.251,0.727,0.574,0.498,Moderate,7.4,126.7,Cast_Iron,77
0.22044,52.02761,Firm_Clay,0.368,0.199,0.1,0.242,Low,6.2,21.2,PVC,117
0.17632,52.90848,Running_Sand,0.041,0.307,0.5,0.249,Low,14.0,40.0,PVC,108
1.26934,51.24941,Firm_Clay,0.499,0.212,0.131,0.307,Moderate,9.3,119.2,PVC,20
0.79235,52.94208,Firm_Clay,0.351,0.283,0.109,0.267,Low,10.6,211.6,PVC,54
-2.33211,51.92854,Swelling_Clay,0.729,0.272,0.145,0.423,Moderate,12.2,169.5,Concrete,106
-0.61567,51.09848,Dense_Sand,0.041,0.188,0.271,0.15,Low,4.0,46.8,PVC,23
-0.90819,51.90812,Swelling_Clay,0.896,0.393,0.183,0.542,High,3.4,14.1,Steel,108
-1.25941,52.52661,Dense_Sand,0.015,0.079,0.205,0.085,Low,9.0,46.3,Steel,105
-0.69465,51.29813,Compressible_Ground,0.476,0.92,0.418,0.617,High,6.8,60.6,Steel,110
-0.96322,53.31009,Running_Sand,0.044,0.224,0.639,0.256,Low,3.9,30.6,PVC,58
-0.77066,51.19418,Compressible_Ground,0.423,0.873,0.412,0.578,High,11.6,0.3,Cast_Iron,61
1.41705,53.32502,Swelling_Clay,0.838,0.389,0.121,0.502,High,9.8,118.7,Concrete,105
-2.14547,52.76784,Compressible_Ground,0.44,0.943,0.512,0.634,High,8.8,1.9,Cast_Iron,25
1.18892,51.82428,Swelling_Clay,0.77,0.439,0.116,0.49,Moderate,14.4,15.9,Steel,93
-0.57905,51.97688,Swelling_Clay,0.726,0.346,0.17,0.454,Moderate,4.8,5.1,Cast_Iron,7
-0.00503,52.85202,Swelling_Clay,0.759,0.439,0.195,0.506,High,1.3,44.8,Cast_Iron,63
0.82073,52.50368,Running_Sand,0.099,0.383,0.785,0.37,Moderate,8.1,8.8,Cast_Iron,17
-1.05815,52.67911,Firm_Clay,0.476,0.245,0.103,0.302,Moderate,10.9,28.0,Cast_Iron,48
-0.77831,51.97291,Running_Sand,0.023,0.149,0.565,0.203,Low,13.4,4.0,Concrete,72
-0.86193,52.21953,Dense_Sand,0.019,0.12,0.329,0.132,Low,9.0,11.8,Cast_Iron,78
-1.00108,53.47467,Firm_Clay,0.576,0.185,0.096,0.319,Moderate,7.2,23.8,Steel,44
1.20212,51.53481,Firm_Clay,0.506,0.244,0.056,0.302,Moderate,11.9,96.4,Steel,52
0.81572,52.04464,Firm_Clay,0.348,0.161,0.132,0.229,Low,3.4,0.2,PVC,80
-2.064,51.72956,Compressible_Ground,0.314,0.63,0.558,0.486,Moderate,9.5,156.6,Steel,40
-2.06751,52.91278,Firm_Clay,0.427,0.121,0.066,0.229,Low,2.8,19.9,Cast_Iron,69
-0.78852,52.91003,Swelling_Clay,0.648,0.342,0.188,0.426,Moderate,15.0,14.4,PVC,109
-2.10537,51.73111,Dense_Sand,0.02,0.112,0.319,0.127,Low,11.9,97.4,PVC,88
-0.02363,51.20348,Firm_Clay,0.371,0.212,0.07,0.24,Low,7.2,8.4,PVC,61
-1.92523,51.02858,Swelling_Clay,0.857,0.469,0.142,0.543,High,7.7,62.4,Cast_Iron,80
-0.41051,52.06863,Firm_Clay,0.595,0.138,0.078,0.306,Moderate,13.8,123.1,PVC,94
-2.47112,52.02584,Swelling_Clay,0.64,0.444,0.138,0.446,Moderate,11.7,31.0,Cast_Iron,73
-1.23361,53.47097,Swelling_Clay,0.607,0.368,0.074,0.39,Moderate,3.2,28.7,Steel,27
0.20876,52.17451,Swelling_Clay,0.64,0.483,0.07,0.442,Moderate,5.6,18.2,Steel,102
-0.56384,51.64105,Firm_Clay,0.423,0.125,0.021,0.218,Low,11.0,62.7,Concrete,22
1.41308,53.22807,Firm_Clay,0.338,0.174,0.097,0.22,Low,10.7,4.1,Cast_Iron,82
0.99642,52.22767,Firm_Clay,0.383,0.223,0.104,0.257,Low,13.7,26.4,Concrete,9
-1.06372,52.49794,Swelling_Clay,0.68,0.286,0.057,0.387,Moderate,4.6,3.3,Steel,98
-2.31805,51.23917,Running_Sand,0.066,0.152,0.547,0.216,Low,5.9,18.4,Steel,17
0.88251,51.95729,Firm_Clay,0.44,0.283,0.094,0.299,Low,8.1,82.1,Steel,21
1.14494,53.36056,Swelling_Clay,0.659,0.349,0.156,0.425,Moderate,7.5,8.9,Steel,69
0.78251,52.47376,Firm_Clay,0.399,0.258,0.136,0.284,Low,5.5,93.3,PVC,25
-1.9882,51.86125,Swelling_Clay,0.871,0.275,0.19,0.492,Moderate,1.4,78.9,Cast_Iron,112
1.49166,52.56417,Swelling_Clay,0.653,0.224,0.108,0.367,Moderate,6.1,13.1,Cast_Iron,7
-1.46566,53.27603,Running_Sand,0.046,0.223,0.677,0.266,Low,13.1,47.2,Concrete,81
0.39682,51.68498,Firm_Clay,0.456,0.252,0.027,0.277,Low,6.6,30.0,Cast_Iron,90
1.13214,52.26279,Swelling_Clay,0.743,0.425,0.095,0.47,Moderate,11.8,19.5,Steel,10
-1.55725,53.39673,Swelling_Clay,0.744,0.478,0.058,0.479,Moderate,3.4,61.2,Cast_Iron,81
1.13303,51.43099,Swelling_Clay,0.675,0.287,0.105,0.397,Moderate,7.0,85.2,Cast_Iron,48
-1.26207,52.79916,Swelling_Clay,0.709,0.358,0.068,0.426,Moderate,6.5,22.4,PVC,43
1.40565,52.5362,Swelling_Clay,0.868,0.244,0.145,0.469,Moderate,13.4,121.5,Concrete,5
-1.37496,52.69919,Compressible_Ground,0.253,0.886,0.383,0.507,High,13.9,61.7,PVC,98
1.31374,51.87805,Firm_Clay,0.515,0.197,0.103,0.3,Moderate,9.4,22.2,Cast_Iron,69
-2.28582,51.7847,Compressible_Ground,0.295,0.95,0.474,0.569,High,1.8,36.6,PVC,65
0.33709,52.71052,Firm_Clay,0.387,0.189,0.089,0.243,Low,14.7,201.5,Cast_Iron,47
-0.37156,51.53886,Firm_Clay,0.461,0.263,0.051,0.289,Low,11.4,105.4,Steel,86
-0.58849,52.04914,Swelling_Clay,0.882,0.364,0.142,0.516,High,14.0,134.1,Cast_Iron,45
-1.60602,51.47044,Swelling_Clay,0.689,0.499,0.152,0.488,Moderate,6.4,41.0,Steel,106
0.32238,51.02076,Dense_Sand,0.046,0.122,0.306,0.138,Low,12.7,87.0,PVC,48
-1.73676,53.42514,Swelling_Clay,0.856,0.316,0.067,0.47,Moderate,12.7,34.5,Cast_Iron,15
-0.28863,52.07926,Swelling_Clay,0.635,0.248,0.163,0.381,Moderate,10.8,11.4,Cast_Iron,116
-1.48702,53.42337,Swelling_Clay,0.684,0.438,0.123,0.458,Moderate,11.1,24.0,Steel,43
1.32249,51.35081,Firm_Clay,0.541,0.179,0.08,0.299,Low,9.9,71.7,Concrete,76
-2.38548,52.46842,Running_Sand,0.097,0.287,0.502,0.265,Low,6.5,28.7,PVC,81
-1.70109,51.50244,Dense_Sand,0.022,0.1,0.118,0.073,Low,4.6,63.1,Concrete,69
-1.53076,52.97519,Dense_Sand,0.013,0.067,0.194,0.077,Low,11.3,89.5,PVC,119
-0.84373,52.95926,Compressible_Ground,0.299,0.748,0.573,0.525,High,7.8,15.7,Concrete,24
-1.56908,51.28152,Compressible_Ground,0.331,0.834,0.312,0.503,High,6.1,52.0,Cast_Iron,90
-0.5346,53.28016,Compressible_Ground,0.378,0.725,0.528,0.537,High,1.4,125.0,Steel,26
0.98986,51.48657,Swelling_Clay,0.648,0.452,0.18,0.462,Moderate,1.8,119.7,Cast_Iron,53
0.34825,52.53244,Swelling_Clay,0.786,0.221,0.107,0.418,Moderate,7.0,45.8,PVC,101
-0.18015,53.46408,Swelling_Clay,0.738,0.488,0.078,0.486,Moderate,2.8,62.5,Concrete,99
-2.14399,53.20599,Swelling_Clay,0.745,0.345,0.097,0.443,Moderate,14.0,16.6,Cast_Iron,22
0.27597,53.39141,Swelling_Clay,0.861,0.457,0.172,0.547,High,1.4,14.2,Cast_Iron,101
-1.83434,51.8565,Compressible_Ground,0.47,0.76,0.432,0.562,High,3.0,172.7,Steel,73
0.64547,51.26394,Dense_Sand,0.018,0.149,0.161,0.099,Low,14.1,0.5,Steel,117
-1.49977,51.47087,Running_Sand,0.055,0.246,0.565,0.25,Low,7.7,26.5,Cast_Iron,69
-0.83181,52.25124,Dense_Sand,0.01,0.196,0.256,0.137,Low,2.7,2.4,Concrete,63
-1.09812,52.98307,Compressible_Ground,0.27,0.705,0.374,0.448,Moderate,9.9,40.3,Concrete,70
0.93526,51.37538,Running_Sand,0.057,0.337,0.532,0.274,Low,13.4,43.2,PVC,111
-1.99382,52.64933,Compressible_Ground,0.244,0.948,0.493,0.553,High,8.7,36.2,Steel,55
-0.23742,51.80894,Swelling_Clay,0.882,0.393,0.064,0.506,High,0.8,2.6,PVC,68
-1.93175,51.85301,Swelling_Clay,0.784,0.35,0.096,0.46,Moderate,8.2,36.3,Cast_Iron,99
0.31918,52.65479,Dense_Sand,0.023,0.154,0.247,0.125,Low,3.4,174.7,Cast_Iron,96
1.12031,52.1675,Dense_Sand,0.033,0.155,0.253,0.131,Low,5.0,79.9,Steel,92
-0.76157,53.03008,Swelling_Clay,0.771,0.282,0.142,0.443,Moderate,3.7,74.0,PVC,91
-0.54763,51.3898,Swelling_Clay,0.867,0.458,0.104,0.533,High,6.1,60.4,Steel,44
1.20969,52.97487,Compressible_Ground,0.224,0.648,0.469,0.434,Moderate,2.7,16.3,Steel,96
-0.41603,51.16059,Swelling_Clay,0.605,0.254,0.189,0.378,Moderate,10.1,18.2,PVC,83
-0.54961,51.48513,Compressible_Ground,0.376,0.678,0.588,0.535,High,10.5,182.7,Steel,29
-0.18668,52.64037,Swelling_Clay,0.745,0.401,0.172,0.481,Moderate,8.9,3.2,PVC,75
0.25692,53.13731,Running_Sand,0.022,0.314,0.772,0.312,Moderate,14.9,49.6,Concrete,32
-2.07247,51.6317,Compressible_Ground,0.28,0.719,0.575,0.508,High,11.5,53.2,Concrete,22
0.78444,51.81798,Compressible_Ground,0.41,0.91,0.369,0.575,High,10.7,25.0,PVC,62
-0.75798,52.3428,Swelling_Clay,0.829,0.25,0.088,0.441,Moderate,11.9,67.8,Cast_Iron,119
-2.21061,51.52893,Compressible_Ground,0.482,0.675,0.598,0.579,High,11.2,24.9,PVC,78
0.64473,53.02789,Dense_Sand,0.023,0.079,0.255,0.101,Low,5.7,17.5,PVC,28
-0.9922,52.93409,Compressible_Ground,0.269,0.805,0.358,0.479,Moderate,10.9,49.1,Concrete,91
-2.09853,51.36323,Dense_Sand,0.013,0.082,0.139,0.068,Low,3.3,5.4,PVC,88
0.03512,52.15957,Firm_Clay,0.478,0.269,0.074,0.304,Moderate,8.2,237.2,Steel,112
1.02053,52.93707,Dense_Sand,0.033,0.199,0.349,0.17,Low,6.6,50.4,Concrete,75
1.05101,51.84332,Firm_Clay,0.437,0.27,0.127,0.301,Moderate,13.4,141.0,Cast_Iron,32
1.33065,52.58277,Firm_Clay,0.497,0.178,0.066,0.277,Low,6.8,67.9,PVC,106
0.97082,51.12553,Dense_Sand,0.048,0.181,0.231,0.141,Low,8.4,16.5,Concrete,105
-2.49144,52.52172,Swelling_Clay,0.884,0.418,0.052,0.513,High,2.2,128.7,Cast_Iron,96
-0.97904,51.38163,Running_Sand,0.054,0.285,0.616,0.275,Low,12.0,46.2,Concrete,87
0.77417,53.07646,Dense_Sand,0.025,0.115,0.152,0.088,Low,14.2,146.5,Steel,75
-1.03499,51.88862,Firm_Clay,0.581,0.233,0.051,0.326,Moderate,11.5,19.7,Cast_Iron,107
-0.09381,51.70388,Dense_Sand,0.021,0.114,0.27,0.116,Low,2.1,5.6,Cast_Iron,62
-0.07473,53.10222,Firm_Clay,0.534,0.21,0.044,0.298,Low,6.7,71.0,Cast_Iron,110
-1.0399,51.12536,Dense_Sand,0.014,0.195,0.156,0.113,Low,3.7,30.8,Cast_Iron,108
1.1179,51.99152,Firm_Clay,0.595,0.115,0.06,0.293,Low,6.0,34.0,PVC,6
-0.48709,51.92501,Firm_Clay,0.325,0.152,0.092,0.206,Low,11.6,58.0,Steel,5
-0.64086,51.712,Running_Sand,0.046,0.361,0.684,0.316,Moderate,4.8,49.6,Concrete,23
1.49005,53.27939,Dense_Sand,0.026,0.054,0.124,0.06,Low,12.8,2.9,Concrete,65
-0.526,52.87732,Firm_Clay,0.355,0.146,0.056,0.207,Low,1.1,9.8,Concrete,69
-1.78641,51.15981,Firm_Clay,0.45,0.259,0.028,0.278,Low,13.4,281.3,Steel,17
-0.44772,52.78672,Firm_Clay,0.59,0.147,0.11,0.315,Moderate,4.7,36.9,Steel,55
0.75607,52.31825,Compressible_Ground,0.308,0.851,0.48,0.541,High,7.9,203.3,Steel,66
0.60744,53.25217,Swelling_Clay,0.887,0.464,0.088,0.539,High,5.6,13.1,Steel,6
0.65433,51.78236,Dense_Sand,0.016,0.105,0.15,0.081,Low,3.7,14.2,Steel,39
0.3321,52.4354,Running_Sand,0.071,0.355,0.586,0.299,Low,11.4,106.6,Steel,57
-1.48313,52.25189,Compressible_Ground,0.304,0.94,0.534,0.584,High,4.6,41.5,PVC,44
0.94834,52.2239,Swelling_Clay,0.747,0.307,0.092,0.429,Moderate,10.3,75.4,Concrete,61
1.07377,52.14026,Firm_Clay,0.347,0.265,0.053,0.245,Low,6.7,115.9,Concrete,44
-1.72339,51.51407,Firm_Clay,0.359,0.132,0.081,0.21,Low,11.6,294.0,Steel,14
-1.97818,52.88927,Firm_Clay,0.563,0.25,0.136,0.347,Moderate,1.6,132.9,Steel,115
1.40242,52.12834,Firm_Clay,0.576,0.115,0.113,0.299,Low,11.2,289.0,Concrete,19
0.9733,53.39629,Compressible_Ground,0.315,0.795,0.41,0.507,High,3.3,14.3,PVC,84
1.07294,51.65202,Compressible_Ground,0.365,0.917,0.574,0.61,High,1.3,4.2,Steel,78
1.04551,52.70686,Swelling_Clay,0.677,0.228,0.108,0.378,Moderate,9.0,43.2,Concrete,112
-0.33325,53.35179,Firm_Clay,0.402,0.241,0.127,0.277,Low,5.5,4.5,Cast_Iron,91
0.08561,52.65865,Swelling_Clay,0.641,0.34,0.073,0.394,Moderate,7.2,12.5,Cast_Iron,100
-0.31855,53.17818,Firm_Clay,0.495,0.203,0.044,0.28,Low,12.0,298.7,Concrete,21
-2.29517,53.0687,Running_Sand,0.08,0.225,0.635,0.27,Low,1.5,26.9,Cast_Iron,77
0.48201,51.90029,Running_Sand,0.033,0.368,0.887,0.364,Moderate,14.3,10.7,Steel,67
-0.47867,52.50031,Dense_Sand,0.016,0.126,0.261,0.116,Low,7.2,151.7,Cast_Iron,36
0.09084,51.39065,Swelling_Clay,0.758,0.223,0.178,0.426,Moderate,6.5,60.3,Cast_Iron,66
-0.48944,52.33881,Firm_Clay,0.503,0.201,0.056,0.286,Low,9.6,163.2,Concrete,92
-0.53275,51.57605,Swelling_Clay,0.633,0.207,0.125,0.357,Moderate,11.7,18.8,Cast_Iron,104
-1.81284,52.85934,Swelling_Clay,0.88,0.338,0.087,0.492,Moderate,13.8,32.0,PVC,8
-1.38515,52.32015,Compressible_Ground,0.306,0.748,0.502,0.51,High,6.8,19.6,Cast_Iron,69
-1.86459,52.02807,Swelling_Clay,0.661,0.261,0.154,0.394,Moderate,13.1,13.8,Steel,76
-1.71733,51.67199,Firm_Clay,0.501,0.224,0.078,0.298,Low,1.9,4.8,Concrete,118
1.39191,53.49675,Running_Sand,0.051,0.357,0.73,0.328,Moderate,9.5,136.1,Concrete,65
-1.88755,51.17928,Swelling_Clay,0.763,0.217,0.104,0.407,Moderate,2.6,10.4,Steel,41
-1.42292,51.1089,Swelling_Clay,0.739,0.396,0.121,0.465,Moderate,2.6,35.4,Steel,54
-0.13764,51.54314,Firm_Clay,0.348,0.238,0.097,0.247,Low,11.4,8.2,Cast_Iron,117
-0.05929,53.42768,Firm_Clay,0.486,0.269,0.052,0.302,Moderate,11.2,75.9,PVC,83
-1.8841,53.4481,Compressible_Ground,0.315,0.83,0.328,0.499,Moderate,11.2,2.2,Cast_Iron,72
0.67487,52.63732,Running_Sand,0.07,0.129,0.889,0.295,Low,13.1,49.2,Cast_Iron,119
0.64081,53.20027,Firm_Clay,0.566,0.152,0.13,0.312,Moderate,3.3,26.7,PVC,105
-1.55073,51.5349,Firm_Clay,0.331,0.137,0.065,0.197,Low,12.2,9.5,PVC,25
-1.34533,53.43011,Swelling_Clay,0.755,0.368,0.064,0.446,Moderate,4.6,15.2,Cast_Iron,15
1.25195,51.35696,Firm_Clay,0.395,0.107,0.105,0.222,Low,14.8,50.3,PVC,58
0.80269,51.25281,Firm_Clay,0.5,0.214,0.13,0.308,Moderate,9.5,50.3,Steel,102
0.29119,51.28053,Firm_Clay,0.495,0.119,0.11,0.267,Low,11.0,251.6,Cast_Iron,22
-2.17107,52.43282,Firm_Clay,0.506,0.203,0.133,0.307,Moderate,15.0,75.5,Steel,52
-0.82694,52.95244,Dense_Sand,0.013,0.159,0.277,0.13,Low,11.7,6.7,PVC,76
-0.26279,51.91667,Swelling_Clay,0.689,0.428,0.086,0.447,Moderate,10.4,17.5,PVC,6
-1.75035,53.44474,Dense_Sand,0.035,0.067,0.265,0.104,Low,13.9,174.1,Concrete,21
-0.70709,52.08605,Running_Sand,0.083,0.206,0.86,0.32,Moderate,11.9,3.8,PVC,57
-0.0959,51.37612,Firm_Clay,0.401,0.257,0.073,0.269,Low,10.4,46.1,Concrete,113
-1.19049,52.16492,Swelling_Clay,0.881,0.328,0.159,0.507,High,12.5,114.6,PVC,46
0.62378,52.69759,Compressible_Ground,0.291,0.712,0.43,0.473,Moderate,3.0,34.3,PVC,65
0.8618,53.08056,Firm_Clay,0.449,0.233,0.029,0.268,Low,13.2,139.9,PVC,31
