Test_ID,G_Level,Soil_Type,Moisture_Content_pct,Loading_Rate_mm_min,Time_s,Scale_Factor_N,Settlement_mm_model,Settlement_mm_prototype,Lateral_Displacement_mm,Pore_Water_Pressure_kPa,PIV_Displacement_X_mm,PIV_Displacement_Y_mm,Shear_Strain,Shear_Band_Detected
CEN-006,40,Sand,10,1.0,240,40,0.201,8.1,0.042,0.0,0.04,0.201,0.00411,0
CEN-006,40,Sand,10,1.0,300,40,0.256,10.2,0.059,0.0,0.071,0.256,0.00532,0
CEN-006,40,Sand,10,1.0,360,40,0.626,25.0,0.097,0.0,0.114,0.626,0.01272,0
CEN-006,40,Sand,10,1.0,420,40,0.477,19.1,0.14,2.14,0.153,0.477,0.01002,0
CEN-006,40,Sand,10,1.0,480,40,0.653,26.1,0.222,0.1,0.232,0.653,0.01385,0
CEN-006,40,Sand,10,1.0,540,40,0.846,33.9,0.293,2.39,0.256,0.846,0.01768,0
CEN-006,40,Sand,10,1.0,600,40,0.89,35.6,0.214,0.71,0.238,0.89,0.01843,0
CEN-006,40,Sand,10,1.0,660,40,1.062,42.5,0.169,3.41,0.199,1.062,0.02162,0
CEN-006,40,Sand,10,1.0,720,40,1.108,44.3,0.221,0.44,0.197,1.108,0.02252,0
CEN-006,40,Sand,10,1.0,780,40,1.46,58.4,0.405,1.48,0.368,1.46,0.03012,0
CEN-006,40,Sand,10,1.0,840,40,1.777,71.1,0.532,0.0,0.511,1.777,0.03697,0
CEN-006,40,Sand,10,1.0,900,40,2.073,82.9,0.407,1.16,0.399,2.073,0.04222,0
CEN-006,40,Sand,10,1.0,960,40,2.332,93.3,0.459,1.76,0.527,2.332,0.04782,0
CEN-006,40,Sand,10,1.0,1020,40,2.243,89.7,0.494,0.77,0.475,2.243,0.04585,0
CEN-006,40,Sand,10,1.0,1080,40,2.585,103.4,0.85,4.52,0.986,2.585,0.05534,0
CEN-006,40,Sand,10,1.0,1140,40,2.511,100.4,0.557,0.47,0.524,2.511,0.05129,0
CEN-006,40,Sand,10,1.0,1200,40,3.1,124.0,0.928,2.94,0.745,3.1,0.06377,0
CEN-006,40,Sand,10,1.0,1260,40,3.615,144.6,0.627,2.18,0.676,3.615,0.07355,1
CEN-006,40,Sand,10,1.0,1320,40,3.681,147.2,0.719,0.0,0.64,3.681,0.07472,1
CEN-006,40,Sand,10,1.0,1380,40,4.045,161.8,0.722,1.73,0.815,4.045,0.08253,1
CEN-006,40,Sand,10,1.0,1440,40,4.347,173.9,1.478,5.31,1.34,4.347,0.09099,1
CEN-006,40,Sand,10,1.0,1500,40,4.495,179.8,1.019,4.55,1.068,4.495,0.09241,1
CEN-006,40,Sand,10,1.0,1560,40,4.788,191.5,0.739,3.81,0.662,4.788,0.09666,1
CEN-006,40,Sand,10,1.0,1620,40,4.857,194.3,1.086,0.16,1.021,4.857,0.09925,1
CEN-006,40,Sand,10,1.0,1680,40,5.148,205.9,1.614,2.87,1.729,5.148,0.10862,1
CEN-006,40,Sand,10,1.0,1740,40,5.974,239.0,1.535,2.52,1.84,5.974,0.12501,1
CEN-006,40,Sand,10,1.0,1800,40,5.765,230.6,1.127,1.66,1.057,5.765,0.11723,1
CEN-006,40,Sand,10,1.0,1860,40,6.912,276.5,1.908,6.67,1.546,6.912,0.14166,1
CEN-006,40,Sand,10,1.0,1920,40,6.594,263.7,2.161,2.74,1.83,6.594,0.13686,1
CEN-006,40,Sand,10,1.0,1980,40,6.89,275.6,2.318,0.59,1.986,6.89,0.14341,1
CEN-006,40,Sand,10,1.0,2040,40,7.035,281.4,1.326,4.45,1.077,7.035,0.14235,1
CEN-006,40,Sand,10,1.0,2100,40,7.107,284.3,2.046,2.76,2.304,7.107,0.14943,1
CEN-006,40,Sand,10,1.0,2160,40,7.668,306.7,2.533,4.47,2.045,7.668,0.15872,1
CEN-006,40,Sand,10,1.0,2220,40,8.417,336.7,2.136,6.41,2.078,8.417,0.17339,1
CEN-006,40,Sand,10,1.0,2280,40,6.779,271.1,2.246,3.76,2.335,6.779,0.14339,1
CEN-006,40,Sand,10,1.0,2340,40,8.384,335.4,2.602,0.0,2.42,8.384,0.17453,1
CEN-006,40,Sand,10,1.0,2400,40,7.866,314.7,1.214,2.21,1.15,7.866,0.159,1
CEN-006,40,Sand,10,1.0,2460,40,9.263,370.5,2.796,0.0,3.226,9.263,0.19616,1
CEN-006,40,Sand,10,1.0,2520,40,9.456,378.2,2.979,2.75,3.206,9.456,0.19969,1
CEN-006,40,Sand,10,1.0,2580,40,9.58,383.2,2.059,1.04,2.394,9.58,0.19749,1
CEN-006,40,Sand,10,1.0,2640,40,9.963,398.5,2.897,1.2,3.14,9.963,0.20892,1
CEN-006,40,Sand,10,1.0,2700,40,9.507,380.3,2.993,3.36,2.58,9.507,0.19702,1
CEN-006,40,Sand,10,1.0,2760,40,11.042,441.7,3.464,3.73,2.989,11.042,0.22879,1
CEN-006,40,Sand,10,1.0,2820,40,10.914,436.6,3.131,0.74,2.889,10.914,0.2258,1
CEN-006,40,Sand,10,1.0,2880,40,11.48,459.2,2.836,0.0,2.817,11.48,0.2364,1
CEN-006,40,Sand,10,1.0,2940,40,10.323,412.9,3.356,2.78,2.76,10.323,0.21372,1
CEN-007,40,Sand,15,0.1,0,40,0.0,0.0,0.0,0.0,-0.005,0.0,0.00071,0
CEN-007,40,Sand,15,0.1,60,40,0.078,3.1,0.014,1.52,0.015,0.078,0.00159,0
CEN-007,40,Sand,15,0.1,120,40,0.0,0.0,0.0,0.0,-0.021,0.0,0.00134,0
CEN-007,40,Sand,15,0.1,180,40,0.0,0.0,0.0,0.0,-0.002,0.0,0.00027,0
CEN-007,40,Sand,15,0.1,240,40,0.0,0.0,0.0,0.42,-0.013,0.0,0.00092,0
CEN-007,40,Sand,15,0.1,300,40,0.0,0.0,0.0,0.0,-0.026,0.0,0.00175,0
CEN-007,40,Sand,15,0.1,360,40,0.0,0.0,0.0,0.0,-0.012,0.0,0.00101,0
CEN-007,40,Sand,15,0.1,420,40,0.0,0.0,0.0,2.66,-0.002,0.0,0.00017,0
CEN-007,40,Sand,15,0.1,480,40,0.049,2.0,0.013,0.06,0.015,0.049,0.00103,0
CEN-007,40,Sand,15,0.1,540,40,0.111,4.4,0.019,2.01,0.023,0.111,0.00226,0
CEN-007,40,Sand,15,0.1,600,40,0.182,7.3,0.052,1.78,0.048,0.182,0.00377,0
CEN-007,40,Sand,15,0.1,660,40,0.193,7.7,0.044,0.0,0.051,0.193,0.004,0
CEN-007,40,Sand,15,0.1,720,40,0.017,0.7,0.005,0.19,0.006,0.017,0.00036,0
CEN-007,40,Sand,15,0.1,780,40,0.346,13.8,0.071,3.12,0.081,0.346,0.0071,0
CEN-007,40,Sand,15,0.1,840,40,0.202,8.1,0.046,0.0,0.042,0.202,0.00412,0
CEN-007,40,Sand,15,0.1,900,40,0.424,17.0,0.133,2.27,0.13,0.424,0.00888,0
CEN-007,40,Sand,15,0.1,960,40,0.52,20.8,0.097,3.86,0.105,0.52,0.01061,0
CEN-007,40,Sand,15,0.1,1020,40,0.39,15.6,0.098,0.45,0.097,0.39,0.00803,0
CEN-007,40,Sand,15,0.1,1080,40,0.273,10.9,0.064,1.44,0.059,0.273,0.00558,0
CEN-007,40,Sand,15,0.1,1140,40,0.476,19.0,0.14,2.58,0.156,0.476,0.01002,0
CEN-007,40,Sand,15,0.1,1200,40,0.647,25.9,0.218,2.58,0.202,0.647,0.01355,0
CEN-007,40,Sand,15,0.1,1260,40,0.577,23.1,0.17,0.78,0.152,0.577,0.01193,0
CEN-007,40,Sand,15,0.1,1320,40,0.757,30.3,0.207,1.01,0.219,0.757,0.01576,0
CEN-007,40,Sand,15,0.1,1380,40,0.563,22.5,0.163,5.34,0.135,0.563,0.01159,0
CEN-007,40,Sand,15,0.1,1440,40,0.572,22.9,0.142,2.45,0.129,0.572,0.01172,0
CEN-007,40,Sand,15,0.1,1500,40,0.519,20.8,0.101,3.06,0.083,0.519,0.01051,0
CEN-007,40,Sand,15,0.1,1560,40,0.766,30.7,0.253,6.74,0.239,0.766,0.01606,0
CEN-007,40,Sand,15,0.1,1620,40,0.7,28.0,0.236,5.4,0.266,0.7,0.01498,0
CEN-007,40,Sand,15,0.1,1680,40,0.616,24.6,0.122,4.69,0.144,0.616,0.01265,0
CEN-007,40,Sand,15,0.1,1740,40,0.917,36.7,0.307,6.4,0.359,0.917,0.0197,0
CEN-007,40,Sand,15,0.1,1800,40,0.625,25.0,0.094,1.13,0.103,0.625,0.01267,0
CEN-007,40,Sand,15,0.1,1860,40,0.998,39.9,0.309,9.1,0.297,0.998,0.02082,0
CEN-007,40,Sand,15,0.1,1920,40,0.822,32.9,0.284,4.97,0.314,0.822,0.0176,0
CEN-007,40,Sand,15,0.1,1980,40,1.056,42.2,0.188,3.93,0.193,1.056,0.02147,0
CEN-007,40,Sand,15,0.1,2040,40,1.062,42.5,0.272,0.0,0.305,1.062,0.02209,0
CEN-007,40,Sand,15,0.1,2100,40,1.283,51.3,0.426,5.12,0.489,1.283,0.02746,0
CEN-007,40,Sand,15,0.1,2160,40,1.011,40.4,0.222,3.97,0.197,1.011,0.0206,0
CEN-007,40,Sand,15,0.1,2220,40,1.162,46.5,0.23,1.97,0.272,1.162,0.02386,0
CEN-007,40,Sand,15,0.1,2280,40,1.13,45.2,0.245,2.28,0.268,1.13,0.02322,0
CEN-007,40,Sand,15,0.1,2340,40,1.377,55.1,0.271,2.21,0.303,1.377,0.02821,0
CEN-007,40,Sand,15,0.1,2400,40,1.63,65.2,0.482,3.62,0.532,1.63,0.03428,0
CEN-007,40,Sand,15,0.1,2460,40,1.441,57.6,0.495,1.48,0.549,1.441,0.03084,0
CEN-007,40,Sand,15,0.1,2520,40,1.217,48.7,0.291,6.02,0.342,1.217,0.02528,0
CEN-007,40,Sand,15,0.1,2580,40,1.042,41.7,0.174,2.04,0.2,1.042,0.02122,0
CEN-007,40,Sand,15,0.1,2640,40,1.452,58.1,0.258,6.54,0.254,1.452,0.02949,0
CEN-007,40,Sand,15,0.1,2700,40,1.552,62.1,0.368,5.48,0.422,1.552,0.03217,0
CEN-007,40,Sand,15,0.1,2760,40,1.588,63.5,0.411,3.35,0.334,1.588,0.03246,0
CEN-007,40,Sand,15,0.1,2820,40,1.72,68.8,0.529,7.34,0.493,1.72,0.03579,0
CEN-007,40,Sand,15,0.1,2880,40,1.678,67.1,0.301,2.25,0.33,1.678,0.03419,0
CEN-007,40,Sand,15,0.1,2940,40,1.267,50.7,0.24,4.08,0.279,1.267,0.02594,0
CEN-008,40,Sand,15,0.5,0,40,0.136,5.4,0.036,0.0,0.03,0.136,0.00278,0
CEN-008,40,Sand,15,0.5,60,40,0.0,0.0,0.0,3.27,-0.009,0.0,0.00072,0
CEN-008,40,Sand,15,0.5,120,40,0.0,0.0,0.0,1.95,-0.043,0.0,0.00333,0
CEN-008,40,Sand,15,0.5,180,40,0.039,1.6,0.008,0.0,0.007,0.039,0.00079,0
CEN-008,40,Sand,15,0.5,240,40,0.047,1.9,0.016,2.82,0.018,0.047,0.00101,0
CEN-008,40,Sand,15,0.5,300,40,0.241,9.7,0.044,1.89,0.039,0.241,0.00489,0
CEN-008,40,Sand,15,0.5,360,40,0.285,11.4,0.046,1.48,0.038,0.285,0.00576,0
CEN-008,40,Sand,15,0.5,420,40,0.129,5.2,0.03,0.0,0.028,0.129,0.00265,0
CEN-008,40,Sand,15,0.5,480,40,0.409,16.4,0.07,1.84,0.083,0.409,0.00835,0
CEN-008,40,Sand,15,0.5,540,40,0.516,20.6,0.16,2.7,0.19,0.516,0.01099,0
CEN-008,40,Sand,15,0.5,600,40,0.838,33.5,0.285,3.26,0.263,0.838,0.01758,0
CEN-008,40,Sand,15,0.5,660,40,1.007,40.3,0.169,2.44,0.137,1.007,0.02032,0
CEN-008,40,Sand,15,0.5,720,40,0.951,38.0,0.298,0.0,0.287,0.951,0.01987,0
CEN-008,40,Sand,15,0.5,780,40,1.086,43.4,0.316,0.62,0.346,1.086,0.02278,0
CEN-008,40,Sand,15,0.5,840,40,1.231,49.2,0.401,3.75,0.442,1.231,0.02615,0
CEN-008,40,Sand,15,0.5,900,40,1.925,77.0,0.571,8.17,0.457,1.925,0.03957,0
CEN-008,40,Sand,15,0.5,960,40,1.741,69.7,0.495,1.78,0.457,1.741,0.03601,0
CEN-008,40,Sand,15,0.5,1020,40,1.767,70.7,0.5,0.0,0.545,1.767,0.03699,0
CEN-008,40,Sand,15,0.5,1080,40,1.838,73.5,0.575,2.45,0.625,1.838,0.03884,0
CEN-008,40,Sand,15,0.5,1140,40,2.408,96.3,0.788,2.83,0.742,2.408,0.0504,0
CEN-008,40,Sand,15,0.5,1200,40,2.566,102.7,0.847,4.59,0.985,2.566,0.05498,0
CEN-008,40,Sand,15,0.5,1260,40,2.411,96.4,0.718,2.38,0.633,2.411,0.04985,0
CEN-008,40,Sand,15,0.5,1320,40,2.784,111.4,0.789,3.5,0.634,2.784,0.0571,1
CEN-008,40,Sand,15,0.5,1380,40,3.495,139.8,0.63,1.55,0.534,3.495,0.07071,1
CEN-008,40,Sand,15,0.5,1440,40,3.41,136.4,0.546,3.09,0.547,3.41,0.06906,1
CEN-008,40,Sand,15,0.5,1500,40,3.661,146.4,0.594,7.77,0.504,3.661,0.0739,1
CEN-008,40,Sand,15,0.5,1560,40,3.498,139.9,1.156,4.68,1.173,3.498,0.0738,1
CEN-008,40,Sand,15,0.5,1620,40,3.921,156.8,0.85,1.0,0.727,3.921,0.07976,1
CEN-008,40,Sand,15,0.5,1680,40,4.144,165.8,1.068,1.15,1.081,4.144,0.08565,1
CEN-008,40,Sand,15,0.5,1740,40,4.14,165.6,1.073,4.3,0.952,4.14,0.08495,1
CEN-008,40,Sand,15,0.5,1800,40,4.534,181.4,1.422,2.25,1.702,4.534,0.09686,1
CEN-008,40,Sand,15,0.5,1860,40,4.859,194.4,0.9,2.48,0.849,4.859,0.09865,1
CEN-008,40,Sand,15,0.5,1920,40,5.278,211.1,1.093,6.56,1.285,5.278,0.10864,1
CEN-008,40,Sand,15,0.5,1980,40,4.899,196.0,1.143,6.08,0.96,4.899,0.09984,1
CEN-008,40,Sand,15,0.5,2040,40,5.43,217.2,1.858,4.38,2.094,5.43,0.1164,1
CEN-008,40,Sand,15,0.5,2100,40,5.719,228.8,0.983,4.65,0.987,5.719,0.11608,1
CEN-008,40,Sand,15,0.5,2160,40,6.048,241.9,1.585,2.15,1.866,6.048,0.12659,1
CEN-008,40,Sand,15,0.5,2220,40,6.254,250.2,1.323,4.63,1.256,6.254,0.12758,1
CEN-008,40,Sand,15,0.5,2280,40,5.825,233.0,1.433,3.72,1.161,5.825,0.11879,1
CEN-008,40,Sand,15,0.5,2340,40,6.504,260.2,1.646,4.7,1.922,6.504,0.13564,1
CEN-008,40,Sand,15,0.5,2400,40,6.085,243.4,1.958,1.85,2.181,6.085,0.12928,1
CEN-008,40,Sand,15,0.5,2460,40,6.927,277.1,2.179,3.38,2.1,6.927,0.14476,1
CEN-008,40,Sand,15,0.5,2520,40,7.398,295.9,1.339,5.5,1.125,7.398,0.14966,1
CEN-008,40,Sand,15,0.5,2580,40,7.515,300.6,1.158,2.47,1.286,7.515,0.15249,1
CEN-008,40,Sand,15,0.5,2640,40,8.336,333.4,1.397,5.98,1.594,8.336,0.16974,1
CEN-008,40,Sand,15,0.5,2700,40,8.289,331.6,2.103,3.13,2.51,8.289,0.17322,1
CEN-008,40,Sand,15,0.5,2760,40,8.574,343.0,2.246,3.35,2.212,8.574,0.1771,1
CEN-008,40,Sand,15,0.5,2820,40,8.08,323.2,1.316,4.09,1.238,8.08,0.16348,1
CEN-008,40,Sand,15,0.5,2880,40,7.646,305.8,1.85,1.58,1.751,7.646,0.15688,1
CEN-008,40,Sand,15,0.5,2940,40,8.387,335.5,2.702,4.0,2.971,8.387,0.17796,1
CEN-009,40,Sand,15,1.0,0,40,0.116,4.6,0.035,0.24,0.039,0.116,0.00245,0
CEN-009,40,Sand,15,1.0,60,40,0.0,0.0,0.0,3.83,-0.008,0.0,0.00065,0
CEN-009,40,Sand,15,1.0,120,40,0.321,12.8,0.098,0.0,0.095,0.321,0.00669,0
CEN-009,40,Sand,15,1.0,180,40,0.222,8.9,0.057,0.0,0.048,0.222,0.00454,0
CEN-009,40,Sand,15,1.0,240,40,0.22,8.8,0.038,0.0,0.041,0.22,0.00448,0
CEN-009,40,Sand,15,1.0,300,40,0.22,8.8,0.077,1.76,0.069,0.22,0.00462,0
CEN-009,40,Sand,15,1.0,360,40,0.743,29.7,0.182,1.59,0.147,0.743,0.01516,0
CEN-009,40,Sand,15,1.0,420,40,0.621,24.8,0.117,0.0,0.113,0.621,0.01263,0
CEN-009,40,Sand,15,1.0,480,40,1.132,45.3,0.358,2.97,0.321,1.132,0.02354,0
CEN-009,40,Sand,15,1.0,540,40,1.05,42.0,0.339,0.0,0.303,1.05,0.02185,0
CEN-009,40,Sand,15,1.0,600,40,1.318,52.7,0.349,1.24,0.314,1.318,0.0271,0
CEN-009,40,Sand,15,1.0,660,40,1.945,77.8,0.456,1.39,0.484,1.945,0.04009,0
CEN-009,40,Sand,15,1.0,720,40,2.167,86.7,0.468,3.61,0.486,2.167,0.04442,0
CEN-009,40,Sand,15,1.0,780,40,2.406,96.2,0.817,2.88,0.89,2.406,0.0513,0
CEN-009,40,Sand,15,1.0,840,40,2.66,106.4,0.746,0.69,0.63,2.66,0.05466,0
CEN-009,40,Sand,15,1.0,900,40,2.794,111.7,0.943,1.67,0.881,2.794,0.05858,0
CEN-009,40,Sand,15,1.0,960,40,3.143,125.7,0.864,3.65,0.95,3.143,0.06566,0
CEN-009,40,Sand,15,1.0,1020,40,4.042,161.7,0.931,4.99,0.837,4.042,0.08255,0
CEN-009,40,Sand,15,1.0,1080,40,3.901,156.0,1.171,0.57,1.126,3.901,0.0812,0
CEN-009,40,Sand,15,1.0,1140,40,4.222,168.9,1.296,2.95,1.421,4.222,0.08909,0
CEN-009,40,Sand,15,1.0,1200,40,4.402,176.1,1.322,1.55,1.511,4.402,0.09309,0
CEN-009,40,Sand,15,1.0,1260,40,4.294,171.8,0.823,3.02,0.749,4.294,0.08719,1
CEN-009,40,Sand,15,1.0,1320,40,5.534,221.4,0.833,3.83,0.883,5.534,0.11208,1
CEN-009,40,Sand,15,1.0,1380,40,5.692,227.7,1.134,1.44,0.991,5.692,0.11556,1
CEN-009,40,Sand,15,1.0,1440,40,5.791,231.6,1.613,1.64,1.766,5.791,0.12109,1
CEN-009,40,Sand,15,1.0,1500,40,7.376,295.0,2.569,6.52,2.439,7.376,0.15537,1
CEN-009,40,Sand,15,1.0,1560,40,7.634,305.4,1.161,4.93,1.193,7.634,0.15454,1
CEN-009,40,Sand,15,1.0,1620,40,8.049,322.0,2.211,3.98,2.336,8.049,0.16763,1
CEN-009,40,Sand,15,1.0,1680,40,8.343,333.7,1.336,3.91,1.509,8.343,0.16957,1
CEN-009,40,Sand,15,1.0,1740,40,8.253,330.1,1.336,2.95,1.369,8.253,0.16731,1
CEN-009,40,Sand,15,1.0,1800,40,9.431,377.3,1.619,1.06,1.729,9.431,0.19177,1
CEN-009,40,Sand,15,1.0,1860,40,8.038,321.5,2.263,2.71,1.956,8.038,0.16544,1
CEN-009,40,Sand,15,1.0,1920,40,9.607,384.3,1.749,2.75,1.987,9.607,0.1962,1
CEN-009,40,Sand,15,1.0,1980,40,10.274,411.0,1.927,7.1,1.581,10.274,0.20791,1
CEN-009,40,Sand,15,1.0,2040,40,10.663,426.5,2.875,3.77,2.741,10.663,0.22019,1
CEN-009,40,Sand,15,1.0,2100,40,9.771,390.9,2.807,0.0,3.268,9.771,0.20607,1
CEN-009,40,Sand,15,1.0,2160,40,11.199,448.0,3.828,4.58,4.417,11.199,0.24077,1
CEN-009,40,Sand,15,1.0,2220,40,12.6,504.0,3.406,5.76,3.986,12.6,0.26432,1
CEN-009,40,Sand,15,1.0,2280,40,12.706,508.2,4.0,1.66,4.151,12.706,0.26734,1
CEN-009,40,Sand,15,1.0,2340,40,12.916,516.6,3.06,5.34,2.631,12.916,0.26362,1
CEN-009,40,Sand,15,1.0,2400,40,12.502,500.1,3.451,0.86,3.354,12.502,0.25889,1
CEN-009,40,Sand,15,1.0,2460,40,14.071,562.8,2.439,4.4,2.461,14.071,0.28568,1
CEN-009,40,Sand,15,1.0,2520,40,13.677,547.1,2.372,4.3,1.924,13.677,0.27623,1
CEN-009,40,Sand,15,1.0,2580,40,14.954,598.2,4.524,8.91,4.729,14.954,0.31369,1
CEN-009,40,Sand,15,1.0,2640,40,13.024,521.0,2.2,6.05,2.052,13.024,0.2637,1
CEN-009,40,Sand,15,1.0,2700,40,15.392,615.7,4.241,3.4,4.158,15.392,0.31888,1
CEN-009,40,Sand,15,1.0,2760,40,16.801,672.0,4.152,2.41,4.751,16.801,0.3492,1
CEN-009,40,Sand,15,1.0,2820,40,16.336,653.5,2.51,3.91,2.261,16.336,0.32984,1
CEN-009,40,Sand,15,1.0,2880,40,15.187,607.5,3.388,1.63,3.226,15.187,0.31052,1
CEN-009,40,Sand,15,1.0,2940,40,15.964,638.5,4.008,6.79,3.7,15.964,0.32774,1
CEN-010,40,Clay,20,0.1,0,40,0.0,0.0,0.0,13.73,-0.003,0.0,0.00022,0
CEN-010,40,Clay,20,0.1,60,40,0.009,0.4,0.005,14.64,0.005,0.009,0.00021,0
CEN-010,40,Clay,20,0.1,120,40,0.026,1.0,0.011,15.48,0.01,0.026,0.00055,0
CEN-010,40,Clay,20,0.1,180,40,0.0,0.0,0.0,20.74,-0.044,0.0,0.00194,0
CEN-010,40,Clay,20,0.1,240,40,0.0,0.0,0.0,20.7,-0.026,0.0,0.00154,0
CEN-010,40,Clay,20,0.1,300,40,0.0,0.0,0.0,19.57,-0.044,0.0,0.00221,0
CEN-010,40,Clay,20,0.1,360,40,0.0,0.0,0.0,18.04,-0.001,0.0,5e-05,0
CEN-010,40,Clay,20,0.1,420,40,0.318,12.7,0.184,20.46,0.161,0.318,0.00713,0
CEN-010,40,Clay,20,0.1,480,40,0.348,13.9,0.126,22.99,0.121,0.348,0.00736,0
CEN-010,40,Clay,20,0.1,540,40,0.228,9.1,0.073,20.99,0.086,0.228,0.00487,0
CEN-010,40,Clay,20,0.1,600,40,0.378,15.1,0.16,19.5,0.173,0.378,0.00831,0
CEN-010,40,Clay,20,0.1,660,40,0.32,12.8,0.102,18.31,0.091,0.32,0.00665,0
CEN-010,40,Clay,20,0.1,720,40,0.387,15.5,0.124,19.18,0.114,0.387,0.00808,0
CEN-010,40,Clay,20,0.1,780,40,0.247,9.9,0.081,23.12,0.066,0.247,0.00511,0
CEN-010,40,Clay,20,0.1,840,40,0.447,17.9,0.252,20.06,0.242,0.447,0.01017,0
CEN-010,40,Clay,20,0.1,900,40,0.782,31.3,0.327,18.06,0.272,0.782,0.01656,0
CEN-010,40,Clay,20,0.1,960,40,0.515,20.6,0.202,17.25,0.228,0.515,0.01127,0
CEN-010,40,Clay,20,0.1,1020,40,0.732,29.3,0.303,17.78,0.303,0.732,0.01584,0
CEN-010,40,Clay,20,0.1,1080,40,0.912,36.5,0.342,17.91,0.327,0.912,0.01938,0
CEN-010,40,Clay,20,0.1,1140,40,0.706,28.2,0.307,18.43,0.327,0.706,0.01555,0
CEN-010,40,Clay,20,0.1,1200,40,0.969,38.8,0.341,20.09,0.338,0.969,0.02053,0
CEN-010,40,Clay,20,0.1,1260,40,0.736,29.4,0.368,20.49,0.353,0.736,0.01632,0
CEN-010,40,Clay,20,0.1,1320,40,0.861,34.5,0.416,24.71,0.478,0.861,0.0197,0
CEN-010,40,Clay,20,0.1,1380,40,1.12,44.8,0.584,19.84,0.501,1.12,0.02454,0
CEN-010,40,Clay,20,0.1,1440,40,0.973,38.9,0.486,23.4,0.407,0.973,0.0211,0
CEN-010,40,Clay,20,0.1,1500,40,1.036,41.5,0.487,22.77,0.426,1.036,0.02241,0
CEN-010,40,Clay,20,0.1,1560,40,1.048,41.9,0.424,20.17,0.489,1.048,0.02313,0
CEN-010,40,Clay,20,0.1,1620,40,0.926,37.0,0.464,19.77,0.455,0.926,0.02063,0
CEN-010,40,Clay,20,0.1,1680,40,1.198,47.9,0.661,20.4,0.766,1.198,0.02844,0
CEN-010,40,Clay,20,0.1,1740,40,1.215,48.6,0.713,19.79,0.77,1.215,0.02878,0
CEN-010,40,Clay,20,0.1,1800,40,1.211,48.4,0.414,20.58,0.337,1.211,0.02513,0
CEN-010,40,Clay,20,0.1,1860,40,1.422,56.9,0.491,22.82,0.538,1.422,0.03041,0
CEN-010,40,Clay,20,0.1,1920,40,1.2,48.0,0.437,20.32,0.367,1.2,0.0251,0
CEN-010,40,Clay,20,0.1,1980,40,1.447,57.9,0.666,21.89,0.65,1.447,0.03171,0
CEN-010,40,Clay,20,0.1,2040,40,1.532,61.3,0.515,20.71,0.514,1.532,0.03231,0
CEN-010,40,Clay,20,0.1,2100,40,1.677,67.1,0.933,17.61,0.948,1.677,0.03852,0
CEN-010,40,Clay,20,0.1,2160,40,1.731,69.2,0.844,20.47,0.864,1.731,0.03869,0
CEN-010,40,Clay,20,0.1,2220,40,1.73,69.2,0.997,23.69,1.133,1.73,0.04137,0
CEN-010,40,Clay,20,0.1,2280,40,1.504,60.1,0.541,22.5,0.465,1.504,0.03148,0
CEN-010,40,Clay,20,0.1,2340,40,1.668,66.7,0.631,19.66,0.714,1.668,0.03629,0
CEN-010,40,Clay,20,0.1,2400,40,1.928,77.1,0.862,19.0,0.924,1.928,0.04276,0
CEN-010,40,Clay,20,0.1,2460,40,1.856,74.2,1.049,19.03,1.132,1.856,0.04349,0
CEN-010,40,Clay,20,0.1,2520,40,2.172,86.9,0.984,21.0,0.881,2.172,0.04688,0
CEN-010,40,Clay,20,0.1,2580,40,2.235,89.4,0.738,22.3,0.641,2.235,0.0465,0
CEN-010,40,Clay,20,0.1,2640,40,1.716,68.7,0.535,17.31,0.518,1.716,0.03586,0
CEN-010,40,Clay,20,0.1,2700,40,1.982,79.3,0.864,22.87,0.927,1.982,0.04376,0
CEN-010,40,Clay,20,0.1,2760,40,2.015,80.6,0.636,22.43,0.746,2.015,0.04297,0
CEN-010,40,Clay,20,0.1,2820,40,2.3,92.0,1.163,20.45,1.177,2.3,0.05168,1
CEN-010,40,Clay,20,0.1,2880,40,2.147,85.9,0.893,20.12,0.991,2.147,0.04729,0
CEN-010,40,Clay,20,0.1,2940,40,2.792,111.7,1.435,22.93,1.627,2.792,0.06464,1
CEN-011,40,Clay,20,0.5,0,40,0.053,2.1,0.028,15.35,0.023,0.053,0.00116,0
CEN-011,40,Clay,20,0.5,60,40,0.0,0.0,0.0,13.8,-0.01,0.0,0.00046,0
CEN-011,40,Clay,20,0.5,120,40,0.18,7.2,0.099,17.13,0.079,0.18,0.00394,0
CEN-011,40,Clay,20,0.5,180,40,0.107,4.3,0.058,16.4,0.058,0.107,0.00244,0
CEN-011,40,Clay,20,0.5,240,40,0.249,10.0,0.086,17.57,0.076,0.249,0.00521,0
CEN-011,40,Clay,20,0.5,300,40,0.652,26.1,0.339,14.12,0.398,0.652,0.01527,0
CEN-011,40,Clay,20,0.5,360,40,0.59,23.6,0.186,16.82,0.184,0.59,0.01235,0
CEN-011,40,Clay,20,0.5,420,40,0.976,39.0,0.572,19.95,0.472,0.976,0.02168,0
CEN-011,40,Clay,20,0.5,480,40,1.477,59.1,0.566,16.98,0.535,1.477,0.03142,0
CEN-011,40,Clay,20,0.5,540,40,1.328,53.1,0.722,18.06,0.734,1.328,0.03034,0
CEN-011,40,Clay,20,0.5,600,40,1.385,55.4,0.476,19.34,0.484,1.385,0.02935,0
