Date,Temperature_C,Precipitation_mm,Relative_Humidity_pct,Wind_Speed_m_s,Cumulative_Precip_30d_mm,Evapotranspiration_mm,Water_Balance_mm,Soil_Suction_kPa,Shrinkage_Strain,Embankment_Deterioration_Index,Soil_Type
2020-10-29,13.4,0.38,60.1,2.3,43.2,2.23,-1.84,55.9,0.0345,0.4226,Clay
2020-10-30,6.0,1.8,84.1,6.0,43.9,1.72,0.09,50.5,0.02387,0.3708,Clay
2020-10-31,4.6,5.81,65.8,10.0,46.5,0.74,5.07,37.2,0.01854,0.3966,Clay
2020-11-01,10.4,1.68,48.0,3.0,48.1,2.0,-0.32,54.7,0.03152,0.4055,Clay
2020-11-02,-2.4,0.58,67.1,7.5,48.5,0.0,0.58,47.9,0.02243,0.36,Clay
2020-11-03,3.5,0.26,59.3,2.0,48.7,1.47,-1.21,47.2,0.02935,0.3365,Clay
2020-11-04,3.0,7.87,72.8,8.3,54.3,1.7,6.17,28.9,0.01619,0.3575,Clay
2020-11-05,3.6,3.75,72.2,5.8,56.5,0.95,2.8,51.6,0.02869,0.408,Clay
2020-11-06,4.7,1.04,73.3,3.4,53.4,1.47,-0.42,51.5,0.02544,0.3484,Clay
2020-11-07,3.3,0.98,72.8,3.2,52.9,1.38,-0.4,51.2,0.0284,0.3556,Clay
2020-11-08,8.1,6.39,70.3,5.1,58.8,1.98,4.41,41.0,0.02376,0.3933,Clay
2020-11-09,5.1,0.56,61.9,4.8,55.9,1.5,-0.94,58.0,0.0336,0.4321,Clay
2020-11-10,5.2,2.21,73.2,7.6,57.4,0.74,1.46,47.8,0.02074,0.3951,Clay
2020-11-11,5.0,3.64,82.2,5.9,55.2,1.61,2.03,53.7,0.02663,0.4024,Clay
2020-11-12,-0.3,1.48,88.8,4.5,56.0,0.56,0.92,48.9,0.02504,0.3407,Clay
2020-11-13,4.1,0.12,72.7,7.8,55.7,1.04,-0.92,38.5,0.02075,0.3884,Clay
2020-11-14,4.1,0.77,73.8,4.8,55.0,1.09,-0.32,57.0,0.02957,0.3976,Clay
2020-11-15,-0.1,6.98,79.1,6.7,61.9,0.57,6.41,38.8,0.01631,0.3289,Clay
2020-11-16,5.9,2.24,87.3,6.6,64.0,1.31,0.94,45.6,0.02453,0.4201,Clay
2020-11-17,-2.9,5.16,71.7,7.6,67.6,0.0,5.16,38.4,0.01925,0.3739,Clay
2020-11-18,10.7,2.5,81.3,1.5,69.6,1.8,0.69,47.1,0.02604,0.3842,Clay
2020-11-19,2.9,8.92,69.4,4.7,78.5,1.09,7.83,28.1,0.0144,0.3303,Clay
2020-11-20,0.4,7.5,78.9,4.1,85.1,0.51,6.99,40.4,0.02217,0.3693,Clay
2020-11-21,4.7,2.08,84.3,4.2,85.6,0.97,1.1,45.6,0.02356,0.4064,Clay
2020-11-22,4.7,1.22,66.4,4.0,85.6,1.24,-0.02,45.7,0.02143,0.3891,Clay
2020-11-23,8.9,2.94,72.8,6.6,88.2,1.85,1.09,69.3,0.04055,0.5874,Clay
2020-11-24,8.1,3.62,84.8,3.2,89.7,1.86,1.75,40.7,0.0247,0.4248,Clay
2020-11-25,-1.3,2.24,82.3,4.0,88.8,0.29,1.94,45.7,0.02245,0.375,Clay
2020-11-26,1.8,5.64,85.9,2.5,91.6,0.95,4.68,29.1,0.01658,0.3266,Clay
2020-11-27,-0.2,0.67,84.6,2.8,91.0,0.39,0.27,55.7,0.02477,0.3753,Clay
2020-11-28,4.7,1.35,75.3,5.2,92.0,1.15,0.2,48.2,0.02495,0.4432,Clay
2020-11-29,6.7,3.86,95.9,1.9,94.0,1.59,2.27,49.5,0.023,0.3923,Clay
2020-11-30,-1.5,0.95,79.6,2.4,89.2,0.39,0.56,44.2,0.02399,0.3602,Clay
2020-12-01,2.2,1.95,54.3,4.4,89.4,1.19,0.76,40.4,0.01765,0.3623,Clay
2020-12-02,0.4,11.25,76.7,1.2,100.1,0.88,10.37,25.5,0.012,0.2819,Clay
2020-12-03,4.8,3.36,75.4,2.0,103.2,1.21,2.14,52.4,0.02792,0.4322,Clay
2020-12-04,3.5,10.22,85.7,6.8,105.6,0.6,9.62,33.6,0.01906,0.4479,Clay
2020-12-05,5.8,4.43,75.9,6.6,106.2,1.57,2.86,36.2,0.0202,0.4666,Clay
2020-12-06,0.9,4.48,88.5,3.4,109.7,0.8,3.68,30.5,0.0177,0.3755,Clay
2020-12-07,1.8,3.13,84.4,3.4,111.8,0.84,2.29,43.8,0.02391,0.4261,Clay
2020-12-08,3.3,0.54,72.1,7.9,106.0,1.23,-0.69,56.8,0.03198,0.5521,Clay
2020-12-09,1.3,2.59,79.2,1.0,108.0,0.58,2.0,42.2,0.01786,0.336,Clay
2020-12-10,3.0,1.03,74.3,4.7,106.8,0.47,0.56,54.3,0.02697,0.4654,Clay
2020-12-11,5.9,23.63,82.2,4.8,126.8,1.12,22.51,5.6,0.00387,0.3645,Clay
2020-12-12,8.5,1.11,74.6,6.1,126.5,0.9,0.21,58.3,0.03478,0.6071,Clay
2020-12-13,0.6,0.94,81.6,8.3,127.3,0.72,0.23,46.2,0.0222,0.5147,Clay
2020-12-14,8.5,3.54,79.0,3.4,130.0,1.75,1.79,46.1,0.02894,0.5312,Clay
2020-12-15,0.5,2.6,80.2,3.9,125.7,0.83,1.77,43.2,0.02241,0.4414,Clay
2020-12-16,4.6,0.08,97.9,5.2,123.5,1.42,-1.34,57.6,0.02871,0.5253,Clay
2020-12-17,0.5,0.51,78.8,8.7,118.9,0.43,0.08,52.8,0.02423,0.5204,Clay
2020-12-18,-1.1,6.14,66.4,7.2,122.5,0.09,6.05,29.4,0.01601,0.4434,Clay
2020-12-19,5.7,2.45,90.1,5.2,116.0,1.11,1.33,50.8,0.02556,0.4963,Clay
2020-12-20,1.9,0.59,90.2,6.8,109.1,1.35,-0.77,44.1,0.02191,0.4628,Clay
2020-12-21,5.9,2.34,66.5,1.7,109.4,1.33,1.0,43.4,0.02332,0.4126,Clay
2020-12-22,4.3,1.09,76.9,3.6,109.3,1.06,0.04,53.7,0.02837,0.468,Clay
2020-12-23,3.3,0.95,86.1,0.7,107.3,1.08,-0.12,44.0,0.02653,0.3997,Clay
2020-12-24,3.7,11.94,86.9,2.4,115.6,0.58,11.36,25.4,0.01396,0.3603,Clay
2020-12-25,5.3,1.7,82.8,5.0,115.1,1.18,0.52,52.7,0.02656,0.4956,Clay
2020-12-26,4.8,0.18,83.2,7.1,109.6,0.97,-0.79,53.7,0.02663,0.5181,Clay
2020-12-27,0.9,13.42,75.6,5.0,122.4,0.31,13.11,25.6,0.01623,0.4142,Clay
2020-12-28,3.4,6.06,64.1,5.2,127.1,0.93,5.13,43.7,0.02155,0.4758,Clay
2020-12-29,6.6,1.13,99.8,1.8,124.3,1.51,-0.38,57.3,0.03172,0.5028,Clay
2020-12-30,2.3,2.02,75.7,5.2,125.4,0.47,1.56,40.7,0.02119,0.4643,Clay
2020-12-31,0.7,7.65,85.0,4.0,131.1,0.49,7.16,37.3,0.01964,0.4351,Clay
2021-01-01,0.3,1.71,82.3,5.1,121.6,0.57,1.14,52.5,0.02915,0.4981,Clay
2021-01-02,4.8,3.24,90.9,3.3,121.5,1.35,1.9,50.0,0.02678,0.4774,Clay
2021-01-03,1.5,2.97,84.7,4.7,114.2,0.65,2.33,44.6,0.02425,0.4521,Clay
2021-01-04,3.4,2.0,85.1,3.8,111.8,1.1,0.89,47.1,0.02497,0.4487,Clay
2021-01-05,1.4,3.98,62.9,4.6,111.3,0.61,3.37,47.4,0.02313,0.4367,Clay
2021-01-06,5.9,2.51,77.4,2.2,110.7,1.77,0.74,49.6,0.02724,0.4494,Clay
2021-01-07,2.8,0.08,90.1,3.7,110.2,1.09,-1.01,57.5,0.02826,0.4625,Clay
2021-01-08,6.7,6.61,89.5,3.5,114.2,1.31,5.31,39.9,0.01898,0.4277,Clay
2021-01-09,6.7,0.47,76.7,5.7,113.7,1.35,-0.88,49.9,0.02777,0.5203,Clay
2021-01-10,2.3,2.46,71.8,5.5,92.5,0.96,1.5,38.2,0.02045,0.4048,Clay
2021-01-11,6.6,3.42,85.5,7.4,94.8,1.33,2.1,44.7,0.02452,0.4927,Clay
2021-01-12,1.6,4.84,61.3,5.0,98.7,0.16,4.67,34.5,0.01748,0.3845,Clay
2021-01-13,3.5,2.1,75.4,3.2,97.2,1.11,0.98,38.9,0.01998,0.3801,Clay
2021-01-14,0.4,5.28,98.7,6.1,99.9,0.45,4.83,36.0,0.01591,0.3865,Clay
2021-01-15,4.6,0.56,96.3,4.2,100.4,1.39,-0.83,55.2,0.02513,0.4429,Clay
2021-01-16,3.8,4.21,88.7,2.5,104.1,1.08,3.14,42.5,0.02384,0.4081,Clay
2021-01-17,4.5,6.97,87.3,5.8,104.9,1.36,5.61,39.7,0.02248,0.4581,Clay
2021-01-18,-1.1,8.78,69.2,2.1,111.3,1.09,7.68,38.0,0.01829,0.3553,Clay
2021-01-19,-2.9,3.46,79.0,2.4,114.1,0.45,3.01,43.8,0.02421,0.4053,Clay
2021-01-20,-0.3,1.5,82.6,5.9,113.3,0.35,1.14,44.3,0.02308,0.453,Clay
2021-01-21,4.7,0.71,79.2,6.0,112.9,1.33,-0.62,49.0,0.02633,0.5024,Clay
2021-01-22,5.3,1.69,82.2,6.1,113.6,1.33,0.36,53.1,0.03201,0.548,Clay
2021-01-23,6.7,3.1,95.4,3.1,104.8,1.59,1.51,46.8,0.02249,0.4272,Clay
2021-01-24,2.2,0.87,80.7,6.9,104.0,0.36,0.51,36.3,0.01843,0.4342,Clay
2021-01-25,4.1,12.19,82.3,5.6,116.0,1.44,10.75,26.7,0.01221,0.4042,Clay
2021-01-26,1.5,9.1,90.9,6.5,111.7,0.03,9.07,34.5,0.01678,0.4271,Clay
2021-01-27,7.8,0.13,73.6,5.5,105.7,1.66,-1.53,54.0,0.02895,0.5172,Clay
2021-01-28,1.6,3.3,78.3,4.7,107.9,0.22,3.08,38.7,0.01959,0.41,Clay
2021-01-29,7.4,6.23,79.1,1.9,112.1,1.4,4.83,36.6,0.01751,0.3907,Clay
2021-01-30,3.2,1.13,85.4,5.5,105.6,1.04,0.09,40.1,0.02082,0.4365,Clay
2021-01-31,8.7,2.96,82.2,5.4,106.9,2.07,0.89,51.0,0.02606,0.5034,Clay
2021-02-01,4.7,2.08,82.4,3.2,105.7,1.51,0.57,52.0,0.02959,0.4662,Clay
2021-02-02,4.7,0.87,79.6,5.7,103.6,1.15,-0.27,49.9,0.02764,0.4902,Clay
2021-02-03,2.0,3.8,76.3,4.5,105.4,1.1,2.7,42.9,0.02255,0.425,Clay
2021-02-04,10.9,20.18,89.7,4.6,121.6,2.12,18.06,8.5,0.00375,0.3794,Clay
2021-02-05,7.5,1.81,82.1,3.5,120.9,1.41,0.4,50.9,0.02764,0.5014,Clay
2021-02-06,6.1,3.19,89.7,1.9,124.0,1.53,1.66,38.5,0.02183,0.4349,Clay
2021-02-07,5.4,1.58,75.8,2.6,119.0,1.04,0.54,52.8,0.02716,0.4688,Clay
2021-02-08,2.8,8.31,79.3,5.9,126.8,0.88,7.42,38.1,0.01639,0.4498,Clay
2021-02-09,6.9,7.91,82.8,3.0,132.3,1.4,6.52,42.8,0.02433,0.4876,Clay
2021-02-10,4.8,0.78,83.5,0.3,129.6,0.76,0.02,50.2,0.02738,0.4481,Clay
2021-02-11,5.3,9.08,90.5,11.1,133.9,1.39,7.69,32.0,0.0175,0.5684,Clay
2021-02-12,7.9,0.65,80.9,2.6,132.4,1.73,-1.08,54.3,0.0278,0.5108,Clay
2021-02-13,6.2,0.39,90.3,5.1,127.5,1.78,-1.38,56.7,0.03201,0.5621,Clay
2021-02-14,5.5,4.15,87.2,7.7,131.1,0.77,3.38,37.4,0.02205,0.5401,Clay
2021-02-15,9.9,1.91,83.3,4.8,128.8,1.77,0.14,49.4,0.02769,0.5509,Clay
2021-02-16,3.2,2.95,76.4,6.2,124.8,1.32,1.63,48.1,0.02402,0.5038,Clay
2021-02-17,0.8,4.12,90.0,9.1,120.1,0.79,3.33,45.7,0.02231,0.5178,Clay
2021-02-18,3.5,0.21,76.5,6.8,116.9,1.25,-1.04,50.3,0.02526,0.5095,Clay
2021-02-19,6.5,1.34,83.6,4.6,116.7,1.91,-0.57,54.3,0.02803,0.5082,Clay
2021-02-20,8.3,2.39,83.2,3.5,118.4,1.51,0.88,43.4,0.0228,0.4687,Clay
2021-02-21,4.1,1.2,81.9,4.1,117.9,0.85,0.35,59.4,0.03155,0.513,Clay
2021-02-22,17.5,0.19,80.3,6.6,115.0,3.38,-3.19,53.2,0.03307,0.6349,Clay
2021-02-23,7.1,0.35,76.7,6.7,114.5,1.75,-1.41,54.8,0.03227,0.5712,Clay
2021-02-24,7.1,6.18,70.3,6.6,108.5,1.53,4.65,37.9,0.01849,0.467,Clay
2021-02-25,2.9,9.23,94.3,4.8,108.6,0.89,8.34,33.8,0.0159,0.3956,Clay
2021-02-26,2.6,0.63,79.0,4.1,109.1,0.6,0.03,44.5,0.02454,0.4413,Clay
2021-02-27,1.7,1.08,81.8,3.2,106.9,1.23,-0.14,55.7,0.02648,0.4304,Clay
2021-02-28,11.3,3.98,81.6,0.4,104.6,2.8,1.18,43.6,0.02192,0.4048,Clay
2021-03-01,10.9,11.58,91.3,5.9,115.1,2.48,9.11,32.2,0.01597,0.4718,Clay
2021-03-02,7.4,1.33,97.9,3.0,113.5,1.81,-0.48,50.6,0.02685,0.4742,Clay
2021-03-03,3.9,7.2,83.5,3.3,118.6,1.26,5.93,34.6,0.02126,0.4308,Clay
2021-03-04,6.9,2.62,80.8,6.6,120.3,1.63,0.99,35.3,0.0186,0.487,Clay
2021-03-05,12.1,11.59,73.0,1.3,128.1,1.78,9.8,35.7,0.02055,0.4576,Clay
2021-03-06,6.4,0.54,70.2,7.8,108.5,1.32,-0.79,52.3,0.02543,0.5277,Clay
2021-03-07,5.4,13.32,67.4,0.2,120.0,1.55,11.77,17.8,0.01151,0.3267,Clay
2021-03-08,7.1,2.12,75.1,8.0,118.9,1.31,0.81,38.8,0.02252,0.5342,Clay
2021-03-09,7.5,11.09,64.6,4.0,128.4,1.67,9.42,29.5,0.01494,0.4376,Clay
2021-03-10,10.7,2.22,89.7,1.8,122.3,2.45,-0.24,50.1,0.02634,0.4862,Clay
2021-03-11,2.0,2.71,84.3,5.3,117.1,1.15,1.56,45.8,0.02528,0.4763,Clay
2021-03-12,9.3,5.84,78.8,7.2,122.2,2.17,3.67,49.9,0.0268,0.5693,Clay
2021-03-13,6.8,4.56,89.5,3.9,117.7,1.61,2.96,35.7,0.01776,0.4319,Clay
2021-03-14,7.4,3.42,71.8,5.4,120.4,1.85,1.57,47.9,0.02501,0.5133,Clay
2021-03-15,11.4,1.9,73.7,9.3,122.0,2.14,-0.24,53.7,0.03041,0.6382,Clay
2021-03-16,5.4,5.51,64.6,2.8,123.3,1.82,3.68,45.8,0.02558,0.4683,Clay
2021-03-17,10.0,10.31,86.0,6.4,131.7,1.52,8.79,36.9,0.02093,0.5372,Clay
2021-03-18,11.0,0.03,73.1,3.1,128.8,2.18,-2.14,54.9,0.031,0.5518,Clay
2021-03-19,11.5,3.05,79.6,3.8,127.7,2.08,0.97,49.3,0.02699,0.5373,Clay
2021-03-20,12.0,6.88,87.2,3.0,134.4,2.5,4.38,39.6,0.02246,0.5088,Clay
2021-03-21,11.7,3.6,90.0,3.9,136.7,2.16,1.45,39.6,0.02131,0.5184,Clay
2021-03-22,12.3,5.46,78.6,0.5,139.7,3.07,2.39,46.9,0.02578,0.5005,Clay
2021-03-23,7.6,7.58,81.7,3.1,146.1,1.92,5.66,36.7,0.02258,0.5077,Clay
2021-03-24,14.5,4.64,71.2,3.9,150.6,2.38,2.27,41.7,0.02399,0.5771,Clay
2021-03-25,7.0,4.19,91.6,5.0,154.4,0.75,3.44,45.0,0.02333,0.5541,Clay
2021-03-26,11.8,11.03,76.6,5.0,159.2,1.93,9.1,34.1,0.01772,0.5531,Clay
2021-03-27,8.8,6.52,78.4,4.7,156.5,1.99,4.54,37.4,0.01594,0.5138,Clay
2021-03-28,5.8,5.49,74.3,3.1,161.4,1.29,4.2,42.8,0.02684,0.5522,Clay
2021-03-29,9.4,0.29,86.9,8.2,160.6,1.74,-1.44,52.5,0.0331,0.6959,Clay
2021-03-30,10.9,0.88,78.7,3.6,157.5,1.91,-1.04,53.0,0.03065,0.6088,Clay
2021-03-31,15.5,2.59,82.9,2.6,148.5,3.08,-0.49,57.2,0.031,0.6052,Clay
2021-04-01,17.0,3.91,79.4,4.5,151.1,2.95,0.96,50.3,0.03488,0.675,Clay
2021-04-02,11.3,1.13,74.6,5.8,145.0,2.06,-0.92,53.7,0.02705,0.5995,Clay
2021-04-03,7.6,0.31,83.6,0.7,142.7,1.94,-1.63,48.8,0.02707,0.4913,Clay
2021-04-04,8.0,1.15,78.7,3.0,132.3,2.17,-1.02,48.3,0.02266,0.483,Clay
2021-04-05,14.4,4.52,68.0,6.4,136.3,2.32,2.2,48.0,0.0231,0.5856,Clay
2021-04-06,14.3,6.39,67.5,4.3,129.3,3.0,3.39,35.3,0.02063,0.521,Clay
2021-04-07,10.5,7.37,76.4,3.7,134.6,2.04,5.33,37.6,0.02147,0.5054,Clay
2021-04-08,8.9,1.43,82.2,7.8,124.9,2.11,-0.69,47.6,0.02614,0.577,Clay
2021-04-09,15.5,1.38,87.8,1.7,124.1,3.03,-1.64,52.6,0.03336,0.5623,Clay
2021-04-10,9.0,1.54,60.2,4.9,122.9,1.86,-0.32,49.6,0.02692,0.5317,Clay
2021-04-11,11.5,1.38,74.4,3.4,118.4,2.24,-0.87,52.4,0.03083,0.5391,Clay
2021-04-12,14.4,3.18,77.9,1.5,117.0,2.86,0.32,51.7,0.02799,0.5041,Clay
2021-04-13,7.1,1.27,76.1,2.6,114.9,1.23,0.04,54.8,0.03191,0.5025,Clay
2021-04-14,16.1,0.06,81.5,5.0,113.1,2.57,-2.51,60.2,0.03771,0.6279,Clay
2021-04-15,20.5,1.63,78.4,1.0,109.2,4.2,-2.57,53.9,0.03199,0.543,Clay
2021-04-16,13.8,0.71,65.1,4.8,99.6,2.92,-2.21,51.5,0.03004,0.5359,Clay
2021-04-17,13.5,0.08,64.6,8.4,99.6,2.82,-2.74,51.5,0.02785,0.579,Clay
2021-04-18,13.8,1.75,74.9,6.2,98.3,2.53,-0.78,50.0,0.02799,0.5431,Clay
2021-04-19,14.5,0.63,80.1,3.4,92.1,2.18,-1.56,48.2,0.02906,0.4975,Clay
2021-04-20,11.8,1.62,73.1,2.1,90.1,2.1,-0.48,53.3,0.03076,0.4688,Clay
2021-04-21,10.7,0.87,59.1,4.0,85.5,2.23,-1.36,57.8,0.02855,0.4713,Clay
2021-04-22,13.1,2.45,63.0,3.6,80.4,2.81,-0.37,43.1,0.02211,0.4264,Clay
2021-04-23,14.8,12.29,76.7,8.9,88.0,2.84,9.44,31.2,0.0167,0.499,Clay
2021-04-24,11.4,2.05,68.1,10.0,85.9,2.35,-0.3,58.4,0.03296,0.6027,Clay
2021-04-25,10.5,2.67,71.6,3.7,77.5,2.02,0.65,41.3,0.02098,0.4003,Clay
2021-04-26,13.3,6.39,78.9,2.2,77.4,2.69,3.7,50.0,0.0255,0.4211,Clay
2021-04-27,10.8,1.18,60.5,7.5,73.1,1.84,-0.66,47.0,0.02079,0.4531,Clay
2021-04-28,16.9,0.45,66.6,6.2,73.2,3.07,-2.62,52.2,0.03468,0.5601,Clay
2021-04-29,4.7,0.82,65.4,4.3,73.2,1.13,-0.31,53.7,0.02851,0.4186,Clay
2021-04-30,11.6,1.26,72.2,3.5,71.8,2.67,-1.42,55.4,0.028,0.4393,Clay
2021-05-01,19.4,2.5,75.3,3.9,70.4,2.56,-0.06,49.6,0.03168,0.5137,Clay
2021-05-02,14.6,0.01,57.0,7.3,69.3,2.65,-2.64,51.5,0.03248,0.5447,Clay
2021-05-03,15.9,4.53,68.5,2.4,73.5,2.97,1.56,40.7,0.024,0.4231,Clay
2021-05-04,15.1,0.18,75.3,6.3,72.6,2.21,-2.03,53.7,0.03213,0.5336,Clay
2021-05-05,13.7,5.33,53.2,0.8,73.4,2.78,2.55,43.8,0.02755,0.4075,Clay
2021-05-06,19.0,6.81,67.3,7.6,73.8,3.31,3.5,39.0,0.02443,0.5285,Clay
2021-05-07,14.1,10.41,57.8,4.2,76.8,2.32,8.09,32.5,0.01983,0.4198,Clay
2021-05-08,13.4,3.7,62.2,2.7,79.1,2.82,0.88,49.5,0.02499,0.4295,Clay
2021-05-09,17.9,0.34,47.0,0.3,78.1,2.97,-2.63,60.6,0.03029,0.4509,Clay
2021-05-10,10.3,2.67,77.9,4.6,79.2,2.28,0.39,50.2,0.0294,0.4719,Clay
2021-05-11,15.3,0.49,63.7,2.8,78.3,2.85,-2.36,53.8,0.03059,0.4783,Clay
2021-05-12,14.7,4.84,59.8,5.0,80.0,2.58,2.26,41.4,0.02281,0.4612,Clay
2021-05-13,15.4,0.8,68.7,3.0,79.5,2.51,-1.71,49.7,0.03062,0.4848,Clay
2021-05-14,14.9,0.82,57.5,1.7,80.3,2.53,-1.7,54.5,0.02941,0.4537,Clay
2021-05-15,17.6,5.13,56.5,4.3,83.8,3.41,1.72,47.9,0.0281,0.5083,Clay
2021-05-16,19.9,0.03,77.4,4.6,83.1,3.83,-3.8,56.5,0.03397,0.5648,Clay
2021-05-17,18.0,0.43,79.5,4.0,83.4,3.41,-2.98,60.5,0.03707,0.5655,Clay
2021-05-18,15.7,1.09,60.1,4.0,82.8,2.85,-1.76,53.8,0.03182,0.5164,Clay
2021-05-19,18.7,2.36,73.1,4.7,84.5,3.51,-1.15,49.9,0.03028,0.5382,Clay
2021-05-20,19.1,2.02,67.2,4.4,84.9,3.46,-1.45,49.6,0.02874,0.5251,Clay
2021-05-21,18.0,2.11,52.8,2.1,86.1,3.02,-0.91,48.2,0.02769,0.4763,Clay
2021-05-22,20.2,4.0,56.4,2.5,87.7,3.25,0.75,50.9,0.03126,0.5225,Clay
2021-05-23,10.0,0.24,76.0,2.1,75.7,1.91,-1.67,50.2,0.02664,0.4059,Clay
2021-05-24,17.2,1.36,52.0,5.4,75.0,2.89,-1.53,53.6,0.02976,0.5198,Clay
2021-05-25,18.1,2.35,81.4,4.4,74.6,3.26,-0.91,47.6,0.03067,0.5142,Clay
2021-05-26,12.8,1.81,58.4,3.8,70.1,2.9,-1.09,51.3,0.02761,0.4463,Clay
2021-05-27,18.0,1.05,75.4,6.2,69.9,3.28,-2.23,54.2,0.03104,0.5368,Clay
2021-05-28,20.1,0.03,60.0,3.3,69.5,3.96,-3.93,69.7,0.0443,0.5896,Clay
2021-05-29,16.7,0.11,68.7,4.6,68.8,3.01,-2.9,49.3,0.02738,0.4776,Clay
2021-05-30,19.4,0.22,73.2,1.6,67.8,3.37,-3.15,60.3,0.03668,0.5036,Clay
2021-05-31,20.6,0.71,72.9,5.8,66.0,3.13,-2.43,51.0,0.03157,0.5411,Clay
2021-06-01,21.6,0.21,56.9,5.4,66.2,3.93,-3.72,64.2,0.03885,0.5902,Clay
2021-06-02,21.1,0.91,54.5,6.2,62.6,3.47,-2.56,51.6,0.03048,0.5382,Clay
2021-06-03,21.7,0.32,60.5,7.1,62.7,3.5,-3.19,61.6,0.03522,0.588,Clay
2021-06-04,16.2,2.41,50.6,5.9,59.8,2.62,-0.21,51.5,0.03119,0.504,Clay
2021-06-05,16.6,3.24,62.7,6.6,56.2,3.09,0.15,43.1,0.02729,0.4861,Clay
2021-06-06,10.3,0.77,54.0,3.4,46.6,1.88,-1.11,53.2,0.03135,0.4077,Clay
2021-06-07,14.6,1.1,69.0,3.4,44.0,3.18,-2.08,56.7,0.03326,0.4399,Clay
2021-06-08,21.5,4.66,55.6,8.1,48.3,4.06,0.6,51.7,0.02748,0.5251,Clay
2021-06-09,16.0,1.15,46.0,7.5,46.8,2.75,-1.6,52.0,0.03171,0.5105,Clay
2021-06-10,19.1,7.86,71.0,4.5,54.1,2.65,5.21,52.6,0.03107,0.4874,Clay
2021-06-11,18.6,0.22,61.1,3.5,49.5,3.33,-3.1,65.9,0.03793,0.5062,Clay
2021-06-12,21.6,2.86,59.6,6.9,51.6,3.65,-0.8,53.3,0.03372,0.5538,Clay
2021-06-13,11.9,0.98,68.0,3.3,51.7,2.55,-1.57,46.6,0.0265,0.3911,Clay
2021-06-14,19.0,0.03,66.0,2.2,46.6,3.36,-3.32,51.6,0.03275,0.4476,Clay
2021-06-15,19.0,4.97,52.8,5.0,51.6,3.69,1.28,46.1,0.0281,0.4712,Clay
2021-06-16,15.4,4.6,55.1,1.2,55.7,2.96,1.64,46.2,0.02615,0.3826,Clay
2021-06-17,20.9,0.65,49.6,3.6,55.3,3.25,-2.59,51.1,0.03016,0.4785,Clay
2021-06-18,13.8,4.12,46.7,6.3,57.1,2.35,1.78,43.7,0.0261,0.4581,Clay
2021-06-19,21.2,0.2,62.8,3.1,55.2,3.54,-3.34,46.7,0.02565,0.4424,Clay
2021-06-20,11.5,1.49,61.2,7.8,54.6,2.18,-0.69,40.6,0.02162,0.436,Clay
2021-06-21,15.3,0.27,64.0,8.4,50.9,2.71,-2.44,54.9,0.02728,0.4978,Clay
2021-06-22,17.6,0.36,68.0,6.3,51.0,3.35,-2.99,63.9,0.03843,0.5527,Clay
2021-06-23,18.6,1.9,63.8,9.8,51.6,3.45,-1.54,45.3,0.02818,0.5473,Clay
2021-06-24,12.4,0.59,64.4,4.4,49.8,2.23,-1.64,52.2,0.0278,0.4179,Clay
2021-06-25,21.1,0.01,40.7,4.6,48.0,3.86,-3.86,57.6,0.0327,0.501,Clay
2021-06-26,20.2,0.65,54.7,6.5,47.6,3.18,-2.53,56.9,0.03612,0.5495,Clay
2021-06-27,23.7,0.31,64.8,4.2,47.9,4.26,-3.95,55.3,0.03279,0.5089,Clay
2021-06-28,20.0,1.37,47.6,3.7,49.1,3.77,-2.39,49.3,0.03087,0.4699,Clay
2021-06-29,15.7,0.26,57.5,4.9,49.2,2.94,-2.68,58.6,0.03387,0.4844,Clay
2021-06-30,14.7,2.16,60.8,5.2,50.6,2.86,-0.7,41.6,0.02281,0.4114,Clay
2021-07-01,16.6,0.36,60.1,5.8,50.8,3.19,-2.83,57.6,0.03472,0.513,Clay
2021-07-02,24.4,0.57,59.4,5.2,50.4,4.47,-3.9,53.8,0.03351,0.5393,Clay
2021-07-03,18.0,0.4,61.1,5.8,50.5,3.42,-3.01,57.2,0.03675,0.5332,Clay
2021-07-04,18.0,1.16,57.7,5.3,49.3,3.57,-2.41,60.6,0.03431,0.5071,Clay
2021-07-05,21.9,0.12,44.4,4.1,46.2,3.31,-3.19,53.0,0.02962,0.4733,Clay
2021-07-06,14.2,0.72,60.1,2.1,46.1,2.67,-1.95,52.1,0.0297,0.3967,Clay
2021-07-07,19.3,0.45,58.2,6.1,45.5,3.38,-2.93,53.8,0.03302,0.5119,Clay
2021-07-08,19.2,2.34,44.3,1.0,43.1,3.42,-1.08,63.6,0.0375,0.455,Clay
2021-07-09,20.5,0.08,66.8,10.3,42.1,3.84,-3.76,56.9,0.03785,0.6135,Clay
2021-07-10,20.1,1.89,60.0,6.5,36.1,3.55,-1.66,52.5,0.03392,0.5122,Clay
2021-07-11,17.3,0.19,44.6,5.2,36.1,3.12,-2.93,55.4,0.03146,0.4598,Clay
2021-07-12,13.3,0.1,49.0,8.7,33.3,2.63,-2.54,61.8,0.03516,0.5133,Clay
2021-07-13,15.7,0.24,51.0,4.9,32.6,2.4,-2.17,51.1,0.02598,0.4016,Clay
2021-07-14,19.9,0.11,50.9,1.4,32.7,3.95,-3.83,61.6,0.03904,0.456,Clay
