building_id,timestamp,co2_ppm,tvoc_ppb,pm25_ugm3,temperature_c,humidity_percent,air_quality_index
B_0084,2020-01-04,865.6,94.2,23.2,25.5,70.0,310.0
B_0085,2020-01-04,615.6,11.0,0.8,23.0,41.7,161.0
B_0086,2020-01-04,673.5,238.8,1.7,19.8,57.0,291.2
B_0087,2020-01-04,881.8,29.3,1.0,24.9,42.4,237.1
B_0088,2020-01-04,897.8,3.3,4.5,22.9,52.5,235.0
B_0089,2020-01-04,1259.1,4.2,22.9,25.3,56.2,362.7
B_0090,2020-01-04,556.7,14.0,3.8,18.0,54.4,153.7
B_0091,2020-01-04,579.2,15.1,14.0,23.9,55.9,180.4
B_0092,2020-01-04,884.1,31.7,1.8,25.6,57.0,240.4
B_0093,2020-01-04,954.1,91.8,9.0,20.9,50.5,302.4
B_0094,2020-01-04,816.7,66.2,12.9,21.2,48.9,263.0
B_0095,2020-01-04,659.9,9.7,5.0,21.5,51.3,179.8
B_0096,2020-01-04,662.1,4.2,16.1,22.3,49.4,199.9
B_0097,2020-01-04,767.4,19.0,0.9,25.4,49.7,203.2
B_0098,2020-01-04,1012.5,15.0,2.1,22.5,67.1,264.8
B_0099,2020-01-04,737.3,32.7,0.7,24.3,70.0,202.0
B_0100,2020-01-04,735.0,176.3,4.4,20.0,59.1,280.8
B_0001,2020-01-05,434.2,52.2,0.1,23.7,49.1,134.9
B_0002,2020-01-05,1095.6,112.4,2.3,22.6,47.1,334.8
B_0003,2020-01-05,817.6,5.4,1.6,25.2,46.0,210.3
B_0004,2020-01-05,673.4,96.7,16.0,18.0,41.4,248.8
B_0005,2020-01-05,657.4,15.7,8.1,20.7,56.1,188.4
B_0006,2020-01-05,694.3,102.0,1.9,22.4,51.4,228.3
B_0007,2020-01-05,779.2,64.9,1.9,18.0,45.8,231.1
B_0008,2020-01-05,844.4,49.2,4.0,23.5,44.1,243.7
B_0009,2020-01-05,738.0,46.5,10.0,22.9,55.2,227.8
B_0010,2020-01-05,844.0,126.9,11.1,25.3,57.1,296.6
B_0011,2020-01-05,658.0,37.6,3.9,23.0,70.0,191.1
B_0012,2020-01-05,1164.3,89.5,4.8,23.0,43.2,345.4
B_0013,2020-01-05,679.5,55.1,0.8,18.2,45.3,198.9
B_0014,2020-01-05,1172.2,7.6,24.3,19.6,39.8,345.5
B_0015,2020-01-05,917.9,26.6,0.3,21.8,54.6,243.4
B_0016,2020-01-05,759.0,8.2,7.3,20.6,59.3,208.5
B_0017,2020-01-05,933.2,70.8,1.0,22.8,53.6,270.7
B_0018,2020-01-05,1119.4,5.1,1.7,21.7,45.4,285.9
B_0019,2020-01-05,932.0,113.5,0.5,23.7,52.5,290.8
B_0020,2020-01-05,1236.2,72.1,0.0,20.1,53.5,345.2
B_0021,2020-01-05,941.5,38.7,16.1,21.0,48.9,287.0
B_0022,2020-01-05,808.3,9.3,3.1,19.5,45.2,212.9
B_0023,2020-01-05,662.9,55.0,17.2,21.5,56.2,227.6
B_0024,2020-01-05,620.4,77.1,8.4,20.9,45.4,210.5
B_0025,2020-01-05,834.6,60.7,5.2,20.1,43.3,249.4
B_0026,2020-01-05,954.7,3.1,12.5,19.3,70.0,265.2
B_0027,2020-01-05,869.0,5.9,15.1,23.2,36.2,250.4
B_0028,2020-01-05,606.0,3.5,24.6,21.2,50.0,202.4
B_0029,2020-01-05,987.3,110.7,5.8,21.4,49.3,313.8
B_0030,2020-01-05,1094.3,30.8,4.7,22.0,45.9,298.4
B_0031,2020-01-05,852.8,74.3,9.2,22.6,46.1,268.6
B_0032,2020-01-05,740.9,24.9,1.7,22.7,50.4,201.1
B_0033,2020-01-05,1055.7,174.3,1.1,22.8,52.5,353.3
B_0034,2020-01-05,496.4,9.8,1.6,18.0,56.5,132.1
B_0035,2020-01-05,400.0,98.3,4.5,18.0,46.3,158.1
B_0036,2020-01-05,934.5,22.8,1.7,23.6,43.0,248.4
B_0037,2020-01-05,902.0,54.3,12.3,20.8,55.8,277.2
B_0038,2020-01-05,894.8,18.8,1.8,22.3,41.0,236.6
B_0039,2020-01-05,440.8,50.5,17.2,22.2,60.3,169.9
B_0040,2020-01-05,790.8,26.8,17.8,20.2,47.6,246.6
B_0041,2020-01-05,455.2,49.7,1.8,21.8,48.2,142.3
B_0042,2020-01-05,656.5,44.1,4.6,21.8,47.5,195.3
B_0043,2020-01-05,1069.0,30.4,3.0,19.5,31.8,288.4
B_0044,2020-01-05,859.2,10.6,21.5,20.5,57.8,263.2
B_0045,2020-01-05,732.7,103.2,16.8,23.6,58.8,268.3
B_0046,2020-01-05,780.0,10.7,5.3,21.8,52.6,211.0
B_0047,2020-01-05,793.6,208.6,23.9,22.9,66.5,350.4
B_0048,2020-01-05,977.4,89.3,12.4,20.6,53.3,313.8
B_0049,2020-01-05,1055.4,36.8,0.8,22.1,46.5,283.9
B_0050,2020-01-05,1207.0,47.4,6.7,20.6,30.0,338.9
B_0051,2020-01-05,636.6,13.3,1.8,26.0,50.0,169.3
B_0052,2020-01-05,823.8,27.3,2.3,22.8,48.8,224.2
B_0053,2020-01-05,991.1,33.0,11.7,23.1,45.9,287.7
B_0054,2020-01-05,1143.1,134.2,3.1,23.9,61.3,359.2
B_0055,2020-01-05,988.2,113.3,6.2,20.4,35.7,316.2
B_0056,2020-01-05,687.3,18.5,29.6,22.1,46.1,240.4
B_0057,2020-01-05,838.9,64.1,0.5,21.8,45.9,242.8
B_0058,2020-01-05,1068.1,58.5,1.4,23.2,48.1,299.0
B_0059,2020-01-05,712.3,12.9,6.4,20.8,61.0,197.3
B_0060,2020-01-05,789.4,6.9,32.8,24.2,31.3,266.3
B_0061,2020-01-05,497.9,84.2,6.5,20.0,66.6,179.6
B_0062,2020-01-05,923.8,53.1,15.1,22.2,50.4,287.7
B_0063,2020-01-05,743.4,3.6,4.1,18.0,46.3,195.9
B_0064,2020-01-05,672.9,12.7,1.6,22.7,34.0,177.7
B_0065,2020-01-05,1005.6,18.3,0.2,22.5,34.7,260.9
B_0066,2020-01-05,766.3,44.4,2.3,19.4,62.7,218.3
B_0067,2020-01-05,872.8,0.4,9.5,21.9,58.8,237.4
B_0068,2020-01-05,713.4,32.8,14.1,22.0,47.4,223.1
B_0069,2020-01-05,557.0,8.8,5.5,18.3,45.2,154.6
B_0070,2020-01-05,979.1,104.5,10.3,26.0,42.3,317.7
B_0071,2020-01-05,989.1,17.7,14.1,22.5,47.4,284.3
B_0072,2020-01-05,901.2,90.8,29.6,20.5,60.9,330.0
B_0073,2020-01-05,971.7,136.6,12.6,23.1,49.3,336.3
B_0074,2020-01-05,1072.4,18.4,6.5,19.1,52.0,290.3
B_0075,2020-01-05,924.3,14.3,15.6,19.8,40.4,269.5
B_0076,2020-01-05,746.2,6.5,29.8,22.3,38.4,249.5
B_0077,2020-01-05,857.2,125.7,3.4,25.2,47.0,283.9
B_0078,2020-01-05,688.3,45.9,2.4,20.9,33.0,199.8
B_0079,2020-01-05,414.1,42.7,14.8,24.9,66.4,154.6
B_0080,2020-01-05,884.4,15.3,4.6,20.7,47.1,237.9
B_0081,2020-01-05,647.8,4.8,0.7,22.4,48.0,165.8
B_0082,2020-01-05,889.5,36.9,1.3,22.0,61.3,243.4
B_0083,2020-01-05,743.9,48.2,8.7,23.7,70.0,227.5
B_0084,2020-01-05,841.6,31.0,1.1,20.3,55.7,228.0
B_0085,2020-01-05,1055.4,12.0,2.8,20.4,47.8,275.4
B_0086,2020-01-05,824.8,21.7,6.0,22.7,33.4,229.0
B_0087,2020-01-05,959.8,17.8,21.1,20.8,39.4,291.0
B_0088,2020-01-05,649.1,0.9,1.8,23.3,66.7,166.4
B_0089,2020-01-05,688.8,71.4,12.4,21.1,46.0,232.7
B_0090,2020-01-05,657.4,41.1,6.4,22.5,60.3,197.6
B_0091,2020-01-05,1065.3,16.4,1.4,20.8,60.0,277.4
B_0092,2020-01-05,1114.0,84.6,1.8,22.3,61.4,324.4
B_0093,2020-01-05,474.3,4.7,6.8,20.2,38.6,134.5
B_0094,2020-01-05,907.8,37.6,22.0,22.3,38.3,289.7
B_0095,2020-01-05,892.9,91.0,20.8,20.7,32.0,310.4
B_0096,2020-01-05,1025.5,4.7,6.7,24.8,37.6,272.1
B_0097,2020-01-05,1201.6,16.8,1.8,20.9,57.4,312.4
B_0098,2020-01-05,701.8,32.0,4.9,19.9,54.9,201.3
B_0099,2020-01-05,1040.3,30.9,16.4,22.4,46.7,308.2
B_0100,2020-01-05,908.3,77.4,2.2,23.1,42.5,270.1
B_0001,2020-01-06,740.3,23.6,1.0,19.1,43.0,198.9
B_0002,2020-01-06,993.7,15.0,4.1,23.8,44.7,264.0
B_0003,2020-01-06,827.0,40.1,13.2,18.0,37.1,253.3
B_0004,2020-01-06,1235.7,39.9,5.6,21.6,67.2,340.0
B_0005,2020-01-06,1198.7,8.8,11.3,21.1,63.6,326.6
B_0006,2020-01-06,777.4,23.8,7.6,22.1,40.9,221.4
B_0007,2020-01-06,597.5,33.6,5.4,19.9,53.5,177.0
B_0008,2020-01-06,647.0,79.2,6.4,20.6,60.6,214.2
B_0009,2020-01-06,1065.3,36.0,2.5,19.0,70.0,289.3
B_0010,2020-01-06,656.1,14.6,0.0,23.1,56.7,171.3
B_0011,2020-01-06,646.1,30.6,2.2,23.3,58.6,181.1
B_0012,2020-01-06,612.5,20.7,13.0,25.4,31.7,189.4
B_0013,2020-01-06,675.1,24.0,11.0,18.7,64.3,202.8
B_0014,2020-01-06,810.3,112.9,24.9,24.1,30.0,308.7
B_0015,2020-01-06,445.2,69.7,35.4,21.5,55.4,217.0
B_0016,2020-01-06,645.4,92.1,2.4,21.3,47.8,212.2
B_0017,2020-01-06,888.8,13.7,6.4,22.7,31.8,241.8
B_0018,2020-01-06,809.4,44.2,10.1,21.6,34.5,244.6
B_0019,2020-01-06,752.3,124.0,10.1,21.9,49.9,270.3
B_0020,2020-01-06,640.9,310.8,15.9,19.7,55.4,347.5
B_0021,2020-01-06,673.7,38.2,31.5,22.4,41.8,250.6
B_0022,2020-01-06,1021.0,15.9,2.4,25.6,50.9,267.9
B_0023,2020-01-06,703.1,30.1,12.4,21.1,51.4,215.6
B_0024,2020-01-06,458.4,111.9,0.9,21.8,45.3,172.4
B_0025,2020-01-06,876.0,12.1,8.3,20.7,47.1,241.6
B_0026,2020-01-06,737.3,129.5,13.8,21.8,54.9,276.7
B_0027,2020-01-06,903.8,29.8,5.1,21.0,48.1,251.1
B_0028,2020-01-06,552.4,22.6,0.9,18.0,43.8,151.3
B_0029,2020-01-06,844.1,34.4,18.0,21.1,64.2,264.1
B_0030,2020-01-06,1036.8,55.9,2.5,22.8,45.3,292.1
B_0031,2020-01-06,732.1,21.7,11.2,24.3,53.4,216.3
B_0032,2020-01-06,651.5,64.9,8.5,19.9,46.5,212.4
B_0033,2020-01-06,1076.6,65.3,20.1,19.1,58.5,342.0
B_0034,2020-01-06,591.4,2.0,3.4,25.6,54.5,155.8
B_0035,2020-01-06,625.2,3.2,3.4,21.1,52.4,164.7
B_0036,2020-01-06,888.4,2.2,16.9,24.4,57.5,257.0
B_0037,2020-01-06,928.2,47.3,5.7,23.0,38.8,267.1
B_0038,2020-01-06,1176.1,61.1,5.6,23.3,51.6,335.8
B_0039,2020-01-06,930.7,57.2,17.5,18.8,56.6,296.2
B_0040,2020-01-06,953.4,105.4,2.4,21.3,35.5,295.9
B_0041,2020-01-06,895.1,100.6,10.0,22.8,61.2,294.1
B_0042,2020-01-06,708.1,135.3,18.5,20.1,56.7,281.6
B_0043,2020-01-06,698.6,45.1,9.4,23.8,54.7,216.0
B_0044,2020-01-06,800.9,41.0,16.7,19.0,54.7,254.1
B_0045,2020-01-06,816.4,4.5,4.4,19.9,44.9,215.1
B_0046,2020-01-06,832.9,85.4,2.3,24.4,52.5,255.5
B_0047,2020-01-06,840.7,15.8,3.6,23.1,52.4,225.3
B_0048,2020-01-06,972.4,7.5,9.4,19.5,34.3,265.6
B_0049,2020-01-06,948.6,38.0,10.1,20.6,30.0,276.4
B_0050,2020-01-06,763.7,95.2,27.3,24.2,41.7,293.1
B_0051,2020-01-06,554.3,63.2,12.4,20.7,50.5,195.1
B_0052,2020-01-06,896.6,50.1,10.3,20.2,34.5,269.7
B_0053,2020-01-06,910.1,47.2,0.8,20.2,50.5,252.6
B_0054,2020-01-06,1091.9,54.9,3.6,20.2,40.2,307.6
B_0055,2020-01-06,841.2,52.5,2.2,23.2,48.2,241.0
B_0056,2020-01-06,911.1,158.5,15.4,21.7,43.5,337.8
B_0057,2020-01-06,537.3,17.1,19.5,19.7,62.6,181.9
B_0058,2020-01-06,596.6,80.7,18.7,21.8,32.2,226.9
B_0059,2020-01-06,741.9,7.7,1.0,21.3,67.4,191.4
B_0060,2020-01-06,601.9,39.9,12.3,26.0,46.8,195.1
B_0061,2020-01-06,902.9,59.6,0.1,18.0,46.2,255.6
B_0062,2020-01-06,682.5,49.9,1.3,24.5,37.9,198.1
B_0063,2020-01-06,657.7,17.6,7.6,22.2,61.3,188.3
B_0064,2020-01-06,823.9,8.3,22.2,21.2,55.6,254.4
B_0065,2020-01-06,703.8,12.0,28.8,23.2,47.9,239.6
B_0066,2020-01-06,864.5,28.9,1.7,21.4,40.0,234.0
B_0067,2020-01-06,695.6,81.9,5.3,22.8,33.3,225.5
B_0068,2020-01-06,736.1,35.7,24.1,20.8,39.1,250.0
B_0069,2020-01-06,1148.1,57.2,2.9,21.3,51.8,321.4
B_0070,2020-01-06,841.9,83.5,9.6,21.1,31.4,271.4
B_0071,2020-01-06,675.8,51.7,7.4,18.3,48.5,209.5
B_0072,2020-01-06,1143.4,10.7,19.8,19.9,44.2,330.8
B_0073,2020-01-06,1025.1,11.8,23.4,22.2,54.2,309.0
B_0074,2020-01-06,868.6,87.1,0.2,20.1,44.2,261.1
B_0075,2020-01-06,549.4,64.1,1.0,19.0,42.9,171.5
B_0076,2020-01-06,838.8,23.4,2.7,25.9,53.1,226.8
B_0077,2020-01-06,646.8,3.7,12.4,22.1,49.5,188.3
B_0078,2020-01-06,743.0,63.1,5.0,22.9,54.8,227.2
B_0079,2020-01-06,774.3,181.0,4.5,22.8,57.3,293.0
B_0080,2020-01-06,901.9,81.6,17.6,21.6,52.4,301.5
B_0081,2020-01-06,912.5,7.4,27.6,20.9,42.4,287.0
B_0082,2020-01-06,555.3,98.6,33.2,22.0,30.0,254.5
B_0083,2020-01-06,783.5,12.5,0.9,21.8,43.9,203.9
B_0084,2020-01-06,793.9,262.1,4.9,22.9,49.2,339.3
B_0085,2020-01-06,560.6,54.4,22.7,22.8,42.8,212.7
B_0086,2020-01-06,447.1,6.1,1.6,20.3,66.9,118.1
B_0087,2020-01-06,980.7,79.5,6.7,22.3,52.5,298.3
B_0088,2020-01-06,869.4,4.2,1.1,19.9,62.5,221.5
B_0089,2020-01-06,673.6,46.2,4.2,22.6,53.5,199.8
B_0090,2020-01-06,626.1,126.8,0.6,23.1,58.9,221.2
B_0091,2020-01-06,526.6,39.4,6.8,18.0,55.3,165.0
B_0092,2020-01-06,1136.7,66.1,11.2,25.7,49.4,339.7
B_0093,2020-01-06,743.3,42.0,11.6,21.3,50.0,229.9
B_0094,2020-01-06,803.6,5.9,1.2,19.8,43.0,206.3
B_0095,2020-01-06,1091.7,19.4,15.0,23.9,50.5,312.7
B_0096,2020-01-06,760.0,50.5,27.8,21.6,63.9,270.9
B_0097,2020-01-06,936.6,6.9,21.9,21.1,60.0,281.4
B_0098,2020-01-06,782.7,3.4,5.5,23.3,38.3,208.3
B_0099,2020-01-06,767.7,67.2,0.8,20.1,55.0,227.2
B_0100,2020-01-06,752.2,36.9,7.0,21.1,62.1,220.6
B_0001,2020-01-07,716.0,185.0,1.3,21.1,57.2,274.2
B_0002,2020-01-07,804.2,33.6,5.6,20.8,57.9,229.0
B_0003,2020-01-07,690.4,3.0,26.5,22.6,37.3,227.1
B_0004,2020-01-07,723.6,38.1,6.2,23.9,59.3,212.3
B_0005,2020-01-07,1100.7,2.4,32.8,23.2,55.7,342.0
B_0006,2020-01-07,485.7,53.4,17.2,20.2,47.8,182.6
B_0007,2020-01-07,544.3,166.2,0.1,22.6,56.3,219.4
B_0008,2020-01-07,963.0,50.3,20.0,23.1,50.7,305.8
B_0009,2020-01-07,925.8,14.6,1.9,20.1,57.3,242.5
B_0010,2020-01-07,924.3,115.5,5.3,23.2,44.5,299.4
B_0011,2020-01-07,1033.3,61.8,13.5,22.5,36.3,316.1
B_0012,2020-01-07,781.6,46.8,49.4,24.6,51.9,317.5
B_0013,2020-01-07,805.3,57.6,28.9,18.0,46.8,288.0
B_0014,2020-01-07,498.5,7.3,10.3,23.3,50.2,149.0
B_0015,2020-01-07,1156.5,6.1,0.5,22.2,32.5,293.1
B_0016,2020-01-07,923.0,28.1,3.6,22.1,46.3,252.1
B_0017,2020-01-07,741.8,30.4,12.9,24.2,44.7,226.4
B_0018,2020-01-07,799.5,29.3,6.1,23.6,57.7,226.6
B_0019,2020-01-07,400.0,9.6,0.0,19.3,61.2,104.8
B_0020,2020-01-07,496.2,9.1,1.8,23.8,31.6,132.2
B_0021,2020-01-07,920.4,16.1,6.4,19.8,30.0,251.0
B_0022,2020-01-07,798.1,7.0,16.1,21.1,43.3,235.3
B_0023,2020-01-07,709.7,47.0,0.2,20.7,62.4,201.4
B_0024,2020-01-07,481.0,110.1,1.0,18.0,42.3,177.3
B_0025,2020-01-07,582.0,30.2,18.0,24.3,51.4,196.6
B_0026,2020-01-07,613.1,15.5,8.4,20.4,41.3,177.9
B_0027,2020-01-07,1055.7,134.4,6.3,18.7,40.6,343.7
B_0028,2020-01-07,847.2,87.1,3.1,22.4,47.4,261.5
B_0029,2020-01-07,1289.0,14.4,0.6,23.8,62.3,330.7
B_0030,2020-01-07,467.3,25.8,3.1,21.5,50.2,135.9
B_0031,2020-01-07,863.6,14.1,4.0,23.8,63.9,230.9
B_0032,2020-01-07,725.9,15.8,11.6,21.2,70.0,212.7
B_0033,2020-01-07,418.3,39.1,6.2,20.3,44.9,136.6
B_0034,2020-01-07,681.1,1.2,8.7,21.2,44.9,188.2
B_0035,2020-01-07,750.8,31.7,2.5,20.3,40.6,208.5
B_0036,2020-01-07,663.7,23.6,16.2,22.9,63.3,210.1
B_0037,2020-01-07,627.5,10.1,17.8,24.6,53.8,197.5
B_0038,2020-01-07,752.9,41.9,15.5,20.2,44.1,240.2
B_0039,2020-01-07,801.2,98.9,5.6,21.5,55.8,260.9
B_0040,2020-01-07,644.3,146.4,3.8,19.8,56.9,241.8
B_0041,2020-01-07,870.4,19.1,11.5,20.6,52.6,250.1
B_0042,2020-01-07,870.2,167.7,3.9,24.3,38.0,309.3
B_0043,2020-01-07,424.8,7.0,2.9,21.8,53.0,115.5
B_0044,2020-01-07,714.8,4.0,0.5,20.5,52.3,181.8
B_0045,2020-01-07,942.9,57.6,17.4,22.7,60.0,299.3
B_0046,2020-01-07,1203.2,26.3,6.3,18.8,38.7,326.6
B_0047,2020-01-07,1031.4,5.0,7.3,26.0,70.0,275.1
B_0048,2020-01-07,676.1,30.5,31.0,22.2,42.0,246.2
B_0049,2020-01-07,645.5,63.8,2.5,20.7,30.0,198.4
B_0050,2020-01-07,705.7,11.3,24.1,23.6,50.9,230.3
B_0051,2020-01-07,612.3,61.4,4.8,22.3,51.8,193.4
B_0052,2020-01-07,1146.3,2.5,24.5,21.0,58.0,336.9
B_0053,2020-01-07,1159.2,47.3,20.7,22.0,45.7,355.0
B_0054,2020-01-07,915.0,3.4,24.1,21.7,51.3,278.7
B_0055,2020-01-07,615.2,63.2,1.7,18.0,30.8,188.9
B_0056,2020-01-07,918.3,51.9,5.0,24.7,55.0,265.6
B_0057,2020-01-07,926.8,100.6,3.2,22.0,62.2,288.4
B_0058,2020-01-07,754.1,33.5,14.8,21.1,43.8,234.9
B_0059,2020-01-07,494.1,50.0,15.2,22.9,58.3,178.9
B_0060,2020-01-07,791.0,17.7,21.2,23.5,56.0,249.0
B_0061,2020-01-07,933.1,58.6,6.1,23.3,60.8,274.7
B_0062,2020-01-07,1401.3,6.7,5.2,22.0,56.4,364.1
B_0063,2020-01-07,961.0,0.3,29.7,20.6,51.9,299.8
B_0064,2020-01-07,876.7,62.4,0.3,20.6,51.3,251.0
B_0065,2020-01-07,865.1,32.6,21.3,23.6,38.3,275.2
B_0066,2020-01-07,912.9,14.2,44.3,20.1,47.5,323.8
B_0067,2020-01-07,998.6,36.3,10.9,25.6,53.6,289.5
B_0068,2020-01-07,668.1,90.2,14.6,23.2,53.6,241.4
B_0069,2020-01-07,660.9,15.5,3.1,25.0,51.5,179.2
B_0070,2020-01-07,827.2,28.8,10.7,24.3,43.2,242.6
B_0071,2020-01-07,596.5,41.4,2.9,18.3,45.5,175.7
B_0072,2020-01-07,1116.8,154.0,2.8,24.6,68.6,361.7
B_0073,2020-01-07,527.7,57.0,13.1,24.7,51.1,186.7
B_0074,2020-01-07,746.8,92.1,23.2,21.7,38.9,279.1
B_0075,2020-01-07,653.6,112.3,2.6,21.9,58.2,224.7
B_0076,2020-01-07,907.4,61.6,5.5,26.0,46.6,268.6
B_0077,2020-01-07,873.6,15.3,9.4,25.1,49.0,244.9
B_0078,2020-01-07,1152.8,0.6,7.7,19.5,38.9,304.0
B_0079,2020-01-07,1202.4,22.1,17.9,24.1,58.6,347.4
B_0080,2020-01-07,877.1,65.1,3.5,19.2,54.0,258.9
B_0081,2020-01-07,738.0,25.5,30.4,20.3,60.0,258.0
B_0082,2020-01-07,997.4,8.1,15.7,22.2,70.0,284.9
B_0083,2020-01-07,820.1,48.7,14.0,18.7,50.7,257.4
B_0084,2020-01-07,507.9,28.6,3.4,26.0,54.1,148.0
B_0085,2020-01-07,827.0,50.5,11.1,20.5,58.2,254.2
B_0086,2020-01-07,886.4,109.8,10.0,20.4,48.8,296.5
B_0087,2020-01-07,584.9,17.3,7.3,21.7,54.9,169.4
B_0088,2020-01-07,793.9,24.4,12.0,25.4,60.6,234.7
B_0089,2020-01-07,513.9,14.9,2.6,22.9,51.5,141.2
B_0090,2020-01-07,827.9,211.3,19.4,22.2,59.0,351.5
B_0091,2020-01-07,862.0,13.2,10.7,23.7,51.5,243.5
B_0092,2020-01-07,972.8,6.4,13.6,20.7,51.6,273.5
B_0093,2020-01-07,685.7,109.4,6.4,21.5,47.7,239.0
B_0094,2020-01-07,690.9,87.1,12.2,22.2,45.3,240.8
B_0095,2020-01-07,1071.6,10.6,8.4,20.8,47.9,290.0
B_0096,2020-01-07,963.7,38.1,4.3,23.6,34.9,268.6
B_0097,2020-01-07,953.8,31.8,12.4,21.1,49.7,279.2
B_0098,2020-01-07,1212.6,65.9,27.9,20.4,44.4,392.0
B_0099,2020-01-07,526.5,96.4,1.6,21.6,64.5,183.1
B_0100,2020-01-07,980.1,45.9,1.0,21.8,58.5,269.9
B_0001,2020-01-08,648.2,56.2,0.9,19.0,30.0,191.9
B_0002,2020-01-08,899.5,50.5,1.6,24.4,68.6,253.3
B_0003,2020-01-08,1028.1,11.3,1.3,19.7,30.0,265.4
B_0004,2020-01-08,1093.8,64.1,9.3,23.9,45.2,324.1
B_0005,2020-01-08,891.6,114.0,18.5,20.4,40.6,316.8
B_0006,2020-01-08,681.7,73.2,10.6,23.1,42.8,228.3
B_0007,2020-01-08,952.6,140.5,11.9,23.8,41.1,332.1
B_0008,2020-01-08,921.5,22.2,0.2,24.1,68.0,241.8
B_0009,2020-01-08,760.6,22.9,0.5,22.3,53.5,202.5
B_0010,2020-01-08,858.9,30.4,3.9,21.3,33.7,237.7
B_0011,2020-01-08,522.8,88.0,5.3,24.6,55.8,185.2
B_0012,2020-01-08,641.9,62.1,7.0,20.2,45.5,205.6
B_0013,2020-01-08,569.1,22.2,12.3,20.7,53.6,177.9
B_0014,2020-01-08,854.3,11.7,5.9,19.6,49.6,231.2
B_0015,2020-01-08,626.0,5.5,0.3,25.6,35.8,159.9
B_0016,2020-01-08,750.1,125.3,4.9,19.6,45.4,260.0
B_0017,2020-01-08,1005.9,23.6,3.5,20.9,41.8,270.3
B_0018,2020-01-08,682.0,40.4,3.9,21.5,33.4,198.4
B_0019,2020-01-08,875.6,74.2,0.9,22.2,45.6,257.9
B_0020,2020-01-08,743.6,76.2,8.5,18.9,44.1,240.9
B_0021,2020-01-08,919.0,143.2,0.2,20.2,65.8,301.7
B_0022,2020-01-08,560.9,19.4,6.4,19.2,60.3,162.7
B_0023,2020-01-08,1008.2,64.5,19.2,20.3,64.5,322.8
B_0024,2020-01-08,447.3,79.1,0.3,21.8,31.8,152.0
B_0025,2020-01-08,973.8,124.2,19.3,21.3,30.6,344.1
B_0026,2020-01-08,644.1,8.1,11.3,20.5,51.1,187.7
B_0027,2020-01-08,1022.2,16.3,22.2,19.8,35.0,308.0
B_0028,2020-01-08,877.1,58.7,27.3,20.6,44.9,303.2
B_0029,2020-01-08,788.3,2.0,4.1,24.2,63.3,206.3
B_0030,2020-01-08,1003.1,68.0,11.2,22.4,52.9,307.2
B_0031,2020-01-08,1100.9,27.5,0.7,20.0,31.6,290.4
B_0032,2020-01-08,781.9,0.7,8.2,20.4,56.3,212.2
B_0033,2020-01-08,810.7,7.3,13.2,22.2,47.0,232.7
B_0034,2020-01-08,924.3,42.4,12.6,21.6,49.5,277.5
B_0035,2020-01-08,766.6,34.1,15.2,23.8,43.3,239.0
B_0036,2020-01-08,1050.8,7.8,18.9,21.4,30.0,304.5
B_0037,2020-01-08,737.7,5.6,12.9,22.0,58.1,213.0
B_0038,2020-01-08,436.3,164.1,7.1,21.2,52.9,205.4
B_0039,2020-01-08,566.0,25.3,7.1,26.0,47.8,168.5
B_0040,2020-01-08,735.7,124.2,0.6,18.1,48.8,247.2
B_0041,2020-01-08,748.8,9.4,1.6,24.1,40.4,195.1
B_0042,2020-01-08,611.6,13.7,27.5,22.1,54.9,214.9
B_0043,2020-01-08,597.4,67.3,15.8,19.7,56.1,214.7
B_0044,2020-01-08,778.8,132.3,7.0,19.9,39.6,274.8
B_0045,2020-01-08,420.9,21.7,4.2,23.0,49.5,124.4
B_0046,2020-01-08,1208.0,12.2,15.4,19.5,47.1,338.8
B_0047,2020-01-08,935.7,36.0,7.4,21.9,62.7,266.7
B_0048,2020-01-08,860.8,22.0,23.9,19.5,44.1,273.9
B_0049,2020-01-08,1047.0,21.4,25.0,22.0,53.6,322.4
B_0050,2020-01-08,901.4,21.4,4.7,22.3,58.8,245.4
B_0051,2020-01-08,694.6,5.5,3.4,24.0,43.7,183.2
B_0052,2020-01-08,700.0,5.1,11.8,25.6,66.2,201.2
B_0053,2020-01-08,1129.2,18.0,6.6,23.5,42.3,304.6
B_0054,2020-01-08,779.6,96.5,16.2,18.7,30.0,275.6
B_0055,2020-01-08,512.2,54.5,8.5,23.7,55.3,172.3
B_0056,2020-01-08,875.1,32.1,9.0,20.8,45.8,252.8
B_0057,2020-01-08,1016.1,10.6,0.2,18.3,38.8,259.6
B_0058,2020-01-08,556.3,207.2,4.9,21.5,46.8,252.5
B_0059,2020-01-08,501.2,27.7,32.1,22.5,34.9,203.3
B_0060,2020-01-08,1031.2,43.3,9.2,20.2,47.5,297.9
B_0061,2020-01-08,586.1,0.6,22.1,25.4,70.0,190.9
B_0062,2020-01-08,948.8,0.3,5.5,19.3,58.0,248.3
B_0063,2020-01-08,1027.8,3.2,3.3,23.8,57.6,265.2
B_0064,2020-01-08,548.6,25.9,32.2,21.4,49.0,214.4
B_0065,2020-01-08,935.4,11.5,2.9,18.0,62.2,245.5
B_0066,2020-01-08,1245.5,8.5,2.0,21.1,45.8,319.7
B_0067,2020-01-08,696.4,91.2,3.9,23.4,69.1,227.4
B_0068,2020-01-08,549.5,53.8,29.6,20.3,30.0,223.5
