building_id,timestamp,total_consumption_kwh,heating_kwh,cooling_kwh,lighting_kwh,appliances_kwh,hvac_kwh,other_kwh
B_0047,2020-01-04,103.51,38.83,19.26,16.18,22.61,24.08,0.0
B_0048,2020-01-04,77.71,25.78,11.92,12.0,17.09,15.48,0.0
B_0049,2020-01-04,93.24,43.0,16.9,13.36,27.78,19.19,0.0
B_0050,2020-01-04,100.84,36.75,19.89,16.0,25.58,20.03,0.0
B_0051,2020-01-04,101.33,35.13,18.75,13.67,24.43,18.01,0.0
B_0052,2020-01-04,92.22,34.69,15.25,12.8,23.91,18.8,0.0
B_0053,2020-01-04,135.64,43.54,26.03,23.13,28.22,31.01,0.0
B_0054,2020-01-04,119.59,56.8,23.37,19.41,33.42,21.29,0.0
B_0055,2020-01-04,123.34,47.56,18.58,16.71,30.93,23.39,0.0
B_0056,2020-01-04,105.66,39.26,22.37,14.64,28.32,23.47,0.0
B_0057,2020-01-04,162.48,73.17,35.07,23.82,36.7,27.65,0.0
B_0058,2020-01-04,96.88,44.16,18.13,15.38,21.59,20.05,0.0
B_0059,2020-01-04,84.39,28.26,16.47,12.07,20.02,18.93,0.0
B_0060,2020-01-04,117.36,40.09,22.69,19.84,23.93,26.1,0.0
B_0061,2020-01-04,160.69,62.26,28.73,27.26,35.25,35.07,0.0
B_0062,2020-01-04,149.26,59.82,24.61,22.9,40.86,31.46,0.0
B_0063,2020-01-04,183.85,80.25,29.31,27.89,41.79,36.89,0.0
B_0064,2020-01-04,101.47,35.7,16.16,14.16,29.31,22.25,0.0
B_0065,2020-01-04,95.93,37.35,19.57,13.46,23.37,18.89,0.0
B_0066,2020-01-04,138.2,46.51,27.45,19.78,30.04,30.38,0.0
B_0067,2020-01-04,122.32,56.46,19.24,21.43,31.46,23.85,0.0
B_0068,2020-01-04,98.17,37.62,18.38,15.04,23.72,17.65,0.0
B_0069,2020-01-04,164.3,65.14,34.02,22.07,36.97,34.54,0.0
B_0070,2020-01-04,144.67,64.16,28.46,23.42,33.26,33.6,0.0
B_0071,2020-01-04,99.45,41.82,20.17,12.49,28.76,20.47,0.0
B_0072,2020-01-04,110.13,40.57,17.83,16.51,24.67,17.66,0.0
B_0073,2020-01-04,104.2,38.1,15.69,17.97,21.21,18.32,0.0
B_0074,2020-01-04,81.15,27.18,16.15,10.89,18.72,17.12,0.0
B_0075,2020-01-04,112.74,39.95,17.2,13.81,31.11,20.13,0.0
B_0076,2020-01-04,142.24,48.8,21.59,18.8,36.03,32.17,0.0
B_0077,2020-01-04,156.3,55.5,29.12,21.79,31.42,34.34,0.0
B_0078,2020-01-04,105.42,38.45,15.8,17.72,24.97,22.01,0.0
B_0079,2020-01-04,159.32,54.76,29.93,22.19,34.92,33.24,0.0
B_0080,2020-01-04,97.92,45.05,18.44,13.07,26.37,17.77,0.0
B_0081,2020-01-04,116.2,40.65,24.09,17.1,24.82,19.48,0.0
B_0082,2020-01-04,121.81,47.18,18.37,15.22,29.9,26.87,0.0
B_0083,2020-01-04,137.23,62.02,27.52,21.55,32.07,32.45,0.0
B_0084,2020-01-04,106.49,50.88,20.26,18.82,22.41,24.91,0.0
B_0085,2020-01-04,107.95,45.38,19.32,16.42,26.25,23.83,0.0
B_0086,2020-01-04,106.48,44.35,22.77,13.78,31.54,25.27,0.0
B_0087,2020-01-04,107.31,39.85,17.79,14.49,23.32,20.05,0.0
B_0088,2020-01-04,180.28,80.42,35.01,25.46,47.45,42.1,0.0
B_0089,2020-01-04,65.28,26.37,13.68,9.87,15.44,11.41,0.0
B_0090,2020-01-04,115.04,42.69,24.25,20.51,28.76,22.88,0.0
B_0091,2020-01-04,139.14,63.98,20.86,18.66,36.52,25.88,0.0
B_0092,2020-01-04,103.81,39.66,19.58,16.24,22.94,20.91,0.0
B_0093,2020-01-04,107.3,44.59,19.32,16.98,22.39,24.37,0.0
B_0094,2020-01-04,159.14,74.14,24.22,20.29,32.32,27.78,0.0
B_0095,2020-01-04,102.92,45.3,20.41,13.57,21.52,20.97,0.0
B_0096,2020-01-04,127.09,60.13,23.06,18.2,37.85,20.42,0.0
B_0097,2020-01-04,164.5,72.5,31.95,26.03,40.11,34.72,0.0
B_0098,2020-01-04,146.73,58.6,30.51,18.34,36.9,26.08,0.0
B_0099,2020-01-04,136.46,57.84,26.6,17.0,30.34,30.12,0.0
B_0100,2020-01-04,88.15,28.44,13.62,12.83,18.47,18.07,0.0
B_0001,2020-01-05,73.8,24.17,12.71,10.62,19.03,12.69,0.0
B_0002,2020-01-05,169.09,69.93,35.26,23.71,39.87,37.08,0.0
B_0003,2020-01-05,103.37,45.79,20.13,16.48,27.86,23.61,0.0
B_0004,2020-01-05,128.29,59.52,22.48,22.95,37.03,21.52,0.0
B_0005,2020-01-05,106.1,46.59,17.98,17.41,29.67,19.83,0.0
B_0006,2020-01-05,106.92,38.45,20.54,15.01,28.26,21.54,0.0
B_0007,2020-01-05,113.77,37.03,21.13,16.02,23.95,23.44,0.0
B_0008,2020-01-05,134.34,56.88,27.04,21.26,29.04,28.21,0.0
B_0009,2020-01-05,172.08,73.58,34.18,25.99,38.28,40.1,0.0
B_0010,2020-01-05,161.05,64.55,25.8,25.07,42.37,26.65,0.0
B_0011,2020-01-05,133.65,42.92,26.68,17.03,36.98,31.82,0.0
B_0012,2020-01-05,139.96,52.19,21.61,22.05,28.62,24.96,0.0
B_0013,2020-01-05,116.22,45.79,19.71,14.54,31.37,23.1,0.0
B_0014,2020-01-05,139.63,46.54,23.78,17.62,31.95,31.94,0.0
B_0015,2020-01-05,154.81,59.49,31.33,23.54,31.37,27.8,0.0
B_0016,2020-01-05,123.32,52.74,22.98,18.75,35.84,20.85,0.0
B_0017,2020-01-05,144.86,49.3,28.08,21.84,39.31,32.65,0.0
B_0018,2020-01-05,145.0,55.4,23.36,20.15,39.24,32.95,0.0
B_0019,2020-01-05,113.99,39.83,20.59,16.25,30.35,20.48,0.0
B_0020,2020-01-05,142.47,62.96,26.58,23.21,33.19,29.7,0.0
B_0021,2020-01-05,188.36,74.55,33.92,29.78,38.78,45.19,0.0
B_0022,2020-01-05,150.76,60.3,26.81,22.5,40.99,28.24,0.0
B_0023,2020-01-05,99.84,41.15,19.65,17.94,20.02,16.24,0.0
B_0024,2020-01-05,142.17,45.52,28.82,24.52,33.86,26.11,0.0
B_0025,2020-01-05,103.34,48.69,22.22,15.95,24.61,19.99,0.0
B_0026,2020-01-05,146.78,61.56,24.47,21.54,40.77,27.45,0.0
B_0027,2020-01-05,94.52,40.56,19.66,13.03,20.32,20.83,0.0
B_0028,2020-01-05,120.47,52.83,23.16,19.63,30.02,20.9,0.0
B_0029,2020-01-05,113.37,49.77,19.43,19.89,27.07,19.91,0.0
B_0030,2020-01-05,134.9,51.21,21.7,19.19,35.45,32.37,0.0
B_0031,2020-01-05,125.79,45.81,25.35,18.85,27.85,25.07,0.0
B_0032,2020-01-05,68.41,22.5,10.6,10.67,13.73,13.28,0.0
B_0033,2020-01-05,93.37,36.9,16.59,14.9,19.08,17.45,0.0
B_0034,2020-01-05,123.36,56.08,18.76,19.38,31.21,27.69,0.0
B_0035,2020-01-05,138.44,46.29,28.09,22.04,30.59,32.0,0.0
B_0036,2020-01-05,121.7,42.39,19.71,19.83,27.89,24.48,0.0
B_0037,2020-01-05,115.67,41.87,24.34,17.31,27.83,24.11,0.0
B_0038,2020-01-05,162.78,53.29,32.89,28.31,42.96,28.67,0.0
B_0039,2020-01-05,114.89,37.28,20.17,19.26,31.88,23.87,0.0
B_0040,2020-01-05,96.7,32.87,14.25,14.62,26.63,17.95,0.0
B_0041,2020-01-05,148.05,49.74,29.53,20.54,33.33,29.29,0.0
B_0042,2020-01-05,132.97,61.86,27.05,20.6,35.8,22.55,0.0
B_0043,2020-01-05,134.72,53.9,20.24,21.93,31.64,29.11,0.0
B_0044,2020-01-05,129.55,44.58,20.27,16.52,32.22,30.89,0.0
B_0045,2020-01-05,103.45,36.64,20.7,15.45,26.36,24.37,0.0
B_0046,2020-01-05,119.07,42.67,19.41,16.79,25.97,23.91,0.0
B_0047,2020-01-05,112.76,37.16,23.58,19.86,29.16,18.8,0.0
B_0048,2020-01-05,76.06,27.56,11.31,11.37,18.16,13.41,0.0
B_0049,2020-01-05,111.98,41.02,18.66,15.41,24.6,22.14,0.0
B_0050,2020-01-05,58.84,21.91,9.02,10.46,14.45,11.55,0.0
B_0051,2020-01-05,96.74,35.35,18.14,17.17,26.77,21.71,0.0
B_0052,2020-01-05,125.68,47.3,22.28,20.39,32.35,28.76,0.0
B_0053,2020-01-05,92.85,34.6,14.09,14.65,27.34,21.21,0.0
B_0054,2020-01-05,142.79,46.69,30.28,24.01,42.59,25.03,0.0
B_0055,2020-01-05,105.01,48.4,19.91,17.05,30.84,19.56,0.0
B_0056,2020-01-05,108.67,47.41,18.67,13.48,30.43,25.15,0.0
B_0057,2020-01-05,120.76,52.74,21.81,15.77,32.52,28.13,0.0
B_0058,2020-01-05,137.63,45.95,19.85,22.29,31.25,26.98,0.0
B_0059,2020-01-05,126.63,49.8,20.94,15.29,37.66,28.64,0.0
B_0060,2020-01-05,153.23,68.69,23.58,21.83,45.83,36.09,0.0
B_0061,2020-01-05,103.75,46.04,15.53,17.45,27.46,24.37,0.0
B_0062,2020-01-05,138.81,46.96,29.74,24.34,33.85,31.69,0.0
B_0063,2020-01-05,76.46,27.91,15.53,10.49,17.79,16.64,0.0
B_0064,2020-01-05,156.42,66.82,31.39,23.13,44.94,37.41,0.0
B_0065,2020-01-05,107.46,35.61,20.8,18.1,23.3,24.13,0.0
B_0066,2020-01-05,85.56,38.58,18.15,13.54,23.43,18.69,0.0
B_0067,2020-01-05,120.14,44.82,19.07,15.99,27.09,22.92,0.0
B_0068,2020-01-05,119.53,46.63,20.63,20.47,31.04,20.26,0.0
B_0069,2020-01-05,109.2,46.09,23.34,16.27,31.53,21.34,0.0
B_0070,2020-01-05,108.47,42.18,16.37,14.16,31.01,18.92,0.0
B_0071,2020-01-05,151.37,60.65,31.55,18.23,41.92,32.51,0.0
B_0072,2020-01-05,164.4,71.66,32.9,24.01,35.47,29.04,0.0
B_0073,2020-01-05,131.08,44.7,26.19,23.12,32.52,31.38,0.0
B_0074,2020-01-05,126.48,58.29,23.83,19.85,30.71,26.18,0.0
B_0075,2020-01-05,147.9,70.67,26.85,19.3,41.97,27.93,0.0
B_0076,2020-01-05,136.95,64.98,26.79,23.04,30.77,27.02,0.0
B_0077,2020-01-05,117.24,47.05,17.4,17.13,32.9,25.97,0.0
B_0078,2020-01-05,103.45,38.5,19.65,12.72,22.11,23.76,0.0
B_0079,2020-01-05,80.0,32.13,11.96,12.81,17.75,18.23,0.0
B_0080,2020-01-05,138.4,63.2,26.24,20.92,40.66,26.79,0.0
B_0081,2020-01-05,107.4,38.07,22.33,15.95,26.63,22.75,0.0
B_0082,2020-01-05,127.27,50.2,23.07,21.69,29.81,29.41,0.0
B_0083,2020-01-05,104.35,37.69,20.55,17.8,27.51,19.47,0.0
B_0084,2020-01-05,142.45,62.82,25.08,18.01,39.3,29.79,0.0
B_0085,2020-01-05,65.5,21.7,10.87,8.55,13.28,11.13,0.0
B_0086,2020-01-05,111.76,50.81,22.5,18.08,30.86,24.72,0.0
B_0087,2020-01-05,159.84,67.81,27.57,25.51,38.28,25.73,0.0
B_0088,2020-01-05,106.62,35.22,15.92,15.12,25.49,21.2,0.0
B_0089,2020-01-05,153.17,63.37,27.87,19.52,32.85,25.28,0.0
B_0090,2020-01-05,133.21,50.3,23.09,21.96,31.73,28.76,0.0
B_0091,2020-01-05,131.04,49.31,23.17,19.33,37.31,22.31,0.0
B_0092,2020-01-05,160.97,56.02,23.33,25.46,39.82,30.54,0.0
B_0093,2020-01-05,162.64,76.04,27.69,19.84,46.47,36.13,0.0
B_0094,2020-01-05,106.06,46.85,20.62,13.36,24.59,17.02,0.0
B_0095,2020-01-05,98.59,32.94,17.8,17.2,27.14,17.37,0.0
B_0096,2020-01-05,131.15,44.34,19.57,18.59,34.22,31.21,0.0
B_0097,2020-01-05,208.69,81.74,39.03,33.96,44.05,42.95,0.0
B_0098,2020-01-05,121.77,47.66,17.93,16.29,33.81,27.06,0.0
B_0099,2020-01-05,87.63,31.87,14.28,14.16,25.64,15.6,0.0
B_0100,2020-01-05,137.63,59.39,21.19,22.2,40.62,28.36,0.0
B_0001,2020-01-06,121.33,55.29,19.96,14.91,26.32,20.93,0.0
B_0002,2020-01-06,145.79,52.54,27.11,20.03,34.63,24.61,0.0
B_0003,2020-01-06,124.31,59.03,25.36,21.93,34.4,20.78,0.0
B_0004,2020-01-06,213.46,89.25,39.25,31.09,53.35,38.27,0.0
B_0005,2020-01-06,176.22,69.85,32.39,29.22,39.28,39.68,0.0
B_0006,2020-01-06,139.55,48.34,29.43,19.17,33.52,27.57,0.0
B_0007,2020-01-06,131.11,62.72,21.51,23.27,39.27,26.94,0.0
B_0008,2020-01-06,161.94,56.54,33.79,25.39,44.56,37.11,0.0
B_0009,2020-01-06,115.03,50.68,16.7,18.4,26.33,27.41,0.0
B_0010,2020-01-06,168.37,65.28,34.5,24.13,39.11,34.56,0.0
B_0011,2020-01-06,148.1,69.61,23.02,23.77,34.51,33.59,0.0
B_0012,2020-01-06,141.06,54.37,25.48,19.67,36.81,24.24,0.0
B_0013,2020-01-06,134.86,47.65,23.16,17.13,35.58,25.03,0.0
B_0014,2020-01-06,166.33,69.27,29.22,22.38,40.88,35.34,0.0
B_0015,2020-01-06,150.46,68.77,24.87,24.7,41.02,26.44,0.0
B_0016,2020-01-06,116.44,39.78,21.34,16.09,31.27,22.37,0.0
B_0017,2020-01-06,179.89,70.48,27.68,26.53,44.59,31.19,0.0
B_0018,2020-01-06,94.39,40.12,13.72,15.88,26.06,17.01,0.0
B_0019,2020-01-06,109.58,44.81,17.35,14.53,27.09,20.13,0.0
B_0020,2020-01-06,141.53,66.58,26.22,18.49,41.53,23.35,0.0
B_0021,2020-01-06,173.41,77.4,25.41,26.73,35.62,41.05,0.0
B_0022,2020-01-06,166.27,76.23,28.23,28.12,36.37,27.24,0.0
B_0023,2020-01-06,132.32,51.92,26.82,20.79,27.94,21.56,0.0
B_0024,2020-01-06,164.27,64.46,24.82,24.66,39.53,35.68,0.0
B_0025,2020-01-06,175.02,59.72,35.62,29.93,43.52,33.91,0.0
B_0026,2020-01-06,200.17,71.25,37.85,29.28,57.21,46.07,0.0
B_0027,2020-01-06,190.76,88.84,40.23,28.16,51.25,37.16,0.0
B_0028,2020-01-06,157.33,68.27,27.88,21.52,34.14,36.79,0.0
B_0029,2020-01-06,178.5,60.03,26.0,26.05,48.57,32.64,0.0
B_0030,2020-01-06,190.09,87.48,27.99,26.19,43.85,41.69,0.0
B_0031,2020-01-06,124.62,55.51,21.45,21.17,34.57,20.76,0.0
B_0032,2020-01-06,147.34,64.34,23.81,19.21,42.79,35.25,0.0
B_0033,2020-01-06,112.73,43.15,16.87,15.62,33.82,21.73,0.0
B_0034,2020-01-06,148.7,56.11,22.25,25.05,40.79,31.04,0.0
B_0035,2020-01-06,130.5,57.02,23.1,19.85,26.76,23.66,0.0
B_0036,2020-01-06,161.82,67.45,33.17,24.76,33.52,32.6,0.0
B_0037,2020-01-06,131.37,45.37,22.84,17.79,35.16,25.12,0.0
B_0038,2020-01-06,200.26,76.5,33.33,28.07,54.44,44.26,0.0
B_0039,2020-01-06,154.7,55.36,23.36,27.54,31.53,36.36,0.0
B_0040,2020-01-06,136.98,64.81,24.46,18.52,31.58,31.61,0.0
B_0041,2020-01-06,177.67,79.12,37.92,25.69,39.15,35.82,0.0
B_0042,2020-01-06,195.15,85.47,34.4,33.21,50.57,37.15,0.0
B_0043,2020-01-06,106.37,48.63,17.44,14.51,29.55,17.29,0.0
B_0044,2020-01-06,154.7,56.42,26.72,22.41,40.48,35.25,0.0
B_0045,2020-01-06,127.28,41.37,24.61,22.33,32.21,23.07,0.0
B_0046,2020-01-06,188.08,61.71,27.79,27.98,47.98,38.69,0.0
B_0047,2020-01-06,158.19,73.74,32.37,25.44,44.21,28.56,0.0
B_0048,2020-01-06,181.16,58.42,32.23,27.54,51.11,42.08,0.0
B_0049,2020-01-06,145.83,69.66,29.62,21.04,41.4,31.64,0.0
B_0050,2020-01-06,150.46,57.32,22.85,20.88,42.63,28.34,0.0
B_0051,2020-01-06,202.77,86.5,33.77,28.83,47.29,46.96,0.0
B_0052,2020-01-06,152.32,66.63,31.41,19.16,45.29,27.77,0.0
B_0053,2020-01-06,154.32,74.03,30.14,27.27,34.8,27.46,0.0
B_0054,2020-01-06,165.16,72.0,26.99,25.53,34.95,37.33,0.0
B_0055,2020-01-06,170.34,61.36,36.59,24.82,49.19,30.52,0.0
B_0056,2020-01-06,139.91,53.04,22.93,24.94,40.42,29.12,0.0
B_0057,2020-01-06,171.68,68.36,33.58,24.22,44.98,35.41,0.0
B_0058,2020-01-06,106.48,50.39,16.64,18.22,23.8,18.11,0.0
B_0059,2020-01-06,125.3,51.65,22.3,22.24,30.97,25.08,0.0
B_0060,2020-01-06,173.7,64.12,32.92,23.92,49.78,38.95,0.0
B_0061,2020-01-06,135.3,53.6,23.21,22.61,38.69,28.84,0.0
B_0062,2020-01-06,204.78,90.31,31.49,32.24,53.04,35.55,0.0
B_0063,2020-01-06,133.92,52.47,24.81,22.73,35.97,30.79,0.0
B_0064,2020-01-06,156.5,61.8,23.27,20.54,36.0,31.06,0.0
B_0065,2020-01-06,162.13,62.14,33.85,21.61,36.02,36.46,0.0
B_0066,2020-01-06,133.78,62.54,27.41,18.6,37.38,22.1,0.0
B_0067,2020-01-06,156.89,65.49,26.84,19.57,41.05,32.19,0.0
B_0068,2020-01-06,164.5,62.43,25.15,24.87,40.52,32.46,0.0
B_0069,2020-01-06,157.29,59.92,26.59,23.2,33.61,28.75,0.0
B_0070,2020-01-06,152.31,69.43,29.68,21.78,39.82,30.73,0.0
B_0071,2020-01-06,152.97,69.68,24.03,22.8,35.83,29.16,0.0
B_0072,2020-01-06,126.44,48.86,20.73,19.21,31.39,24.37,0.0
B_0073,2020-01-06,134.25,45.79,21.13,20.34,40.21,30.35,0.0
B_0074,2020-01-06,139.31,50.24,22.06,20.47,36.4,31.48,0.0
B_0075,2020-01-06,153.17,73.11,32.8,22.45,43.73,36.3,0.0
B_0076,2020-01-06,215.08,102.35,39.33,35.37,59.65,48.14,0.0
B_0077,2020-01-06,189.86,69.93,34.41,32.36,41.92,44.47,0.0
B_0078,2020-01-06,117.41,44.11,22.41,17.29,25.37,24.15,0.0
B_0079,2020-01-06,97.79,43.84,20.8,15.63,21.15,17.31,0.0
B_0080,2020-01-06,175.75,82.12,37.38,23.94,37.78,28.38,0.0
B_0081,2020-01-06,79.31,34.07,13.56,13.29,23.38,16.05,0.0
B_0082,2020-01-06,178.83,66.93,36.69,30.38,52.62,31.73,0.0
B_0083,2020-01-06,139.08,48.84,29.54,20.32,38.14,23.34,0.0
B_0084,2020-01-06,94.24,38.68,14.97,15.16,21.69,19.1,0.0
B_0085,2020-01-06,216.48,85.29,40.3,30.1,64.93,48.69,0.0
B_0086,2020-01-06,106.38,39.51,16.95,15.37,23.18,25.08,0.0
B_0087,2020-01-06,113.86,44.84,22.33,17.58,32.32,23.85,0.0
B_0088,2020-01-06,117.88,53.33,19.38,18.5,34.28,28.08,0.0
B_0089,2020-01-06,155.56,57.81,31.04,23.38,43.19,29.45,0.0
B_0090,2020-01-06,174.21,73.67,29.56,28.41,36.17,27.96,0.0
B_0091,2020-01-06,275.34,91.62,39.9,38.68,68.43,44.46,0.0
B_0092,2020-01-06,150.28,71.66,23.3,25.02,33.7,35.31,0.0
B_0093,2020-01-06,105.98,41.9,21.34,17.93,30.14,17.63,0.0
B_0094,2020-01-06,143.04,60.88,26.52,21.84,30.99,32.38,0.0
B_0095,2020-01-06,71.24,29.83,10.73,8.98,19.89,12.04,0.0
B_0096,2020-01-06,73.33,34.08,11.52,11.68,14.89,17.36,0.0
B_0097,2020-01-06,143.61,53.03,21.39,24.4,39.06,23.86,0.0
B_0098,2020-01-06,184.79,72.36,37.34,23.49,38.68,39.97,0.0
B_0099,2020-01-06,150.97,58.17,24.44,26.03,44.7,32.13,0.0
B_0100,2020-01-06,122.02,48.12,23.63,18.42,30.08,22.14,0.0
B_0001,2020-01-07,144.15,56.62,26.44,18.7,32.67,33.56,0.0
B_0002,2020-01-07,97.34,38.19,17.61,11.73,25.93,20.98,0.0
B_0003,2020-01-07,184.79,62.46,28.52,28.7,38.72,34.37,0.0
B_0004,2020-01-07,175.35,68.67,29.26,24.37,43.25,33.23,0.0
B_0005,2020-01-07,118.87,50.93,21.33,17.47,30.65,27.32,0.0
B_0006,2020-01-07,118.88,50.25,23.66,16.18,28.69,23.22,0.0
B_0007,2020-01-07,101.11,32.86,15.22,16.68,27.69,20.02,0.0
B_0008,2020-01-07,142.24,49.3,24.76,22.06,32.48,30.44,0.0
B_0009,2020-01-07,229.99,110.17,43.32,29.0,58.19,40.0,0.0
B_0010,2020-01-07,96.75,31.45,19.18,13.35,19.74,19.39,0.0
B_0011,2020-01-07,155.16,66.8,33.25,24.16,36.12,33.66,0.0
B_0012,2020-01-07,149.99,60.62,24.42,19.57,38.6,29.54,0.0
B_0013,2020-01-07,183.03,67.94,36.46,26.07,43.9,42.19,0.0
B_0014,2020-01-07,199.07,79.49,31.87,32.41,42.32,32.59,0.0
B_0015,2020-01-07,107.08,40.46,22.62,18.39,21.71,24.61,0.0
B_0016,2020-01-07,143.07,62.95,26.7,20.5,28.65,23.77,0.0
B_0017,2020-01-07,121.25,39.96,23.57,21.79,28.73,26.59,0.0
B_0018,2020-01-07,196.85,66.64,31.53,32.63,52.28,43.55,0.0
B_0019,2020-01-07,164.55,68.08,32.52,24.48,36.52,35.98,0.0
B_0020,2020-01-07,125.91,58.56,25.18,16.99,34.35,28.93,0.0
B_0021,2020-01-07,149.45,69.24,27.43,22.4,39.58,28.97,0.0
B_0022,2020-01-07,132.14,57.97,21.42,22.86,35.48,26.99,0.0
B_0023,2020-01-07,167.97,55.47,26.13,29.11,43.69,30.24,0.0
B_0024,2020-01-07,116.55,42.61,19.4,19.98,34.49,20.19,0.0
B_0025,2020-01-07,105.75,37.9,20.88,14.32,22.57,17.16,0.0
B_0026,2020-01-07,115.86,45.58,20.72,17.89,31.61,23.44,0.0
B_0027,2020-01-07,153.42,54.0,32.04,21.93,44.45,34.46,0.0
B_0028,2020-01-07,175.81,73.61,31.83,21.15,36.55,37.89,0.0
B_0029,2020-01-07,184.92,70.43,33.37,26.67,38.64,42.17,0.0
B_0030,2020-01-07,133.5,44.77,26.9,19.79,38.35,23.94,0.0
B_0031,2020-01-07,140.59,52.06,23.85,18.15,40.2,23.51,0.0
B_0032,2020-01-07,129.8,57.57,23.36,22.9,35.14,21.5,0.0
B_0033,2020-01-07,154.62,71.54,25.72,20.88,43.1,32.98,0.0
B_0034,2020-01-07,145.6,67.36,28.74,25.91,29.44,28.77,0.0
B_0035,2020-01-07,145.84,52.28,27.4,18.9,39.11,23.58,0.0
B_0036,2020-01-07,169.13,66.76,34.03,28.35,39.49,37.99,0.0
B_0037,2020-01-07,121.59,58.34,18.01,15.27,31.91,20.76,0.0
B_0038,2020-01-07,132.67,61.35,19.32,23.74,37.87,27.53,0.0
B_0039,2020-01-07,129.07,54.36,24.98,16.07,28.02,29.77,0.0
B_0040,2020-01-07,122.01,49.18,19.08,16.3,27.61,20.42,0.0
B_0041,2020-01-07,178.25,74.98,26.27,28.78,52.37,32.0,0.0
B_0042,2020-01-07,159.78,71.24,31.27,27.01,43.52,32.57,0.0
B_0043,2020-01-07,92.11,38.44,17.57,11.48,24.71,21.98,0.0
B_0044,2020-01-07,143.78,53.98,28.11,21.12,38.54,29.13,0.0
B_0045,2020-01-07,138.17,57.79,23.4,22.16,29.75,25.26,0.0
B_0046,2020-01-07,156.56,51.94,27.07,27.49,32.37,28.86,0.0
B_0047,2020-01-07,178.5,73.64,30.76,26.54,50.73,36.3,0.0
B_0048,2020-01-07,153.83,51.69,22.87,25.67,43.31,26.18,0.0
B_0049,2020-01-07,120.39,45.45,22.03,18.3,33.3,22.39,0.0
B_0050,2020-01-07,118.06,54.77,24.46,16.4,31.57,26.41,0.0
B_0051,2020-01-07,182.2,69.98,27.08,30.02,49.71,42.7,0.0
B_0052,2020-01-07,165.61,66.84,24.38,20.23,33.18,31.84,0.0
B_0053,2020-01-07,130.88,53.9,21.02,18.64,34.12,23.91,0.0
B_0054,2020-01-07,152.09,70.17,24.2,27.3,45.62,29.32,0.0
B_0055,2020-01-07,107.13,50.76,22.79,18.88,28.69,21.47,0.0
B_0056,2020-01-07,180.31,75.77,35.36,21.82,52.97,32.0,0.0
B_0057,2020-01-07,160.47,60.14,31.15,26.41,42.51,38.46,0.0
B_0058,2020-01-07,163.2,68.77,34.65,29.1,35.84,33.09,0.0
B_0059,2020-01-07,216.95,82.81,38.96,26.32,57.78,50.07,0.0
B_0060,2020-01-07,157.77,62.85,30.29,19.59,42.36,27.48,0.0
B_0061,2020-01-07,175.19,73.47,27.41,26.52,40.7,33.03,0.0
B_0062,2020-01-07,212.31,81.53,31.24,26.62,46.93,45.77,0.0
B_0063,2020-01-07,82.49,28.84,16.77,12.14,22.65,14.85,0.0
B_0064,2020-01-07,125.1,59.08,22.44,17.79,28.09,22.33,0.0
B_0065,2020-01-07,141.35,56.32,21.7,21.75,32.68,29.08,0.0
B_0066,2020-01-07,148.6,66.99,26.88,25.36,33.87,31.02,0.0
B_0067,2020-01-07,120.37,49.7,24.1,15.65,34.03,22.23,0.0
B_0068,2020-01-07,129.13,58.16,23.56,21.61,34.32,20.95,0.0
B_0069,2020-01-07,156.36,63.84,28.51,26.39,46.51,35.27,0.0
B_0070,2020-01-07,153.95,71.96,26.09,23.64,32.55,27.67,0.0
B_0071,2020-01-07,148.95,56.79,28.48,24.53,37.21,30.51,0.0
B_0072,2020-01-07,104.94,37.62,22.08,15.16,26.17,24.06,0.0
B_0073,2020-01-07,172.04,63.17,35.86,20.68,50.72,31.1,0.0
B_0074,2020-01-07,116.42,54.84,19.16,20.79,25.65,25.5,0.0
B_0075,2020-01-07,143.97,62.8,27.07,25.04,41.58,30.77,0.0
B_0076,2020-01-07,174.06,68.99,27.42,27.92,35.37,41.45,0.0
B_0077,2020-01-07,160.8,57.58,34.53,21.68,38.1,27.89,0.0
B_0078,2020-01-07,157.04,64.02,23.85,19.64,45.42,35.68,0.0
B_0079,2020-01-07,156.16,55.61,26.95,19.47,45.89,37.17,0.0
B_0080,2020-01-07,123.32,47.04,18.14,15.5,34.96,21.35,0.0
B_0081,2020-01-07,166.12,57.93,30.7,22.34,43.89,33.79,0.0
B_0082,2020-01-07,105.73,48.3,18.53,13.12,21.4,20.91,0.0
B_0083,2020-01-07,136.96,54.93,19.93,21.18,32.05,26.86,0.0
B_0084,2020-01-07,140.85,56.57,23.02,21.92,32.92,33.08,0.0
B_0085,2020-01-07,165.38,78.32,31.4,25.47,35.6,36.66,0.0
B_0086,2020-01-07,187.02,74.11,37.22,27.5,55.27,43.32,0.0
B_0087,2020-01-07,102.72,48.66,17.57,16.84,21.67,16.83,0.0
B_0088,2020-01-07,149.8,70.64,29.43,20.49,40.94,33.72,0.0
B_0089,2020-01-07,139.26,58.41,29.66,17.65,29.78,25.18,0.0
B_0090,2020-01-07,133.93,44.33,20.48,23.06,33.3,24.2,0.0
B_0091,2020-01-07,89.74,38.82,14.19,14.24,25.12,18.37,0.0
B_0092,2020-01-07,84.15,32.73,15.29,11.47,18.0,16.76,0.0
B_0093,2020-01-07,191.16,66.44,38.22,30.42,56.95,38.2,0.0
B_0094,2020-01-07,125.38,44.94,18.16,22.11,26.05,22.73,0.0
