building_id,year,month,total_energy_kwh,heating_energy_kwh,cooling_energy_kwh,lighting_energy_kwh,appliances_energy_kwh,energy_intensity_kwhm2
B_0007,2018,9,6809.0,2333.6,1970.0,1275.7,2290.5,5.86
B_0007,2018,10,7762.2,3355.4,2311.8,1353.2,2501.3,15.29
B_0007,2018,11,7767.4,2639.8,1779.7,1471.0,2736.3,5.81
B_0007,2018,12,5049.3,1904.8,610.6,961.4,1803.0,2.85
B_0007,2019,1,5036.8,2482.0,1096.5,1001.5,1871.0,5.4
B_0007,2019,2,6730.8,3887.5,1498.7,1293.7,2654.2,4.96
B_0007,2019,3,2698.6,1163.3,271.3,304.2,715.0,2.0
B_0007,2019,4,7877.2,3502.6,819.4,1074.8,2552.4,7.87
B_0007,2019,5,2595.6,788.4,767.0,263.6,959.5,1.6
B_0007,2019,6,8128.1,4791.1,979.7,918.1,2060.2,4.84
B_0007,2019,7,6227.6,2546.1,657.1,993.6,1939.4,3.2
B_0007,2019,8,3364.8,1958.7,339.8,540.1,1020.4,2.28
B_0007,2019,9,5153.4,2385.2,1009.5,662.2,1394.1,2.59
B_0007,2019,10,5372.9,2889.1,561.6,545.7,1784.5,3.68
B_0007,2019,11,4087.2,2369.4,970.9,541.9,1377.8,2.68
B_0007,2019,12,3855.5,2261.9,747.4,649.2,1240.1,3.12
B_0007,2020,1,6045.2,2864.9,1636.1,702.3,1456.3,4.27
B_0007,2020,2,7948.4,2396.6,1367.4,1371.8,1863.4,4.69
B_0007,2020,3,6275.9,2716.0,1571.2,1252.0,1929.9,5.0
B_0007,2020,4,2547.2,990.7,269.8,270.9,973.2,2.06
B_0007,2020,5,6126.9,1946.9,1594.8,992.6,1899.2,6.71
B_0007,2020,6,2593.9,1497.7,477.4,436.3,1023.9,3.64
B_0007,2020,7,7550.0,4422.5,1861.3,1154.9,1813.8,5.07
B_0007,2020,8,6604.5,3276.6,1902.7,750.5,1874.0,3.51
B_0007,2020,9,7279.9,3220.7,1887.4,1319.3,1731.0,7.18
B_0007,2020,10,3933.0,2176.8,539.5,750.5,830.2,4.08
B_0007,2020,11,3858.0,1887.3,1115.1,506.0,1316.9,2.42
B_0007,2020,12,5194.1,2213.7,869.7,913.2,1894.1,8.59
B_0007,2021,1,5722.0,2320.8,1006.2,1067.1,1857.9,8.78
B_0007,2021,2,3887.1,1496.1,915.8,764.3,1488.8,5.59
B_0007,2021,3,5289.3,2573.7,1552.4,647.2,1318.3,9.65
B_0007,2021,4,2861.3,1458.1,691.9,481.9,964.1,1.45
B_0007,2021,5,2189.1,753.2,557.6,291.1,711.6,2.06
B_0007,2021,6,2250.2,829.3,291.4,342.0,779.1,3.92
B_0007,2021,7,9015.7,4680.4,1999.2,1666.3,3549.3,6.18
B_0007,2021,8,6965.5,3168.4,1400.8,1151.2,1702.5,8.03
B_0007,2021,9,6010.8,2123.4,1749.7,898.3,1992.3,3.47
B_0007,2021,10,1764.5,802.8,204.7,267.4,474.3,1.14
B_0007,2021,11,3920.0,1206.6,1128.3,776.2,1076.6,5.17
B_0007,2021,12,8613.2,4085.3,1091.5,1322.4,1884.1,4.69
B_0007,2022,1,7982.6,3838.7,1263.3,1242.1,2285.6,7.24
B_0007,2022,2,6416.4,2090.9,1213.3,683.9,2032.8,12.24
B_0007,2022,3,7396.6,3844.1,1206.2,769.2,2142.0,5.06
B_0007,2022,4,3117.1,989.6,582.8,429.4,1114.0,2.32
B_0007,2022,5,7116.6,3003.3,1449.3,953.1,2359.3,12.31
B_0007,2022,6,7839.6,3146.8,2332.2,1448.2,2769.0,4.84
B_0007,2022,7,4105.2,1274.6,875.9,530.3,1530.5,4.01
B_0007,2022,8,7536.4,4302.3,1528.8,1402.5,2531.9,4.38
B_0007,2022,9,4971.8,2701.0,1135.6,848.6,1503.7,2.88
B_0007,2022,10,2317.5,768.8,551.0,357.0,791.2,1.48
B_0007,2022,11,2787.1,968.6,458.9,353.9,1074.9,3.92
B_0007,2022,12,6065.3,2810.5,1817.4,793.3,1271.3,3.16
B_0008,2018,1,4610.6,2042.4,772.5,692.7,1485.9,6.55
B_0008,2018,2,10220.6,3403.1,2969.6,1143.9,2799.0,6.92
B_0008,2018,3,3788.3,2261.5,991.4,658.3,1491.1,2.96
B_0008,2018,4,4877.0,2543.5,910.7,776.6,1712.6,3.13
B_0008,2018,5,7566.1,2843.7,1026.3,981.1,1931.4,4.74
B_0008,2018,6,10567.5,5267.8,1155.5,1264.4,2323.5,9.12
B_0008,2018,7,7042.9,2677.4,1289.1,1289.6,2663.5,7.13
B_0008,2018,8,6411.4,3217.6,1211.1,1218.5,1363.8,8.96
B_0008,2018,9,8178.2,4879.4,1536.7,1296.8,3165.5,15.04
B_0008,2018,10,6200.7,3329.2,704.3,866.6,1858.5,6.96
B_0008,2018,11,4703.5,1693.4,1273.7,937.0,1675.2,2.89
B_0008,2018,12,2480.8,1149.2,480.4,358.4,555.9,4.67
B_0008,2019,1,5738.1,2466.9,1331.6,1015.2,1545.8,4.13
B_0008,2019,2,6766.9,2066.7,1261.3,731.7,2650.1,6.07
B_0008,2019,3,4287.1,2503.3,480.4,504.7,930.5,4.83
B_0008,2019,4,7553.8,2838.8,856.0,989.6,1511.0,5.87
B_0008,2019,5,2488.9,1120.4,393.9,445.2,975.9,1.48
B_0008,2019,6,9613.8,4073.5,1898.3,1426.6,2463.2,15.37
B_0008,2019,7,2229.7,978.3,254.5,245.2,638.9,2.04
B_0008,2019,8,7261.9,2528.8,1933.2,1039.7,2297.5,5.33
B_0008,2019,9,4448.0,1507.9,501.2,538.8,1091.0,3.58
B_0008,2019,10,5616.8,2996.5,613.5,959.1,2108.1,5.17
B_0008,2019,11,3811.5,1167.8,687.2,483.7,1030.9,2.42
B_0008,2019,12,9306.6,3895.4,1175.1,1385.2,2980.4,5.25
B_0008,2020,1,6423.2,3490.5,690.4,1057.6,2133.0,4.64
B_0008,2020,2,8651.5,3481.6,2275.7,1321.7,2997.6,7.03
B_0008,2020,3,8027.9,4025.9,1670.1,1397.3,3207.3,7.8
B_0008,2020,4,4151.9,1660.1,593.5,626.7,1018.2,2.43
B_0008,2020,5,6317.2,2877.0,931.4,1059.4,2195.7,3.4
B_0008,2020,6,3784.7,1141.4,600.5,467.3,1503.3,2.25
B_0008,2020,7,9702.9,4784.4,1601.3,1292.6,2890.1,16.56
B_0008,2020,8,7056.7,3586.5,1894.3,760.7,2178.7,4.67
B_0008,2020,9,7055.0,2639.8,1973.6,1215.3,1881.8,4.47
B_0008,2020,10,5119.8,2995.0,1380.1,915.1,1153.4,3.58
B_0008,2020,11,3686.5,1114.7,614.4,542.3,1128.0,3.01
B_0008,2020,12,9088.9,4466.3,950.3,1182.3,2450.4,8.58
B_0008,2021,1,6744.8,3097.0,1525.8,821.2,2023.4,11.45
B_0008,2021,2,6999.2,3014.6,1661.8,984.1,1491.6,4.03
B_0008,2021,3,3601.1,1296.1,736.7,566.7,1325.8,6.35
B_0008,2021,4,4486.2,2294.0,1241.8,883.9,1303.5,5.21
B_0008,2021,5,7069.6,2797.2,1298.5,1040.7,1922.5,6.43
B_0008,2021,6,5870.6,2567.2,1151.8,635.1,2342.1,5.31
B_0008,2021,7,7898.9,4402.0,1416.0,1164.0,2832.2,4.27
B_0008,2021,8,6787.2,3732.2,1866.7,1259.4,1824.2,3.55
B_0008,2021,9,2906.9,1230.7,672.4,474.0,1095.5,2.29
B_0008,2021,10,6714.4,3354.0,1508.7,1055.5,2038.4,5.51
B_0008,2021,11,8312.6,4703.7,1043.8,1643.4,2495.5,5.31
B_0008,2021,12,10083.3,3888.5,1207.1,1609.9,2684.0,13.43
B_0008,2022,1,4560.4,1929.7,1318.0,785.1,1693.5,3.29
B_0008,2022,2,3722.7,1754.0,1054.1,468.1,1035.5,4.18
B_0008,2022,3,7135.0,3264.2,1217.8,1301.6,1917.5,4.63
B_0008,2022,4,4280.5,2075.7,882.5,689.7,1105.5,6.67
B_0008,2022,5,7423.6,3323.9,2156.0,1192.6,2862.9,8.79
B_0008,2022,6,6471.2,2035.6,913.3,1191.4,1826.7,3.81
B_0008,2022,7,7848.4,4271.5,1012.0,1164.9,1573.9,6.43
B_0008,2022,8,9089.2,3263.9,1172.6,1557.2,3234.9,4.85
B_0008,2022,9,2980.7,1508.4,578.3,369.0,902.6,2.83
B_0008,2022,10,4212.8,2315.4,1233.3,618.2,1316.7,3.23
B_0008,2022,11,4914.0,1769.1,578.1,764.4,1839.5,6.25
B_0008,2022,12,6225.0,3505.0,740.2,1157.9,1676.6,5.54
B_0009,2018,1,10985.8,4730.5,2844.2,1867.1,3290.8,6.05
B_0009,2018,2,6838.6,2125.6,1816.9,1285.5,2527.0,7.02
B_0009,2018,3,5211.9,2142.3,970.6,723.3,1139.2,8.03
B_0009,2018,4,8112.3,2717.8,1130.6,1189.4,2779.2,5.21
B_0009,2018,5,3251.1,1033.7,532.9,428.7,1028.3,3.94
B_0009,2018,6,6128.1,2016.8,1835.6,1142.5,1748.7,7.32
B_0009,2018,7,8606.4,2793.2,1676.7,1628.0,2325.1,6.68
B_0009,2018,8,4479.2,1725.0,451.1,783.8,1108.8,2.33
B_0009,2018,9,7294.1,2954.6,1106.4,977.2,2349.6,7.74
B_0009,2018,10,6819.4,3030.3,1562.1,1227.1,2014.3,4.44
B_0009,2018,11,3742.6,1989.6,466.8,617.2,1371.9,5.53
B_0009,2018,12,7331.0,2442.9,1376.6,1438.1,2157.7,4.3
B_0009,2019,1,4048.3,1910.4,1041.2,706.0,1590.3,4.25
B_0009,2019,2,7658.7,3282.0,2151.6,1240.3,2127.7,6.88
B_0009,2019,3,4838.2,1456.7,708.6,808.2,1609.4,2.44
B_0009,2019,4,7357.3,2222.3,1011.4,1077.1,2114.1,8.29
B_0009,2019,5,7285.1,3491.9,864.2,1273.8,2730.8,9.49
B_0009,2019,6,4711.4,2016.8,1121.3,885.6,1538.6,4.1
B_0009,2019,7,6159.3,3611.3,1483.2,1029.8,1281.4,10.02
B_0009,2019,8,7156.4,4289.3,1258.0,934.7,2417.2,3.71
B_0009,2019,9,6690.7,3823.2,852.1,945.9,2533.3,13.05
B_0009,2019,10,7446.8,2358.2,1974.5,988.5,1672.9,4.17
B_0009,2019,11,3465.1,1477.1,652.5,627.9,756.7,2.05
B_0009,2019,12,7095.8,2529.2,846.1,971.0,1569.0,5.36
B_0009,2020,1,7666.3,3387.4,2186.5,801.5,2696.5,15.23
B_0009,2020,2,3320.5,1948.2,495.8,642.6,932.5,1.68
B_0009,2020,3,6981.9,3461.4,2075.4,880.6,1713.4,3.74
B_0009,2020,4,7401.9,3466.5,1766.9,1093.8,2128.7,8.16
B_0009,2020,5,3020.5,1787.3,804.7,541.3,973.9,1.66
B_0009,2020,6,7514.5,3485.9,1848.8,1423.6,1648.5,4.35
B_0009,2020,7,5950.4,3499.5,1309.6,768.5,1682.8,6.49
B_0009,2020,8,9499.0,3160.1,2500.5,1232.1,2208.6,15.31
B_0009,2020,9,6831.2,2779.9,741.9,1174.0,1759.2,12.55
B_0009,2020,10,3338.6,1873.1,422.4,500.7,670.8,1.68
B_0009,2020,11,6555.7,2049.6,1530.8,683.2,1634.8,3.96
B_0009,2020,12,7707.4,2358.3,1973.7,1014.3,2322.1,10.43
B_0009,2021,1,8054.4,3312.1,2021.7,922.4,2038.3,11.27
B_0009,2021,2,8931.5,4100.7,950.8,1411.1,2714.8,5.84
B_0009,2021,3,7840.3,4211.9,1487.8,1156.4,2750.5,5.58
B_0009,2021,4,6711.9,3415.5,1633.5,1190.1,2085.8,4.24
B_0009,2021,5,3548.6,1535.8,1021.4,550.5,993.4,2.66
B_0009,2021,6,3954.6,1362.1,833.8,415.3,1202.7,7.32
B_0009,2021,7,6666.7,3898.4,1288.3,722.0,2003.7,4.76
B_0009,2021,8,4148.7,1635.4,884.2,566.1,1313.1,7.7
B_0009,2021,9,2620.0,1209.9,329.4,307.2,1040.1,1.87
B_0009,2021,10,6303.7,1918.7,1539.5,887.6,2334.8,3.93
B_0009,2021,11,5096.9,2444.3,773.6,792.7,1055.0,4.63
B_0009,2021,12,7710.7,2427.4,863.2,1315.5,2096.7,6.6
B_0009,2022,1,6141.7,1938.4,923.0,1124.8,1335.5,3.7
B_0009,2022,2,5219.6,1572.8,555.9,912.6,1496.4,3.39
B_0009,2022,3,4749.7,2486.1,633.5,760.8,1301.1,7.72
B_0009,2022,4,8444.1,3333.3,970.0,850.3,3013.0,6.28
B_0009,2022,5,2889.3,870.6,312.7,319.5,607.9,3.29
B_0009,2022,6,6654.0,3423.5,1057.5,912.8,1703.6,4.17
B_0009,2022,7,2706.2,1065.7,739.7,348.5,773.5,1.66
B_0009,2022,8,4581.6,2404.4,490.5,655.8,1382.9,7.48
B_0009,2022,9,5944.9,2116.0,1734.4,666.5,1850.8,6.3
B_0009,2022,10,5420.2,1843.4,849.5,919.3,1512.7,6.41
B_0009,2022,11,6966.1,3519.2,1008.2,698.4,2591.9,7.09
B_0009,2022,12,10320.5,4738.2,1799.5,1492.8,2986.3,10.01
B_0010,2018,1,10192.0,5333.9,1348.4,1506.5,2890.8,17.34
B_0010,2018,2,4768.6,2317.3,895.3,908.1,1421.6,6.56
B_0010,2018,3,7008.4,2260.1,1366.4,1149.4,2334.4,5.67
B_0010,2018,4,5522.4,2749.5,1132.0,848.5,1208.6,5.29
B_0010,2018,5,8060.5,3655.3,1371.9,1534.5,2847.9,4.41
B_0010,2018,6,7401.6,4408.4,1025.0,1353.7,2118.2,4.73
B_0010,2018,7,5653.9,3021.5,1665.3,916.2,1296.9,3.57
B_0010,2018,8,4168.3,2426.7,1140.9,765.9,1290.6,4.06
B_0010,2018,9,6509.5,3290.7,1849.2,700.3,2520.4,5.49
B_0010,2018,10,4053.1,1479.9,729.5,530.5,1499.6,3.54
B_0010,2018,11,7447.1,3046.7,949.3,1197.5,1652.0,10.64
B_0010,2018,12,3772.4,1909.5,934.9,688.7,1089.2,4.2
B_0010,2019,1,8542.8,5024.0,1947.1,1557.2,2186.6,4.58
B_0010,2019,2,7772.8,2351.8,1372.1,1382.1,2651.2,9.08
B_0010,2019,3,5893.1,3327.3,1176.2,844.5,1420.1,8.35
B_0010,2019,4,5275.2,2764.9,926.0,622.6,1739.3,3.64
B_0010,2019,5,7164.2,4123.5,810.4,1267.0,2105.4,6.33
B_0010,2019,6,6010.5,3541.8,1367.0,1150.6,2096.2,9.71
B_0010,2019,7,5250.8,3040.9,1101.2,659.7,1300.6,2.95
B_0010,2019,8,7050.3,2120.3,2067.6,1003.2,2781.1,3.8
B_0010,2019,9,2351.5,1280.0,506.2,274.3,476.3,1.62
B_0010,2019,10,5642.9,3021.8,1528.1,990.8,1382.3,3.11
B_0010,2019,11,3284.5,1507.7,650.2,512.0,1247.4,2.51
B_0010,2019,12,2608.1,918.7,724.3,364.3,826.2,1.39
B_0010,2020,1,8935.0,3329.4,900.0,1100.1,3105.9,5.28
B_0010,2020,2,5690.9,2156.3,975.0,684.4,1423.6,5.28
B_0010,2020,3,8411.6,2531.3,1772.0,953.4,2888.4,6.15
B_0010,2020,4,6670.7,3194.8,1998.8,1229.7,2188.4,7.81
B_0010,2020,5,8943.2,3409.7,1455.2,978.7,3529.9,6.31
B_0010,2020,6,4270.0,2024.9,1237.3,819.4,1457.5,4.0
B_0010,2020,7,5346.2,2420.5,1046.2,571.1,1557.0,7.34
B_0010,2020,8,3755.2,1846.2,545.2,661.3,996.5,4.85
B_0010,2020,9,2918.7,883.9,506.2,519.6,1059.3,3.36
B_0010,2020,10,3670.5,1334.4,565.0,645.7,890.0,2.54
B_0010,2020,11,8417.0,4795.3,2348.4,1619.3,2515.9,9.9
B_0010,2020,12,8070.3,3581.6,1173.6,881.0,1996.0,4.35
B_0010,2021,1,10766.5,4033.7,2572.6,2068.3,2479.7,5.5
B_0010,2021,2,5864.3,3021.1,1286.0,957.9,1530.0,5.47
B_0010,2021,3,6509.5,3552.9,1606.1,750.8,1823.9,5.45
B_0010,2021,4,8658.2,3458.3,1446.9,1320.2,2128.0,6.33
B_0010,2021,5,2868.5,966.3,810.3,495.2,643.3,2.29
B_0010,2021,6,10762.4,3478.6,1457.1,1704.2,3149.0,20.57
B_0010,2021,7,8432.9,3445.7,1831.2,1132.6,2009.9,14.16
B_0010,2021,8,6220.3,2964.9,951.1,1002.6,2465.4,5.39
B_0010,2021,9,4343.1,2311.9,1054.0,667.4,1061.4,2.21
B_0010,2021,10,4650.4,1652.4,1363.5,918.3,1627.3,7.17
B_0010,2021,11,3509.6,1891.0,397.1,379.8,1335.1,1.98
B_0010,2021,12,5202.8,1764.3,986.9,684.3,1522.0,4.14
B_0010,2022,1,7717.0,3002.2,2034.9,1166.0,2306.1,4.61
B_0010,2022,2,10098.1,3490.1,2787.3,1618.0,3090.7,7.02
B_0010,2022,3,5177.6,2599.8,1291.2,785.3,1349.1,3.47
B_0010,2022,4,4460.5,2104.9,1296.0,731.7,933.4,4.26
B_0010,2022,5,8728.3,3599.3,1749.2,1089.7,2967.7,5.76
B_0010,2022,6,9880.2,3579.4,1071.5,1035.1,3275.5,12.2
B_0010,2022,7,2947.8,1254.0,807.7,384.8,775.3,1.76
B_0010,2022,8,9003.9,3254.7,1143.0,1669.4,2656.7,4.55
B_0010,2022,9,4098.4,2444.2,839.5,782.1,1251.8,2.96
B_0010,2022,10,4608.7,2165.0,715.7,558.7,941.8,4.62
B_0010,2022,11,4909.7,1619.7,1023.9,825.2,1036.5,2.73
B_0010,2022,12,2624.4,1227.9,502.6,275.5,833.9,2.38
B_0011,2018,1,11269.8,3655.4,2902.2,1670.1,4057.7,14.68
B_0011,2018,2,7704.8,4411.5,1918.2,1387.1,2686.1,4.21
B_0011,2018,3,7640.4,2587.3,1645.1,1296.3,1585.0,5.42
B_0011,2018,4,3169.9,1071.3,547.2,462.0,835.8,2.29
B_0011,2018,5,4038.0,1652.7,749.6,684.7,1075.5,2.27
B_0011,2018,6,3265.1,1333.5,649.0,560.5,735.6,4.61
B_0011,2018,7,6892.6,2484.9,1777.7,825.7,2004.6,4.62
B_0011,2018,8,10555.9,4103.3,1188.3,1424.9,3454.7,5.85
B_0011,2018,9,7111.0,2763.7,1928.8,1075.0,2712.1,3.66
B_0011,2018,10,4644.0,1552.2,1024.2,538.8,1765.3,4.99
B_0011,2018,11,3166.0,1695.2,589.8,374.3,873.9,2.41
B_0011,2018,12,7036.0,3395.1,1985.6,1280.3,1607.8,4.88
B_0011,2019,1,10427.6,4752.2,3039.4,1656.9,2498.4,12.15
B_0011,2019,2,6216.3,3670.6,1500.4,965.1,1651.4,3.71
B_0011,2019,3,3845.4,1818.3,427.8,412.6,952.8,3.3
B_0011,2019,4,3049.6,1782.4,471.6,589.3,615.9,2.88
B_0011,2019,5,5919.8,3246.6,1116.9,765.0,1618.8,3.34
B_0011,2019,6,2937.5,1582.7,768.0,417.8,694.5,2.28
B_0011,2019,7,3242.1,1041.0,696.4,570.1,1065.8,2.7
B_0011,2019,8,5020.9,1554.1,846.5,717.7,1894.5,5.08
B_0011,2019,9,5658.2,1810.5,1549.0,710.2,1827.7,4.95
B_0011,2019,10,6976.2,2110.8,1803.1,1219.3,1610.7,3.51
B_0011,2019,11,2676.1,1003.4,296.5,280.6,592.9,1.77
B_0011,2019,12,5230.9,1761.7,666.6,730.7,1576.6,6.69
B_0011,2020,1,4967.6,2344.8,1419.6,650.7,1576.1,2.83
B_0011,2020,2,5427.1,1895.3,1243.5,654.3,1341.8,7.1
B_0011,2020,3,7191.6,3911.5,939.5,1038.5,2709.3,6.17
B_0011,2020,4,6219.9,3433.6,970.1,675.5,2397.6,5.27
B_0011,2020,5,3504.5,1328.2,709.7,544.9,1283.8,2.1
B_0011,2020,6,5649.1,2024.6,1096.6,900.3,1243.2,5.7
B_0011,2020,7,6336.5,3469.0,1687.5,916.5,1803.7,7.79
B_0011,2020,8,9346.1,5576.8,1791.8,1465.0,3406.1,11.42
B_0011,2020,9,5798.5,2110.0,602.4,1124.2,1294.9,5.73
B_0011,2020,10,2733.8,1002.3,312.1,471.9,587.2,1.37
B_0011,2020,11,5072.9,2113.2,1311.7,560.2,1670.0,2.83
B_0011,2020,12,7411.6,2816.9,1957.3,793.4,2733.2,4.59
B_0011,2021,1,7675.2,2887.1,2270.4,1056.4,2720.5,3.97
B_0011,2021,2,2947.3,897.2,551.4,528.8,1006.0,3.81
B_0011,2021,3,4765.6,1589.2,619.0,804.9,1213.8,2.73
B_0011,2021,4,6750.0,2432.1,740.8,1339.6,2222.8,12.89
B_0011,2021,5,7695.3,2529.3,1025.3,1318.4,1721.3,6.29
B_0011,2021,6,4331.9,1863.3,557.9,717.9,1658.9,2.42
B_0011,2021,7,2837.7,1234.6,600.9,439.8,721.7,2.71
B_0011,2021,8,6093.8,2741.7,1227.2,916.8,1450.3,4.49
B_0011,2021,9,3653.3,1398.7,599.6,703.4,942.3,4.23
B_0011,2021,10,8365.0,4474.3,1613.9,881.4,2883.4,5.73
B_0011,2021,11,4975.7,2745.0,861.3,639.2,1364.3,3.21
B_0011,2021,12,3061.5,1704.3,824.7,309.2,987.2,2.93
B_0011,2022,1,5314.4,2819.8,924.3,1020.0,1159.0,4.01
B_0011,2022,2,4907.5,1874.6,1035.9,949.4,1090.4,3.94
B_0011,2022,3,4136.3,1710.6,1049.1,436.5,1510.1,7.15
B_0011,2022,4,2931.7,1132.4,660.4,420.9,912.8,3.4
B_0011,2022,5,7822.3,4424.9,887.1,1171.2,2110.4,4.84
B_0011,2022,6,6542.9,2403.2,1583.7,908.5,2027.7,4.96
B_0011,2022,7,3650.4,1957.3,400.1,451.7,800.6,4.71
B_0011,2022,8,4521.2,1906.7,998.0,797.6,1387.5,4.56
B_0011,2022,9,6823.3,3242.7,1728.6,1122.1,1790.5,3.6
B_0011,2022,10,4242.9,1992.8,1040.8,728.0,1078.7,2.43
B_0011,2022,11,2595.2,1423.1,446.4,329.1,953.3,2.75
B_0011,2022,12,7181.1,3575.6,1410.5,754.3,2403.1,4.35
B_0012,2018,1,5673.6,2569.2,923.6,1090.0,1321.4,4.47
B_0012,2018,2,8135.0,4125.2,2358.6,1183.4,2701.2,5.62
B_0012,2018,3,3460.4,1463.4,374.0,376.3,1202.4,1.88
B_0012,2018,4,2124.7,952.7,327.6,392.8,610.0,2.19
B_0012,2018,5,4377.5,1793.3,1065.4,561.2,1551.3,6.62
B_0012,2018,6,7362.7,3322.1,871.2,937.5,1854.2,4.17
B_0012,2018,7,5655.3,1810.0,988.9,1072.8,1216.1,6.75
B_0012,2018,8,2623.8,1415.0,552.0,428.0,805.3,1.57
B_0012,2018,9,4268.0,1762.3,1222.8,588.3,1059.4,4.97
B_0012,2018,10,6660.6,3434.7,1365.7,1329.1,2381.1,6.95
B_0012,2018,11,5023.7,2077.8,991.2,528.8,1858.6,4.32
B_0012,2018,12,5837.0,1960.7,1630.1,829.4,1365.1,4.28
B_0012,2019,1,3787.9,1571.1,1120.8,471.3,865.6,3.17
B_0012,2019,2,9574.3,3796.2,1923.7,1445.2,3015.5,10.96
B_0012,2019,3,3325.4,1123.7,545.1,475.1,1083.3,3.09
B_0012,2019,4,5052.0,1733.7,581.4,519.4,1228.1,7.42
B_0012,2019,5,5401.9,2537.0,669.5,688.0,1080.4,5.68
B_0012,2019,6,6139.7,2209.1,1765.8,733.1,2451.4,7.26
B_0012,2019,7,8445.4,4656.1,1075.0,1013.8,2509.5,9.88
B_0012,2019,8,6875.7,2093.3,892.5,949.6,2407.1,7.89
B_0012,2019,9,5610.0,1971.9,986.9,1118.5,1360.9,3.14
B_0012,2019,10,3285.0,1302.3,825.6,355.5,973.8,4.94
B_0012,2019,11,5438.5,1841.8,1307.6,917.9,1897.9,3.26
B_0012,2019,12,5239.9,2851.3,875.8,626.2,2003.7,8.12
B_0012,2020,1,8337.9,4150.3,2462.8,1095.3,2021.3,9.28
B_0012,2020,2,6973.5,2883.5,1664.8,1074.0,2209.0,5.9
B_0012,2020,3,3152.6,1738.9,623.5,318.3,1106.2,6.01
B_0012,2020,4,8182.2,2937.6,1638.0,935.7,1969.5,5.12
B_0012,2020,5,4721.9,2634.7,1271.8,901.9,1475.0,4.26
B_0012,2020,6,6388.6,1926.3,1544.5,800.9,2021.5,5.2
B_0012,2020,7,3620.8,2086.7,883.2,513.6,906.3,3.23
B_0012,2020,8,5553.8,2803.9,582.2,1069.4,1270.1,4.36
B_0012,2020,9,5678.5,3402.8,745.1,701.3,2131.2,3.19
B_0012,2020,10,3644.5,2105.3,407.5,700.8,1158.4,1.97
B_0012,2020,11,3785.7,2183.4,582.9,699.7,879.1,6.54
B_0012,2020,12,3868.7,1587.3,518.1,491.7,1246.3,2.85
B_0012,2021,1,8154.9,3642.6,988.0,1492.6,1643.6,5.08
B_0012,2021,2,3443.5,1202.5,601.2,587.4,726.7,3.8
B_0012,2021,3,5517.4,2947.4,777.5,571.6,1741.0,3.67
B_0012,2021,4,4172.1,1466.8,691.3,441.8,1531.1,3.2
B_0012,2021,5,7114.7,2251.3,2000.4,949.4,1930.1,4.06
B_0012,2021,6,7951.9,2705.5,2154.4,1218.5,2268.1,5.87
B_0012,2021,7,4623.0,2210.2,1161.8,721.9,1754.5,3.5
B_0012,2021,8,9327.2,4607.4,2428.0,1704.1,2760.7,5.14
B_0012,2021,9,2518.7,1305.0,476.1,469.2,967.6,2.51
B_0012,2021,10,4970.5,2749.8,594.8,568.1,1139.2,2.88
B_0012,2021,11,7023.0,2147.4,2075.9,1010.4,1599.7,5.58
B_0012,2021,12,4379.1,2536.1,517.9,525.2,1688.3,4.44
B_0012,2022,1,2181.8,1218.2,269.4,244.7,706.4,4.17
B_0012,2022,2,5954.3,2518.1,1073.8,996.2,1539.0,4.57
B_0012,2022,3,5197.6,2972.5,1027.2,984.2,2018.8,4.46
B_0012,2022,4,7862.6,3525.4,2022.7,1324.1,2083.2,4.06
B_0012,2022,5,3349.4,1750.9,831.5,493.3,1196.8,2.51
B_0012,2022,6,4202.0,2006.2,1249.4,758.0,1291.3,5.03
B_0012,2022,7,5238.7,2581.4,1098.3,885.0,1381.8,10.39
B_0012,2022,8,8902.0,4020.0,2463.7,984.3,2235.4,5.72
B_0012,2022,9,5416.5,2688.6,574.3,568.5,1971.5,8.49
B_0012,2022,10,2628.0,1330.8,282.0,458.9,838.5,2.17
B_0012,2022,11,6266.3,2581.7,748.1,765.4,1271.0,3.64
B_0012,2022,12,6893.7,4071.8,1209.3,849.8,2503.2,10.5
B_0013,2018,1,7073.9,2975.1,1883.1,1020.4,1449.1,13.62
B_0013,2018,2,8170.9,3336.4,988.6,1495.8,2304.4,13.28
B_0013,2018,3,4390.3,1441.7,789.3,713.8,1345.1,2.77
B_0013,2018,4,6476.4,1983.9,1916.5,1157.2,2408.2,6.48
B_0013,2018,5,3483.2,1824.3,869.3,426.0,1138.3,4.22
B_0013,2018,6,6891.3,2534.7,1164.1,880.6,1387.7,8.55
B_0013,2018,7,6435.4,3464.5,1552.8,1054.9,1716.5,6.46
B_0013,2018,8,2501.0,1425.5,540.3,498.2,523.4,1.5
B_0013,2018,9,2180.4,1223.5,429.6,337.4,442.3,2.94
B_0013,2018,10,3713.5,2029.7,961.8,728.3,837.0,2.5
B_0013,2018,11,6285.2,3123.3,1106.9,846.2,1414.4,5.01
B_0013,2018,12,5277.3,2416.5,1195.8,994.4,1872.8,2.71
B_0013,2019,1,5834.4,3086.3,1279.9,866.8,1837.2,5.52
B_0013,2019,2,2553.9,1524.3,268.3,475.4,595.3,1.57
B_0013,2019,3,2080.4,1006.2,384.6,301.0,487.8,1.99
B_0013,2019,4,5019.0,2394.4,938.4,657.0,1730.2,2.71
B_0013,2019,5,2417.8,1140.6,309.3,451.4,935.0,4.16
