building_id,timestamp,occupancy_count,occupancy_density_per_m2,activity_level,occupancy_type
B_0072,2020-01-06,12,0.006,low,commercial
B_0073,2020-01-06,2,0.0036,low,commercial
B_0074,2020-01-06,16,0.0085,low,mixed
B_0075,2020-01-06,13,0.0159,low,residential
B_0076,2020-01-06,0,0.0,low,mixed
B_0077,2020-01-06,22,0.0132,low,mixed
B_0078,2020-01-06,11,0.0113,low,residential
B_0079,2020-01-06,11,0.0092,low,residential
B_0080,2020-01-06,23,0.0148,low,commercial
B_0081,2020-01-06,36,0.0409,low,mixed
B_0082,2020-01-06,4,0.0035,low,commercial
B_0083,2020-01-06,10,0.0097,low,residential
B_0084,2020-01-06,3,0.0022,low,residential
B_0085,2020-01-06,10,0.0082,low,mixed
B_0086,2020-01-06,0,0.0,low,mixed
B_0087,2020-01-06,18,0.0093,low,mixed
B_0088,2020-01-06,15,0.0188,low,residential
B_0089,2020-01-06,21,0.0106,low,mixed
B_0090,2020-01-06,15,0.0089,low,residential
B_0091,2020-01-06,3,0.0015,low,mixed
B_0092,2020-01-06,19,0.0141,low,residential
B_0093,2020-01-06,12,0.0089,low,commercial
B_0094,2020-01-06,3,0.0039,low,residential
B_0095,2020-01-06,0,0.0,low,commercial
B_0096,2020-01-06,0,0.0,low,commercial
B_0097,2020-01-06,0,0.0,low,commercial
B_0098,2020-01-06,10,0.0131,low,residential
B_0099,2020-01-06,0,0.0,low,residential
B_0100,2020-01-06,2,0.0011,low,commercial
B_0001,2020-01-07,8,0.0079,low,mixed
B_0002,2020-01-07,0,0.0,low,commercial
B_0003,2020-01-07,6,0.0044,low,mixed
B_0004,2020-01-07,0,0.0,low,commercial
B_0005,2020-01-07,19,0.024,low,residential
B_0006,2020-01-07,16,0.0088,low,residential
B_0007,2020-01-07,0,0.0,low,mixed
B_0008,2020-01-07,13,0.0078,low,mixed
B_0009,2020-01-07,29,0.0179,low,commercial
B_0010,2020-01-07,15,0.0296,low,mixed
B_0011,2020-01-07,1,0.002,low,residential
B_0012,2020-01-07,10,0.0053,low,residential
B_0013,2020-01-07,0,0.0,low,commercial
B_0014,2020-01-07,19,0.0324,low,residential
B_0015,2020-01-07,21,0.0334,low,residential
B_0016,2020-01-07,0,0.0,low,mixed
B_0017,2020-01-07,47,0.0679,low,commercial
B_0018,2020-01-07,24,0.0355,low,mixed
B_0019,2020-01-07,8,0.007,low,residential
B_0020,2020-01-07,14,0.0214,low,commercial
B_0021,2020-01-07,13,0.0093,low,residential
B_0022,2020-01-07,12,0.0104,low,commercial
B_0023,2020-01-07,0,0.0,low,mixed
B_0024,2020-01-07,12,0.0136,low,mixed
B_0025,2020-01-07,10,0.0065,low,mixed
B_0026,2020-01-07,9,0.0047,low,mixed
B_0027,2020-01-07,23,0.0122,low,commercial
B_0028,2020-01-07,1,0.0009,low,mixed
B_0029,2020-01-07,35,0.0188,low,commercial
B_0030,2020-01-07,0,0.0,low,mixed
B_0031,2020-01-07,9,0.0073,low,residential
B_0032,2020-01-07,0,0.0,low,mixed
B_0033,2020-01-07,16,0.0112,low,mixed
B_0034,2020-01-07,25,0.0128,low,residential
B_0035,2020-01-07,18,0.0162,low,residential
B_0036,2020-01-07,10,0.0054,low,commercial
B_0037,2020-01-07,21,0.019,low,mixed
B_0038,2020-01-07,0,0.0,low,residential
B_0039,2020-01-07,8,0.0053,low,residential
B_0040,2020-01-07,6,0.0054,low,residential
B_0041,2020-01-07,7,0.0073,low,commercial
B_0042,2020-01-07,21,0.026,low,mixed
B_0043,2020-01-07,19,0.0193,low,commercial
B_0044,2020-01-07,43,0.0402,low,mixed
B_0045,2020-01-07,13,0.0081,low,commercial
B_0046,2020-01-07,22,0.0135,low,mixed
B_0047,2020-01-07,0,0.0,low,residential
B_0048,2020-01-07,0,0.0,low,commercial
B_0049,2020-01-07,6,0.0044,low,commercial
B_0050,2020-01-07,11,0.0174,low,residential
B_0051,2020-01-07,32,0.0219,low,mixed
B_0052,2020-01-07,9,0.0123,low,commercial
B_0053,2020-01-07,29,0.0294,low,commercial
B_0054,2020-01-07,12,0.0075,low,residential
B_0055,2020-01-07,9,0.0157,low,commercial
B_0056,2020-01-07,2,0.0013,low,commercial
B_0057,2020-01-07,8,0.015,low,commercial
B_0058,2020-01-07,9,0.0047,low,commercial
B_0059,2020-01-07,33,0.0377,low,mixed
B_0060,2020-01-07,25,0.0147,low,commercial
B_0061,2020-01-07,21,0.0163,low,mixed
B_0062,2020-01-07,40,0.0297,medium,commercial
B_0063,2020-01-07,18,0.0111,low,mixed
B_0064,2020-01-07,17,0.0163,low,commercial
B_0065,2020-01-07,22,0.0353,low,residential
B_0066,2020-01-07,33,0.0176,low,commercial
B_0067,2020-01-07,5,0.0085,low,residential
B_0068,2020-01-07,5,0.0038,low,commercial
B_0069,2020-01-07,13,0.007,low,residential
B_0070,2020-01-07,19,0.0181,low,mixed
B_0071,2020-01-07,9,0.0072,low,mixed
B_0072,2020-01-07,22,0.0206,low,mixed
B_0073,2020-01-07,6,0.0039,low,residential
B_0074,2020-01-07,0,0.0,low,residential
B_0075,2020-01-07,21,0.0151,low,commercial
B_0076,2020-01-07,0,0.0,low,residential
B_0077,2020-01-07,18,0.0104,low,commercial
B_0078,2020-01-07,24,0.0129,low,mixed
B_0079,2020-01-07,6,0.0044,low,residential
B_0080,2020-01-07,15,0.0298,low,mixed
B_0081,2020-01-07,0,0.0,low,commercial
B_0082,2020-01-07,0,0.0,low,commercial
B_0083,2020-01-07,8,0.0132,low,mixed
B_0084,2020-01-07,28,0.0529,low,commercial
B_0085,2020-01-07,9,0.0055,low,commercial
B_0086,2020-01-07,19,0.0148,low,commercial
B_0087,2020-01-07,0,0.0,low,mixed
B_0088,2020-01-07,1,0.0013,low,mixed
B_0089,2020-01-07,48,0.0417,low,commercial
B_0090,2020-01-07,28,0.0336,low,commercial
B_0091,2020-01-07,2,0.0038,low,commercial
B_0092,2020-01-07,19,0.0105,low,residential
B_0093,2020-01-07,10,0.0061,low,commercial
B_0094,2020-01-07,0,0.0,low,residential
B_0095,2020-01-07,15,0.008,low,mixed
B_0096,2020-01-07,9,0.0054,low,commercial
B_0097,2020-01-07,22,0.0339,low,residential
B_0098,2020-01-07,28,0.029,low,mixed
B_0099,2020-01-07,0,0.0,low,commercial
B_0100,2020-01-07,1,0.0006,low,mixed
B_0001,2020-01-08,31,0.0199,low,commercial
B_0002,2020-01-08,8,0.0055,low,residential
B_0003,2020-01-08,25,0.0412,low,residential
B_0004,2020-01-08,0,0.0,low,residential
B_0005,2020-01-08,27,0.0409,low,residential
B_0006,2020-01-08,12,0.0089,low,mixed
B_0007,2020-01-08,14,0.0073,low,residential
B_0008,2020-01-08,11,0.0061,low,mixed
B_0009,2020-01-08,26,0.015,low,mixed
B_0010,2020-01-08,0,0.0,low,commercial
B_0011,2020-01-08,14,0.0078,low,residential
B_0012,2020-01-08,0,0.0,low,mixed
B_0013,2020-01-08,6,0.0036,low,residential
B_0014,2020-01-08,2,0.0015,low,commercial
B_0015,2020-01-08,0,0.0,low,commercial
B_0016,2020-01-08,0,0.0,low,residential
B_0017,2020-01-08,0,0.0,low,residential
B_0018,2020-01-08,3,0.0032,low,residential
B_0019,2020-01-08,12,0.0065,low,mixed
B_0020,2020-01-08,23,0.0221,low,mixed
B_0021,2020-01-08,20,0.0108,low,commercial
B_0022,2020-01-08,0,0.0,low,residential
B_0023,2020-01-08,48,0.0552,medium,residential
B_0024,2020-01-08,0,0.0,low,commercial
B_0025,2020-01-08,11,0.0106,low,commercial
B_0026,2020-01-08,0,0.0,low,mixed
B_0027,2020-01-08,0,0.0,low,residential
B_0028,2020-01-08,12,0.0105,low,residential
B_0029,2020-01-08,0,0.0,low,commercial
B_0030,2020-01-08,5,0.0025,low,commercial
B_0031,2020-01-08,20,0.0391,low,residential
B_0032,2020-01-08,6,0.0103,low,commercial
B_0033,2020-01-08,16,0.0135,low,commercial
B_0034,2020-01-08,32,0.0521,low,residential
B_0035,2020-01-08,0,0.0,low,commercial
B_0036,2020-01-08,25,0.0435,low,mixed
B_0037,2020-01-08,10,0.0066,low,residential
B_0038,2020-01-08,0,0.0,low,residential
B_0039,2020-01-08,29,0.018,low,residential
B_0040,2020-01-08,10,0.0115,low,commercial
B_0041,2020-01-08,19,0.011,low,commercial
B_0042,2020-01-08,29,0.0231,low,commercial
B_0043,2020-01-08,10,0.006,low,mixed
B_0044,2020-01-08,4,0.0033,low,residential
B_0045,2020-01-08,6,0.0061,low,mixed
B_0046,2020-01-08,8,0.0045,low,mixed
B_0047,2020-01-08,21,0.0134,low,commercial
B_0048,2020-01-08,12,0.0163,low,residential
B_0049,2020-01-08,48,0.0478,low,residential
B_0050,2020-01-08,0,0.0,low,residential
B_0051,2020-01-08,7,0.0044,low,mixed
B_0052,2020-01-08,11,0.0111,low,residential
B_0053,2020-01-08,6,0.0039,low,commercial
B_0054,2020-01-08,0,0.0,low,mixed
B_0055,2020-01-08,0,0.0,low,commercial
B_0056,2020-01-08,0,0.0,low,residential
B_0057,2020-01-08,9,0.0089,low,mixed
B_0058,2020-01-08,11,0.0101,low,mixed
B_0059,2020-01-08,34,0.0234,low,commercial
B_0060,2020-01-08,13,0.0093,low,residential
B_0061,2020-01-08,13,0.0088,low,commercial
B_0062,2020-01-08,1,0.0009,low,residential
B_0063,2020-01-08,0,0.0,low,commercial
B_0064,2020-01-08,11,0.0152,low,mixed
B_0065,2020-01-08,1,0.0012,low,residential
B_0066,2020-01-08,0,0.0,low,mixed
B_0067,2020-01-08,12,0.0094,low,residential
B_0068,2020-01-08,34,0.0245,low,residential
B_0069,2020-01-08,2,0.0014,low,commercial
B_0070,2020-01-08,12,0.0119,low,mixed
B_0071,2020-01-08,0,0.0,low,commercial
B_0072,2020-01-08,11,0.0057,low,residential
B_0073,2020-01-08,3,0.0016,low,residential
B_0074,2020-01-08,0,0.0,low,mixed
B_0075,2020-01-08,1,0.0011,low,residential
B_0076,2020-01-08,23,0.0252,low,residential
B_0077,2020-01-08,45,0.0253,low,residential
B_0078,2020-01-08,17,0.0091,low,residential
B_0079,2020-01-08,28,0.0326,low,residential
B_0080,2020-01-08,33,0.0304,low,commercial
B_0081,2020-01-08,9,0.0078,low,residential
B_0082,2020-01-08,3,0.0029,low,commercial
B_0083,2020-01-08,4,0.0027,low,mixed
B_0084,2020-01-08,13,0.0134,low,commercial
B_0085,2020-01-08,0,0.0,low,residential
B_0086,2020-01-08,33,0.0236,low,residential
B_0087,2020-01-08,15,0.0102,low,commercial
B_0088,2020-01-08,9,0.0067,low,mixed
B_0089,2020-01-08,16,0.0087,low,mixed
B_0090,2020-01-08,0,0.0,low,mixed
B_0091,2020-01-08,13,0.0093,low,commercial
B_0092,2020-01-08,2,0.0039,low,residential
B_0093,2020-01-08,23,0.0134,low,commercial
B_0094,2020-01-08,23,0.0138,low,residential
B_0095,2020-01-08,10,0.0165,low,commercial
B_0096,2020-01-08,17,0.0116,low,residential
B_0097,2020-01-08,18,0.0274,low,commercial
B_0098,2020-01-08,0,0.0,low,commercial
B_0099,2020-01-08,14,0.0232,low,mixed
B_0100,2020-01-08,21,0.026,low,mixed
B_0001,2020-01-09,35,0.0228,low,residential
B_0002,2020-01-09,17,0.0213,low,mixed
B_0003,2020-01-09,3,0.0022,low,residential
B_0004,2020-01-09,24,0.0147,low,residential
B_0005,2020-01-09,3,0.0029,low,commercial
B_0006,2020-01-09,0,0.0,low,residential
B_0007,2020-01-09,0,0.0,low,mixed
B_0008,2020-01-09,19,0.0239,low,residential
B_0009,2020-01-09,9,0.0091,low,residential
B_0010,2020-01-09,18,0.0136,low,residential
B_0011,2020-01-09,35,0.0181,low,mixed
B_0012,2020-01-09,12,0.0061,low,mixed
B_0013,2020-01-09,0,0.0,low,mixed
B_0014,2020-01-09,0,0.0,low,mixed
B_0015,2020-01-09,5,0.006,low,commercial
B_0016,2020-01-09,51,0.0468,low,mixed
B_0017,2020-01-09,10,0.008,low,commercial
B_0018,2020-01-09,0,0.0,low,mixed
B_0019,2020-01-09,0,0.0,low,mixed
B_0020,2020-01-09,0,0.0,low,mixed
B_0021,2020-01-09,2,0.0012,low,mixed
B_0022,2020-01-09,12,0.0091,low,residential
B_0023,2020-01-09,2,0.0012,low,residential
B_0024,2020-01-09,25,0.0202,low,residential
B_0025,2020-01-09,6,0.0089,low,commercial
B_0026,2020-01-09,4,0.0022,low,residential
B_0027,2020-01-09,59,0.0521,medium,commercial
B_0028,2020-01-09,7,0.0081,low,mixed
B_0029,2020-01-09,12,0.0129,low,mixed
B_0030,2020-01-09,0,0.0,low,mixed
B_0031,2020-01-09,11,0.0209,low,commercial
B_0032,2020-01-09,5,0.0038,low,commercial
B_0033,2020-01-09,7,0.0045,low,mixed
B_0034,2020-01-09,12,0.0122,low,mixed
B_0035,2020-01-09,0,0.0,low,residential
B_0036,2020-01-09,27,0.0411,low,residential
B_0037,2020-01-09,5,0.0094,low,commercial
B_0038,2020-01-09,0,0.0,low,mixed
B_0039,2020-01-09,15,0.0082,low,mixed
B_0040,2020-01-09,12,0.0074,low,mixed
B_0041,2020-01-09,27,0.014,low,residential
B_0042,2020-01-09,1,0.0007,low,mixed
B_0043,2020-01-09,13,0.013,low,mixed
B_0044,2020-01-09,37,0.0191,low,residential
B_0045,2020-01-09,18,0.0126,low,residential
B_0046,2020-01-09,0,0.0,low,mixed
B_0047,2020-01-09,8,0.0047,low,residential
B_0048,2020-01-09,0,0.0,low,commercial
B_0049,2020-01-09,3,0.0017,low,mixed
B_0050,2020-01-09,9,0.0125,low,commercial
B_0051,2020-01-09,57,0.0585,medium,commercial
B_0052,2020-01-09,0,0.0,low,mixed
B_0053,2020-01-09,0,0.0,low,commercial
B_0054,2020-01-09,0,0.0,low,mixed
B_0055,2020-01-09,6,0.0088,low,mixed
B_0056,2020-01-09,11,0.0064,low,commercial
B_0057,2020-01-09,16,0.0118,low,commercial
B_0058,2020-01-09,16,0.0104,low,commercial
B_0059,2020-01-09,0,0.0,low,mixed
B_0060,2020-01-09,10,0.0059,low,commercial
B_0061,2020-01-09,20,0.0139,low,commercial
B_0062,2020-01-09,16,0.0176,low,mixed
B_0063,2020-01-09,50,0.0974,medium,mixed
B_0064,2020-01-09,0,0.0,low,residential
B_0065,2020-01-09,16,0.0086,medium,residential
B_0066,2020-01-09,32,0.0203,low,commercial
B_0067,2020-01-09,3,0.0021,low,residential
B_0068,2020-01-09,6,0.0056,low,commercial
B_0069,2020-01-09,1,0.002,low,commercial
B_0070,2020-01-09,16,0.0099,low,mixed
B_0071,2020-01-09,31,0.024,low,residential
B_0072,2020-01-09,10,0.0084,low,residential
B_0073,2020-01-09,0,0.0,low,mixed
B_0074,2020-01-09,7,0.0038,low,commercial
B_0075,2020-01-09,0,0.0,low,mixed
B_0076,2020-01-09,8,0.0059,low,residential
B_0077,2020-01-09,23,0.0176,low,residential
B_0078,2020-01-09,13,0.0074,low,commercial
B_0079,2020-01-09,26,0.0304,low,residential
B_0080,2020-01-09,10,0.005,low,mixed
B_0081,2020-01-09,0,0.0,low,mixed
B_0082,2020-01-09,0,0.0,low,residential
B_0083,2020-01-09,31,0.0416,low,mixed
B_0084,2020-01-09,0,0.0,low,mixed
B_0085,2020-01-09,18,0.0151,low,mixed
B_0086,2020-01-09,31,0.0502,low,residential
B_0087,2020-01-09,9,0.005,low,commercial
B_0088,2020-01-09,37,0.032,low,mixed
B_0089,2020-01-09,31,0.0213,low,residential
B_0090,2020-01-09,0,0.0,low,mixed
B_0091,2020-01-09,27,0.0245,low,residential
B_0092,2020-01-09,41,0.0663,low,residential
B_0093,2020-01-09,22,0.0205,low,residential
B_0094,2020-01-09,7,0.0096,low,mixed
B_0095,2020-01-09,0,0.0,low,mixed
B_0096,2020-01-09,7,0.0057,low,commercial
B_0097,2020-01-09,18,0.0278,low,residential
B_0098,2020-01-09,22,0.0174,low,commercial
B_0099,2020-01-09,29,0.0173,low,mixed
B_0100,2020-01-09,33,0.0552,low,mixed
B_0001,2020-01-10,14,0.0229,low,commercial
B_0002,2020-01-10,0,0.0,low,commercial
B_0003,2020-01-10,9,0.0046,low,commercial
B_0004,2020-01-10,0,0.0,low,residential
B_0005,2020-01-10,11,0.0137,low,mixed
B_0006,2020-01-10,11,0.0147,low,residential
B_0007,2020-01-10,2,0.0015,low,mixed
B_0008,2020-01-10,44,0.0257,low,residential
B_0009,2020-01-10,26,0.021,low,mixed
B_0010,2020-01-10,13,0.0076,low,mixed
B_0011,2020-01-10,17,0.0116,low,mixed
B_0012,2020-01-10,0,0.0,low,residential
B_0013,2020-01-10,3,0.0016,low,residential
B_0014,2020-01-10,27,0.0192,low,commercial
B_0015,2020-01-10,13,0.008,low,mixed
B_0016,2020-01-10,29,0.0387,low,commercial
B_0017,2020-01-10,26,0.015,low,commercial
B_0018,2020-01-10,15,0.0083,low,mixed
B_0019,2020-01-10,0,0.0,low,commercial
B_0020,2020-01-10,6,0.0044,low,residential
B_0021,2020-01-10,13,0.0102,low,commercial
B_0022,2020-01-10,10,0.0053,low,mixed
B_0023,2020-01-10,0,0.0,low,commercial
B_0024,2020-01-10,4,0.0041,low,commercial
B_0025,2020-01-10,2,0.0015,low,mixed
B_0026,2020-01-10,0,0.0,low,mixed
B_0027,2020-01-10,16,0.0102,low,mixed
B_0028,2020-01-10,16,0.0093,low,commercial
B_0029,2020-01-10,0,0.0,low,residential
B_0030,2020-01-10,24,0.0135,low,mixed
B_0031,2020-01-10,24,0.0133,low,mixed
B_0032,2020-01-10,17,0.0209,low,commercial
B_0033,2020-01-10,12,0.0137,low,residential
B_0034,2020-01-10,20,0.0152,low,commercial
B_0035,2020-01-10,14,0.0105,low,commercial
B_0036,2020-01-10,17,0.0085,low,mixed
B_0037,2020-01-10,33,0.0503,low,residential
B_0038,2020-01-10,14,0.0116,low,mixed
B_0039,2020-01-10,8,0.0087,low,residential
B_0040,2020-01-10,15,0.0091,low,mixed
B_0041,2020-01-10,0,0.0,low,commercial
B_0042,2020-01-10,10,0.0156,low,mixed
B_0043,2020-01-10,3,0.0047,low,commercial
B_0044,2020-01-10,34,0.0224,low,mixed
B_0045,2020-01-10,19,0.0153,low,commercial
B_0046,2020-01-10,14,0.0209,low,mixed
B_0047,2020-01-10,5,0.0029,low,commercial
B_0048,2020-01-10,15,0.0287,low,residential
B_0049,2020-01-10,41,0.0285,low,mixed
B_0050,2020-01-10,32,0.0556,low,residential
B_0051,2020-01-10,18,0.0134,low,mixed
B_0052,2020-01-10,4,0.0048,low,commercial
B_0053,2020-01-10,21,0.0106,low,commercial
B_0054,2020-01-10,20,0.0128,low,commercial
B_0055,2020-01-10,5,0.0027,low,mixed
B_0056,2020-01-10,0,0.0,low,mixed
B_0057,2020-01-10,10,0.0055,low,residential
B_0058,2020-01-10,4,0.0057,low,mixed
B_0059,2020-01-10,8,0.0086,low,residential
B_0060,2020-01-10,2,0.0023,low,mixed
B_0061,2020-01-10,18,0.0092,low,commercial
B_0062,2020-01-10,4,0.0056,low,mixed
B_0063,2020-01-10,0,0.0,low,residential
B_0064,2020-01-10,24,0.0229,low,commercial
B_0065,2020-01-10,29,0.0186,low,mixed
B_0066,2020-01-10,46,0.0639,low,residential
B_0067,2020-01-10,12,0.0062,low,commercial
B_0068,2020-01-10,19,0.0152,low,residential
B_0069,2020-01-10,17,0.0316,low,commercial
B_0070,2020-01-10,0,0.0,low,commercial
B_0071,2020-01-10,20,0.026,low,residential
B_0072,2020-01-10,29,0.0344,low,residential
B_0073,2020-01-10,67,0.04,medium,commercial
B_0074,2020-01-10,0,0.0,low,mixed
B_0075,2020-01-10,11,0.0095,low,commercial
B_0076,2020-01-10,0,0.0,low,commercial
B_0077,2020-01-10,15,0.0213,low,commercial
B_0078,2020-01-10,0,0.0,low,mixed
B_0079,2020-01-10,0,0.0,low,residential
B_0080,2020-01-10,0,0.0,low,mixed
B_0081,2020-01-10,17,0.0119,low,residential
B_0082,2020-01-10,25,0.016,low,residential
B_0083,2020-01-10,15,0.0289,low,residential
B_0084,2020-01-10,4,0.0035,low,commercial
B_0085,2020-01-10,16,0.0145,low,commercial
B_0086,2020-01-10,7,0.0112,low,commercial
B_0087,2020-01-10,23,0.0178,low,mixed
B_0088,2020-01-10,49,0.0531,low,commercial
B_0089,2020-01-10,6,0.0057,low,mixed
B_0090,2020-01-10,15,0.0089,low,residential
B_0091,2020-01-10,9,0.0056,low,mixed
B_0092,2020-01-10,12,0.0115,low,mixed
B_0093,2020-01-10,18,0.0106,low,commercial
B_0094,2020-01-10,20,0.0288,low,commercial
B_0095,2020-01-10,12,0.0192,low,mixed
B_0096,2020-01-10,6,0.0084,low,residential
B_0097,2020-01-10,25,0.0372,low,commercial
B_0098,2020-01-10,40,0.0295,low,residential
B_0099,2020-01-10,3,0.0043,low,commercial
B_0100,2020-01-10,28,0.0202,low,residential
B_0001,2020-01-11,0,0.0,low,mixed
B_0002,2020-01-11,0,0.0,low,commercial
B_0003,2020-01-11,31,0.0167,low,mixed
B_0004,2020-01-11,11,0.0066,low,commercial
B_0005,2020-01-11,11,0.0088,low,mixed
B_0006,2020-01-11,0,0.0,low,residential
B_0007,2020-01-11,9,0.006,low,commercial
B_0008,2020-01-11,8,0.0096,low,residential
B_0009,2020-01-11,0,0.0,low,mixed
B_0010,2020-01-11,5,0.0051,low,commercial
B_0011,2020-01-11,6,0.0109,low,commercial
B_0012,2020-01-11,0,0.0,low,commercial
B_0013,2020-01-11,0,0.0,low,mixed
B_0014,2020-01-11,9,0.0122,low,residential
B_0015,2020-01-11,5,0.0028,low,mixed
B_0016,2020-01-11,0,0.0,low,mixed
B_0017,2020-01-11,3,0.0031,low,mixed
B_0018,2020-01-11,12,0.0095,low,residential
B_0019,2020-01-11,7,0.0105,low,commercial
B_0020,2020-01-11,2,0.0019,low,residential
B_0021,2020-01-11,9,0.0087,low,residential
B_0022,2020-01-11,25,0.0141,low,mixed
B_0023,2020-01-11,23,0.0202,low,mixed
B_0024,2020-01-11,4,0.0073,low,mixed
B_0025,2020-01-11,6,0.0047,low,mixed
B_0026,2020-01-11,0,0.0,low,mixed
B_0027,2020-01-11,0,0.0,low,residential
B_0028,2020-01-11,0,0.0,low,residential
B_0029,2020-01-11,0,0.0,low,mixed
B_0030,2020-01-11,3,0.0019,low,commercial
B_0031,2020-01-11,11,0.0158,low,commercial
B_0032,2020-01-11,16,0.0102,low,commercial
B_0033,2020-01-11,0,0.0,low,commercial
B_0034,2020-01-11,12,0.0094,low,mixed
B_0035,2020-01-11,5,0.0077,low,residential
B_0036,2020-01-11,6,0.0036,low,mixed
B_0037,2020-01-11,0,0.0,low,mixed
B_0038,2020-01-11,4,0.0054,low,mixed
B_0039,2020-01-11,0,0.0,low,commercial
B_0040,2020-01-11,15,0.0094,low,residential
B_0041,2020-01-11,3,0.0017,low,residential
B_0042,2020-01-11,0,0.0,low,mixed
B_0043,2020-01-11,0,0.0,low,mixed
B_0044,2020-01-11,7,0.0037,low,commercial
B_0045,2020-01-11,7,0.0053,low,residential
B_0046,2020-01-11,16,0.0256,low,residential
B_0047,2020-01-11,0,0.0,low,residential
B_0048,2020-01-11,0,0.0,low,mixed
B_0049,2020-01-11,0,0.0,low,residential
B_0050,2020-01-11,0,0.0,low,commercial
B_0051,2020-01-11,7,0.0053,low,residential
B_0052,2020-01-11,9,0.006,low,mixed
B_0053,2020-01-11,0,0.0,low,residential
B_0054,2020-01-11,7,0.004,low,mixed
B_0055,2020-01-11,8,0.0044,low,residential
B_0056,2020-01-11,18,0.0123,low,mixed
B_0057,2020-01-11,15,0.0186,low,commercial
B_0058,2020-01-11,8,0.0121,low,mixed
B_0059,2020-01-11,26,0.0243,low,residential
B_0060,2020-01-11,2,0.0019,low,residential
B_0061,2020-01-11,19,0.0334,low,residential
B_0062,2020-01-11,58,0.0358,low,commercial
B_0063,2020-01-11,18,0.0309,low,residential
B_0064,2020-01-11,29,0.0255,low,residential
B_0065,2020-01-11,1,0.0005,low,mixed
B_0066,2020-01-11,0,0.0,low,residential
B_0067,2020-01-11,0,0.0,low,residential
B_0068,2020-01-11,11,0.0071,low,mixed
B_0069,2020-01-11,1,0.0007,low,commercial
B_0070,2020-01-11,0,0.0,low,residential
B_0071,2020-01-11,6,0.0033,low,residential
B_0072,2020-01-11,4,0.0037,low,residential
B_0073,2020-01-11,7,0.008,low,commercial
B_0074,2020-01-11,27,0.0137,low,commercial
B_0075,2020-01-11,10,0.0052,low,commercial
B_0076,2020-01-11,14,0.0163,low,residential
B_0077,2020-01-11,2,0.0014,low,residential
B_0078,2020-01-11,15,0.0086,low,commercial
B_0079,2020-01-11,5,0.0027,low,residential
B_0080,2020-01-11,24,0.02,low,mixed
B_0081,2020-01-11,24,0.016,low,residential
B_0082,2020-01-11,9,0.0048,low,commercial
B_0083,2020-01-11,1,0.0011,low,commercial
B_0084,2020-01-11,8,0.0158,low,residential
B_0085,2020-01-11,0,0.0,low,residential
B_0086,2020-01-11,10,0.0061,low,commercial
B_0087,2020-01-11,0,0.0,low,residential
B_0088,2020-01-11,12,0.0078,low,mixed
B_0089,2020-01-11,5,0.0026,low,residential
B_0090,2020-01-11,19,0.0219,low,residential
B_0091,2020-01-11,11,0.0062,low,commercial
B_0092,2020-01-11,6,0.0033,low,residential
B_0093,2020-01-11,24,0.0126,low,residential
B_0094,2020-01-11,0,0.0,low,commercial
B_0095,2020-01-11,0,0.0,low,residential
B_0096,2020-01-11,18,0.012,low,commercial
B_0097,2020-01-11,7,0.0055,low,residential
B_0098,2020-01-11,26,0.0374,low,mixed
B_0099,2020-01-11,18,0.0314,low,residential
B_0100,2020-01-11,0,0.0,low,mixed
B_0001,2020-01-12,5,0.0028,low,commercial
B_0002,2020-01-12,0,0.0,low,mixed
B_0003,2020-01-12,19,0.0211,low,mixed
B_0004,2020-01-12,15,0.0201,low,mixed
B_0005,2020-01-12,43,0.0408,low,mixed
B_0006,2020-01-12,6,0.0033,low,commercial
B_0007,2020-01-12,0,0.0,low,residential
B_0008,2020-01-12,15,0.0172,low,mixed
B_0009,2020-01-12,4,0.0021,low,commercial
B_0010,2020-01-12,0,0.0,low,mixed
