building_id,timestamp,outdoor_temp_c,outdoor_humidity_percent,wind_speed_ms,wind_direction_deg,solar_irradiance_wm2,precipitation_mm,atmospheric_pressure_hpa
B_0033,2020-01-04,1.4,50.6,6.3,107.5,272.8,2.2,1011.2
B_0034,2020-01-04,-9.4,35.9,0.9,73.1,145.2,4.8,1019.4
B_0035,2020-01-04,-4.9,63.4,1.3,38.4,148.0,1.5,1019.0
B_0036,2020-01-04,-0.1,73.3,0.9,314.1,272.9,0.4,1018.7
B_0037,2020-01-04,-2.3,53.5,1.8,109.1,133.2,1.3,1010.6
B_0038,2020-01-04,-7.3,79.2,8.6,98.2,496.7,2.0,1000.9
B_0039,2020-01-04,-6.0,67.4,4.5,218.5,259.1,0.1,1034.1
B_0040,2020-01-04,-2.2,57.5,1.8,55.6,305.8,0.4,1012.2
B_0041,2020-01-04,-3.3,44.6,1.5,160.4,219.2,0.6,999.6
B_0042,2020-01-04,-4.2,82.0,2.0,307.0,206.3,0.9,980.3
B_0043,2020-01-04,-3.2,53.8,0.5,314.7,73.7,6.0,1004.2
B_0044,2020-01-04,5.6,51.6,3.5,141.7,249.5,1.7,1026.6
B_0045,2020-01-04,0.6,63.5,6.7,250.7,341.4,1.6,1010.3
B_0046,2020-01-04,1.2,67.3,0.9,20.7,213.6,1.6,1003.1
B_0047,2020-01-04,-0.7,44.6,5.5,154.9,426.9,0.2,1046.3
B_0048,2020-01-04,-4.5,65.4,1.9,178.5,0.0,3.7,988.2
B_0049,2020-01-04,-1.4,65.4,5.4,147.7,140.4,2.8,994.9
B_0050,2020-01-04,-4.7,90.0,2.7,94.3,137.8,1.1,1029.2
B_0051,2020-01-04,2.8,64.6,3.5,36.6,302.6,0.4,1050.0
B_0052,2020-01-04,-2.9,65.7,0.3,28.6,365.4,1.0,1004.1
B_0053,2020-01-04,-7.1,90.0,0.3,127.5,90.3,1.6,1024.7
B_0054,2020-01-04,-11.2,55.6,2.1,140.4,162.5,0.2,1024.8
B_0055,2020-01-04,-2.3,65.4,1.7,260.6,288.4,4.6,1028.9
B_0056,2020-01-04,-7.2,71.5,5.1,19.8,267.6,0.3,1028.5
B_0057,2020-01-04,-5.7,38.8,5.1,303.7,250.4,0.2,1007.0
B_0058,2020-01-04,-12.4,69.7,3.4,220.9,199.5,4.5,1025.9
B_0059,2020-01-04,-4.5,40.2,2.6,241.5,227.4,0.2,990.2
B_0060,2020-01-04,-3.1,70.8,0.8,184.7,57.7,5.9,1046.1
B_0061,2020-01-04,1.9,44.7,2.7,227.3,263.2,0.1,1016.5
B_0062,2020-01-04,-12.9,40.5,1.9,109.0,61.6,1.6,1037.5
B_0063,2020-01-04,0.6,65.6,0.7,284.1,293.6,4.3,1029.2
B_0064,2020-01-04,-11.0,55.0,3.8,15.5,75.2,1.2,1024.0
B_0065,2020-01-04,-10.8,30.0,4.3,229.7,86.3,0.1,1016.1
B_0066,2020-01-04,-5.6,45.1,3.9,230.1,147.9,1.2,997.1
B_0067,2020-01-04,0.6,59.6,11.4,323.6,385.6,8.8,1003.9
B_0068,2020-01-04,-11.2,54.9,3.5,88.7,166.0,1.5,1026.0
B_0069,2020-01-04,-10.2,51.1,0.6,1.7,162.8,0.6,999.2
B_0070,2020-01-04,-4.2,82.9,4.0,177.3,231.9,0.3,996.1
B_0071,2020-01-04,-5.7,49.7,3.6,54.3,181.1,0.5,992.2
B_0072,2020-01-04,-0.8,40.5,6.9,112.9,237.2,0.2,1038.2
B_0073,2020-01-04,-1.1,49.3,5.5,210.8,202.1,0.6,1021.4
B_0074,2020-01-04,-10.3,85.1,3.6,99.2,12.8,0.7,997.1
B_0075,2020-01-04,-0.7,68.1,5.4,304.9,217.6,0.8,1027.8
B_0076,2020-01-04,1.7,47.2,4.9,287.8,293.1,0.7,996.6
B_0077,2020-01-04,1.4,40.8,2.3,75.5,172.9,0.1,1014.0
B_0078,2020-01-04,0.4,71.6,9.8,298.1,57.9,1.6,1014.6
B_0079,2020-01-04,-5.5,52.7,2.6,323.6,412.0,3.8,1016.4
B_0080,2020-01-04,-15.9,60.6,3.1,284.7,273.8,4.1,1032.6
B_0081,2020-01-04,-7.6,36.1,5.6,273.0,281.3,4.2,1030.9
B_0082,2020-01-04,-0.1,55.6,2.1,41.2,0.0,4.9,1032.5
B_0083,2020-01-04,-7.3,51.5,2.1,278.7,148.1,5.2,1049.0
B_0084,2020-01-04,-2.6,75.1,4.8,67.9,133.3,0.1,999.0
B_0085,2020-01-04,-9.2,64.2,4.6,287.0,147.1,2.9,1007.4
B_0086,2020-01-04,-11.2,89.8,4.5,248.4,177.8,0.3,1012.4
B_0087,2020-01-04,-2.0,68.8,1.2,152.4,364.8,0.1,1004.9
B_0088,2020-01-04,-12.7,74.4,3.8,81.4,300.0,4.7,981.0
B_0089,2020-01-04,-10.4,50.6,3.6,316.0,297.6,4.6,1022.4
B_0090,2020-01-04,3.1,88.3,0.4,263.5,194.1,0.1,1024.5
B_0091,2020-01-04,-3.6,59.1,7.9,237.3,99.5,1.0,987.3
B_0092,2020-01-04,-12.4,84.0,2.5,210.8,182.2,3.0,1019.0
B_0093,2020-01-04,-4.5,59.0,0.5,161.6,3.9,1.2,992.5
B_0094,2020-01-04,-7.1,54.9,1.3,335.0,334.8,1.2,989.9
B_0095,2020-01-04,-2.2,30.0,7.0,82.6,210.6,0.1,978.0
B_0096,2020-01-04,-17.7,75.9,8.3,99.8,195.6,0.4,1022.4
B_0097,2020-01-04,-3.2,59.4,1.7,227.2,214.7,4.1,997.7
B_0098,2020-01-04,-3.0,30.6,1.6,230.8,199.7,0.0,1043.1
B_0099,2020-01-04,-5.1,49.0,0.9,21.8,252.3,1.5,1005.7
B_0100,2020-01-04,-0.4,54.3,3.0,222.9,0.0,0.7,1017.5
B_0001,2020-01-05,-3.8,90.0,2.2,132.6,80.2,1.7,1000.4
B_0002,2020-01-05,-7.5,36.5,0.6,100.3,129.2,2.9,1042.4
B_0003,2020-01-05,-3.4,50.2,0.7,351.8,87.6,2.6,1000.2
B_0004,2020-01-05,-6.9,75.8,0.6,215.3,293.4,2.3,1029.9
B_0005,2020-01-05,-2.9,84.2,5.3,222.0,158.1,2.1,1010.6
B_0006,2020-01-05,-3.9,67.7,1.1,22.0,124.0,7.4,1004.6
B_0007,2020-01-05,-14.0,43.2,6.6,344.8,350.0,6.2,1006.7
B_0008,2020-01-05,-12.4,73.8,2.1,121.6,129.1,0.8,1011.5
B_0009,2020-01-05,-10.4,77.3,10.0,164.6,161.0,1.1,1029.6
B_0010,2020-01-05,-4.3,58.8,3.4,59.2,266.7,0.5,988.4
B_0011,2020-01-05,-6.5,54.1,2.4,253.9,210.3,1.9,1008.4
B_0012,2020-01-05,-11.1,75.1,3.3,64.5,231.6,2.3,993.5
B_0013,2020-01-05,-0.7,61.8,10.8,38.4,255.1,1.3,1001.8
B_0014,2020-01-05,-2.2,41.9,2.1,34.9,47.3,9.9,1010.8
B_0015,2020-01-05,-2.8,79.2,1.0,320.3,300.8,5.0,1004.0
B_0016,2020-01-05,-7.9,40.0,1.7,305.7,90.7,0.1,995.1
B_0017,2020-01-05,-7.0,63.4,8.7,291.1,71.4,3.5,1011.8
B_0018,2020-01-05,3.0,59.8,5.3,30.9,126.6,3.1,1006.5
B_0019,2020-01-05,-11.8,53.0,3.1,196.9,103.4,1.1,992.4
B_0020,2020-01-05,-8.2,54.8,2.7,31.3,261.0,1.0,1039.4
B_0021,2020-01-05,-0.1,53.8,3.1,29.8,167.3,0.2,1011.4
B_0022,2020-01-05,-8.3,64.8,4.1,126.6,2.7,7.4,1026.0
B_0023,2020-01-05,-8.9,52.9,0.2,349.9,150.8,1.8,1018.9
B_0024,2020-01-05,-5.3,90.0,1.0,58.8,399.5,1.4,999.3
B_0025,2020-01-05,-7.4,68.4,0.6,149.8,149.4,2.3,990.8
B_0026,2020-01-05,-13.0,62.8,0.2,348.3,262.0,2.6,995.2
B_0027,2020-01-05,-0.8,45.3,0.5,86.9,321.8,1.9,1017.9
B_0028,2020-01-05,-5.3,68.5,1.8,229.0,137.5,3.7,998.8
B_0029,2020-01-05,-5.5,80.5,0.3,192.1,67.1,3.5,996.7
B_0030,2020-01-05,-4.9,71.8,4.3,300.3,43.7,0.1,993.5
B_0031,2020-01-05,-4.7,48.0,4.9,282.8,220.4,0.2,1003.9
B_0032,2020-01-05,-3.3,51.7,0.7,54.7,86.4,0.1,1006.0
B_0033,2020-01-05,-7.6,83.6,0.8,30.2,130.0,1.5,997.4
B_0034,2020-01-05,-5.3,63.8,0.2,190.3,111.7,6.0,995.8
B_0035,2020-01-05,-11.2,89.8,2.5,338.7,121.3,0.1,978.0
B_0036,2020-01-05,-9.5,35.0,0.3,118.5,352.2,1.1,976.8
B_0037,2020-01-05,-2.6,60.6,0.2,261.6,237.4,1.8,1043.7
B_0038,2020-01-05,-3.6,70.4,2.8,254.1,381.0,2.1,1007.7
B_0039,2020-01-05,1.0,70.0,3.2,0.0,220.4,0.6,1031.9
B_0040,2020-01-05,5.8,48.4,0.2,329.8,183.6,4.3,1009.4
B_0041,2020-01-05,2.0,82.2,2.3,208.7,316.1,1.1,1034.5
B_0042,2020-01-05,-2.1,70.2,1.3,48.5,345.5,3.1,1041.5
B_0043,2020-01-05,-5.4,45.5,5.1,73.0,157.2,0.1,1000.7
B_0044,2020-01-05,-12.4,56.9,1.8,246.5,93.9,1.0,993.8
B_0045,2020-01-05,1.7,62.9,12.6,113.3,111.2,3.0,1032.1
B_0046,2020-01-05,-1.5,69.6,3.0,87.2,155.1,0.5,1006.8
B_0047,2020-01-05,1.0,77.4,1.0,0.6,286.5,0.5,983.9
B_0048,2020-01-05,-5.3,43.7,0.5,299.4,124.9,0.3,1017.4
B_0049,2020-01-05,-3.7,70.5,7.6,132.8,263.8,3.6,1028.3
B_0050,2020-01-05,0.0,54.9,13.3,124.6,17.7,3.9,1001.8
B_0051,2020-01-05,3.5,47.0,2.7,44.9,109.3,1.7,1018.6
B_0052,2020-01-05,-7.3,55.4,3.7,113.1,257.9,0.6,1022.4
B_0053,2020-01-05,-6.4,35.8,2.1,201.9,466.4,0.9,1003.6
B_0054,2020-01-05,-12.7,60.5,0.2,32.6,233.0,0.6,1022.1
B_0055,2020-01-05,-3.9,66.6,7.7,30.4,170.6,7.4,1024.7
B_0056,2020-01-05,-9.7,35.7,1.0,96.8,176.1,0.6,1042.6
B_0057,2020-01-05,-7.3,80.3,5.9,241.6,186.5,0.3,1012.5
B_0058,2020-01-05,-8.6,69.3,0.3,31.8,96.7,3.1,1040.1
B_0059,2020-01-05,-6.8,48.7,3.3,324.2,306.7,1.3,1030.8
B_0060,2020-01-05,-13.2,50.3,0.4,356.9,204.4,2.8,1039.4
B_0061,2020-01-05,2.3,71.9,1.8,124.4,414.9,0.3,1000.7
B_0062,2020-01-05,-5.1,63.6,0.2,256.4,415.1,2.3,1029.2
B_0063,2020-01-05,-8.6,39.4,4.2,295.0,121.6,0.8,995.4
B_0064,2020-01-05,-10.0,61.1,1.2,182.4,193.7,1.4,1004.8
B_0065,2020-01-05,-3.3,80.7,0.7,331.9,77.0,7.1,1025.1
B_0066,2020-01-05,-3.6,56.5,10.8,8.8,156.8,3.1,1008.5
B_0067,2020-01-05,-1.9,73.1,0.1,50.8,208.0,3.3,1047.7
B_0068,2020-01-05,-0.7,66.5,1.9,203.7,283.9,0.6,1016.7
B_0069,2020-01-05,-3.4,68.9,0.2,284.4,36.1,3.3,1012.9
B_0070,2020-01-05,-4.0,32.1,1.9,350.5,198.7,0.2,1005.7
B_0071,2020-01-05,-6.8,61.0,0.2,69.3,227.0,2.4,1050.0
B_0072,2020-01-05,-8.5,30.1,2.5,351.5,101.2,1.3,1003.8
B_0073,2020-01-05,-1.8,73.5,0.2,296.1,127.1,2.3,990.7
B_0074,2020-01-05,-4.6,56.0,0.3,271.4,50.8,1.9,1009.5
B_0075,2020-01-05,-2.8,72.7,0.0,289.3,263.7,3.2,1012.9
B_0076,2020-01-05,-12.2,68.8,2.0,75.3,234.4,2.2,1012.6
B_0077,2020-01-05,-3.1,59.6,1.6,286.4,136.4,0.1,1004.1
B_0078,2020-01-05,-7.4,41.2,0.9,71.9,156.7,3.6,997.7
B_0079,2020-01-05,-12.6,74.6,7.5,197.0,254.5,0.0,1008.7
B_0080,2020-01-05,3.5,51.4,0.9,20.0,287.0,0.5,1020.6
B_0081,2020-01-05,0.9,71.6,0.3,82.7,282.7,4.9,1004.1
B_0082,2020-01-05,-7.8,59.1,0.3,266.7,16.2,3.2,1019.0
B_0083,2020-01-05,2.6,65.7,1.4,197.7,196.3,0.3,1005.5
B_0084,2020-01-05,-3.0,65.1,3.8,355.4,104.6,1.4,1014.4
B_0085,2020-01-05,-4.8,42.2,1.2,329.2,301.5,0.2,992.8
B_0086,2020-01-05,-6.0,42.4,1.4,304.8,38.7,3.1,1014.1
B_0087,2020-01-05,-8.3,58.0,1.6,200.3,182.9,3.2,1017.7
B_0088,2020-01-05,-13.9,83.7,2.0,28.1,239.7,1.9,993.7
B_0089,2020-01-05,-4.0,62.4,1.2,105.9,52.5,2.1,1023.0
B_0090,2020-01-05,-5.7,84.3,3.5,88.8,280.9,1.8,1050.0
B_0091,2020-01-05,-0.3,90.0,1.1,56.6,86.2,7.2,1034.1
B_0092,2020-01-05,-12.6,44.2,3.0,18.3,189.5,9.1,1047.4
B_0093,2020-01-05,-1.6,56.3,1.8,303.8,215.6,1.2,987.8
B_0094,2020-01-05,-6.2,66.4,0.1,3.7,295.7,4.7,986.5
B_0095,2020-01-05,-3.7,72.2,5.8,184.0,163.1,0.7,1022.7
B_0096,2020-01-05,-9.5,63.8,4.7,92.1,138.3,3.1,1005.3
B_0097,2020-01-05,-4.0,47.9,3.0,160.7,405.3,2.7,1019.9
B_0098,2020-01-05,-5.6,47.3,8.3,241.9,147.3,3.4,1050.0
B_0099,2020-01-05,-3.5,78.9,2.2,291.3,69.5,0.9,1024.5
B_0100,2020-01-05,-11.9,30.0,5.4,216.2,270.5,2.8,1050.0
B_0001,2020-01-06,-2.5,52.3,1.4,355.1,0.0,0.8,987.3
B_0002,2020-01-06,-3.5,30.0,5.1,254.0,242.9,8.6,1017.0
B_0003,2020-01-06,-4.2,69.3,2.5,124.8,141.6,0.2,1024.5
B_0004,2020-01-06,-9.1,41.7,0.5,158.8,200.7,0.9,1016.2
B_0005,2020-01-06,2.2,64.5,4.4,82.0,103.4,2.1,1006.0
B_0006,2020-01-06,-5.4,58.1,0.1,63.8,193.7,3.0,1000.6
B_0007,2020-01-06,-0.5,46.7,4.0,8.4,31.5,1.1,1050.0
B_0008,2020-01-06,-0.9,46.2,0.6,39.1,341.5,0.1,1019.9
B_0009,2020-01-06,2.5,44.5,3.3,264.8,224.2,2.0,982.9
B_0010,2020-01-06,-10.2,62.1,1.2,82.1,238.9,1.2,1001.3
B_0011,2020-01-06,-4.6,58.9,3.6,194.5,109.0,0.4,1003.5
B_0012,2020-01-06,-17.5,90.0,2.0,292.2,371.7,3.2,1031.9
B_0013,2020-01-06,1.6,40.1,2.5,23.5,205.1,1.0,1034.9
B_0014,2020-01-06,9.4,47.7,7.5,266.1,185.1,0.1,999.5
B_0015,2020-01-06,-6.7,32.3,0.8,86.5,87.2,1.1,1048.6
B_0016,2020-01-06,-4.0,46.8,1.2,93.6,204.4,0.1,997.3
B_0017,2020-01-06,-9.8,46.3,3.3,324.0,205.0,0.4,1001.2
B_0018,2020-01-06,-4.5,84.5,0.6,55.0,38.1,4.2,1050.0
B_0019,2020-01-06,-10.5,51.7,7.3,174.3,124.4,0.9,990.4
B_0020,2020-01-06,-14.2,71.9,3.5,207.0,291.6,0.8,998.1
B_0021,2020-01-06,-1.2,55.2,2.0,228.8,260.7,1.2,994.9
B_0022,2020-01-06,0.1,51.6,0.1,11.6,286.3,2.0,1025.1
B_0023,2020-01-06,-2.2,56.4,5.1,215.6,303.6,1.3,1012.4
B_0024,2020-01-06,-10.8,73.5,0.4,70.7,258.5,2.0,1005.8
B_0025,2020-01-06,-5.4,83.1,0.4,71.2,240.6,2.1,1050.0
B_0026,2020-01-06,-3.3,62.9,1.6,44.0,146.2,2.2,996.2
B_0027,2020-01-06,-10.4,43.5,7.1,189.0,130.7,0.6,1020.0
B_0028,2020-01-06,-3.8,64.9,0.2,230.5,244.5,1.9,977.3
B_0029,2020-01-06,-6.7,38.5,5.7,303.8,280.3,1.3,1025.5
B_0030,2020-01-06,5.9,63.2,0.0,241.5,118.1,0.1,1010.6
B_0031,2020-01-06,-1.5,48.2,1.6,149.3,0.0,1.1,990.9
B_0032,2020-01-06,1.8,61.2,2.8,284.8,91.2,1.9,1009.2
B_0033,2020-01-06,-8.4,70.2,1.6,158.9,261.5,0.0,975.9
B_0034,2020-01-06,2.7,78.6,4.2,110.1,206.6,0.8,1032.1
B_0035,2020-01-06,-8.4,62.5,1.5,289.9,262.1,0.2,988.9
B_0036,2020-01-06,-8.2,51.9,7.4,18.5,200.8,2.9,985.5
B_0037,2020-01-06,-9.3,74.4,1.6,162.4,290.8,1.2,1037.5
B_0038,2020-01-06,-0.6,64.8,2.6,211.9,60.5,1.1,1035.5
B_0039,2020-01-06,-4.7,35.0,5.4,85.3,162.6,0.5,1039.3
B_0040,2020-01-06,-8.7,64.9,0.7,209.9,189.9,1.5,992.3
B_0041,2020-01-06,3.0,77.0,5.5,126.8,204.6,0.5,980.8
B_0042,2020-01-06,-16.8,67.2,1.1,58.2,33.7,1.8,1043.5
B_0043,2020-01-06,-8.2,67.7,0.9,201.8,384.8,1.5,1022.2
B_0044,2020-01-06,1.0,72.4,0.1,263.1,317.7,4.1,1014.2
B_0045,2020-01-06,-6.8,75.6,5.3,80.7,194.6,0.3,1033.8
B_0046,2020-01-06,-10.6,43.9,1.4,268.7,282.6,0.4,1004.5
B_0047,2020-01-06,-5.0,49.0,0.0,357.1,92.4,3.1,1013.1
B_0048,2020-01-06,1.5,45.6,4.0,10.1,131.1,1.3,997.4
B_0049,2020-01-06,-1.6,60.3,5.3,197.6,258.1,3.2,1011.7
B_0050,2020-01-06,4.2,69.2,1.5,326.7,249.4,2.8,1031.3
B_0051,2020-01-06,-11.5,53.6,0.5,231.3,203.1,3.1,1023.2
B_0052,2020-01-06,-7.3,56.1,0.5,16.9,190.4,0.1,983.4
B_0053,2020-01-06,-8.4,79.1,1.1,266.1,244.1,4.0,1018.0
B_0054,2020-01-06,-10.6,54.4,1.5,33.4,115.9,4.5,992.1
B_0055,2020-01-06,-22.5,84.4,1.5,335.6,87.5,2.1,1023.4
B_0056,2020-01-06,-2.3,80.7,1.5,28.8,70.4,1.5,974.5
B_0057,2020-01-06,-12.5,44.5,9.7,284.3,298.5,2.4,1031.0
B_0058,2020-01-06,-7.2,77.3,5.0,351.1,153.3,0.8,989.8
B_0059,2020-01-06,-7.7,53.1,10.9,359.9,198.1,2.0,1029.6
B_0060,2020-01-06,-4.7,68.4,5.3,229.7,335.9,3.0,1007.6
B_0061,2020-01-06,1.0,60.5,3.3,91.3,241.0,0.5,1018.7
B_0062,2020-01-06,-11.9,56.7,0.0,344.6,86.6,4.7,1012.3
B_0063,2020-01-06,0.3,30.2,1.2,194.4,191.1,2.6,1041.9
B_0064,2020-01-06,-2.4,68.6,2.6,181.1,278.7,1.1,1020.3
B_0065,2020-01-06,-7.4,47.4,3.3,266.4,278.3,0.9,1011.0
B_0066,2020-01-06,-6.4,65.5,6.7,32.3,185.4,0.9,1043.2
B_0067,2020-01-06,-3.2,68.6,9.7,319.5,406.4,2.6,1018.0
B_0068,2020-01-06,-5.9,33.2,3.6,32.3,166.1,0.7,1024.3
B_0069,2020-01-06,2.5,72.6,1.7,55.3,353.5,1.3,1012.7
B_0070,2020-01-06,-6.5,37.3,3.9,160.1,257.2,0.3,997.0
B_0071,2020-01-06,-3.2,66.8,1.7,184.5,100.5,3.7,1050.0
B_0072,2020-01-06,-3.1,44.2,0.2,217.3,296.5,0.8,1022.0
B_0073,2020-01-06,-8.2,45.1,0.2,82.4,306.5,1.0,1050.0
B_0074,2020-01-06,-4.7,68.8,7.1,173.0,64.7,1.3,1033.9
B_0075,2020-01-06,-5.9,63.0,4.3,291.8,196.1,3.7,1022.4
B_0076,2020-01-06,-5.3,60.4,0.1,284.9,171.9,0.9,1005.2
B_0077,2020-01-06,-3.5,30.3,2.0,11.4,130.4,0.0,998.1
B_0078,2020-01-06,-11.4,55.7,0.1,260.8,120.7,1.4,1017.1
B_0079,2020-01-06,-7.4,71.1,4.2,231.5,65.7,0.2,1037.6
B_0080,2020-01-06,-1.9,66.1,6.7,311.9,285.5,4.3,1014.2
B_0081,2020-01-06,-9.4,66.6,4.5,43.7,48.2,0.5,1044.0
B_0082,2020-01-06,-14.2,67.4,1.4,56.1,371.2,0.0,1028.3
B_0083,2020-01-06,-1.9,48.1,4.8,166.2,181.3,1.3,991.9
B_0084,2020-01-06,-2.6,66.4,1.7,349.5,140.8,1.7,979.8
B_0085,2020-01-06,-15.4,85.2,0.7,242.2,100.8,1.9,1023.9
B_0086,2020-01-06,-7.5,50.4,0.1,32.5,161.6,4.3,992.1
B_0087,2020-01-06,-9.8,56.2,0.8,124.5,86.9,0.3,1050.0
B_0088,2020-01-06,-9.1,89.9,2.2,133.0,185.3,2.1,983.6
B_0089,2020-01-06,-7.2,59.6,2.0,355.0,77.1,0.2,1015.4
B_0090,2020-01-06,0.8,44.7,3.3,256.9,114.8,0.2,1020.9
B_0091,2020-01-06,-8.4,57.5,4.6,125.0,277.0,3.0,1005.8
B_0092,2020-01-06,-4.6,54.9,4.3,258.9,235.2,0.7,1017.3
B_0093,2020-01-06,-4.0,76.6,3.9,197.1,185.4,1.4,1014.3
B_0094,2020-01-06,-6.9,72.8,1.5,113.9,186.0,1.5,1042.7
B_0095,2020-01-06,-9.9,54.6,1.1,150.7,109.4,7.1,1033.7
B_0096,2020-01-06,-5.7,69.2,2.4,36.0,74.3,0.0,1018.7
B_0097,2020-01-06,-6.8,55.1,2.6,334.4,118.3,1.6,1011.0
B_0098,2020-01-06,2.0,55.1,0.5,219.4,128.5,0.1,1014.9
B_0099,2020-01-06,1.4,60.1,2.3,152.5,281.7,5.0,997.9
B_0100,2020-01-06,-3.1,68.2,1.5,340.0,168.5,8.8,977.7
B_0001,2020-01-07,-8.7,64.9,3.4,64.2,339.6,2.3,1009.1
B_0002,2020-01-07,-3.0,56.8,2.5,205.3,161.8,2.5,981.9
B_0003,2020-01-07,-4.1,83.0,3.7,71.3,242.7,3.5,1039.3
B_0004,2020-01-07,5.3,47.5,0.5,257.9,174.7,0.6,1017.2
B_0005,2020-01-07,-11.5,47.1,0.6,248.1,122.4,0.9,1029.8
B_0006,2020-01-07,0.7,67.5,3.1,356.6,324.1,1.2,1037.6
B_0007,2020-01-07,3.2,75.7,1.1,342.7,186.1,3.8,1025.8
B_0008,2020-01-07,-1.1,64.6,2.5,350.7,74.9,0.4,1016.3
B_0009,2020-01-07,-11.0,82.6,2.1,345.2,5.9,0.6,1012.9
B_0010,2020-01-07,0.9,84.4,0.5,303.5,148.0,0.6,1021.0
B_0011,2020-01-07,-5.3,47.5,2.2,186.8,321.0,2.8,1022.3
B_0012,2020-01-07,1.6,87.5,0.3,167.0,188.8,1.9,994.5
B_0013,2020-01-07,-7.4,58.8,4.7,315.2,275.7,1.1,1010.6
B_0014,2020-01-07,-9.7,43.4,4.6,72.9,74.7,1.2,1024.5
B_0015,2020-01-07,-2.4,71.6,0.8,93.0,24.1,1.4,1025.4
B_0016,2020-01-07,-3.0,50.7,5.5,163.9,192.6,0.1,1002.1
B_0017,2020-01-07,2.2,82.6,2.1,34.7,168.4,1.6,1020.4
B_0018,2020-01-07,-6.2,37.0,11.0,319.5,269.0,0.1,1001.4
B_0019,2020-01-07,-0.3,63.4,1.4,150.1,275.2,0.9,998.7
B_0020,2020-01-07,2.0,69.2,1.1,290.1,345.1,3.5,1015.6
B_0021,2020-01-07,3.7,57.0,2.7,351.7,96.5,1.2,993.3
B_0022,2020-01-07,-6.6,57.4,3.2,10.6,379.3,1.4,1039.8
B_0023,2020-01-07,-2.5,49.1,2.2,54.1,191.9,0.0,1024.8
B_0024,2020-01-07,1.9,30.9,1.5,245.7,292.6,3.4,991.7
B_0025,2020-01-07,-9.7,52.7,4.1,244.3,271.6,0.0,1038.8
B_0026,2020-01-07,-1.7,59.1,3.6,119.3,184.6,1.2,1024.4
B_0027,2020-01-07,-2.4,30.0,0.1,222.9,290.4,3.2,1011.0
B_0028,2020-01-07,-9.3,53.8,0.1,196.9,155.7,0.6,986.1
B_0029,2020-01-07,-6.7,53.0,0.5,355.3,266.7,0.4,1013.4
B_0030,2020-01-07,-2.2,63.8,4.5,87.8,103.3,0.2,1040.1
B_0031,2020-01-07,-2.9,71.6,2.6,306.9,199.0,0.7,994.2
B_0032,2020-01-07,-6.9,72.5,5.6,58.8,145.8,0.3,1026.4
B_0033,2020-01-07,3.3,61.7,1.6,325.6,345.5,1.0,1034.6
B_0034,2020-01-07,-13.2,63.4,14.4,161.4,153.7,0.8,1050.0
B_0035,2020-01-07,-7.0,35.8,1.5,94.5,344.6,2.2,996.2
B_0036,2020-01-07,-11.8,48.4,0.1,10.6,257.4,1.2,1035.7
B_0037,2020-01-07,-2.1,43.5,4.8,104.4,224.6,0.8,990.5
B_0038,2020-01-07,-4.1,67.7,2.0,144.1,205.6,1.8,1017.7
B_0039,2020-01-07,-3.8,69.2,2.2,357.3,0.0,9.1,1048.0
B_0040,2020-01-07,-8.4,43.5,1.1,205.1,218.3,1.7,1004.6
B_0041,2020-01-07,-14.2,48.3,1.0,158.1,329.4,1.3,1004.3
B_0042,2020-01-07,-11.6,83.6,5.3,319.1,150.9,0.1,1033.6
B_0043,2020-01-07,0.6,41.0,0.1,252.9,234.0,4.0,991.0
B_0044,2020-01-07,-9.1,39.7,1.2,30.7,41.9,1.1,1020.6
B_0045,2020-01-07,-11.2,60.5,3.6,64.4,408.5,1.2,1017.2
B_0046,2020-01-07,-9.0,54.5,1.5,226.7,181.9,0.5,979.7
B_0047,2020-01-07,-2.1,43.0,0.5,176.9,124.7,0.2,1050.0
B_0048,2020-01-07,-6.4,51.8,1.0,309.5,84.1,7.4,1018.9
B_0049,2020-01-07,-7.7,37.5,5.6,176.7,194.4,2.3,1011.1
B_0050,2020-01-07,-3.8,60.5,3.5,187.3,356.6,2.0,1018.4
B_0051,2020-01-07,-3.7,53.5,1.9,227.9,241.9,1.3,1015.7
B_0052,2020-01-07,-3.1,51.0,0.2,19.9,287.0,0.6,1041.9
B_0053,2020-01-07,-6.2,67.2,9.3,182.5,58.9,4.8,1003.1
B_0054,2020-01-07,-6.4,63.9,0.2,188.2,115.8,2.3,1036.9
B_0055,2020-01-07,-5.9,86.0,2.8,21.3,248.2,6.3,1004.8
B_0056,2020-01-07,-8.8,61.0,1.4,285.7,94.5,14.3,985.0
B_0057,2020-01-07,-3.8,66.5,0.9,12.8,294.9,5.2,1008.5
B_0058,2020-01-07,-1.0,82.8,1.1,67.6,2.0,0.2,1031.4
B_0059,2020-01-07,-10.1,39.4,2.4,152.2,191.4,0.8,1006.8
B_0060,2020-01-07,-7.1,64.6,1.0,83.0,116.2,1.1,971.3
B_0061,2020-01-07,-0.8,59.9,0.5,261.2,161.4,9.7,1018.2
B_0062,2020-01-07,-4.4,75.5,0.0,242.9,170.7,2.6,1012.8
B_0063,2020-01-07,0.1,54.6,11.3,274.1,125.6,0.9,1030.5
B_0064,2020-01-07,-5.4,51.9,2.5,312.0,168.2,3.6,1016.5
B_0065,2020-01-07,-6.5,49.0,3.7,85.5,81.7,8.3,999.9
B_0066,2020-01-07,-8.5,79.0,3.1,104.7,0.0,1.0,973.4
