building_id,timestamp,building_type,total_floor_area_m2,num_floors,building_age_years,epc_rating,envelope_avg_u_value,window_wall_ratio,outdoor_temperature,outdoor_humidity,solar_radiation,indoor_temperature,indoor_humidity,co2_level,occupancy_ratio,total_energy_consumption_kwh,day_of_week,month,day_of_year
BLD_001,2023-06-21 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,31.59,51.5,949.98,22.37,46.48,459.3,0.787,216.182,2,6,172
BLD_001,2023-06-22 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.76,52.27,692.61,21.64,47.35,446.43,0.902,223.29,3,6,173
BLD_001,2023-06-23 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,33.68,51.78,823.57,22.18,47.15,489.23,0.872,263.085,4,6,174
BLD_001,2023-06-24 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,27.24,59.91,730.4,21.43,51.65,425.67,0.265,201.747,5,6,175
BLD_001,2023-06-25 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,32.61,34.84,694.85,23.74,50.42,398.79,0.205,239.361,6,6,176
BLD_001,2023-06-26 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,30.71,46.07,904.86,22.54,49.58,421.62,0.909,226.836,0,6,177
BLD_001,2023-06-27 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,31.75,42.2,924.16,21.87,42.28,425.57,0.852,250.285,1,6,178
BLD_001,2023-06-28 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,32.29,43.47,651.44,22.05,49.92,408.62,0.701,258.887,2,6,179
BLD_001,2023-06-29 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,26.24,55.68,855.78,21.56,50.09,420.35,0.765,216.302,3,6,180
BLD_001,2023-06-30 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,31.76,46.52,792.32,23.04,37.27,441.65,0.828,258.294,4,6,181
BLD_001,2023-07-01 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,29.64,43.45,648.63,22.01,34.84,422.81,0.293,214.787,5,7,182
BLD_001,2023-07-02 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,27.35,49.73,906.63,21.33,46.66,418.67,0.343,187.601,6,7,183
BLD_001,2023-07-03 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,30.15,50.55,824.3,21.89,46.04,457.0,0.859,230.342,0,7,184
BLD_001,2023-07-04 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,30.28,46.77,951.44,22.51,42.63,416.62,0.964,229.668,1,7,185
BLD_001,2023-07-05 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,29.67,56.12,767.89,21.79,49.41,401.03,0.733,237.901,2,7,186
BLD_001,2023-07-06 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,29.51,48.82,926.33,22.13,39.15,452.42,0.95,239.067,3,7,187
BLD_001,2023-07-07 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,31.06,44.11,686.2,22.26,36.6,437.69,0.774,235.558,4,7,188
BLD_001,2023-07-08 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.35,60.4,726.83,22.06,49.4,373.39,0.213,216.659,5,7,189
BLD_001,2023-07-09 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,29.73,44.79,704.69,21.97,50.55,405.91,0.282,192.155,6,7,190
BLD_001,2023-07-10 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.36,52.1,768.64,21.53,50.18,446.39,0.909,230.281,0,7,191
BLD_001,2023-07-11 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,25.5,48.33,827.61,21.3,50.87,437.14,0.889,205.987,1,7,192
BLD_001,2023-07-12 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.99,53.74,895.38,21.69,50.49,444.67,0.819,211.391,2,7,193
BLD_001,2023-07-13 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.4,40.89,733.06,21.16,46.69,444.15,0.843,229.462,3,7,194
BLD_001,2023-07-14 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,26.42,63.98,951.47,21.2,44.67,447.61,0.89,213.636,4,7,195
BLD_001,2023-07-15 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,30.84,41.8,900.66,22.23,42.48,411.32,0.225,235.947,5,7,196
BLD_001,2023-07-16 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,32.85,44.91,844.44,23.07,40.66,443.21,0.375,259.442,6,7,197
BLD_001,2023-07-17 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.37,47.15,867.61,22.17,45.39,421.62,0.995,221.757,0,7,198
BLD_001,2023-07-18 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,29.41,50.43,872.04,22.55,46.71,423.47,0.718,224.826,1,7,199
BLD_001,2023-07-19 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.42,48.46,718.3,21.72,43.17,442.64,0.744,218.709,2,7,200
BLD_001,2023-07-20 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,35.6,45.01,870.58,23.33,48.35,462.81,0.983,294.377,3,7,201
BLD_001,2023-07-21 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,32.41,48.71,949.67,22.67,48.13,420.41,0.906,259.679,4,7,202
BLD_001,2023-07-22 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,27.86,46.95,804.24,21.2,48.57,444.7,0.337,184.163,5,7,203
BLD_001,2023-07-23 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,31.71,41.84,936.5,22.14,49.48,431.85,0.264,229.411,6,7,204
BLD_001,2023-07-24 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,29.02,50.67,909.22,22.22,45.23,418.77,0.852,250.195,0,7,205
BLD_001,2023-07-25 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,30.03,46.36,759.52,22.26,47.13,425.18,0.808,228.341,1,7,206
BLD_001,2023-07-26 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,29.55,48.52,707.22,22.44,40.84,465.27,0.709,202.783,2,7,207
BLD_001,2023-07-27 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,29.58,53.91,822.05,22.2,53.29,429.76,0.702,203.94,3,7,208
BLD_001,2023-07-28 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.16,53.07,807.5,21.79,43.39,416.48,0.701,210.503,4,7,209
BLD_001,2023-07-29 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,26.99,45.73,700.5,21.97,43.44,403.08,0.384,194.353,5,7,210
BLD_001,2023-07-30 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,29.28,53.91,662.17,21.63,45.06,379.67,0.236,223.508,6,7,211
BLD_001,2023-07-31 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.51,50.88,663.09,21.59,49.81,422.36,0.933,236.117,0,7,212
BLD_001,2023-08-01 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,29.45,51.09,897.68,22.01,39.83,427.58,0.872,241.311,1,8,213
BLD_001,2023-08-02 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,29.06,44.77,809.82,22.04,51.37,431.93,0.998,248.586,2,8,214
BLD_001,2023-08-03 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,26.37,59.78,895.79,22.98,52.95,432.54,0.91,212.635,3,8,215
BLD_001,2023-08-04 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.17,51.21,926.0,20.98,46.84,396.01,0.795,224.115,4,8,216
BLD_001,2023-08-05 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,23.09,65.0,731.89,21.85,52.11,404.97,0.399,167.643,5,8,217
BLD_001,2023-08-06 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.72,50.13,796.57,21.54,36.54,414.01,0.227,194.507,6,8,218
BLD_001,2023-08-07 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,22.71,64.36,686.77,21.53,46.12,435.14,0.952,187.605,0,8,219
BLD_001,2023-08-08 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,25.79,45.67,739.16,21.94,38.27,463.44,0.935,219.264,1,8,220
BLD_001,2023-08-09 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,27.08,55.23,938.28,21.74,47.4,449.58,0.89,235.1,2,8,221
BLD_001,2023-08-10 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.96,42.18,825.02,22.13,46.39,440.66,0.761,238.896,3,8,222
BLD_001,2023-08-11 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.57,48.05,815.2,21.51,41.9,443.43,0.867,204.064,4,8,223
BLD_001,2023-08-12 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,26.35,61.37,843.7,21.42,47.22,389.53,0.213,176.488,5,8,224
BLD_001,2023-08-13 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,28.18,44.72,804.51,22.0,44.47,413.24,0.396,195.428,6,8,225
BLD_001,2023-08-14 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,27.17,47.54,934.65,21.41,46.55,453.96,0.963,209.407,0,8,226
BLD_001,2023-08-15 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,25.46,52.12,915.43,21.86,49.66,435.92,0.797,215.911,1,8,227
BLD_001,2023-08-16 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,25.4,53.04,677.82,22.05,48.36,448.44,0.833,225.067,2,8,228
BLD_001,2023-08-17 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,24.23,60.68,726.45,22.12,44.1,402.18,0.854,193.376,3,8,229
BLD_001,2023-08-18 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,26.01,44.29,820.33,20.92,46.64,441.11,0.931,202.871,4,8,230
BLD_001,2023-08-19 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,25.81,52.93,728.05,21.47,44.28,402.69,0.307,177.934,5,8,231
BLD_001,2023-08-20 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,25.74,54.71,690.63,21.79,37.75,399.15,0.3,184.011,6,8,232
BLD_001,2023-08-21 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,26.37,59.51,671.02,21.46,47.32,430.03,0.745,202.115,0,8,233
BLD_001,2023-08-22 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,27.25,58.88,895.73,20.62,49.42,412.48,0.709,193.245,1,8,234
BLD_001,2023-08-23 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,22.36,63.55,830.19,21.6,49.5,404.57,0.871,174.987,2,8,235
BLD_001,2023-08-24 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,27.12,56.8,816.82,21.82,52.67,428.71,0.948,207.172,3,8,236
BLD_001,2023-08-25 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,24.8,58.16,865.28,20.91,45.67,413.46,0.99,186.996,4,8,237
BLD_001,2023-08-26 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,23.51,59.51,904.16,21.15,40.26,406.19,0.208,167.669,5,8,238
BLD_001,2023-08-27 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,20.04,61.99,762.12,20.55,43.47,401.51,0.293,157.811,6,8,239
BLD_001,2023-08-28 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,22.57,58.52,939.87,22.37,30.42,420.9,0.772,186.282,0,8,240
BLD_001,2023-08-29 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,23.2,60.2,749.81,21.1,46.4,441.99,0.729,178.929,1,8,241
BLD_001,2023-08-30 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,24.02,59.92,865.05,20.89,46.06,454.69,0.967,195.555,2,8,242
BLD_001,2023-08-31 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,24.48,60.15,682.91,22.3,44.56,427.22,0.956,202.27,3,8,243
BLD_001,2023-09-01 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,23.71,55.19,917.59,20.7,55.86,414.93,0.967,208.718,4,9,244
BLD_001,2023-09-02 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,22.33,47.32,892.46,20.55,42.17,413.82,0.396,155.66,5,9,245
BLD_001,2023-09-03 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,21.18,60.22,700.3,20.89,52.86,405.55,0.231,149.548,6,9,246
BLD_001,2023-09-04 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,25.67,55.4,725.3,20.28,44.12,410.39,0.716,198.75,0,9,247
BLD_001,2023-09-05 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,20.94,62.4,944.66,20.74,38.2,422.19,0.991,193.084,1,9,248
BLD_001,2023-09-06 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,22.54,52.84,728.1,21.21,38.03,433.32,0.927,193.564,2,9,249
BLD_001,2023-09-07 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,23.08,56.48,893.67,21.05,47.47,454.91,0.948,212.387,3,9,250
BLD_001,2023-09-08 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,22.18,62.19,929.71,21.3,45.65,415.87,0.869,185.568,4,9,251
BLD_001,2023-09-09 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,22.77,59.22,709.08,20.39,46.6,393.71,0.217,165.314,5,9,252
BLD_001,2023-09-10 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,21.11,65.37,867.5,21.1,37.11,427.74,0.376,157.079,6,9,253
BLD_001,2023-09-11 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,19.32,65.0,949.03,20.52,48.11,406.41,0.717,173.248,0,9,254
BLD_001,2023-09-12 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,22.37,52.26,727.23,20.05,38.79,438.36,0.762,176.578,1,9,255
BLD_001,2023-09-13 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,18.7,68.99,894.39,21.34,33.52,421.44,0.971,180.912,2,9,256
BLD_001,2023-09-14 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,23.76,52.32,709.16,20.54,37.81,435.95,0.713,180.835,3,9,257
BLD_001,2023-09-15 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,21.73,58.05,954.03,21.18,50.7,441.41,0.794,166.699,4,9,258
BLD_001,2023-09-16 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,23.7,54.2,649.84,20.78,49.24,441.22,0.344,168.96,5,9,259
BLD_001,2023-09-17 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,20.89,61.02,853.99,21.83,47.09,399.28,0.265,134.748,6,9,260
BLD_001,2023-09-18 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,20.35,61.86,705.01,20.88,53.82,446.35,0.735,173.418,0,9,261
BLD_001,2023-09-19 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,23.1,53.11,776.13,21.31,46.72,423.73,0.949,185.837,1,9,262
BLD_001,2023-09-20 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,19.85,55.91,911.57,21.27,47.56,442.99,0.88,181.12,2,9,263
BLD_001,2023-09-21 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,20.65,58.96,872.55,21.04,48.81,430.12,0.753,154.912,3,9,264
BLD_001,2023-09-22 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,14.76,76.29,837.41,19.85,53.44,455.12,0.726,199.251,4,9,265
BLD_001,2023-09-23 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,18.55,74.93,743.79,20.34,44.99,402.02,0.347,162.884,5,9,266
BLD_001,2023-09-24 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,19.62,58.86,941.34,20.51,46.13,424.46,0.254,158.198,6,9,267
BLD_001,2023-09-25 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,16.52,65.68,826.56,20.56,40.32,408.69,0.763,195.421,0,9,268
BLD_001,2023-09-26 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,23.71,70.18,651.54,21.19,46.98,452.25,0.965,192.469,1,9,269
BLD_001,2023-09-27 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,15.75,68.06,838.82,19.78,43.47,447.31,0.965,206.788,2,9,270
BLD_001,2023-09-28 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,18.1,58.59,661.84,21.21,45.84,464.01,0.971,199.341,3,9,271
BLD_001,2023-09-29 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,19.01,62.76,842.76,20.19,53.4,443.17,0.963,205.103,4,9,272
BLD_001,2023-09-30 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,19.48,68.82,866.0,21.77,47.5,378.93,0.207,155.263,5,9,273
BLD_001,2023-10-01 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,16.56,63.55,758.84,20.5,45.98,412.38,0.365,186.824,6,10,274
BLD_001,2023-10-02 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,15.52,67.04,898.4,20.37,41.19,476.07,0.774,202.949,0,10,275
BLD_001,2023-10-03 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,15.86,78.09,690.68,20.94,37.62,426.59,0.729,209.991,1,10,276
BLD_001,2023-10-04 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,15.82,64.71,758.25,20.62,49.5,428.21,0.967,213.136,2,10,277
BLD_001,2023-10-05 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,17.84,74.35,815.11,20.46,48.77,441.61,0.765,179.655,3,10,278
BLD_001,2023-10-06 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,17.95,65.59,712.07,19.92,46.18,445.84,0.807,205.159,4,10,279
BLD_001,2023-10-07 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,17.62,69.42,771.92,21.08,41.86,400.3,0.371,189.206,5,10,280
BLD_001,2023-10-08 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,18.55,57.95,881.15,20.46,54.26,436.88,0.373,171.832,6,10,281
BLD_001,2023-10-09 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,13.35,75.92,765.7,20.11,52.89,426.4,0.956,239.462,0,10,282
BLD_001,2023-10-10 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,15.39,70.85,938.85,20.91,45.0,473.6,0.889,233.472,1,10,283
BLD_001,2023-10-11 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.17,74.88,643.73,19.44,41.05,441.73,0.882,236.361,2,10,284
BLD_001,2023-10-12 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,18.67,66.7,867.37,20.32,40.52,437.84,0.965,204.247,3,10,285
BLD_001,2023-10-13 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,17.11,57.75,916.7,20.54,47.91,454.23,0.842,183.762,4,10,286
BLD_001,2023-10-14 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,18.41,66.46,708.25,20.69,49.82,412.7,0.347,181.749,5,10,287
BLD_001,2023-10-15 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,15.36,79.73,791.56,21.25,44.14,427.54,0.204,173.505,6,10,288
BLD_001,2023-10-16 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.43,66.86,671.67,20.06,36.29,424.1,0.782,213.653,0,10,289
BLD_001,2023-10-17 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,16.01,62.44,704.29,20.58,46.17,428.6,0.829,223.279,1,10,290
BLD_001,2023-10-18 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,17.81,69.15,750.43,21.21,45.84,449.62,0.926,184.933,2,10,291
BLD_001,2023-10-19 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.36,69.61,859.79,18.95,43.74,434.43,0.76,217.057,3,10,292
BLD_001,2023-10-20 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,17.01,66.32,788.01,19.93,39.58,432.72,0.961,195.028,4,10,293
BLD_001,2023-10-21 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.98,73.64,831.22,19.82,47.26,420.28,0.204,215.05,5,10,294
BLD_001,2023-10-22 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,13.58,68.44,698.42,20.08,45.77,454.83,0.386,223.937,6,10,295
BLD_001,2023-10-23 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,16.1,65.05,741.93,20.62,43.07,447.56,0.701,193.144,0,10,296
BLD_001,2023-10-24 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,14.35,73.79,719.92,20.41,45.28,425.91,0.947,228.232,1,10,297
BLD_001,2023-10-25 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,13.53,58.95,812.4,20.03,39.63,462.6,0.975,212.46,2,10,298
BLD_001,2023-10-26 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,15.06,76.33,893.52,20.79,43.28,467.11,0.971,216.523,3,10,299
BLD_001,2023-10-27 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,14.52,77.01,725.81,20.5,42.75,408.86,0.703,216.978,4,10,300
BLD_001,2023-10-28 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,15.81,69.33,854.84,20.28,52.38,447.26,0.2,174.41,5,10,301
BLD_001,2023-10-29 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,11.52,75.19,821.7,19.64,43.28,427.62,0.272,221.167,6,10,302
BLD_001,2023-10-30 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,13.77,74.02,763.81,20.84,50.02,458.14,0.732,207.729,0,10,303
BLD_001,2023-10-31 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,16.38,74.72,846.6,19.3,40.67,456.92,0.718,181.463,1,10,304
BLD_001,2023-11-01 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,7.84,76.08,858.75,18.89,44.38,428.38,0.915,272.573,2,11,305
BLD_001,2023-11-02 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,13.49,71.15,640.18,20.09,40.99,442.47,0.936,247.497,3,11,306
BLD_001,2023-11-03 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,10.51,83.14,876.18,19.38,50.41,400.58,0.807,235.612,4,11,307
BLD_001,2023-11-04 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,11.53,67.33,650.48,19.31,44.4,399.71,0.31,210.315,5,11,308
BLD_001,2023-11-05 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,10.15,74.58,838.74,19.65,44.98,419.81,0.264,225.821,6,11,309
BLD_001,2023-11-06 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,9.26,79.14,836.33,18.63,50.97,420.83,0.906,263.616,0,11,310
BLD_001,2023-11-07 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,11.96,81.06,845.95,19.77,40.44,421.44,0.885,215.026,1,11,311
BLD_001,2023-11-08 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,13.74,69.26,820.55,20.04,37.44,438.53,0.916,202.429,2,11,312
BLD_001,2023-11-09 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,13.7,73.55,941.18,19.9,44.14,434.99,0.973,244.728,3,11,313
BLD_001,2023-11-10 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,7.52,75.62,760.2,19.8,49.82,459.15,0.877,270.497,4,11,314
BLD_001,2023-11-11 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.06,79.15,812.02,20.07,55.21,379.69,0.205,207.956,5,11,315
BLD_001,2023-11-12 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,11.61,74.3,828.78,19.43,36.28,422.88,0.355,214.119,6,11,316
BLD_001,2023-11-13 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,13.22,79.87,755.27,20.25,54.7,409.05,0.757,233.866,0,11,317
BLD_001,2023-11-14 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.76,67.62,892.34,19.98,44.26,414.47,0.779,232.8,1,11,318
BLD_001,2023-11-15 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,9.39,92.04,858.88,18.75,36.16,433.67,0.821,242.222,2,11,319
BLD_001,2023-11-16 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,10.95,71.07,669.71,19.97,45.13,422.1,0.798,226.228,3,11,320
BLD_001,2023-11-17 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,15.27,78.52,834.81,19.89,48.61,443.36,0.998,226.411,4,11,321
BLD_001,2023-11-18 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,9.75,74.7,755.63,19.41,42.38,390.72,0.304,230.905,5,11,322
BLD_001,2023-11-19 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,10.2,62.1,935.28,20.94,49.64,406.88,0.394,228.807,6,11,323
BLD_001,2023-11-20 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,14.59,79.64,658.87,19.58,50.1,386.5,0.713,218.162,0,11,324
BLD_001,2023-11-21 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,11.85,71.25,751.86,19.55,35.66,467.13,0.813,244.196,1,11,325
BLD_001,2023-11-22 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.44,69.48,903.36,19.22,38.8,439.67,0.75,233.495,2,11,326
BLD_001,2023-11-23 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,10.78,67.97,952.23,20.24,45.53,453.79,0.979,256.933,3,11,327
BLD_001,2023-11-24 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,6.98,74.95,827.72,19.67,54.57,437.79,0.764,262.444,4,11,328
BLD_001,2023-11-25 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,16.09,74.74,774.18,20.47,46.13,416.57,0.293,185.234,5,11,329
BLD_001,2023-11-26 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,8.09,74.28,927.49,19.96,45.16,403.72,0.346,246.863,6,11,330
BLD_001,2023-11-27 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.44,70.72,936.78,20.01,42.1,451.14,0.88,227.699,0,11,331
BLD_001,2023-11-28 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,10.72,69.7,786.61,20.78,45.51,418.25,0.795,239.798,1,11,332
BLD_001,2023-11-29 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,6.87,79.28,671.46,19.39,55.66,443.7,0.962,272.269,2,11,333
BLD_001,2023-11-30 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,10.42,68.7,886.22,18.85,46.24,432.8,0.921,242.403,3,11,334
BLD_001,2023-12-01 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.29,71.29,933.8,20.65,51.64,447.24,0.967,223.206,4,12,335
BLD_001,2023-12-02 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.15,79.36,912.71,20.32,45.06,438.67,0.37,219.922,5,12,336
BLD_001,2023-12-03 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,13.59,66.69,959.19,19.73,45.86,382.53,0.368,203.069,6,12,337
BLD_001,2023-12-04 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,11.04,73.9,717.41,19.57,48.51,465.09,0.91,259.205,0,12,338
BLD_001,2023-12-05 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,7.53,80.16,948.96,19.16,44.25,428.58,0.987,279.532,1,12,339
BLD_001,2023-12-06 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,7.27,85.34,894.64,19.59,39.79,440.66,0.749,269.753,2,12,340
BLD_001,2023-12-07 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.46,76.22,841.86,19.44,39.23,432.28,0.989,241.515,3,12,341
BLD_001,2023-12-08 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,13.21,74.2,770.23,20.06,50.12,442.3,0.762,234.472,4,12,342
BLD_001,2023-12-09 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,12.2,68.95,652.57,19.73,42.41,388.66,0.347,221.861,5,12,343
BLD_001,2023-12-10 12:00:00,industrial,2449.23,1,22,B,0.274,0.17,11.7,75.84,959.94,19.88,43.23,388.43,0.378,220.605,6,12,344
