material_type,quantity,unit,epd_number,manufacturer,production_location,transport_distance_km,a1_a3_embodied_carbon_kg_co2,a1_raw_material_kg_co2,a2_transport_kg_co2,a3_manufacturing_kg_co2,a4_transport_to_site_kg_co2,a5_installation_kg_co2,b1_b7_use_stage_kg_co2_per_year,c1_deconstruction_kg_co2,c2_transport_eol_kg_co2,c3_waste_processing_kg_co2,c4_disposal_kg_co2,d_recycling_potential_kg_co2,density_kg_m3,recyclability_pct,expected_lifespan_years,renewable_content_pct,recycled_content_pct,certification_standard,valid_from,valid_until,ozone_depletion_potential_value,ozone_depletion_potential_unit,acidification_potential_value,acidification_potential_unit,eutrophication_potential_value,eutrophication_potential_unit,photochemical_oxidation_potential_value,photochemical_oxidation_potential_unit,abiotic_depletion_potential_value,abiotic_depletion_potential_unit,water_consumption_value,water_consumption_unit,primary_energy_demand_value,primary_energy_demand_unit,building_id,component
insulation_polyurethane,51436.62,kg,EPD-3346-INS,Insulation_polyurethane Corp 58,North America,1298,197120.55,59136.16,19712.05,118272.33,2571.83,1028.73,51.437,514.37,1543.1,1028.73,2571.83,-13195.11,30,16.2,26,1.686712509860766,0.8112039303318108,ISO 14025,2023-01-01,2028-01-01,327788.125,kg CFC-11 eq,469155.07,kg SO2 eq,419153.766,kg PO4 eq,242085.765,kg C2H4 eq,26508.768,kg Sb eq,305741.282,m3,237611.208,MJ,BLD_00008,insulation
glass,102873.24,kg,EPD-4529-GLA,Glass Corp 17,North America,1339,84890.55,25467.16,8489.05,50934.33,5143.66,2057.46,102.873,1028.73,3086.2,2057.46,5143.66,-41068.29,2500,97.8,42,14.873382727287579,3.567354211277751,EN 15804,2023-01-01,2028-01-01,388786.262,kg CFC-11 eq,3325.812,kg SO2 eq,936565.985,kg PO4 eq,809039.683,kg C2H4 eq,834068.251,kg Sb eq,42193.091,m3,513982.753,MJ,BLD_00008,windows
aluminum,25718.31,kg,EPD-2642-ALU,Aluminum Corp 1,Asia,1586,291064.07,87319.22,29106.41,174638.44,1285.92,514.37,25.718,257.18,771.55,514.37,1285.92,-139277.56,2700,98.6,45,14.044707476461777,27.98014686583217,EN 15804,2023-01-01,2028-01-01,224770.634,kg CFC-11 eq,242758.279,kg SO2 eq,10759.912,kg PO4 eq,24637.734,kg C2H4 eq,191652.59,kg Sb eq,31349.25,m3,248563.984,MJ,BLD_00008,window_frames
concrete,1153.505,m3,EPD-9946-CON,Concrete Corp 9,Local,1209,248.39,74.52,24.84,149.03,57.68,23.07,1.154,11.54,34.61,23.07,57.68,-29.71,2400,25.4,87,2.238036841927644,39.14494193420911,ISO 14025,2023-01-01,2028-01-01,5033.552,kg CFC-11 eq,5977.023,kg SO2 eq,5500.542,kg PO4 eq,747.206,kg C2H4 eq,9675.589,kg Sb eq,1267.51,m3,7081.084,MJ,BLD_00097,structure
concrete,692.1030000000001,m3,EPD-7972-CON,Concrete Corp 30,Asia,1194,149.41,44.82,14.94,89.64,34.61,13.84,0.692,6.92,20.76,13.84,34.61,-17.18,2400,23.0,57,11.348395851423465,12.864557196575998,EN 15804,2023-01-01,2028-01-01,6312.698,kg CFC-11 eq,6347.183,kg SO2 eq,6484.276,kg PO4 eq,3508.059,kg C2H4 eq,2672.527,kg Sb eq,2994.29,m3,1009.459,MJ,BLD_00097,facade
insulation_mineral_wool,27684.120000000003,kg,EPD-8941-INS,Insulation_mineral_wool Corp 3,Asia,1714,28554.97,8566.49,2855.5,17132.98,1384.21,553.68,27.684,276.84,830.52,553.68,1384.21,-8071.81,100,67.1,49,7.809501933477145,16.34197273702681,EN 15804,2023-01-01,2028-01-01,195480.142,kg CFC-11 eq,255676.81,kg SO2 eq,43375.872,kg PO4 eq,198219.099,kg C2H4 eq,233789.232,kg Sb eq,183649.681,m3,219470.569,MJ,BLD_00097,insulation
glass,20763.090000000004,kg,EPD-5315-GLA,Glass Corp 82,Europe,728,24217.52,7265.26,2421.75,14530.51,1038.15,415.26,20.763,207.63,622.89,415.26,1038.15,-11739.83,2500,99.5,49,16.742500062421147,16.434244067212084,EN 15804,2023-01-01,2028-01-01,61126.388,kg CFC-11 eq,201067.866,kg SO2 eq,135136.213,kg PO4 eq,28719.171,kg C2H4 eq,44696.608,kg Sb eq,200333.334,m3,37256.749,MJ,BLD_00097,windows
aluminum,5190.772500000001,kg,EPD-8584-ALU,Aluminum Corp 81,North America,638,43921.59,13176.48,4392.16,26352.95,259.54,103.82,5.191,51.91,155.72,103.82,259.54,-21415.27,2700,97.5,43,16.877284301265533,48.08455675627848,EN 15804,2023-01-01,2028-01-01,123.587,kg CFC-11 eq,863.358,kg SO2 eq,4676.77,kg PO4 eq,10711.583,kg C2H4 eq,41629.091,kg Sb eq,6761.419,m3,12203.808,MJ,BLD_00097,window_frames
concrete,3784.6000000000004,m3,EPD-2051-CON,Concrete Corp 49,Asia,1889,1012.67,303.8,101.27,607.6,189.23,75.69,3.785,37.85,113.54,75.69,189.23,-162.04,2400,37.6,73,0.4536007894760208,44.34915946393143,ISO 21930,2023-01-01,2028-01-01,22915.866,kg CFC-11 eq,29730.565,kg SO2 eq,5188.948,kg PO4 eq,32992.376,kg C2H4 eq,14027.365,kg Sb eq,1456.031,m3,35520.175,MJ,BLD_00007,structure
glass,354806.25,kg,EPD-2515-GLA,Glass Corp 8,Europe,1369,362847.93,108854.38,36284.79,217708.76,17740.31,7096.12,354.806,3548.06,10644.19,7096.12,17740.31,-173772.37,2500,92.6,37,0.30261010460439275,6.957059152212031,ISO 14025,2023-01-01,2028-01-01,799333.04,kg CFC-11 eq,2661099.931,kg SO2 eq,2403226.585,kg PO4 eq,1191787.468,kg C2H4 eq,2007706.745,kg Sb eq,518144.705,m3,2282263.813,MJ,BLD_00007,facade
insulation_polyurethane,42576.75,kg,EPD-1139-INS,Insulation_polyurethane Corp 82,Asia,833,181249.99,54375.0,18125.0,108749.99,2128.84,851.54,42.577,425.77,1277.3,851.54,2128.84,-24713.56,30,28.7,37,16.197048044988676,20.859071141700742,EN 15804,2023-01-01,2028-01-01,295898.251,kg CFC-11 eq,42771.693,kg SO2 eq,131730.708,kg PO4 eq,33704.115,kg C2H4 eq,26144.281,kg Sb eq,144635.507,m3,365966.886,MJ,BLD_00007,insulation
glass,85153.5,kg,EPD-8794-GLA,Glass Corp 11,North America,272,85253.6,25576.08,8525.36,51152.16,4257.68,1703.07,85.154,851.54,2554.6,1703.07,4257.68,-39498.57,2500,99.8,35,8.637480396212169,44.7585278346534,EN 15804,2023-01-01,2028-01-01,504040.386,kg CFC-11 eq,26174.079,kg SO2 eq,320514.658,kg PO4 eq,847132.783,kg C2H4 eq,219080.36,kg Sb eq,324829.938,m3,95386.656,MJ,BLD_00007,windows
aluminum,21288.375,kg,EPD-9293-ALU,Aluminum Corp 94,Asia,1757,250393.84,75118.15,25039.38,150236.3,1064.42,425.77,21.288,212.88,638.65,425.77,1064.42,-124603.22,2700,97.5,42,8.260597511712024,15.023192654802514,ISO 21930,2023-01-01,2028-01-01,28603.934,kg CFC-11 eq,115002.946,kg SO2 eq,126680.161,kg PO4 eq,66627.672,kg C2H4 eq,66129.764,kg Sb eq,10880.889,m3,113318.465,MJ,BLD_00007,window_frames
timber,4314.317999999999,m3,EPD-5252-TIM,Timber Corp 32,North America,1050,-1307.27,-392.18,-130.73,-784.36,215.72,86.29,4.314,43.14,129.43,86.29,215.72,506.85,500,62.7,62,94.86444189357486,24.2161206160215,EN 15804,2023-01-01,2028-01-01,28116.005,kg CFC-11 eq,14398.171,kg SO2 eq,26193.167,kg PO4 eq,39367.878,kg C2H4 eq,23981.255,kg Sb eq,25437.291,m3,7701.397,MJ,BLD_00090,structure
brick,2157159.0,kg,EPD-5714-BRI,Brick Corp 44,North America,1467,631134.64,189340.39,63113.46,378680.79,107857.95,43143.18,2157.159,21571.59,64714.77,43143.18,107857.95,-261766.17,1900,87.3,117,3.02756639154542,1.0664615815222045,EN 15804,2023-01-01,2028-01-01,6475936.238,kg CFC-11 eq,12760702.932,kg SO2 eq,8616874.916,kg PO4 eq,2362429.439,kg C2H4 eq,17896882.148,kg Sb eq,10208173.426,m3,11362747.295,MJ,BLD_00090,facade
insulation_mineral_wool,215715.9,kg,EPD-7090-INS,Insulation_mineral_wool Corp 27,Europe,1527,302024.87,90607.46,30202.49,181214.92,10785.8,4314.32,215.716,2157.16,6471.48,4314.32,10785.8,-85968.19,100,64.1,47,7.605532912066131,46.67562474610385,ISO 21930,2023-01-01,2028-01-01,929986.669,kg CFC-11 eq,381226.51,kg SO2 eq,1693280.016,kg PO4 eq,511062.208,kg C2H4 eq,729990.877,kg Sb eq,520392.044,m3,2004990.212,MJ,BLD_00090,insulation
glass,129429.54,kg,EPD-1532-GLA,Glass Corp 96,Asia,1390,146775.16,44032.55,14677.52,88065.1,6471.48,2588.59,129.43,1294.3,3882.89,2588.59,6471.48,-68591.04,2500,93.5,36,11.896925171416221,43.03272502823427,EN 15804,2023-01-01,2028-01-01,1121320.12,kg CFC-11 eq,477895.918,kg SO2 eq,897196.865,kg PO4 eq,588167.225,kg C2H4 eq,1064277.687,kg Sb eq,864839.246,m3,282410.24,MJ,BLD_00090,windows
aluminum,32357.385,kg,EPD-6878-ALU,Aluminum Corp 21,North America,791,281601.26,84480.38,28160.13,168960.76,1617.87,647.15,32.357,323.57,970.72,647.15,1617.87,-137497.7,2700,99.2,41,2.460260424149514,49.9906566347819,ISO 21930,2023-01-01,2028-01-01,263432.809,kg CFC-11 eq,20226.805,kg SO2 eq,113592.391,kg PO4 eq,158723.681,kg C2H4 eq,215835.192,kg Sb eq,118052.509,m3,63457.627,MJ,BLD_00090,window_frames
concrete,8040.825,m3,EPD-2701-CON,Concrete Corp 88,Asia,1550,2225.42,667.63,222.54,1335.25,402.04,160.82,8.041,80.41,241.22,160.82,402.04,-344.17,2400,39.3,97,7.915674078164578,16.481506662582397,ISO 14025,2023-01-01,2028-01-01,23423.683,kg CFC-11 eq,33801.336,kg SO2 eq,66064.212,kg PO4 eq,19022.434,kg C2H4 eq,7988.507,kg Sb eq,72789.031,m3,7007.651,MJ,BLD_00019,structure
concrete,4824.495,m3,EPD-9878-CON,Concrete Corp 41,North America,108,1333.03,399.91,133.3,799.82,241.22,96.49,4.824,48.24,144.73,96.49,241.22,-155.98,2400,35.0,58,1.9876860853876832,2.064393979750684,ISO 21930,2023-01-01,2028-01-01,33442.861,kg CFC-11 eq,37870.331,kg SO2 eq,34532.11,kg PO4 eq,36193.115,kg C2H4 eq,19723.623,kg Sb eq,8191.094,m3,33035.312,MJ,BLD_00019,facade
insulation_mineral_wool,241224.75,kg,EPD-6330-INS,Insulation_mineral_wool Corp 22,Asia,1267,330442.13,99132.64,33044.21,198265.28,12061.24,4824.5,241.225,2412.25,7236.74,4824.5,12061.24,-104392.45,100,58.6,41,7.979538007568312,9.963504484017182,EN 15804,2023-01-01,2028-01-01,2017892.463,kg CFC-11 eq,1772222.021,kg SO2 eq,580028.508,kg PO4 eq,1495882.363,kg C2H4 eq,2303108.607,kg Sb eq,189444.049,m3,1616590.036,MJ,BLD_00019,insulation
glass,144734.84999999998,kg,EPD-6264-GLA,Glass Corp 35,North America,1941,145381.45,43614.44,14538.15,87228.87,7236.74,2894.7,144.735,1447.35,4342.05,2894.7,7236.74,-71743.95,2500,90.3,44,12.914632155336605,39.12819748257304,ISO 21930,2023-01-01,2028-01-01,1104770.547,kg CFC-11 eq,1399436.318,kg SO2 eq,1068268.846,kg PO4 eq,678629.029,kg C2H4 eq,421191.497,kg Sb eq,938247.674,m3,424799.348,MJ,BLD_00019,windows
aluminum,36183.712499999994,kg,EPD-6674-ALU,Aluminum Corp 13,Asia,248,350274.05,105082.22,35027.41,210164.43,1809.19,723.67,36.184,361.84,1085.51,723.67,1809.19,-169894.96,2700,96.0,45,17.71302094562165,11.08455205685045,EN 15804,2023-01-01,2028-01-01,255381.187,kg CFC-11 eq,71228.709,kg SO2 eq,120317.441,kg PO4 eq,265804.308,kg C2H4 eq,167651.105,kg Sb eq,182961.779,m3,137405.996,MJ,BLD_00019,window_frames
timber,4285.305,m3,EPD-8151-TIM,Timber Corp 44,Europe,1048,-1623.65,-487.1,-162.37,-974.19,214.27,85.71,4.285,42.85,128.56,85.71,214.27,641.04,500,64.0,43,8.344610665552166,30.714496138599912,ISO 14025,2023-01-01,2028-01-01,38605.06,kg CFC-11 eq,24398.692,kg SO2 eq,4958.994,kg PO4 eq,13976.781,kg C2H4 eq,30562.493,kg Sb eq,33986.821,m3,20951.289,MJ,BLD_00030,structure
brick,2142652.5,kg,EPD-3987-BRI,Brick Corp 45,North America,1313,632121.06,189636.32,63212.11,379272.64,107132.62,42853.05,2142.652,21426.52,64279.58,42853.05,107132.62,-260656.32,1900,84.9,142,7.397885927946774,4.641388305040728,ISO 21930,2023-01-01,2028-01-01,18815637.841,kg CFC-11 eq,6866945.936,kg SO2 eq,16143919.142,kg PO4 eq,9081819.019,kg C2H4 eq,16583715.264,kg Sb eq,2362285.057,m3,4595947.777,MJ,BLD_00030,facade
insulation_mineral_wool,171412.2,kg,EPD-3777-INS,Insulation_mineral_wool Corp 61,Europe,1621,180815.17,54244.55,18081.52,108489.1,8570.61,3428.24,171.412,1714.12,5142.37,3428.24,8570.61,-51165.56,100,60.7,36,8.26816114368366,26.75021964795954,ISO 21930,2023-01-01,2028-01-01,1691669.214,kg CFC-11 eq,334634.657,kg SO2 eq,208238.139,kg PO4 eq,1344235.877,kg C2H4 eq,40268.822,kg Sb eq,345713.638,m3,689508.153,MJ,BLD_00030,insulation
glass,128559.15000000001,kg,EPD-6098-GLA,Glass Corp 76,Local,1781,139543.62,41863.09,13954.36,83726.17,6427.96,2571.18,128.559,1285.59,3856.77,2571.18,6427.96,-67223.07,2500,95.1,40,8.917039081681132,32.286091426350694,ISO 14025,2023-01-01,2028-01-01,550097.226,kg CFC-11 eq,405351.403,kg SO2 eq,911304.674,kg PO4 eq,692735.553,kg C2H4 eq,147714.929,kg Sb eq,1089339.225,m3,1099195.958,MJ,BLD_00030,windows
aluminum,32139.787500000002,kg,EPD-3898-ALU,Aluminum Corp 14,Asia,1881,319910.06,95973.02,31991.01,191946.04,1606.99,642.8,32.14,321.4,964.19,642.8,1606.99,-154595.9,2700,96.6,57,18.788642658234874,47.92017581726353,ISO 14025,2023-01-01,2028-01-01,264000.813,kg CFC-11 eq,289214.986,kg SO2 eq,112926.755,kg PO4 eq,70045.111,kg C2H4 eq,20930.845,kg Sb eq,21304.78,m3,99743.4,MJ,BLD_00030,window_frames
concrete,9716.845,m3,EPD-7126-CON,Concrete Corp 13,Asia,492,3882.26,1164.68,388.23,2329.35,485.84,194.34,9.717,97.17,291.51,194.34,485.84,-519.18,2400,36.8,68,12.003779914015896,23.819338693187643,EN 15804,2023-01-01,2028-01-01,24166.6,kg CFC-11 eq,96148.81,kg SO2 eq,73180.637,kg PO4 eq,40575.724,kg C2H4 eq,66982.83,kg Sb eq,96568.468,m3,52465.353,MJ,BLD_00067,structure
brick,2915053.4999999995,kg,EPD-3696-BRI,Brick Corp 97,Local,160,812296.59,243688.98,81229.66,487377.96,145752.67,58301.07,2915.053,29150.53,87451.6,58301.07,145752.67,-337144.65,1900,83.2,133,19.13825250031931,27.13729308702816,ISO 14025,2023-01-01,2028-01-01,2036450.873,kg CFC-11 eq,20252447.612,kg SO2 eq,16551627.836,kg PO4 eq,11986004.28,kg C2H4 eq,10982462.786,kg Sb eq,3309584.099,m3,18559518.725,MJ,BLD_00067,facade
insulation_mineral_wool,233204.27999999997,kg,EPD-6493-INS,Insulation_mineral_wool Corp 39,North America,877,333177.9,99953.37,33317.79,199906.74,11660.21,4664.09,233.204,2332.04,6996.13,4664.09,11660.21,-108303.41,100,69.9,37,19.74286255996622,6.024640181827612,ISO 21930,2023-01-01,2028-01-01,460294.66,kg CFC-11 eq,1551138.498,kg SO2 eq,1194262.038,kg PO4 eq,445814.253,kg C2H4 eq,2050794.552,kg Sb eq,1302381.386,m3,1947118.766,MJ,BLD_00067,insulation
glass,174903.20999999996,kg,EPD-6942-GLA,Glass Corp 32,Europe,415,180246.95,54074.09,18024.7,108148.17,8745.16,3498.06,174.903,1749.03,5247.1,3498.06,8745.16,-88953.16,2500,99.1,31,10.396070743495603,16.588559216625164,EN 15804,2023-01-01,2028-01-01,545370.068,kg CFC-11 eq,1700719.447,kg SO2 eq,51661.328,kg PO4 eq,306727.842,kg C2H4 eq,181902.378,kg Sb eq,1184805.389,m3,55990.736,MJ,BLD_00067,windows
aluminum,43725.80249999999,kg,EPD-5121-ALU,Aluminum Corp 24,Asia,1684,420546.58,126163.97,42054.66,252327.95,2186.29,874.52,43.726,437.26,1311.77,874.52,2186.29,-204921.01,2700,96.2,42,4.0911420135111465,40.86249382551715,EN 15804,2023-01-01,2028-01-01,136127.768,kg CFC-11 eq,127834.687,kg SO2 eq,273844.864,kg PO4 eq,54183.301,kg C2H4 eq,224127.99,kg Sb eq,392922.016,m3,380904.649,MJ,BLD_00067,window_frames
