Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,Gc_YSZ_GDC_800C,Gc_GDC_LSCF_800C,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ_ppmK,CTE_GDC_ppmK,CTE_LSCF_ppmK,Delta_T_C,Sigma_mismatch_YSZ_GDC_MPa,Sigma_mismatch_GDC_LSCF_MPa,G_thermal_YSZ_GDC_Jm2,G_thermal_GDC_LSCF_Jm2,Rho_assumed,Temperature_regime,HT_scaling_factor,sigma_HT_assumed_equal_RT
171,5.4216,1.8462,5.4216,1.8462,199.26,176.76,94.64,11.065,12.8,16.962,554.3,191.68,407.68,0.0,0.0,0.0,800C,0.72,True
172,2.7819,2.6404,2.7819,2.6404,192.77,173.03,83.82,11.109,12.827,17.272,555.6,184.06,427.36,0.0,0.0,0.0,800C,0.72,True
173,2.8555,1.8649,2.8555,1.8649,178.19,153.67,93.02,11.2,13.551,16.171,541.0,226.63,217.8,0.0,0.0,0.0,800C,0.72,True
174,2.4458,1.9809,2.4458,1.9809,149.58,168.54,103.14,11.086,13.71,16.0,556.0,218.27,214.63,0.0,0.0,0.0,800C,0.72,True
175,1.7843,1.4175,1.7843,1.4175,198.91,166.98,84.6,11.266,12.702,15.598,571.3,163.2,276.29,0.0,0.0,0.0,800C,0.72,True
176,2.0589,0.9473,2.0589,0.9473,192.98,166.41,107.31,11.323,13.759,16.539,575.2,270.49,266.08,0.0,0.0,0.0,800C,0.72,True
177,3.4511,1.5825,3.4511,1.5825,189.69,152.59,115.1,11.191,13.729,17.889,556.5,267.9,353.27,0.0,0.0,0.0,800C,0.72,True
178,2.1587,1.9265,2.1587,1.9265,189.05,176.93,83.98,11.039,12.811,16.983,549.9,184.14,405.92,0.0,0.0,0.0,800C,0.72,True
179,1.9794,2.2239,1.9794,2.2239,192.84,167.13,88.37,11.134,12.711,16.803,552.4,167.96,377.76,0.0,0.0,0.0,800C,0.72,True
180,3.7217,1.1672,3.7217,1.1672,183.96,160.74,97.84,11.025,13.441,17.522,550.1,244.42,360.89,0.0,0.0,0.0,800C,0.72,True
181,3.5319,1.8359,3.5319,1.8359,198.24,171.58,111.79,11.225,13.579,17.405,540.4,252.19,354.74,0.0,0.0,0.0,800C,0.72,True
182,3.4875,1.8329,3.4875,1.8329,192.49,175.01,92.13,11.031,13.66,15.634,545.3,275.9,188.4,0.0,0.0,0.0,800C,0.72,True
183,2.1778,1.1153,2.1778,1.1153,194.9,162.49,88.19,11.183,12.916,17.21,538.6,181.97,375.79,0.0,0.0,0.0,800C,0.72,True
184,2.0438,1.5098,2.0438,1.5098,168.14,165.56,103.66,11.038,13.77,16.608,534.8,245.66,251.33,0.0,0.0,0.0,800C,0.72,True
185,3.4225,2.0692,3.4225,2.0692,194.06,164.08,100.2,11.078,13.249,16.908,548.6,231.11,329.45,0.0,0.0,0.0,800C,0.72,True
186,2.862,2.6052,2.862,2.6052,190.29,172.0,96.33,10.673,13.367,16.279,536.2,274.86,268.54,0.0,0.0,0.0,800C,0.72,True
187,1.7189,1.2538,1.7189,1.2538,191.68,168.38,96.55,11.301,12.758,16.715,567.6,158.55,378.17,0.0,0.0,0.0,800C,0.72,True
188,2.029,1.7686,2.029,1.7686,201.45,153.08,86.27,11.545,12.869,17.189,535.9,143.01,354.38,0.0,0.0,0.0,800C,0.72,True
189,1.7927,1.4767,1.7927,1.4767,193.07,161.39,96.71,11.726,13.419,17.634,550.6,180.0,374.52,0.0,0.0,0.0,800C,0.72,True
190,3.6877,2.2894,3.6877,2.2894,188.42,169.66,86.2,10.828,13.485,16.643,564.5,282.57,302.5,0.0,0.0,0.0,800C,0.72,True
191,3.851,1.485,3.851,1.485,187.31,173.25,86.49,11.071,13.189,17.581,562.0,222.95,427.68,0.0,0.0,0.0,800C,0.72,True
192,2.0865,1.8719,2.0865,1.8719,180.73,169.58,100.81,11.16,13.467,16.988,527.0,219.78,314.65,0.0,0.0,0.0,800C,0.72,True
193,2.1407,1.6955,2.1407,1.6955,188.91,170.79,90.73,10.739,13.747,16.562,549.0,312.01,263.88,0.0,0.0,0.0,800C,0.72,True
194,2.5826,2.0156,2.5826,2.0156,191.04,189.12,87.94,11.1,13.212,17.095,536.7,216.58,394.05,0.0,0.0,0.0,800C,0.72,True
195,3.7555,2.5524,3.7555,2.5524,166.36,154.0,125.06,11.07,13.169,16.018,553.2,193.22,242.65,0.0,0.0,0.0,800C,0.72,True
196,3.3342,1.6439,3.3342,1.6439,165.79,159.97,88.25,11.562,13.053,17.245,559.7,138.39,375.3,0.0,0.0,0.0,800C,0.72,True
197,3.1238,1.567,3.1238,1.567,195.51,148.2,94.88,10.567,12.72,17.386,565.4,237.98,390.96,0.0,0.0,0.0,800C,0.72,True
198,2.1497,1.1426,2.1497,1.1426,192.07,176.87,89.21,10.568,13.467,16.822,544.0,302.87,322.86,0.0,0.0,0.0,800C,0.72,True
199,2.3302,2.0008,2.3302,2.0008,183.0,157.52,84.28,11.035,13.678,16.055,550.8,266.41,206.23,0.0,0.0,0.0,800C,0.72,True
200,3.1449,1.7631,3.1449,1.7631,187.9,169.63,101.7,11.284,13.37,16.562,537.0,210.51,290.71,0.0,0.0,0.0,800C,0.72,True
201,3.0696,1.4913,3.0696,1.4913,176.59,181.96,99.31,10.867,13.044,18.398,551.3,211.98,537.03,0.0,0.0,0.0,800C,0.72,True
202,3.9735,1.8187,3.9735,1.8187,176.17,174.21,84.67,11.118,12.859,16.546,539.4,165.41,346.48,0.0,0.0,0.0,800C,0.72,True
203,2.4799,2.0975,2.4799,2.0975,193.85,176.89,90.71,11.246,12.678,17.702,544.3,151.04,483.69,0.0,0.0,0.0,800C,0.72,True
204,2.5807,1.9163,2.5807,1.9163,196.02,188.14,112.24,10.978,12.939,16.34,543.5,208.96,347.75,0.0,0.0,0.0,800C,0.72,True
205,3.8109,1.3983,3.8109,1.3983,171.39,169.98,102.28,10.802,13.126,17.58,552.2,219.94,418.11,0.0,0.0,0.0,800C,0.72,True
206,2.51,1.6655,2.51,1.6655,194.62,181.55,88.68,11.245,13.01,17.684,550.9,189.26,467.49,0.0,0.0,0.0,800C,0.72,True
207,2.7144,2.959,2.7144,2.959,184.73,174.1,85.3,11.045,13.588,17.853,569.0,267.26,422.54,0.0,0.0,0.0,800C,0.72,True
208,3.3345,2.5192,3.3345,2.5192,189.26,168.61,98.03,11.453,13.059,16.163,562.3,170.89,294.28,0.0,0.0,0.0,800C,0.72,True
209,1.4676,2.0202,1.4676,2.0202,208.63,161.48,102.27,11.044,12.989,17.233,549.1,222.77,376.33,0.0,0.0,0.0,800C,0.72,True
210,2.8826,2.0468,2.8826,2.0468,190.36,160.3,97.09,10.829,12.898,16.873,550.2,216.68,350.6,0.0,0.0,0.0,800C,0.72,True
211,2.7142,1.4695,2.7142,1.4695,176.36,158.97,111.81,11.43,13.134,16.815,552.8,166.09,323.48,0.0,0.0,0.0,800C,0.72,True
212,3.1995,1.6722,3.1995,1.6722,187.09,154.33,91.03,11.088,13.172,16.725,573.2,223.53,314.29,0.0,0.0,0.0,800C,0.72,True
213,2.6988,1.4966,2.6988,1.4966,196.75,171.51,80.36,10.632,13.79,17.554,548.6,340.78,354.21,0.0,0.0,0.0,800C,0.72,True
214,2.5739,2.0411,2.5739,2.0411,200.12,165.62,81.69,10.861,13.041,16.693,539.2,235.32,326.08,0.0,0.0,0.0,800C,0.72,True
215,3.2776,1.7469,3.2776,1.7469,207.86,173.1,92.26,11.238,13.331,17.509,540.6,235.27,390.95,0.0,0.0,0.0,800C,0.72,True
216,2.7552,1.6679,2.7552,1.6679,200.79,171.44,87.7,11.091,13.666,16.951,559.5,289.31,315.06,0.0,0.0,0.0,800C,0.72,True
217,3.3337,1.5639,3.3337,1.5639,184.42,165.51,102.34,10.643,13.797,15.899,549.5,319.7,191.12,0.0,0.0,0.0,800C,0.72,True
218,2.5181,1.8148,2.5181,1.8148,203.74,158.29,93.16,10.484,12.919,16.337,540.3,267.97,292.39,0.0,0.0,0.0,800C,0.72,True
219,2.4379,1.9098,2.4379,1.9098,201.66,152.99,93.84,10.824,12.774,17.618,552.8,217.4,409.7,0.0,0.0,0.0,800C,0.72,True
220,3.9826,1.7582,3.9826,1.7582,196.63,176.96,101.43,10.758,13.432,16.572,559.6,294.27,310.97,0.0,0.0,0.0,800C,0.72,True
221,3.8246,2.2805,3.8246,2.2805,156.03,159.97,92.18,11.075,12.528,16.53,543.3,123.23,347.77,0.0,0.0,0.0,800C,0.72,True
222,2.8227,2.1393,2.8227,2.1393,178.44,174.15,108.01,11.193,13.303,16.034,562.8,211.85,267.68,0.0,0.0,0.0,800C,0.72,True
223,3.8094,1.4008,3.8094,1.4008,189.15,171.44,81.42,11.007,13.448,17.147,534.6,246.79,339.02,0.0,0.0,0.0,800C,0.72,True
224,3.2008,2.4916,3.2008,2.4916,199.63,180.37,115.7,11.316,13.671,17.478,557.9,262.29,383.11,0.0,0.0,0.0,800C,0.72,True
225,2.2752,2.5637,2.2752,2.5637,187.42,183.2,100.48,10.979,13.144,15.746,544.8,221.13,259.63,0.0,0.0,0.0,800C,0.72,True
226,3.17,1.4188,3.17,1.4188,190.26,167.8,83.43,10.883,13.52,15.895,544.6,273.18,217.0,0.0,0.0,0.0,800C,0.72,True
227,3.0229,1.1997,3.0229,1.1997,199.89,184.47,94.18,10.698,13.026,16.141,544.0,253.11,312.6,0.0,0.0,0.0,800C,0.72,True
228,2.029,1.1681,2.029,1.1681,196.54,167.64,103.27,11.132,13.242,16.871,555.5,230.32,337.96,0.0,0.0,0.0,800C,0.72,True
229,2.8743,1.5899,2.8743,1.5899,184.42,164.03,91.35,11.344,12.508,16.341,553.6,118.89,348.03,0.0,0.0,0.0,800C,0.72,True
230,2.2541,1.5209,2.2541,1.5209,177.08,154.61,102.1,11.655,13.557,17.911,556.4,187.42,374.58,0.0,0.0,0.0,800C,0.72,True
231,2.6374,1.601,2.6374,1.601,180.28,165.39,97.39,11.045,12.808,16.739,538.3,171.09,350.02,0.0,0.0,0.0,800C,0.72,True
232,2.3886,1.8316,2.3886,1.8316,184.94,166.02,94.71,11.219,13.367,16.532,568.5,225.82,298.78,0.0,0.0,0.0,800C,0.72,True
233,2.1447,1.5099,2.1447,1.5099,182.85,170.68,87.16,10.971,13.089,16.558,553.6,214.44,327.78,0.0,0.0,0.0,800C,0.72,True
234,3.5297,1.9271,3.5297,1.9271,204.08,168.1,96.87,11.22,12.942,15.238,553.4,194.48,213.59,0.0,0.0,0.0,800C,0.72,True
235,1.7522,2.6809,1.7522,2.6809,199.3,175.27,91.14,10.483,12.858,17.506,559.6,264.83,455.87,0.0,0.0,0.0,800C,0.72,True
236,2.1942,2.7577,2.1942,2.7577,181.9,166.35,95.77,11.569,12.901,14.962,558.3,135.2,191.43,0.0,0.0,0.0,800C,0.72,True
237,2.7476,2.2843,2.7476,2.2843,192.19,149.72,105.6,11.709,12.724,16.347,551.2,107.56,298.99,0.0,0.0,0.0,800C,0.72,True
238,1.7656,1.4132,1.7656,1.4132,182.27,166.69,85.16,11.294,13.483,16.715,548.1,218.68,295.23,0.0,0.0,0.0,800C,0.72,True
239,2.2997,1.4948,2.2997,1.4948,172.95,168.1,87.03,11.334,12.871,15.765,541.6,144.0,263.42,0.0,0.0,0.0,800C,0.72,True
240,2.2223,1.4647,2.2223,1.4647,198.08,157.16,106.68,11.357,12.739,16.704,539.8,147.74,336.36,0.0,0.0,0.0,800C,0.72,True
241,2.5947,1.4713,2.5947,1.4713,196.49,161.97,87.8,10.585,12.881,15.816,543.2,245.02,258.19,0.0,0.0,0.0,800C,0.72,True
242,2.5762,1.9034,2.5762,1.9034,171.19,159.98,96.67,11.514,13.186,17.084,552.5,158.14,344.48,0.0,0.0,0.0,800C,0.72,True
243,1.758,1.6283,1.758,1.6283,199.68,174.06,88.62,10.715,13.116,16.572,548.8,263.11,330.1,0.0,0.0,0.0,800C,0.72,True
244,2.1213,1.6901,2.1213,1.6901,198.69,157.85,87.55,11.023,14.067,17.217,536.5,324.43,266.81,0.0,0.0,0.0,800C,0.72,True
245,3.0731,1.1847,3.0731,1.1847,221.04,170.95,94.69,10.492,13.456,16.295,547.1,358.45,265.58,0.0,0.0,0.0,800C,0.72,True
246,2.4321,2.2301,2.4321,2.2301,197.45,167.26,95.92,10.851,12.047,16.04,546.6,129.08,365.0,0.0,0.0,0.0,800C,0.72,True
247,3.404,1.5029,3.404,1.5029,176.59,173.37,89.13,10.982,13.707,17.582,554.4,266.8,372.47,0.0,0.0,0.0,800C,0.72,True
248,3.2837,1.8813,3.2837,1.8813,195.07,179.92,93.84,10.811,13.309,17.197,558.3,272.14,390.5,0.0,0.0,0.0,800C,0.72,True
249,2.6985,1.5137,2.6985,1.5137,176.07,176.43,78.6,10.86,12.951,17.292,552.9,203.56,423.48,0.0,0.0,0.0,800C,0.72,True
250,2.8391,2.0886,2.8391,2.0886,172.72,162.76,98.46,11.016,13.609,17.556,552.5,247.44,354.91,0.0,0.0,0.0,800C,0.72,True
251,2.2804,1.9721,2.2804,1.9721,179.49,168.85,99.1,11.005,12.872,16.45,560.7,187.81,338.83,0.0,0.0,0.0,800C,0.72,True
252,2.0337,1.2586,2.0337,1.2586,194.98,171.41,98.88,10.856,13.699,16.803,548.9,304.32,292.02,0.0,0.0,0.0,800C,0.72,True
253,3.0281,1.6346,3.0281,1.6346,188.34,166.16,104.23,11.136,13.111,16.559,562.0,209.07,321.99,0.0,0.0,0.0,800C,0.72,True
254,2.2038,1.9074,2.2038,1.9074,192.5,170.25,100.36,10.867,13.656,16.766,555.7,298.41,294.28,0.0,0.0,0.0,800C,0.72,True
255,3.1427,1.759,3.1427,1.759,191.19,171.97,100.46,11.173,12.959,15.896,546.2,186.5,275.82,0.0,0.0,0.0,800C,0.72,True
256,3.7552,1.4404,3.7552,1.4404,191.17,171.91,97.18,11.581,13.653,17.083,557.1,220.69,328.47,0.0,0.0,0.0,800C,0.72,True
257,2.2872,2.229,2.2872,2.229,180.02,165.46,100.54,11.05,13.44,17.356,540.3,232.42,350.04,0.0,0.0,0.0,800C,0.72,True
258,2.1072,2.1064,2.1072,2.1064,197.28,166.3,94.97,11.117,13.649,17.404,553.9,276.75,345.82,0.0,0.0,0.0,800C,0.72,True
259,1.829,1.3253,1.829,1.3253,194.5,166.57,97.96,11.289,12.979,17.682,546.0,179.42,427.77,0.0,0.0,0.0,800C,0.72,True
260,2.5568,1.554,2.5568,1.554,174.02,151.82,90.31,10.941,13.517,16.215,551.9,247.46,225.99,0.0,0.0,0.0,800C,0.72,True
261,3.801,1.3388,3.801,1.3388,205.85,195.72,100.5,11.09,12.655,16.841,567.3,182.67,464.76,0.0,0.0,0.0,800C,0.72,True
262,2.6426,1.8102,2.6426,1.8102,206.24,169.96,110.63,11.164,13.121,16.376,539.2,217.62,298.32,0.0,0.0,0.0,800C,0.72,True
263,2.5977,2.3605,2.5977,2.3605,176.69,168.74,103.25,10.933,13.531,18.892,552.2,253.42,499.53,0.0,0.0,0.0,800C,0.72,True
264,2.3324,1.5084,2.3324,1.5084,198.33,177.58,101.31,10.921,13.464,16.929,564.2,284.59,347.14,0.0,0.0,0.0,800C,0.72,True
265,2.1164,2.2012,2.1164,2.2012,190.13,163.75,97.88,10.784,13.315,16.594,546.3,262.86,293.32,0.0,0.0,0.0,800C,0.72,True
266,2.83,1.8701,2.83,1.8701,196.18,159.16,94.78,11.118,13.989,17.927,546.2,307.58,342.38,0.0,0.0,0.0,800C,0.72,True
267,2.7996,1.2851,2.7996,1.2851,205.24,187.25,88.26,11.0,13.554,16.58,535.0,280.46,303.15,0.0,0.0,0.0,800C,0.72,True
268,2.9916,1.8931,2.9916,1.8931,190.49,161.35,91.45,10.996,13.065,16.856,558.6,220.16,341.71,0.0,0.0,0.0,800C,0.72,True
269,3.717,1.9476,3.717,1.9476,171.6,167.46,83.87,11.677,13.93,15.838,552.8,213.7,176.65,0.0,0.0,0.0,800C,0.72,True
270,2.2224,1.6004,2.2224,1.6004,163.22,176.38,93.49,10.73,13.314,16.042,551.7,232.73,265.4,0.0,0.0,0.0,800C,0.72,True
271,4.0458,1.2578,4.0458,1.2578,177.63,168.54,87.86,11.393,12.79,16.817,541.6,134.36,367.58,0.0,0.0,0.0,800C,0.72,True
272,1.9466,1.8543,1.9466,1.8543,187.56,175.7,98.58,10.943,13.023,16.467,535.1,208.74,323.85,0.0,0.0,0.0,800C,0.72,True
273,3.7282,1.7733,3.7282,1.7733,191.46,183.09,93.35,10.845,12.409,16.274,541.2,162.07,382.96,0.0,0.0,0.0,800C,0.72,True
274,2.0353,3.1386,2.0353,3.1386,179.85,170.89,98.08,11.041,13.263,15.961,539.4,215.48,248.73,0.0,0.0,0.0,800C,0.72,True
275,2.2372,2.1715,2.2372,2.1715,184.95,174.5,94.27,10.51,12.72,18.612,555.5,227.04,571.19,0.0,0.0,0.0,800C,0.72,True
276,3.7301,1.7854,3.7301,1.7854,185.48,182.11,101.24,11.296,12.888,15.937,553.3,163.39,307.22,0.0,0.0,0.0,800C,0.72,True
277,3.0708,2.5922,3.0708,2.5922,191.52,176.78,102.27,11.028,12.402,16.642,540.8,142.27,405.34,0.0,0.0,0.0,800C,0.72,True
278,1.9836,2.1514,1.9836,2.1514,160.26,170.94,97.82,11.078,13.052,17.701,561.2,177.53,445.94,0.0,0.0,0.0,800C,0.72,True
279,3.5111,2.4426,3.5111,2.4426,177.24,170.36,99.74,10.944,13.142,17.039,522.8,203.69,347.03,0.0,0.0,0.0,800C,0.72,True
280,2.425,1.9669,2.425,1.9669,192.49,170.77,85.01,11.546,13.401,16.496,555.5,198.46,293.58,0.0,0.0,0.0,800C,0.72,True
281,2.338,1.4812,2.338,1.4812,194.91,183.87,75.11,11.508,12.412,16.369,541.6,95.35,394.06,0.0,0.0,0.0,800C,0.72,True
282,2.1512,2.061,2.1512,2.061,192.9,144.3,99.02,10.836,12.699,16.734,551.5,198.12,321.11,0.0,0.0,0.0,800C,0.72,True
283,2.7947,2.3633,2.7947,2.3633,184.14,183.7,87.62,10.697,13.466,17.096,546.5,278.58,364.38,0.0,0.0,0.0,800C,0.72,True
284,1.539,1.3696,1.539,1.3696,172.83,172.88,103.01,10.939,12.951,16.707,537.6,186.93,349.05,0.0,0.0,0.0,800C,0.72,True
285,2.8819,2.7796,2.8819,2.7796,204.7,169.1,84.73,10.619,13.158,16.959,537.2,279.22,345.36,0.0,0.0,0.0,800C,0.72,True
286,2.2649,1.0827,2.2649,1.0827,198.26,159.1,94.25,10.728,12.448,15.976,524.2,178.66,294.26,0.0,0.0,0.0,800C,0.72,True
287,2.3378,1.7108,2.3378,1.7108,178.1,168.27,97.69,10.859,12.67,17.072,555.8,179.28,411.72,0.0,0.0,0.0,800C,0.72,True
288,3.2369,2.3722,3.2369,2.3722,177.79,184.95,95.35,11.122,13.486,16.037,551.4,231.76,260.21,0.0,0.0,0.0,800C,0.72,True
289,3.1661,1.7078,3.1661,1.7078,191.17,162.8,88.11,10.638,13.28,17.505,550.9,278.26,378.89,0.0,0.0,0.0,800C,0.72,True
290,4.3605,1.4555,4.3605,1.4555,190.03,173.3,89.2,10.773,12.929,15.973,541.8,222.06,285.84,0.0,0.0,0.0,800C,0.72,True
291,2.6871,2.0576,2.6871,2.0576,188.23,175.28,100.63,10.968,13.432,16.891,549.9,255.04,333.34,0.0,0.0,0.0,800C,0.72,True
292,2.3883,1.6508,2.3883,1.6508,179.51,177.67,105.73,11.275,13.383,16.337,545.8,206.54,286.49,0.0,0.0,0.0,800C,0.72,True
293,3.1219,1.3777,3.1219,1.3777,170.52,171.56,101.75,11.085,13.4,16.59,561.7,221.69,307.48,0.0,0.0,0.0,800C,0.72,True
294,2.5787,1.6864,2.5787,1.6864,204.1,156.64,71.2,11.503,12.712,16.705,543.6,134.1,340.03,0.0,0.0,0.0,800C,0.72,True
295,4.5545,2.1971,4.5545,2.1971,179.4,179.41,107.7,10.416,13.121,17.452,529.1,256.83,411.16,0.0,0.0,0.0,800C,0.72,True
296,2.3044,2.162,2.3044,2.162,170.86,163.69,89.96,11.0,12.756,16.84,547.3,164.26,365.85,0.0,0.0,0.0,800C,0.72,True
297,2.1198,1.9818,2.1198,1.9818,189.49,177.01,98.81,11.144,13.134,17.146,535.5,202.0,380.26,0.0,0.0,0.0,800C,0.72,True
298,1.8533,2.1533,1.8533,2.1533,195.21,166.37,112.94,11.174,13.362,17.075,551.5,235.52,340.74,0.0,0.0,0.0,800C,0.72,True
299,2.6118,1.2411,2.6118,1.2411,203.81,155.11,97.11,11.375,13.068,17.349,543.7,187.68,360.94,0.0,0.0,0.0,800C,0.72,True
300,2.9882,2.2253,2.9882,2.2253,186.08,169.16,94.88,10.976,13.174,15.424,544.8,222.89,207.36,0.0,0.0,0.0,800C,0.72,True
301,2.9693,1.8607,2.9693,1.8607,197.02,173.58,89.86,10.67,13.434,17.387,533.3,290.46,365.91,0.0,0.0,0.0,800C,0.72,True
302,2.0081,2.2043,2.0081,2.2043,172.72,180.94,95.65,10.708,13.186,16.606,557.1,238.39,344.75,0.0,0.0,0.0,800C,0.72,True
303,1.6494,1.5241,1.6494,1.5241,192.61,166.89,100.84,10.611,13.108,17.164,562.9,270.64,381.02,0.0,0.0,0.0,800C,0.72,True
304,4.2773,1.225,4.2773,1.225,188.9,162.88,68.95,11.095,12.692,17.342,544.6,164.3,412.49,0.0,0.0,0.0,800C,0.72,True
305,1.8025,1.383,1.8025,1.383,183.92,148.96,89.67,11.508,12.254,17.403,554.3,76.02,425.13,0.0,0.0,0.0,800C,0.72,True
306,2.9549,1.7308,2.9549,1.7308,192.69,174.85,109.5,10.744,12.503,16.213,562.7,190.65,365.11,0.0,0.0,0.0,800C,0.72,True
307,3.4036,1.7912,3.4036,1.7912,178.66,176.06,91.11,11.271,12.884,17.397,527.5,152.08,419.08,0.0,0.0,0.0,800C,0.72,True
308,2.1265,2.2624,2.1265,2.2624,195.43,176.02,113.56,11.189,12.583,18.166,557.8,152.03,548.19,0.0,0.0,0.0,800C,0.72,True
309,2.3759,2.1108,2.3759,2.1108,207.42,157.0,76.45,11.264,13.332,16.679,544.1,233.3,285.94,0.0,0.0,0.0,800C,0.72,True
310,3.7191,2.0228,3.7191,2.0228,191.65,174.04,97.28,10.659,13.074,15.818,544.0,251.77,259.78,0.0,0.0,0.0,800C,0.72,True
311,3.6453,1.2803,3.6453,1.2803,177.28,157.14,83.32,11.008,12.76,17.019,568.5,176.54,380.49,0.0,0.0,0.0,800C,0.72,True
312,2.4577,1.8598,2.4577,1.8598,197.57,162.23,96.21,11.015,13.095,16.802,548.2,225.32,329.63,0.0,0.0,0.0,800C,0.72,True
313,2.0704,2.5253,2.0704,2.5253,202.96,190.4,81.99,11.137,13.276,15.832,545.8,236.96,265.62,0.0,0.0,0.0,800C,0.72,True
314,3.5997,2.0126,3.5997,2.0126,199.44,160.48,85.95,10.71,12.869,16.6,549.9,236.88,329.26,0.0,0.0,0.0,800C,0.72,True
315,3.1167,1.7168,3.1167,1.7168,204.68,160.62,104.14,11.072,13.085,16.233,542.2,223.49,274.15,0.0,0.0,0.0,800C,0.72,True
316,2.1311,1.5084,2.1311,1.5084,182.09,169.43,105.79,11.138,13.08,16.237,562.3,198.91,300.7,0.0,0.0,0.0,800C,0.72,True
317,2.5657,1.8909,2.5657,1.8909,185.54,170.63,104.72,11.581,13.065,17.46,539.3,148.52,404.4,0.0,0.0,0.0,800C,0.72,True
318,2.6382,1.9168,2.6382,1.9168,182.15,175.25,109.58,10.942,12.773,16.318,547.7,182.67,340.29,0.0,0.0,0.0,800C,0.72,True
319,2.0112,1.4564,2.0112,1.4564,190.15,188.67,92.93,11.086,13.159,17.729,561.0,221.19,483.65,0.0,0.0,0.0,800C,0.72,True
320,2.8296,2.3001,2.8296,2.3001,196.67,164.72,97.95,11.24,12.668,16.457,554.1,155.64,345.8,0.0,0.0,0.0,800C,0.72,True
321,1.876,1.9463,1.876,1.9463,183.84,155.61,99.73,11.082,13.077,16.58,546.2,200.31,297.76,0.0,0.0,0.0,800C,0.72,True
322,3.2191,1.7512,3.2191,1.7512,208.05,157.02,101.69,10.693,12.934,16.782,554.4,258.53,334.94,0.0,0.0,0.0,800C,0.72,True
323,2.7751,1.6013,2.7751,1.6013,181.73,161.68,91.51,10.941,14.448,17.472,543.5,346.41,265.71,0.0,0.0,0.0,800C,0.72,True
324,2.7004,1.6134,2.7004,1.6134,190.83,162.7,87.57,10.95,13.224,16.558,537.4,233.24,291.51,0.0,0.0,0.0,800C,0.72,True
325,1.9315,2.5545,1.9315,2.5545,187.97,156.04,99.0,10.939,13.39,16.92,578.0,266.3,318.37,0.0,0.0,0.0,800C,0.72,True
326,2.9316,1.5512,2.9316,1.5512,189.84,168.55,84.96,10.962,13.155,17.271,551.3,229.51,382.48,0.0,0.0,0.0,800C,0.72,True
327,3.6891,1.6574,3.6891,1.6574,181.55,173.74,99.83,11.102,13.409,16.497,552.3,231.32,296.33,0.0,0.0,0.0,800C,0.72,True
328,3.1562,1.1449,3.1562,1.1449,160.66,172.63,92.74,10.386,13.541,15.806,535.0,271.16,209.18,0.0,0.0,0.0,800C,0.72,True
329,2.3791,2.3765,2.3791,2.3765,182.08,160.83,88.03,11.454,13.341,16.738,544.1,186.94,297.26,0.0,0.0,0.0,800C,0.72,True
330,3.8154,2.94,3.8154,2.94,191.94,148.74,91.85,10.897,12.701,16.107,542.2,187.71,274.75,0.0,0.0,0.0,800C,0.72,True
331,3.7835,2.8833,3.7835,2.8833,207.82,164.89,94.22,10.883,12.944,16.382,558.6,239.27,316.61,0.0,0.0,0.0,800C,0.72,True
332,2.3339,1.2294,2.3339,1.2294,199.0,143.1,101.86,10.949,12.785,16.98,541.2,197.8,324.93,0.0,0.0,0.0,800C,0.72,True
333,1.5745,1.8378,1.5745,1.8378,183.47,159.79,94.14,11.163,12.982,16.549,541.4,180.62,308.59,0.0,0.0,0.0,800C,0.72,True
334,2.5848,2.6915,2.5848,2.6915,146.31,186.78,95.17,10.836,13.487,15.91,547.6,212.37,247.84,0.0,0.0,0.0,800C,0.72,True
335,2.5934,2.7663,2.5934,2.7663,200.19,181.83,99.66,10.925,13.129,16.539,545.4,240.62,338.11,0.0,0.0,0.0,800C,0.72,True
336,1.9038,2.8744,1.9038,2.8744,189.81,169.0,99.88,11.062,13.632,17.24,544.5,265.61,332.05,0.0,0.0,0.0,800C,0.72,True
337,2.6914,2.5887,2.6914,2.5887,180.15,164.27,109.86,10.558,12.945,16.281,567.4,243.99,310.98,0.0,0.0,0.0,800C,0.72,True
338,3.4398,1.4206,3.4398,1.4206,192.5,174.63,99.11,11.096,13.496,17.525,542.6,250.6,381.83,0.0,0.0,0.0,800C,0.72,True
339,3.3769,1.5256,3.3769,1.5256,192.79,166.87,102.75,10.704,12.929,15.971,532.2,228.28,270.15,0.0,0.0,0.0,800C,0.72,True
340,3.3724,2.1057,3.3724,2.1057,190.3,157.05,92.92,10.996,13.23,16.697,557.3,236.87,303.47,0.0,0.0,0.0,800C,0.72,True
341,3.0283,1.7218,3.0283,1.7218,174.28,162.29,91.16,10.871,12.515,16.843,559.6,160.36,393.08,0.0,0.0,0.0,800C,0.72,True
342,2.5954,1.8295,2.5954,1.8295,184.88,157.69,90.79,10.672,13.323,18.155,541.3,265.28,412.44,0.0,0.0,0.0,800C,0.72,True
343,1.5725,2.3444,1.5725,2.3444,201.51,160.89,95.98,11.385,13.286,16.647,542.9,207.97,293.56,0.0,0.0,0.0,800C,0.72,True
344,2.6981,1.9082,2.6981,1.9082,195.1,179.94,96.67,11.261,12.903,17.504,544.3,174.4,450.61,0.0,0.0,0.0,800C,0.72,True
