record_id,structure_type,soil_type,cover_depth_m,diameter_or_width_m,wall_thickness_m,groundwater_state,surface_settlement_mm,lateral_deflection_mm,earth_pressure_kpa,pore_pressure_kpa,failure_mode,failure_label,source_reference
STR-00682,Shaft lining,Clay,6.192,13.026,0.549,Dry,17.635,16.252,121.908,30.37,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00683,Shaft lining,Sand,5.126,9.966,0.331,Perched,18.718,16.818,122.009,98.232,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00684,Shaft lining,Clay,22.465,9.404,0.999,Perched,9.511,8.772,557.416,164.837,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00685,Shaft lining,Sand,33.097,6.634,0.783,Dry,10.903,6.054,629.928,121.661,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00686,Basement wall,Clay,26.544,8.17,0.433,Perched,22.318,19.048,573.733,144.002,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00687,Basement wall,Sand,32.282,4.648,0.37,Dry,17.027,11.724,576.033,114.691,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00688,Tunnel,Clay,27.213,8.508,0.467,Dry,19.757,16.696,552.798,105.615,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00689,Tunnel,Clay,34.003,13.986,0.538,Saturated,35.61,28.239,913.157,208.142,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00690,Basement wall,Clay,13.317,5.559,0.431,Perched,16.792,12.039,302.527,122.924,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00691,Basement wall,Clay,28.007,13.502,0.477,Saturated,34.137,27.119,747.348,202.576,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00692,Shaft lining,Sand,16.675,12.128,0.329,Perched,26.716,23.829,297.928,131.651,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00693,Shaft lining,Clay-Sand Mix,28.522,6.911,0.499,Perched,19.11,16.557,637.599,151.484,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00694,Basement wall,Sand,30.218,4.407,0.713,Saturated,11.421,7.545,785.256,201.8,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00695,Tunnel,Sand,7.924,7.264,0.45,Dry,7.898,8.292,138.575,65.027,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00696,Tunnel,Clay,29.382,9.767,1.121,Perched,11.574,13.306,624.493,164.215,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00697,Shaft lining,Sand,19.926,8.69,0.882,Perched,9.062,7.591,417.307,137.319,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00698,Shaft lining,Sand,28.776,13.878,1.012,Dry,8.096,7.496,476.904,87.864,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00699,Tunnel,Sand,28.663,4.476,0.614,Saturated,15.245,9.356,714.729,192.557,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00700,Tunnel,Clay,12.374,8.745,0.633,Perched,10.58,7.257,319.852,122.586,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00701,Tunnel,Clay,15.253,11.845,0.55,Perched,17.416,14.88,335.321,117.634,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00702,Shaft lining,Sand,32.485,9.943,0.692,Dry,15.627,16.294,581.883,103.109,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00703,Basement wall,Sand,22.926,13.994,0.594,Dry,13.283,11.081,425.979,69.313,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00704,Tunnel,Sand,29.572,14.258,0.782,Saturated,15.508,17.877,725.006,216.854,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00705,Tunnel,Sand,20.339,9.279,0.464,Dry,14.717,14.43,364.483,66.418,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00706,Shaft lining,Clay,13.153,8.394,0.985,Perched,10.39,8.147,272.678,122.137,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00707,Basement wall,Clay,25.538,6.642,0.879,Saturated,11.902,8.869,704.764,193.21,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00708,Shaft lining,Clay,9.296,4.931,0.266,Saturated,22.49,17.347,248.331,144.738,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00709,Shaft lining,Clay,13.106,6.688,1.018,Saturated,7.218,4.786,315.535,181.66,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00710,Shaft lining,Sand,26.901,5.426,0.799,Perched,11.446,10.051,541.324,137.491,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00711,Shaft lining,Sand,28.329,6.343,0.45,Saturated,22.516,15.451,717.913,196.753,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00712,Basement wall,Clay,7.174,6.486,1.035,Dry,4.651,7.663,185.164,40.36,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00713,Basement wall,Clay,8.108,4.036,0.581,Dry,4.009,5.492,125.258,44.637,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00714,Tunnel,Sand,4.008,5.987,0.571,Saturated,5.882,7.232,104.391,147.539,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00715,Shaft lining,Clay,25.84,14.266,0.42,Perched,34.736,25.356,574.857,159.461,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00716,Shaft lining,Clay-Sand Mix,30.712,12.103,0.355,Dry,30.222,25.054,545.734,97.288,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00717,Basement wall,Sand,30.71,12.654,0.877,Dry,13.111,12.934,540.154,113.49,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00718,Shaft lining,Clay,5.388,11.517,0.303,Dry,16.498,14.088,101.691,67.578,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00719,Basement wall,Sand,22.408,9.505,0.759,Saturated,12.891,15.522,580.035,195.911,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00720,Tunnel,Sand,16.531,4.456,1.09,Saturated,7.905,6.097,331.796,156.86,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00721,Shaft lining,Sand,18.362,9.457,0.474,Dry,14.802,10.741,319.101,68.554,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00722,Tunnel,Clay-Sand Mix,9.538,11.119,0.804,Perched,12.325,11.577,236.393,89.578,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00723,Basement wall,Clay,28.474,13.624,1.05,Saturated,15.615,15.819,682.372,183.171,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00724,Tunnel,Sand,12.69,14.194,0.493,Dry,16.594,15.237,243.586,55.047,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00725,Basement wall,Sand,31.091,9.504,0.449,Saturated,29.576,22.452,754.71,196.075,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00726,Basement wall,Clay,11.82,4.503,0.884,Perched,5.77,7.344,264.73,116.075,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00727,Tunnel,Clay,26.62,11.269,0.633,Dry,21.617,18.702,505.237,95.294,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00728,Shaft lining,Clay,30.256,10.568,0.783,Dry,16.857,16.3,584.487,105.779,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00729,Shaft lining,Sand,18.033,4.295,0.507,Perched,8.089,6.552,399.551,142.888,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00730,Tunnel,Sand,32.736,8.285,1.141,Saturated,3.445,4.798,819.779,204.701,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00731,Shaft lining,Clay,29.502,13.01,0.415,Dry,30.452,27.099,508.696,100.68,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00732,Shaft lining,Clay-Sand Mix,22.28,7.941,1.198,Saturated,10.398,10.735,576.795,185.316,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00733,Basement wall,Clay,9.241,11.967,0.979,Dry,6.807,9.815,190.226,65.615,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00734,Basement wall,Clay,25.349,13.596,1.087,Saturated,13.759,13.299,658.873,202.925,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00735,Basement wall,Sand,12.073,8.689,0.544,Saturated,17.96,13.574,320.042,149.389,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00736,Tunnel,Clay,16.853,4.182,1.157,Perched,5.998,7.081,359.06,126.542,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00737,Basement wall,Clay,11.037,4.855,0.508,Dry,5.556,3.871,200.282,66.749,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00738,Shaft lining,Sand,26.781,14.231,1.118,Saturated,10.037,9.241,650.525,189.096,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00739,Basement wall,Clay,19.468,7.494,0.773,Dry,11.614,10.506,378.652,90.957,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00740,Shaft lining,Sand,15.362,12.724,0.353,Saturated,25.688,18.76,403.549,172.528,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00741,Tunnel,Sand,28.284,12.417,0.994,Dry,12.082,12.284,520.15,77.489,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00742,Basement wall,Clay,4.728,10.37,0.702,Saturated,11.434,12.566,132.187,132.936,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00743,Basement wall,Sand,6.904,8.951,1.031,Dry,4.192,4.769,142.88,42.21,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00744,Tunnel,Sand,11.684,9.966,0.608,Dry,9.836,10.462,253.368,49.778,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00745,Shaft lining,Sand,5.967,5.402,0.67,Saturated,4.937,3.877,148.956,136.638,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00746,Shaft lining,Clay,4.537,13.456,0.927,Saturated,6.758,9.657,111.052,138.734,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00747,Basement wall,Clay-Sand Mix,31.759,11.258,0.94,Dry,13.325,11.31,652.397,108.44,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00748,Basement wall,Sand,21.933,8.901,1.079,Perched,4.905,8.403,434.338,121.754,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00749,Basement wall,Sand,34.124,6.832,0.536,Perched,19.176,19.859,691.576,178.55,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00750,Tunnel,Sand,6.81,5.862,1.151,Saturated,1.735,0.942,156.037,140.933,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00751,Tunnel,Clay,23.125,7.1,0.644,Dry,7.673,6.712,499.68,84.556,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00752,Tunnel,Sand,25.32,4.826,0.342,Saturated,22.902,15.287,654.281,183.055,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00753,Tunnel,Sand,24.645,11.978,0.82,Saturated,13.998,12.996,570.108,184.639,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00754,Shaft lining,Sand,4.444,4.818,0.288,Saturated,11.782,8.397,68.73,141.209,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00755,Tunnel,Clay,13.349,13.272,0.271,Saturated,44.293,31.806,354.103,162.789,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00756,Shaft lining,Clay-Sand Mix,21.071,11.999,0.759,Perched,9.919,9.429,482.72,120.342,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00757,Tunnel,Clay-Sand Mix,23.681,11.387,0.566,Saturated,21.625,15.594,589.694,186.036,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00758,Shaft lining,Clay,32.226,5.282,0.354,Dry,26.268,23.08,658.619,124.42,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00759,Basement wall,Sand,6.575,9.818,0.52,Perched,9.689,13.036,144.208,106.331,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00760,Tunnel,Clay,8.833,9.82,0.427,Perched,19.27,14.339,224.718,109.778,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00761,Shaft lining,Clay,8.694,8.433,0.304,Saturated,25.077,20.886,228.684,140.725,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00762,Tunnel,Sand,27.118,13.438,0.801,Dry,14.507,15.026,508.986,98.033,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00763,Shaft lining,Clay,5.266,13.483,0.658,Perched,11.23,8.92,81.246,117.47,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00764,Tunnel,Clay,34.384,6.928,0.963,Saturated,9.958,8.94,896.734,239.033,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00765,Basement wall,Clay,13.561,8.206,1.059,Dry,6.059,5.744,233.505,61.777,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00766,Shaft lining,Clay-Sand Mix,7.186,13.948,0.609,Dry,11.977,13.767,120.518,59.788,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00767,Tunnel,Clay,27.225,11.584,0.564,Saturated,24.834,19.4,729.112,214.558,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00768,Tunnel,Clay,5.173,8.259,0.258,Saturated,24.624,18.986,141.596,158.331,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00769,Tunnel,Clay,23.558,12.773,0.509,Saturated,30.482,25.841,616.264,188.362,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00770,Tunnel,Sand,33.937,10.332,0.878,Saturated,10.776,11.384,829.368,223.354,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00771,Basement wall,Clay,24.529,5.29,1.0,Dry,11.245,10.264,479.585,93.987,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00772,Basement wall,Clay,34.404,6.952,1.143,Saturated,12.624,9.347,914.327,215.689,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00773,Basement wall,Clay,15.505,7.735,0.289,Dry,23.951,13.143,249.77,76.742,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00774,Shaft lining,Sand,31.924,5.363,0.271,Perched,33.987,20.516,635.274,174.105,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00775,Tunnel,Clay,32.63,13.745,1.043,Dry,13.76,17.773,626.656,119.631,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00776,Shaft lining,Clay,20.568,9.122,0.781,Perched,13.132,11.314,450.121,136.556,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00777,Shaft lining,Sand,5.973,7.715,0.548,Saturated,8.897,7.076,90.667,151.425,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00778,Shaft lining,Sand,29.297,13.989,0.662,Saturated,20.44,17.108,746.488,213.849,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00779,Tunnel,Clay,15.189,6.654,0.655,Perched,6.952,5.262,316.853,133.93,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00780,Basement wall,Clay,17.665,13.957,0.37,Saturated,35.255,25.838,458.022,169.557,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00781,Tunnel,Sand,10.255,13.875,0.875,Saturated,9.326,13.015,237.585,149.941,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00782,Basement wall,Sand,28.868,4.223,0.608,Saturated,8.93,10.051,719.044,199.243,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00783,Tunnel,Clay,23.766,5.949,0.93,Perched,11.515,9.591,498.278,144.184,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00784,Tunnel,Clay,6.901,4.761,0.318,Perched,12.281,11.593,148.009,92.437,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00785,Basement wall,Clay,9.57,6.683,0.82,Saturated,11.021,9.457,264.657,163.017,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00786,Tunnel,Sand,13.332,4.232,1.073,Dry,3.7,2.825,217.928,71.321,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00787,Shaft lining,Clay,27.127,13.504,0.485,Dry,21.731,18.113,538.871,83.293,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00788,Shaft lining,Clay,27.791,8.02,1.012,Perched,10.825,8.633,657.04,149.572,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00789,Shaft lining,Clay-Sand Mix,26.903,8.817,0.645,Dry,10.55,12.254,519.614,108.127,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00790,Tunnel,Clay,25.147,5.734,0.488,Dry,15.536,10.293,537.939,121.061,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00791,Basement wall,Clay,33.915,11.628,0.437,Dry,27.126,19.136,718.75,116.472,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00792,Basement wall,Clay,17.572,4.619,1.159,Saturated,6.603,6.169,473.016,167.549,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00793,Tunnel,Sand,21.348,5.636,0.844,Saturated,12.649,12.219,580.342,176.098,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00794,Basement wall,Sand,16.236,10.568,1.096,Saturated,8.992,6.93,416.558,175.419,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00795,Tunnel,Sand,15.529,4.843,0.297,Saturated,23.244,16.939,379.792,171.527,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00796,Shaft lining,Clay,25.949,14.202,0.673,Saturated,24.582,21.308,691.959,191.392,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00797,Shaft lining,Clay-Sand Mix,14.514,12.176,0.894,Saturated,15.811,16.642,365.06,163.749,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00798,Basement wall,Clay,18.028,5.306,0.271,Saturated,32.638,24.035,447.898,157.021,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00799,Tunnel,Sand,34.973,7.458,0.651,Saturated,16.431,13.775,862.45,198.629,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00800,Basement wall,Clay,18.355,4.195,0.795,Perched,7.942,9.781,397.243,138.551,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00801,Tunnel,Clay,25.84,13.698,0.295,Saturated,52.136,37.01,651.414,193.568,Structural buckling,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00802,Tunnel,Clay,23.48,14.235,1.151,Perched,12.829,16.198,510.129,165.667,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00803,Basement wall,Sand,7.191,10.427,0.861,Saturated,5.454,8.09,176.89,136.771,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00804,Tunnel,Sand,5.153,13.281,0.678,Perched,13.237,10.426,94.098,103.552,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00805,Basement wall,Sand,32.584,14.836,0.432,Perched,29.115,25.731,713.268,147.674,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00806,Tunnel,Sand,32.086,10.864,0.909,Dry,11.071,12.66,581.841,114.164,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00807,Tunnel,Clay-Sand Mix,30.473,5.721,0.611,Saturated,20.588,15.809,813.395,203.862,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00808,Shaft lining,Clay,25.544,8.847,0.855,Perched,16.197,11.65,531.219,146.101,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00809,Basement wall,Clay,4.259,7.186,0.772,Dry,9.169,6.994,91.631,44.443,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00810,Tunnel,Clay,11.473,4.648,0.355,Dry,10.733,6.041,268.82,51.278,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00811,Basement wall,Clay,17.672,14.757,1.167,Dry,5.992,9.768,342.155,75.996,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00812,Basement wall,Clay-Sand Mix,33.816,9.924,0.532,Perched,24.466,17.419,741.33,170.97,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00813,Basement wall,Sand,32.736,9.207,0.536,Saturated,24.135,19.701,810.303,204.604,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00814,Tunnel,Clay,25.424,14.285,1.103,Saturated,13.551,11.729,621.937,191.232,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00815,Basement wall,Clay,25.369,12.465,0.752,Perched,16.909,15.417,605.18,146.078,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00816,Tunnel,Sand,19.171,14.204,0.608,Saturated,16.462,15.975,447.925,182.89,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00817,Shaft lining,Sand,22.275,6.98,0.469,Perched,13.753,9.105,453.257,141.327,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00818,Basement wall,Sand,26.768,13.145,0.425,Saturated,29.903,21.417,659.907,207.574,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00819,Tunnel,Clay-Sand Mix,32.887,12.692,0.852,Perched,16.489,13.05,702.803,153.494,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00820,Basement wall,Clay,12.482,13.658,0.976,Saturated,13.35,15.09,350.746,148.277,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00821,Basement wall,Clay-Sand Mix,11.607,13.957,0.416,Dry,20.244,18.706,229.284,39.238,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00822,Tunnel,Clay-Sand Mix,9.628,8.254,0.258,Dry,21.249,17.779,190.492,68.861,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00823,Tunnel,Clay,20.605,13.618,0.934,Saturated,15.981,15.519,507.748,183.015,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00824,Shaft lining,Clay-Sand Mix,29.218,6.647,1.103,Saturated,13.058,9.77,782.695,192.082,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00825,Tunnel,Clay,34.518,9.51,1.142,Dry,11.723,11.637,632.536,120.02,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00826,Basement wall,Clay,28.331,11.911,0.294,Dry,39.769,27.668,561.205,107.734,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00827,Basement wall,Sand,30.96,13.222,0.638,Perched,15.237,14.276,681.288,164.588,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00828,Basement wall,Sand,31.548,6.011,0.514,Saturated,19.827,13.653,770.933,198.658,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00829,Tunnel,Clay,23.46,4.559,0.542,Dry,14.54,11.965,445.35,89.491,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00830,Tunnel,Clay,25.352,5.369,0.794,Saturated,16.093,7.919,665.748,200.094,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00831,Shaft lining,Sand,28.497,5.192,0.474,Saturated,19.133,15.845,678.976,204.308,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00832,Tunnel,Clay,25.462,4.054,1.086,Dry,4.95,2.111,539.502,84.372,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00833,Tunnel,Clay,28.919,12.332,0.681,Saturated,27.004,22.434,726.82,213.716,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00834,Shaft lining,Clay,28.987,13.334,1.109,Perched,9.01,10.782,659.431,176.179,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00835,Tunnel,Clay-Sand Mix,30.784,6.345,0.301,Saturated,41.215,29.239,760.185,212.535,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00836,Tunnel,Clay-Sand Mix,4.169,8.692,0.473,Saturated,13.209,12.659,74.146,137.429,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00837,Tunnel,Clay-Sand Mix,21.415,4.063,0.261,Perched,24.701,17.705,462.372,126.085,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00838,Tunnel,Clay,24.166,10.112,0.991,Perched,12.835,12.779,503.155,159.894,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00839,Tunnel,Clay,8.41,14.822,0.423,Saturated,26.228,22.429,233.976,140.917,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00840,Tunnel,Clay,22.972,14.196,0.299,Dry,39.687,34.456,437.791,80.063,Structural buckling,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00841,Basement wall,Sand,6.144,5.716,1.135,Perched,3.594,0.827,139.452,104.189,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00842,Tunnel,Clay-Sand Mix,30.27,11.829,0.349,Dry,26.805,18.897,529.172,115.381,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00843,Shaft lining,Sand,29.44,7.257,0.734,Perched,8.926,9.996,589.281,158.546,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00844,Tunnel,Sand,14.98,5.795,0.569,Dry,3.322,5.131,284.585,74.858,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00845,Tunnel,Sand,13.514,7.464,0.663,Dry,5.708,4.575,229.697,56.274,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00846,Shaft lining,Sand,22.47,5.991,1.062,Perched,6.288,7.159,436.438,137.77,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00847,Shaft lining,Sand,17.207,5.12,0.804,Perched,13.238,10.466,383.263,137.316,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00848,Basement wall,Sand,17.471,12.065,0.999,Perched,3.887,7.232,335.19,145.238,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00849,Tunnel,Sand,25.918,4.648,1.164,Dry,4.825,2.886,474.967,111.555,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00850,Basement wall,Sand,24.216,4.202,1.164,Saturated,5.96,6.428,553.948,190.553,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00851,Shaft lining,Clay,13.941,6.645,0.827,Dry,5.931,5.549,300.594,55.211,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00852,Basement wall,Clay-Sand Mix,9.238,5.126,0.621,Dry,9.287,6.548,245.59,60.086,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
