sim_id,soil_type,embedment_ratio_H_D,groundwater_condition,cohesion_kpa,friction_angle_deg,elastic_modulus_mpa,loading_rate_kpa_per_day,max_settlement_mm,max_lateral_displacement_mm,peak_pore_pressure_kpa,failure_mode,failed,source_reference
FEM-00203,Sand,1.2,Saturated,8.807,37.031,94.362,84.509,38.605,24.176,234.07,Piping,1,FEM parametric study (synthetic)
FEM-00204,Sand,1.2,Saturated,1.603,31.282,83.595,23.975,26.745,16.913,205.586,Piping,1,FEM parametric study (synthetic)
FEM-00205,Sand,1.2,Saturated,3.534,37.249,112.012,19.956,18.75,10.323,187.613,Piping,1,FEM parametric study (synthetic)
FEM-00206,Sand,1.2,Saturated,7.708,31.926,75.006,8.418,29.312,22.199,186.568,Piping,1,FEM parametric study (synthetic)
FEM-00207,Sand,1.2,Saturated,2.043,35.813,21.135,39.967,96.398,69.728,206.732,Piping,1,FEM parametric study (synthetic)
FEM-00208,Sand,1.2,Saturated,5.251,37.301,92.713,15.889,25.882,26.379,182.79,Piping,1,FEM parametric study (synthetic)
FEM-00209,Sand,1.2,Saturated,4.893,31.599,67.331,53.299,36.634,31.534,223.047,Piping,1,FEM parametric study (synthetic)
FEM-00210,Sand,1.2,Saturated,3.697,36.769,34.899,83.984,82.102,60.506,235.495,Piping,1,FEM parametric study (synthetic)
FEM-00211,Sand,1.4,Dry,5.857,40.06,69.433,84.786,27.541,21.389,129.314,Stable,0,FEM parametric study (synthetic)
FEM-00212,Sand,1.4,Dry,7.628,32.339,88.149,23.259,18.504,14.619,102.026,Stable,0,FEM parametric study (synthetic)
FEM-00213,Sand,1.4,Dry,8.496,37.796,75.899,15.461,15.362,9.331,80.985,Stable,0,FEM parametric study (synthetic)
FEM-00214,Sand,1.4,Dry,8.271,38.907,62.904,73.993,30.363,24.17,135.197,Stable,0,FEM parametric study (synthetic)
FEM-00215,Sand,1.4,Dry,7.932,31.737,110.841,25.369,11.703,4.868,110.622,Stable,0,FEM parametric study (synthetic)
FEM-00216,Sand,1.4,Dry,9.885,39.245,70.448,61.231,25.382,16.084,118.723,Stable,0,FEM parametric study (synthetic)
FEM-00217,Sand,1.4,Dry,1.224,35.291,117.691,30.904,10.156,11.024,95.274,Stable,0,FEM parametric study (synthetic)
FEM-00218,Sand,1.4,Dry,4.944,38.875,65.806,80.806,28.029,23.933,134.282,Stable,0,FEM parametric study (synthetic)
FEM-00219,Sand,1.4,Dry,1.683,35.77,31.335,43.742,42.743,31.672,104.391,Stable,0,FEM parametric study (synthetic)
FEM-00220,Sand,1.4,Dry,9.614,39.655,98.675,16.397,14.658,7.608,93.827,Stable,0,FEM parametric study (synthetic)
FEM-00221,Sand,1.4,Dry,3.777,41.576,80.141,35.554,17.751,14.343,102.01,Stable,0,FEM parametric study (synthetic)
FEM-00222,Sand,1.4,Dry,1.021,37.52,85.016,23.468,21.49,16.062,95.029,Stable,0,FEM parametric study (synthetic)
FEM-00223,Sand,1.4,Dry,9.96,41.278,92.056,83.91,18.781,11.353,130.335,Stable,0,FEM parametric study (synthetic)
FEM-00224,Sand,1.4,Dry,8.908,32.21,92.296,44.381,15.992,12.138,98.477,Stable,0,FEM parametric study (synthetic)
FEM-00225,Sand,1.4,Dry,8.536,39.976,38.35,7.231,31.048,22.022,90.161,Stable,0,FEM parametric study (synthetic)
FEM-00226,Sand,1.4,Dry,2.31,35.291,98.317,74.207,18.688,12.227,125.934,Stable,0,FEM parametric study (synthetic)
FEM-00227,Sand,1.4,Dry,7.961,32.834,68.094,31.853,22.986,14.289,102.376,Stable,0,FEM parametric study (synthetic)
FEM-00228,Sand,1.4,Dry,5.925,34.414,63.85,8.933,19.219,11.713,80.515,Stable,0,FEM parametric study (synthetic)
FEM-00229,Sand,1.4,Dry,7.198,34.133,45.813,80.439,41.877,26.522,137.225,Stable,0,FEM parametric study (synthetic)
FEM-00230,Sand,1.4,Dry,2.183,41.254,30.865,68.492,51.425,38.541,121.19,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00231,Sand,1.4,Dry,1.17,33.52,88.196,78.583,21.972,19.43,142.727,Stable,0,FEM parametric study (synthetic)
FEM-00232,Sand,1.4,Dry,3.102,40.473,52.562,87.594,35.749,23.561,140.479,Stable,0,FEM parametric study (synthetic)
FEM-00233,Sand,1.4,Dry,8.187,38.758,23.044,46.343,57.943,40.263,121.972,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00234,Sand,1.4,Dry,6.532,39.88,74.226,55.898,22.986,14.654,106.947,Stable,0,FEM parametric study (synthetic)
FEM-00235,Sand,1.4,Dry,9.775,34.898,51.998,37.179,27.724,19.137,104.481,Stable,0,FEM parametric study (synthetic)
FEM-00236,Sand,1.4,Dry,8.726,37.697,29.666,67.851,56.457,39.514,118.129,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00237,Sand,1.4,Dry,7.305,37.669,60.989,65.739,30.456,21.96,130.778,Stable,0,FEM parametric study (synthetic)
FEM-00238,Sand,1.4,Dry,1.743,32.593,23.485,33.636,51.835,39.54,93.134,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00239,Sand,1.4,Dry,3.176,40.357,29.533,9.2,37.04,19.554,76.511,Stable,0,FEM parametric study (synthetic)
FEM-00240,Sand,1.4,Dry,3.369,33.945,92.899,36.87,19.845,16.371,117.564,Stable,0,FEM parametric study (synthetic)
FEM-00241,Sand,1.4,Dry,5.047,40.757,49.246,78.212,36.487,30.029,127.034,Stable,0,FEM parametric study (synthetic)
FEM-00242,Sand,1.4,Dry,4.157,33.037,80.489,29.898,18.862,12.617,102.265,Stable,0,FEM parametric study (synthetic)
FEM-00243,Sand,1.4,Dry,8.665,31.395,45.897,19.198,27.699,19.182,84.419,Stable,0,FEM parametric study (synthetic)
FEM-00244,Sand,1.4,Dry,7.775,34.696,91.5,30.787,17.498,10.458,86.768,Stable,0,FEM parametric study (synthetic)
FEM-00245,Sand,1.4,Dry,1.09,38.091,102.255,24.519,18.731,7.402,100.003,Stable,0,FEM parametric study (synthetic)
FEM-00246,Sand,1.4,Saturated,1.855,35.079,62.242,85.889,42.21,28.858,227.637,Stable,0,FEM parametric study (synthetic)
FEM-00247,Sand,1.4,Saturated,5.047,34.775,76.855,67.647,29.73,26.449,222.873,Stable,0,FEM parametric study (synthetic)
FEM-00248,Sand,1.4,Saturated,3.28,34.567,101.65,15.886,20.041,15.127,184.945,Stable,0,FEM parametric study (synthetic)
FEM-00249,Sand,1.4,Saturated,7.781,35.488,41.736,39.881,51.062,34.755,193.309,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00250,Sand,1.4,Saturated,5.863,36.568,64.38,58.235,37.406,26.314,200.425,Stable,0,FEM parametric study (synthetic)
FEM-00251,Sand,1.4,Saturated,3.55,31.184,22.374,74.668,94.13,64.207,210.102,Structural buckling,1,FEM parametric study (synthetic)
FEM-00252,Sand,1.4,Saturated,1.141,38.914,62.78,18.473,33.014,21.871,194.997,Stable,0,FEM parametric study (synthetic)
FEM-00253,Sand,1.4,Saturated,1.476,32.532,88.633,23.213,20.163,8.431,202.657,Stable,0,FEM parametric study (synthetic)
FEM-00254,Sand,1.4,Saturated,5.622,36.983,49.572,27.488,38.635,25.259,190.142,Stable,0,FEM parametric study (synthetic)
FEM-00255,Sand,1.4,Saturated,6.873,35.786,108.188,29.68,19.713,12.255,197.662,Stable,0,FEM parametric study (synthetic)
FEM-00256,Sand,1.4,Saturated,9.747,35.023,69.941,45.062,31.001,25.576,196.165,Stable,0,FEM parametric study (synthetic)
FEM-00257,Sand,1.4,Saturated,3.007,41.495,65.909,25.365,29.789,22.342,188.11,Stable,0,FEM parametric study (synthetic)
FEM-00258,Sand,1.4,Saturated,1.21,41.403,23.738,85.549,91.88,69.411,226.903,Structural buckling,1,FEM parametric study (synthetic)
FEM-00259,Sand,1.4,Saturated,2.134,34.839,52.932,30.831,38.966,23.948,185.791,Stable,0,FEM parametric study (synthetic)
FEM-00260,Sand,1.4,Saturated,8.933,32.782,85.201,5.216,22.631,15.3,166.623,Stable,0,FEM parametric study (synthetic)
FEM-00261,Sand,1.4,Saturated,8.628,37.949,75.822,22.398,31.52,21.126,186.751,Stable,0,FEM parametric study (synthetic)
FEM-00262,Sand,1.4,Saturated,8.981,33.355,104.801,65.534,23.156,19.723,212.026,Stable,0,FEM parametric study (synthetic)
FEM-00263,Sand,1.4,Saturated,7.214,39.53,110.66,30.576,15.514,9.616,191.755,Stable,0,FEM parametric study (synthetic)
FEM-00264,Sand,1.4,Saturated,3.507,39.181,45.74,89.306,57.98,47.241,233.377,Structural buckling,1,FEM parametric study (synthetic)
FEM-00265,Sand,1.4,Saturated,1.674,34.527,56.053,52.39,39.75,29.829,199.81,Stable,0,FEM parametric study (synthetic)
FEM-00266,Sand,1.4,Saturated,4.538,40.135,89.519,60.133,28.312,24.212,217.707,Stable,0,FEM parametric study (synthetic)
FEM-00267,Sand,1.4,Saturated,8.688,33.218,57.621,77.391,42.281,32.895,229.965,Stable,0,FEM parametric study (synthetic)
FEM-00268,Sand,1.4,Saturated,2.246,35.585,69.898,58.348,37.523,22.014,216.262,Stable,0,FEM parametric study (synthetic)
FEM-00269,Sand,1.4,Saturated,7.149,36.511,60.137,85.941,46.165,27.007,225.688,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00270,Sand,1.4,Saturated,9.469,35.192,53.517,67.424,42.737,32.277,205.768,Stable,0,FEM parametric study (synthetic)
FEM-00271,Sand,1.4,Saturated,6.48,39.02,107.019,71.269,22.641,16.89,210.231,Stable,0,FEM parametric study (synthetic)
FEM-00272,Sand,1.4,Saturated,3.287,36.088,101.774,35.936,25.844,19.371,207.434,Stable,0,FEM parametric study (synthetic)
FEM-00273,Sand,1.4,Saturated,5.801,34.948,104.244,20.832,21.78,19.61,197.783,Stable,0,FEM parametric study (synthetic)
FEM-00274,Sand,1.4,Saturated,5.722,34.015,65.786,83.787,44.837,31.777,228.663,Stable,0,FEM parametric study (synthetic)
FEM-00275,Sand,1.4,Saturated,2.936,37.306,81.98,44.557,29.042,17.034,198.95,Stable,0,FEM parametric study (synthetic)
FEM-00276,Sand,1.4,Saturated,3.135,35.981,28.582,82.28,76.088,56.281,234.213,Structural buckling,1,FEM parametric study (synthetic)
FEM-00277,Sand,1.4,Saturated,6.688,41.144,22.453,48.79,83.119,57.966,198.267,Structural buckling,1,FEM parametric study (synthetic)
FEM-00278,Sand,1.4,Saturated,5.757,32.676,61.673,65.235,37.673,26.207,231.199,Stable,0,FEM parametric study (synthetic)
FEM-00279,Sand,1.4,Saturated,2.717,33.296,59.878,61.953,41.429,26.626,220.632,Stable,0,FEM parametric study (synthetic)
FEM-00280,Sand,1.4,Saturated,4.435,40.019,43.963,62.669,51.203,37.359,203.562,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00281,Sand,1.6,Dry,7.59,40.303,94.578,60.025,13.777,7.348,129.183,Stable,0,FEM parametric study (synthetic)
FEM-00282,Sand,1.6,Dry,5.618,34.36,53.859,53.136,27.854,23.563,106.745,Stable,0,FEM parametric study (synthetic)
FEM-00283,Sand,1.6,Dry,5.424,37.799,92.793,28.709,15.617,7.61,104.895,Stable,0,FEM parametric study (synthetic)
FEM-00284,Sand,1.6,Dry,2.701,33.403,24.874,22.208,38.922,29.913,83.611,Stable,0,FEM parametric study (synthetic)
FEM-00285,Sand,1.6,Dry,6.336,31.798,105.966,34.965,15.579,8.159,103.443,Stable,0,FEM parametric study (synthetic)
FEM-00286,Sand,1.6,Dry,8.157,39.624,93.997,73.594,19.257,13.331,128.537,Stable,0,FEM parametric study (synthetic)
FEM-00287,Sand,1.6,Dry,7.155,39.627,114.017,64.924,15.534,11.706,133.217,Stable,0,FEM parametric study (synthetic)
FEM-00288,Sand,1.6,Dry,9.402,37.148,41.09,48.863,31.947,21.839,113.741,Stable,0,FEM parametric study (synthetic)
FEM-00289,Sand,1.6,Dry,9.486,37.355,93.34,70.971,15.978,13.61,110.893,Stable,0,FEM parametric study (synthetic)
FEM-00290,Sand,1.6,Dry,1.138,35.955,69.422,15.733,18.355,9.185,94.198,Stable,0,FEM parametric study (synthetic)
FEM-00291,Sand,1.6,Dry,4.689,37.961,46.266,59.327,34.133,22.842,127.112,Stable,0,FEM parametric study (synthetic)
FEM-00292,Sand,1.6,Dry,6.563,34.535,97.605,17.52,13.174,8.826,80.821,Stable,0,FEM parametric study (synthetic)
FEM-00293,Sand,1.6,Dry,6.205,38.081,76.048,67.041,19.955,20.02,120.074,Stable,0,FEM parametric study (synthetic)
FEM-00294,Sand,1.6,Dry,2.958,37.222,101.73,7.453,9.209,6.816,65.694,Stable,0,FEM parametric study (synthetic)
FEM-00295,Sand,1.6,Dry,5.263,41.798,33.05,85.295,48.378,34.905,133.919,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00296,Sand,1.6,Dry,5.777,35.551,98.976,5.239,7.847,5.716,89.023,Stable,0,FEM parametric study (synthetic)
FEM-00297,Sand,1.6,Dry,2.696,40.08,117.376,64.8,16.063,3.318,118.145,Stable,0,FEM parametric study (synthetic)
FEM-00298,Sand,1.6,Dry,6.026,40.945,106.674,8.884,11.935,7.64,80.716,Stable,0,FEM parametric study (synthetic)
FEM-00299,Sand,1.6,Dry,6.401,34.993,52.423,55.691,30.395,21.723,110.386,Stable,0,FEM parametric study (synthetic)
FEM-00300,Sand,1.6,Dry,5.869,33.667,30.133,85.607,56.042,39.239,133.1,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00301,Sand,1.6,Dry,7.586,38.005,79.742,13.681,14.994,16.729,81.672,Stable,0,FEM parametric study (synthetic)
FEM-00302,Sand,1.6,Dry,8.733,40.388,22.965,59.372,55.791,38.388,135.471,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00303,Sand,1.6,Dry,8.439,41.44,93.621,41.316,15.272,11.219,97.886,Stable,0,FEM parametric study (synthetic)
FEM-00304,Sand,1.6,Dry,4.787,32.569,93.291,17.863,14.259,8.642,93.582,Stable,0,FEM parametric study (synthetic)
FEM-00305,Sand,1.6,Dry,7.94,36.111,24.934,77.135,58.293,43.138,127.105,Structural buckling,1,FEM parametric study (synthetic)
FEM-00306,Sand,1.6,Dry,5.808,38.921,101.313,52.495,18.597,15.084,111.545,Stable,0,FEM parametric study (synthetic)
FEM-00307,Sand,1.6,Dry,7.573,36.262,115.488,56.967,12.226,8.56,109.563,Stable,0,FEM parametric study (synthetic)
FEM-00308,Sand,1.6,Dry,4.99,36.205,43.555,27.066,28.981,21.966,96.442,Stable,0,FEM parametric study (synthetic)
FEM-00309,Sand,1.6,Dry,1.62,32.197,41.684,5.075,25.053,21.16,65.244,Stable,0,FEM parametric study (synthetic)
FEM-00310,Sand,1.6,Dry,3.303,33.314,90.87,33.985,14.611,14.006,100.936,Stable,0,FEM parametric study (synthetic)
FEM-00311,Sand,1.6,Dry,2.607,36.109,95.515,22.697,14.205,8.061,75.063,Stable,0,FEM parametric study (synthetic)
FEM-00312,Sand,1.6,Dry,1.934,37.061,25.222,8.895,44.885,35.78,82.183,Stable,0,FEM parametric study (synthetic)
FEM-00313,Sand,1.6,Dry,8.123,34.216,114.269,85.877,17.095,13.455,133.123,Stable,0,FEM parametric study (synthetic)
FEM-00314,Sand,1.6,Dry,3.581,31.857,62.396,84.204,27.126,15.718,113.895,Stable,0,FEM parametric study (synthetic)
FEM-00315,Sand,1.6,Dry,1.817,35.043,27.48,54.599,47.745,32.393,113.109,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00316,Sand,1.6,Saturated,6.533,41.943,88.873,21.188,18.446,14.109,183.02,Stable,0,FEM parametric study (synthetic)
FEM-00317,Sand,1.6,Saturated,5.04,37.129,84.885,48.416,23.308,13.238,207.261,Stable,0,FEM parametric study (synthetic)
FEM-00318,Sand,1.6,Saturated,5.797,41.851,70.093,10.298,21.84,18.216,181.655,Stable,0,FEM parametric study (synthetic)
FEM-00319,Sand,1.6,Saturated,2.745,32.263,43.818,89.82,49.442,34.011,232.277,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00320,Sand,1.6,Saturated,8.763,32.918,111.581,23.34,17.885,10.498,182.312,Stable,0,FEM parametric study (synthetic)
FEM-00321,Sand,1.6,Saturated,6.652,41.903,76.587,59.175,26.719,17.988,205.15,Stable,0,FEM parametric study (synthetic)
FEM-00322,Sand,1.6,Saturated,6.322,33.673,48.099,81.489,49.619,33.237,229.068,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00323,Sand,1.6,Saturated,9.88,36.826,59.303,59.612,32.956,29.492,224.027,Stable,0,FEM parametric study (synthetic)
FEM-00324,Sand,1.6,Saturated,6.123,36.388,49.527,49.407,36.633,28.252,196.854,Stable,0,FEM parametric study (synthetic)
FEM-00325,Sand,1.6,Saturated,3.199,35.087,115.116,71.724,19.567,9.599,219.577,Stable,0,FEM parametric study (synthetic)
FEM-00326,Sand,1.6,Saturated,3.528,31.828,105.599,53.839,21.666,14.51,206.965,Stable,0,FEM parametric study (synthetic)
FEM-00327,Sand,1.6,Saturated,1.44,31.888,42.44,53.882,42.405,26.739,215.231,Stable,0,FEM parametric study (synthetic)
FEM-00328,Sand,1.6,Saturated,9.837,34.608,119.33,54.859,21.087,15.614,198.361,Stable,0,FEM parametric study (synthetic)
FEM-00329,Sand,1.6,Saturated,3.546,35.995,71.53,87.976,34.753,20.839,233.012,Stable,0,FEM parametric study (synthetic)
FEM-00330,Sand,1.6,Saturated,7.343,36.564,111.396,81.294,20.379,15.328,219.82,Stable,0,FEM parametric study (synthetic)
FEM-00331,Sand,1.6,Saturated,2.287,33.834,77.809,27.101,24.274,14.499,185.686,Stable,0,FEM parametric study (synthetic)
FEM-00332,Sand,1.6,Saturated,2.906,36.487,86.582,66.137,26.358,19.376,235.024,Stable,0,FEM parametric study (synthetic)
FEM-00333,Sand,1.6,Saturated,1.309,35.615,89.185,82.317,28.281,20.975,216.294,Stable,0,FEM parametric study (synthetic)
FEM-00334,Sand,1.6,Saturated,9.17,38.866,101.439,76.374,21.553,3.873,226.49,Stable,0,FEM parametric study (synthetic)
FEM-00335,Sand,1.6,Saturated,1.893,34.837,116.489,73.338,21.777,20.281,223.392,Stable,0,FEM parametric study (synthetic)
FEM-00336,Sand,1.6,Saturated,9.389,33.65,44.364,38.109,40.654,29.34,205.971,Stable,0,FEM parametric study (synthetic)
FEM-00337,Sand,1.6,Saturated,1.482,40.938,41.257,62.506,47.917,34.29,221.964,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00338,Sand,1.6,Saturated,7.49,32.832,93.809,57.863,24.663,16.883,219.148,Stable,0,FEM parametric study (synthetic)
FEM-00339,Sand,1.6,Saturated,4.805,31.54,28.104,49.361,60.958,43.469,207.87,Structural buckling,1,FEM parametric study (synthetic)
FEM-00340,Sand,1.6,Saturated,7.639,31.426,97.885,55.876,21.855,20.335,221.871,Stable,0,FEM parametric study (synthetic)
FEM-00341,Sand,1.6,Saturated,1.428,34.828,94.08,83.421,26.359,17.277,217.119,Stable,0,FEM parametric study (synthetic)
FEM-00342,Sand,1.6,Saturated,4.999,36.853,39.636,32.858,42.727,30.568,184.821,Stable,0,FEM parametric study (synthetic)
FEM-00343,Sand,1.6,Saturated,4.47,32.129,27.239,21.285,55.201,40.799,183.322,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00344,Sand,1.6,Saturated,6.773,32.397,71.238,11.467,25.067,16.104,177.373,Stable,0,FEM parametric study (synthetic)
FEM-00345,Sand,1.6,Saturated,3.807,34.298,42.054,43.063,48.332,34.14,209.915,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00346,Sand,1.6,Saturated,5.686,41.92,64.29,44.583,28.126,18.985,196.43,Stable,0,FEM parametric study (synthetic)
FEM-00347,Sand,1.6,Saturated,9.467,33.071,110.819,29.988,17.251,11.161,202.238,Stable,0,FEM parametric study (synthetic)
FEM-00348,Sand,1.6,Saturated,5.275,41.67,84.798,44.147,21.776,18.728,213.211,Stable,0,FEM parametric study (synthetic)
FEM-00349,Sand,1.6,Saturated,3.479,40.355,48.06,85.06,50.153,34.769,230.431,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00350,Sand,1.6,Saturated,5.304,35.647,117.197,55.831,19.412,13.817,209.492,Stable,0,FEM parametric study (synthetic)
FEM-00351,Sand,1.8,Dry,1.224,38.571,32.54,39.284,34.492,26.564,87.009,Stable,0,FEM parametric study (synthetic)
FEM-00352,Sand,1.8,Dry,8.611,32.715,114.979,32.589,10.242,8.579,90.241,Stable,0,FEM parametric study (synthetic)
FEM-00353,Sand,1.8,Dry,6.6,38.943,85.445,72.451,17.079,10.587,129.372,Stable,0,FEM parametric study (synthetic)
FEM-00354,Sand,1.8,Dry,6.492,40.636,114.622,24.755,11.092,4.001,86.189,Stable,0,FEM parametric study (synthetic)
FEM-00355,Sand,1.8,Dry,6.691,36.765,58.054,81.75,29.742,18.451,142.908,Stable,0,FEM parametric study (synthetic)
FEM-00356,Sand,1.8,Dry,2.65,35.208,20.916,84.911,56.185,35.799,127.901,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00357,Sand,1.8,Dry,5.334,34.963,84.74,11.564,13.489,11.425,72.72,Stable,0,FEM parametric study (synthetic)
FEM-00358,Sand,1.8,Dry,5.536,39.356,50.288,15.529,21.37,17.686,81.58,Stable,0,FEM parametric study (synthetic)
FEM-00359,Sand,1.8,Dry,6.87,32.399,36.221,52.323,35.521,23.262,110.396,Stable,0,FEM parametric study (synthetic)
FEM-00360,Sand,1.8,Dry,6.919,38.643,32.027,32.081,31.732,19.541,85.141,Stable,0,FEM parametric study (synthetic)
FEM-00361,Sand,1.8,Dry,6.147,33.609,106.193,60.681,12.587,5.857,105.06,Stable,0,FEM parametric study (synthetic)
FEM-00362,Sand,1.8,Dry,5.577,38.116,96.798,53.035,12.777,8.462,116.109,Stable,0,FEM parametric study (synthetic)
FEM-00363,Sand,1.8,Dry,1.905,33.63,97.929,30.595,15.18,10.944,88.808,Stable,0,FEM parametric study (synthetic)
FEM-00364,Sand,1.8,Dry,1.544,40.329,48.622,14.733,22.388,15.133,66.861,Stable,0,FEM parametric study (synthetic)
FEM-00365,Sand,1.8,Dry,3.485,31.708,114.158,67.071,13.14,9.506,121.394,Stable,0,FEM parametric study (synthetic)
FEM-00366,Sand,1.8,Dry,6.951,31.941,42.757,88.111,34.502,24.38,145.07,Stable,0,FEM parametric study (synthetic)
FEM-00367,Sand,1.8,Dry,6.557,32.569,33.978,54.32,38.22,27.26,118.237,Stable,0,FEM parametric study (synthetic)
FEM-00368,Sand,1.8,Dry,3.842,31.81,116.914,70.572,13.168,9.878,129.291,Stable,0,FEM parametric study (synthetic)
FEM-00369,Sand,1.8,Dry,6.063,33.234,51.948,38.993,21.033,18.628,86.478,Stable,0,FEM parametric study (synthetic)
FEM-00370,Sand,1.8,Dry,9.084,37.791,99.222,33.179,15.734,16.307,87.217,Stable,0,FEM parametric study (synthetic)
FEM-00371,Sand,1.8,Dry,4.323,33.826,62.972,56.949,22.211,19.433,111.487,Stable,0,FEM parametric study (synthetic)
FEM-00372,Sand,1.8,Dry,7.32,40.592,112.641,77.829,12.361,4.963,119.5,Stable,0,FEM parametric study (synthetic)
FEM-00373,Sand,1.8,Dry,2.531,37.16,114.089,74.011,14.33,9.942,119.038,Stable,0,FEM parametric study (synthetic)
FEM-00374,Sand,1.8,Dry,9.359,37.608,82.176,86.579,19.401,18.999,116.293,Stable,0,FEM parametric study (synthetic)
FEM-00375,Sand,1.8,Dry,6.79,38.439,102.727,28.93,15.838,10.587,84.287,Stable,0,FEM parametric study (synthetic)
FEM-00376,Sand,1.8,Dry,5.368,38.885,58.049,43.454,21.05,10.99,105.633,Stable,0,FEM parametric study (synthetic)
