x_um,y_um,porosity_fraction
109.0,31.0,0.0108
109.0,33.0,0.0175
109.0,35.0,0.0263
109.0,37.0,0.0312
109.0,39.0,0.0298
109.0,41.0,0.0212
109.0,43.0,0.035
109.0,45.0,0.0392
109.0,47.0,0.0135
109.0,49.0,0.0223
109.0,51.0,0.031
109.0,53.0,0.03
109.0,55.0,0.0259
109.0,57.0,0.0258
109.0,59.0,0.0339
109.0,61.0,0.0389
109.0,63.0,0.0376
109.0,65.0,0.0377
109.0,67.0,0.0616
109.0,69.0,0.0684
109.0,71.0,0.0591
109.0,73.0,0.0503
109.0,75.0,0.0805
109.0,77.0,0.0707
109.0,79.0,0.0643
109.0,81.0,0.0916
109.0,83.0,0.076
109.0,85.0,0.0787
109.0,87.0,0.0997
109.0,89.0,0.0901
109.0,91.0,0.1044
109.0,93.0,0.106
109.0,95.0,0.1099
109.0,97.0,0.116
109.0,99.0,0.1212
109.0,101.0,0.1056
109.0,103.0,0.1237
109.0,105.0,0.1264
109.0,107.0,0.1166
109.0,109.0,0.1153
109.0,111.0,0.1266
109.0,113.0,0.1238
109.0,115.0,0.1156
109.0,117.0,0.1296
109.0,119.0,0.137
109.0,121.0,0.129
109.0,123.0,0.1352
109.0,125.0,0.1437
109.0,127.0,0.1262
109.0,129.0,0.1273
109.0,131.0,0.1131
109.0,133.0,0.1169
109.0,135.0,0.1341
109.0,137.0,0.1248
109.0,139.0,0.138
109.0,141.0,0.1097
109.0,143.0,0.1167
109.0,145.0,0.1162
109.0,147.0,0.1005
109.0,149.0,0.1041
109.0,151.0,0.0909
109.0,153.0,0.0963
109.0,155.0,0.0783
109.0,157.0,0.0946
109.0,159.0,0.0924
111.0,1.0,0.0817
111.0,3.0,0.0847
111.0,5.0,0.0616
111.0,7.0,0.0697
111.0,9.0,0.0775
111.0,11.0,0.0597
111.0,13.0,0.0478
111.0,15.0,0.0339
111.0,17.0,0.0402
111.0,19.0,0.0521
111.0,21.0,0.0629
111.0,23.0,0.0335
111.0,25.0,0.0212
111.0,27.0,0.0396
111.0,29.0,0.0462
111.0,31.0,0.0399
111.0,33.0,0.0317
111.0,35.0,0.0202
111.0,37.0,0.0029
111.0,39.0,0.0222
111.0,41.0,0.0131
111.0,43.0,0.0269
111.0,45.0,0.0393
111.0,47.0,0.0288
111.0,49.0,0.0418
111.0,51.0,0.0197
111.0,53.0,0.0334
111.0,55.0,0.0392
111.0,57.0,0.0314
111.0,59.0,0.0223
111.0,61.0,0.0368
111.0,63.0,0.0535
111.0,65.0,0.059
111.0,67.0,0.0464
111.0,69.0,0.049
111.0,71.0,0.0494
111.0,73.0,0.0624
111.0,75.0,0.0934
111.0,77.0,0.0693
111.0,79.0,0.0734
111.0,81.0,0.0994
111.0,83.0,0.0799
111.0,85.0,0.0966
111.0,87.0,0.0981
111.0,89.0,0.0886
111.0,91.0,0.0965
111.0,93.0,0.0983
111.0,95.0,0.0999
111.0,97.0,0.0987
111.0,99.0,0.122
111.0,101.0,0.1137
111.0,103.0,0.1322
111.0,105.0,0.1442
111.0,107.0,0.1398
111.0,109.0,0.1338
111.0,111.0,0.1206
111.0,113.0,0.1309
111.0,115.0,0.1332
111.0,117.0,0.1482
111.0,119.0,0.122
111.0,121.0,0.1297
111.0,123.0,0.1392
111.0,125.0,0.1202
111.0,127.0,0.1375
111.0,129.0,0.1155
111.0,131.0,0.1383
111.0,133.0,0.129
111.0,135.0,0.1247
111.0,137.0,0.1207
111.0,139.0,0.1188
111.0,141.0,0.1186
111.0,143.0,0.1167
111.0,145.0,0.1129
111.0,147.0,0.1066
111.0,149.0,0.1094
111.0,151.0,0.1104
111.0,153.0,0.0917
111.0,155.0,0.1025
111.0,157.0,0.1007
111.0,159.0,0.0727
113.0,1.0,0.08
113.0,3.0,0.0899
113.0,5.0,0.0645
113.0,7.0,0.0667
113.0,9.0,0.0692
113.0,11.0,0.0532
113.0,13.0,0.0584
113.0,15.0,0.0406
113.0,17.0,0.0478
113.0,19.0,0.0426
113.0,21.0,0.0383
113.0,23.0,0.0351
113.0,25.0,0.0207
113.0,27.0,0.0247
113.0,29.0,0.0075
113.0,31.0,0.0231
113.0,33.0,0.025
113.0,35.0,0.0182
113.0,37.0,0.0177
113.0,39.0,0.0133
113.0,41.0,0.0389
113.0,43.0,0.0061
113.0,45.0,0.0438
113.0,47.0,0.0397
113.0,49.0,0.0326
113.0,51.0,0.0183
113.0,53.0,0.0277
113.0,55.0,0.0424
113.0,57.0,0.0327
113.0,59.0,0.0346
113.0,61.0,0.0536
113.0,63.0,0.0477
113.0,65.0,0.07
113.0,67.0,0.0461
113.0,69.0,0.055
113.0,71.0,0.051
113.0,73.0,0.076
113.0,75.0,0.0768
113.0,77.0,0.0693
113.0,79.0,0.0839
113.0,81.0,0.0802
113.0,83.0,0.0891
113.0,85.0,0.0911
113.0,87.0,0.1005
113.0,89.0,0.1025
113.0,91.0,0.1325
113.0,93.0,0.1003
113.0,95.0,0.1034
113.0,97.0,0.1208
113.0,99.0,0.1328
113.0,101.0,0.0998
113.0,103.0,0.127
113.0,105.0,0.1271
113.0,107.0,0.11
113.0,109.0,0.1414
113.0,111.0,0.1246
113.0,113.0,0.1327
113.0,115.0,0.1267
113.0,117.0,0.1412
113.0,119.0,0.1458
113.0,121.0,0.1468
113.0,123.0,0.1406
113.0,125.0,0.1443
113.0,127.0,0.1487
113.0,129.0,0.1504
113.0,131.0,0.1186
113.0,133.0,0.1153
113.0,135.0,0.1357
113.0,137.0,0.1163
113.0,139.0,0.1228
113.0,141.0,0.1371
113.0,143.0,0.1246
113.0,145.0,0.0999
113.0,147.0,0.0788
113.0,149.0,0.1113
113.0,151.0,0.0875
113.0,153.0,0.0992
113.0,155.0,0.084
113.0,157.0,0.0768
113.0,159.0,0.0643
115.0,1.0,0.079
115.0,3.0,0.0688
115.0,5.0,0.083
115.0,7.0,0.064
115.0,9.0,0.064
115.0,11.0,0.0509
115.0,13.0,0.0616
115.0,15.0,0.0501
115.0,17.0,0.0509
115.0,19.0,0.0478
115.0,21.0,0.0561
115.0,23.0,0.0062
115.0,25.0,0.03
115.0,27.0,0.0427
115.0,29.0,0.0423
115.0,31.0,0.0238
115.0,33.0,0.0333
115.0,35.0,0.0391
115.0,37.0,0.0326
115.0,39.0,0.0058
115.0,41.0,0.019
115.0,43.0,0.0279
115.0,45.0,0.0006
115.0,47.0,0.0451
115.0,49.0,0.0098
115.0,51.0,0.0165
115.0,53.0,0.0334
115.0,55.0,0.0197
115.0,57.0,0.0308
115.0,59.0,0.055
115.0,61.0,0.0367
115.0,63.0,0.0379
115.0,65.0,0.0427
115.0,67.0,0.0333
115.0,69.0,0.0506
115.0,71.0,0.0582
115.0,73.0,0.0561
115.0,75.0,0.084
115.0,77.0,0.0698
115.0,79.0,0.0823
115.0,81.0,0.0689
115.0,83.0,0.0967
115.0,85.0,0.087
115.0,87.0,0.1148
115.0,89.0,0.1056
115.0,91.0,0.0934
115.0,93.0,0.1139
115.0,95.0,0.1035
115.0,97.0,0.1227
115.0,99.0,0.1187
115.0,101.0,0.1151
115.0,103.0,0.129
115.0,105.0,0.1224
115.0,107.0,0.1324
115.0,109.0,0.1261
115.0,111.0,0.1203
115.0,113.0,0.1472
115.0,115.0,0.1414
115.0,117.0,0.1586
115.0,119.0,0.1442
115.0,121.0,0.1257
115.0,123.0,0.142
115.0,125.0,0.1341
115.0,127.0,0.1316
115.0,129.0,0.1248
115.0,131.0,0.1419
115.0,133.0,0.146
115.0,135.0,0.1329
115.0,137.0,0.1183
115.0,139.0,0.1051
115.0,141.0,0.1321
115.0,143.0,0.1035
115.0,145.0,0.1211
115.0,147.0,0.1155
115.0,149.0,0.0796
115.0,151.0,0.0997
115.0,153.0,0.0847
115.0,155.0,0.0883
115.0,157.0,0.0811
115.0,159.0,0.0824
117.0,1.0,0.0553
117.0,3.0,0.0787
117.0,5.0,0.0702
117.0,7.0,0.0594
117.0,9.0,0.0558
117.0,11.0,0.0618
117.0,13.0,0.0446
117.0,15.0,0.0444
117.0,17.0,0.0555
117.0,19.0,0.0412
117.0,21.0,0.019
117.0,23.0,0.0319
117.0,25.0,0.0232
117.0,27.0,0.047
117.0,29.0,0.0264
117.0,31.0,0.0256
117.0,33.0,0.0314
117.0,35.0,0.0105
117.0,37.0,0.0108
117.0,39.0,0.0013
117.0,41.0,0.045
117.0,43.0,0.0216
117.0,45.0,0.0222
117.0,47.0,0.0162
117.0,49.0,0.0255
117.0,51.0,0.0504
117.0,53.0,0.0223
117.0,55.0,0.0162
117.0,57.0,0.0263
117.0,59.0,0.0437
117.0,61.0,0.0473
117.0,63.0,0.0474
117.0,65.0,0.0522
117.0,67.0,0.06
117.0,69.0,0.0539
117.0,71.0,0.0719
117.0,73.0,0.0674
117.0,75.0,0.0604
117.0,77.0,0.0691
117.0,79.0,0.079
117.0,81.0,0.0729
117.0,83.0,0.0926
117.0,85.0,0.0959
117.0,87.0,0.0991
117.0,89.0,0.0986
117.0,91.0,0.1123
117.0,93.0,0.1042
117.0,95.0,0.1091
117.0,97.0,0.1181
117.0,99.0,0.1225
117.0,101.0,0.1144
117.0,103.0,0.1338
117.0,105.0,0.1162
117.0,107.0,0.1353
117.0,109.0,0.1445
117.0,111.0,0.1282
117.0,113.0,0.1274
117.0,115.0,0.1255
117.0,117.0,0.1297
117.0,119.0,0.1211
117.0,121.0,0.1366
117.0,123.0,0.1423
117.0,125.0,0.1436
117.0,127.0,0.1303
117.0,129.0,0.1468
117.0,131.0,0.1406
117.0,133.0,0.1344
117.0,135.0,0.1343
117.0,137.0,0.1345
117.0,139.0,0.1278
117.0,141.0,0.0871
117.0,143.0,0.1166
117.0,145.0,0.1245
117.0,147.0,0.123
117.0,149.0,0.1021
117.0,151.0,0.122
117.0,153.0,0.0932
117.0,155.0,0.0852
117.0,157.0,0.0827
117.0,159.0,0.0992
119.0,1.0,0.0734
119.0,3.0,0.0655
119.0,5.0,0.0428
119.0,7.0,0.0724
119.0,9.0,0.0601
119.0,11.0,0.0638
119.0,13.0,0.0621
119.0,15.0,0.0608
119.0,17.0,0.035
119.0,19.0,0.0482
119.0,21.0,0.0367
119.0,23.0,0.0512
119.0,25.0,0.0472
119.0,27.0,0.0458
119.0,29.0,0.0349
119.0,31.0,0.0348
119.0,33.0,0.005
119.0,35.0,0.0104
119.0,37.0,0.0207
119.0,39.0,0.0156
119.0,41.0,0.0109
119.0,43.0,0.0198
119.0,45.0,0.0217
119.0,47.0,0.0154
119.0,49.0,0.0383
119.0,51.0,0.0044
119.0,53.0,0.0388
119.0,55.0,0.0121
119.0,57.0,0.0297
119.0,59.0,0.0362
119.0,61.0,0.0405
119.0,63.0,0.0392
119.0,65.0,0.0507
119.0,67.0,0.0551
119.0,69.0,0.0639
119.0,71.0,0.0732
119.0,73.0,0.0659
119.0,75.0,0.0657
119.0,77.0,0.0669
119.0,79.0,0.071
119.0,81.0,0.092
119.0,83.0,0.0844
119.0,85.0,0.0799
119.0,87.0,0.0797
119.0,89.0,0.0827
119.0,91.0,0.0882
119.0,93.0,0.1152
119.0,95.0,0.1188
119.0,97.0,0.1047
119.0,99.0,0.1298
119.0,101.0,0.1231
119.0,103.0,0.1239
119.0,105.0,0.1269
119.0,107.0,0.108
119.0,109.0,0.1408
119.0,111.0,0.1501
119.0,113.0,0.1313
119.0,115.0,0.1308
119.0,117.0,0.1551
119.0,119.0,0.1434
119.0,121.0,0.1486
119.0,123.0,0.1396
119.0,125.0,0.1524
119.0,127.0,0.1352
119.0,129.0,0.1226
119.0,131.0,0.1295
119.0,133.0,0.1258
119.0,135.0,0.137
119.0,137.0,0.1198
119.0,139.0,0.1348
119.0,141.0,0.1023
119.0,143.0,0.1174
119.0,145.0,0.1261
119.0,147.0,0.1124
119.0,149.0,0.0995
119.0,151.0,0.0938
119.0,153.0,0.1096
119.0,155.0,0.0952
119.0,157.0,0.0857
119.0,159.0,0.0856
121.0,1.0,0.0739
121.0,3.0,0.0473
121.0,5.0,0.0725
121.0,7.0,0.0515
121.0,9.0,0.0379
121.0,11.0,0.0548
121.0,13.0,0.0511
121.0,15.0,0.0414
121.0,17.0,0.0499
121.0,19.0,0.0334
121.0,21.0,0.0385
121.0,23.0,0.0253
121.0,25.0,0.0445
121.0,27.0,0.0326
121.0,29.0,0.03
121.0,31.0,0.0305
121.0,33.0,0.0392
121.0,35.0,0.0154
121.0,37.0,0.0213
121.0,39.0,0.0315
121.0,41.0,0.0299
121.0,43.0,0.0205
121.0,45.0,0.0191
121.0,47.0,0.0355
121.0,49.0,0.0389
121.0,51.0,0.0244
121.0,53.0,0.0307
121.0,55.0,0.0287
121.0,57.0,0.0238
121.0,59.0,0.033
121.0,61.0,0.0359
121.0,63.0,0.0486
121.0,65.0,0.0622
121.0,67.0,0.0499
121.0,69.0,0.0575
121.0,71.0,0.0548
121.0,73.0,0.0598
121.0,75.0,0.0539
121.0,77.0,0.0692
121.0,79.0,0.0902
121.0,81.0,0.0828
121.0,83.0,0.0936
121.0,85.0,0.1145
121.0,87.0,0.0817
121.0,89.0,0.1068
121.0,91.0,0.1093
121.0,93.0,0.1009
121.0,95.0,0.1259
121.0,97.0,0.0988
121.0,99.0,0.1244
121.0,101.0,0.1135
121.0,103.0,0.1184
121.0,105.0,0.1349
121.0,107.0,0.132
121.0,109.0,0.1352
121.0,111.0,0.1331
121.0,113.0,0.161
121.0,115.0,0.1438
121.0,117.0,0.1354
121.0,119.0,0.1327
121.0,121.0,0.1473
121.0,123.0,0.1517
121.0,125.0,0.1284
121.0,127.0,0.1382
121.0,129.0,0.1579
121.0,131.0,0.1356
121.0,133.0,0.1234
121.0,135.0,0.1227
121.0,137.0,0.1276
121.0,139.0,0.1063
121.0,141.0,0.1319
121.0,143.0,0.135
121.0,145.0,0.1181
121.0,147.0,0.1056
121.0,149.0,0.1059
121.0,151.0,0.0903
121.0,153.0,0.0958
121.0,155.0,0.0886
121.0,157.0,0.084
121.0,159.0,0.0955
123.0,1.0,0.0775
123.0,3.0,0.0739
123.0,5.0,0.093
123.0,7.0,0.0631
123.0,9.0,0.0453
123.0,11.0,0.0516
123.0,13.0,0.0673
123.0,15.0,0.0499
123.0,17.0,0.049
123.0,19.0,0.0446
123.0,21.0,0.0362
123.0,23.0,0.0204
123.0,25.0,0.0519
123.0,27.0,0.0244
123.0,29.0,0.0258
123.0,31.0,0.0173
123.0,33.0,0.027
123.0,35.0,0.0147
123.0,37.0,0.0355
123.0,39.0,0.0034
123.0,41.0,0.021
123.0,43.0,0.0501
123.0,45.0,0.0279
123.0,47.0,0.0244
123.0,49.0,0.0292
123.0,51.0,0.0
123.0,53.0,0.021
123.0,55.0,0.0301
123.0,57.0,0.0408
123.0,59.0,0.0221
123.0,61.0,0.0614
123.0,63.0,0.0384
123.0,65.0,0.0296
123.0,67.0,0.0516
123.0,69.0,0.0637
123.0,71.0,0.0667
123.0,73.0,0.0539
123.0,75.0,0.0705
123.0,77.0,0.0671
123.0,79.0,0.076
123.0,81.0,0.0882
123.0,83.0,0.099
123.0,85.0,0.0858
123.0,87.0,0.0863
123.0,89.0,0.0829
123.0,91.0,0.0764
123.0,93.0,0.1122
123.0,95.0,0.1027
123.0,97.0,0.1237
123.0,99.0,0.1219
123.0,101.0,0.1161
123.0,103.0,0.1198
123.0,105.0,0.1468
123.0,107.0,0.1328
123.0,109.0,0.1445
123.0,111.0,0.1464
123.0,113.0,0.1388
123.0,115.0,0.1316
123.0,117.0,0.1532
123.0,119.0,0.1375
123.0,121.0,0.1623
123.0,123.0,0.1552
123.0,125.0,0.1555
123.0,127.0,0.1235
123.0,129.0,0.1489
123.0,131.0,0.1291
123.0,133.0,0.126
123.0,135.0,0.1169
123.0,137.0,0.1375
123.0,139.0,0.1264
123.0,141.0,0.1089
123.0,143.0,0.1236
123.0,145.0,0.0991
123.0,147.0,0.1162
123.0,149.0,0.1064
123.0,151.0,0.0871
123.0,153.0,0.113
123.0,155.0,0.0994
123.0,157.0,0.1046
123.0,159.0,0.0769
125.0,1.0,0.0628
125.0,3.0,0.0868
125.0,5.0,0.0857
125.0,7.0,0.0481
125.0,9.0,0.0833
125.0,11.0,0.0662
125.0,13.0,0.0615
125.0,15.0,0.0455
125.0,17.0,0.037
125.0,19.0,0.043
125.0,21.0,0.0524
125.0,23.0,0.0238
125.0,25.0,0.0332
125.0,27.0,0.0205
125.0,29.0,0.0143
125.0,31.0,0.0314
125.0,33.0,0.0229
125.0,35.0,0.0
125.0,37.0,0.0197
125.0,39.0,0.0083
125.0,41.0,0.0229
125.0,43.0,0.0296
125.0,45.0,0.006
125.0,47.0,0.008
125.0,49.0,0.018
125.0,51.0,0.0274
125.0,53.0,0.0104
125.0,55.0,0.0338
125.0,57.0,0.0182
125.0,59.0,0.0419
125.0,61.0,0.0334
125.0,63.0,0.0534
125.0,65.0,0.0452
125.0,67.0,0.0425
125.0,69.0,0.0644
125.0,71.0,0.0534
125.0,73.0,0.0612
125.0,75.0,0.0561
125.0,77.0,0.0702
125.0,79.0,0.0684
125.0,81.0,0.0698
125.0,83.0,0.0884
125.0,85.0,0.0981
125.0,87.0,0.1015
125.0,89.0,0.0912
125.0,91.0,0.1193
125.0,93.0,0.1176
125.0,95.0,0.1017
125.0,97.0,0.0992
125.0,99.0,0.1224
125.0,101.0,0.1136
125.0,103.0,0.1254
125.0,105.0,0.1246
125.0,107.0,0.1491
125.0,109.0,0.1601
125.0,111.0,0.1163
125.0,113.0,0.1447
125.0,115.0,0.1299
125.0,117.0,0.1399
125.0,119.0,0.1296
125.0,121.0,0.1331
125.0,123.0,0.1223
125.0,125.0,0.1401
125.0,127.0,0.1444
125.0,129.0,0.1412
125.0,131.0,0.1452
125.0,133.0,0.1327
125.0,135.0,0.1177
125.0,137.0,0.1344
125.0,139.0,0.1399
125.0,141.0,0.1104
125.0,143.0,0.1049
125.0,145.0,0.1231
125.0,147.0,0.1095
125.0,149.0,0.1003
125.0,151.0,0.1072
125.0,153.0,0.1013
125.0,155.0,0.1052
125.0,157.0,0.1
125.0,159.0,0.0817
127.0,1.0,0.0802
127.0,3.0,0.0785
127.0,5.0,0.0799
127.0,7.0,0.0567
127.0,9.0,0.0735
127.0,11.0,0.057
127.0,13.0,0.0531
127.0,15.0,0.0383
127.0,17.0,0.0461
127.0,19.0,0.0625
127.0,21.0,0.0394
127.0,23.0,0.0245
127.0,25.0,0.0335
127.0,27.0,0.0363
127.0,29.0,0.0054
127.0,31.0,0.0349
127.0,33.0,0.0376
127.0,35.0,0.0174
127.0,37.0,0.0041
127.0,39.0,0.0314
127.0,41.0,0.008
127.0,43.0,0.0373
127.0,45.0,0.0117
127.0,47.0,0.0306
127.0,49.0,0.0173
127.0,51.0,0.0426
127.0,53.0,0.0268
127.0,55.0,0.0368
127.0,57.0,0.0523
127.0,59.0,0.0307
127.0,61.0,0.0383
127.0,63.0,0.035
127.0,65.0,0.0568
127.0,67.0,0.065
127.0,69.0,0.044
127.0,71.0,0.0529
127.0,73.0,0.0498
127.0,75.0,0.0663
127.0,77.0,0.0566
127.0,79.0,0.0787
127.0,81.0,0.066
127.0,83.0,0.0839
127.0,85.0,0.0926
127.0,87.0,0.0982
127.0,89.0,0.0877
127.0,91.0,0.1043
127.0,93.0,0.1003
127.0,95.0,0.1304
127.0,97.0,0.1042
127.0,99.0,0.1073
127.0,101.0,0.1221
127.0,103.0,0.1293
127.0,105.0,0.1405
127.0,107.0,0.1268
127.0,109.0,0.1447
127.0,111.0,0.1363
127.0,113.0,0.138
127.0,115.0,0.1407
127.0,117.0,0.1434
127.0,119.0,0.1613
127.0,121.0,0.1311
127.0,123.0,0.1303
127.0,125.0,0.1421
127.0,127.0,0.1494
127.0,129.0,0.1412
127.0,131.0,0.127
127.0,133.0,0.1307
127.0,135.0,0.1309
127.0,137.0,0.141
127.0,139.0,0.1131
127.0,141.0,0.1386
127.0,143.0,0.0999
127.0,145.0,0.1102
127.0,147.0,0.1018
127.0,149.0,0.1083
127.0,151.0,0.1172
127.0,153.0,0.1072
127.0,155.0,0.0913
127.0,157.0,0.0899
127.0,159.0,0.0888
129.0,1.0,0.1025
129.0,3.0,0.0774
129.0,5.0,0.0876
129.0,7.0,0.0728
129.0,9.0,0.0662
129.0,11.0,0.0564
129.0,13.0,0.0735
129.0,15.0,0.0784
129.0,17.0,0.0473
129.0,19.0,0.0368
129.0,21.0,0.0229
129.0,23.0,0.0284
129.0,25.0,0.047
129.0,27.0,0.0457
129.0,29.0,0.0272
129.0,31.0,0.0134
129.0,33.0,0.013
129.0,35.0,0.0153
129.0,37.0,0.0243
129.0,39.0,0.0231
129.0,41.0,0.0239
129.0,43.0,0.0124
129.0,45.0,0.0424
129.0,47.0,0.0115
129.0,49.0,0.042
129.0,51.0,0.0376
129.0,53.0,0.0192
129.0,55.0,0.0377
129.0,57.0,0.0192
129.0,59.0,0.0359
129.0,61.0,0.038
129.0,63.0,0.0401
129.0,65.0,0.0615
129.0,67.0,0.0377
129.0,69.0,0.051
129.0,71.0,0.0505
129.0,73.0,0.0631
129.0,75.0,0.0619
129.0,77.0,0.0631
129.0,79.0,0.0556
129.0,81.0,0.0841
129.0,83.0,0.0892
129.0,85.0,0.0929
129.0,87.0,0.081
129.0,89.0,0.0905
129.0,91.0,0.0985
129.0,93.0,0.128
129.0,95.0,0.1109
129.0,97.0,0.1251
129.0,99.0,0.1034
129.0,101.0,0.1334
129.0,103.0,0.1438
129.0,105.0,0.1185
129.0,107.0,0.1384
129.0,109.0,0.131
129.0,111.0,0.1166
129.0,113.0,0.1544
129.0,115.0,0.1374
129.0,117.0,0.1498
129.0,119.0,0.1269
129.0,121.0,0.1402
129.0,123.0,0.1358
129.0,125.0,0.1363
129.0,127.0,0.1416
129.0,129.0,0.1341
129.0,131.0,0.1367
129.0,133.0,0.1407
129.0,135.0,0.1325
129.0,137.0,0.1376
129.0,139.0,0.1048
129.0,141.0,0.1058
129.0,143.0,0.1063
129.0,145.0,0.1019
129.0,147.0,0.101
129.0,149.0,0.0959
129.0,151.0,0.0892
129.0,153.0,0.1051
129.0,155.0,0.1041
129.0,157.0,0.1103
129.0,159.0,0.0851
131.0,1.0,0.0847
131.0,3.0,0.0704
131.0,5.0,0.0696
131.0,7.0,0.0693
131.0,9.0,0.0648
131.0,11.0,0.0582
131.0,13.0,0.0485
131.0,15.0,0.0599
131.0,17.0,0.044
131.0,19.0,0.0453
131.0,21.0,0.0186
131.0,23.0,0.0345
131.0,25.0,0.0245
131.0,27.0,0.0215
131.0,29.0,0.0221
131.0,31.0,0.0311
131.0,33.0,0.0199
131.0,35.0,0.0254
131.0,37.0,0.0202
131.0,39.0,0.0234
131.0,41.0,0.0179
131.0,43.0,0.0248
131.0,45.0,0.0114
131.0,47.0,0.0233
131.0,49.0,0.0357
131.0,51.0,0.0397
131.0,53.0,0.0532
131.0,55.0,0.0247
131.0,57.0,0.0342
131.0,59.0,0.0196
131.0,61.0,0.0491
131.0,63.0,0.0514
131.0,65.0,0.0586
131.0,67.0,0.0535
131.0,69.0,0.0667
131.0,71.0,0.0477
131.0,73.0,0.0753
131.0,75.0,0.0722
131.0,77.0,0.072
131.0,79.0,0.0639
131.0,81.0,0.0779
131.0,83.0,0.0656
131.0,85.0,0.0971
131.0,87.0,0.0893
131.0,89.0,0.1068
131.0,91.0,0.1024
131.0,93.0,0.0877
131.0,95.0,0.1183
131.0,97.0,0.1048
131.0,99.0,0.1215
131.0,101.0,0.118
131.0,103.0,0.1298
131.0,105.0,0.1326
131.0,107.0,0.1335
131.0,109.0,0.1403
131.0,111.0,0.1485
131.0,113.0,0.1319
131.0,115.0,0.1414
131.0,117.0,0.1174
131.0,119.0,0.1247
131.0,121.0,0.1582
131.0,123.0,0.131
131.0,125.0,0.1302
131.0,127.0,0.1337
131.0,129.0,0.1378
131.0,131.0,0.127
131.0,133.0,0.1359
131.0,135.0,0.1268
131.0,137.0,0.1205
131.0,139.0,0.1246
131.0,141.0,0.1057
131.0,143.0,0.1116
131.0,145.0,0.1108
131.0,147.0,0.0968
131.0,149.0,0.109
131.0,151.0,0.1128
131.0,153.0,0.0959
131.0,155.0,0.083
131.0,157.0,0.0888
131.0,159.0,0.0821
133.0,1.0,0.0701
133.0,3.0,0.0818
133.0,5.0,0.0507
133.0,7.0,0.0686
133.0,9.0,0.0685
133.0,11.0,0.0327
133.0,13.0,0.0655
133.0,15.0,0.0589
133.0,17.0,0.0519
133.0,19.0,0.0415
133.0,21.0,0.0441
133.0,23.0,0.0324
133.0,25.0,0.035
133.0,27.0,0.0234
133.0,29.0,0.0422
133.0,31.0,0.037
133.0,33.0,0.0297
133.0,35.0,0.0227
133.0,37.0,0.0158
133.0,39.0,0.034
133.0,41.0,0.0309
133.0,43.0,0.0277
133.0,45.0,0.0327
133.0,47.0,0.0226
133.0,49.0,0.03
133.0,51.0,0.0406
133.0,53.0,0.029
133.0,55.0,0.0426
133.0,57.0,0.0299
133.0,59.0,0.0547
133.0,61.0,0.0582
133.0,63.0,0.0453
133.0,65.0,0.0523
133.0,67.0,0.0493
133.0,69.0,0.0432
133.0,71.0,0.0501
133.0,73.0,0.0557
133.0,75.0,0.0536
133.0,77.0,0.0707
133.0,79.0,0.0765
133.0,81.0,0.0739
133.0,83.0,0.076
133.0,85.0,0.0956
133.0,87.0,0.0964
133.0,89.0,0.0838
133.0,91.0,0.0967
133.0,93.0,0.1044
133.0,95.0,0.1084
133.0,97.0,0.1218
133.0,99.0,0.099
133.0,101.0,0.126
133.0,103.0,0.1105
133.0,105.0,0.1285
133.0,107.0,0.1235
133.0,109.0,0.1341
133.0,111.0,0.1291
133.0,113.0,0.1453
133.0,115.0,0.1361
133.0,117.0,0.1326
133.0,119.0,0.1209
133.0,121.0,0.1364
133.0,123.0,0.1284
133.0,125.0,0.1249
133.0,127.0,0.1217
133.0,129.0,0.1345
133.0,131.0,0.1371
133.0,133.0,0.1256
133.0,135.0,0.1243
133.0,137.0,0.1077
133.0,139.0,0.1092
133.0,141.0,0.126
133.0,143.0,0.12
133.0,145.0,0.1222
133.0,147.0,0.1016
133.0,149.0,0.0895
133.0,151.0,0.1078
133.0,153.0,0.0983
133.0,155.0,0.0828
133.0,157.0,0.0832
133.0,159.0,0.0862
135.0,1.0,0.0824
135.0,3.0,0.0634
135.0,5.0,0.0711
135.0,7.0,0.0661
135.0,9.0,0.0452
135.0,11.0,0.051
135.0,13.0,0.0505
135.0,15.0,0.0391
135.0,17.0,0.0607
135.0,19.0,0.0659
135.0,21.0,0.044
135.0,23.0,0.0098
135.0,25.0,0.0344
135.0,27.0,0.0464
135.0,29.0,0.0293
135.0,31.0,0.0413
135.0,33.0,0.042
135.0,35.0,0.0313
135.0,37.0,0.0328
135.0,39.0,0.033
135.0,41.0,0.0103
135.0,43.0,0.0152
135.0,45.0,0.0169
135.0,47.0,0.0339
135.0,49.0,0.0313
135.0,51.0,0.0323
135.0,53.0,0.0372
135.0,55.0,0.0353
135.0,57.0,0.0387
135.0,59.0,0.0423
135.0,61.0,0.052
135.0,63.0,0.06
135.0,65.0,0.0388
135.0,67.0,0.0616
135.0,69.0,0.0489
135.0,71.0,0.0537
135.0,73.0,0.0792
135.0,75.0,0.0858
135.0,77.0,0.0647
135.0,79.0,0.0657
135.0,81.0,0.0758
135.0,83.0,0.1024
135.0,85.0,0.1119
135.0,87.0,0.0864
135.0,89.0,0.0839
135.0,91.0,0.0866
135.0,93.0,0.1054
135.0,95.0,0.0948
135.0,97.0,0.1215
135.0,99.0,0.1064
135.0,101.0,0.1115
135.0,103.0,0.1157
135.0,105.0,0.12
135.0,107.0,0.1182
135.0,109.0,0.1321
135.0,111.0,0.1186
135.0,113.0,0.1303
135.0,115.0,0.1309
135.0,117.0,0.1503
