FirmID,Year,Size,Employees,Assets_USD_millions,Age_Years,Subsector,Ownership_Type,FDI_Presence,FDI_Equity_Share_percent,Knowledge_Absorption_1_5,Task_Performance_1_5,Innovation_1_5,Firm_Resources_1_5,Skilled_Labor_Ratio,IoT_Use,RD_Spend_percent_of_Revenue,Liquidity_Ratio,Tax_Incentives_1_7,Regulatory_Stability_1_7,Infrastructure_Support_1_7,Corruption_Experience_1_7,Govt_Policy_Score_1_7,ROI_Self_percent,ROA_Self_percent,Export_Intensity_percent,Market_Share_percent,Operational_Efficiency_Index_0_100,Revenue_USD_millions,Assets_Verified_USD_millions,Export_Value_USD_millions,ROI_Verified_percent,ROA_Verified_percent,Country,Region,FDI_Inflow_Total_USD_billion,FDI_Inflow_Manufacturing_USD_billion,FDI_Inflow_FoodProcessing_USD_billion,FDI_Inflow_Lagos_USD_billion,FDI_Type_Share_Greenfield_percent,FDI_Type_Share_MA_percent,Ease_of_Doing_Business_Score,EEG_Disbursement_USD_billion,Regulatory_Quality_Index,Corruption_Perception_Index_0_100,Power_Supply_Reliability_Hours_per_Day,Logistics_Quality_Index_1_5,Food_Sector_GDP_Contribution_percent,Sector_Employment_thousands,Sector_Output_Growth_percent,Sector_Export_Value_USD_billion,Top_Origin_Countries,FDI_x_Policy,Innovation_x_Policy
FIRM_001,2024,Large,1498,30.11,15,Ready Meals,Domestic,0,0.0,2.8,5.0,3.4,3.6,0.56,1,2.02,2.35,4.0,5.9,2.7,2.3,4.6,5.71,5.42,9.07,4.94,81.6,89.74,27.27,8.14,5.26,5.49,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.639999999999999
FIRM_218,2024,Large,1053,28.79,5,Bakery,Domestic,0,0.0,3.0,4.9,3.7,3.4,0.61,1,4.14,1.33,3.5,3.6,3.9,4.5,3.6,3.04,3.91,9.57,6.1,66.1,47.94,28.95,4.59,2.24,4.89,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.32
FIRM_219,2024,SME,156,2.98,21,Beverages,Domestic,0,0.0,3.4,4.7,2.8,2.7,0.54,1,2.46,1.58,5.5,3.9,4.1,4.0,4.4,9.22,5.41,6.25,1.8,53.3,10.97,3.48,0.69,10.45,5.38,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.32
FIRM_220,2024,Large,414,39.42,11,Oils & Fats,Domestic,0,0.0,3.5,5.0,3.7,3.1,0.5,1,3.01,0.81,3.9,4.7,3.3,3.2,4.2,7.25,6.23,14.33,8.61,45.6,48.38,39.61,6.93,5.24,5.43,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.540000000000001
FIRM_221,2024,SME,97,1.76,6,Fruits & Vegetables,Foreign,1,87.0,3.2,5.0,3.5,3.5,0.47,0,1.2,1.95,3.6,3.7,2.2,5.5,3.0,7.03,5.66,13.03,3.21,48.8,7.87,1.4,1.03,8.7,5.31,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.0,10.5
FIRM_222,2024,SME,111,2.99,22,Meat Processing,Joint Venture,1,46.0,3.5,5.0,4.2,3.9,0.43,1,2.66,2.57,4.0,4.2,3.6,4.8,3.8,10.11,7.36,13.81,2.22,68.2,3.02,0.82,0.42,9.78,6.69,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.8,15.959999999999999
FIRM_223,2024,Large,1907,14.55,27,Fruits & Vegetables,Joint Venture,1,14.0,2.6,4.0,3.7,3.6,0.33,1,3.49,1.96,5.0,3.3,1.9,3.8,3.6,8.52,5.7,18.65,5.87,61.3,63.09,15.4,11.77,8.6,6.68,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.6,13.32
FIRM_224,2024,SME,171,1.54,9,Ready Meals,Domestic,0,0.0,3.5,4.3,3.1,3.5,0.53,1,1.53,2.33,4.0,4.4,2.4,4.5,3.6,12.72,4.7,7.23,1.72,68.7,12.67,2.48,0.92,11.95,4.32,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.16
FIRM_225,2024,Large,368,25.52,4,Meat Processing,Domestic,0,0.0,3.9,4.3,3.7,2.4,0.48,1,5.09,1.18,3.7,4.2,2.7,4.2,3.6,13.78,3.83,12.09,1.4,59.2,26.76,25.92,3.24,11.48,3.77,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.32
FIRM_226,2024,SME,133,3.82,7,Bakery,Domestic,0,0.0,2.7,5.0,3.7,3.0,0.23,1,5.14,1.72,4.0,4.7,4.4,3.3,4.4,2.6,3.82,8.98,3.09,61.3,3.11,4.04,0.28,2.13,4.14,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,16.28
FIRM_227,2024,SME,48,2.58,33,Meat Processing,Domestic,0,0.0,1.9,4.4,3.5,2.6,0.58,1,1.91,1.13,2.9,4.5,3.1,4.4,3.5,2.8,2.01,2.7,0.54,60.6,9.49,5.94,0.26,2.9,1.14,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.25
FIRM_228,2024,SME,162,1.77,44,Ready Meals,Joint Venture,1,61.0,4.0,5.0,3.2,2.2,0.65,0,0.6,1.49,4.6,4.4,3.0,3.6,4.1,6.93,5.03,23.58,3.0,64.6,5.33,0.52,1.26,7.44,5.0,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.1,13.12
FIRM_229,2024,Large,1614,28.4,10,Oils & Fats,Domestic,0,0.0,2.6,5.0,2.4,3.1,0.69,0,2.13,1.99,2.4,3.7,5.7,3.2,4.2,6.43,3.26,14.03,6.51,66.4,37.07,30.96,5.2,5.89,3.31,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.08
FIRM_230,2024,Large,1300,28.16,17,Seafood Processing,Domestic,0,0.0,2.4,5.0,4.0,3.2,0.33,1,1.44,1.65,3.8,4.0,3.9,2.4,4.3,7.74,5.71,16.52,2.81,63.6,64.55,26.69,10.66,4.81,4.11,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,17.2
FIRM_231,2024,Large,921,29.1,18,Ready Meals,Joint Venture,1,35.0,3.9,5.0,5.0,3.6,0.53,1,3.96,0.89,5.0,4.9,3.9,3.9,4.5,14.55,11.3,20.06,4.48,77.7,67.74,31.32,13.59,12.4,11.33,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.5,22.5
FIRM_232,2024,SME,130,1.2,19,Dairy,Domestic,0,0.0,3.1,4.1,3.4,3.2,0.64,0,2.81,0.94,4.5,3.1,3.1,5.0,3.4,7.62,3.71,6.7,1.5,51.8,5.37,3.67,0.36,9.78,3.47,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.559999999999999
FIRM_233,2024,SME,23,1.89,13,Beverages,Domestic,0,0.0,2.8,5.0,2.7,3.6,0.68,1,2.94,0.91,4.8,3.2,2.8,3.5,3.8,4.78,4.34,13.46,0.8,61.4,3.12,1.3,0.42,3.17,4.26,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.26
FIRM_234,2024,Large,941,21.36,3,Bakery,Domestic,0,0.0,2.7,4.0,2.8,2.8,0.68,1,1.9,1.85,4.1,4.0,1.1,7.0,2.6,8.54,2.34,2.73,4.38,54.5,23.41,24.68,0.64,9.95,2.17,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,7.279999999999999
FIRM_235,2024,SME,43,3.34,27,Bakery,Domestic,0,0.0,2.9,3.9,3.4,2.6,0.37,0,2.57,2.63,5.4,4.2,4.6,5.4,4.2,7.25,1.23,6.64,1.35,66.6,6.6,4.28,0.44,5.83,1.26,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.28
FIRM_236,2024,SME,149,3.92,18,Seafood Processing,Foreign,1,80.0,3.4,4.2,4.2,2.0,0.5,0,1.24,2.28,5.1,3.0,4.0,5.9,3.6,10.79,6.22,26.76,2.55,56.9,10.81,2.17,2.89,10.27,7.22,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.6,15.120000000000001
FIRM_237,2024,Large,1713,24.95,18,Ready Meals,Domestic,0,0.0,2.4,4.9,3.0,2.2,0.59,1,5.04,0.65,4.6,3.7,3.3,5.3,3.6,-3.55,1.5,6.96,5.89,61.6,46.41,24.2,3.23,-3.1,0.24,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.8
FIRM_238,2024,SME,48,1.66,14,Dairy,Joint Venture,1,26.0,3.2,4.7,3.5,2.9,0.26,0,1.19,2.31,5.1,3.7,3.3,6.5,3.4,8.34,8.75,23.39,1.73,67.8,5.08,3.93,1.19,7.06,8.24,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.4,11.9
FIRM_239,2024,SME,123,3.54,47,Oils & Fats,Joint Venture,1,11.0,3.8,5.0,3.6,2.5,0.54,0,0.89,2.07,5.0,1.6,4.3,3.4,3.9,15.35,8.15,8.91,2.13,80.8,5.21,5.39,0.46,16.96,8.55,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.9,14.04
FIRM_240,2024,Large,1259,27.03,31,Fruits & Vegetables,Joint Venture,1,81.0,3.6,4.9,4.1,3.7,0.67,1,0.99,0.83,3.8,3.6,1.8,1.2,4.0,16.33,8.9,20.44,7.76,70.1,26.66,24.91,5.45,16.12,9.13,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.0,16.4
FIRM_241,2024,SME,105,3.66,21,Bakery,Domestic,0,0.0,2.2,5.0,3.0,3.4,0.56,0,2.96,1.45,2.9,3.6,2.9,3.8,3.4,0.18,2.77,17.16,1.77,72.1,11.27,3.38,1.93,0.43,2.98,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.2
FIRM_242,2024,SME,173,2.77,11,Ready Meals,Domestic,0,0.0,3.5,4.5,2.4,2.7,0.66,0,3.27,2.15,4.6,3.6,2.3,5.0,3.4,4.62,3.11,4.85,0.71,67.5,0.89,3.18,0.04,4.0,5.39,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,8.16
FIRM_243,2024,Large,1857,19.72,41,Seafood Processing,Joint Venture,1,77.0,2.4,5.0,4.0,3.7,0.73,1,0.93,1.88,4.7,5.2,5.4,4.5,4.7,7.9,4.96,17.58,3.07,66.3,27.49,18.7,4.83,8.39,5.31,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.7,18.8
FIRM_244,2024,Large,264,24.99,45,Fruits & Vegetables,Domestic,0,0.0,2.8,4.0,3.8,2.6,0.64,0,3.34,0.95,5.3,2.6,4.5,4.6,4.0,10.76,0.83,4.96,3.89,58.2,11.62,29.71,0.58,12.35,1.65,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.2
FIRM_245,2024,SME,190,3.93,2,Oils & Fats,Domestic,0,0.0,2.6,4.5,2.8,1.9,0.53,0,0.26,1.91,3.3,3.0,1.1,5.9,2.4,3.25,-0.33,9.51,0.01,45.9,3.38,4.4,0.32,2.79,-0.81,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,6.72
FIRM_246,2024,SME,126,3.97,47,Meat Processing,Foreign,1,55.0,3.6,3.9,4.0,2.7,0.38,0,3.15,0.53,3.3,1.2,1.8,4.8,2.4,6.84,4.86,10.45,2.27,51.0,7.3,3.85,0.76,8.62,3.77,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,2.4,9.6
FIRM_247,2024,Large,1059,33.06,35,Oils & Fats,Domestic,0,0.0,3.5,4.3,3.1,3.3,0.85,1,2.56,1.49,4.7,3.3,3.4,5.3,3.5,8.04,1.33,6.88,0.1,58.3,46.18,35.44,3.18,7.01,0.85,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.85
FIRM_248,2024,SME,28,0.5,5,Grains & Cereals,Foreign,1,89.0,4.3,5.0,3.3,2.7,0.63,0,2.89,2.17,4.1,3.4,3.0,3.2,3.8,4.41,5.7,8.48,1.07,60.2,5.18,0.4,0.44,5.03,6.14,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.8,12.54
FIRM_249,2024,SME,128,4.2,38,Ready Meals,Joint Venture,1,75.0,3.4,5.0,4.2,4.0,0.64,0,2.62,1.61,2.3,3.3,2.0,3.0,3.2,9.45,6.84,24.38,2.07,55.6,4.14,6.21,1.01,9.74,7.01,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.2,13.440000000000001
FIRM_250,2024,SME,147,4.43,6,Bakery,Foreign,1,52.0,3.8,5.0,3.9,2.2,0.36,1,1.11,1.35,4.6,4.9,5.6,6.2,4.2,10.74,5.96,23.32,2.78,67.3,5.14,1.09,1.2,9.16,6.12,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.2,16.38
FIRM_251,2024,SME,120,1.78,3,Dairy,Domestic,0,0.0,3.1,4.4,3.1,3.1,0.6,0,0.55,2.04,2.3,4.7,3.8,4.4,3.6,8.74,2.62,7.39,1.83,63.5,6.42,0.87,0.47,8.7,2.23,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.16
FIRM_252,2024,SME,26,0.77,6,Ready Meals,Joint Venture,1,14.0,2.7,4.4,4.3,2.3,0.47,0,1.42,2.09,3.3,3.9,4.0,3.6,3.9,3.76,4.36,12.58,1.69,59.1,3.5,2.87,0.44,3.47,3.82,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.9,16.77
FIRM_253,2024,Large,831,17.38,23,Beverages,Domestic,0,0.0,4.0,4.7,2.8,3.4,0.65,0,4.57,2.26,5.6,3.4,2.7,3.6,4.0,7.75,7.61,14.98,3.2,47.3,23.42,20.52,3.51,6.43,7.25,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.2
FIRM_254,2024,SME,187,4.12,31,Meat Processing,Foreign,1,82.0,2.9,5.0,3.5,3.0,0.54,0,2.96,2.04,6.0,4.8,4.3,3.5,4.9,12.59,6.97,15.72,2.49,60.7,8.12,2.57,1.28,12.72,7.42,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.9,17.150000000000002
FIRM_255,2024,Large,1262,19.62,21,Oils & Fats,Joint Venture,1,38.0,3.9,5.0,4.1,3.5,0.66,1,3.56,2.14,3.0,3.8,3.1,3.4,3.6,9.18,6.84,11.52,5.22,55.6,67.71,17.84,7.8,9.06,7.4,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.6,14.76
FIRM_256,2024,SME,36,3.62,7,Dairy,Foreign,1,71.0,3.8,4.6,3.2,2.3,0.49,0,1.12,1.97,3.9,3.0,3.2,2.8,3.8,9.37,5.0,5.49,1.25,63.0,6.14,4.75,0.34,8.98,3.89,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.8,12.16
FIRM_257,2024,SME,192,2.55,10,Fruits & Vegetables,Domestic,0,0.0,3.2,5.0,3.4,2.6,0.65,0,1.4,1.73,4.2,2.1,4.2,2.5,4.0,6.76,3.52,6.17,0.49,68.0,4.99,1.3,0.31,6.38,4.01,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.6
FIRM_258,2024,SME,192,1.93,43,Beverages,Domestic,0,0.0,2.7,5.0,2.9,3.3,0.52,0,1.81,1.64,6.0,3.4,1.7,4.1,3.8,9.9,1.8,0.0,1.67,65.5,12.07,1.39,0.0,9.49,1.01,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.02
FIRM_259,2024,SME,42,3.01,49,Dairy,Domestic,0,0.0,3.4,4.9,2.6,4.0,0.55,1,0.7,1.48,3.7,4.6,5.3,3.6,4.5,7.34,3.37,4.49,0.97,63.6,4.87,4.76,0.22,6.6,3.59,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.700000000000001
FIRM_260,2024,SME,162,2.64,38,Ready Meals,Domestic,0,0.0,2.0,5.0,3.1,3.2,0.38,1,0.64,0.99,3.7,6.1,3.7,5.6,4.0,3.74,3.49,12.07,0.16,71.0,6.17,1.55,0.74,3.61,3.12,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.4
FIRM_261,2024,SME,87,1.78,6,Dairy,Domestic,0,0.0,3.1,5.0,3.0,2.6,0.74,0,1.3,1.12,5.7,3.9,4.9,4.7,4.4,7.66,2.25,6.92,0.01,61.4,8.82,0.4,0.61,6.59,3.46,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.200000000000001
FIRM_262,2024,Large,769,49.45,41,Bakery,Domestic,0,0.0,2.8,5.0,3.6,3.3,0.76,0,3.09,1.46,3.8,3.0,2.3,4.6,3.1,4.0,2.38,10.08,2.26,52.2,46.57,46.85,4.69,6.89,1.8,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.16
FIRM_263,2024,SME,94,5.14,35,Confectionery,Domestic,0,0.0,2.6,5.0,3.3,4.4,0.57,1,0.9,1.72,4.9,2.6,2.5,3.4,3.6,7.64,4.57,4.63,0.56,73.7,8.96,5.16,0.41,5.65,4.53,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.879999999999999
FIRM_264,2024,SME,158,4.36,27,Seafood Processing,Foreign,1,95.0,3.6,4.4,3.9,2.6,0.29,0,2.07,2.32,2.7,4.4,2.2,4.2,3.3,8.49,5.74,16.08,2.06,64.8,8.45,0.63,1.36,7.49,6.09,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.3,12.87
FIRM_265,2024,SME,199,1.89,8,Dairy,Joint Venture,1,88.0,4.0,4.6,4.2,3.7,0.38,1,3.36,1.58,4.0,2.0,3.8,4.7,3.3,12.85,4.95,26.4,2.79,72.1,10.67,1.3,2.82,11.94,3.96,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.3,13.86
FIRM_266,2024,Large,1189,29.11,50,Oils & Fats,Domestic,0,0.0,3.1,4.7,3.2,2.9,0.93,0,4.37,2.1,2.5,4.4,3.6,5.2,3.3,8.6,3.44,5.56,6.22,55.2,45.78,26.33,2.55,10.75,3.17,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.56
FIRM_267,2024,SME,186,3.77,23,Fruits & Vegetables,Foreign,1,66.0,4.0,5.0,3.5,3.1,0.51,1,1.97,2.14,3.1,4.6,3.0,4.2,3.6,12.46,7.88,16.87,1.76,77.2,10.85,7.05,1.83,10.58,7.44,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.6,12.6
FIRM_268,2024,Large,976,29.45,3,Seafood Processing,Domestic,0,0.0,3.0,4.8,3.2,3.2,0.56,0,2.16,1.48,5.0,4.2,2.4,5.6,3.5,4.91,4.38,0.0,2.21,57.4,48.25,33.78,0.0,5.12,3.72,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.200000000000001
FIRM_269,2024,SME,27,4.5,11,Dairy,Domestic,0,0.0,2.5,4.7,2.8,3.1,0.6,0,1.74,1.9,4.2,3.6,2.1,4.3,3.4,4.9,5.6,13.7,1.3,65.6,4.01,2.38,0.55,4.9,5.0,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.52
FIRM_270,2024,SME,58,3.76,21,Ready Meals,Domestic,0,0.0,2.7,4.4,3.8,2.3,0.41,0,1.57,1.48,3.9,4.4,3.4,5.3,3.6,9.43,4.8,7.61,1.99,55.1,12.93,4.27,0.98,9.53,5.6,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.68
FIRM_271,2024,SME,147,3.89,4,Confectionery,Foreign,1,82.0,3.6,4.3,4.5,2.6,0.65,0,3.48,2.26,3.5,4.0,3.0,3.7,3.7,9.37,8.91,23.9,0.74,57.1,1.94,1.97,0.46,10.55,8.17,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.7,16.650000000000002
FIRM_272,2024,SME,122,3.76,17,Seafood Processing,Joint Venture,1,56.0,3.2,4.6,3.9,3.3,0.47,0,1.86,1.92,4.0,3.0,2.7,2.1,3.9,11.13,10.55,16.33,2.26,41.9,2.19,3.14,0.36,12.29,10.86,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.9,15.209999999999999
FIRM_273,2024,SME,19,3.41,24,Meat Processing,Foreign,1,72.0,3.8,5.0,4.0,3.4,0.5,0,3.41,1.0,4.5,5.7,5.2,4.6,4.7,13.24,9.48,21.96,2.63,63.7,8.38,7.02,1.84,12.4,9.56,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.7,18.8
