firm_id,subsector,ownership_type,foreign_ownership_percent,years_since_fdi,age_years,employees,assets_million_ngn,policy_tax_incentives,policy_regulatory_stability,policy_infrastructure_support,policy_corruption_experience,policy_effectiveness_index,policy_incentive_received,skilled_labor_ratio,iot_use,rd_spend_pct_revenue,liquidity_ratio,ka_i1,ka_i2,ka_i3,ka_i4,knowledge_absorption_index,tp_i1,tp_i2,tp_i3,task_performance_index,inn_i1,inn_i2,inn_i3,innovation_index,res_hr,res_tech,res_fin,firm_resources_index,roi_pct,roa_pct,export_intensity_pct,market_share_pct,operational_efficiency_index,fdi_presence
LAG-FP-0434,bakery,domestic,0.0,0,20,71,20.02,5,3,1,5,3.0,1,0.47,0,1.14,0.72,3,4,2,3,3.0,4,2,4,3.33,4,2,1,2.33,4,5,4,4.33,8.08,5.53,5.17,0.0,59.31,0
LAG-FP-0435,grains_cereals,domestic,0.0,0,11,86,11.83,4,5,7,3,5.25,1,0.29,0,1.59,1.64,4,3,2,4,3.25,4,2,2,2.67,4,1,3,2.67,3,2,4,3.0,5.84,4.27,3.88,0.0,55.29,0
LAG-FP-0436,beverages,domestic,0.0,0,1,161,52.97,6,2,1,1,4.0,1,0.35,1,2.6,2.44,3,5,5,4,4.25,2,4,4,3.33,3,4,5,4.0,4,4,4,4.0,14.92,9.62,3.1,0.86,63.34,0
LAG-FP-0437,oils_fats,domestic,0.0,0,13,212,66.74,6,2,1,3,3.5,1,0.6,1,0.07,2.1,3,3,4,3,3.25,5,4,5,4.67,4,3,4,3.67,5,5,4,4.67,14.33,8.67,3.1,0.09,68.31,0
LAG-FP-0438,beverages,domestic,0.0,0,15,58,20.6,3,3,7,1,5.0,0,0.12,0,2.39,1.2,5,3,3,4,3.75,2,2,3,2.33,3,3,3,3.0,3,3,5,3.67,10.08,4.28,2.74,0.47,46.05,0
LAG-FP-0439,grains_cereals,domestic,0.0,0,25,99,22.36,3,4,3,4,3.5,1,0.11,0,0.64,1.65,3,2,4,3,3.0,2,2,3,2.33,3,2,2,2.33,5,4,4,4.33,5.18,2.22,0.42,0.0,49.88,0
LAG-FP-0440,fruits_veg,domestic,0.0,0,1,91,15.87,3,4,3,5,3.25,1,0.54,0,1.13,0.7,4,2,3,3,3.0,4,3,3,3.33,5,3,4,4.0,3,5,5,4.33,8.29,3.92,5.77,0.73,58.74,0
LAG-FP-0441,fruits_veg,domestic,0.0,0,11,119,54.31,1,5,3,4,3.25,0,0.27,1,1.15,1.74,4,4,3,3,3.5,1,2,4,2.33,3,4,4,3.67,3,4,3,3.33,5.92,4.5,1.96,0.0,47.47,0
LAG-FP-0442,grains_cereals,joint_venture,12.13,13,18,90,20.59,4,3,5,4,4.0,1,0.36,0,1.92,1.18,4,4,5,3,4.0,3,3,3,3.0,4,5,2,3.67,5,5,5,5.0,13.11,7.55,10.13,0.0,58.44,1
LAG-FP-0443,oils_fats,foreign,70.64,10,26,130,51.02,5,7,4,5,4.75,1,0.65,0,1.38,1.75,3,4,4,3,3.5,3,4,3,3.33,5,3,3,3.67,3,2,3,2.67,9.88,6.87,10.78,0.0,56.24,1
LAG-FP-0444,fruits_veg,domestic,0.0,10,41,48,17.58,4,6,7,4,5.25,1,0.59,0,2.93,0.85,4,5,4,5,4.5,3,4,4,3.67,3,3,4,3.33,3,3,4,3.33,13.3,8.51,15.84,0.9,57.1,1
LAG-FP-0445,oils_fats,domestic,0.0,0,28,112,54.93,4,4,3,7,3.0,0,0.36,0,1.09,1.3,3,5,4,3,3.75,4,5,2,3.67,1,2,4,2.33,3,3,3,3.0,5.55,1.89,6.12,0.0,52.18,0
LAG-FP-0446,bakery,joint_venture,56.81,1,16,60,14.59,4,6,4,5,4.25,1,0.52,0,3.57,1.86,4,3,5,2,3.5,5,4,3,4.0,5,3,4,4.0,2,2,5,3.0,9.96,5.34,12.92,0.26,50.55,1
LAG-FP-0447,meat,domestic,0.0,0,10,27,10.89,7,5,6,3,5.75,1,0.3,1,1.79,1.3,4,4,4,5,4.25,2,2,3,2.33,4,4,5,4.33,3,3,3,3.0,13.03,7.16,5.98,0.88,56.93,0
LAG-FP-0448,grains_cereals,foreign,72.11,8,1,55,15.53,5,6,4,6,4.25,1,0.87,0,3.79,1.28,4,2,5,4,3.75,4,4,5,4.33,5,5,3,4.33,4,3,5,4.0,14.83,6.92,8.74,1.2,64.46,1
LAG-FP-0449,beverages,domestic,0.0,0,15,71,16.45,6,5,4,5,4.5,0,0.37,0,1.64,1.74,5,3,3,3,3.5,4,4,3,3.67,4,4,5,4.33,4,4,5,4.33,14.11,9.43,4.88,0.68,57.69,0
LAG-FP-0450,beverages,domestic,0.0,0,27,50,12.12,3,3,4,4,3.5,0,0.36,0,1.4,1.62,3,2,5,4,3.5,3,2,4,3.0,3,2,2,2.33,3,1,5,3.0,5.82,1.87,5.38,0.0,44.63,0
LAG-FP-0451,beverages,domestic,0.0,0,34,100,28.8,4,3,2,1,4.0,0,0.63,0,2.79,0.73,3,3,5,3,3.5,2,2,2,2.0,3,5,3,3.67,4,3,4,3.67,7.95,4.68,3.5,0.0,46.57,0
LAG-FP-0452,grains_cereals,joint_venture,54.54,1,5,154,24.37,7,5,5,5,5.0,1,0.45,1,3.44,0.96,5,2,4,5,4.0,2,5,3,3.33,3,4,4,3.67,5,4,2,3.67,13.82,8.73,10.68,0.23,54.26,1
LAG-FP-0453,oils_fats,domestic,0.0,8,22,140,43.61,3,4,3,5,3.25,0,0.9,0,1.78,0.85,3,4,4,3,3.5,4,4,3,3.67,1,3,3,2.33,3,4,5,4.0,6.58,2.64,11.43,0.75,52.1,1
LAG-FP-0454,grains_cereals,joint_venture,44.09,3,4,105,50.43,4,4,5,4,4.25,1,0.62,1,0.36,1.14,3,5,3,3,3.5,3,4,4,3.67,5,2,3,3.33,3,5,3,3.67,8.71,4.19,7.76,0.0,64.56,1
LAG-FP-0455,meat,domestic,0.0,0,12,79,23.09,3,4,6,4,4.25,1,0.26,0,1.93,1.07,3,5,5,3,4.0,3,3,4,3.33,2,2,2,2.0,2,5,4,3.67,6.48,3.87,3.02,0.0,58.91,0
LAG-FP-0456,meat,domestic,0.0,0,7,78,18.62,5,2,4,6,3.25,1,0.27,0,1.23,1.74,4,4,3,2,3.25,4,3,3,3.33,5,4,4,4.33,2,3,3,2.67,9.3,6.34,5.85,0.0,54.94,0
LAG-FP-0457,fruits_veg,domestic,0.0,0,4,87,22.72,4,3,4,5,3.5,0,0.63,0,0.55,1.43,3,4,5,3,3.75,1,3,4,2.67,3,2,5,3.33,4,5,3,4.0,10.96,7.31,6.46,0.13,51.32,0
LAG-FP-0458,grains_cereals,domestic,0.0,0,3,129,46.76,3,4,5,5,3.75,0,0.5,1,0.4,0.69,2,4,3,2,2.75,3,4,3,3.33,4,4,3,3.67,4,5,4,4.33,9.92,7.63,0.64,0.26,62.43,0
LAG-FP-0459,dairy,domestic,0.0,0,20,70,17.88,6,4,4,4,4.5,0,0.17,0,0.52,0.58,5,3,2,3,3.25,3,2,4,3.0,4,3,4,3.67,3,5,4,4.0,8.05,6.62,3.95,0.04,63.17,0
LAG-FP-0460,confectionery,domestic,0.0,0,8,81,17.97,4,5,4,5,4.0,0,0.52,0,1.13,1.84,3,4,3,3,3.25,4,3,3,3.33,2,3,3,2.67,2,3,5,3.33,8.51,5.33,2.52,0.0,52.44,0
LAG-FP-0461,beverages,foreign,72.88,1,20,108,17.27,6,6,4,3,5.25,1,0.69,1,1.72,1.23,3,3,3,4,3.25,3,4,4,3.67,4,5,3,4.0,5,4,5,4.67,14.07,6.59,7.88,0.55,61.92,1
LAG-FP-0462,bakery,domestic,0.0,0,27,94,28.87,5,7,3,3,5.0,0,0.34,0,1.43,1.24,4,4,4,5,4.25,4,4,5,4.33,4,4,2,3.33,4,3,4,3.67,15.08,7.26,7.77,0.0,63.92,0
LAG-FP-0463,meat,domestic,0.0,0,24,96,23.93,5,3,1,1,4.0,1,0.32,0,0.01,1.89,2,3,2,3,2.5,2,2,3,2.33,3,1,2,2.0,5,3,2,3.33,3.5,3.41,0.0,0.0,54.22,0
LAG-FP-0464,grains_cereals,domestic,0.0,0,30,116,24.49,4,4,6,4,4.5,1,0.48,1,0.0,1.55,3,3,3,3,3.0,3,3,4,3.33,4,5,4,4.33,2,5,5,4.0,10.87,6.25,5.62,0.0,62.99,0
LAG-FP-0465,grains_cereals,foreign,88.0,7,17,53,7.9,5,6,5,4,5.0,1,0.43,0,2.15,1.36,3,2,2,5,3.0,4,2,4,3.33,4,2,5,3.67,5,4,4,4.33,11.02,6.58,8.73,1.03,55.66,1
LAG-FP-0466,grains_cereals,domestic,0.0,0,14,59,17.55,3,6,4,4,4.25,0,0.41,1,1.32,0.68,4,4,3,4,3.75,3,3,4,3.33,4,3,3,3.33,5,3,5,4.33,12.81,9.59,3.36,0.58,53.43,0
LAG-FP-0467,bakery,domestic,0.0,0,19,76,9.8,4,2,5,3,4.0,0,0.36,0,1.65,1.49,3,4,3,4,3.5,4,5,4,4.33,3,2,3,2.67,2,3,4,3.0,8.46,5.62,2.53,0.97,63.67,0
LAG-FP-0468,confectionery,domestic,0.0,0,28,9,15.03,4,6,5,3,5.0,0,0.43,1,2.11,1.17,3,2,4,3,3.0,2,2,5,3.0,2,5,4,3.67,4,5,4,4.33,9.12,4.65,0.71,0.0,67.17,0
LAG-FP-0469,bakery,domestic,0.0,0,13,85,15.05,5,5,3,1,5.0,1,0.43,0,1.85,1.65,3,4,2,3,3.0,4,3,4,3.67,4,4,4,4.0,5,3,4,4.0,10.88,7.97,4.09,0.0,64.59,0
LAG-FP-0470,bakery,foreign,92.04,2,25,36,14.05,4,2,3,3,3.5,1,0.32,0,0.48,1.35,2,4,2,2,2.5,3,3,4,3.33,3,2,3,2.67,1,5,4,3.33,5.32,2.89,6.71,0.0,57.04,1
LAG-FP-0471,beverages,joint_venture,59.48,12,12,70,16.26,3,6,5,4,4.5,0,0.55,1,2.69,2.06,5,4,4,3,4.0,5,1,4,3.33,4,5,5,4.67,4,5,4,4.33,15.22,10.61,8.74,0.0,60.33,1
LAG-FP-0472,confectionery,domestic,0.0,0,4,41,12.67,6,7,3,4,5.0,0,0.22,1,0.15,1.32,4,4,4,3,3.75,2,2,4,2.67,2,2,3,2.33,2,4,3,3.0,7.7,6.56,2.74,0.0,45.81,0
LAG-FP-0473,grains_cereals,domestic,0.0,0,18,81,21.06,6,4,3,2,4.75,1,0.35,1,1.32,0.67,4,3,3,2,3.0,3,5,3,3.67,3,3,5,3.67,2,4,3,3.0,10.49,5.77,5.21,0.16,60.08,0
LAG-FP-0474,confectionery,joint_venture,65.05,7,26,60,11.99,4,3,5,5,3.75,1,0.6,0,2.21,1.71,5,4,4,4,4.25,2,4,3,3.0,3,3,4,3.33,3,5,5,4.33,12.58,9.17,10.02,0.56,48.22,1
LAG-FP-0475,beverages,joint_venture,61.42,6,11,218,89.71,3,5,7,1,5.5,0,0.5,1,3.73,1.61,4,4,2,4,3.5,5,5,4,4.67,4,5,4,4.33,4,5,3,4.0,16.16,10.47,9.8,0.96,71.81,1
LAG-FP-0476,dairy,foreign,87.03,6,8,46,4.23,4,3,4,1,4.5,1,0.58,1,2.6,0.61,4,5,2,3,3.5,4,5,3,4.0,5,4,4,4.33,3,4,3,3.33,11.75,8.48,11.6,0.0,53.45,1
LAG-FP-0477,bakery,foreign,73.32,6,2,143,42.81,5,5,5,5,4.5,1,0.66,0,2.32,2.06,3,4,4,2,3.25,3,3,5,3.67,3,4,4,3.67,4,3,4,3.67,11.93,8.71,11.05,0.0,59.87,1
LAG-FP-0478,fruits_veg,domestic,0.0,0,9,105,24.08,5,4,3,5,3.75,1,0.47,0,0.58,1.7,3,5,4,5,4.25,4,5,3,4.0,3,2,5,3.33,5,5,1,3.67,14.01,9.14,5.6,0.1,60.59,0
LAG-FP-0479,grains_cereals,joint_venture,29.98,10,19,50,19.45,5,5,4,4,4.5,1,0.4,1,2.22,1.93,2,4,2,3,2.75,5,5,4,4.67,4,4,3,3.67,4,3,3,3.33,11.25,8.58,11.07,0.0,63.03,1
LAG-FP-0480,bakery,domestic,0.0,0,1,60,17.57,3,4,1,1,3.75,1,0.3,0,0.0,1.68,3,4,2,3,3.0,3,2,2,2.33,2,2,3,2.33,4,3,2,3.0,3.85,1.0,5.74,0.0,51.83,0
LAG-FP-0481,dairy,domestic,0.0,0,26,73,24.61,5,4,3,3,4.25,0,0.74,0,0.53,1.99,3,3,4,5,3.75,3,2,3,2.67,3,2,3,2.67,5,5,5,5.0,10.66,4.98,5.3,0.23,55.39,0
LAG-FP-0482,fruits_veg,domestic,0.0,0,39,63,10.41,7,2,5,2,5.0,1,0.37,1,0.0,0.72,3,3,4,4,3.5,3,4,3,3.33,5,3,3,3.67,3,4,3,3.33,9.44,5.61,2.92,0.92,62.07,0
LAG-FP-0483,fruits_veg,domestic,0.0,0,10,45,8.85,2,7,5,4,4.5,0,0.46,0,1.08,2.13,4,4,2,5,3.75,4,4,4,4.0,2,2,3,2.33,5,2,4,3.67,9.31,6.2,3.7,1.06,61.92,0
LAG-FP-0484,oils_fats,joint_venture,64.01,8,23,122,45.62,6,4,3,3,4.5,1,0.51,0,1.71,2.09,4,3,3,3,3.25,3,4,4,3.67,5,4,3,4.0,2,3,4,3.0,10.81,7.72,8.6,0.0,48.2,1
LAG-FP-0485,beverages,domestic,0.0,0,24,141,36.29,5,4,1,3,3.75,0,0.42,1,0.0,1.42,1,2,4,2,2.25,3,4,4,3.67,2,3,4,3.0,5,3,4,4.0,4.68,1.74,0.97,0.68,57.72,0
LAG-FP-0486,beverages,domestic,0.0,0,6,254,81.65,5,5,2,2,4.5,1,0.12,1,0.0,1.42,3,3,4,3,3.25,3,4,3,3.33,3,3,3,3.0,3,3,5,3.67,6.82,5.6,3.26,0.79,49.68,0
LAG-FP-0487,grains_cereals,joint_venture,43.93,2,20,110,17.66,4,4,4,1,4.75,0,0.65,1,1.67,1.89,3,3,1,3,2.5,3,3,5,3.67,2,3,3,2.67,5,5,5,5.0,6.52,3.99,6.63,0.29,62.18,1
LAG-FP-0488,beverages,domestic,0.0,9,23,89,25.05,3,4,4,4,3.75,1,0.45,0,1.5,1.77,4,5,4,3,4.0,3,3,2,2.67,4,4,2,3.33,3,2,5,3.33,9.68,3.93,11.2,0.0,43.88,1
LAG-FP-0489,oils_fats,joint_venture,44.5,7,23,125,52.52,6,5,2,3,4.5,1,0.37,1,2.54,2.1,3,4,5,3,3.75,5,4,2,3.67,4,4,4,4.0,2,3,4,3.0,10.34,7.92,11.61,0.0,51.91,1
LAG-FP-0490,grains_cereals,domestic,0.0,0,16,27,3.75,4,2,3,3,3.5,0,0.7,1,1.1,1.1,1,5,5,4,3.75,5,4,4,4.33,2,5,1,2.67,3,4,5,4.0,11.79,6.21,4.46,0.03,53.71,0
LAG-FP-0491,dairy,domestic,0.0,0,16,77,20.65,5,2,5,2,4.5,1,0.29,0,1.8,0.73,4,3,4,4,3.75,5,2,3,3.33,4,4,4,4.0,3,4,3,3.33,11.03,5.91,4.8,0.0,61.66,0
LAG-FP-0492,grains_cereals,domestic,0.0,0,18,116,24.09,4,6,5,5,4.5,1,0.25,0,1.86,1.27,4,3,4,3,3.5,5,4,5,4.67,3,2,4,3.0,3,4,2,3.0,8.52,3.22,3.21,0.0,58.88,0
LAG-FP-0493,dairy,domestic,0.0,0,13,137,37.5,2,5,6,3,4.5,0,0.5,1,0.74,1.75,2,3,2,3,2.5,3,2,3,2.67,2,3,2,2.33,4,3,5,4.0,6.32,4.95,0.0,0.0,51.42,0
LAG-FP-0494,grains_cereals,domestic,0.0,0,10,111,41.35,5,2,5,2,4.5,1,0.2,1,0.19,1.84,4,3,4,3,3.5,3,4,4,3.67,2,3,3,2.67,2,4,3,3.0,6.63,3.76,6.96,0.44,56.46,0
LAG-FP-0495,bakery,joint_venture,48.26,7,9,61,17.92,6,5,2,3,4.5,1,0.63,0,0.83,1.44,3,5,3,4,3.75,3,5,2,3.33,3,3,5,3.67,3,3,3,3.0,10.82,8.4,13.71,0.12,48.5,1
LAG-FP-0496,bakery,domestic,0.0,0,34,81,26.46,5,5,5,5,4.5,0,0.19,0,2.31,1.08,5,5,5,3,4.5,3,4,2,3.0,3,4,2,3.0,4,3,3,3.33,12.13,7.43,7.24,0.0,58.61,0
LAG-FP-0497,fruits_veg,domestic,0.0,0,11,33,5.3,5,6,4,2,5.25,0,0.29,1,1.21,1.63,4,3,3,4,3.5,3,4,4,3.67,4,3,4,3.67,4,5,2,3.67,13.16,6.38,1.57,0.0,63.24,0
LAG-FP-0498,meat,domestic,0.0,0,22,125,17.97,7,3,5,7,4.0,1,0.5,0,0.82,0.58,5,3,3,3,3.5,4,4,2,3.33,4,5,1,3.33,2,4,3,3.0,7.26,5.06,6.54,0.65,57.81,0
LAG-FP-0499,bakery,domestic,0.0,0,1,54,18.4,4,4,4,6,3.5,0,0.27,0,0.19,1.15,2,3,4,3,3.0,2,2,2,2.0,3,2,3,2.67,4,4,4,4.0,5.14,4.89,3.07,0.17,45.97,0
LAG-FP-0500,beverages,domestic,0.0,0,1,49,16.6,4,6,6,2,5.5,0,0.33,0,0.48,1.33,3,3,1,3,2.5,3,2,4,3.0,2,3,3,2.67,3,4,3,3.33,3.66,3.22,3.64,0.0,58.45,0
LAG-FP-0501,bakery,domestic,0.0,0,1,24,10.76,4,4,3,6,3.25,1,0.26,0,0.0,1.61,5,5,2,5,4.25,2,3,4,3.0,5,2,2,3.0,4,2,4,3.33,10.98,8.31,4.46,0.11,47.17,0
LAG-FP-0502,bakery,domestic,0.0,0,9,51,11.28,2,5,3,3,3.75,1,0.5,0,0.49,1.57,4,4,2,4,3.5,4,2,4,3.33,2,3,4,3.0,4,5,5,4.67,10.38,7.93,4.92,0.0,52.07,0
LAG-FP-0503,bakery,domestic,0.0,0,10,77,33.69,6,4,3,5,4.0,1,0.36,1,2.44,1.62,3,3,5,3,3.5,3,3,4,3.33,5,2,4,3.67,4,3,4,3.67,9.72,7.8,4.06,0.0,46.97,0
LAG-FP-0504,grains_cereals,joint_venture,54.18,4,9,52,10.84,5,4,6,1,5.5,0,0.61,1,2.74,1.66,5,3,4,4,4.0,4,3,4,3.67,4,2,4,3.33,5,4,4,4.33,14.77,8.21,13.99,0.0,64.39,1
LAG-FP-0505,meat,domestic,0.0,0,15,118,36.43,5,6,2,6,3.75,1,0.45,0,2.25,1.57,4,3,2,4,3.25,3,1,3,2.33,3,1,1,1.67,4,3,4,3.67,5.08,1.76,3.78,0.0,50.55,0
LAG-FP-0506,grains_cereals,joint_venture,10.0,7,24,93,15.35,4,6,3,4,4.25,0,0.9,1,2.64,0.62,4,4,5,5,4.5,2,4,3,3.0,4,3,4,3.67,5,4,2,3.67,12.39,7.81,14.48,0.12,58.52,1
LAG-FP-0507,bakery,domestic,0.0,0,14,53,16.95,4,3,3,4,3.5,1,0.55,0,2.71,1.63,3,4,4,3,3.5,5,4,4,4.33,2,4,2,2.67,1,3,5,3.0,8.48,6.97,1.47,0.49,61.25,0
LAG-FP-0508,bakery,domestic,0.0,0,1,56,6.91,6,6,4,2,5.5,1,0.22,1,1.13,1.65,3,5,4,2,3.5,3,2,2,2.33,5,4,5,4.67,4,2,3,3.0,9.71,6.72,3.35,0.0,48.6,0
LAG-FP-0509,oils_fats,domestic,0.0,0,21,101,24.42,4,6,4,1,5.25,1,0.45,0,0.0,1.1,3,3,4,3,3.25,4,4,2,3.33,3,2,3,2.67,5,3,5,4.33,9.32,6.57,4.11,0.19,69.2,0
LAG-FP-0510,beverages,joint_venture,47.84,4,21,101,38.32,4,6,7,3,5.5,1,0.48,0,2.74,1.53,3,2,5,4,3.5,3,4,5,4.0,2,3,4,3.0,4,5,3,4.0,10.65,5.99,10.03,0.0,67.92,1
LAG-FP-0511,bakery,domestic,0.0,0,22,105,21.89,2,3,5,4,3.5,0,0.26,0,1.88,1.49,4,1,4,2,2.75,3,5,2,3.33,4,3,3,3.33,3,5,5,4.33,7.17,2.98,3.24,0.0,48.61,0
LAG-FP-0512,oils_fats,joint_venture,77.08,10,16,154,48.67,3,3,5,3,4.0,0,0.38,1,1.2,0.75,2,5,3,4,3.5,4,2,2,2.67,3,4,4,3.67,3,2,4,3.0,7.38,3.12,11.68,0.0,47.88,1
LAG-FP-0513,grains_cereals,domestic,0.0,7,24,50,7.49,5,2,4,5,3.5,1,0.46,0,1.3,1.43,4,3,2,2,2.75,1,2,4,2.33,3,3,1,2.33,4,4,3,3.67,2.57,1.0,9.28,0.45,47.37,1
LAG-FP-0514,meat,domestic,0.0,0,15,49,17.27,4,2,5,4,3.75,0,0.5,0,3.05,1.85,4,2,3,4,3.25,2,4,2,2.67,3,3,3,3.0,4,4,2,3.33,6.62,5.86,6.32,0.13,45.5,0
LAG-FP-0515,oils_fats,domestic,0.0,0,8,10,6.63,5,4,5,2,5.0,1,0.44,1,1.37,1.01,2,4,2,5,3.25,5,4,4,4.33,4,5,4,4.33,3,4,3,3.33,11.65,7.77,5.85,0.0,61.24,0
LAG-FP-0516,bakery,domestic,0.0,0,24,27,14.0,3,4,3,4,3.5,1,0.62,1,2.97,2.01,3,3,4,3,3.25,3,5,2,3.33,4,2,3,3.0,4,3,5,4.0,7.84,4.62,4.91,0.84,56.56,0
LAG-FP-0517,bakery,domestic,0.0,0,27,40,13.23,6,3,2,2,4.25,0,0.2,0,2.58,1.41,3,3,3,3,3.0,2,3,1,2.0,2,2,3,2.33,4,3,1,2.67,4.01,3.19,0.59,0.0,40.68,0
LAG-FP-0518,beverages,domestic,0.0,0,24,188,57.63,5,4,6,4,4.75,0,0.16,0,3.01,1.3,4,2,4,3,3.25,3,4,5,4.0,2,3,3,2.67,4,3,3,3.33,10.62,5.57,2.05,0.0,61.28,0
LAG-FP-0519,bakery,joint_venture,52.82,5,4,54,10.86,3,5,2,4,3.5,1,0.52,0,1.23,1.55,3,4,2,5,3.5,3,3,3,3.0,3,4,2,3.0,4,4,4,4.0,8.44,4.15,8.97,0.15,44.61,1
LAG-FP-0520,dairy,foreign,84.1,5,10,117,10.8,3,4,2,2,3.75,1,0.64,1,3.85,1.31,5,5,4,4,4.5,2,4,5,3.67,4,4,4,4.0,5,4,5,4.67,14.33,8.35,9.62,0.0,55.67,1
LAG-FP-0521,fruits_veg,joint_venture,45.57,2,16,120,22.93,3,3,2,7,2.25,1,0.71,0,1.55,1.57,4,4,4,4,4.0,5,2,4,3.67,5,3,2,3.33,4,4,5,4.33,10.58,7.4,7.22,0.0,50.37,1
LAG-FP-0522,dairy,domestic,0.0,0,3,124,47.94,3,2,1,3,2.75,0,0.34,0,2.49,1.52,3,2,2,4,2.75,2,3,2,2.33,3,2,3,2.67,4,3,4,3.67,4.89,2.45,0.89,0.05,38.75,0
LAG-FP-0523,meat,domestic,0.0,9,28,53,16.65,4,5,7,5,4.75,0,0.79,1,2.33,2.27,4,2,4,3,3.25,2,5,2,3.0,3,4,2,3.0,2,5,5,4.0,9.31,4.99,9.69,0.0,52.47,1
LAG-FP-0524,dairy,domestic,0.0,0,1,100,56.3,6,6,2,1,5.25,1,0.43,0,1.78,1.27,5,3,5,2,3.75,4,4,4,4.0,4,3,4,3.67,3,5,3,3.67,11.22,7.8,6.2,0.14,68.01,0
LAG-FP-0525,meat,domestic,0.0,0,16,53,18.46,4,5,5,2,5.0,0,0.27,0,2.09,2.5,3,2,4,5,3.5,3,3,4,3.33,4,1,4,3.0,5,3,3,3.67,10.36,5.0,4.48,0.0,51.24,0
LAG-FP-0526,bakery,domestic,0.0,5,4,56,13.01,5,3,6,3,4.75,1,0.52,1,0.9,1.55,4,2,4,3,3.25,5,2,3,3.33,3,2,3,2.67,4,3,4,3.67,8.55,6.45,12.89,0.59,50.54,1
LAG-FP-0527,beverages,joint_venture,24.19,11,24,215,34.34,4,2,5,4,3.75,0,0.53,0,1.37,1.82,2,3,5,4,3.5,5,3,5,4.33,3,2,3,2.67,4,5,3,4.0,11.79,7.6,9.87,0.82,67.86,1
LAG-FP-0528,grains_cereals,joint_venture,52.45,6,29,50,23.16,5,5,5,1,5.5,1,0.5,0,2.5,1.08,4,3,3,4,3.5,4,4,5,4.33,4,3,5,4.0,4,3,4,3.67,13.03,6.41,8.91,0.89,72.09,1
LAG-FP-0529,grains_cereals,domestic,0.0,0,31,99,20.97,3,3,3,6,2.75,1,0.49,0,0.09,1.96,4,2,4,2,3.0,3,3,3,3.0,3,2,4,3.0,5,5,5,5.0,7.49,4.58,0.9,0.0,55.87,0
LAG-FP-0530,grains_cereals,foreign,89.19,1,16,107,27.1,6,7,5,2,6.0,1,0.63,1,1.84,0.92,5,5,3,5,4.5,3,3,2,2.67,4,5,3,4.0,3,2,4,3.0,11.65,8.05,12.31,0.0,56.04,1
LAG-FP-0531,beverages,domestic,0.0,0,38,134,19.9,6,3,4,4,4.25,1,0.12,1,2.75,1.84,3,4,5,2,3.5,5,3,5,4.33,4,1,2,2.33,3,5,1,3.0,7.73,3.05,3.51,0.94,54.17,0
LAG-FP-0532,grains_cereals,domestic,0.0,0,10,44,7.41,6,4,5,3,5.0,1,0.33,1,1.89,1.1,4,3,4,3,3.5,3,3,2,2.67,2,1,3,2.0,3,4,4,3.67,5.16,3.43,1.38,0.0,55.66,0
LAG-FP-0533,bakery,joint_venture,56.39,8,8,97,20.67,2,3,4,5,3.0,0,0.33,0,1.5,0.82,4,3,4,3,3.5,3,1,4,2.67,3,3,2,2.67,4,3,4,3.67,6.72,3.2,6.61,0.0,45.71,1
LAG-FP-0534,oils_fats,domestic,0.0,0,23,104,26.38,4,2,2,1,3.75,1,0.37,0,0.89,0.5,2,4,4,3,3.25,1,3,2,2.0,4,5,4,4.33,2,4,2,2.67,7.73,4.09,3.39,0.0,44.04,0
LAG-FP-0535,bakery,joint_venture,58.49,5,8,50,8.35,5,5,3,3,4.5,1,0.48,1,0.58,1.99,4,5,4,5,4.5,3,2,3,2.67,4,3,3,3.33,4,5,4,4.33,12.51,7.86,11.24,0.0,58.99,1
LAG-FP-0536,confectionery,domestic,0.0,0,18,52,21.58,5,6,2,1,5.0,0,0.19,0,1.36,1.12,3,3,4,3,3.25,3,2,3,2.67,2,2,2,2.0,2,4,4,3.33,4.84,3.83,4.93,1.0,59.18,0
LAG-FP-0537,confectionery,domestic,0.0,0,21,20,4.96,7,6,3,4,5.0,1,0.48,0,0.45,1.79,4,3,4,3,3.5,4,3,2,3.0,2,3,5,3.33,3,4,4,3.67,10.09,7.63,1.47,0.0,53.13,0
LAG-FP-0538,grains_cereals,foreign,100.0,9,1,71,14.32,5,6,5,4,5.0,1,0.72,1,1.39,2.09,5,2,5,4,4.0,5,3,3,3.67,5,4,4,4.33,5,4,5,4.67,15.12,10.91,11.79,0.18,60.62,1
LAG-FP-0539,beverages,joint_venture,53.8,11,13,169,40.55,5,5,3,4,4.25,1,0.65,0,1.93,1.51,4,5,3,3,3.75,4,3,1,2.67,4,5,3,4.0,4,3,4,3.67,11.49,5.18,12.92,0.0,54.66,1
LAG-FP-0540,bakery,joint_venture,20.41,8,24,24,5.26,5,5,3,4,4.25,1,0.61,1,1.47,1.76,3,5,4,3,3.75,3,3,3,3.0,4,2,5,3.67,1,5,5,3.67,10.26,5.16,8.2,0.0,59.49,1
LAG-FP-0541,oils_fats,domestic,0.0,0,22,141,45.98,5,5,3,4,4.25,0,0.27,0,1.97,1.18,3,3,3,3,3.0,4,4,3,3.67,2,3,3,2.67,3,4,3,3.33,6.29,5.36,0.96,0.1,51.54,0
LAG-FP-0542,beverages,domestic,0.0,0,33,148,35.33,6,5,2,1,5.0,1,0.37,1,2.05,1.26,3,4,3,4,3.5,3,3,5,3.67,4,3,4,3.67,3,4,5,4.0,12.76,7.09,2.15,1.12,68.63,0
