condition_id,fixture_type,boundary_constraint,stack_pressure_value,stack_pressure_units,load_type,applied_force_value,applied_force_units,applied_moment_value,applied_moment_units,normal_force_direction,shear_plane,temperature_celsius,notes,source_metadata,created_utc
MBC-00156,three_point_bending,fixed_fixed,2.817,MPa,bending,,,343.21,N*m,,,76.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00157,uniaxial_compression_fixture,clamped,8.345,MPa,bending,,,388.09,N*m,,,110.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00158,four_point_bending,clamped,2.268,MPa,shear,1260.63,N,,,,zx,39.0,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00159,triaxial_cell,simply_supported,9.044,MPa,compressive,1551.58,N,,,-y,,84.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00160,uniaxial_compression_fixture,clamped,7.35,MPa,shear,1482.6,N,,,,zx,29.0,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00161,shear_fixture_double_lap,fixed_free,1.408,MPa,tensile,4857.73,N,,,+x,,73.9,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00162,three_point_bending,fixed_free,9.149,MPa,shear,4837.25,N,,,,yz,114.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00163,shear_fixture_single_lap,fixed_fixed,9.633,MPa,bending,,,483.28,N*m,,,34.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00164,shear_fixture_double_lap,clamped,0.994,MPa,shear,1329.65,N,,,,xy,59.5,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00165,custom_fixture,pinned_pinned,5.887,MPa,shear,4702.06,N,,,,xy,102.2,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00166,four_point_bending,pinned_fixed,6.234,MPa,compressive,1646.75,N,,,+x,,114.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00167,four_point_bending,simply_supported,6.39,MPa,compressive,3508.38,N,,,-x,,66.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00168,shear_fixture_double_lap,fixed_fixed,0.549,MPa,tensile,4979.68,N,,,+z,,23.7,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00169,biaxial_fixture,fixed_free,1.443,MPa,torsional,,,335.57,N*m,,,65.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00170,shear_fixture_double_lap,clamped,8.866,MPa,tensile,4170.13,N,,,+x,,85.5,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00171,shear_fixture_double_lap,pinned_pinned,6.934,MPa,compressive,2229.03,N,,,-z,,41.7,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00172,shear_fixture_single_lap,fixed_fixed,5.49,MPa,shear,1799.78,N,,,,yz,117.8,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00173,three_point_bending,fixed_free,9.495,MPa,compressive,467.45,N,,,-z,,102.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00174,uniaxial_compression_fixture,fixed_fixed,2.511,MPa,shear,2827.24,N,,,,xy,32.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00175,four_point_bending,clamped,8.149,MPa,tensile,3874.1,N,,,+x,,43.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00176,uniaxial_compression_fixture,pinned_pinned,9.877,MPa,tensile,3994.58,N,,,+z,,74.0,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00177,uniaxial_compression_fixture,fixed_free,3.647,MPa,compressive,2948.38,N,,,+z,,98.8,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00178,triaxial_cell,pinned_pinned,1.355,MPa,compressive,577.11,N,,,+z,,62.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00179,custom_fixture,pinned_fixed,5.181,MPa,shear,2524.16,N,,,,zx,30.9,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00180,uniaxial_compression_fixture,simply_supported,3.086,MPa,torsional,,,16.54,N*m,,,84.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00181,custom_fixture,pinned_fixed,6.892,MPa,bending,,,454.94,N*m,,,69.0,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00182,biaxial_fixture,fixed_fixed,6.122,MPa,shear,1382.33,N,,,,zx,26.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00183,shear_fixture_single_lap,pinned_fixed,5.353,MPa,torsional,,,303.11,N*m,,,65.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00184,biaxial_fixture,simply_supported,8.543,MPa,compressive,3847.12,N,,,-x,,85.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00185,four_point_bending,pinned_fixed,8.892,MPa,bending,,,413.88,N*m,,,61.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00186,shear_fixture_double_lap,pinned_fixed,3.194,MPa,compressive,1281.9,N,,,-z,,51.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00187,custom_fixture,fixed_fixed,8.335,MPa,compressive,491.86,N,,,-x,,29.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00188,shear_fixture_single_lap,fixed_free,0.694,MPa,torsional,,,281.28,N*m,,,115.7,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00189,biaxial_fixture,pinned_fixed,8.749,MPa,shear,2120.45,N,,,,zx,114.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00190,uniaxial_compression_fixture,pinned_pinned,3.193,MPa,torsional,,,254.2,N*m,,,30.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00191,triaxial_cell,simply_supported,2.32,MPa,bending,,,422.84,N*m,,,30.8,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00192,shear_fixture_single_lap,fixed_fixed,5.784,MPa,shear,4227.32,N,,,,zx,100.7,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00193,uniaxial_compression_fixture,clamped,0.387,MPa,shear,3814.42,N,,,,yz,47.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00194,shear_fixture_single_lap,fixed_fixed,8.712,MPa,tensile,2009.91,N,,,-z,,76.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
