sample_id,ramp_up_rate_c_per_min,peak_temperature_c,hold_time_min,cool_rate_c_per_min,applied_pressure_mpa,atmosphere,initial_relative_density,initial_median_pore_diameter_um,initial_pore_size_lognormal_sigma,grain_size_mean_um,grain_size_std_um,porosity_percent,pore_median_diameter_um,pore_size_lognormal_sigma,hag_boundary_fraction_percent,avg_misorientation_deg,relative_density,sintering_index_model
670,14.022,1039.99,108.09,17.067,0.0,air,0.5521,0.8117,0.4798,1.6039,0.3542,0.1,0.4149,0.3842,47.55,23.16,0.999,1.22838
671,16.509,1408.01,143.35,14.504,10.962,vacuum,0.5871,0.6525,0.3564,1.9762,0.5408,0.1,0.3201,0.2872,62.59,31.97,0.999,2.79804
672,11.406,1364.53,162.15,15.168,0.0,argon,0.55,0.5904,0.5113,2.5181,0.6081,0.1,0.3274,0.4294,66.23,31.55,0.999,2.61038
673,8.934,1281.69,79.33,19.219,0.0,argon,0.5974,0.2888,0.4047,1.4984,0.3991,0.1,0.1527,0.2929,61.14,29.8,0.999,1.69571
674,9.437,1359.22,101.56,2.046,0.0,argon,0.6207,0.6697,0.3931,2.3291,0.6111,0.1,0.3512,0.2939,67.6,31.24,0.999,2.09163
675,14.396,1269.38,117.81,16.507,0.0,air,0.6491,0.6968,0.2942,1.7335,0.4089,0.1,0.3613,0.1954,61.04,29.53,0.999,1.89518
676,9.314,1065.45,165.56,15.395,0.0,hydrogen,0.6384,0.4812,0.4431,1.8036,0.55,0.1,0.2445,0.338,58.38,28.84,0.999,1.93012
677,14.319,1418.95,80.56,5.567,0.0,hydrogen,0.5352,0.6623,0.2547,2.5355,0.7746,0.1,0.3017,0.1744,69.55,34.23,0.999,2.1644
678,4.758,1254.91,162.05,17.831,5.104,argon,0.5374,0.6332,0.4549,2.177,0.6784,0.1,0.3233,0.3615,59.4,30.93,0.999,2.39085
679,18.784,1172.8,167.29,15.384,48.007,hydrogen,0.5497,0.7522,0.4658,2.3195,0.5004,0.1,0.4084,0.3237,60.27,32.91,0.999,2.85844
680,12.481,1043.68,127.98,14.109,0.0,argon,0.5224,0.8182,0.4008,2.3123,0.5485,0.1,0.4446,0.3021,52.69,27.16,0.999,1.45869
681,8.696,1240.87,152.9,6.005,12.64,nitrogen,0.559,0.4556,0.4089,2.176,0.5644,0.1,0.2636,0.307,61.15,31.67,0.999,2.34872
682,6.361,1133.06,112.22,20.461,17.311,nitrogen,0.6469,1.0472,0.4189,2.3684,0.5098,0.1,0.5509,0.3331,57.28,28.26,0.999,1.71834
683,8.003,1365.17,127.99,14.686,0.0,air,0.5956,0.4916,0.5283,2.3225,0.6353,0.1,0.2316,0.461,52.8,32.5,0.999,2.23783
684,4.236,1024.0,167.1,2.415,7.003,air,0.5337,0.7107,0.3386,2.4165,0.6235,0.1,0.323,0.2498,54.36,30.84,0.999,1.7417
685,3.0,983.33,166.9,10.944,0.0,hydrogen,0.5497,0.6354,0.5437,1.7934,0.5013,0.1,0.3581,0.428,59.6,30.29,0.999,1.70983
686,3.484,1442.26,143.82,17.658,0.0,air,0.6486,0.6398,0.3494,2.0981,0.4394,0.1,0.3197,0.2593,65.55,31.42,0.999,2.56519
687,17.184,1164.29,164.56,24.015,0.0,hydrogen,0.6434,0.6899,0.2814,1.8985,0.5563,0.1,0.3392,0.2179,57.37,26.65,0.999,2.17696
688,11.78,1400.47,125.86,20.34,0.0,hydrogen,0.5123,0.4236,0.543,1.7831,0.4915,0.1,0.2169,0.427,68.28,37.14,0.999,2.51968
689,7.295,1187.78,122.48,2.738,27.72,hydrogen,0.6455,0.6186,0.2654,1.6646,0.459,0.1,0.3154,0.15,62.93,30.62,0.999,2.2106
690,18.789,1331.15,126.4,20.271,42.867,nitrogen,0.5263,0.4649,0.5358,1.6504,0.3332,0.1,0.241,0.4626,57.18,24.62,0.999,2.73319
691,9.822,1178.58,155.63,9.028,12.959,argon,0.5888,1.0571,0.2547,2.4782,0.682,0.1,0.5126,0.15,52.0,24.79,0.999,2.22038
692,17.047,1433.28,79.95,6.488,0.0,air,0.5881,0.7296,0.5461,2.5289,0.761,0.1,0.3722,0.4294,70.68,38.71,0.999,2.00427
693,7.967,1409.92,141.55,19.274,0.0,nitrogen,0.5118,0.8428,0.5298,2.5187,0.6291,0.1,0.3865,0.448,66.67,31.91,0.999,2.53937
694,15.441,1127.59,139.24,4.522,0.0,argon,0.5638,0.4336,0.3454,1.9165,0.4619,0.1,0.2073,0.18,57.23,29.29,0.999,1.77034
695,9.451,1191.89,116.05,12.649,0.0,vacuum,0.5874,0.4442,0.527,1.7606,0.5267,0.1,0.2262,0.4678,55.56,31.3,0.999,1.81527
696,7.349,1024.05,98.01,12.273,0.0,argon,0.5425,0.4402,0.3527,1.7573,0.3757,0.1,0.23,0.2706,55.18,30.55,0.999,1.15903
697,12.197,995.4,91.85,20.062,19.833,argon,0.5865,1.0484,0.5465,1.6715,0.4152,0.1,0.5265,0.4564,48.26,23.67,0.999,1.14879
698,9.764,1004.83,152.23,3.478,0.0,air,0.5377,0.3974,0.2852,1.7127,0.5066,0.1,0.2123,0.1743,45.53,25.64,0.999,1.50169
699,3.632,1239.77,127.41,19.416,0.0,argon,0.5203,0.3603,0.2745,1.6488,0.4632,0.1,0.1711,0.1926,60.67,29.07,0.999,1.98748
700,10.614,1028.55,94.54,20.751,41.636,nitrogen,0.6168,0.9629,0.3979,2.0043,0.5257,0.1,0.6127,0.3078,47.57,27.89,0.999,1.41178
701,4.979,1299.82,77.53,14.186,38.504,argon,0.5948,1.4271,0.423,2.4174,0.717,0.1,0.7512,0.3284,63.28,26.88,0.999,2.12892
702,5.286,1018.9,105.14,9.122,20.797,argon,0.6046,0.7274,0.4681,1.9909,0.5557,0.1,0.3844,0.3811,54.75,29.4,0.999,1.35555
703,18.402,1436.55,155.61,21.609,46.542,vacuum,0.6313,0.3264,0.3274,1.5075,0.4662,0.1,0.1686,0.2249,72.85,38.97,0.999,3.58306
704,9.023,1163.99,109.83,18.367,44.069,argon,0.6123,0.7593,0.3207,1.9659,0.5253,0.1,0.3908,0.2153,57.23,29.33,0.999,2.06784
705,19.575,968.16,144.73,19.432,0.0,hydrogen,0.6067,0.4495,0.3678,1.6696,0.4881,0.1,0.2445,0.284,54.05,31.08,0.999,1.44999
706,15.394,1095.2,148.11,2.633,0.0,air,0.6201,1.0203,0.4618,2.2135,0.4826,0.1,0.4751,0.3835,47.74,27.54,0.999,1.68837
707,14.113,1423.41,153.91,6.878,11.996,argon,0.6472,0.3658,0.3943,1.7289,0.447,0.1,0.1725,0.2993,69.01,33.71,0.999,2.88194
708,16.334,1096.89,143.08,24.049,0.0,hydrogen,0.611,0.9337,0.2749,2.1711,0.4735,0.1,0.4122,0.1645,64.84,32.59,0.999,1.80312
709,18.825,1038.66,129.91,6.666,48.26,vacuum,0.5999,0.9159,0.4422,2.2446,0.576,0.1,0.4432,0.3676,58.58,32.31,0.999,1.92202
710,14.055,1093.28,142.5,8.279,7.464,nitrogen,0.5941,0.4,0.3697,1.5944,0.3579,0.1,0.2083,0.2683,50.65,30.14,0.999,1.76835
711,10.858,1147.72,70.71,22.136,39.051,air,0.6114,0.7967,0.2728,1.7412,0.4262,0.1,0.5027,0.1836,52.58,33.24,0.999,1.49447
712,8.638,1425.03,156.24,3.214,0.0,nitrogen,0.6342,0.7199,0.4617,2.9862,0.6809,0.1,0.3465,0.3924,66.86,34.86,0.999,2.70208
713,3.931,1323.58,98.37,20.357,0.0,argon,0.6386,0.685,0.3534,2.0482,0.5688,0.1,0.3612,0.2531,61.9,24.99,0.999,1.96879
714,6.909,1299.66,166.27,4.302,0.0,vacuum,0.5786,0.6308,0.2618,2.0636,0.6129,0.1,0.3153,0.1586,60.91,30.3,0.999,2.5494
715,8.845,1019.52,149.96,11.126,48.151,argon,0.6394,0.9266,0.3282,1.6125,0.4385,0.1,0.543,0.1969,48.9,31.56,0.999,2.04172
716,12.596,997.31,149.82,12.973,20.772,nitrogen,0.6243,0.8871,0.4882,2.1393,0.6395,0.1,0.4353,0.4097,46.18,24.76,0.999,1.68933
717,6.995,1295.57,149.35,16.777,0.0,vacuum,0.5751,0.4964,0.3335,1.9143,0.4126,0.1,0.2592,0.2139,68.53,33.75,0.999,2.39141
718,15.435,963.81,45.95,20.314,0.0,air,0.5789,0.4119,0.4553,1.1869,0.2889,0.1,0.3122,0.3975,45.54,28.12,0.999,0.53211
719,18.115,1218.2,124.98,22.367,0.0,vacuum,0.6497,0.4966,0.455,1.7061,0.5324,0.1,0.2398,0.3907,60.3,29.51,0.999,1.94171
720,9.557,989.73,118.08,9.595,0.0,argon,0.602,0.4375,0.2742,1.5542,0.3377,0.1,0.2357,0.1881,46.98,25.0,0.999,1.23551
721,3.213,1001.95,66.19,23.935,0.0,hydrogen,0.5147,0.8871,0.4962,1.7279,0.5093,0.1,0.5405,0.4354,51.53,28.32,0.999,0.87286
722,8.516,1356.22,163.41,10.276,0.0,vacuum,0.6314,0.5891,0.533,2.6304,0.6734,0.1,0.3451,0.4243,66.92,32.07,0.999,2.68147
723,6.831,1061.41,126.86,3.473,35.792,hydrogen,0.5153,0.4912,0.3969,1.6798,0.5085,0.1,0.2082,0.3224,55.51,24.82,0.999,1.91548
724,19.313,1381.41,98.78,15.387,0.0,air,0.6422,0.4929,0.4465,1.9323,0.3932,0.1,0.2172,0.3712,57.76,27.27,0.999,2.01517
725,15.165,1137.18,132.02,16.621,39.433,argon,0.5353,0.4871,0.4293,1.5901,0.4598,0.1,0.2186,0.3085,51.71,28.75,0.999,2.14725
726,7.208,1417.19,163.72,10.51,0.0,air,0.5768,0.6951,0.4224,2.6135,0.5975,0.1,0.3119,0.3255,69.52,36.44,0.999,2.6612
727,5.41,1156.1,121.28,12.636,0.0,air,0.6078,0.6814,0.4249,1.7419,0.4482,0.1,0.3228,0.362,56.93,29.21,0.999,1.64279
728,3.673,998.93,122.74,6.862,46.885,hydrogen,0.5926,0.6465,0.4137,1.3431,0.2754,0.1,0.3128,0.3172,58.24,32.54,0.999,1.74751
729,10.08,1066.6,96.7,13.746,23.296,hydrogen,0.5662,0.431,0.4195,1.4723,0.2951,0.1,0.2113,0.2994,57.4,26.04,0.999,1.51014
730,14.552,1252.33,105.18,24.745,0.0,air,0.5107,1.0554,0.3667,2.4775,0.7065,0.1,0.588,0.2873,59.87,30.75,0.999,1.74954
731,12.677,985.72,67.86,3.114,27.474,nitrogen,0.5939,0.6488,0.3238,1.5706,0.406,0.1,0.4133,0.2506,48.44,25.82,0.999,0.92127
732,9.475,1048.27,127.87,5.081,34.951,argon,0.5868,0.4269,0.3705,1.4401,0.3584,0.1,0.2068,0.2683,53.75,25.12,0.999,1.78502
733,11.751,1185.32,89.54,24.448,0.0,nitrogen,0.636,0.239,0.4643,1.3782,0.3921,0.1,0.1263,0.3476,58.92,35.41,0.999,1.50306
734,14.663,1445.87,120.93,21.82,0.0,argon,0.6353,0.4446,0.4161,1.9908,0.5518,0.1,0.2117,0.3247,62.81,34.39,0.999,2.47063
735,14.537,1134.1,66.58,10.982,32.317,hydrogen,0.5803,1.2748,0.4141,2.2972,0.5661,0.1,0.7166,0.297,57.21,26.93,0.999,1.48204
736,15.356,1024.83,110.79,4.92,26.592,argon,0.5906,0.5364,0.3055,1.5713,0.404,0.1,0.2888,0.1981,51.87,28.85,0.999,1.45929
737,15.208,1022.8,154.99,17.395,29.785,air,0.5404,0.5154,0.5271,1.6501,0.4907,0.1,0.2448,0.4482,45.66,23.97,0.999,1.83668
738,2.282,1142.94,139.65,13.539,0.0,nitrogen,0.5073,0.626,0.5245,2.0212,0.5698,0.1,0.3461,0.4343,58.81,29.28,0.999,1.81159
739,7.307,1185.45,130.15,14.469,0.0,argon,0.5349,1.2416,0.4471,2.6698,0.7356,0.1,0.6118,0.3479,50.28,27.47,0.999,1.86424
740,14.868,988.11,158.24,13.496,7.306,air,0.5731,0.6316,0.3364,1.9168,0.4679,0.1,0.3315,0.2596,46.08,25.94,0.999,1.56159
741,4.078,1317.93,151.83,9.416,28.328,nitrogen,0.6301,0.7681,0.2947,1.9131,0.4025,0.1,0.3722,0.1775,66.89,30.3,0.999,2.78421
742,14.107,1065.93,62.28,18.508,42.578,air,0.5133,0.66,0.4683,1.295,0.3325,0.1,0.3746,0.3705,44.88,21.5,0.999,1.16368
743,12.043,1403.67,124.09,2.402,31.604,nitrogen,0.6317,1.3944,0.5116,2.8107,0.5909,0.1,0.6923,0.4585,62.87,34.3,0.999,2.81931
744,2.953,1430.49,129.67,7.335,0.0,hydrogen,0.5225,0.592,0.3944,2.5244,0.5926,0.1,0.2807,0.2705,72.79,31.98,0.999,2.64494
745,3.051,1300.51,95.46,15.328,0.0,nitrogen,0.5638,0.4897,0.5106,1.6872,0.4346,0.1,0.2209,0.4197,62.04,27.86,0.999,1.86353
746,2.753,961.75,113.13,13.126,11.107,argon,0.5552,1.0508,0.3616,2.3014,0.4941,0.1,0.5672,0.2788,49.89,32.24,0.999,1.19303
747,17.379,1280.97,139.74,14.864,0.0,air,0.5046,0.4792,0.2784,1.8237,0.5525,0.1,0.2413,0.1862,57.59,28.58,0.999,2.0916
748,5.426,1359.35,72.33,7.879,0.0,argon,0.5849,0.6983,0.531,2.1085,0.6525,0.1,0.3722,0.46,59.55,33.04,0.999,1.84596
749,2.921,1089.14,132.21,11.259,0.0,air,0.5227,0.3143,0.3602,1.5161,0.4086,0.1,0.1796,0.2718,52.22,23.21,0.999,1.55794
750,3.114,1160.27,90.86,11.553,14.716,argon,0.5607,0.5417,0.3879,1.4868,0.3758,0.1,0.3048,0.321,54.43,30.09,0.999,1.59515
751,13.111,1048.56,148.14,7.05,39.624,argon,0.6208,0.9914,0.4254,2.2114,0.5619,0.1,0.4782,0.3264,43.46,25.71,0.999,2.02901
752,11.832,1019.86,104.89,10.238,0.0,air,0.5299,0.6207,0.3717,1.9041,0.5189,0.1,0.3264,0.2819,40.68,25.92,0.999,1.15472
753,12.857,1341.28,152.25,13.755,45.371,nitrogen,0.533,0.3312,0.434,1.5388,0.4479,0.1,0.1872,0.328,70.1,31.62,0.999,3.09789
754,12.628,1300.35,150.63,14.503,46.941,air,0.6216,0.4471,0.3104,1.7133,0.4051,0.1,0.2579,0.1953,62.44,34.03,0.999,2.87638
755,10.539,1054.87,66.8,12.769,31.287,air,0.605,0.3759,0.5453,1.2997,0.2604,0.1,0.2421,0.4686,47.05,25.19,0.999,1.11623
756,9.424,1203.36,137.71,10.884,0.0,vacuum,0.57,0.8574,0.2559,2.3705,0.5369,0.1,0.3982,0.15,55.68,28.27,0.999,2.03481
757,5.941,1280.74,116.84,5.692,37.974,air,0.5143,0.563,0.3306,1.7887,0.5558,0.1,0.2715,0.2616,61.27,32.26,0.999,2.36888
758,6.454,1080.37,143.33,4.631,42.914,nitrogen,0.6192,0.4922,0.3444,1.7765,0.4399,0.1,0.2455,0.2441,46.56,25.89,0.999,2.10679
759,9.934,1244.81,137.89,2.764,44.939,nitrogen,0.6109,0.5406,0.3817,2.3358,0.5461,0.1,0.2837,0.2794,61.48,25.77,0.999,2.62634
760,2.404,1327.41,165.49,3.133,30.317,vacuum,0.6405,0.9993,0.3696,2.8643,0.8748,0.1,0.5072,0.2744,67.97,36.47,0.999,3.09611
761,16.483,1108.99,163.94,6.107,0.0,air,0.6039,0.8729,0.4471,2.4789,0.6014,0.1,0.4264,0.3514,49.99,30.0,0.999,1.84763
762,11.939,1010.7,57.15,4.77,38.164,air,0.5555,0.7072,0.4686,1.5714,0.3502,0.1,0.4256,0.3832,44.36,26.72,0.999,0.91698
763,19.764,1000.83,117.95,16.631,15.058,air,0.5937,0.8693,0.3887,2.1124,0.5638,0.1,0.4228,0.303,48.12,27.74,0.999,1.30456
764,15.225,990.45,51.49,23.098,19.52,argon,0.6252,0.4144,0.272,1.3503,0.3554,0.1,0.3073,0.2099,48.91,25.83,0.999,0.75035
765,9.355,1278.45,161.67,8.768,0.0,vacuum,0.5274,0.6752,0.3881,2.3666,0.5574,0.1,0.3008,0.2764,61.83,28.28,0.999,2.45071
766,11.585,1075.29,58.46,22.992,35.563,air,0.611,0.6575,0.3886,1.6386,0.409,0.1,0.3702,0.2913,55.95,27.79,0.999,1.12088
767,8.915,1185.59,56.94,18.611,23.441,air,0.6436,1.0333,0.3264,1.5869,0.3509,0.1,0.5271,0.2489,55.77,26.3,0.999,1.36762
768,16.48,1207.05,137.3,12.102,0.0,air,0.5649,0.961,0.3563,2.1877,0.5396,0.1,0.506,0.2564,51.52,31.75,0.999,1.88557
769,16.173,1402.14,120.34,4.691,0.0,argon,0.5826,0.7399,0.3446,2.6202,0.6677,0.1,0.3702,0.2366,64.68,32.92,0.999,2.34339
770,18.626,951.43,100.68,22.105,19.836,vacuum,0.5093,0.5273,0.537,1.4588,0.343,0.1,0.2897,0.4416,45.49,28.47,0.999,1.12132
771,13.999,1100.01,163.82,22.404,0.0,hydrogen,0.5353,0.6646,0.3312,2.1439,0.6145,0.1,0.3059,0.2441,52.99,27.93,0.999,2.00037
772,11.866,1301.08,159.56,9.408,5.62,vacuum,0.575,0.7447,0.5148,2.2807,0.6627,0.1,0.3263,0.4222,64.89,36.43,0.999,2.5721
773,8.927,1034.62,93.21,18.782,0.0,vacuum,0.5835,1.0525,0.4406,2.3648,0.5967,0.1,0.6676,0.37,45.92,25.55,0.999,1.18117
774,12.133,1257.57,148.2,21.961,23.847,vacuum,0.6006,0.4495,0.4188,1.9562,0.5833,0.1,0.2253,0.32,62.71,29.34,0.999,2.5934
775,4.343,1306.53,133.06,9.512,15.795,nitrogen,0.5102,0.6071,0.4012,1.9944,0.577,0.1,0.3142,0.2863,62.95,28.42,0.999,2.40074
776,7.457,1446.88,139.18,24.87,21.654,argon,0.6416,0.4943,0.4566,1.6565,0.4395,0.1,0.2353,0.3693,66.42,33.9,0.999,2.98793
777,17.986,984.35,151.1,7.208,0.0,vacuum,0.6144,0.241,0.5191,1.698,0.3538,0.1,0.1269,0.4178,47.27,25.33,0.999,1.52497
778,13.629,1129.32,74.86,5.838,17.988,vacuum,0.642,0.6967,0.2697,1.908,0.529,0.1,0.3484,0.1692,58.52,29.4,0.999,1.41568
779,5.129,1098.0,127.52,24.526,37.716,nitrogen,0.5732,0.7382,0.2522,1.6593,0.4026,0.1,0.4127,0.15,52.97,26.07,0.999,1.95063
780,14.61,955.96,151.25,2.424,0.0,nitrogen,0.5395,0.5368,0.2837,1.493,0.4466,0.1,0.2564,0.1825,45.62,25.61,0.999,1.3999
781,2.79,1205.41,137.86,8.732,0.0,nitrogen,0.6242,0.4239,0.5456,1.8764,0.5589,0.1,0.254,0.4371,57.57,23.13,0.999,1.96326
782,12.571,984.84,49.08,2.371,0.0,argon,0.5259,0.5246,0.3759,1.317,0.3106,1.243,0.3654,0.3441,49.3,25.16,0.98757,0.63912
783,4.884,1099.78,129.06,15.775,0.0,air,0.554,0.6027,0.5107,1.996,0.4087,0.1,0.3484,0.4079,61.09,29.52,0.999,1.56
784,17.924,1243.05,152.43,15.873,0.0,air,0.5991,0.7129,0.423,2.2673,0.6882,0.1,0.3421,0.3034,58.48,32.4,0.999,2.09431
785,10.251,1019.14,90.46,13.735,7.125,hydrogen,0.6156,1.1501,0.253,2.1822,0.6813,0.1,0.6464,0.172,54.45,27.92,0.999,1.18394
786,3.616,1314.8,76.23,10.553,30.295,argon,0.5414,0.4043,0.3195,1.8316,0.5258,0.1,0.1746,0.2217,63.89,30.0,0.999,2.07849
787,9.245,1098.89,126.61,2.361,0.0,vacuum,0.6183,0.6099,0.471,1.8702,0.5019,0.1,0.3332,0.3996,49.26,27.77,0.999,1.64887
788,18.84,1218.61,126.73,7.27,12.529,air,0.6198,0.6506,0.5417,2.1111,0.5248,0.1,0.3324,0.4442,56.01,29.9,0.999,1.96115
789,16.539,1186.93,157.8,11.443,7.776,argon,0.5051,0.3951,0.4847,1.7254,0.3775,0.1,0.1883,0.3731,57.45,28.72,0.999,2.1774
790,6.042,1061.88,47.92,9.795,9.809,argon,0.5543,0.478,0.315,1.5814,0.3767,0.1,0.3021,0.2354,44.47,24.87,0.999,0.88872
791,5.87,970.85,111.11,20.094,0.0,nitrogen,0.5002,0.4607,0.3386,1.6205,0.4796,0.1,0.2316,0.2869,49.97,26.4,0.999,1.11485
792,14.66,1389.79,143.42,15.379,0.0,air,0.5879,0.6176,0.5172,2.048,0.5309,0.1,0.3056,0.4276,63.06,27.89,0.999,2.40928
793,7.879,1163.78,93.73,8.665,0.0,hydrogen,0.6317,0.4932,0.498,1.8171,0.465,0.1,0.2712,0.4173,62.12,31.12,0.999,1.57357
794,18.378,1426.71,93.59,9.069,0.0,argon,0.6013,0.2798,0.4243,1.7669,0.481,0.1,0.1574,0.3613,69.86,37.99,0.999,2.17859
795,7.271,1244.44,161.4,5.744,0.0,argon,0.5212,0.6254,0.514,2.4368,0.4972,0.1,0.2961,0.3835,58.45,27.05,0.999,2.28614
796,18.37,1449.87,68.88,5.002,32.345,air,0.5436,0.7362,0.3425,2.4064,0.5896,0.1,0.3454,0.2186,55.88,28.25,0.999,2.33353
797,2.593,1059.39,162.24,9.459,0.0,nitrogen,0.5238,0.7066,0.5042,2.5291,0.5878,0.1,0.3302,0.4252,52.9,28.7,0.999,1.77704
798,8.016,1419.8,143.65,7.361,0.0,air,0.5793,0.521,0.5015,2.5657,0.6309,0.1,0.2247,0.4151,66.75,37.73,0.999,2.50572
799,12.534,1336.8,153.01,4.058,0.0,air,0.6338,0.4499,0.3386,2.2907,0.6857,0.1,0.2139,0.2099,62.51,30.54,0.999,2.35769
800,10.843,1130.69,143.89,23.056,19.669,air,0.5892,0.4924,0.4341,1.9548,0.4132,0.1,0.267,0.3532,55.12,29.57,0.999,1.96503
